gene	mean_high	mean_low	delta_high_minus_low	welch_t	welch_p	n_high	n_low	fdr_bh	cohort
CCDC88A	682.8585210526318	1020.6779333333333	-337.8194122807015	-5.385467816298935	6.494015816058382e-07	57	57	0.00010743184844337015	GSE31210_LUAD
ECSCR	450.28600350877196	835.6849333333333	-385.3989298245614	-5.386569356248566	9.477899373075173e-07	57	57	0.00013140366836059694	GSE31210_LUAD
LHX6	236.67080456140351	365.26990964912284	-128.59910508771932	-5.3966236274812704	6.578772585957745e-07	57	57	0.00010743184844337015	GSE31210_LUAD
SOX5	228.32494192982458	396.36664403508763	-168.04170210526306	-5.400620080081852	5.206794076357306e-07	57	57	9.28473812550436e-05	GSE31210_LUAD
RAPGEF4	130.77392578947365	238.2428238596492	-107.46889807017556	-5.408565169545026	8.698790190741975e-07	57	57	0.00012533101386956794	GSE31210_LUAD
IL3RA	86.5352418245614	151.10624271929822	-64.57100089473683	-5.447343349303254	3.483657374261461e-07	57	57	7.430094723240989e-05	GSE31210_LUAD
PDE3B	319.5848115789474	515.648659122807	-196.0638475438596	-5.454478391375972	4.2882216518559293e-07	57	57	8.491868349235745e-05	GSE31210_LUAD
CSF2RB	1460.7305298245615	2395.9027649122804	-935.172235087719	-5.48850136092637	3.8220417970569326e-07	57	57	7.918178746799083e-05	GSE31210_LUAD
SLC9A9	346.306501754386	598.4679052631577	-252.16140350877174	-5.494614885119439	4.621197304795256e-07	57	57	8.742099770940939e-05	GSE31210_LUAD
LRFN5	73.95505542105262	132.36241642105261	-58.407360999999995	-5.509845999016348	4.447986430912948e-07	57	57	8.717652685091098e-05	GSE31210_LUAD
PDE7B	250.83853596491232	466.0233514035087	-215.18481543859636	-5.527736739730186	5.5264549271906e-07	57	57	9.695808624276735e-05	GSE31210_LUAD
LAMA4	2154.6668578947374	3647.6165789473694	-1492.949721052632	-5.544387437941886	3.5601335458080754e-07	57	57	7.447183200870642e-05	GSE31210_LUAD
ITM2A	893.1953947368423	1629.6261631578943	-736.430768421052	-5.54496594106918	3.533285223464425e-07	57	57	7.447183200870642e-05	GSE31210_LUAD
SETBP1	983.1366912280704	1731.2011684210527	-748.0644771929823	-5.557242461492414	3.858087553025524e-07	57	57	7.918178746799083e-05	GSE31210_LUAD
ADGRL4	682.6339859649121	1291.1047298245614	-608.4707438596494	-5.6190514906942735	3.2518457465474517e-07	57	57	7.293186001663898e-05	GSE31210_LUAD
GJD3	190.8473589473684	296.4615321052631	-105.61417315789467	-5.6213165123456434	2.6735088284772714e-07	57	57	6.321976582991635e-05	GSE31210_LUAD
OSTM1	1596.6041421052635	2124.1039035087715	-527.499761403508	-5.626919077658719	1.7920802348997953e-07	57	57	4.879409209566523e-05	GSE31210_LUAD
PPP3CB	4377.412228070175	5312.927315789473	-935.5150877192982	-5.639743478309433	1.54528854025836e-07	57	57	4.502759152261052e-05	GSE31210_LUAD
GIMAP6	1318.5236614035089	2361.3781350877207	-1042.8544736842118	-5.6485250558218665	2.3752195976440886e-07	57	57	5.8059440839041745e-05	GSE31210_LUAD
IFFO1	588.6089824561406	876.3343982456138	-287.72541578947323	-5.669524857481154	1.8754683872430163e-07	57	57	4.975709117618515e-05	GSE31210_LUAD
GIMAP7	913.2996614035088	1639.34988245614	-726.0502210526312	-5.681365859274602	1.5924445936898734e-07	57	57	4.558372649437263e-05	GSE31210_LUAD
RASGRP3	620.9639087719299	954.0835315789476	-333.11962280701766	-5.70090614177053	1.5523187148682092e-07	57	57	4.502759152261052e-05	GSE31210_LUAD
GIMAP4	654.6805842105263	1111.8761385964908	-457.19555438596456	-5.7147559917900255	1.3133852404258882e-07	57	57	4.0608139316353485e-05	GSE31210_LUAD
ZEB2	917.2755456140347	1527.7770087719298	-610.501463157895	-5.743644035812824	1.7884442364919555e-07	57	57	4.879409209566523e-05	GSE31210_LUAD
LOC730101	218.98383070175436	337.6684924561404	-118.68466175438607	-5.748733732343054	1.0098010196880831e-07	57	57	3.293092977986561e-05	GSE31210_LUAD
NXPE3	174.1096957894737	278.76241754385967	-104.65272175438596	-5.751120825447104	1.217033488343892e-07	57	57	3.893612285135495e-05	GSE31210_LUAD
CCDC69	239.81136666666663	401.6029485964913	-161.79158192982464	-5.75635507039838	1.0141908964610417e-07	57	57	3.293092977986561e-05	GSE31210_LUAD
GIMAP1-GIMAP5	856.1945807017545	1436.795101754386	-580.6005210526315	-5.76064963395879	1.3439604830050338e-07	57	57	4.0608139316353485e-05	GSE31210_LUAD
PPP1R12A	3426.374017543861	4374.079175438596	-947.7051578947353	-5.761711933598238	9.633351151381386e-08	57	57	3.224208527666185e-05	GSE31210_LUAD
FRMD4A	682.7727263157892	1091.386461403509	-408.61373508771976	-5.808112845780715	1.3381445906313374e-07	57	57	4.0608139316353485e-05	GSE31210_LUAD
PPP3CB-AS1	151.82178175438594	209.38879491228073	-57.56701315789479	-5.828165383710032	5.583312504337281e-08	57	57	2.1414383600560515e-05	GSE31210_LUAD
OLFML1	549.893252631579	1068.629624561404	-518.7363719298249	-5.830266767310897	1.794312740819682e-07	57	57	4.879409209566523e-05	GSE31210_LUAD
TAF3	451.62856666666676	587.264052631579	-135.63548596491228	-5.8386242894821745	5.530124286909662e-08	57	57	2.1414383600560515e-05	GSE31210_LUAD
CARD8-AS1	484.8128719298245	720.9192754385963	-236.1064035087718	-5.857821061648079	5.80762414356732e-08	57	57	2.1414383600560515e-05	GSE31210_LUAD
LMO2	986.7146929824562	1551.8087666666668	-565.0940736842106	-5.873797110784218	1.2497247322475732e-07	57	57	3.9402552971081095e-05	GSE31210_LUAD
STX2	681.1952315789475	942.7940578947369	-261.5988263157893	-5.8807670576801305	5.720929238998128e-08	57	57	2.1414383600560515e-05	GSE31210_LUAD
PECAM1	5646.968245614036	8665.830350877191	-3018.862105263155	-5.913136142961316	7.325426830854259e-08	57	57	2.612535421397285e-05	GSE31210_LUAD
EPB41L3	805.9826771929824	1294.7573578947367	-488.7746807017544	-5.937866306321537	3.507143127391758e-08	57	57	1.6337155164797643e-05	GSE31210_LUAD
GNB4	4559.40943859649	6550.958052631578	-1991.5486140350877	-5.990744156315253	3.5295163996575e-08	57	57	1.6337155164797643e-05	GSE31210_LUAD
GJA4	240.9156649122807	416.47360140350884	-175.55793649122813	-6.014748768880267	3.734664275094793e-08	57	57	1.6581147205038208e-05	GSE31210_LUAD
CCDC102B	463.39408052631575	1025.9774368421054	-562.5833563157896	-6.054009250537433	7.896127687417201e-08	57	57	2.7706493199961488e-05	GSE31210_LUAD
FLI1	1146.9041280701754	2196.8421877192986	-1049.9380596491233	-6.233362601752064	2.2693533797076616e-08	57	57	1.122040517625913e-05	GSE31210_LUAD
HHEX	431.3668614035085	664.8113771929826	-233.4445157894741	-6.399669952262755	6.741738776039416e-09	57	57	4.889331722475112e-06	GSE31210_LUAD
EBF1	707.9907245614036	1717.8256701754387	-1009.8349456140352	-6.4467748211858655	1.4621664485659824e-08	57	57	8.370902918040248e-06	GSE31210_LUAD
ANXA6	445.27085614035093	623.6285842105264	-178.35772807017543	-6.552403004796097	3.089820222988247e-09	57	57	3.0554108614140597e-06	GSE31210_LUAD
PLPP1	2687.704842105263	4340.2108771929825	-1652.5060350877193	-6.652190801297359	5.939211081049579e-09	57	57	4.7854643358605025e-06	GSE31210_LUAD
PLCL2	740.4317614035085	1294.572833333333	-554.1410719298244	-7.071303704228611	3.7242982483206886e-10	57	57	5.787293456586899e-07	GSE31210_LUAD
