accession	bioproject	title	organism	access	release_date	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why	page_ok	description	data_type	accessibility_page	organization	n_files	file_names	related_accessions	publications	desc_lung	desc_ici	desc_neoadjuvant	desc_mpr_keyword	desc_gene_keyword	priority
OMIX010173	PRJCA040175	Magnetic Field Suppresses Non-Small Cell Lung Cancer via RSRP1-Mediated Secretory Signaling Axis	Homo sapiens	Open	2025-05-28	https://ngdc.cncb.ac.cn/omix/release/OMIX010173	True	False	False	False	False	lung	True	Protein extraction Remove the frozen sample and transfer an appropriate amount to a 1.5mL centrifuge tube.Add sample lysate, add phosphatase inhibitor, protease inhibitor PMSF to make a final concentration of 1mM.Breakage was done by sonication on ice with 80W power for 1.0s,off for 1.0s for 2min.The solution was centrifuged at 12000rpm at 4 for 10min,and the supernatant was taken and centrifuged again to take the supernatant.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Shanghai Ocean University	1	OMIX010173-01.tar	OMIX010173;PRJCA040175	OMIX010173-01	True	False	False	False	False	0
OMIX010271	PRJCA040526	Untargeted metabolomics analysis of lung tissue of asthma mice	Mus musculus	Open	2025-08-10	https://ngdc.cncb.ac.cn/omix/release/OMIX010271	True	False	False	False	False	lung	True	This study primarily focuses on uncovering the pathogenesis of asthma-associated anxiety, aiming to establish a foundational framework for the development of targeted clinical therapies in the future.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Chinese Academy of Medical Sciences and Peking Union Medical College	1	OMIX010271-01.tar	OMIX010271;PRJCA040526	OMIX010271-01 | Pulmonary microbiota–associated formononetin modulates microglial activation in asthma-related anxiety	True	False	False	False	False	0
OMIX010367	PRJCA040834	RNA sequencing of murine pulmonary tissue following shock wave-induced acute lung injury in a high-altitude model	Mus musculus	Open	2025-05-30	https://ngdc.cncb.ac.cn/omix/release/OMIX010367	True	False	False	False	False	lung	True	Shock waves caused by explosions induce acute lung injury on the plateau. Severe acute lung injury can cause ARDS, and mortality in individuals with lung inflammation and blood hypoxemia with tissue hypoxia can be as high as 40% . Despite decades of research, there are no effective treatments for this condition, and most research on such treatment focuses on modulation of inflammatory injury; a common treatment is control of lung inflammation . However, how blast-induced acute lung injury that occurs at high altitudes on the plateau responds to inflammation and whether blast-induced acute lung injury on the plateau causes inflammation have not been fully investigated.	Expression Profiling	Open-access	Army Medical University	1	OMIX010367-01.xls	OMIX010367;PRJCA040834	OMIX010367-01	True	False	False	False	False	0
OMIX010440	PRJCA041210	10x scRNA-Seq data of CD45+ cells isolated from mouse lung tissue	Mus musculus	Open	2025-06-11	https://ngdc.cncb.ac.cn/omix/release/OMIX010440	True	False	False	False	False	lung	True	CD45+ cells from the lung tissues of Hepa1-6 hepatoma-bearing C57BL/6 mice fed a control diet or low-carbohydrate diet were isolated by fluorescence activated cell sorting, and were then used for 10x single-cell RNA sequencing	Expression Profiling	Open-access	Sun Yat-sen University	2	OMIX010440-02.csv;OMIX010440-01.csv	OMIX010440;OMIX010441;PRJCA041210	OMIX010440-01 | OMIX010440-02 | Glucose restriction shapes pre-metastatic innate immune landscapes in the lung through exosomal TRAIL	True	False	False	False	False	0
OMIX010537	PRJCA041569	Genomic pathogenic alterations in the SWI/SNF complex compromise the outcomes of immunotherapy in Chinese patients with KRAS-mutant NSCLC by downregulating STING expression	Homo sapiens	Open	2025-08-08	https://ngdc.cncb.ac.cn/omix/release/OMIX010537	True	True	False	False	False	lung+ici	True	Investigation of SWI/SNF complex gene mutations in KRAS-mutant non-small cell lung cancer (NSCLC) and their association with immune checkpoint blockade (ICB) response. Includes genomic and transcriptomic (RNA-seq) analyses to identify prognostic markers and potential mechanisms, such as STING pathway modulation.	Expression Profiling	Open-access	Guangdong Provincial People's Hospital	3	OMIX010537-02.xlsx;OMIX010537-03.xls;OMIX010537-01.xlsx	OMIX010537;PRJCA041569	OMIX010537-01 | OMIX010537-02 | OMIX010537-03 | Genomic pathogenic alterations in the SWI/SNF complex compromise the outcomes of immunotherapy in Chinese patients with KRAS-mutant NSCLC by downregulating STING expression	True	True	False	False	False	1
OMIX010606	PRJCA041728	Untargeted metabolomics sequencing of gut microbiota metabolites in methamphetamine-abuse-induced lung toxicity	Mus	Open	2025-06-24	https://ngdc.cncb.ac.cn/omix/release/OMIX010606	True	False	False	False	False	lung	True	Long-term methamphetamine (MA) abuse is closely related to severe lung injury. Microbiome metabolites are one way to understand the interaction between microbes and diseases. Although gut microbial metabolites play a crucial role in the gut-lung axis, the microbial mechanisms by which MA causes lung injury remain unclear. The purpose of this study is to analyze the imbalance of intestinal flora metabolites caused by methamphetamine abuse through non-targeted metabolomics, screen the key omics characteristics of methamphetamine abuse, and provide new theoretical and experimental basis for the prevention and treatment of methamphetamine-induced chronic lung injury	Metabolome Data by Mass Spectrometry (MS)	Open-access	Department of Clinical Pharmacology, School of Pharmacy, China Medical University,	2	OMIX010606-01.zip;OMIX010606-02.zip	OMIX010606;PRJCA041728	OMIX010606-01 | OMIX010606-02 | L-kynurenine reshapes immune microenvironment to alleviate methamphetamine-induced chronic lung injury through gut-lung axis	True	False	False	False	False	0
OMIX010825	PRJCA042393	GSDMC drives metabolic reprogramming in LUAD progression	Homo sapiens	Open	2026-05-01	https://ngdc.cncb.ac.cn/omix/release/OMIX010825	True	False	False	False	False	lung	True	The non-targeted metabolomics sequencing conducted after knocking down GSDMC in H1299 cells	Metabolome Data by Mass Spectrometry (MS)	Open-access	Hefei Institutes of Physical Sciences, Chinese Academy of Science	2	OMIX010825-01.wiff.zip;OMIX010825-02.zip	OMIX010825;PRJCA042393	OMIX010825-01 | OMIX010825-02	True	False	False	False	False	0
OMIX010826	PRJCA042393	GSDMC drives lipid metabolism  reprogramming in LUAD progression	Homo sapiens	Open	2026-05-01	https://ngdc.cncb.ac.cn/omix/release/OMIX010826	True	False	False	False	False	lung	True	Lipidome sequencing conducted after knocking down GSDMC in H1299 cells	Lipidome Data by Mass Spectrometry (MS)	Open-access	Hefei Institutes of Physical Sciences, Chinese Academy of Science	2	OMIX010826-01.zip;OMIX010826-02.zip	OMIX010826;PRJCA042393	OMIX010826-01 | OMIX010826-02	True	False	False	False	False	0
OMIX010885	PRJCA042721	5-HT2aR Contributes to Pulmonary Arterial Hypertension by Modulating the AHR Pathway	Rattus	Open	2025-07-10	https://ngdc.cncb.ac.cn/omix/release/OMIX010885	True	False	False	False	False	lung	True	We generated Htr2a-knockout (Htr2a-/-) rats using CRISPR/Cas9. Experimental pulmonary arterial hypertension (PAH) was induced exclusively through the SU5416 (vascular endothelial growth factor receptor inhibitor) and chronic hypoxia model, which recapitulates key features of human PAH pathology. Phenotypic assessments included right ventricular systolic pressure (RVSP), right ventricular hypertrophy index (RVHI), and pulmonary arteriole remodeling. Lung transcriptome profiling via RNA sequencing was performed to identify Htr2a-dependent molecular pathways, with qPCR validation of critical targets.	Other Type of Genomic Data	Open-access	Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences , Peking Union Medical College	1	OMIX010885-01.csv	OMIX010885;PRJCA042721	OMIX010885-01	True	False	False	False	False	0
OMIX010916	PRJCA042963	Q300 metabolomics analysis of lung tissues from mouse infected by C. neoformans	Mus	Open	2026-08-01	https://ngdc.cncb.ac.cn/omix/release/OMIX010916	True	False	False	False	False	lung	True	Mouse lung tissues were collected on 0-, 7- and 14-day post-infection by C. neoformans H99 strain and subjected to Q300 metabolomics analysis.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Third Military Medical University(Army Medical University)	4	OMIX010916-01.zip;OMIX010916-03.zip;OMIX010916-04.zip;OMIX010916-02.zip	OMIX010916;PRJCA042963	OMIX010916-01 | OMIX010916-02 | OMIX010916-03 | OMIX010916-04	True	False	False	False	False	0
OMIX011074	PRJCA043344	Guben Qingfei alleviates LPS-induced lung inflammation by regulating PPAR signaling and arachidonic acid metabolism pathway	Mus musculus	Open	2026-08-10	https://ngdc.cncb.ac.cn/omix/release/OMIX011074	True	False	False	False	False	lung	True	This study employed a multidisciplinary and integrative research strategy. UHPLC-MS/MS was first utilized to identify the blood-absorbed active constituents of GBQF. A murine model of LPS-induced lung inflammation was then established, and a multi-omics strategy integrating network pharmacology, transcriptomics and metabolomics was applied to elucidate the mechanisms underlying the therapeutic effects of GBQF in lung inflammation.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Beijing University of Chinese Medicine	18	OMIX011074-04.raw;OMIX011074-10.raw;OMIX011074-12.raw;OMIX011074-05.raw;OMIX011074-13.raw;OMIX011074-15.raw;OMIX011074-02.raw;OMIX011074-18.raw;OMIX011074-03.raw;OMIX011074-06.raw;OMIX011074-14.raw;OMIX011074-07.raw;OMIX011074-16.raw;OMIX011074-17.raw;OMIX011074-09.raw;OMIX011074-11.raw;OMIX011074-08.raw;OMIX011074-01.raw	OMIX011074;PRJCA043344	OMIX011074-01 | OMIX011074-02 | OMIX011074-03 | OMIX011074-04 | OMIX011074-05 | OMIX011074-06 | OMIX011074-07 | OMIX011074-08	True	False	False	False	False	0
OMIX011087	PRJCA043227	Remodeling of the tumor microenvironment by PD-1 blockade plus tyrosine kinase inhibitor in advanced renal cell carcinoma	Mus	Open	2026-01-05	https://ngdc.cncb.ac.cn/omix/release/OMIX011087	False	True	False	False	False	ici	True	scRNA-seq data of Humanized PD1 mice	Expression Profiling	Open-access	Chinese PLA General Hospital, Beijing	8	OMIX011087-01.tar.gz;OMIX011087-02.tar.gz;OMIX011087-06.tar.gz;OMIX011087-04.tar.gz;OMIX011087-08.tar.gz;OMIX011087-03.tar.gz;OMIX011087-07.tar.gz;OMIX011087-05.tar.gz	OMIX011087;PRJCA043227	OMIX011087-01 | OMIX011087-02 | OMIX011087-03 | OMIX011087-04 | OMIX011087-05 | OMIX011087-06 | OMIX011087-07 | OMIX011087-08	False	True	False	False	False	0
OMIX011116	PRJCA020258	clinical info for ICI pancancer analysis	Homo sapiens	Open	2025-07-23	https://ngdc.cncb.ac.cn/omix/release/OMIX011116	False	True	False	False	False	ici	True	newly added clinical information	Clinical Research data	Open-access	Shanghai Jiaotong University School of Medicine	2	OMIX011116-03.zip;OMIX011116-01.csv	OMIX009148;OMIX011116;PRJCA020258	OMIX011116-01 | OMIX011116-03	False	True	False	False	False	0
OMIX011185	PRJCA043817	Multiomics Mendelian randomization identifies serpin family G member 1 as a chronic obstructive pulmonary disease modulator	Homo sapiens	Open	2026-01-11	https://ngdc.cncb.ac.cn/omix/release/OMIX011185	True	False	False	False	False	lung	True	SERPING1 may function as a population-specific modulator of COPD pathogenesis (predominantly in European versus Asian cohorts) via complement pathway activation while demonstrating protective effects against alveolar destruction. Plasma SERPING1 may serve as a short-term biomarker for lung function decline, whereas adeno-associated virus (AAV)-SERPING1 may represent a novel disease-modifying strategy for COPD.	Expression Profiling by Array	Open-access	Guangzhou Laboratory	0		OMIX011185;OMIX011186;PRJCA043817	OMIX011185-01 | Multiomics Mendelian randomization identifies serpin family G member 1 as a chronic obstructive pulmonary disease modulator	True	False	False	False	False	0
OMIX011186	PRJCA043817	Multiomics Mendelian randomization identifies serpin family G member 1 as a chronic obstructive pulmonary disease modulator (mouse)	Homo sapiens	Open	2026-01-11	https://ngdc.cncb.ac.cn/omix/release/OMIX011186	True	False	False	False	False	lung	True	RNA-seq analysis was conducted on mouse lung tissue to investigate the gene expression changes associated with Serping1 augmentation. A lung-specific AAV vector (AAV-LungM3) encoding the full-length Serping1 sequence was engineered for targeted delivery. The successful delivery and functional efficacy of the AAV vector were confirmed in mice, demonstrating its capacity for lung-specific transgene expression.	Expression Profiling by Array	Open-access	Guangzhou Laboratory	0		OMIX011185;OMIX011186;PRJCA043817	OMIX011186-01 | Multiomics Mendelian randomization identifies serpin family G member 1 as a chronic obstructive pulmonary disease modulator	True	False	False	False	False	0
OMIX011501	PRJCA044884	Integrative plasma metabolomics predicts the onset and progression of chronic obstructive pulmonary disease	Homo sapiens	Open	2026-06-30	https://ngdc.cncb.ac.cn/omix/release/OMIX011501	True	False	False	False	False	lung	True	Reliable biomarkers for the early diagnosis, molecular subtyping, and prognosis of chronic obstructive pulmonary disease (COPD) are lacking. To address this, we conducted targeted plasma metabolomics integrated with machine learning across two independent cohorts of 1,344 participants covering all severity grades, including a 3-year longitudinal follow-up for 651 subjects. We show that unique plasma metabolic profiles successfully distinguish COPD patients from healthy controls and accurately separate emphysema and small-airway-dominant subtypes in validation cohorts. Crucially, a minimal 27-metabolite panel detects early COPD by capturing systemic metabolic shifts prior to actual lung function loss, while longitudinal subsets independently predict lung function decline, exacerbations, and dyspnea. Overall, plasma metabolomics yields robust, multi-purpose biomarkers, offering an accessible strategy for early screening and personalized clinical risk stratification.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Guangzhou Laboratory	2	OMIX011501-01.zip;OMIX011501-02.rar	OMIX011501;PRJCA044884	OMIX011501-01 | OMIX011501-02	True	False	False	False	False	0
OMIX011514	PRJCA044933	Metabolomic data of liver cancer patients receiving immunotherapy	Homo sapiens	Open	2025-08-20	https://ngdc.cncb.ac.cn/omix/release/OMIX011514	False	True	False	False	False	ici	True	Metabolomic data of liver cancer patients receiving immunotherapy	Metabolome Data by Mass Spectrometry (MS)	Open-access	The University of Hong Kong-Shenzhen Hospital	1	OMIX011514-01.xlsx	OMIX011514;PRJCA044933	OMIX011514-01 | Phocaeicola vulgatus induces immunotherapy resistance in hepatocellular carcinoma via reducing indoleacetic acid production	False	True	False	False	False	0
OMIX011532	PRJCA045014	Influenza pneumonia mice under different immune conditions Changes in Pulmonary Microbiota and Metabolites	Mus	Open	2025-12-31	https://ngdc.cncb.ac.cn/omix/release/OMIX011532	True	False	False	False	False	lung	True	Introduction:Pneumonia is the most common complication of influenza virus infection and is associated with a high mortality rate in immunocompromised individuals. the 40 mice were randomly divided into a normal control group(NC) , virus group(BD), cyclophosphamide group(H), and virus + cyclophosphamide group(MO).Mouse models of influenza pneumonia were established under both immunocompetent and immunosuppressed conditions. Body weight was routinely monitored, and lung histopathology was assessed via hematoxylin and eosin (H&E) staining. Viral load in lung tissue, serum inflammatory cytokine levels, pulmonary microbiota composition, and lung metabolites were analyzed using RT-qPCR, ELISA, 16S rRNA gene sequencing, and untargeted metabolomics, respectively. Spearman correlation analysis was performed to evaluate significant associations between pulmonary microbial taxa and specific metabolites.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Hunan University of Chinese Medicine	40	OMIX011532-02.raw;OMIX011532-34.raw;OMIX011532-12.raw;OMIX011532-25.raw;OMIX011532-14.raw;OMIX011532-37.raw;OMIX011532-05.raw;OMIX011532-15.raw;OMIX011532-17.raw;OMIX011532-38.raw;OMIX011532-06.raw;OMIX011532-36.raw;OMIX011532-24.raw;OMIX011532-18.raw;OMIX011532-10.raw;OMIX011532-11.raw;OMIX011532-33.raw;OMIX011532-27.raw;OMIX011532-26.raw;OMIX011532-39.raw;OMIX011532-29.raw;OMIX011532-30.raw;OMIX011532-28.raw;OMIX011532-19.raw;OMIX011532-08.raw;OMIX011532-23.raw;OMIX011532-09.raw;OMIX011532-31.raw;OMIX011532-40.raw;OMIX011532-03.raw;OMIX011532-35.raw;OMIX011532-20.raw;OMIX011532-22.raw;OMIX011532-07.raw;OMIX011532-21.raw;OMIX011532-32.raw;OMIX011532-16.raw;OMIX011532-13.raw;OMIX011532-04.raw;OMIX011532-01.raw	OMIX011532;PRJCA045014	OMIX011532-01 | OMIX011532-02 | OMIX011532-03 | OMIX011532-04 | OMIX011532-05 | OMIX011532-06 | OMIX011532-07 | OMIX011532-08	True	False	False	False	False	0
OMIX011717	PRJCA042322	Pediococcus acidilactici PA-1 alleviates diet-induced obesity: Untargeted metabolomics analysis of liver	Mus	Open	2025-09-17	https://ngdc.cncb.ac.cn/omix/release/OMIX011717	False	True	False	False	False	ici	True	Pediococcus acidilactici PA-1 alleviates diet-induced obesity by modulating hepatic amino acid metabolism and gut microbiota in mice: Untargeted metabolomics analysis of liver	Metabolome Data by Mass Spectrometry (MS)	Open-access	Chinese Academy of Agricultural Sciences	46	OMIX011717-31.mzXML;OMIX011717-38.mzXML;OMIX011717-10.mzXML;OMIX011717-08.mzXML;OMIX011717-44.mzXML;OMIX011717-42.mzXML;OMIX011717-15.mzXML;OMIX011717-17.mzXML;OMIX011717-30.mzXML;OMIX011717-07.mzXML;OMIX011717-29.mzXML;OMIX011717-18.mzXML;OMIX011717-40.mzXML;OMIX011717-25.mzXML;OMIX011717-43.mzXML;OMIX011717-27.mzXML;OMIX011717-20.mzXML;OMIX011717-19.mzXML;OMIX011717-01.mzXML;OMIX011717-34.mzXML;OMIX011717-46.mzXML;OMIX011717-04.mzXML;OMIX011717-36.mzXML;OMIX011717-45.mzXML;OMIX011717-21.mzXML;OMIX011717-23.mzXML;OMIX011717-35.mzXML;OMIX011717-12.mzXML;OMIX011717-09.mzXML;OMIX011717-06.mzXML;OMIX011717-24.mzXML;OMIX011717-22.mzXML;OMIX011717-26.mzXML;OMIX011717-05.mzXML;OMIX011717-39.mzXML;OMIX011717-02.mzXML;OMIX011717-11.mzXML;OMIX011717-41.mzXML;OMIX011717-28.mzXML;OMIX011717-33.mzXML;OMIX011717-14.mzXML;OMIX011717-37.mzXML;OMIX011717-16.mzXML;OMIX011717-03.mzXML;OMIX011717-13.mzXML;OMIX011717-32.mzXML	OMIX011717;OMIX011718;PRJCA042322	OMIX011717-01 | OMIX011717-02 | OMIX011717-03 | OMIX011717-04 | OMIX011717-05 | OMIX011717-06 | OMIX011717-07 | OMIX011717-08	False	True	False	False	False	0
OMIX011718	PRJCA042322	Pediococcus acidilactici PA-1 alleviates diet-induced obesity: Targeted amino acid metabolomics of liver	Mus	Open	2025-09-17	https://ngdc.cncb.ac.cn/omix/release/OMIX011718	False	True	False	False	False	ici	True	Pediococcus acidilactici PA-1 alleviates diet-induced obesity by modulating hepatic amino acid metabolism and gut microbiota in mice: Targeted amino acid metabolomics of liver	Metabolome Data by Mass Spectrometry (MS)	Open-access	Chinese Academy of Agricultural Sciences	21	OMIX011718-18.raw;OMIX011718-06.raw;OMIX011718-04.raw;OMIX011718-20.raw;OMIX011718-12.raw;OMIX011718-02.raw;OMIX011718-07.raw;OMIX011718-16.raw;OMIX011718-08.raw;OMIX011718-17.raw;OMIX011718-19.raw;OMIX011718-11.raw;OMIX011718-10.raw;OMIX011718-21.raw;OMIX011718-01.raw;OMIX011718-03.raw;OMIX011718-05.raw;OMIX011718-13.raw;OMIX011718-09.raw;OMIX011718-14.raw;OMIX011718-15.raw	OMIX011717;OMIX011718;PRJCA042322	OMIX011718-01 | OMIX011718-02 | OMIX011718-03 | OMIX011718-04 | OMIX011718-05 | OMIX011718-06 | OMIX011718-07 | OMIX011718-08	False	True	False	False	False	0
OMIX011746	PRJCA045688	Single-cell dissection of pleural and systemic immunity uncovers pathogen-specific immune reprogramming in tuberculosis versus lung adenocarcinoma	Homo sapiens	Open	2026-03-23	https://ngdc.cncb.ac.cn/omix/release/OMIX011746	True	False	False	False	False	lung	True	To dissect how malignant versus infectious pleural disease reshapes local and systemic immunity, we compared lung adenocarcinoma with tuberculosis using matched pleural effusions (PE) and peripheral blood (PB) from patients and healthy controls using single cell transcriptome analysis and TCR clonotype tracking.	Expression Profiling	Open-access	The First People's Hospital of Foshan	1	OMIX011746-01.RDS	OMIX011746;PRJCA045688	OMIX011746-01 | Single-cell dissection of pleural and systemic immunity uncovers pathogen-specific immune reprogramming in tuberculosis versus lung adenocarcinoma	True	False	False	False	False	0
OMIX011761	PRJCA033914	Plasma Proteome-Driven Liquid Biopsy for Individualized Monitoring and Risk Stratification of Immune-Related Adverse Events in Checkpoint Immunotherapy	Homo sapiens	Open	2025-10-29	https://ngdc.cncb.ac.cn/omix/release/OMIX011761	False	True	False	False	False	ici	True	Immune checkpoint inhibitors (ICIs) have revolutionized cancer therapy, but their associated immune-related adverse events (irAEs) pose significant clinical challenges to patient management and outcomes. Here, we conducted a comprehensive mass spectrometry-based discovery-validation proteomic profiling analysis to explore plasma proteomic biomarkers for the prediction and monitoring of irAEs in patients receiving ICI treatment.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Wenzhou Medical University	65	OMIX011761-20.raw;OMIX011761-36.raw;OMIX011761-49.raw;OMIX011761-30.raw;OMIX011761-34.raw;OMIX011761-03.raw;OMIX011761-39.raw;OMIX011761-51.raw;OMIX011761-08.raw;OMIX011761-58.raw;OMIX011761-48.raw;OMIX011761-60.raw;OMIX011761-65.raw;OMIX011761-33.raw;OMIX011761-09.raw;OMIX011761-50.raw;OMIX011761-61.raw;OMIX011761-18.raw;OMIX011761-47.raw;OMIX011761-23.raw;OMIX011761-52.raw;OMIX011761-04.raw;OMIX011761-06.raw;OMIX011761-22.raw;OMIX011761-21.raw;OMIX011761-07.raw;OMIX011761-05.raw;OMIX011761-35.raw;OMIX011761-63.raw;OMIX011761-38.raw;OMIX011761-10.raw;OMIX011761-15.raw;OMIX011761-56.raw;OMIX011761-55.raw;OMIX011761-59.raw;OMIX011761-13.raw;OMIX011761-02.raw;OMIX011761-24.raw;OMIX011761-14.raw;OMIX011761-32.raw;OMIX011761-37.raw;OMIX011761-17.raw;OMIX011761-01.raw;OMIX011761-41.raw;OMIX011761-42.raw;OMIX011761-62.raw;OMIX011761-29.raw;OMIX011761-19.raw;OMIX011761-25.raw;OMIX011761-40.raw;OMIX011761-44.raw;OMIX011761-45.raw;OMIX011761-53.raw;OMIX011761-64.raw;OMIX011761-27.raw;OMIX011761-12.raw;OMIX011761-26.raw;OMIX011761-57.raw;OMIX011761-11.raw;OMIX011761-31.raw;OMIX011761-16.raw;OMIX011761-28.raw;OMIX011761-54.raw;OMIX011761-46.raw;OMIX011761-43.raw	OMIX011761;PRJCA033914	OMIX011761-01 | OMIX011761-02 | OMIX011761-03 | OMIX011761-04 | OMIX011761-05 | OMIX011761-06 | OMIX011761-07 | OMIX011761-08	False	True	False	False	False	0
OMIX011889	PRJCA046286	Effects of Xuanbai Chengqi Decoction on Pulmonary Lipids in Mice Infected with Influenza Virus	Mus	Open	2025-09-16	https://ngdc.cncb.ac.cn/omix/release/OMIX011889	True	False	False	False	False	lung	True	Through lipid metabolomics analysis of the lungs from influenza-infected mice, mice administered Xuanbai Chengqi Decoction, and normal mice, we investigated the lipid components primarily affected by Xuanbai Chengqi Decoction.	Lipidome Data by Mass Spectrometry (MS)	Open-access	Fudan University	1	OMIX011889-01.xlsx	OMIX011889;PRJCA046286	OMIX011889-01	True	False	False	False	False	0
OMIX012013	PRJCA044540	Obesity fuels immune-related adverse events of anti-PD-1 therapy	Musculus	Open	2025-10-24	https://ngdc.cncb.ac.cn/omix/release/OMIX012013	False	True	False	False	False	ici	True	This project aimed to investigate the mechanisms of immunotherapy-related toxicity in the context of obesity. Datasets include count matrices from scRNA-seq of mouse adipose and colon tissues.	Expression Profiling	Open-access	Shanghai Institute of Nutrition and Health (SINH) of the Chinese Academy of Sciences (CAS)	2	OMIX012013-02.zip;OMIX012013-01.zip	OMIX012013;PRJCA044540	OMIX012013-01 | OMIX012013-02	False	True	False	False	False	0
OMIX012014	PRJCA044540	Obesity fuels immune-related adverse events of anti-PD-1 therapy (BMDM RNA seq)	Musculus	Open	2025-10-24	https://ngdc.cncb.ac.cn/omix/release/OMIX012014	False	True	False	False	False	ici	True	This project aimed to investigate the mechanisms of immunotherapy-related toxicity in the context of obesity. Files include count matrix from RNA sequencing of mouse bone marrow-derived macrophages.	Expression Profiling	Open-access	Shanghai Institute of Nutrition and Health (SINH) of the Chinese Academy of Sciences (CAS)	1	OMIX012014-01.zip	OMIX012014;PRJCA044540	OMIX012014-01	False	True	False	False	False	0
OMIX012022	PRJCA046766	Gut Microbiota and Metabolome Profiling in Patients with Acute Lung Injury after Cardiopulmonary Bypass Surgery	Homo sapiens environmental sample	Open	2026-02-01	https://ngdc.cncb.ac.cn/omix/release/OMIX012022	True	False	False	False	False	lung	True	This project aims to investigate the characteristics and correlations of gut microbiota and fecal metabolites in patients who developed acute lung injury (ALI) after cardiopulmonary bypass (CPB) surgery, compared with non-ALI controls. Using 16S rRNA sequencing and non-targeted metabolomics, we analyzed postoperative fecal samples from 53 patients (21 ALI, 32 non-ALI) to identify microbial and metabolic signatures associated with ALI.This study provides insights into the gut-lung axis mechanisms in post-CPB ALI and suggests potential diagnostic biomarkers and therapeutic targets. The data deposited herein include 16S rRNA sequencing data and LC-MS-based metabolomics data from fecal samples.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Beijing Anzhen Hospital, Capital Medical University	1	OMIX012022-01.zip	OMIX012022;PRJCA046766	OMIX012022-01 | Study on the characteristics and correlation of fecal microbiota and metabolites in patients with acute lung injury after cardiopulmonary bypass based on 16S rRNA …	True	False	False	False	False	0
OMIX012227	PRJCA047638	Comparative Proteomic and Metabolomic Analyses Reveal Resistance Mechanisms in Chilli Pepper Roots of Resistant and Susceptible Varieties to Phytophthora capsici Infection	Capsicum annuum	Open	2025-10-11	https://ngdc.cncb.ac.cn/omix/release/OMIX012227	False	True	False	False	False	ici	True	Phytophthora blight, caused by Phytophthora capsici, poses a severe threat to global pepper production. This study systematically investigated resistance mechanisms in the root of blight-resistant pepper cultivar CM334 compared to the susceptible genotype NMCA10399 using integrated proteomic and metabolomic analyses at 0, 12, and 36 hour post-inoculation.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Guangdong Academy of Agricultural Sciences	36	OMIX012227-23.mzML;OMIX012227-26.mzML;OMIX012227-33.mzML;OMIX012227-34.mzML;OMIX012227-36.mzML;OMIX012227-12.mzML;OMIX012227-19.mzML;OMIX012227-06.mzML;OMIX012227-01.mzML;OMIX012227-20.mzML;OMIX012227-24.mzML;OMIX012227-35.mzML;OMIX012227-17.mzML;OMIX012227-07.mzML;OMIX012227-18.mzML;OMIX012227-08.mzML;OMIX012227-22.mzML;OMIX012227-03.mzML;OMIX012227-04.mzML;OMIX012227-13.mzML;OMIX012227-14.mzML;OMIX012227-10.mzML;OMIX012227-25.mzML;OMIX012227-16.mzML;OMIX012227-02.mzML;OMIX012227-27.mzML;OMIX012227-05.mzML;OMIX012227-31.mzML;OMIX012227-28.mzML;OMIX012227-09.mzML;OMIX012227-30.mzML;OMIX012227-21.mzML;OMIX012227-15.mzML;OMIX012227-29.mzML;OMIX012227-32.mzML;OMIX012227-11.mzML	OMIX012227;OMIX012236;PRJCA047638	OMIX012227-01 | OMIX012227-02 | OMIX012227-03 | OMIX012227-04 | OMIX012227-05 | OMIX012227-06 | OMIX012227-07 | OMIX012227-08	False	True	False	False	False	0
OMIX012236	PRJCA047638	Proteomic and Metabolomic Analyses Reveal Resistance Mechanisms in Chilli Pepper Roots of Resistant and Susceptible Varieties to Phytophthora capsici Infection	Capsicum annuum	Open	2025-10-11	https://ngdc.cncb.ac.cn/omix/release/OMIX012236	False	True	False	False	False	ici	True	Phytophthora blight, caused by Phytophthora capsici, poses a severe threat to global pepper production. This study systematically investigated resistance mechanisms in the root of blight-resistant pepper cultivar CM334 compared to the susceptible genotype NMCA10399 using integrated proteomic and metabolomic analyses at 0, 12, and 36 hour post-inoculation.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Guangdong Academy of Agricultural Sciences	1	OMIX012236-01.zip	OMIX012227;OMIX012236;PRJCA047638	OMIX012236-01 | Comparative proteomic and metabolomic analyses reveal resistance mechanisms in Chilli pepper roots of resistant and susceptible varieties to Phytophthora capsici infection	False	True	False	False	False	0
