accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why
HRA012913	PRJCA042393	GSDMC-mediated epigenetic activation of CAMKK2 drives metabolic reprogramming and promotes lung adenocarcinoma progression	Hefei Institutes of Physical Sciences, Chinese Academy of Science	0	Open	0	2026-05-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012913	True	False	False	False	False	lung
HRA012923	PRJCA045006	GSDMC-mediated epigenetic activation of CAMKK2 drives metabolic reprogramming and promotes lung adenocarcinoma progression	Hefei Institutes of Physical Sciences, Chinese Academy of Science	0	Open	0	2026-05-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012923	True	False	False	False	False	lung
HRA017834	PRJCA061718	Cadonilimab plus lenvatinib with ctDNA monitoring in patients with advanced endometrial cancer: a multicenter, single-arm, phase II trial (CLEAR-EC Trial)	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-04-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017834	False	True	False	False	False	ici
HRA012722	PRJCA044329	Efficacy and safety of cadonilimab plus chemotherapy as first-line treatment in PD-L1-negative advanced non-small cell lung cancer (LungCadX): a multicenter, open-label, phase II trial	Shanghai Pulmonary Hospital	1	Controlled	0	2026-04-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012722	True	True	False	False	False	lung+ici
HRA007055	PRJCA022248	Tumor cells confer CEBPD-mediated glycolytic metabolism to cancer immune evasion in early-stage lung adenocarcinoma	West China Hospital of Sichuan University	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007055	True	False	False	False	False	lung
HRA016539	PRJCA056986	Mutational data of lung squamous cell carcinoma	West China Hospital of Sichuan University	1	Controlled	0	2026-04-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016539	True	False	False	False	False	lung
HRA008381	PRJCA028756	First-line durvalumab plus locoregional chemotherapy in major portal invaded hepatocellular carcinoma: the phase 2 DurHope study with biomolecular analyses	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-05-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008381	False	True	False	False	False	ici
HRA007178	PRJCA005123	Classification of multiple primary lung cancer in patients with multifocal lung cancer: assessment of a machine learning approach using multidimensional genomic data	Beijing Haidian Hospital	1	Controlled	0	2024-04-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007178	True	False	False	False	False	lung
HRA017791	PRJCA061723	Thoracic SMARCA4-Deficient Undifferentiated Tumor Prone to Misdiagnosis as Lung Adenocarcinoma: A Case Report and Literature Review	The First People's Hospital of Xiaoshan District	0	Open	0	2026-04-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017791	True	False	False	False	False	lung
HRA007118	PRJCA024991	Stereo-seq of non-small-cell lung cancer post neoadjuvant immunotherapy	Tongji University	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007118	True	True	True	False	False	lung+ici+neoadjuvant
HRA009633	PRJCA033229	Role of CHIR and ERBB Pathway in Human Distal Lung Organoids	Fudan University	1	Controlled	0	2026-04-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009633	True	False	False	False	False	lung
HRA017282	PRJCA059453	Stage I Lung Adenocarcinoma	Suzhou Kowloon Hospital Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2026-03-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017282	True	False	False	False	False	lung
HRA017281	PRJCA059648	Stage I Lung Adenocarcinoma	Suzhou Kowloon Hospital Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2026-03-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017281	True	False	False	False	False	lung
HRA013069	PRJCA027887	CTCs in lung cancer brain metastasis patients	Southern University of Science and Technology	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013069	True	False	False	False	False	lung
HRA013227	PRJCA045670	Neoadjuvant tislelizumab-chemotherapy in advanced epithelial ovarian cancer: the NAIVE trial	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013227	False	True	True	False	False	ici+neoadjuvant
HRA012385	PRJCA043315	The role of TRUB1 in non-small cell lung cancer	West China Hospital, Sichuan University, Chengdu, Sichuan	1	Controlled	0	2026-03-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012385	True	False	False	False	False	lung
HRA004259	PRJCA010967	Cell atlas of gastric cancer immunotherapy	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004259	False	True	False	False	False	ici
HRA017362	PRJCA060198	TCR and BCR repertoire sequencing of peripheral blood from patients with previously irradiated recurrent head and neck squamous cell carcinoma receiving preoperative chemoimmunotherapy	Peking University School and Hospital of Stomatology	0	Open	0	2026-07-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017362	False	True	False	False	False	ici
HRA017533	PRJCA060837	Lactylation of ENO1 drives lung adenocarcinoma progression and resistance to EGFR-TKIs by stabilizing YAP1	Zhejiang University	0	Open	0	2026-03-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017533	True	False	False	False	False	lung
HRA016137	PRJCA040610	Sintilimab plus Bevacizumab Biosimilar IBI305 and Chemotherapy as First-line Treatment for Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (SBAGA): a Single-arm, Phase Ib/II Study	West China Hospital, Sichuan University	1	Controlled	0	2026-04-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016137	False	True	False	False	False	ici
HRA017513	PRJCA060466	PC-9 LUAD cell line Bulk RNA-seq	The Fourth Military Medical University	1	Controlled	0	2026-03-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017513	True	False	False	False	False	lung
HRA008154	PRJCA028463	Atezolizumab Plus Bevacizumab in Patients with Unresectable or Metastatic Mucosal Melanoma	Peking University Cancer Hospital and Institute	1	Controlled	0	2026-05-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008154	False	True	True	False	False	ici+neoadjuvant
HRA016607	PRJCA056780	Tescalcin is a phagocytic checkpoint driving immune escape and limiting immunotherapeutic efficacy in hepatocellular carcinoma	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-05-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016607	False	True	False	False	False	ici
HRA006988	PRJCA024548	Drug resistance and immunotherapy of brain tumor organoids	Shanghai University	1	Controlled	0	2026-08-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006988	False	True	False	False	False	ici
HRA009058	PRJCA028237	Single cell sequencing of LUSC	International School of Medicine, Zhejiang University	1	Controlled	0	2026-03-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009058	True	False	False	False	False	lung
HRA010788	PRJCA037445	Single cell RNA-seq and TCR of LUSC patients	International School of Medicine, Zhejiang University	1	Controlled	0	2026-03-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA010788	True	False	False	False	False	lung
HRA006967	PRJCA023222	RNA-based integration of tumor signatures predicts response to immunotherapy in advanced hepatocellular carcinoma	Nanfang Hospital, Southern Medical University	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006967	False	True	False	False	False	ici
HRA016668	PRJCA057744	Genomic Landscape of Chinese Small Cell Lung Cancer Patients via Whole-Exome Sequencing	Shanghai Pulmonary Hospital	1	Controlled	0	2026-04-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016668	True	False	False	False	False	lung
HRA017272	PRJCA059661	Extrachromosomal circular DNA landscape in lung adenocarcinoma reveals recurrence-associated features	Southwest Jiaotong University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017272	True	False	False	False	False	lung
HRA015744	PRJCA054417	WD-3 Reshaped Gut Microbiota Homeostasis and Serum Metabolites to Promote the Efficacy of immunotherapy for Lung Cancer	Wuxi Hospital Affiliated to Nanjing University of Chinese Medicine	1	Controlled	0	2025-12-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015744	True	True	False	False	False	lung+ici
HRA016819	PRJCA058123	Identification and validation of S100A8, TREM1 and LILRA2 as diagnostic biomarkers for congenital pulmonary airway malformation via transcriptomics and machine learning	The Maternal and Child Health Hospital of Guangxi Zhuang Autonomous Region	1	Controlled	0	2026-03-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016819	True	False	False	False	False	lung
HRA009508	PRJCA033055	Single-cell sequencing data from five NSCLC patients	The First Affiliated Hospital of Zhengzhou University	1	Controlled	0	2026-05-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009508	True	False	False	False	False	lung
HRA006859	PRJCA024117	LUAD	Northern Jiangsu People's Hospital	1	Controlled	0	2026-05-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006859	True	False	False	False	False	lung
HRA006839	PRJCA024057	GPM6B inhibits tumor progression by targeting HPGD in lung adenocarcinoma	Anhui Medical University	1	Controlled	0	2024-03-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006839	True	False	False	False	False	lung
HRA011347	PRJCA037070	Molecular subtypes predict survival benefit from PD-1 blockade in nasopharyngeal carcinoma	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011347	False	True	False	False	False	ici
HRA016956	PRJCA058782	PIK3CA Mutation Induced Immune Microenvironment Remodeling Sensitizes Cervical Cancer to Immunotherapy	Fujian Medical University	1	Controlled	0	2026-07-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016956	False	True	False	False	False	ici
HRA017102	PRJCA059215	Synergistic immunotherapy of oncolytic adenovirus combined with NK cells against ovarian cancer	Qilu Hospital of Shandong University	1	Controlled	0	2026-03-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA017102	False	True	False	False	False	ici
HRA007510	PRJCA021682	single cell sequencing of combined small cell lung cancer	Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2026-07-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007510	True	False	False	False	False	lung
HRA007509	PRJCA021682	whole exome sequencing of combined small cell lung cancer	Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2026-07-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007509	True	False	False	False	False	lung
HRA015995	PRJCA055259	CircRNA-Encoded RIPK1-98 Protein Drives Lung Adenocarcinoma Progression	Shanghai Jiaotong University	0	Open	0	2026-04-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015995	True	False	False	False	False	lung
HRA016891	PRJCA057823	Cell Free DNA for Early Lung Cancer Detection	Nanjing Medical University Affiliated Cancer Hospital	1	Controlled	0	2026-05-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016891	True	False	False	False	False	lung
HRA006761	PRJCA023797	Single-cell transcriptomics of malignant pleural effusion in patients with advanced non-small-cell lung cancer	Shanghai Pulmonary Hospital	1	Controlled	0	2025-03-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006761	True	False	False	False	False	lung
HRA015910	PRJCA043189	A prospective, single-arm, exploratory clinical study of toripalimab combined with chemotherapy in neoadjuvant therapy for hypopharyngeal squamous cell carcinoma	Shandong University	1	Controlled	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015910	False	True	True	False	False	ici+neoadjuvant
HRA013182	PRJCA045601	Miniature and versatile genome regulation TnpB-wRNA toolkits facilitate cancer immunotherapy	Sun Yat-sen Memorial Hospital, Sun Yat-sen University	1	Controlled	0	2026-07-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013182	False	True	False	False	False	ici
HRA016812	PRJCA057983	A multi-omics study and retrospective analysis of prognosis related to immune checkpoint inhibitor-associated multi-organ adverse reaction	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-04-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016812	False	True	False	False	False	ici
HRA009872	PRJCA034113	A single cell and spatial transcriptomics atlas of metastasis lymph node and matched primary tumor of non-small cell lung cancer	Dalian University of Technology ' Liaoning cancer hospital and institute'	1	Controlled	0	2026-03-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009872	True	False	False	False	False	lung
HRA016672	PRJCA057106	Bronchoalveolar lavage microbiota of NSCLC	Tianjin Chest Hospital	1	Controlled	0	2026-02-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016672	True	False	False	False	False	lung
HRA006660	PRJCA023503	Analyses of tumor microenvironment changes of clear cell renal cell carcinoma with inferior vena cava thrombus following neoadjuvant anti-PD-1 and tyrosine kinase inhibitor combination therapy	The Third Medical Center of Chinese PLA General Hospital	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006660	False	True	True	False	False	ici+neoadjuvant
HRA008989	PRJCA029710	Development and External Validation of an Ultrasensitive Blood Test: Integrating Fragmentomic and Mutational Signature profile in plasma cell free DNA for Early Lung Cancer Detection	the First Affiliated Hospital of Guangzhou Medical University	1	Controlled	0	2026-02-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008989	True	False	False	False	False	lung
HRA016482	PRJCA056240	Neoadjuvant Camrelizumab combined with Metronomic Chemotherapy in Patients with advanced esophageal squamous cell carcinoma: a pilot randomized phase 2 trial	Fudan University	1	Controlled	0	2026-02-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016482	False	True	True	False	False	ici+neoadjuvant
HRA016248	PRJCA056019	Penpulimab in combination with lenalidomide and R-GemOx regimen (R2-GemOx-PD1i) in relapsed or refractory diffuse large B-cell lymphoma: a multicentre, single-arm, phase 2 trial	The First Affiliated Hospital of Nanjing Medical University	1	Controlled	0	2026-01-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016248	False	True	False	False	False	ici
HRA016068	PRJCA055459	Enhancing Gastric Cancer Immunotherapy: Insights from Multi-Omics Analysis and Innovations in Photodynamic-Chemotherapy Nanoplatforms	Fujian Medical University Union Hospital	1	Controlled	0	2026-06-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016068	False	True	False	False	False	ici
HRA011663	PRJCA040444	Intratumoral plasma cells predict patient prognosis and responsiveness to neoadjuvant immunotherapy in advanced gastric cancer	Fujian Medical University Union Hospital	1	Controlled	0	2026-06-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011663	False	True	True	False	False	ici+neoadjuvant
HRA016167	PRJCA055910	Next-Generation Sequencing Reveals the Distinct Mutational Landscape of SMARCA4-Deficient Lung Cancer	Hunan Provincial Peoples Hospital	1	Controlled	0	2026-02-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016167	True	False	False	False	False	lung
HRA016026	PRJCA052682	Multi-omics characterization of CBB in Lung Cancer using WES and RNA-seq	Beijing Institute of Genomics Chinese Academy of Sciences (China National Center for Bioinformation)	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016026	True	False	False	False	False	lung
HRA006509	PRJCA022648	Transcriptomics of H1299 lung cancer cell	Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences. PekingUnion Medical College	1	Controlled	0	2024-02-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006509	True	False	False	False	False	lung
HRA016022	PRJCA055381	gastric cancer immunotherapy	Qilu Hospital of Shandong University	1	Controlled	0	2026-02-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016022	False	True	False	False	False	ici
HRA016011	PRJCA051418	Unveiling personalised targets of PD-1 blockade hyperprogression in a cervical adenocarcinoma via longitudinal single cell and spatial monitoring	The University of Hong Kong-Shenzhen Hospital	1	Controlled	0	2026-01-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016011	False	True	False	False	False	ici
HRA006426	PRJCA022088	scRNA-seq data of lung metastatic MDA-MB-231	Chongqing Medical University	1	Controlled	0	2026-01-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006426	True	False	False	False	False	lung
HRA006556	PRJCA021764	NSCLC sample mutation dataset containing PD-L1 data	Fujian Cancer Hospital	1	Controlled	0	2024-02-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006556	True	True	False	False	False	lung+ici
HRA006493	PRJCA022724	Single-cell RNA-seq of non-small cell lung cancer in response to neoadjuvant combinational immunotherapies	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006493	True	True	True	False	False	lung+ici+neoadjuvant
