cohort_id	source	organism	material	n_nominated	n_runs_lung_rnaseq	single_cell_frac	median_spots	study_title	url	selected_runs
SRP199796	sra	mouse	tissue	16	16	0.0	11610472	Relative timing of type I interferon response and virus replication determines disease outcome during MERS-CoV infection	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/96/SRP199796/sra.gene_sums.SRP199796.M023.gz	SRR9157000,SRR9157001,SRR9157002,SRR9157003,SRR9157004,SRR9157005,SRR9157006,SRR9157007,SRR9157008,SRR9157009,SRR9156994,SRR9156995,SRR9156996,SRR9156997,SRR9156998,SRR9156999
SRP199930	sra	mouse	culture_or_organoid	12	12	0.0	71747332	RNA-seq of KP and KPI tumor cells isolated from KP and KPI lung adenocarcinoma tumors	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/30/SRP199930/sra.gene_sums.SRP199930.M023.gz	SRR9163422,SRR9163423,SRR9163424,SRR9163425,SRR9163426,SRR9163427,SRR9163428,SRR9163429,SRR9163430,SRR9163431,SRR9163432,SRR9163433
SRP200563	sra	mouse	tissue	30	30	0.0	125952932	Whole lung transcriptomics of a house dust mite model of mild/moderate asthma	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/63/SRP200563/sra.gene_sums.SRP200563.M023.gz	SRR9207257,SRR9207231,SRR9207232,SRR9207233,SRR9207234,SRR9207235,SRR9207236,SRR9207237,SRR9207238,SRR9207239,SRR9207240,SRR9207241,SRR9207242,SRR9207243,SRR9207244,SRR9207245,SRR9207246,SRR9207247,SRR9207249,SRR9207250,SRR9207251,SRR9207252,SRR9207253,SRR9207254,SRR9207255,SRR9207256,SRR9207258,SRR9207259,SRR9207260,SRR9207261
SRP200772	sra	mouse	tissue	21	21	0.0	138419611	Whole lung transcriptomics of a house dust mite/cyclic di-GMP model of severe asthma	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/72/SRP200772/sra.gene_sums.SRP200772.M023.gz	SRR9215153,SRR9215154,SRR9215155,SRR9215156,SRR9215157,SRR9215158,SRR9215160,SRR9215162,SRR9215163,SRR9215164,SRR9215166,SRR9215168,SRR9215169,SRR9215171,SRR9215172,SRR9215173,SRR9215174,SRR9215176,SRR9215177,SRR9215178,SRR9215179
SRP201665	sra	mouse	tissue	93	93	0.0	56185367	A murine systemic bleomycin model of scleroderma	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/65/SRP201665/sra.gene_sums.SRP201665.M023.gz	SRR9313023,SRR9313024,SRR9313025,SRR9313026,SRR9313027,SRR9313028,SRR9313029,SRR9313030,SRR9313031,SRR9313032,SRR9313033,SRR9313034,SRR9313035,SRR9313036,SRR9313037,SRR9313038,SRR9313039,SRR9313040,SRR9313041,SRR9313042,SRR9313043,SRR9313044,SRR9313045,SRR9313046,SRR9313047,SRR9313048,SRR9313049,SRR9313050,SRR9313051,SRR9313052,SRR9313053,SRR9313054,SRR9313055,SRR9313056,SRR9313057,SRR9313058,SRR9313059,SRR9313060,SRR9313061,SRR9313062,SRR9313063,SRR9313064,SRR9313065,SRR9313066,SRR9313067,SRR9313068,SRR9313069,SRR9313070,SRR9313071,SRR9313072,SRR9313073,SRR9313074,SRR9313075,SRR9313076,SRR9313077,SRR9313078,SRR9313079,SRR9313080,SRR9313081,SRR9313082,SRR9313083,SRR9313084,SRR9313085,SRR9313086,SRR9313087,SRR9313088,SRR9313089,SRR9313090,SRR9313091,SRR9313092,SRR9313093,SRR9313094,SRR9313095,SRR9313096,SRR9313097,SRR9313098,SRR9313099,SRR9313100,SRR9313101,SRR9313102,SRR9313103,SRR9313104,SRR9313105,SRR9313106,SRR9313107,SRR9313108,SRR9313109,SRR9313110,SRR9313111,SRR9313112,SRR9313113,SRR9313114,SRR9313115
SRP212544	sra	mouse	tissue	18	18	0.0	27621855	lung transcriptome of mice with influenza virus infection	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/44/SRP212544/sra.gene_sums.SRP212544.M023.gz	SRR9619580,SRR9619581,SRR9619582,SRR9619583,SRR9619584,SRR9619585,SRR9619586,SRR9619587,SRR9619588,SRR9619589,SRR9619590,SRR9619591,SRR9619592,SRR9619593,SRR9619594,SRR9619595,SRR9619596,SRR9619597
SRP212936	sra	mouse	tissue	24	24	0.0	25787573	Transcriptional profiling of the murine airway response to acute ozone exposure	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/36/SRP212936/sra.gene_sums.SRP212936.M023.gz	SRR9641662,SRR9641663,SRR9641664,SRR9641665,SRR9641666,SRR9641667,SRR9641668,SRR9641669,SRR9641670,SRR9641671,SRR9641672,SRR9641673,SRR9641921,SRR9641922,SRR9641923,SRR9641924,SRR9641925,SRR9641926,SRR9641927,SRR9641928,SRR9641929,SRR9641930,SRR9641931,SRR9641932
SRP213210	sra	mouse	tissue	24	24	0.0	15751773	An Lkb1-Sik axis suppresses tumor growth and controls differentiation [RNA-Seq]	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/10/SRP213210/sra.gene_sums.SRP213210.M023.gz	SRR9648025,SRR9648026,SRR9648027,SRR9648028,SRR9648029,SRR9648030,SRR9648031,SRR9648032,SRR9648033,SRR9648034,SRR9648035,SRR9648036,SRR9648037,SRR9648038,SRR9648039,SRR9648040,SRR9648041,SRR9648042,SRR9648043,SRR9648044,SRR9648045,SRR9648046,SRR9648047,SRR9648048
SRP221458	sra	mouse	tissue	43	43	0.0	14515932	IL-33 blockade impacts mediators of persistence and exacerbation in a model of chronic airway inflammation	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/58/SRP221458/sra.gene_sums.SRP221458.M023.gz	SRR10103488,SRR10103489,SRR10103490,SRR10103491,SRR10103492,SRR10103493,SRR10103494,SRR10103495,SRR10103496,SRR10103498,SRR10103499,SRR10103500,SRR10103501,SRR10103502,SRR10103503,SRR10103504,SRR10103505,SRR10103506,SRR10103507,SRR10103508,SRR10103509,SRR10103510,SRR10103511,SRR10103512,SRR10103513,SRR10103514,SRR10103515,SRR10103516,SRR10103517,SRR10103518,SRR10103519,SRR10103478,SRR10103479,SRR10103480,SRR10103481,SRR10103482,SRR10103483,SRR10103484,SRR10103485,SRR10103486,SRR10103487,SRR10103497,SRR10103520
SRP225951	sra	mouse	tissue	20	20	0.0	13972309	Transcriptome profiling of lung tissue from influenza-infected mice treated with plasma gelsolin	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/51/SRP225951/sra.gene_sums.SRP225951.M023.gz	SRR10294539,SRR10294540,SRR10294541,SRR10294542,SRR10294543,SRR10294544,SRR10294545,SRR10294546,SRR10294547,SRR10294548,SRR10294549,SRR10294550,SRR10294551,SRR10294552,SRR10294553,SRR10294554,SRR10294555,SRR10294556,SRR10294557,SRR10294558
SRP227165	sra	mouse	tissue	16	16	0.0	23042639	CRISPR-mediated modeling and functional validation of candidate tumor suppressor genes in small cell lung cancer	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/65/SRP227165/sra.gene_sums.SRP227165.M023.gz	SRR10353932,SRR10353933,SRR10353934,SRR10353935,SRR10353936,SRR10353937,SRR10353938,SRR10353939,SRR10353940,SRR10353941,SRR10353942,SRR10353943,SRR10353944,SRR10353945,SRR10353946,SRR10353947
SRP229586	sra	mouse	tissue	18	18	0.0	40914937	Dexamethasone inhibits respiratory syncytial virus-driven mucus production while increasing viral replication without altering antiviral interferon signaling	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/86/SRP229586/sra.gene_sums.SRP229586.M023.gz	SRR10433023,SRR10433024,SRR10433025,SRR10433026,SRR10433027,SRR10433028,SRR10433029,SRR10433030,SRR10433031,SRR10433032,SRR10433033,SRR10433034,SRR10433035,SRR10433036,SRR10433037,SRR10433038,SRR10433039,SRR10433040
SRP229998	sra	mouse	tissue	24	24	0.0	6186632	CHUK/IKKalpha loss in lung epithelial cells enhances NSCLC growth associated with HIF up-regulation	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/98/SRP229998/sra.gene_sums.SRP229998.M023.gz	SRR10447583,SRR10447584,SRR10447585,SRR10447586,SRR10447587,SRR10447588,SRR10447589,SRR10447590,SRR10447591,SRR10447592,SRR10447593,SRR10447594,SRR10447595,SRR10447596,SRR10447597,SRR10447598,SRR10447599,SRR10447600,SRR10447601,SRR10447602,SRR10447603,SRR10447604,SRR10447605,SRR10447606
SRP232912	sra	mouse	tissue	89	89	0.0	18348969	Dual blockade of IL-4 and IL-13 with dupilumab, an IL-4Ra antibody, is required to broadly inhibit type 2 inflammation	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/12/SRP232912/sra.gene_sums.SRP232912.M023.gz	SRR10523152,SRR10523124,SRR10523125,SRR10523126,SRR10523127,SRR10523128,SRR10523129,SRR10523130,SRR10523131,SRR10523132,SRR10523133,SRR10523134,SRR10523135,SRR10523136,SRR10523137,SRR10523138,SRR10523139,SRR10523140,SRR10523141,SRR10523142,SRR10523143,SRR10523144,SRR10523145,SRR10523146,SRR10523147,SRR10523148,SRR10523149,SRR10523150,SRR10523151,SRR10523153,SRR10523154,SRR10523155,SRR10523156,SRR10523157,SRR10523158,SRR10523159,SRR10523160,SRR10523161,SRR10523162,SRR10523163,SRR10523164,SRR10523165,SRR10523166,SRR10523167,SRR10523168,SRR10523169,SRR10523170,SRR10523171,SRR10523172,SRR10523173,SRR10523174,SRR10523175,SRR10523176,SRR10523177,SRR10523178,SRR10523179,SRR10523180,SRR10523181,SRR10523182,SRR10523183,SRR10523184,SRR10523185,SRR10523186,SRR10523187,SRR10523188,SRR10523189,SRR10523190,SRR10523191,SRR10523192,SRR10523193,SRR10523194,SRR10523195,SRR10523196,SRR10523197,SRR10523198,SRR10523199,SRR10523200,SRR10523201,SRR10523202,SRR10523203,SRR10523204,SRR10523205,SRR10523206,SRR10523207,SRR10523208,SRR10523209,SRR10523210,SRR10523211,SRR10523212
SRP232916	sra	mouse	tissue	47	47	0.0	31475461	Integrative QTL analysis of gene expression and chromatin accessibility identifies multi-tissue patterns of genetic regulation (RNA-seq)	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/16/SRP232916/sra.gene_sums.SRP232916.M023.gz	SRR10523547,SRR10523479,SRR10523482,SRR10523485,SRR10523488,SRR10523494,SRR10523503,SRR10523534,SRR10523537,SRR10523540,SRR10523543,SRR10523550,SRR10523553,SRR10523578,SRR10523581,SRR10523584,SRR10523590,SRR10523593,SRR10523597,SRR10523600,SRR10523603,SRR10523606,SRR10523615,SRR10523618,SRR10523491,SRR10523497,SRR10523500,SRR10523506,SRR10523509,SRR10523512,SRR10523515,SRR10523518,SRR10523521,SRR10523524,SRR10523527,SRR10523531,SRR10523556,SRR10523559,SRR10523562,SRR10523565,SRR10523568,SRR10523571,SRR10523574,SRR10523587,SRR10523609,SRR10523612,SRR10523621
