cohort_id	source	organism	material	n_nominated	n_runs_lung_rnaseq	single_cell_frac	median_spots	study_title	url	selected_runs
SRP115472	sra	human	tissue	96	96	0.0	5888514	Effect of mTORC1 and 2 inhibition on myofibroblast global gene expression 	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/72/SRP115472/sra.gene_sums.SRP115472.G026.gz	SRR5934810,SRR5934811,SRR5934812,SRR5934813,SRR5934814,SRR5934815,SRR5934816,SRR5934817,SRR5934818,SRR5934819,SRR5934820,SRR5934821,SRR5934822,SRR5934823,SRR5934824,SRR5934825,SRR5934826,SRR5934827,SRR5934828,SRR5934829,SRR5934830,SRR5934831,SRR5934832,SRR5934833,SRR5934834,SRR5934835,SRR5934836,SRR5934837,SRR5934838,SRR5934839,SRR5934840,SRR5934841,SRR5934842,SRR5934843,SRR5934844,SRR5934845,SRR5934846,SRR5934847,SRR5934848,SRR5934849,SRR5934850,SRR5934851,SRR5934852,SRR5934853,SRR5934854,SRR5934855,SRR5934856,SRR5934857,SRR5934858,SRR5934859,SRR5934860,SRR5934861,SRR5934862,SRR5934863,SRR5934864,SRR5934865,SRR5934866,SRR5934867,SRR5934868,SRR5934869,SRR5934870,SRR5934871,SRR5934872,SRR5934873,SRR5934874,SRR5934875,SRR5934876,SRR5934877,SRR5934878,SRR5934879,SRR5934880,SRR5934881,SRR5934882,SRR5934883,SRR5934884,SRR5934885,SRR5934886,SRR5934887,SRR5934888,SRR5934889,SRR5934890,SRR5934891,SRR5934892,SRR5934893,SRR5934894,SRR5934895,SRR5934896,SRR5934897,SRR5934898,SRR5934899,SRR5934900,SRR5934901,SRR5934904,SRR5934905,SRR5934906,SRR5934907
SRP116256	sra	human	tissue	14	14	0.0	16464564	Comparison of 7 small cell lung cancer PDX models, cultured ex vivo, for response to LSD1 inhibitor RG6016/ORY1001	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/56/SRP116256/sra.gene_sums.SRP116256.G026.gz	SRR5975648,SRR5975649,SRR5975650,SRR5975651,SRR5975652,SRR5975653,SRR5975654,SRR5975655,SRR5975656,SRR5975657,SRR5975658,SRR5975659,SRR5975660,SRR5975661
SRP116952	sra	human	tissue	64	64	0.0	46686932	Distinct cancer-promoting stromal gene expression depending on lung function	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/52/SRP116952/sra.gene_sums.SRP116952.G026.gz	SRR6000278,SRR6000279,SRR6000280,SRR6000281,SRR6000282,SRR6000283,SRR6000284,SRR6000285,SRR6000286,SRR6000287,SRR6000288,SRR6000289,SRR6000290,SRR6000291,SRR6000292,SRR6000293,SRR6000294,SRR6000295,SRR6000296,SRR6000297,SRR6000298,SRR6000299,SRR6000300,SRR6000301,SRR6000302,SRR6000303,SRR6000304,SRR6000305,SRR6000306,SRR6000307,SRR6000308,SRR6000309,SRR6000310,SRR6000311,SRR6000312,SRR6000313,SRR6000314,SRR6000315,SRR6000316,SRR6000317,SRR6000318,SRR6000319,SRR6000320,SRR6000321,SRR6000322,SRR6000323,SRR6000324,SRR6000325,SRR6000326,SRR6000327,SRR6000328,SRR6000329,SRR6000330,SRR6000331,SRR6000332,SRR6000333,SRR6000334,SRR6000335,SRR6000336,SRR6000337,SRR6000338,SRR6000339,SRR6000340,SRR6000341
SRP117020	sra	human	tissue	130	130	0.0	28513181	Identification of relationships between Molecular and Imaging Phenotypes in Non-small cell lung cancer using radiogenomics Map	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/20/SRP117020/sra.gene_sums.SRP117020.G026.gz	SRR6013474,SRR6013475,SRR6013476,SRR6013477,SRR6013478,SRR6013479,SRR6013480,SRR6013481,SRR6013482,SRR6013483,SRR6013484,SRR6013485,SRR6013486,SRR6013487,SRR6013488,SRR6013489,SRR6013490,SRR6013491,SRR6013492,SRR6013493,SRR6013494,SRR6013495,SRR6013496,SRR6013497,SRR6013498,SRR6013499,SRR6013500,SRR6013501,SRR6013502,SRR6013503,SRR6013504,SRR6013505,SRR6013506,SRR6013507,SRR6013508,SRR6013509,SRR6013510,SRR6013511,SRR6013512,SRR6013513,SRR6013514,SRR6013515,SRR6013516,SRR6013517,SRR6013518,SRR6013519,SRR6013520,SRR6013521,SRR6013522,SRR6013523,SRR6013524,SRR6013525,SRR6013526,SRR6013527,SRR6013528,SRR6013529,SRR6013530,SRR6013531,SRR6013532,SRR6013533,SRR6013534,SRR6013535,SRR6013536,SRR6013537,SRR6013538,SRR6013539,SRR6013540,SRR6013541,SRR6013542,SRR6013543,SRR6013544,SRR6013545,SRR6013546,SRR6013547,SRR6013548,SRR6013549,SRR6013550,SRR6013551,SRR6013552,SRR6013553,SRR6013554,SRR6013555,SRR6013556,SRR6013557,SRR6013558,SRR6013559,SRR6013560,SRR6013561,SRR6013562,SRR6013563,SRR6013564,SRR6013565,SRR6013566,SRR6013567,SRR6013568,SRR6013569,SRR6013570,SRR6013571,SRR6013572,SRR6013573,SRR6013574,SRR6013575,SRR6013576,SRR6013577,SRR6013578,SRR6013579,SRR6013580,SRR6013581,SRR6013582,SRR6013583,SRR6013584,SRR6013585,SRR6013586,SRR6013587,SRR6013588,SRR6013589,SRR6013590,SRR6013591,SRR6013592,SRR6013593,SRR6013594,SRR6013595,SRR6013596,SRR6013597,SRR6013598,SRR6013599,SRR6013600,SRR6013601,SRR6013602,SRR6013603
SRP119503	sra	human	tissue	12	12	0.0	30412310	Effect of human pulmonary MSCs isolated from normal and tumor tissues on the expression profile of primary lung cancer cells	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/03/SRP119503/sra.gene_sums.SRP119503.G026.gz	SRR6144223,SRR6144224,SRR6144225,SRR6144226,SRR6144227,SRR6144228,SRR6144229,SRR6144230,SRR6144231,SRR6144232,SRR6144233,SRR6144234
SRP119923	sra	human	tissue	94	94	0.0	25931111	Homo sapiens Transcriptome or Gene expression	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/23/SRP119923/sra.gene_sums.SRP119923.G026.gz	SRR6171141,SRR6171142,SRR6171143,SRR6171144,SRR6171145,SRR6171146,SRR6171147,SRR6171148,SRR6171149,SRR6171150,SRR6171151,SRR6171152,SRR6171153,SRR6171154,SRR6171155,SRR6171156,SRR6171157,SRR6171158,SRR6171159,SRR6171160,SRR6171161,SRR6171162,SRR6171163,SRR6171164,SRR6171165,SRR6171166,SRR6171167,SRR6171168,SRR6171169,SRR6171170,SRR6171171,SRR6171172,SRR6171173,SRR6171174,SRR6171175,SRR6171176,SRR6171177,SRR6171178,SRR6171179,SRR6171180,SRR6171181,SRR6171182,SRR6171183,SRR6171184,SRR6171185,SRR6171186,SRR6171187,SRR6171188,SRR6171189,SRR6171190,SRR6171191,SRR6171192,SRR6171193,SRR6171194,SRR6171195,SRR6171196,SRR6171197,SRR6171198,SRR6171199,SRR6171200,SRR6171201,SRR6171202,SRR6171203,SRR6171204,SRR6171205,SRR6171206,SRR6171207,SRR6171208,SRR6171209,SRR6171210,SRR6171211,SRR6171212,SRR6171213,SRR6171214,SRR6171215,SRR6171216,SRR6171217,SRR6171218,SRR6171219,SRR6171220,SRR6171221,SRR6171222,SRR6171223,SRR6171224,SRR6171225,SRR6171226,SRR6171227,SRR6171228,SRR6171229,SRR6171230,SRR6171231,SRR6171232,SRR6171233,SRR6171234
SRP125001	sra	human	tissue	66	66	0.0	31897116	Multi-Omic Molecular Profiling of Lung Cancer Risk in Chronic Obstructive Pulmonary Disease	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/01/SRP125001/sra.gene_sums.SRP125001.G026.gz	SRR6292235,SRR6292236,SRR6292237,SRR6292238,SRR6292239,SRR6292240,SRR6292241,SRR6292242,SRR6292243,SRR6292244,SRR6292245,SRR6292246,SRR6292247,SRR6292248,SRR6292249,SRR6292250,SRR6292251,SRR6292252,SRR6292253,SRR6292254,SRR6292255,SRR6292256,SRR6292257,SRR6292258,SRR6292259,SRR6292260,SRR6292261,SRR6292262,SRR6292263,SRR6292264,SRR6292265,SRR6292266,SRR6292267,SRR6292268,SRR6292269,SRR6292270,SRR6292271,SRR6292272,SRR6292273,SRR6292274,SRR6292275,SRR6292276,SRR6292277,SRR6292278,SRR6292279,SRR6292280,SRR6292281,SRR6292282,SRR6292283,SRR6292284,SRR6292285,SRR6292286,SRR6292287,SRR6292288,SRR6292289,SRR6292290,SRR6292291,SRR6292292,SRR6292293,SRR6292294,SRR6292295,SRR6292296,SRR6292297,SRR6292298,SRR6292299,SRR6292300
SRP125008	sra	human	tissue	54	54	0.0	42267797	Lung resident mesenchymal stromal cells reveal transcriptional dynamics of lung	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/08/SRP125008/sra.gene_sums.SRP125008.G026.gz	SRR6292468,SRR6292469,SRR6292470,SRR6292471,SRR6292472,SRR6292473,SRR6292474,SRR6292475,SRR6292476,SRR6292477,SRR6292478,SRR6292479,SRR6292480,SRR6292481,SRR6292482,SRR6292483,SRR6292484,SRR6292485,SRR6292486,SRR6292487,SRR6292488,SRR6292489,SRR6292490,SRR6292491,SRR6292492,SRR6292493,SRR6292494,SRR6292495,SRR6292496,SRR6292497,SRR6292498,SRR6292499,SRR6292500,SRR6292501,SRR6292502,SRR6292503,SRR6292504,SRR6292505,SRR6292506,SRR6292507,SRR6292508,SRR6292509,SRR6292510,SRR6292511,SRR6292512,SRR6292513,SRR6292514,SRR6292515,SRR6292516,SRR6292517,SRR6292518,SRR6292519,SRR6292520,SRR6292521
SRP126553	sra	human	culture_or_organoid	36	36	0.0	10481018	RNA sequencing of human bronchial epithelial cell transcriptomes after repopulation and differentiation on bronchial scaffolds from COPD patients and healthy donors	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/53/SRP126553/sra.gene_sums.SRP126553.G026.gz	SRR6367944,SRR6367945,SRR6367946,SRR6367947,SRR6367948,SRR6367949,SRR6367950,SRR6367951,SRR6367952,SRR6367953,SRR6367954,SRR6367955,SRR6367956,SRR6367957,SRR6367958,SRR6367959,SRR6367960,SRR6367961,SRR6367962,SRR6367963,SRR6367964,SRR6367965,SRR6367966,SRR6367967,SRR6367968,SRR6367969,SRR6367970,SRR6367971,SRR6367972,SRR6367973,SRR6367974,SRR6367975,SRR6367976,SRR6367977,SRR6367978,SRR6367979
SRP126844	sra	human	cell_line	27	27	0.0	16299345	Gene expression analysis upon TNF stimulation combined with TPCA-1 or MRT67307	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/44/SRP126844/sra.gene_sums.SRP126844.G026.gz	SRR6379812,SRR6379813,SRR6379814,SRR6379815,SRR6379816,SRR6379817,SRR6379818,SRR6379819,SRR6379820,SRR6379821,SRR6379822,SRR6379823,SRR6379824,SRR6379825,SRR6379826,SRR6379827,SRR6379828,SRR6379829,SRR6379830,SRR6379831,SRR6379832,SRR6379833,SRR6379834,SRR6379835,SRR6379836,SRR6379837,SRR6379838
SRP131028	sra	human	tissue	12	12	0.0	13014278	RNA seq_PDX2_SHP099	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/28/SRP131028/sra.gene_sums.SRP131028.G026.gz	SRR6496469,SRR6496470,SRR6496471,SRR6496472,SRR6496473,SRR6496474,SRR6496475,SRR6496476,SRR6496477,SRR6496478,SRR6496479,SRR6496480
SRP131516	sra	human	cell_line	38	38	0.0	36673242	RNA Sequencing analysis of different genetically characterized lung cancer cell lines	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/16/SRP131516/sra.gene_sums.SRP131516.G026.gz	SRR6515601,SRR6515602,SRR6515603,SRR6515604,SRR6515605,SRR6515606,SRR6515607,SRR6515608,SRR6515609,SRR6515610,SRR6515611,SRR6515612,SRR6515613,SRR6515614,SRR6515615,SRR6515616,SRR6515617,SRR6515618,SRR6515619,SRR6515620,SRR6515621,SRR6515622,SRR6515623,SRR6515624,SRR6515625,SRR6515626,SRR6515627,SRR6515628,SRR6515629,SRR6515630,SRR6515631,SRR6515632,SRR6515633,SRR6515634,SRR6515635,SRR6515636,SRR6515637,SRR6515638
SRP132553	sra	human	cell_line	24	24	0.0	6696495	NK cell-mediated cytotoxicity contributes to tumor control by a cytostatic drug combination	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/53/SRP132553/sra.gene_sums.SRP132553.G026.gz	SRR6702552,SRR6702553,SRR6702554,SRR6702555,SRR6702556,SRR6702557,SRR6702558,SRR6702559,SRR6702560,SRR6702561,SRR6702562,SRR6702563,SRR6702564,SRR6702565,SRR6702566,SRR6702567,SRR6702568,SRR6702569,SRR6702570,SRR6702571,SRR6702572,SRR6702573,SRR6702574,SRR6702575
SRP132718	sra	human	tissue	36	36	0.0	10119073	Therapeutic targeting of the pre-metastatic stage in human brain metastasis	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/18/SRP132718/sra.gene_sums.SRP132718.G026.gz	SRR6710220,SRR6710221,SRR6710222,SRR6710223,SRR6710224,SRR6710225,SRR6710226,SRR6710227,SRR6710228,SRR6710229,SRR6710230,SRR6710231,SRR6710232,SRR6710233,SRR6710234,SRR6710235,SRR6710236,SRR6710237,SRR6710238,SRR6710239,SRR6710240,SRR6710241,SRR6710242,SRR6710243,SRR6710244,SRR6710245,SRR6710246,SRR6710247,SRR6710248,SRR6710249,SRR6710250,SRR6710251,SRR6710252,SRR6710253,SRR6710254,SRR6710255
SRP136694	sra	human	culture_or_organoid	92	92	0.0	6958299	Celll type specific gene expression from healthy human lung tissue infected with mycobacterium tuberculosis (innate).	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/94/SRP136694/sra.gene_sums.SRP136694.G026.gz	SRR6914496,SRR6914497,SRR6914498,SRR6914499,SRR6914500,SRR6914501,SRR6914502,SRR6914503,SRR6914504,SRR6914505,SRR6914506,SRR6914507,SRR6914508,SRR6914509,SRR6914510,SRR6914511,SRR6914512,SRR6914513,SRR6914514,SRR6914515,SRR6914516,SRR6914517,SRR6914518,SRR6914519,SRR6914520,SRR6914521,SRR6914522,SRR6914523,SRR6914524,SRR6914525,SRR6914526,SRR6914527,SRR6914528,SRR6914529,SRR6914530,SRR6914531,SRR6914532,SRR6914533,SRR6914534,SRR6914535,SRR6914536,SRR6914537,SRR6914538,SRR6914539,SRR6914540,SRR6914541,SRR6914542,SRR6914543,SRR6914544,SRR6914545,SRR6914546,SRR6914547,SRR6914548,SRR6914549,SRR6914550,SRR6914551,SRR6914552,SRR6914553,SRR6914554,SRR6914555,SRR6914556,SRR6914557,SRR6914558,SRR6914559,SRR6914560,SRR6914561,SRR6914562,SRR6914563,SRR6914564,SRR6914565,SRR6914566,SRR6914567,SRR6914568,SRR6914569,SRR6914570,SRR6914571,SRR6914572,SRR6914573,SRR6914574,SRR6914575,SRR6914576,SRR6914577,SRR6914578,SRR6914579,SRR6914580,SRR6914581,SRR6914582,SRR6914583,SRR6914584,SRR6914585,SRR6914586,SRR6914587
SRP139591	sra	human	tissue	45	45	0.0	34925879	Transcript analysis of multi-locus sampled tumor tissue in patients with non-small cell lung cancer	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/91/SRP139591/sra.gene_sums.SRP139591.G026.gz	SRR6984440,SRR6984441,SRR6984442,SRR6984443,SRR6984444,SRR6984445,SRR6984446,SRR6984447,SRR6984448,SRR6984449,SRR6984450,SRR6984451,SRR6984452,SRR6984453,SRR6984454,SRR6984455,SRR6984456,SRR6984457,SRR6984458,SRR6984459,SRR6984460,SRR6984461,SRR6984462,SRR6984463,SRR6984464,SRR6984465,SRR6984466,SRR6984467,SRR6984468,SRR6984469,SRR6984470,SRR6984471,SRR6984472,SRR6984473,SRR6984474,SRR6984475,SRR6984476,SRR6984477,SRR6984478,SRR6984479,SRR6984480,SRR6984481,SRR6984482,SRR6984483,SRR6984484
SRP140015	sra	human	cell_line	48	48	0.0	7413531	Marine biogenics in sea spray aerosols interact with the mTOR signaling pathway	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/15/SRP140015/sra.gene_sums.SRP140015.G026.gz	SRR7003828,SRR7003829,SRR7003830,SRR7003831,SRR7003832,SRR7003833,SRR7003834,SRR7003835,SRR7003836,SRR7003837,SRR7003838,SRR7003839,SRR7003840,SRR7003841,SRR7003842,SRR7003843,SRR7003844,SRR7003845,SRR7003846,SRR7003847,SRR7003848,SRR7003849,SRR7003850,SRR7003851,SRR7003852,SRR7003853,SRR7003854,SRR7003855,SRR7003856,SRR7003857,SRR7003858,SRR7003859,SRR7003860,SRR7003861,SRR7003863,SRR7003864,SRR7003865,SRR7003866,SRR7003867,SRR7003868,SRR7003869,SRR7003870,SRR7003871,SRR7003872,SRR7003873,SRR7003874,SRR7003875,SRR7003876
SRP140515	sra	human	culture_or_organoid	24	24	0.0	17445604	IL-6 trans-signaling induced gene expression in airway epithelial cells	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/15/SRP140515/sra.gene_sums.SRP140515.G026.gz	SRR7010050,SRR7010051,SRR7010052,SRR7010053,SRR7010054,SRR7010055,SRR7010056,SRR7010057,SRR7010058,SRR7010059,SRR7010060,SRR7010061,SRR7010062,SRR7010063,SRR7010064,SRR7010065,SRR7010066,SRR7010067,SRR7010068,SRR7010069,SRR7010070,SRR7010071,SRR7010072,SRR7010073
SRP142608	sra	human	tissue	18	18	0.0	23510301	Genome-wide transcriptome profiling of NEDD9-regulated genes using RNA-seq	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/08/SRP142608/sra.gene_sums.SRP142608.G026.gz	SRR7063145,SRR7063146,SRR7063147,SRR7063148,SRR7063149,SRR7063150,SRR7124094,SRR7124095,SRR7124096,SRR7124097,SRR7124098,SRR7124099,SRR7124100,SRR7124101,SRR7124102,SRR7124103,SRR7124104,SRR7124105
SRP143362	sra	human	tissue	27	27	0.0	11939059	CAGE profiling after treatment with JQ1 BET inhibitor in lung cancer cell line.	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/62/SRP143362/sra.gene_sums.SRP143362.G026.gz	SRR7070700,SRR7070701,SRR7070702,SRR7070703,SRR7070704,SRR7070705,SRR7070706,SRR7070707,SRR7070708,SRR7070709,SRR7070710,SRR7070711,SRR7070712,SRR7070713,SRR7070714,SRR7070715,SRR7070716,SRR7070717,SRR7070718,SRR7070719,SRR7070720,SRR7070721,SRR7070722,SRR7070723,SRR7070724,SRR7070725,SRR7070726
SRP144009	sra	human	tissue	12	12	0.0	41657804	Transcriptome sequencing after MAGOHB knockdown in MAGOH-deleted or non-deleted cancer cells	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/09/SRP144009/sra.gene_sums.SRP144009.G026.gz	SRR7082755,SRR7082756,SRR7082757,SRR7082758,SRR7082759,SRR7082760,SRR7082761,SRR7082762,SRR7082763,SRR7082764,SRR7082765,SRR7082766
SRP149371	sra	human	cell_line	26	26	0.0	27953179	POU2F3 is a master regulator of a tuft cell-like variant of small cell lung cancer [RNA-seq]	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/71/SRP149371/sra.gene_sums.SRP149371.G026.gz	SRR7236792,SRR7236793,SRR7236794,SRR7236795,SRR7236796,SRR7236797,SRR7236798,SRR7236799,SRR7236800,SRR7236801,SRR7236802,SRR7236803,SRR7236804,SRR7236805,SRR7236806,SRR7236807,SRR7236808,SRR7236809,SRR7236810,SRR7236811,SRR7236812,SRR7236813,SRR7236814,SRR7236815,SRR7236816,SRR7236817
SRP150320	sra	human	cell_line	24	24	0.0	7619059	Next generation sequencing on knockdown of AC093323.3 in lung cancer cells	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/20/SRP150320/sra.gene_sums.SRP150320.G026.gz	SRR7293909,SRR7293910,SRR7293911,SRR7293912,SRR7293913,SRR7293914,SRR7293915,SRR7293916,SRR7293917,SRR7293918,SRR7293919,SRR7293920,SRR7293921,SRR7293922,SRR7293923,SRR7293924,SRR7293925,SRR7293926,SRR7293927,SRR7293928,SRR7293929,SRR7293930,SRR7293931,SRR7293932
SRP150582	sra	human	cell_line	37	37	0.0	38142817	Identification and comparison of the effects of radon, tobacco smoke and cannabis smoke exposure on the transcriptome of human lung epithelial cells	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/82/SRP150582/sra.gene_sums.SRP150582.G026.gz	SRR7345960,SRR7345961,SRR7345962,SRR7345963,SRR7345964,SRR7345965,SRR7345966,SRR7345967,SRR7345968,SRR7345969,SRR7345970,SRR7345971,SRR7345973,SRR7345974,SRR7345975,SRR7345976,SRR7345977,SRR7345978,SRR7345979,SRR7345980,SRR7345981,SRR7345982,SRR7345983,SRR7345984,SRR7345985,SRR7345986,SRR7345987,SRR7345988,SRR7345989,SRR7345990,SRR7345991,SRR7345992,SRR7345993,SRR7345994,SRR7345995,SRR7345996,SRR7345997
SRP153060	sra	human	culture_or_organoid	144	144	0.0	15310098	Effects of HSP90 inhibitors on airway goblet cell metaplasia	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/60/SRP153060/sra.gene_sums.SRP153060.G026.gz	SRR7510083,SRR7510084,SRR7510085,SRR7510086,SRR7510087,SRR7510088,SRR7510089,SRR7510090,SRR7510091,SRR7510092,SRR7510093,SRR7510094,SRR7510095,SRR7510096,SRR7510097,SRR7510098,SRR7510099,SRR7510100,SRR7510101,SRR7510102,SRR7510103,SRR7510104,SRR7510105,SRR7510106,SRR7510107,SRR7510108,SRR7510109,SRR7510110,SRR7510111,SRR7510112,SRR7510113,SRR7510114,SRR7510115,SRR7510116,SRR7510117,SRR7510118,SRR7510119,SRR7510120,SRR7510121,SRR7510122,SRR7510123,SRR7510124,SRR7510125,SRR7510126,SRR7510127,SRR7510128,SRR7510129,SRR7510130,SRR7510131,SRR7510132,SRR7510133,SRR7510134,SRR7510135,SRR7510136,SRR7510137,SRR7510138,SRR7510139,SRR7510140,SRR7510141,SRR7510142,SRR7510143,SRR7510144,SRR7510145,SRR7510146,SRR7510147,SRR7510148,SRR7510149,SRR7510150,SRR7510151,SRR7510152,SRR7510153,SRR7510154,SRR7510155,SRR7510156,SRR7510157,SRR7510158,SRR7510159,SRR7510160,SRR7510161,SRR7510162,SRR7510163,SRR7510164,SRR7510165,SRR7510166,SRR7510167,SRR7510168,SRR7510169,SRR7510170,SRR7510171,SRR7510172,SRR7510173,SRR7510174,SRR7510175,SRR7510176,SRR7510177,SRR7510178,SRR7510179,SRR7510180,SRR7510181,SRR7510182,SRR7510183,SRR7510184,SRR7510185,SRR7510186,SRR7510187,SRR7510188,SRR7510189,SRR7510190,SRR7510191,SRR7510192,SRR7510193,SRR7510194,SRR7510195,SRR7510196,SRR7510197,SRR7510198,SRR7510199,SRR7510200,SRR7510201,SRR7510202,SRR7510203,SRR7510204,SRR7510205,SRR7510206,SRR7510207,SRR7510208,SRR7510209,SRR7510210,SRR7510211,SRR7510212,SRR7510213,SRR7510214,SRR7510215,SRR7510216,SRR7510217,SRR7510218,SRR7510219,SRR7510220,SRR7510221,SRR7510222,SRR7510223,SRR7510224,SRR7510225,SRR7510226
SRP156394	sra	human	tissue	30	30	0.0	106209393	Transcriptomic profiling of human Lung Carcinoids (LCs)	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/94/SRP156394/sra.gene_sums.SRP156394.G026.gz	SRR7646229,SRR7646230,SRR7646231,SRR7646232,SRR7646233,SRR7646234,SRR7646235,SRR7646236,SRR7646237,SRR7646238,SRR7646239,SRR7646240,SRR7646241,SRR7646242,SRR7646243,SRR7646244,SRR7646245,SRR7646246,SRR7646247,SRR7646248,SRR7646249,SRR7646250,SRR7646251,SRR7646252,SRR7646253,SRR7646254,SRR7646255,SRR7646256,SRR7646257,SRR7646258
SRP157975	sra	human	tissue	48	48	0.0	12215720	Ex Vivo Lung Perfusion as a Human Platform for Preclinical Small Molecule Testing	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/75/SRP157975/sra.gene_sums.SRP157975.G026.gz	SRR7695482,SRR7695483,SRR7695484,SRR7695485,SRR7695486,SRR7695487,SRR7695488,SRR7695489,SRR7695490,SRR7695491,SRR7695492,SRR7695493,SRR7695494,SRR7695495,SRR7695496,SRR7695497,SRR7695498,SRR7695499,SRR7695500,SRR7695501,SRR7695502,SRR7695503,SRR7695504,SRR7695505,SRR7695506,SRR7695507,SRR7695508,SRR7695509,SRR7695510,SRR7695511,SRR7695512,SRR7695513,SRR7695514,SRR7695515,SRR7695516,SRR7695517,SRR7695518,SRR7695519,SRR7695520,SRR7695521,SRR7695522,SRR7695523,SRR7695524,SRR7695525,SRR7695526,SRR7695527,SRR7695528,SRR7695529
SRP158424	sra	human	cell_line	95	95	0.0	3519117	Assessment of a highly multiplexed RNA sequencing platform and comparison to existing high-throughput gene expression profiling techniques [SFL]	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/24/SRP158424/sra.gene_sums.SRP158424.G026.gz	SRR7723259,SRR7723260,SRR7723261,SRR7723262,SRR7723263,SRR7723264,SRR7723265,SRR7723266,SRR7723267,SRR7723268,SRR7723269,SRR7723270,SRR7723271,SRR7723272,SRR7723273,SRR7723274,SRR7723275,SRR7723276,SRR7723277,SRR7723278,SRR7723279,SRR7723280,SRR7723281,SRR7723282,SRR7723283,SRR7723284,SRR7723285,SRR7723286,SRR7723287,SRR7723288,SRR7723289,SRR7723290,SRR7723291,SRR7723292,SRR7723293,SRR7723294,SRR7723295,SRR7723296,SRR7723297,SRR7723298,SRR7723299,SRR7723300,SRR7723301,SRR7723302,SRR7723303,SRR7723304,SRR7723305,SRR7723306,SRR7723307,SRR7723308,SRR7723309,SRR7723310,SRR7723311,SRR7723312,SRR7723313,SRR7723314,SRR7723315,SRR7723316,SRR7723317,SRR7723318,SRR7723319,SRR7723320,SRR7723321,SRR7723322,SRR7723323,SRR7723324,SRR7723325,SRR7723326,SRR7723327,SRR7723328,SRR7723329,SRR7723330,SRR7723331,SRR7723332,SRR7723333,SRR7723334,SRR7723335,SRR7723336,SRR7723337,SRR7723338,SRR7723339,SRR7723340,SRR7723341,SRR7723342,SRR7723343,SRR7723344,SRR7723345,SRR7723346,SRR7723347,SRR7723348,SRR7723349,SRR7723350,SRR7723351,SRR7723352,SRR7723353
SRP158619	sra	human	tissue	18	18	0.0	21735190	Immune Checkpoint Regulation of Pulmonary Fibrosis [bulk RNA-seq]	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/19/SRP158619/sra.gene_sums.SRP158619.G026.gz	SRR7741182,SRR7741183,SRR7741184,SRR7741185,SRR7741186,SRR7741187,SRR7741188,SRR7741189,SRR7741190,SRR7741191,SRR7741192,SRR7741193,SRR7741194,SRR7741195,SRR7741196,SRR7741197,SRR7741198,SRR7741199
