uid,accession,title,gpl,taxon,entrytype,gdstype,n_samples,pdat,suppfile,ftplink,summary,matched_queries
200209973,GSE209973,"Prediction of prognosis, immunogenicity and efficacy of immunotherapy based on glutamine metabolism in lung adenocarcinoma",24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,6,2022/07/31,XLSX,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE209nnn/GSE209973/,"Glutamine (Gln) metabolism has been reported to play an essential role in cancer. However, a comprehensive analysis of its role in lung adenocarcinoma is still unavailable. This study established a novel system of quantification of Gln metabolism to predict the prognosis and immunotherapy efficacy in lung cancer. Further, the Gln metabolism in tumor microenvironment (TME) was characterized and the Gln metabolism-related genes were identified for targeted therapy. We comprehensively evaluated the patterns of Gln metabolism in 513 patients diagnosed with lung adenocarcinoma (LUAD) based on 73 Gln metabolism-related genes. Based on differentially expressed genes (DEGs), a risk model was constructed using Cox regression and Lasso regression analysis. The prognostic efficacy of the model was validated using an individual LUAD cohort form Shandong Provincial Hospital, an integrated LUAD cohort from GEO and pan-cancer cohorts from TCGA databases. Five independent immunotherapy cohorts were used to validate the model performance in predicting immunotherapy efficacy. Next, a series of single-cell sequencing analyses were used to characterize Gln metabolism in TME. Finally, single-cell sequencing analysis, transcriptome sequencing, and a series of in vitro experiments were used to explore the role of EPHB2 in LUAD. Patients with LUAD were eventually divided into low- and high-risk groups. Patients in low-risk group were characterized by low levels of Gln metabolism, survival advantage, “hot” immune phenotype and benefit from immunotherapy. Compared with other cells, tumor cells in TME exhibited the most active Gln metabolism. Among immune cells, tumor-infiltrating T cells exhibited the most active levels of Gln metabolism, especially CD8 T cell exhaustion and Treg suppression. EPHB2, a key gene in the model, was shown to promote LUAD cell proliferation, invasion and migration, and regulated the Gln metabolic pathway. Finally, we found that EPHB2 was highly expressed in macrophages, especially M2 macrophages. It may be involved in the M2 polarization of macrophages and mediate the negative regulation of M2 macrophages in NK cells. This study revealed that the Gln metabolism-based model played a significant role in predicting prognosis and immunotherapy efficacy in lung cancer. We further characterized the Gln metabolism of TME and investigated the Gln metabolism-related gene EPHB2 to provide a theoretical framework for anti-tumor strategy targeting Gln metabolism.",ici_immunotherapy;union_broad
200210516,GSE210516,RNAseq in lung cancer pneumospheres treated with PD-L1s,24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,8,2022/09/14,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210516/,We evaluated the differential expression of protein coding genes in NSCLC pneumospheres upon treatment  with PD-L1s,ici_PD-L1;union_broad
200210997,GSE210997,"T cell differentiation, lineage commitment and plasticity in cancer: a  multi-dimensional approach from the molecular mechanism to the patients",24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,67,2022/08/14,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210997/,"Cancer immunotherapy (including by checkpoint inhibitors) aims to “re-program” cells of the immune system, and most importantly CD8+ T lymphocytes, but also CD4+ T helper and regulatory cells, to reject tumors. Understanding this re-programing is both a major fundamental and translational research goal, relevant to the fundamental mechanisms of fate decision / lineage commitment, and to immunotherapy and vaccination in general. Differentiation is driven by gene expression programs that are themselves controlled epigenetically.",ici_immunotherapy;union_broad
200211044,GSE211044,Integrated multiomics profiling identifies the differentiation program of regulatory T cells in human tumors [bulk RNA-seq],21290,Homo sapiens,GSE,Expression profiling by high throughput sequencing,51,2022/08/22,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE211nnn/GSE211044/,"Regulatory T (Treg) cells suppress effective antitumor immunity in tumor-bearing hosts, thereby becoming promising targets in cancer immunotherapy. Here, we show that Treg cells in the tumor microenvironment (TME) of human lung cancers harbor a completely different open chromatin profile compared to effector T cells and peripheral Treg cells. The integrative sequencing analyses revealed that BATF, IRF4, NF-κb, and NR4A were important transcription factors for Treg cell differentiation in the TME. Particularly, BATF was identified as a key regulator, which leveraged Treg cell differentiation through epigenetically controlling activation-associated gene expression, resulting in the robustness of Treg cells in the TME. BATF deficiency in Treg cells remarkably inhibited tumor growth and high BATF expression was associated with poor prognosis in lung cancer, kidney cancer, and melanoma. Our results propose the specific chromatin remodeling and differentiation program of Treg cells in the TME, which can be applied in the development of Treg cell-targeted therapies.",ici_immunotherapy;union_broad
200211068,GSE211068,Integrated multiomics profiling identifies the differentiation program of regulatory T cells in human tumors [scRNA-seq],24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,9,2022/08/22,H5,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE211nnn/GSE211068/,"Regulatory T (Treg) cells suppress effective antitumor immunity in tumor-bearing hosts, thereby becoming promising targets in cancer immunotherapy. Here, we show that Treg cells in the tumor microenvironment (TME) of human lung cancers harbor a completely different open chromatin profile compared to effector T cells and peripheral Treg cells. The integrative sequencing analyses revealed that BATF, IRF4, NF-κb, and NR4A were important transcription factors for Treg cell differentiation in the TME. Particularly, BATF was identified as a key regulator, which leveraged Treg cell differentiation through epigenetically controlling activation-associated gene expression, resulting in the robustness of Treg cells in the TME. BATF deficiency in Treg cells remarkably inhibited tumor growth and high BATF expression was associated with poor prognosis in lung cancer, kidney cancer, and melanoma. Our results propose the specific chromatin remodeling and differentiation program of Treg cells in the TME, which can be applied in the development of Treg cell-targeted therapies.",ici_immunotherapy;union_broad
200211087,GSE211087,Integrated multiomics profiling identifies the differentiation program of regulatory T cells in human tumors [scATAC-seq],24676,Homo sapiens,GSE,Genome binding/occupancy profiling by high throughput sequencing,8,2022/08/22,"CSV, H5, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE211nnn/GSE211087/,"Regulatory T (Treg) cells suppress effective antitumor immunity in tumor-bearing hosts, thereby becoming promising targets in cancer immunotherapy. Here, we show that Treg cells in the tumor microenvironment (TME) of human lung cancers harbor a completely different open chromatin profile compared to effector T cells and peripheral Treg cells. The integrative sequencing analyses revealed that BATF, IRF4, NF-κb, and NR4A were important transcription factors for Treg cell differentiation in the TME. Particularly, BATF was identified as a key regulator, which leveraged Treg cell differentiation through epigenetically controlling activation-associated gene expression, resulting in the robustness of Treg cells in the TME. BATF deficiency in Treg cells remarkably inhibited tumor growth and high BATF expression was associated with poor prognosis in lung cancer, kidney cancer, and melanoma. Our results propose the specific chromatin remodeling and differentiation program of Treg cells in the TME, which can be applied in the development of Treg cell-targeted therapies.",ici_immunotherapy;union_broad
200211153,GSE211153,Integrated multiomics profiling identifies the differentiation program of regulatory T cells in human tumors [bulk ATAC-seq],21290,Homo sapiens,GSE,Genome binding/occupancy profiling by high throughput sequencing,46,2022/08/22,"BW, TXT",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE211nnn/GSE211153/,"Regulatory T (Treg) cells suppress effective antitumor immunity in tumor-bearing hosts, thereby becoming promising targets in cancer immunotherapy. Here, we show that Treg cells in the tumor microenvironment (TME) of human lung cancers harbor a completely different open chromatin profile compared to effector T cells and peripheral Treg cells. The integrative sequencing analyses revealed that BATF, IRF4, NF-κb, and NR4A were important transcription factors for Treg cell differentiation in the TME. Particularly, BATF was identified as a key regulator, which leveraged Treg cell differentiation through epigenetically controlling activation-associated gene expression, resulting in the robustness of Treg cells in the TME. BATF deficiency in Treg cells remarkably inhibited tumor growth and high BATF expression was associated with poor prognosis in lung cancer, kidney cancer, and melanoma. Our results propose the specific chromatin remodeling and differentiation program of Treg cells in the TME, which can be applied in the development of Treg cell-targeted therapies.",ici_immunotherapy;union_broad
200211282,GSE211282,Rewiring Cancer Drivers to Activate Apoptosis,24247;24676,Homo sapiens; Mus musculus,GSE,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing,85,2023/05/03,"BW, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE211nnn/GSE211282/,"Genes that drive the proliferation, survival, invasion and metastasis of malignant cells have been identified for manyhuman cancers. Independent studies have identified cell death pathways that eliminate cells by an altruistic form of suicide. The coexistence of the cell death pathways with the driver mutations suggest that the cancer driver could be reprogrammedto activate cell death. We have invented a new class of molecules: TCIPs (Transcriptional/EpigeneticChemical 20Inducers of Proximity) that recruit the cancer driver, or a downstream transcription factor,to the promoters of cell death genesmthereby activating their expression. To develop this concept, we have focused on diffuse largeB cell lymphoma(DLBCL),in which BCL6 is amplified or mutated. BCL6 binds to the promoters of cell death genes and epigenetically suppresses their expression. We produced the first TCIPs by chemically linking BCL6 inhibitors with small molecule binders to transcriptional activators. Several of these molecules robustly kill DLBCL at single-digit nanomolar concentrations, including chemotherapy-resistant, TP53-mutant lines. The dominant gain-of-function approach provided by TCIPs allows access to therapeutic space unreachable to conventional small molecule inhibitors or degraders, RNAi,or CRISPR(i). TCIPs are relatively non-toxic to normal cells and selective in malignant cells, reflecting their need for coincident expression of both target proteins for effective killing. The later attribute should allow highly personalized treatment. The general TCIP concept has applications in elimination of senescent cells, enhancing expression of therapeutic genes, treatment of diseases produced by haploinsufficiency,and activation of immunogens for immunotherapy.",ici_immunotherapy;union_broad
200212521,GSE212521,First-in-human study of the novel fibroblast activation protein-targeted 4-1BB agonist RO7122290 in patients with advanced solid tumors,11154,Homo sapiens,GSE,Expression profiling by high throughput sequencing,34,2022/11/16,GCT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE212nnn/GSE212521/,"This first-in-human (FIH) study evaluated RO7122290, a novel, bispecific fusion protein carrying a split trimeric 4-1BB (CD137) ligand and a fibroblast activation protein-α (FAP) binding site that effectively co-stimulates T cells for improved tumor cell killing in FAP-expressing tumors. Patients with advanced and/or metastatic solid tumors received escalating weekly intravenous doses of RO7122290 as a single agent (n = 65) or in combination with 120mg fixed dose of the anti-PD-L1 antibody atezolizumab given every 3 weeks (n = 50), across a tested RO7122290 dose range of 5 to 2000 mg and 45 to 2000 mg, respectively. Three dose-limiting toxicities (DLTs) were reported, two at different RO7122290 single-agent dose levels (grade 3 febrile neutropenia, grade 3 cytokine release syndrome) and one for the combination (grade 3 pneumonitis). No maximum tolerated dose (MTD) was identified. The pharmacokinetic (PK) profile of RO7122290 was typical of target-mediated drug disposition. The observed modulation of proximal and distal pharmacodynamic (PD) biomarkers is consistent with the postulated immune mode of action (MoA). Treatment-induced PD changes included an increase of proliferating and activated T cells in peripheral blood both in the single agent and combination arm. Furthermore, we observed an increased infiltration of intratumoral CD8+ and Ki67+CD8+ T cells for both treatment regimens, accompanied with the up-modulation of T cell activation genes and gene-signatures. Eleven patients experienced a complete or partial response, from which six were confirmed immune checkpoint inhibitor (CPI)-naive patients. Our results support continued evaluation of RO7122290 in combination with atezolizumab and other immuno-oncology agents.",ici_atezolizumab;ici_immune_checkpoint;union_broad
200212622,GSE212622,Pulmonary parasite infection: do trypanosomes take your breath away?,32631,Homo sapiens; Mus musculus,GSE,Expression profiling by array,12,2022/10/25,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE212nnn/GSE212622/,"Approximately 20% of sleeping sickness patients exhibit respiratory complications which are commonly attributed to secondary bacterial infections, with an unknown role of the parasite. Using a Glossina morsitans tsetse fly initiated Trypansoma brucei infection in mice we found that parasites rapidly and permanently colonize the lungs, representing one of the major target organs next to the adipose tissue. Trypanosomes were found by immunofluorescence staining and scanning electron microscopy to occupy the extravascular spaces surrounding the blood vessels of the alveoli and bronchi. Parasites were even found in the lung cartilage. Trypanosomes were often observed as nests of multiplying parasites exhibiting close interactions with collagen and highly active secretion of extracellular vesicles that are engaged in intercellular communication. The local immune response was analysed by flow cytometry after 10 and 21 days of infection and was characterized by a substantial increase of CD11b+ Ly6C+ monocytes, CD11b+ Ly6C+ F4/80+ macrophages and CD11b+ CD11c+ dendritic cells. CD11b+ Ly6G+ neutrophils only accumulated prominently at the late infection time point. Interestingly, parasite presence resulted in a significant reduction of B220+ IgM+ B cells, CD11b+ CD11clo/- SiglecF+ eosinophils and TcR-β- NK1.1+ natural killer cells. Digital transcriptomics revealed infection-induced upregulation of Il-10, IFN-ɣ- and IFN-α-responses, IL-2-, IL-6- and TNF-signalling, a Th1 pro-inflammatory signature, negative immune checkpoint regulators and a predominant M1 macrophage polarization. Il12a and genes associated with complement and the B cell receptor were downregulated. No infection-associated pulmonary dysfunction could be detected by in vivo lung function measurements, mirroring the limited pulmonary complications during sleeping sickness. However, the substantial reduction of eosinophils, B cells and NK cells may render individuals more susceptible to opportunistic infections. Collectively, these observations provide essential insights in the peculiar parasite biology, immunological reactions and physiological function of a largely overlooked target organ which may trigger new diagnostic approaches for sleeping sickness.",ici_immune_checkpoint;union_broad
200213590,GSE213590,FOS deficiency activates NRF2 signaling and CAF-mediated metabolic symbiosis to induce ferroptosis resistance in lung cancer initiation and brain metastasis,11154,Homo sapiens,GSE,Expression profiling by high throughput sequencing,6,2023/09/20,XLSX,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213590/,"Lung cancer brain metastasis (LCBM) is a leading cause of mortality in lung cancer patients, with a median survival of merely 4-6 months post-metastasis. Ferroptosis, an iron-dependent form of programmed cell death, has emerged as a key regulator of cancer metastasis, yet its role and underlying mechanisms in LCBM remain elusive. This study investigates the involvement of ferroptosis resistance and the transcription factor FOS in LCBM progression. Through single-cell RNA sequencing (scRNA-seq) and clinical sample validation, we identified prominent ferroptosis resistance in LCBM tissues, characterized by elevated expression of resistance markers (e.g., GPX4, SLC7A11) and reduced pro-ferroptotic factors (e.g., ACSL4, TFRC). Functional assays demonstrated that ferroptosis activation inhibits epithelial-mesenchymal transition (EMT) and LCBM both in vitro and in vivo. Notably, FOS expression was progressively downregulated from normal lung tissues to primary lung cancer and LCBM tissues, and FOS overexpression significantly suppressed ferroptosis resistance and brain metastasis. Mechanistically, FOS transcriptionally inhibits the NRF2-SLC3A2-GPX4 axis while promoting the SLC39A8-ACSF2 axis, thereby regulating iron and lipid metabolism to induce ferroptosis. Additionally, FOS overexpression disrupts aberrant crosstalk between lung cancer epithelial cells and cancer-associated fibroblasts (CAFs), blocking CAF-mediated extracellular matrix (ECM) remodeling and cancer cell PD-L1-driven immunosuppression. Notably, FOS overexpression also enhances cisplatin sensitivity in chemo-resistant lung cancer cells, reinforcing its therapeutic potential. Our findings reveal FOS as a critical regulator of ferroptosis and CAF function in LCBM, highlighting targeting FOS and ferroptosis as a novel therapeutic strategy to improve outcomes for lung cancer patients with brain metastasis.",ici_PD-L1;union_broad
200213902,GSE213902,The utility of circulating CX3CR1+ CD8+ T cells as a predictive correlate of response to chemo-immunotherapy in patients with non-small cell lung cancer,24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing; Other,6,2023/04/05,"CSV, MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213902/,"Lack of reliable predictive biomarkers is a major limitation of combination therapy with chemotherapy and anti-PD-1 therapy (chemo-immunotherapy). The increase of peripheral blood (PB) CD8+ T cells expressing CX3CR1, a marker of differentiation, correlates with response to anti-PD-1 therapy; however, the predictive and prognostic value of T-cell CX3CR1 expression during chemo-immunotherapy remains elusive. Here, we evaluated the utility of PB CX3CR1+CD8+ T cells as a predictive correlate of response to chemo-immunotherapy in non-small cell lung cancer (NSCLC) patients. At least 10% increase of the CX3CR1+ subset in circulating CD8+ T cells from baseline (CX3CR1 score) was associated with response to chemo-immunotherapy at 6 weeks (p = 0.0382) and 9 weeks (p = 0.0045). Sensitivity, specificity, positive and negative predictive value of at least 10% increase of the CX3CR1 score was 83.3%, 88.2%, 83.3% and 88.2%, respectively with 86.2% overall accuracy of predicting response at 9 weeks. Furthermore, at least 10% increase of the CX3CR1 score correlated with improved overall (p = 0.0105) and progression-free survival (p = 0.0265). Combined T-cell receptor (TCR) sequencing of tumor tissue and single-cell RNA/TCR sequencing of longitudinal PB samples from a patient who received a long-term benefit from chemo-immunotherapy demonstrated that circulating clonally expanded CD8+ T cells were terminal effector T cells expressing high levels of CX3CR1, and contained frequent tumor-infiltrating T-cell colonotypes early-on post treatment. Collectively, these findings suggest the potential utility of T-cell CX3CR1 expression as a dynamic blood-based biomarker during the course of chemo-immunotherapy and a marker to identify frequent tumor-infiltrating lymphocyte repertoires.",ici_immunotherapy;union_broad
200214585,GSE214585,Targeting advanced prostate cancer with STEAP1 chimeric antigen receptor T cell and tumor-localized IL-12 immunotherapy,21103;24247;24676,Homo sapiens; Mus musculus,GSE,Expression profiling by high throughput sequencing,40,2023/03/22,TSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE214nnn/GSE214585/,This SuperSeries is composed of the SubSeries listed below.,ici_immunotherapy;union_broad
200214992,GSE214992,SERPINB9 is commonly amplified and high expression in cancer cells correlates with poor immune checkpoint blockade response,16791,Homo sapiens,GSE,Expression profiling by high throughput sequencing,50,2022/10/12,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE214nnn/GSE214992/,"After exposing a panel of non-small cell lung cancer (NSCLC) cell lines to cytotoxic CD8+ T-cells, we found SERPINB9 to be the most differentially expressed gene between the cell lines most and least resistant to T-cell killing.",ici_immune_checkpoint;union_broad
200216055,GSE216055,"Multi-modal single-cell and whole-genome sequencing of minute, frozen specimens to propel clinical applications [slideseq]",20301,Homo sapiens,GSE,Expression profiling by high throughput sequencing,3,2022/10/19,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE216nnn/GSE216055/,"We provide 5' and/or 3' single cell and single nuclei RNA sequencing data for matched comparisons of profiling from fresh (single cells) and frozen (single nuclei) samples of a non small cell lung cancer sample, a cutaneous melanoma sample , and a primary uveal melanoma sample. We also provide matched samples processed with published dissociation protocols (*TST and *CST) for two samples as comparison. Next, we profiled three sequential biopsies (one pre-treatment and two on-treatment) from the KEYNOTE-001 trial by 5' single-nuclei RNA sequencing from frozen specimens. For these three datapoints we provide matched SlideSeq V2 spatial transcriptomic data. Finally, we provide 5' single nuclei RNA-sequencing data for 7 liver-metastatic uveal melanoma samples profiled at pre, on, and post treatment timepoints with MEK-inhibitor selumetinib. For all samples profiled with 5' capture we also provide TCR receptor information. This study provides a framework for the application of single nuclei RNA-sequencing on clinical grade specimens, and demonstrates the feasibility of this approach to dissect the biology of archival specimens or rare diseases.",union_broad
200216069,GSE216069,"Multi-modal single-cell and whole-genome sequencing of minute, frozen specimens to propel clinical applications [scRNA and snRNA]",20301,Homo sapiens,GSE,Expression profiling by high throughput sequencing; Other,71,2022/10/19,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE216nnn/GSE216069/,"We provide 5' and/or 3' single cell and single nuclei RNA sequencing data for matched comparisons of profiling from fresh (single cells) and frozen (single nuclei) samples of a non small cell lung cancer sample, a cutaneous melanoma sample , and a primary uveal melanoma sample. We also provide matched samples processed with published dissociation protocols (*TST and *CST) for two samples as comparison. Next, we profiled three sequential biopsies (one pre-treatment and two on-treatment) from the KEYNOTE-001 trial by 5' single-nuclei RNA sequencing from frozen specimens. For these three datapoints we provide matched SlideSeq V2 spatial transcriptomic data. Finally, we provide 5' single nuclei RNA-sequencing data for 7 liver-metastatic uveal melanoma samples profiled at pre, on, and post treatment timepoints with MEK-inhibitor selumetinib. For all samples profiled with 5' capture we also provide TCR receptor information. This study provides a framework for the application of single nuclei RNA-sequencing on clinical grade specimens, and demonstrates the feasibility of this approach to dissect the biology of archival specimens or rare diseases.",ici_pembrolizumab;union_broad
200216297,GSE216297,Blood platelet RNA profiles do not enable for nivolumab response prediction at baseline in patients with non-small-cell lung cancer,20301,Homo sapiens,GSE,Expression profiling by high throughput sequencing,286,2023/07/10,RDATA,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE216nnn/GSE216297/,We report RNA-sequencing data of 286 platelet RNA samples isolated from non-small cell lung cancer patients (NSCLC) that were at baseline for nivolumab immunotherapy. This dataset was employed to test the hypothesis that platelet RNA at baseline of nivolumab treatment predicts immune responses.,ici_immunotherapy;ici_nivolumab;union_broad
200217451,GSE217451,Tumoral and stromal hMENA isoforms influence tertiary lymphoid structure localization and predict response to immunocheckpoint blockade in lung cancer patients,18573,Homo sapiens,GSE,Expression profiling by high throughput sequencing,9,2023/08/30,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE217nnn/GSE217451/,"The advent of immunotherapy in the clinical practice of non-small cell lung cancer (NSCLC) have highlighted the impact of the tumor immune microenvironment in the control of the tumor progression, as well as in the response to immune checkpoint blockade (ICB) therapy. Tertiary Lymphoid Structures (TLS), determinants of antitumor immunity, are associated with a favorable clinical outcome in NSCLC patients and with the effectiveness of ICB in several tumors. The actin regulatory protein hMENA undergoes tissue-specific splicing, with tumors expressing hMENA11ahigh/ stromal fibronectin (FN1)low related to early N0 NSCLC patients with a favorable prognosis. hMENA/hMENA∆v6 is overexpressed in pro-tumoral CAFs related to the subtype of immunosuppressive ECM-my-CAF Herein, by analyzing the pattern of hMENA isoform expression in tumor cells and CAFs, we highlighted the role of hMENA as a crucial factor in the communication among tumor cells CAFs, T and B cells. Mechanistically, we demonstrated that in NSCLC cell lines hMENA11a increases the expression of the TLS regulator LTβR, reduces the FN1 expression and favors CXCL13 production by tissue resident T cells. Conversely in CAFs, hMENA/hMENAΔv6 inhibits the NF-kB pathway downstream to LTβR and the secretion of CXCL13, crucial in TLS formation. Of clinical relevance, our experimental data support our finding in primary tumors that TLS localized within the tumor area (TLS-IT) are predictive of a longer disease-free survival in N0 NSCLC patients and are accompanied by the maturation of B cells in the tumor tissue. TLS-IT associate with paucity of hMENA positive CAFs, low stromal FN1 and high hMENA11a tumor cell expression. To translate these results in a clinical setting of ICB treated patients, we identified a signature based on the pattern of hMENA isoforms, FN1 and LTβR expression that may discriminate NSCLC patients responding or not-responding to ICB.",ici_immune_checkpoint;ici_immunotherapy;union_broad
200218402,GSE218402,"Norepinephrine inhibits CD8+ T cell infiltration and function, inducing anti-PD-1 mAb resistance in lung adenocarcinoma",23227,Homo sapiens,GSE,Expression profiling by high throughput sequencing,8,2023/04/04,TXT,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE218nnn/GSE218402/,"BACKGROUND:Mental stress-induced neurotransmitters can affect the immune system in various ways, leading to tumor immune escape. Therefore, a better understanding of the potential functions of neurotransmitters in the tumor immune microenvironment is expected to promote the development of novel anti-tumor therapies, while facilitating synergistic immune therapy. METHODS: In this study, we analyzed the plasma levels of neurotransmitters in anti-programmed cell death protein 1 (PD-1) monoclonal antibody (mAb)-resistance patients and sensitive patients, to identify significantly different neurotransmitters. Subsequently, animal experiments, transcriptome analysis, metabolomic analysis, and experiments in vitro were used to reveal the specific mechanism of norepinephrine’s (NE) effect on immunotherapy. RESULTS: The plasma NE levels were higher in anti-PD-1 mAb-resistance patients, which may be the main cause of anti-PD-1 mAb resistance. An animal model was established for verification, which further demonstrated that NE could cause anti-PD-1 mAb resistance. Then, from the perspective of the immunosuppressive microenvironment to explore the specific mechanism of NE-induced anti-PD-1 mAb resistance, we found that NE can affect the secretion of the C-X-C Motif Chemokine Ligand 9 (CXCL9) and the immunosuppressive metabolite adenosine (ADO) in tumor cells, thereby inhibiting chemotaxis and function of CD8+ T cells. Notably, the WNT7A/β-catenin signaling pathway plays a crucial role in the NE-induced decrease in the secretion of CXCL9 and disturbance of ADO metabolism. CONCLUSION: NE can affect the secretion of CXCL9 and ADO in tumor cells, thereby inhibiting chemotaxis and the function of CD8+ T cells and inducing anti-PD-1 mAb resistance in lung adenocarcinoma (LUAD).",ici_PD-1;ici_immunotherapy;union_broad
200221322,GSE221322,Multi-omic and spatial dissection of immunotherapy response groups in NSCLC,29263,Homo sapiens,GSE,Other,96,2023/12/19,CSV,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE221nnn/GSE221322/,Nanostring protein DSP was performed on 42 TMA cores of immunotherapy treated NSCLC patients,ici_immunotherapy;union_broad
200221733,GSE221733,Multi-omic and spatial dissection of immunotherapy response groups in non-small cell lung cancer (NSCLC),18573,Homo sapiens,GSE,Expression profiling by high throughput sequencing; Other,93,2023/12/20,"CSV, DCC, XLSX",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE221nnn/GSE221733/,DSP RNA profiling was performed on a cohort of immunotherapy treated NSCLC patients,ici_immunotherapy;union_broad
200222859,GSE222859,Gene expression profile at single cell level of lymphocytes cells for Pan-T cell analysis,24676,Homo sapiens,GSE,Expression profiling by high throughput sequencing,51,2023/01/14,"MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE222nnn/GSE222859/,"Tumour infiltrating T lymphocytes (TILs) have provided an attractive avenue for cancer treatment. Yet, the various states of TILs in tumour immune microenvironment (TIME) have not been fully characterized. Here, we present a single-cell atlas of T cells, encompassing 308,048 transcriptomes, spanning 16 different cancer types and 9 types of healthy/cancer-adjacent tissues. This allowed elucidation of 32 transcriptionally distinct T cell subsets, including cell states not reliably observable in individual datasets and those overlooked by previous studies. Our analysis revealed heterogenous subpopulations of follicular helper, regulatory, and proliferative T cells and a high degree of intertumoural heterogeneity in cell states and compositions, providing rich biological insights into the spectrum of TIL phenotypes. We identified a stress response state (TSTR) characterized by unique expression of heat-shock genes. Notably, by applying multiple spatial profiling approaches, we demonstrate TSTR cells are detectable in situ in the TIME across different cancer types, primarily in lymphocyte aggregates that are within tumor beds or surrounding tumor edges. We correlated TIL states and phenotypes with genomic, pathological, and clinical features in large cohorts of treatment-naïve patients as well as in patients treated with immune checkpoint blockade (ICB). We observed significant enrichment of intratumoural CD4/CD8 TSTR cells following ICB therapy, particularly, in non-responsive tumors, suggesting their potential role in immunotherapy resistance. Lastly, this study provides a T cell reference map via a dedicated web portal and an automatic alignment and annotation tool as a resource, supporting T cell therapy optimization and biomarker discovery.",ici_immune_checkpoint;ici_immunotherapy;union_broad
200223779,GSE223779,Single-cell transcriptomic analysis uncovers intratumoral heterogeneity and drug-tolerant persister in ALK-rearranged lung adenocarcinoma,29480,Homo sapiens,GSE,Expression profiling by high throughput sequencing,6,2023/08/09,"MTX, TSV",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE223nnn/GSE223779/,"Acquired drug resistance is the major therapeutic obstacle to maintenance treatment of advanced-stage non-small cell lung cancer. Lung adenocarcinoma (ADC) harboring driver mutations also showed poor response to immune checkpoint inhibitors (ICIs). Underlying mechanisms of how drug insensitivity evolves remain unclear. Here we explored the intratumoral heterogeneity of tyrosine kinase inhibitor (TKI)-resistant anaplastic lymphoma kinase (ALK)-rearranged lung ADC organoids using single-cell RNA-sequencing (scRNA-seq) transcriptomic analysis. IL-17 signaling pathway was found highly induced in a subpopulation of pre-existing ALK-TKI-resistant cells. These drug-tolerant persister (DTP) cells, also found to have high surface intracellular adhesion molecule 1 (ICAM-1) expression level, were more resistant towards ALK-TKI and expressed a higher level of cancer-stem cell transcriptional factors. Moreover, tumor cells with high ICAM-1 expression were found spatially correlated with RORɣt+ Th17 infiltration in ALK-rearranged NSCLC resected tumor tissues. In conclusion, our data revealed marked intratumoral heterogeneity in ALK-rearranged tumor, and pre-existing DTP cells may contribute to the development of drug insensitivity in ALK-rearranged lung ADC.",ici_immune_checkpoint;union_broad
