symbol	dropped_ensg	kept_ensg
OR2AD1P	ENSG00000233650	ENSG00000223677
OR2AD1P	ENSG00000236070	ENSG00000223677
OR2AD1P	ENSG00000237043	ENSG00000223677
OR2AS1P	ENSG00000292010	ENSG00000227102
OR2AS2P	ENSG00000280815	ENSG00000271934
OR2AS2P	ENSG00000292008	ENSG00000271934
OR2B3	ENSG00000204703	ENSG00000225736
OR2B3	ENSG00000206524	ENSG00000225736
OR2B3	ENSG00000226832	ENSG00000225736
OR2B3	ENSG00000231319	ENSG00000225736
OR2B3	ENSG00000233054	ENSG00000225736
OR2B3	ENSG00000233180	ENSG00000225736
OR2B3	ENSG00000233687	ENSG00000225736
OR2B4P	ENSG00000224633	ENSG00000197171
OR2B4P	ENSG00000227178	ENSG00000197171
OR2B4P	ENSG00000231279	ENSG00000197171
OR2B4P	ENSG00000232146	ENSG00000197171
OR2B4P	ENSG00000232469	ENSG00000197171
OR2B4P	ENSG00000237690	ENSG00000197171
OR2F1	ENSG00000284866	ENSG00000213215
OR2F2	ENSG00000284965	ENSG00000221910
OR2G1P	ENSG00000224392	ENSG00000213911
OR2G1P	ENSG00000224990	ENSG00000213911
OR2G1P	ENSG00000225150	ENSG00000213911
OR2G1P	ENSG00000230874	ENSG00000213911
OR2G1P	ENSG00000231320	ENSG00000213911
OR2G6	ENSG00000292302	ENSG00000188558
OR2H1	ENSG00000206471	ENSG00000204688
OR2H1	ENSG00000206516	ENSG00000204688
OR2H1	ENSG00000224395	ENSG00000204688
OR2H1	ENSG00000229125	ENSG00000204688
OR2H1	ENSG00000229408	ENSG00000204688
OR2H1	ENSG00000232984	ENSG00000204688
OR2H1	ENSG00000235132	ENSG00000204688
OR2H2	ENSG00000206467	ENSG00000204657
OR2H2	ENSG00000206512	ENSG00000204657
OR2H2	ENSG00000224319	ENSG00000204657
OR2H2	ENSG00000227044	ENSG00000204657
OR2H2	ENSG00000229185	ENSG00000204657
OR2H2	ENSG00000229680	ENSG00000204657
OR2H4P	ENSG00000229441	ENSG00000225592
OR2H4P	ENSG00000230598	ENSG00000225592
OR2H4P	ENSG00000231919	ENSG00000225592
OR2H4P	ENSG00000233182	ENSG00000225592
OR2H4P	ENSG00000234092	ENSG00000225592
OR2H4P	ENSG00000235401	ENSG00000225592
OR2H5P	ENSG00000225034	ENSG00000223853
OR2H5P	ENSG00000225955	ENSG00000223853
OR2H5P	ENSG00000226796	ENSG00000223853
OR2H5P	ENSG00000229469	ENSG00000223853
OR2H5P	ENSG00000232173	ENSG00000223853
OR2H5P	ENSG00000235630	ENSG00000223853
OR2I1	ENSG00000223441	ENSG00000237988
OR2I1	ENSG00000226896	ENSG00000237988
OR2I1	ENSG00000229467	ENSG00000237988
OR2I1	ENSG00000231973	ENSG00000237988
OR2I1	ENSG00000232049	ENSG00000237988
OR2I1	ENSG00000237725	ENSG00000237988
OR2J1	ENSG00000206523	ENSG00000204702
OR2J1	ENSG00000225441	ENSG00000204702
OR2J1	ENSG00000226192	ENSG00000204702
OR2J1	ENSG00000226931	ENSG00000204702
OR2J1	ENSG00000234305	ENSG00000204702
OR2J1	ENSG00000234804	ENSG00000204702
OR2J1	ENSG00000235632	ENSG00000204702
OR2J2	ENSG00000196231	ENSG00000204700
OR2J2	ENSG00000225550	ENSG00000204700
OR2J2	ENSG00000226000	ENSG00000204700
OR2J2	ENSG00000226347	ENSG00000204700
OR2J2	ENSG00000231676	ENSG00000204700
OR2J2	ENSG00000232945	ENSG00000204700
OR2J2	ENSG00000234746	ENSG00000204700
OR2J3	ENSG00000206522	ENSG00000204701
OR2J3	ENSG00000226271	ENSG00000204701
OR2J3	ENSG00000229866	ENSG00000204701
OR2J3	ENSG00000230855	ENSG00000204701
OR2J3	ENSG00000232178	ENSG00000204701
OR2J3	ENSG00000233618	ENSG00000204701
OR2J3	ENSG00000233636	ENSG00000204701
OR2J4P	ENSG00000220379	ENSG00000218297
OR2J4P	ENSG00000224233	ENSG00000218297
OR2J4P	ENSG00000226610	ENSG00000218297
OR2J4P	ENSG00000228483	ENSG00000218297
OR2J4P	ENSG00000229069	ENSG00000218297
OR2J4P	ENSG00000230136	ENSG00000218297
OR2N1P	ENSG00000224925	ENSG00000203492
OR2N1P	ENSG00000228698	ENSG00000203492
OR2N1P	ENSG00000228846	ENSG00000203492
OR2N1P	ENSG00000229040	ENSG00000203492
OR2N1P	ENSG00000231670	ENSG00000203492
OR2N1P	ENSG00000233506	ENSG00000203492
OR2N1P	ENSG00000236771	ENSG00000203492
OR2P1P	ENSG00000228635	ENSG00000225838
OR2P1P	ENSG00000229100	ENSG00000225838
OR2P1P	ENSG00000233019	ENSG00000225838
OR2P1P	ENSG00000235195	ENSG00000225838
OR2P1P	ENSG00000236909	ENSG00000225838
OR2P1P	ENSG00000237608	ENSG00000225838
OR2Q1P	ENSG00000284945	ENSG00000273377
OR2R1P	ENSG00000285299	ENSG00000236853
OR2T1	ENSG00000273508	ENSG00000175143
OR2T1	ENSG00000275244	ENSG00000175143
OR2T1	ENSG00000292022	ENSG00000175143
OR2T10	ENSG00000292303	ENSG00000184022
OR2T11	ENSG00000292019	ENSG00000279301
OR2T2	ENSG00000275754	ENSG00000196240
OR2T2	ENSG00000276821	ENSG00000196240
OR2T2	ENSG00000292018	ENSG00000196240
OR2T27	ENSG00000292015	ENSG00000187701
OR2T29	ENSG00000292017	ENSG00000182783
OR2T3	ENSG00000277113	ENSG00000196539
OR2T3	ENSG00000278377	ENSG00000196539
OR2T3	ENSG00000292005	ENSG00000196539
OR2T34	ENSG00000292011	ENSG00000183310
OR2T35	ENSG00000292304	ENSG00000177151
OR2T4	ENSG00000274870	ENSG00000196944
OR2T4	ENSG00000275617	ENSG00000196944
OR2T4	ENSG00000292020	ENSG00000196944
OR2T5	ENSG00000273827	ENSG00000203661
OR2T5	ENSG00000275102	ENSG00000203661
OR2T5	ENSG00000292007	ENSG00000203661
OR2T6	ENSG00000278659	ENSG00000198104
OR2T6	ENSG00000278689	ENSG00000198104
OR2T6	ENSG00000292016	ENSG00000198104
OR2T7	ENSG00000281395	ENSG00000227152
OR2T7	ENSG00000281489	ENSG00000227152
OR2T7	ENSG00000292023	ENSG00000227152
OR2U1P	ENSG00000230752	ENSG00000204697
OR2U1P	ENSG00000233168	ENSG00000204697
OR2U1P	ENSG00000236918	ENSG00000204697
OR2U1P	ENSG00000237366	ENSG00000204697
OR2U2P	ENSG00000226932	ENSG00000226844
OR2U2P	ENSG00000230754	ENSG00000226844
OR2U2P	ENSG00000234351	ENSG00000226844
OR2U2P	ENSG00000242524	ENSG00000226844
OR2U2P	ENSG00000249415	ENSG00000226844
OR2W1	ENSG00000206525	ENSG00000204704
OR2W1	ENSG00000226463	ENSG00000204704
OR2W1	ENSG00000227639	ENSG00000204704
OR2W1	ENSG00000228652	ENSG00000204704
OR2W1	ENSG00000228977	ENSG00000204704
OR2W1	ENSG00000229328	ENSG00000204704
OR2W1	ENSG00000234101	ENSG00000204704
OR4C12	ENSG00000284255	ENSG00000221954
OR4C45	ENSG00000292249	ENSG00000260811
OR4C48P	ENSG00000284278	ENSG00000283605
OR4C49P	ENSG00000284123	ENSG00000260595
OR4F4	ENSG00000288513	ENSG00000177693
OR4G2P	ENSG00000288495	ENSG00000183909
OR4G6P	ENSG00000288123	ENSG00000275771
OR4K1	ENSG00000291807	ENSG00000155249
OR4K13	ENSG00000291806	ENSG00000176253
OR4K14	ENSG00000291805	ENSG00000169484
OR4K15	ENSG00000291812	ENSG00000169488
OR4K16P	ENSG00000291815	ENSG00000258822
OR4K17	ENSG00000291811	ENSG00000176230
OR4K2	ENSG00000291804	ENSG00000165762
OR4K3	ENSG00000291821	ENSG00000176290
OR4K4P	ENSG00000291800	ENSG00000258541
OR4K5	ENSG00000291822	ENSG00000176281
OR4K6P	ENSG00000291799	ENSG00000228304
OR4L1	ENSG00000291772	ENSG00000176246
OR4M2	ENSG00000288194	ENSG00000274102
OR4M2B	ENSG00000278776	ENSG00000182974
OR4M2B	ENSG00000288469	ENSG00000182974
OR4N4	ENSG00000288501	ENSG00000183706
OR4N4C	ENSG00000288193	ENSG00000279408
OR4N5	ENSG00000291808	ENSG00000184394
OR4Q2	ENSG00000292258	ENSG00000196383
OR4T1P	ENSG00000291774	ENSG00000258641
OR4U1P	ENSG00000291771	ENSG00000258899
OR51P1P	ENSG00000291906	ENSG00000224300
OR52A4P	ENSG00000291915	ENSG00000205494
OR52E1	ENSG00000292245	ENSG00000273085
OR52E2	ENSG00000291909	ENSG00000176787
OR52E3P	ENSG00000291911	ENSG00000226157
OR52J1P	ENSG00000291912	ENSG00000203560
OR52J2P	ENSG00000291907	ENSG00000230261
OR52J3	ENSG00000291908	ENSG00000205495
OR52S1P	ENSG00000291910	ENSG00000237354
OR5AL1	ENSG00000292252	ENSG00000272987
OR5AL2P	ENSG00000291848	ENSG00000255466
OR5E1P	ENSG00000280497	ENSG00000170688
OR5E1P	ENSG00000281056	ENSG00000170688
OR5G1P	ENSG00000281313	ENSG00000181296
OR5G3	ENSG00000281107	ENSG00000241356
OR5G4P	ENSG00000281279	ENSG00000255485
OR5G5P	ENSG00000262535	ENSG00000205025
OR5M2P	ENSG00000291867	ENSG00000254752
OR5M3	ENSG00000291859	ENSG00000174937
OR5M4P	ENSG00000291850	ENSG00000230416
OR5M5P	ENSG00000291857	ENSG00000185701
OR5M6P	ENSG00000291856	ENSG00000254603
OR5M7P	ENSG00000291854	ENSG00000254490
OR5M8	ENSG00000291862	ENSG00000181371
OR5M9	ENSG00000291852	ENSG00000150269
OR5P2	ENSG00000276025	ENSG00000183303
OR5P2	ENSG00000280931	ENSG00000183303
OR5P3	ENSG00000278253	ENSG00000182334
OR5P3	ENSG00000280808	ENSG00000182334
OR5T1	ENSG00000262784	ENSG00000181698
OR5T1	ENSG00000291860	ENSG00000181698
OR5T2	ENSG00000262851	ENSG00000181718
OR5T2	ENSG00000291863	ENSG00000181718
OR5T3	ENSG00000261897	ENSG00000172489
OR5T3	ENSG00000291866	ENSG00000172489
OR5V1	ENSG00000112461	ENSG00000243729
OR5V1	ENSG00000227137	ENSG00000243729
OR5V1	ENSG00000233046	ENSG00000243729
OR5V1	ENSG00000243441	ENSG00000243729
OR6B1	ENSG00000284939	ENSG00000221813
OR6D1P	ENSG00000274650	ENSG00000224402
OR6V1	ENSG00000277378	ENSG00000225781
OR6W1P	ENSG00000274360	ENSG00000179420
OR7E102P	ENSG00000292072	ENSG00000168992
OR7E10P	ENSG00000285315	ENSG00000254724
OR7E125P	ENSG00000285474	ENSG00000177306
OR7E157P	ENSG00000280960	ENSG00000233176
OR7E158P	ENSG00000254948	ENSG00000292283
OR7E15P	ENSG00000285419	ENSG00000254917
OR7E161P	ENSG00000285469	ENSG00000206014
OR7E55P	ENSG00000288306	ENSG00000230655
OR7E8P	ENSG00000284822	ENSG00000177400
OR7E96P	ENSG00000292319	ENSG00000227013
OR8H1	ENSG00000262611	ENSG00000181693
OR8H1	ENSG00000291864	ENSG00000181693
OR8I1P	ENSG00000280712	ENSG00000255461
OR8I1P	ENSG00000291842	ENSG00000255461
OR8J1	ENSG00000262796	ENSG00000172487
OR8J1	ENSG00000291858	ENSG00000172487
OR8J2	ENSG00000263150	ENSG00000254658
OR8J2	ENSG00000291841	ENSG00000254658
OR8K1	ENSG00000263328	ENSG00000150261
OR8K1	ENSG00000291861	ENSG00000150261
OR8K2P	ENSG00000280617	ENSG00000255134
OR8K2P	ENSG00000291844	ENSG00000255134
OR8K3	ENSG00000280314	ENSG00000262755
OR8K3	ENSG00000291865	ENSG00000262755
OR8L1P	ENSG00000280577	ENSG00000254903
OR8L1P	ENSG00000291847	ENSG00000254903
OR8U1	ENSG00000291846	ENSG00000172199
OR8U3	ENSG00000291849	ENSG00000279961
OR9A2	ENSG00000273914	ENSG00000179468
OR9G1	ENSG00000261958	ENSG00000174914
OR9G2P	ENSG00000281777	ENSG00000254825
OR9G3P	ENSG00000262268	ENSG00000181325
OR9G4	ENSG00000262647	ENSG00000172457
OR9P1P	ENSG00000282335	ENSG00000239293
ORAI1	ENSG00000293604	ENSG00000276045
OSCAR	ENSG00000170909	ENSG00000275736
OSCAR	ENSG00000273511	ENSG00000275736
OSCAR	ENSG00000274703	ENSG00000275736
OSCAR	ENSG00000275551	ENSG00000275736
OSCAR	ENSG00000275644	ENSG00000275736
OSCAR	ENSG00000276982	ENSG00000275736
OSCAR	ENSG00000277088	ENSG00000275736
OSCAR	ENSG00000278378	ENSG00000275736
OSCAR	ENSG00000278533	ENSG00000275736
OSGEP	ENSG00000291794	ENSG00000092094
OTUB2	ENSG00000277276	ENSG00000089723
OTUD5	ENSG00000292211	ENSG00000068308
OVOS2P	ENSG00000177359	ENSG00000275428
P2RY8	ENSG00000292333	ENSG00000182162
PABPC1P12	ENSG00000288223	ENSG00000225638
PABPC1P8	ENSG00000282372	ENSG00000228755
PABPC1P9	ENSG00000288342	ENSG00000229658
PADI1	ENSG00000281459	ENSG00000142623
PADI2	ENSG00000291387	ENSG00000117115
PADI3	ENSG00000280549	ENSG00000142619
PADI4	ENSG00000280908	ENSG00000159339
PADI6	ENSG00000280949	ENSG00000276747
PAICSP5	ENSG00000285495	ENSG00000229877
PAIP1P1	ENSG00000225109	ENSG00000224954
PAIP1P1	ENSG00000226175	ENSG00000224954
PAIP1P1	ENSG00000228199	ENSG00000224954
PAIP1P1	ENSG00000228227	ENSG00000224954
PAIP1P1	ENSG00000233892	ENSG00000224954
PAIP1P1	ENSG00000234574	ENSG00000224954
PAIP1P1	ENSG00000236798	ENSG00000224954
PAK1IP1	ENSG00000285226	ENSG00000111845
PALM3	ENSG00000288318	ENSG00000187867
PAM16	ENSG00000282228	ENSG00000217930
PANK4	ENSG00000273494	ENSG00000157881
PARN	ENSG00000274829	ENSG00000140694
PARP2	ENSG00000291803	ENSG00000129484
PAXBP1	ENSG00000263141	ENSG00000159086
PBX2	ENSG00000206315	ENSG00000204304
PBX2	ENSG00000224952	ENSG00000204304
PBX2	ENSG00000225987	ENSG00000204304
PBX2	ENSG00000232005	ENSG00000204304
PBX2	ENSG00000236353	ENSG00000204304
PBX2	ENSG00000237344	ENSG00000204304
PCDHA1	ENSG00000291649	ENSG00000204970
PCDHA10	ENSG00000250120	ENSG00000291659
PCDHA11	ENSG00000291662	ENSG00000249158
PCDHA12	ENSG00000291663	ENSG00000251664
PCDHA13	ENSG00000291666	ENSG00000239389
PCDHA14	ENSG00000291660	ENSG00000249504
PCDHA2	ENSG00000291650	ENSG00000204969
PCDHA3	ENSG00000291651	ENSG00000255408
PCDHA4	ENSG00000204967	ENSG00000291652
PCDHA5	ENSG00000204965	ENSG00000291653
PCDHA6	ENSG00000081842	ENSG00000291654
PCDHA7	ENSG00000291655	ENSG00000204963
PCDHA8	ENSG00000291656	ENSG00000204962
PCDHA9	ENSG00000291657	ENSG00000204961
PCDHAC1	ENSG00000291670	ENSG00000248383
PCDHAC2	ENSG00000291668	ENSG00000243232
PCDHB1	ENSG00000291669	ENSG00000171815
PCDHB10	ENSG00000291689	ENSG00000120324
PCDHB11	ENSG00000291690	ENSG00000197479
PCDHB12	ENSG00000120328	ENSG00000291691
PCDHB13	ENSG00000291692	ENSG00000187372
PCDHB14	ENSG00000120327	ENSG00000291693
PCDHB15	ENSG00000291695	ENSG00000113248
PCDHB16	ENSG00000291684	ENSG00000272674
PCDHB17P	ENSG00000291701	ENSG00000255622
PCDHB18P	ENSG00000291703	ENSG00000146001
PCDHB19P	ENSG00000291705	ENSG00000262096
PCDHB2	ENSG00000291672	ENSG00000112852
PCDHB3	ENSG00000113205	ENSG00000291674
PCDHB4	ENSG00000291676	ENSG00000081818
PCDHB5	ENSG00000291677	ENSG00000113209
PCDHB6	ENSG00000291679	ENSG00000113211
PCDHB7	ENSG00000291681	ENSG00000113212
PCDHB8	ENSG00000291682	ENSG00000120322
PCDHB9	ENSG00000291687	ENSG00000177839
PCGF2	ENSG00000278644	ENSG00000277258
PCGF7P	ENSG00000275641	ENSG00000268140
PCK2	ENSG00000285241	ENSG00000100889
PCMTD2	ENSG00000280663	ENSG00000203880
PCP4	ENSG00000291560	ENSG00000183036
PDCD1	ENSG00000276977	ENSG00000188389
PDCD6IPP2	ENSG00000282655	ENSG00000261377
PDE4C	ENSG00000285188	ENSG00000105650
PDE4DIPP8	ENSG00000291394	ENSG00000225710
PDE8B	ENSG00000284762	ENSG00000113231
PDXDC1	ENSG00000275498	ENSG00000179889
PDZD9	ENSG00000284316	ENSG00000155714
PEBP1P2	ENSG00000292154	ENSG00000270532
PEBP1P3	ENSG00000262210	ENSG00000236278
PEX5	ENSG00000139197	ENSG00000288217
PFDN5	ENSG00000291834	ENSG00000123349
PFDN6	ENSG00000206283	ENSG00000204220
PFDN6	ENSG00000224782	ENSG00000204220
PFDN6	ENSG00000235692	ENSG00000204220
PFDN6	ENSG00000237335	ENSG00000204220
PGAM1P9	ENSG00000283062	ENSG00000249255
PGBD4P1	ENSG00000282270	ENSG00000244273
PGBD4P5	ENSG00000282699	ENSG00000225136
PHF1	ENSG00000112511	ENSG00000225553
PHLDA2	ENSG00000274538	ENSG00000181649
PHRF1	ENSG00000070047	ENSG00000274780
PIGW	ENSG00000277161	ENSG00000275600
PIM2	ENSG00000292210	ENSG00000102096
PIMREGP3	ENSG00000288332	ENSG00000217653
PINX1	ENSG00000258724	ENSG00000254093
PINX1	ENSG00000284764	ENSG00000254093
PINX1	ENSG00000292296	ENSG00000254093
PIP4K2B	ENSG00000277292	ENSG00000276293
PIP4P1	ENSG00000291802	ENSG00000165782
PIWIL1	ENSG00000275051	ENSG00000125207
PKD1L2	ENSG00000292248	ENSG00000166473
PKD1P1	ENSG00000282522	ENSG00000244257
PKD1P3	ENSG00000183458	ENSG00000281965
PKD1P6	ENSG00000282086	ENSG00000250251
PKLR	ENSG00000143627	ENSG00000262785
PLA2G10	ENSG00000276870	ENSG00000069764
PLAC9P1	ENSG00000214100	ENSG00000292136
PLCH2	ENSG00000276429	ENSG00000149527
PLCL2	ENSG00000154822	ENSG00000284017
PLCXD1	ENSG00000292344	ENSG00000182378
PLEKHA3P1	ENSG00000274857	ENSG00000269800
PLEKHM1	ENSG00000276358	ENSG00000225190
PLEKHM1	ENSG00000277111	ENSG00000225190
PLPPR1	ENSG00000276539	ENSG00000148123
PLPPR3	ENSG00000282283	ENSG00000129951
PLSCR3	ENSG00000284009	ENSG00000187838
PMCHL2	ENSG00000280840	ENSG00000169040
PNLIPRP1	ENSG00000291891	ENSG00000187021
PNLIPRP2	ENSG00000291895	ENSG00000266200
PNMA5	ENSG00000198883	ENSG00000292194
PNP	ENSG00000291814	ENSG00000198805
PODNL1	ENSG00000288195	ENSG00000132000
POLR1H	ENSG00000066379	ENSG00000236808
POLR1H	ENSG00000206502	ENSG00000236808
POLR1H	ENSG00000224859	ENSG00000236808
POLR1H	ENSG00000233795	ENSG00000236808
POLR1H	ENSG00000235176	ENSG00000236808
POLR1H	ENSG00000235443	ENSG00000236808
POLR1H	ENSG00000236949	ENSG00000236808
POLR2A	ENSG00000284832	ENSG00000181222
POLR2J3	ENSG00000168255	ENSG00000285437
POLR2LP1	ENSG00000226993	ENSG00000225714
POLR2LP1	ENSG00000232007	ENSG00000225714
POLR2LP1	ENSG00000233504	ENSG00000225714
POLR2LP1	ENSG00000237545	ENSG00000225714
POLR2LP1	ENSG00000238211	ENSG00000225714
POLR3E	ENSG00000284282	ENSG00000058600
POLR3GP1	ENSG00000281924	ENSG00000268295
POMZP3	ENSG00000276464	ENSG00000146707
POTEB	ENSG00000288347	ENSG00000233917
POTEB2	ENSG00000288113	ENSG00000230031
POTEB3	ENSG00000278522	ENSG00000288142
POTEB3	ENSG00000278699	ENSG00000288142
POU5F1	ENSG00000206454	ENSG00000204531
POU5F1	ENSG00000229094	ENSG00000204531
POU5F1	ENSG00000230336	ENSG00000204531
POU5F1	ENSG00000233911	ENSG00000204531
POU5F1	ENSG00000235068	ENSG00000204531
POU5F1	ENSG00000237582	ENSG00000204531
PPFIA1	ENSG00000288198	ENSG00000131626
PPIAL4A	ENSG00000291978	ENSG00000263353
PPIAL4F	ENSG00000275974	ENSG00000279782
PPIAP46	ENSG00000288314	ENSG00000260266
PPIAP68	ENSG00000283134	ENSG00000213739
PPIAP9	ENSG00000225317	ENSG00000219797
PPIAP9	ENSG00000229216	ENSG00000219797
PPIAP9	ENSG00000229706	ENSG00000219797
PPIAP9	ENSG00000230616	ENSG00000219797
PPIAP9	ENSG00000231118	ENSG00000219797
PPIAP9	ENSG00000235596	ENSG00000219797
PPIAP9	ENSG00000236415	ENSG00000219797
PPP1R10	ENSG00000206489	ENSG00000204569
PPP1R10	ENSG00000227804	ENSG00000204569
PPP1R10	ENSG00000230995	ENSG00000204569
PPP1R10	ENSG00000231737	ENSG00000204569
PPP1R10	ENSG00000235291	ENSG00000204569
PPP1R10	ENSG00000238104	ENSG00000204569
PPP1R11	ENSG00000204619	ENSG00000236560
PPP1R11	ENSG00000206501	ENSG00000236560
PPP1R11	ENSG00000227720	ENSG00000236560
PPP1R11	ENSG00000233314	ENSG00000236560
PPP1R11	ENSG00000234058	ENSG00000236560
PPP1R11	ENSG00000237403	ENSG00000236560
PPP1R11	ENSG00000237829	ENSG00000236560
PPP1R18	ENSG00000206485	ENSG00000146112
PPP1R18	ENSG00000225060	ENSG00000146112
PPP1R18	ENSG00000229998	ENSG00000146112
PPP1R18	ENSG00000230341	ENSG00000146112
PPP1R18	ENSG00000231247	ENSG00000146112
PPP1R18	ENSG00000234000	ENSG00000146112
PPP1R18	ENSG00000236428	ENSG00000146112
PPP1R27	ENSG00000182676	ENSG00000288186
PPP1R2P1	ENSG00000226914	ENSG00000223939
PPP1R2P1	ENSG00000227435	ENSG00000223939
PPP1R2P1	ENSG00000233498	ENSG00000223939
PPP1R2P1	ENSG00000234515	ENSG00000223939
PPP1R2P1	ENSG00000234642	ENSG00000223939
PPP1R2P1	ENSG00000236093	ENSG00000223939
PPP1R2P1	ENSG00000236488	ENSG00000223939
PPP1R3B	ENSG00000285343	ENSG00000173281
PPP2R3B	ENSG00000167393	ENSG00000273850
PPP2R3B	ENSG00000276438	ENSG00000273850
PPP2R3B	ENSG00000292327	ENSG00000273850
PPP4R2P6	ENSG00000280506	ENSG00000271662
PPP4R2P6	ENSG00000280865	ENSG00000271662
PPP4R2P6	ENSG00000281562	ENSG00000271662
PPP4R2P6	ENSG00000281583	ENSG00000271662
PPP4R2P6	ENSG00000281743	ENSG00000271662
PPP4R2P6	ENSG00000281798	ENSG00000271662
PPP4R2P6	ENSG00000281901	ENSG00000271662
PPP4R4	ENSG00000278326	ENSG00000119698
PPT2	ENSG00000168452	ENSG00000221988
PPT2	ENSG00000206256	ENSG00000221988
PPT2	ENSG00000206329	ENSG00000221988
PPT2	ENSG00000227600	ENSG00000221988
PPT2	ENSG00000228116	ENSG00000221988
PPT2	ENSG00000231618	ENSG00000221988
PPT2	ENSG00000236649	ENSG00000221988
PQBP1	ENSG00000102103	ENSG00000292208
PRAF2	ENSG00000292222	ENSG00000243279
PRAG1	ENSG00000292308	ENSG00000275342
PRAME	ENSG00000185686	ENSG00000275013
PRAMEF10	ENSG00000282663	ENSG00000187545
PRAMEF11	ENSG00000281934	ENSG00000239810
PRAMEF13	ENSG00000282741	ENSG00000279169
PRAMEF18	ENSG00000279804	ENSG00000277853
PRAMEF18	ENSG00000282212	ENSG00000277853
PRAMEF18	ENSG00000292418	ENSG00000277853
PRAMEF2	ENSG00000282817	ENSG00000120952
PRAMEF22	ENSG00000293551	ENSG00000276816
PRAMEF25	ENSG00000276299	ENSG00000229571
PRAMEF25	ENSG00000282566	ENSG00000229571
PRAMEF25	ENSG00000283348	ENSG00000229571
PRAMEF26	ENSG00000280267	ENSG00000283216
PRAMEF26	ENSG00000281987	ENSG00000283216
PRAMEF27	ENSG00000282437	ENSG00000274764
PRAMEF27	ENSG00000283425	ENSG00000274764
PRAMEF28P	ENSG00000282791	ENSG00000274178
PRAMEF28P	ENSG00000283185	ENSG00000274178
PRAMEF29P	ENSG00000282549	ENSG00000234064
PRAMEF30P	ENSG00000282116	ENSG00000231103
PRAMEF31P	ENSG00000282289	ENSG00000250894
PRAMEF31P	ENSG00000283565	ENSG00000250894
PRAMEF32P	ENSG00000282216	ENSG00000231219
PRAMEF32P	ENSG00000283650	ENSG00000231219
PRAMEF33	ENSG00000276370	ENSG00000237700
PRAMEF33	ENSG00000282125	ENSG00000237700
PRAMEF33	ENSG00000283488	ENSG00000237700
PRAMEF34P	ENSG00000282258	ENSG00000277862
PRAMEF34P	ENSG00000283661	ENSG00000277862
PRAMEF35P	ENSG00000282562	ENSG00000236179
PRAMEF35P	ENSG00000283410	ENSG00000236179
PRAMEF36P	ENSG00000282468	ENSG00000229978
PRAMEF36P	ENSG00000283543	ENSG00000229978
PRAMEF4	ENSG00000282584	ENSG00000243073
PRAMEF5	ENSG00000276420	ENSG00000270601
PRAMEF5	ENSG00000282424	ENSG00000270601
PRAMEF5	ENSG00000283150	ENSG00000270601
PRAMEF6	ENSG00000282119	ENSG00000232423
PRAMEF7	ENSG00000279195	ENSG00000204510
PRAMEF8	ENSG00000278021	ENSG00000182330
PRAMEF8	ENSG00000282583	ENSG00000182330
PRAMEF8	ENSG00000283387	ENSG00000182330
PRAMEF9	ENSG00000281573	ENSG00000204505
PRAMEF9	ENSG00000282298	ENSG00000204505
PRAMEF9	ENSG00000283139	ENSG00000204505
PRB1	ENSG00000251655	ENSG00000275517
PRB1	ENSG00000282673	ENSG00000275517
PRB3	ENSG00000197870	ENSG00000275624
PRB4	ENSG00000274839	ENSG00000230657
PRDM9	ENSG00000164256	ENSG00000292167
PRDX2P3	ENSG00000284556	ENSG00000249140
PRH1	ENSG00000277823	ENSG00000231887
PRH2	ENSG00000272803	ENSG00000134551
PRH2	ENSG00000275679	ENSG00000134551
PRIMA1	ENSG00000274089	ENSG00000175785
PRKACA	ENSG00000288516	ENSG00000072062
PROM2	ENSG00000292084	ENSG00000155066
PROP1	ENSG00000175325	ENSG00000280635
PROP1	ENSG00000274382	ENSG00000280635
PRPF31	ENSG00000274144	ENSG00000105618
PRPF31	ENSG00000274651	ENSG00000105618
PRPF31	ENSG00000274894	ENSG00000105618
PRPF31	ENSG00000275117	ENSG00000105618
PRPF31	ENSG00000275885	ENSG00000105618
PRPF31	ENSG00000276421	ENSG00000105618
PRPF31	ENSG00000277154	ENSG00000105618
PRPF31	ENSG00000277707	ENSG00000105618
PRPF31	ENSG00000277953	ENSG00000105618
PRPF8	ENSG00000274442	ENSG00000174231
PRR13P5	ENSG00000280932	ENSG00000187534
PRR23D1	ENSG00000255251	ENSG00000274540
PRR23D1	ENSG00000284870	ENSG00000274540
PRR23D2	ENSG00000255378	ENSG00000292388
PRR23D3P	ENSG00000292389	ENSG00000254776
PRR27	ENSG00000187533	ENSG00000282868
PRR3	ENSG00000204576	ENSG00000206491
PRR3	ENSG00000223766	ENSG00000206491
PRR3	ENSG00000223887	ENSG00000206491
PRR3	ENSG00000228186	ENSG00000206491
PRR3	ENSG00000229202	ENSG00000206491
PRR3	ENSG00000233564	ENSG00000206491
PRR33	ENSG00000288160	ENSG00000283787
PRR4	ENSG00000111215	ENSG00000263247
PRR4	ENSG00000282269	ENSG00000263247
PRRC2A	ENSG00000204469	ENSG00000225748
PRRC2A	ENSG00000206427	ENSG00000225748
PRRC2A	ENSG00000225164	ENSG00000225748
PRRC2A	ENSG00000226618	ENSG00000225748
PRRC2A	ENSG00000231370	ENSG00000225748
PRRC2A	ENSG00000231825	ENSG00000225748
PRRT1	ENSG00000204314	ENSG00000206331
PRRT1	ENSG00000225141	ENSG00000206331
PRRT1	ENSG00000227122	ENSG00000206331
