symbol	dropped_ensg	kept_ensg
LY6G5C	ENSG00000204428	ENSG00000111971
LY6G5C	ENSG00000206404	ENSG00000111971
LY6G5C	ENSG00000226404	ENSG00000111971
LY6G5C	ENSG00000228883	ENSG00000111971
LY6G5C	ENSG00000231325	ENSG00000111971
LY6G5C	ENSG00000237495	ENSG00000111971
LY6G6C	ENSG00000206398	ENSG00000204421
LY6G6C	ENSG00000228250	ENSG00000204421
LY6G6C	ENSG00000228859	ENSG00000204421
LY6G6C	ENSG00000235452	ENSG00000204421
LY6G6C	ENSG00000235925	ENSG00000204421
LY6G6C	ENSG00000236183	ENSG00000204421
LY6G6D	ENSG00000206402	ENSG00000244355
LY6G6D	ENSG00000225993	ENSG00000244355
LY6G6D	ENSG00000226603	ENSG00000244355
LY6G6D	ENSG00000234443	ENSG00000244355
LY6G6D	ENSG00000235302	ENSG00000244355
LY6G6D	ENSG00000236902	ENSG00000244355
LY6G6E	ENSG00000224708	ENSG00000206401
LY6G6E	ENSG00000226187	ENSG00000206401
LY6G6E	ENSG00000235769	ENSG00000206401
LY6G6E	ENSG00000236210	ENSG00000206401
LY6G6E	ENSG00000237482	ENSG00000206401
LY6G6E	ENSG00000255552	ENSG00000206401
LY6G6F	ENSG00000204424	ENSG00000239741
LY6G6F	ENSG00000240008	ENSG00000239741
LY6G6F	ENSG00000240957	ENSG00000239741
LY6G6F	ENSG00000241822	ENSG00000239741
LY6G6F	ENSG00000243003	ENSG00000239741
LY6G6F	ENSG00000243804	ENSG00000239741
LY6G6F-LY6G6D	ENSG00000258635	ENSG00000250641
LY6G6F-LY6G6D	ENSG00000258880	ENSG00000250641
LY6G6F-LY6G6D	ENSG00000259101	ENSG00000250641
LY6H	ENSG00000274488	ENSG00000176956
LY6L	ENSG00000282693	ENSG00000261667
LYPLA2P1	ENSG00000217281	ENSG00000205677
LYPLA2P1	ENSG00000228285	ENSG00000205677
LYPLA2P1	ENSG00000232376	ENSG00000205677
LYPLA2P1	ENSG00000232639	ENSG00000205677
LYSET	ENSG00000153485	ENSG00000275947
LYZL6	ENSG00000277042	ENSG00000275722
MAGEA12	ENSG00000292189	ENSG00000213401
MAGEA2B	ENSG00000292187	ENSG00000183305
MAGEA3	ENSG00000292186	ENSG00000221867
MAGEA6	ENSG00000292195	ENSG00000197172
MAGEL2	ENSG00000288188	ENSG00000254585
MAGIX	ENSG00000292218	ENSG00000269313
MAMDC2	ENSG00000278608	ENSG00000165072
MAML1	ENSG00000161021	ENSG00000283780
MANBAL	ENSG00000291969	ENSG00000101363
MANSC1	ENSG00000111261	ENSG00000281818
MAP3K7CL	ENSG00000291525	ENSG00000156265
MAPK15	ENSG00000274205	ENSG00000181085
MAPK8IP1P1	ENSG00000281283	ENSG00000262500
MAPK8IP1P1	ENSG00000282723	ENSG00000262500
MAPK8IP1P2	ENSG00000282351	ENSG00000263503
MAPT	ENSG00000276155	ENSG00000186868
MAPT	ENSG00000277956	ENSG00000186868
MARCHF8	ENSG00000278545	ENSG00000165406
MARF1	ENSG00000277140	ENSG00000166783
MARK2P14	ENSG00000266576	ENSG00000231897
MARVELD2	ENSG00000152939	ENSG00000274671
MAS1L	ENSG00000206470	ENSG00000204687
MAS1L	ENSG00000206515	ENSG00000204687
MAS1L	ENSG00000228377	ENSG00000204687
MAS1L	ENSG00000228515	ENSG00000204687
MAS1L	ENSG00000233141	ENSG00000204687
MAS1L	ENSG00000234954	ENSG00000204687
MAS1L	ENSG00000237284	ENSG00000204687
MAS1LP1	ENSG00000227668	ENSG00000224444
MAS1LP1	ENSG00000227859	ENSG00000224444
MAS1LP1	ENSG00000229136	ENSG00000224444
MAS1LP1	ENSG00000229889	ENSG00000224444
MAS1LP1	ENSG00000230164	ENSG00000224444
MAS1LP1	ENSG00000230957	ENSG00000224444
MAS1LP1	ENSG00000237544	ENSG00000224444
MASP1	ENSG00000291559	ENSG00000127241
MBD3L1	ENSG00000291743	ENSG00000170948
MBOAT7	ENSG00000273592	ENSG00000125505
MBOAT7	ENSG00000274194	ENSG00000125505
MBOAT7	ENSG00000275118	ENSG00000125505
MBOAT7	ENSG00000276935	ENSG00000125505
MBOAT7	ENSG00000277025	ENSG00000125505
MBOAT7	ENSG00000277733	ENSG00000125505
MBOAT7	ENSG00000277923	ENSG00000125505
MBOAT7	ENSG00000278322	ENSG00000125505
MBOAT7	ENSG00000278519	ENSG00000125505
MCCC2	ENSG00000275300	ENSG00000131844
MCCC2	ENSG00000281742	ENSG00000131844
MCCD1	ENSG00000206447	ENSG00000204511
MCCD1	ENSG00000225228	ENSG00000204511
MCCD1	ENSG00000226841	ENSG00000204511
MCCD1	ENSG00000226923	ENSG00000204511
MCCD1	ENSG00000228662	ENSG00000204511
MCCD1	ENSG00000231975	ENSG00000204511
MCCD1	ENSG00000238238	ENSG00000204511
MCCD1P1	ENSG00000224538	ENSG00000223860
MCCD1P1	ENSG00000226940	ENSG00000223860
MCCD1P1	ENSG00000229411	ENSG00000223860
MCCD1P1	ENSG00000230357	ENSG00000223860
MCCD1P1	ENSG00000231998	ENSG00000223860
MCCD1P1	ENSG00000232649	ENSG00000223860
MCCD1P1	ENSG00000235963	ENSG00000223860
MCCD1P2	ENSG00000229034	ENSG00000224312
MCCD1P2	ENSG00000231719	ENSG00000224312
MCCD1P2	ENSG00000231745	ENSG00000224312
MCCD1P2	ENSG00000234970	ENSG00000224312
MCCD1P2	ENSG00000235340	ENSG00000224312
MCCD1P2	ENSG00000236113	ENSG00000224312
MCCD1P2	ENSG00000236203	ENSG00000224312
MCRIP1	ENSG00000288213	ENSG00000225663
MDC1	ENSG00000206481	ENSG00000137337
MDC1	ENSG00000224587	ENSG00000137337
MDC1	ENSG00000225589	ENSG00000137337
MDC1	ENSG00000228575	ENSG00000137337
MDC1	ENSG00000231135	ENSG00000137337
MDC1	ENSG00000234012	ENSG00000137337
MDC1	ENSG00000237095	ENSG00000137337
MDP1	ENSG00000285200	ENSG00000213920
MED10	ENSG00000291745	ENSG00000133398
MED15P5	ENSG00000292111	ENSG00000236595
MED15P9	ENSG00000292131	ENSG00000223760
MED16	ENSG00000282092	ENSG00000175221
MED18	ENSG00000284944	ENSG00000130772
MED22	ENSG00000281022	ENSG00000148297
MEF2D	ENSG00000291761	ENSG00000116604
MEGF11	ENSG00000277848	ENSG00000157890
METAP1D	ENSG00000292097	ENSG00000172878
METRNL	ENSG00000176845	ENSG00000275031
METTL9	ENSG00000284548	ENSG00000197006
MFHAS1	ENSG00000147324	ENSG00000285022
MGAM	ENSG00000282607	ENSG00000257335
MGAM2	ENSG00000278563	ENSG00000257743
MGAT4B	ENSG00000284501	ENSG00000161013
MICA	ENSG00000204520	ENSG00000183214
MICA	ENSG00000231225	ENSG00000183214
MICA	ENSG00000233051	ENSG00000183214
MICA	ENSG00000235233	ENSG00000183214
MICB	ENSG00000204516	ENSG00000206449
MICB	ENSG00000224378	ENSG00000206449
MICB	ENSG00000227772	ENSG00000206449
MICB	ENSG00000231179	ENSG00000206449
MICB	ENSG00000231372	ENSG00000206449
MICB	ENSG00000234218	ENSG00000206449
MICB	ENSG00000238289	ENSG00000206449
MICC	ENSG00000229187	ENSG00000226577
MICC	ENSG00000229651	ENSG00000226577
MICC	ENSG00000230887	ENSG00000226577
MICC	ENSG00000231785	ENSG00000226577
MICC	ENSG00000233466	ENSG00000226577
MICC	ENSG00000236727	ENSG00000226577
MICC	ENSG00000237034	ENSG00000226577
MICD	ENSG00000226713	ENSG00000235600
MICD	ENSG00000229390	ENSG00000235600
MICD	ENSG00000230745	ENSG00000235600
MICD	ENSG00000232345	ENSG00000235600
MICD	ENSG00000235380	ENSG00000235600
MICD	ENSG00000237395	ENSG00000235600
MICE	ENSG00000248230	ENSG00000228491
MICE	ENSG00000249123	ENSG00000228491
MICE	ENSG00000250154	ENSG00000228491
MICE	ENSG00000251197	ENSG00000228491
MICE	ENSG00000251581	ENSG00000228491
MICE	ENSG00000273340	ENSG00000228491
MICG	ENSG00000225763	ENSG00000224355
MICG	ENSG00000229461	ENSG00000224355
MICG	ENSG00000229499	ENSG00000224355
MICG	ENSG00000229995	ENSG00000224355
MICG	ENSG00000233592	ENSG00000224355
MICG	ENSG00000235714	ENSG00000224355
MICG	ENSG00000237042	ENSG00000224355
MIEF2	ENSG00000284495	ENSG00000177427
MIF	ENSG00000276701	ENSG00000240972
MISP3	ENSG00000288191	ENSG00000141854
MLLT10P2	ENSG00000283397	ENSG00000249462
MLLT10P2	ENSG00000283508	ENSG00000249462
MLLT6	ENSG00000275023	ENSG00000275851
MLXIP	ENSG00000281178	ENSG00000175727
MMEL1	ENSG00000277131	ENSG00000142606
MMP11	ENSG00000275365	ENSG00000099953
MMP28	ENSG00000278843	ENSG00000271447
MOAP1	ENSG00000278268	ENSG00000165943
MOB2	ENSG00000182208	ENSG00000291442
MOG	ENSG00000137345	ENSG00000204655
MOG	ENSG00000230885	ENSG00000204655
MOG	ENSG00000232641	ENSG00000204655
MOG	ENSG00000234096	ENSG00000204655
MOG	ENSG00000234623	ENSG00000204655
MOG	ENSG00000236561	ENSG00000204655
MOG	ENSG00000237834	ENSG00000204655
MOSMO	ENSG00000284487	ENSG00000185716
MOXD2P	ENSG00000282809	ENSG00000240268
MPHOSPH10P2	ENSG00000282109	ENSG00000254912
MPHOSPH10P5	ENSG00000280476	ENSG00000277505
MPHOSPH10P5	ENSG00000281737	ENSG00000277505
MPHOSPH10P7	ENSG00000282190	ENSG00000261497
MPHOSPH10P9	ENSG00000275363	ENSG00000280700
MPIG6B	ENSG00000204420	ENSG00000206396
MPIG6B	ENSG00000224393	ENSG00000206396
MPIG6B	ENSG00000228090	ENSG00000206396
MPIG6B	ENSG00000230060	ENSG00000206396
MPIG6B	ENSG00000231003	ENSG00000206396
MPIG6B	ENSG00000237459	ENSG00000206396
MPRIPP1	ENSG00000280795	ENSG00000214820
MPTX1	ENSG00000291896	ENSG00000215846
MPV17L	ENSG00000275543	ENSG00000156968
MREGP1	ENSG00000282329	ENSG00000270395
MRM1	ENSG00000278619	ENSG00000274853
MRNIP	ENSG00000283918	ENSG00000161010
MROH5	ENSG00000226807	ENSG00000282181
MROH5	ENSG00000291473	ENSG00000282181
MROH6	ENSG00000277781	ENSG00000204839
MROH8	ENSG00000101353	ENSG00000292233
MRPL23	ENSG00000288141	ENSG00000214026
MRPL45	ENSG00000278845	ENSG00000277936
MRPS12	ENSG00000128626	ENSG00000283018
MRPS16P3	ENSG00000280782	ENSG00000226336
MRPS17P5	ENSG00000281841	ENSG00000274493
MRPS18B	ENSG00000203624	ENSG00000204568
MRPS18B	ENSG00000223775	ENSG00000204568
MRPS18B	ENSG00000226111	ENSG00000204568
MRPS18B	ENSG00000227420	ENSG00000204568
MRPS18B	ENSG00000229861	ENSG00000204568
MRPS18B	ENSG00000233813	ENSG00000204568
MS4A3	ENSG00000284903	ENSG00000149516
MSH5	ENSG00000227314	ENSG00000204410
MSH5	ENSG00000230293	ENSG00000204410
MSH5	ENSG00000230961	ENSG00000204410
MSH5	ENSG00000233345	ENSG00000204410
MSH5	ENSG00000235222	ENSG00000204410
MSH5	ENSG00000235569	ENSG00000204410
MSH5	ENSG00000237333	ENSG00000204410
MSH5-SAPCD1	ENSG00000254405	ENSG00000255152
MSH5-SAPCD1	ENSG00000255419	ENSG00000255152
MSH5-SAPCD1	ENSG00000264619	ENSG00000255152
MSH5-SAPCD1	ENSG00000266027	ENSG00000255152
MSH5-SAPCD1	ENSG00000266442	ENSG00000255152
MSRA	ENSG00000175806	ENSG00000285250
MSRB1	ENSG00000291928	ENSG00000198736
MSRB1P1	ENSG00000291870	ENSG00000213926
MT1XP1	ENSG00000291377	ENSG00000233929
MT2P1	ENSG00000278061	ENSG00000162840
MTATP6P7	ENSG00000292109	ENSG00000232990
MTCH2	ENSG00000109919	ENSG00000285121
MTCO1P7	ENSG00000292107	ENSG00000236211
MTCO2P32	ENSG00000281511	ENSG00000248951
MTCO2P7	ENSG00000292108	ENSG00000230496
MTCO3P1	ENSG00000228845	ENSG00000228025
MTCO3P1	ENSG00000229710	ENSG00000228025
MTCO3P1	ENSG00000233317	ENSG00000228025
MTCO3P1	ENSG00000235040	ENSG00000228025
MTCO3P1	ENSG00000236629	ENSG00000228025
MTCO3P1	ENSG00000237145	ENSG00000228025
MTCO3P39	ENSG00000288489	ENSG00000268736
MTCO3P46	ENSG00000282999	ENSG00000235761
MTCO3P47	ENSG00000280505	ENSG00000239568
MTCO3P7	ENSG00000292110	ENSG00000249997
MTCYBP14	ENSG00000282918	ENSG00000238236
MTCYBP8	ENSG00000292116	ENSG00000233550
MTDHP4	ENSG00000268535	ENSG00000280066
MTDHP5	ENSG00000279661	ENSG00000269575
MTMR10	ENSG00000277086	ENSG00000166912
MTMR9	ENSG00000285032	ENSG00000104643
MTND1P29	ENSG00000292105	ENSG00000237722
MTND2P22	ENSG00000292106	ENSG00000231954
MTND3P15	ENSG00000292112	ENSG00000283940
MTND3P22	ENSG00000288303	ENSG00000248946
MTND3P8	ENSG00000283116	ENSG00000232714
MTND4LP21	ENSG00000282857	ENSG00000231582
MTND4P10	ENSG00000282824	ENSG00000226663
MTND5P19	ENSG00000283014	ENSG00000231199
MTND5P29	ENSG00000292117	ENSG00000234934
MTND6P14	ENSG00000283066	ENSG00000235638
MTND6P8	ENSG00000292115	ENSG00000248136
MTRF1LP2	ENSG00000285363	ENSG00000224110
MTX1LP	ENSG00000263037	ENSG00000236675
MUC16	ENSG00000291738	ENSG00000181143
MUC2	ENSG00000278466	ENSG00000198788
MUC2	ENSG00000293532	ENSG00000198788
MUC20	ENSG00000176945	ENSG00000274843
MUC20	ENSG00000275430	ENSG00000274843
MUC20	ENSG00000275501	ENSG00000274843
MUC20	ENSG00000276583	ENSG00000274843
MUC20	ENSG00000277753	ENSG00000274843
MUC20	ENSG00000278114	ENSG00000274843
MUC20	ENSG00000281630	ENSG00000274843
MUC21	ENSG00000206463	ENSG00000204544
MUC21	ENSG00000223590	ENSG00000204544
MUC21	ENSG00000227506	ENSG00000204544
MUC21	ENSG00000231350	ENSG00000204544
MUC21	ENSG00000234137	ENSG00000204544
MUC21	ENSG00000237962	ENSG00000204544
MUC22	ENSG00000229126	ENSG00000261272
MUC4	ENSG00000145113	ENSG00000278468
MUC4	ENSG00000273822	ENSG00000278468
MUC4	ENSG00000273984	ENSG00000278468
MUC4	ENSG00000275164	ENSG00000278468
MUC4	ENSG00000276613	ENSG00000278468
MUC4	ENSG00000277585	ENSG00000278468
MUC4	ENSG00000278303	ENSG00000278468
MUC5AC	ENSG00000291363	ENSG00000215182
MUC6	ENSG00000184956	ENSG00000277281
MUC6	ENSG00000277518	ENSG00000277281
MUCL3	ENSG00000168631	ENSG00000257232
MUCL3	ENSG00000229284	ENSG00000257232
MUCL3	ENSG00000232251	ENSG00000257232
MUCL3	ENSG00000232308	ENSG00000257232
MYG1	ENSG00000139637	ENSG00000291835
MYH11	ENSG00000276480	ENSG00000133392
MYL12BP3	ENSG00000226575	ENSG00000224874
MYL12BP3	ENSG00000229342	ENSG00000224874
MYL12BP3	ENSG00000229596	ENSG00000224874
MYL12BP3	ENSG00000230193	ENSG00000224874
MYL6P5	ENSG00000275193	ENSG00000228118
MYLKP2	ENSG00000242001	ENSG00000281246
MYO19	ENSG00000278259	ENSG00000278372
MYOM2	ENSG00000274137	ENSG00000036448
MYT1	ENSG00000276876	ENSG00000196132
MZT2B	ENSG00000292119	ENSG00000152082
NAA50P1	ENSG00000281819	ENSG00000213604
NAA50P1	ENSG00000291840	ENSG00000213604
NAALAD2	ENSG00000285516	ENSG00000077616
NAIP	ENSG00000249437	ENSG00000276068
NAIP	ENSG00000278613	ENSG00000276068
NAIPP4	ENSG00000251634	ENSG00000277219
NANOGP7	ENSG00000276238	ENSG00000258774
NANOS3	ENSG00000288505	ENSG00000187556
NAP1L4	ENSG00000273562	ENSG00000205531
NAPEPLD	ENSG00000275723	ENSG00000161048
NAPRT	ENSG00000278488	ENSG00000147813
NAT8	ENSG00000291479	ENSG00000144035
NAT8B	ENSG00000291485	ENSG00000204872
NBEAP4	ENSG00000281804	ENSG00000258883
NBPF1	ENSG00000292225	ENSG00000219481
NBPF26	ENSG00000291975	ENSG00000273136
NBPF4	ENSG00000292447	ENSG00000196427
NBPF6	ENSG00000186086	ENSG00000292440
NCF4	ENSG00000275990	ENSG00000100365
NCOA4P4	ENSG00000288138	ENSG00000249215
NCR1	ENSG00000273535	ENSG00000189430
NCR1	ENSG00000275156	ENSG00000189430
NCR1	ENSG00000275521	ENSG00000189430
NCR1	ENSG00000275637	ENSG00000189430
NCR1	ENSG00000276450	ENSG00000189430
NCR1	ENSG00000277334	ENSG00000189430
NCR1	ENSG00000277442	ENSG00000189430
NCR1	ENSG00000278025	ENSG00000189430
NCR1	ENSG00000278362	ENSG00000189430
NCR3	ENSG00000206430	ENSG00000204475
NCR3	ENSG00000223833	ENSG00000204475
NCR3	ENSG00000225211	ENSG00000204475
NCR3	ENSG00000236315	ENSG00000204475
NCR3	ENSG00000236979	ENSG00000204475
NCR3	ENSG00000237103	ENSG00000204475
NCR3	ENSG00000237808	ENSG00000204475
NDE1	ENSG00000275911	ENSG00000072864
NDN	ENSG00000288364	ENSG00000182636
NDUFA11	ENSG00000292058	ENSG00000174886
NDUFA3	ENSG00000273642	ENSG00000170906
NDUFA3	ENSG00000274359	ENSG00000170906
NDUFA3	ENSG00000275605	ENSG00000170906
NDUFA3	ENSG00000275724	ENSG00000170906
NDUFA3	ENSG00000276061	ENSG00000170906
NDUFA3	ENSG00000276220	ENSG00000170906
NDUFA3	ENSG00000276766	ENSG00000170906
NDUFA3	ENSG00000277722	ENSG00000170906
NDUFA3	ENSG00000278365	ENSG00000170906
NDUFA6	ENSG00000272765	ENSG00000184983
NDUFA6	ENSG00000273397	ENSG00000184983
NDUFA6	ENSG00000277365	ENSG00000184983
NDUFA6	ENSG00000281013	ENSG00000184983
NDUFAF4P3	ENSG00000291491	ENSG00000236411
NDUFB10	ENSG00000291930	ENSG00000140990
NDUFB11P1	ENSG00000283114	ENSG00000235547
NDUFB9P1	ENSG00000279830	ENSG00000271045
NDUFS1	ENSG00000023228	ENSG00000283447
NECAP2	ENSG00000291380	ENSG00000157191
NEDD8	ENSG00000285246	ENSG00000129559
NEDD8-MDP1	ENSG00000285425	ENSG00000255526
NEIL2	ENSG00000154328	ENSG00000292286
NEK4P1	ENSG00000280681	ENSG00000225735
NELFE	ENSG00000206268	ENSG00000204356
NELFE	ENSG00000206357	ENSG00000204356
NELFE	ENSG00000229363	ENSG00000204356
NELFE	ENSG00000231044	ENSG00000204356
NELFE	ENSG00000233801	ENSG00000204356
NEU1	ENSG00000184494	ENSG00000204386
NEU1	ENSG00000223957	ENSG00000204386
NEU1	ENSG00000227129	ENSG00000204386
NEU1	ENSG00000227315	ENSG00000204386
NEU1	ENSG00000228691	ENSG00000204386
NEU1	ENSG00000234343	ENSG00000204386
NEU1	ENSG00000234846	ENSG00000204386
NEU4	ENSG00000277926	ENSG00000204099
NEURL4	ENSG00000215041	ENSG00000288301
NF1P9	ENSG00000281347	ENSG00000281688
NFATC4	ENSG00000100968	ENSG00000285485
NFKBIB	ENSG00000282905	ENSG00000104825
NFKBIL1	ENSG00000204498	ENSG00000206440
NFKBIL1	ENSG00000227565	ENSG00000206440
NFKBIL1	ENSG00000234530	ENSG00000206440
NFKBIL1	ENSG00000235125	ENSG00000206440
NFKBIL1	ENSG00000236196	ENSG00000206440
NFKBIL1	ENSG00000236346	ENSG00000206440
NIPA1	ENSG00000288478	ENSG00000170113
NKD2	ENSG00000276920	ENSG00000145506
NKRF	ENSG00000292244	ENSG00000186416
NLGN2	ENSG00000283859	ENSG00000169992
NLRP10	ENSG00000276780	ENSG00000182261
NLRP10	ENSG00000281166	ENSG00000182261
NLRP2	ENSG00000273992	ENSG00000022556
NLRP2	ENSG00000274638	ENSG00000022556
NLRP2	ENSG00000275082	ENSG00000022556
NLRP2	ENSG00000275399	ENSG00000022556
NLRP2	ENSG00000275796	ENSG00000022556
NLRP2	ENSG00000275843	ENSG00000022556
NLRP2	ENSG00000277060	ENSG00000022556
NLRP2	ENSG00000278682	ENSG00000022556
NLRP2	ENSG00000278789	ENSG00000022556
NLRP7	ENSG00000274174	ENSG00000167634
NLRP7	ENSG00000274571	ENSG00000167634
NLRP7	ENSG00000275483	ENSG00000167634
NLRP7	ENSG00000276804	ENSG00000167634
NLRP7	ENSG00000277071	ENSG00000167634
NLRP7	ENSG00000277179	ENSG00000167634
NLRP7	ENSG00000277776	ENSG00000167634
NLRP7	ENSG00000277786	ENSG00000167634
NLRP7	ENSG00000278173	ENSG00000167634
NMB	ENSG00000291631	ENSG00000197696
NMRAL1	ENSG00000274684	ENSG00000153406
NOBOX	ENSG00000285328	ENSG00000106410
NOC2LP1	ENSG00000292123	ENSG00000213225
NOC4L	ENSG00000288146	ENSG00000184967
NOL8	ENSG00000291347	ENSG00000198000
NOMO1	ENSG00000103512	ENSG00000274779
NOMO3	ENSG00000278087	ENSG00000103226
NOP10	ENSG00000291996	ENSG00000182117
NOP56P1	ENSG00000230574	ENSG00000230511
NOP56P1	ENSG00000235559	ENSG00000230511
NOP56P1	ENSG00000248655	ENSG00000230511
NOP56P1	ENSG00000272603	ENSG00000230511
NOP56P1	ENSG00000273083	ENSG00000230511
NOP56P1	ENSG00000273323	ENSG00000230511
NOP9	ENSG00000285326	ENSG00000196943
NOS2P2	ENSG00000284312	ENSG00000167494
NOSTRIN	ENSG00000275326	ENSG00000163072
NOTCH2NLR	ENSG00000291980	ENSG00000286106
NOTCH4	ENSG00000204301	ENSG00000238196
NOTCH4	ENSG00000206312	ENSG00000238196
NOTCH4	ENSG00000223355	ENSG00000238196
NOTCH4	ENSG00000232339	ENSG00000238196
NOTCH4	ENSG00000234876	ENSG00000238196
NOTCH4	ENSG00000235396	ENSG00000238196
NOXO1	ENSG00000291939	ENSG00000196408
NPBWR2	ENSG00000277339	ENSG00000125522
NPEPPSP1	ENSG00000274487	ENSG00000274615
NPEPPSP1	ENSG00000282641	ENSG00000274615
NPIPA1	ENSG00000281994	ENSG00000183426
NPIPA3	ENSG00000278308	ENSG00000224712
NPIPA5	ENSG00000282705	ENSG00000183793
NPIPA6	ENSG00000273807	ENSG00000183889
NPIPA7	ENSG00000277983	ENSG00000214967
NPIPB11	ENSG00000284454	ENSG00000254206
NPIPB4	ENSG00000283855	ENSG00000185864
NPIPB5	ENSG00000284218	ENSG00000243716
NPW	ENSG00000291946	ENSG00000183971
NPY4R2	ENSG00000288157	ENSG00000264717
NRL	ENSG00000285493	ENSG00000129535
NRM	ENSG00000206484	ENSG00000137404
NRM	ENSG00000228854	ENSG00000137404
NRM	ENSG00000228867	ENSG00000137404
NRM	ENSG00000234809	ENSG00000137404
NRM	ENSG00000235773	ENSG00000137404
NRM	ENSG00000236843	ENSG00000137404
NSDHL	ENSG00000147383	ENSG00000292192
NSF	ENSG00000276262	ENSG00000073969
NSF	ENSG00000278174	ENSG00000073969
NSFP1	ENSG00000260075	ENSG00000282733
NSFP1	ENSG00000280810	ENSG00000282733
NSMCE3	ENSG00000185115	ENSG00000282130
NTAN1	ENSG00000275779	ENSG00000157045
NUP210P2	ENSG00000265773	ENSG00000225275
NUTM1	ENSG00000184507	ENSG00000291987
NXN	ENSG00000280563	ENSG00000167693
NXN	ENSG00000281300	ENSG00000167693
NXNL2	ENSG00000291520	ENSG00000130045
OBP2B	ENSG00000280584	ENSG00000171102
OCA2	ENSG00000277361	ENSG00000104044
OCLN	ENSG00000273814	ENSG00000197822
ODAD2P1	ENSG00000276777	ENSG00000238021
OFD1P16Y	ENSG00000285477	ENSG00000277519
OGN	ENSG00000291350	ENSG00000106809
OLA1P1	ENSG00000272813	ENSG00000213790
OLA1P1	ENSG00000273194	ENSG00000213790
OLA1P1	ENSG00000278846	ENSG00000213790
OLA1P1	ENSG00000280714	ENSG00000213790
OLA1P1	ENSG00000282919	ENSG00000213790
OLA1P1	ENSG00000283032	ENSG00000213790
OMD	ENSG00000291355	ENSG00000127083
OMG	ENSG00000291720	ENSG00000126861
OOSP1	ENSG00000285029	ENSG00000284873
OOSP2	ENSG00000285422	ENSG00000149507
OOSP4A	ENSG00000285375	ENSG00000285010
OOSP4B	ENSG00000285463	ENSG00000255393
OPRL1	ENSG00000277044	ENSG00000125510
OR10A3	ENSG00000273953	ENSG00000170683
OR10A3	ENSG00000281680	ENSG00000170683
OR10A6	ENSG00000276451	ENSG00000279000
OR10A6	ENSG00000280899	ENSG00000279000
OR10AC1	ENSG00000285252	ENSG00000176510
OR10C1	ENSG00000206474	ENSG00000204689
OR10C1	ENSG00000220550	ENSG00000204689
OR10C1	ENSG00000224234	ENSG00000204689
OR10C1	ENSG00000229412	ENSG00000204689
OR10C1	ENSG00000230505	ENSG00000204689
OR10C1	ENSG00000232397	ENSG00000204689
OR10C1	ENSG00000235441	ENSG00000204689
OR10J1	ENSG00000291903	ENSG00000196184
OR10J2P	ENSG00000291897	ENSG00000248642
OR10J3	ENSG00000291901	ENSG00000196266
OR10J4	ENSG00000292247	ENSG00000249730
OR10J7P	ENSG00000291898	ENSG00000248442
OR10J8P	ENSG00000291899	ENSG00000251686
OR10J9P	ENSG00000291900	ENSG00000249197
OR11A1	ENSG00000204694	ENSG00000206472
OR11A1	ENSG00000206517	ENSG00000206472
OR11A1	ENSG00000223898	ENSG00000206472
OR11A1	ENSG00000230780	ENSG00000206472
OR11A1	ENSG00000232289	ENSG00000206472
OR11A1	ENSG00000234347	ENSG00000206472
OR11A1	ENSG00000237258	ENSG00000206472
OR11G1P	ENSG00000291777	ENSG00000258468
OR11G2	ENSG00000291810	ENSG00000196832
OR11H4	ENSG00000291809	ENSG00000176198
OR11H5P	ENSG00000291817	ENSG00000258625
OR11H6	ENSG00000291779	ENSG00000176219
OR11H7	ENSG00000258806	ENSG00000291780
OR11P1P	ENSG00000291778	ENSG00000284742
OR12D1	ENSG00000249030	ENSG00000248182
OR12D1	ENSG00000249103	ENSG00000248182
OR12D1	ENSG00000249571	ENSG00000248182
OR12D1	ENSG00000250294	ENSG00000248182
OR12D1	ENSG00000251547	ENSG00000248182
OR12D1	ENSG00000251608	ENSG00000248182
OR12D2	ENSG00000225247	ENSG00000204690
OR12D2	ENSG00000227446	ENSG00000204690
OR12D2	ENSG00000233481	ENSG00000204690
OR12D2	ENSG00000235966	ENSG00000204690
OR12D2	ENSG00000280236	ENSG00000204690
OR12D3	ENSG00000204692	ENSG00000112462
OR12D3	ENSG00000224487	ENSG00000112462
OR12D3	ENSG00000242022	ENSG00000112462
OR12D3	ENSG00000250364	ENSG00000112462
OR12D3	ENSG00000251394	ENSG00000112462
OR13A1	ENSG00000256574	ENSG00000277495
OR14I1	ENSG00000292014	ENSG00000189181
OR14J1	ENSG00000112459	ENSG00000204695
OR14J1	ENSG00000225291	ENSG00000204695
OR14J1	ENSG00000234100	ENSG00000204695
OR14J1	ENSG00000234195	ENSG00000204695
OR14J1	ENSG00000236927	ENSG00000204695
OR14J1	ENSG00000237777	ENSG00000204695
OR1M4P	ENSG00000291740	ENSG00000267154
OR2A1	ENSG00000285105	ENSG00000221970
OR2A12	ENSG00000284949	ENSG00000221858
OR2A14	ENSG00000284891	ENSG00000221938
OR2A2	ENSG00000285071	ENSG00000221989
OR2A25	ENSG00000285496	ENSG00000221933
OR2A42	ENSG00000284836	ENSG00000212807
OR2A5	ENSG00000284896	ENSG00000221836
OR2A7	ENSG00000284749	ENSG00000243896
OR2AD1P	ENSG00000225048	ENSG00000223677
OR2AD1P	ENSG00000225567	ENSG00000223677
OR2AD1P	ENSG00000227626	ENSG00000223677
OR2AD1P	ENSG00000232781	ENSG00000223677
