cohort	y	krt	gene	n	rho	p	k_cov
STAD	CD8	none	CLDN7	412	-0.10064890217529882	0.0411584400849386	0
STAD	CD8	none	OCLN	412	-0.07635569455114011	0.12176627881453818	0
STAD	CD8	none	F11R	412	-0.2746242477705731	1.4562294311515009e-08	0
STAD	CD8	none	CDH1	412	-0.1326036065144514	0.0070326597133116755	0
STAD	CD3	KRT8_18_19	CLDN4	412	-0.2212843861435231	6.2535815381302985e-06	3
STAD	CD3	KRT8_18_19	CLDN3	412	-0.3315754727291547	5.952244004984709e-12	3
STAD	CD3	KRT8_18_19	CLDN7	412	-0.1350872820901056	0.00621603545078668	3
STAD	CD3	KRT8_18_19	OCLN	412	-0.10670742877979386	0.03096026203563414	3
STAD	CD3	KRT8_18_19	F11R	412	-0.2824185638073059	6.142469117470076e-09	3
STAD	CD3	KRT8_18_19	CDH1	412	-0.16507763887638688	0.000804356937583219	3
STAD	CD3	KRT18_19	CLDN4	412	-0.19923818811655775	4.849736178351603e-05	2
STAD	CD3	KRT18_19	CLDN3	412	-0.32305854156591307	2.0556944718981642e-11	2
STAD	CD3	KRT18_19	CLDN7	412	-0.11336353365929382	0.021685377760356343	2
STAD	CD3	KRT18_19	OCLN	412	-0.0650558949184614	0.18862664270341736	2
STAD	CD3	KRT18_19	F11R	412	-0.2854137369591411	3.995392178420855e-09	2
STAD	CD3	KRT18_19	CDH1	412	-0.12201109665544882	0.013427057234538879	2
STAD	CD3	KRT5_6_14	CLDN4	412	-0.15360305574750688	0.0018607896582167572	4
STAD	CD3	KRT5_6_14	CLDN3	412	-0.29462310710759704	1.2947786321041699e-09	4
STAD	CD3	KRT5_6_14	CLDN7	412	-0.10943306316003473	0.027084361342866268	4
STAD	CD3	KRT5_6_14	OCLN	412	-0.07187032011533388	0.1473013070448909	4
STAD	CD3	KRT5_6_14	F11R	412	-0.24111430734670175	8.29805494942133e-07	4
STAD	CD3	KRT5_6_14	CDH1	412	-0.11011886261365914	0.02613256999245363	4
STAD	CD3	none	CLDN4	412	-0.23191136068696427	1.95514444428443e-06	0
STAD	CD3	none	CLDN3	412	-0.32785835170920014	8.847471422146361e-12	0
STAD	CD3	none	CLDN7	412	-0.1482397518258471	0.002557287824625493	0
STAD	CD3	none	OCLN	412	-0.10713620802756697	0.029683964100951768	0
STAD	CD3	none	F11R	412	-0.3223437899751246	2.045659769268035e-11	0
STAD	CD3	none	CDH1	412	-0.1718189731603957	0.00045999118402126256	0
STAD	TNK	KRT8_18_19	CLDN4	412	-0.19879283154811575	5.154495837426955e-05	3
STAD	TNK	KRT8_18_19	CLDN3	412	-0.32171774963787847	2.6570588435682422e-11	3
STAD	TNK	KRT8_18_19	CLDN7	412	-0.10026956503279369	0.04268998617119656	3
STAD	TNK	KRT8_18_19	OCLN	412	-0.11444656289940398	0.020609311086970093	3
STAD	TNK	KRT8_18_19	F11R	412	-0.31658134320534603	5.6716016868952813e-11	3
STAD	TNK	KRT8_18_19	CDH1	412	-0.17641118545718154	0.0003371671162403102	3
STAD	TNK	KRT18_19	CLDN4	412	-0.18074518585810329	0.0002341667508751579	2
STAD	TNK	KRT18_19	CLDN3	412	-0.31512436571510793	6.648980703170336e-11	2
STAD	TNK	KRT18_19	CLDN7	412	-0.08267951773506217	0.09454701857644075	2
STAD	TNK	KRT18_19	OCLN	412	-0.07889842349638701	0.11067169063980192	2
STAD	TNK	KRT18_19	F11R	412	-0.3191667656688126	3.6719104050317717e-11	2
STAD	TNK	KRT18_19	CDH1	412	-0.13935228552558707	0.004700700820769291	2
STAD	TNK	KRT5_6_14	CLDN4	412	-0.09563130538751521	0.05358739031730397	4
STAD	TNK	KRT5_6_14	CLDN3	412	-0.26501171214650376	5.510096054772842e-08	4
STAD	TNK	KRT5_6_14	CLDN7	412	-0.04347848078508524	0.38106150642050923	4
STAD	TNK	KRT5_6_14	OCLN	412	-0.0580144378495934	0.2423134226101575	4
STAD	TNK	KRT5_6_14	F11R	412	-0.25887958054883414	1.1344679419394849e-07	4
STAD	TNK	KRT5_6_14	CDH1	412	-0.09879092066338614	0.04612613492886585	4
STAD	TNK	none	CLDN4	412	-0.17282466257241316	0.000425323617216585	0
STAD	TNK	none	CLDN3	412	-0.3008461278040606	4.5777871497938015e-10	0
STAD	TNK	none	CLDN7	412	-0.07859837679223686	0.11116223023053026	0
STAD	TNK	none	OCLN	412	-0.09113835084438617	0.06458297318860107	0
STAD	TNK	none	F11R	412	-0.3344026254653738	3.2003623378036464e-12	0
STAD	TNK	none	CDH1	412	-0.15590948486429715	0.0015012826376458236	0
STAD	CYT	KRT8_18_19	CLDN4	412	-0.15412341387257028	0.001771339988232205	3
STAD	CYT	KRT8_18_19	CLDN3	412	-0.2921797615764295	1.7141648035487348e-09	3
STAD	CYT	KRT8_18_19	CLDN7	412	-0.04693489694178327	0.34373236555145453	3
STAD	CYT	KRT8_18_19	OCLN	412	-0.05087322559979767	0.30472041642390973	3
STAD	CYT	KRT8_18_19	F11R	412	-0.249306870703867	3.267012068020113e-07	3
STAD	CYT	KRT8_18_19	CDH1	412	-0.07500908863416605	0.12991013252424546	3
STAD	CYT	KRT18_19	CLDN4	412	-0.1338908775379068	0.0066267518149291825	2
STAD	CYT	KRT18_19	CLDN3	412	-0.28439708208075176	4.559157330300216e-09	2
STAD	CYT	KRT18_19	CLDN7	412	-0.027464821917921	0.5792182311355769	2
STAD	CYT	KRT18_19	OCLN	412	-0.012732926663419646	0.7971437356587501	2
STAD	CYT	KRT18_19	F11R	412	-0.25264414866079427	2.167387443925254e-07	2
STAD	CYT	KRT18_19	CDH1	412	-0.03679883180988476	0.4574233363780582	2
STAD	CYT	KRT5_6_14	CLDN4	412	-0.026688997427592443	0.5908994119628678	4
STAD	CYT	KRT5_6_14	CLDN3	412	-0.21759668697963347	9.207006714290931e-06	4
STAD	CYT	KRT5_6_14	CLDN7	412	0.03390338889938965	0.4946635975546061	4
STAD	CYT	KRT5_6_14	OCLN	412	0.02474736523065246	0.618191580417428	4
STAD	CYT	KRT5_6_14	F11R	412	-0.18359007669875657	0.00019246955549765204	4
STAD	CYT	KRT5_6_14	CDH1	412	0.018254303292281105	0.713157914703129	4
STAD	CYT	none	CLDN4	412	-0.09374308813741208	0.057277889019822364	0
STAD	CYT	none	CLDN3	412	-0.25314185711591747	1.912289221797026e-07	0
STAD	CYT	none	CLDN7	412	0.007039311113906123	0.8867245182617542	0
STAD	CYT	none	OCLN	412	-0.003972138576828511	0.9359342650513888	0
STAD	CYT	none	F11R	412	-0.2523108463972005	2.1029840378851205e-07	0
STAD	CYT	none	CDH1	412	-0.034497326026112926	0.48498979413595666	0
STAD	CD8A	KRT8_18_19	CLDN4	412	-0.19796349152188084	5.547482956151102e-05	3
STAD	CD8A	KRT8_18_19	CLDN3	412	-0.33643801979450044	2.7892317655266906e-12	3
STAD	CD8A	KRT8_18_19	CLDN7	412	-0.13176965971613488	0.007622141600326329	3
STAD	CD8A	KRT8_18_19	OCLN	412	-0.09425809858845559	0.056824239794940876	3
STAD	CD8A	KRT8_18_19	F11R	412	-0.2941300962701053	1.3205243754673852e-09	3
STAD	CD8A	KRT8_18_19	CDH1	412	-0.17688316309789787	0.0003247951134930793	3
STAD	CD8A	KRT18_19	CLDN4	412	-0.16608960162352437	0.0007347586557313554	2
STAD	CD8A	KRT18_19	CLDN3	412	-0.32186767570866076	2.4571638340170984e-11	2
STAD	CD8A	KRT18_19	CLDN7	412	-0.1001114940484802	0.042764103119417966	2
STAD	CD8A	KRT18_19	OCLN	412	-0.03566228491026378	0.47144453235211825	2
STAD	CD8A	KRT18_19	F11R	412	-0.29640204955200594	9.272484679254983e-10	2
STAD	CD8A	KRT18_19	CDH1	412	-0.11530953983807013	0.019516944612084287	2
STAD	CD8A	KRT5_6_14	CLDN4	412	-0.09303720110652008	0.060440309169112784	4
STAD	CD8A	KRT5_6_14	CLDN3	412	-0.28239114481865246	6.433140297111567e-09	4
STAD	CD8A	KRT5_6_14	CLDN7	412	-0.07166327362945044	0.14847349756064904	4
STAD	CD8A	KRT5_6_14	OCLN	412	-0.022052359754796802	0.6569534958693954	4
STAD	CD8A	KRT5_6_14	F11R	412	-0.23746960027840877	1.2252798498702025e-06	4
STAD	CD8A	KRT5_6_14	CDH1	412	-0.08031517170235983	0.10524785207250653	4
STAD	CD8A	none	CLDN4	412	-0.17290256446510313	0.00042274229543311784	0
STAD	CD8A	none	CLDN3	412	-0.3157253893078451	5.470642958055056e-11	0
STAD	CD8A	none	CLDN7	412	-0.107492772197192	0.02914198820708452	0
STAD	CD8A	none	OCLN	412	-0.058427449057910454	0.23666822565034684	0
STAD	CD8A	none	F11R	412	-0.3157046269091326	5.4873426685800796e-11	0
STAD	CD8A	none	CDH1	412	-0.14091577278248574	0.004158241884471122	0
BLCA	CD8	KRT8_18_19	CLDN4	406	-0.14480527095748533	0.003576473787988031	3
BLCA	CD8	KRT8_18_19	CLDN3	406	-0.10573658012976603	0.03383727272478288	3
BLCA	CD8	KRT8_18_19	CLDN7	406	-0.0703352798123401	0.15873732996195541	3
BLCA	CD8	KRT8_18_19	OCLN	406	-0.16775996058914427	0.0007214625426710202	3
BLCA	CD8	KRT8_18_19	F11R	406	-0.11725964111028707	0.018533280965098035	3
BLCA	CD8	KRT8_18_19	CDH1	406	-0.11893373729051022	0.016910599300035186	3
BLCA	CD8	KRT18_19	CLDN4	406	-0.15739838971279993	0.0015052455998007571	2
BLCA	CD8	KRT18_19	CLDN3	406	-0.10899684425126004	0.028484268425641647	2
BLCA	CD8	KRT18_19	CLDN7	406	-0.09036298605896653	0.06962243237669091	2
BLCA	CD8	KRT18_19	OCLN	406	-0.19155294662136976	0.00010698842437801972	2
BLCA	CD8	KRT18_19	F11R	406	-0.12299724565180126	0.013362681997997587	2
BLCA	CD8	KRT18_19	CDH1	406	-0.14093492733119456	0.00453746357622132	2
BLCA	CD8	KRT5_6_14	CLDN4	406	-0.13477196571297265	0.006807616199166615	4
BLCA	CD8	KRT5_6_14	CLDN3	406	-0.05811775780777711	0.24498703427272095	4
BLCA	CD8	KRT5_6_14	CLDN7	406	-0.13608542367183205	0.006281148541394291	4
BLCA	CD8	KRT5_6_14	OCLN	406	-0.16936581419786967	0.0006499489788063339	4
BLCA	CD8	KRT5_6_14	F11R	406	-0.20717891799811244	2.8329015644191718e-05	4
BLCA	CD8	KRT5_6_14	CDH1	406	-0.1677054177176477	0.0007356057851972508	4
BLCA	CD8	none	CLDN4	406	-0.191480419066626	0.0001034690630228921	0
BLCA	CD8	none	CLDN3	406	-0.11161328145662935	0.02450977123785553	0
BLCA	CD8	none	CLDN7	406	-0.1314174900381797	0.008017478011253779	0
BLCA	CD8	none	OCLN	406	-0.20388288888453585	3.487993167470151e-05	0
BLCA	CD8	none	F11R	406	-0.16558367592850354	0.0008102171732392845	0
BLCA	CD8	none	CDH1	406	-0.18529456460490942	0.0001735948315309081	0
BLCA	CD3	KRT8_18_19	CLDN4	406	-0.1193013984995687	0.016571341728346404	3
BLCA	CD3	KRT8_18_19	CLDN3	406	-0.16485547883886006	0.0008939792555499535	3
BLCA	CD3	KRT8_18_19	CLDN7	406	-0.12941920910018317	0.009296615680460937	3
BLCA	CD3	KRT8_18_19	OCLN	406	-0.2056221195608862	3.188830355869619e-05	3
BLCA	CD3	KRT8_18_19	F11R	406	-0.1318587357630115	0.008039525952674475	3
BLCA	CD3	KRT8_18_19	CDH1	406	-0.1225071595949243	0.013856922232934738	3
BLCA	CD3	KRT18_19	CLDN4	406	-0.13724446533917628	0.0057251940321164495	2
BLCA	CD3	KRT18_19	CLDN3	406	-0.167684671344597	0.0007144638145567867	2
BLCA	CD3	KRT18_19	CLDN7	406	-0.1558157744923517	0.0016816401364133926	2
BLCA	CD3	KRT18_19	OCLN	406	-0.23826347250202645	1.2716356553458195e-06	2
BLCA	CD3	KRT18_19	F11R	406	-0.13904567954826388	0.005114437564726339	2
BLCA	CD3	KRT18_19	CDH1	406	-0.15359736668936458	0.0019608752485635412	2
BLCA	CD3	KRT5_6_14	CLDN4	406	-0.11137558868871235	0.0255442142795461	4
BLCA	CD3	KRT5_6_14	CLDN3	406	-0.11429346605065606	0.021908162639607657	4
BLCA	CD3	KRT5_6_14	CLDN7	406	-0.17519478069684222	0.0004170733593984527	4
BLCA	CD3	KRT5_6_14	OCLN	406	-0.21356451625371303	1.57060802882009e-05	4
BLCA	CD3	KRT5_6_14	F11R	406	-0.207780570053833	2.6818084622707435e-05	4
BLCA	CD3	KRT5_6_14	CDH1	406	-0.17321329558445175	0.00048572804511994526	4
BLCA	CD3	none	CLDN4	406	-0.16883242400483783	0.0006356146205912576	0
BLCA	CD3	none	CLDN3	406	-0.17143985008939328	0.000521452404950824	0
BLCA	CD3	none	CLDN7	406	-0.1837404802922044	0.000197186331631869	0
BLCA	CD3	none	OCLN	406	-0.2492198534952265	3.644651220361892e-07	0
BLCA	CD3	none	F11R	406	-0.16902034143413455	0.0006266694246635253	0
BLCA	CD3	none	CDH1	406	-0.1873363735432701	0.00014660473943399095	0
BLCA	TNK	KRT8_18_19	CLDN4	406	-0.15549765434200177	0.0017423416853672136	3
BLCA	TNK	KRT8_18_19	CLDN3	406	-0.1640798876220391	0.0009461002077027558	3
BLCA	TNK	KRT8_18_19	CLDN7	406	-0.08467098542170869	0.08959689811241231	3
BLCA	TNK	KRT8_18_19	OCLN	406	-0.2266549767113432	4.30924376637747e-06	3
BLCA	TNK	KRT8_18_19	F11R	406	-0.11607307213461837	0.019764108502197935	3
BLCA	TNK	KRT8_18_19	CDH1	406	-0.15475882892447318	0.0018338177231599433	3
BLCA	TNK	KRT18_19	CLDN4	406	-0.1741503777746528	0.00043737429342916685	2
BLCA	TNK	KRT18_19	CLDN3	406	-0.16684244861402944	0.0007606555894393212	2
BLCA	TNK	KRT18_19	CLDN7	406	-0.11549090360302426	0.020237227235728752	2
BLCA	TNK	KRT18_19	OCLN	406	-0.26199420254157196	9.125938888634182e-08	2
BLCA	TNK	KRT18_19	F11R	406	-0.12415781174047984	0.012507981607139184	2
BLCA	TNK	KRT18_19	CDH1	406	-0.18795706408000326	0.0001446339176774728	2
BLCA	TNK	KRT5_6_14	CLDN4	406	-0.13972446836743518	0.005007934644789124	4
BLCA	TNK	KRT5_6_14	CLDN3	406	-0.1031578180103834	0.038697829301196016	4
BLCA	TNK	KRT5_6_14	CLDN7	406	-0.15638726939921604	0.0016599346328246914	4
BLCA	TNK	KRT5_6_14	OCLN	406	-0.23235894065344487	2.4908353408598907e-06	4
BLCA	TNK	KRT5_6_14	F11R	406	-0.213585136903007	1.567573646834255e-05	4
BLCA	TNK	KRT5_6_14	CDH1	406	-0.21260237071145666	1.718558462206093e-05	4
BLCA	TNK	none	CLDN4	406	-0.2145793800966215	1.2933430850610412e-05	0
BLCA	TNK	none	CLDN3	406	-0.17720792550975897	0.0003331363781934894	0
BLCA	TNK	none	CLDN7	406	-0.1611984577501819	0.0011165386785566265	0
BLCA	TNK	none	OCLN	406	-0.27777792471279744	1.2539894268872857e-08	0
BLCA	TNK	none	F11R	406	-0.16164189267637544	0.0010813019947876234	0
BLCA	TNK	none	CDH1	406	-0.22941463631118802	3.0007974566609316e-06	0
BLCA	CYT	KRT8_18_19	CLDN4	406	-0.2131427650378972	1.5945399336657414e-05	3
BLCA	CYT	KRT8_18_19	CLDN3	406	-0.18015545119888748	0.0002778215188134884	3
BLCA	CYT	KRT8_18_19	CLDN7	406	-0.06996973392770965	0.1609187292640598	3
BLCA	CYT	KRT8_18_19	OCLN	406	-0.25569499075445035	1.9519821055950922e-07	3
BLCA	CYT	KRT8_18_19	F11R	406	-0.09367230333575308	0.06027862822374193	3
BLCA	CYT	KRT8_18_19	CDH1	406	-0.16743324924976968	0.0007392017392208849	3
BLCA	CYT	KRT18_19	CLDN4	406	-0.22919860853002869	3.245041224123007e-06	2
BLCA	CYT	KRT18_19	CLDN3	406	-0.1826342725123956	0.0002237116943778097	2
BLCA	CYT	KRT18_19	CLDN7	406	-0.09928922118145718	0.04610445496156978	2
BLCA	CYT	KRT18_19	OCLN	406	-0.2874591830709845	3.989843857055204e-09	2
BLCA	CYT	KRT18_19	F11R	406	-0.1018905396988401	0.040662119449142956	2
BLCA	CYT	KRT18_19	CDH1	406	-0.19802435269608615	6.132237792044928e-05	2
BLCA	CYT	KRT5_6_14	CLDN4	406	-0.18811659282523832	0.00014829589055580833	4
BLCA	CYT	KRT5_6_14	CLDN3	406	-0.11167451774138547	0.025149217725995484	4
BLCA	CYT	KRT5_6_14	CLDN7	406	-0.15200551322109307	0.0022432051849152336	4
BLCA	CYT	KRT5_6_14	OCLN	406	-0.25822585388858293	1.5160204783500277e-07	4
BLCA	CYT	KRT5_6_14	F11R	406	-0.20302818332475916	4.1169855265347434e-05	4
BLCA	CYT	KRT5_6_14	CDH1	406	-0.22680535342907643	4.36359973288428e-06	4
BLCA	CYT	none	CLDN4	406	-0.2708326777292295	2.9520591505700876e-08	0
BLCA	CYT	none	CLDN3	406	-0.2002633719596402	4.823953095226608e-05	0
BLCA	CYT	none	CLDN7	406	-0.1559697628663146	0.0016197464508304585	0
BLCA	CYT	none	OCLN	406	-0.30745229364843124	2.4539059461239974e-10	0
BLCA	CYT	none	F11R	406	-0.1407710442193201	0.004484882135703106	0
BLCA	CYT	none	CDH1	406	-0.243468815882609	6.85063414100056e-07	0
BLCA	CD8A	KRT8_18_19	CLDN4	406	-0.11891376353885143	0.01692920266574034	3
BLCA	CD8A	KRT8_18_19	CLDN3	406	-0.11167974166890918	0.024960783191439188	3
BLCA	CD8A	KRT8_18_19	CLDN7	406	-0.04448631055990351	0.37307752315613585	3
BLCA	CD8A	KRT8_18_19	OCLN	406	-0.13318055549888383	0.007423756951913032	3
BLCA	CD8A	KRT8_18_19	F11R	406	-0.06990505614848824	0.16130703274807862	3
BLCA	CD8A	KRT8_18_19	CDH1	406	-0.08966798323557908	0.07216045306694843	3
BLCA	CD8A	KRT18_19	CLDN4	406	-0.13402408537238078	0.006982351355591136	2
BLCA	CD8A	KRT18_19	CLDN3	406	-0.11521691313932313	0.020537815606522673	2
BLCA	CD8A	KRT18_19	CLDN7	406	-0.0686270998641704	0.16859351146923582	2
BLCA	CD8A	KRT18_19	OCLN	406	-0.16259914162575362	0.0010383319362859524	2
BLCA	CD8A	KRT18_19	F11R	406	-0.0771194542160379	0.12172237299469682	2
BLCA	CD8A	KRT18_19	CDH1	406	-0.1164270292386524	0.019238894026456115	2
BLCA	CD8A	KRT5_6_14	CLDN4	406	-0.1152557032598627	0.020811796982755145	4
BLCA	CD8A	KRT5_6_14	CLDN3	406	-0.06316463555719637	0.20631414727394404	4
BLCA	CD8A	KRT5_6_14	CLDN7	406	-0.12180762560495316	0.0145360460403289	4
BLCA	CD8A	KRT5_6_14	OCLN	406	-0.13714222672514065	0.005884383802263182	4
BLCA	CD8A	KRT5_6_14	F11R	406	-0.16644528266257616	0.0008074605178534369	4
BLCA	CD8A	KRT5_6_14	CDH1	406	-0.14836202295696171	0.0028646044553872186	4
BLCA	CD8A	none	CLDN4	406	-0.18066531290203403	0.00025296798002216216	0
BLCA	CD8A	none	CLDN3	406	-0.12299729244936872	0.013134212486006332	0
BLCA	CD8A	none	CLDN7	406	-0.11999200812958102	0.01556051731349025	0
BLCA	CD8A	none	OCLN	406	-0.18034749306830278	0.0002595060370553291	0
BLCA	CD8A	none	F11R	406	-0.12453484046226447	0.012026889729325021	0
BLCA	CD8A	none	CDH1	406	-0.16847381050884355	0.0006530144799527639	0
PAAD	CD8	KRT8_18_19	CLDN4	178	-0.16846402638385943	0.025843803234669678	3
PAAD	CD8	KRT8_18_19	CLDN3	178	-0.12760903392485884	0.09239477575470423	3
PAAD	CD8	KRT8_18_19	CLDN7	178	-0.2487763820603008	0.000900927288897837	3
PAAD	CD8	KRT8_18_19	OCLN	178	0.046427648279336875	0.541790467744468	3
PAAD	CD8	KRT8_18_19	F11R	178	-0.2672675053344801	0.0003494976221005653	3
PAAD	CD8	KRT8_18_19	CDH1	178	-0.04239357098955821	0.5774961995396027	3
PAAD	CD8	KRT18_19	CLDN4	178	-0.16526902816171105	0.028378454519762463	2
PAAD	CD8	KRT18_19	CLDN3	178	-0.12019438917700474	0.11206885845934787	2
PAAD	CD8	KRT18_19	CLDN7	178	-0.23855518335670925	0.0014306159715991604	2
PAAD	CD8	KRT18_19	OCLN	178	0.06349355915549791	0.40249126358171883	2
PAAD	CD8	KRT18_19	F11R	178	-0.26851415963649194	0.00031424928427103245	2
PAAD	CD8	KRT18_19	CDH1	178	-0.01501367558794571	0.8432243980673414	2
PAAD	CD8	KRT5_6_14	CLDN4	178	-0.34777004913907594	2.5769552899435794e-06	4
PAAD	CD8	KRT5_6_14	CLDN3	178	-0.2061468262654491	0.0063519150535142005	4
PAAD	CD8	KRT5_6_14	CLDN7	178	-0.37425567826449274	3.631995621660674e-07	4
PAAD	CD8	KRT5_6_14	OCLN	178	-0.03670975910604117	0.6305826849348818	4
PAAD	CD8	KRT5_6_14	F11R	178	-0.4001062329466708	4.501620248911748e-08	4
PAAD	CD8	KRT5_6_14	CDH1	178	-0.15271549622726646	0.04424608188646903	4
PAAD	CD8	none	CLDN4	178	-0.2762346943226563	0.00018969961111463187	0
PAAD	CD8	none	CLDN3	178	-0.1279362590153086	0.08878202138875223	0
PAAD	CD8	none	CLDN7	178	-0.32598313276853896	8.978375639051561e-06	0
PAAD	CD8	none	OCLN	178	-0.025356170519262627	0.7368978858148827	0
PAAD	CD8	none	F11R	178	-0.3504551939561392	1.6211649220819897e-06	0
PAAD	CD8	none	CDH1	178	-0.1320748694848228	0.07885119602352461	0
PAAD	CD3	KRT8_18_19	CLDN4	178	-0.11261491877855877	0.13786110937774593	3
PAAD	CD3	KRT8_18_19	CLDN3	178	-0.16258002955864576	0.03158358635945278	3
PAAD	CD3	KRT8_18_19	CLDN7	178	-0.22919830968953825	0.002280805957795097	3
PAAD	CD3	KRT8_18_19	OCLN	178	0.0610280010569813	0.42238690722646327	3
PAAD	CD3	KRT8_18_19	F11R	178	-0.22302131427235608	0.003011045042695057	3
PAAD	CD3	KRT8_18_19	CDH1	178	-0.041157427273954106	0.588653053451919	3
PAAD	CD3	KRT18_19	CLDN4	178	-0.11027829747137204	0.14510812268240672	2
PAAD	CD3	KRT18_19	CLDN3	178	-0.1564953032834425	0.03806552667852235	2
PAAD	CD3	KRT18_19	CLDN7	178	-0.2210999008276809	0.0031890161150763623	2
PAAD	CD3	KRT18_19	OCLN	178	0.07312997010072148	0.33476633552297064	2
PAAD	CD3	KRT18_19	F11R	178	-0.22413365620788278	0.0027859256968981415	2
PAAD	CD3	KRT18_19	CDH1	178	-0.019294097730128905	0.7993681732324236	2
PAAD	CD3	KRT5_6_14	CLDN4	178	-0.2999993515311053	5.7762032732746574e-05	4
PAAD	CD3	KRT5_6_14	CLDN3	178	-0.2437262636916045	0.001191903199361122	4
PAAD	CD3	KRT5_6_14	CLDN7	178	-0.3485814536472825	2.4331056996194865e-06	4
PAAD	CD3	KRT5_6_14	OCLN	178	-0.01863834164094096	0.8071489261017819	4
PAAD	CD3	KRT5_6_14	F11R	178	-0.3660004605596771	6.817325257127648e-07	4
PAAD	CD3	KRT5_6_14	CDH1	178	-0.14523227636461195	0.055864996445326	4
PAAD	CD3	none	CLDN4	178	-0.2209837125995687	0.003034171080003064	0
PAAD	CD3	none	CLDN3	178	-0.1559022011237019	0.037703422688447084	0
PAAD	CD3	none	CLDN7	178	-0.29199758705178797	7.659050668934768e-05	0
PAAD	CD3	none	OCLN	178	-0.006767532441280139	0.9285613359547529	0
PAAD	CD3	none	F11R	178	-0.30382401223922234	3.742191452700457e-05	0
PAAD	CD3	none	CDH1	178	-0.12737451445800696	0.09020379425102315	0
PAAD	TNK	KRT8_18_19	CLDN4	178	-0.14134188404906	0.06207559718902398	3
PAAD	TNK	KRT8_18_19	CLDN3	178	-0.15861598241264271	0.03603377083171694	3
PAAD	TNK	KRT8_18_19	CLDN7	178	-0.25570592872703124	0.0006369073596399445	3
PAAD	TNK	KRT8_18_19	OCLN	178	0.02278417046568625	0.7647225280146226	3
PAAD	TNK	KRT8_18_19	F11R	178	-0.27532009030066673	0.0002264084528931241	3
PAAD	TNK	KRT8_18_19	CDH1	178	-0.07994750141502997	0.29293206042177067	3
PAAD	TNK	KRT18_19	CLDN4	178	-0.13894469248626187	0.06589959715712826	2
PAAD	TNK	KRT18_19	CLDN3	178	-0.15255774776976777	0.043245280213952804	2
PAAD	TNK	KRT18_19	CLDN7	178	-0.24737745326753158	0.0009328022892638078	2
PAAD	TNK	KRT18_19	OCLN	178	0.036700087013641206	0.6286872958020614	2
PAAD	TNK	KRT18_19	F11R	178	-0.2763438976587321	0.00020517961731185985	2
PAAD	TNK	KRT18_19	CDH1	178	-0.05518612134433704	0.46694150675151264	2
PAAD	TNK	KRT5_6_14	CLDN4	178	-0.33179447712742266	7.731762988826331e-06	4
PAAD	TNK	KRT5_6_14	CLDN3	178	-0.24534159294595467	0.0011025187945618083	4
PAAD	TNK	KRT5_6_14	CLDN7	178	-0.37685784701629554	2.967290488222872e-07	4
PAAD	TNK	KRT5_6_14	OCLN	178	-0.058431951474777366	0.44375394245799893	4
PAAD	TNK	KRT5_6_14	F11R	178	-0.4140902863941452	1.3477086811497738e-08	4
PAAD	TNK	KRT5_6_14	CDH1	178	-0.18464184675808443	0.01472604764088104	4
PAAD	TNK	none	CLDN4	178	-0.24787723328038605	0.0008498898594765598	0
PAAD	TNK	none	CLDN3	178	-0.15322327537505492	0.04115900070129035	0
PAAD	TNK	none	CLDN7	178	-0.317176084576601	1.6050467402171743e-05	0
PAAD	TNK	none	OCLN	178	-0.04360222953010281	0.5633297297199278	0
PAAD	TNK	none	F11R	178	-0.34789755396418237	1.9520999788841474e-06	0
PAAD	TNK	none	CDH1	178	-0.16124941351953181	0.03153383194720363	0
PAAD	CYT	KRT8_18_19	CLDN4	178	-0.1322656745795731	0.08101179208212671	3
PAAD	CYT	KRT8_18_19	CLDN3	178	-0.161310751044466	0.03295469782436843	3
PAAD	CYT	KRT8_18_19	CLDN7	178	-0.272598405845101	0.0002625870659548232	3
PAAD	CYT	KRT8_18_19	OCLN	178	-0.03104727980050196	0.6833677362201355	3
PAAD	CYT	KRT8_18_19	F11R	178	-0.29795033324693043	6.212153328017718e-05	3
PAAD	CYT	KRT8_18_19	CDH1	178	-0.10521291985216852	0.16583524699120036	3
PAAD	CYT	KRT18_19	CLDN4	178	-0.128799062890653	0.08844828090886739	2
PAAD	CYT	KRT18_19	CLDN3	178	-0.15282286345023066	0.04287889243368246	2
PAAD	CYT	KRT18_19	CLDN7	178	-0.26110761420060863	0.00046487332307843806	2
PAAD	CYT	KRT18_19	OCLN	178	-0.007995520767417894	0.9161231460190918	2
PAAD	CYT	KRT18_19	F11R	178	-0.2991912117695134	5.489878213959439e-05	2
PAAD	CYT	KRT18_19	CDH1	178	-0.07024518942239977	0.35423172824159704	2
PAAD	CYT	KRT5_6_14	CLDN4	178	-0.32264196144536783	1.4122141551655686e-05	4
PAAD	CYT	KRT5_6_14	CLDN3	178	-0.26451560868237367	0.00042015963423130677	4
PAAD	CYT	KRT5_6_14	CLDN7	178	-0.3948458068155627	6.986261564996746e-08	4
PAAD	CYT	KRT5_6_14	OCLN	178	-0.10785495680249882	0.15660406667111607	4
PAAD	CYT	KRT5_6_14	F11R	178	-0.4295719646985967	3.319628013137527e-09	4
PAAD	CYT	KRT5_6_14	CDH1	178	-0.19739059490762975	0.009034877274851895	4
PAAD	CYT	none	CLDN4	178	-0.23826161337718066	0.0013616383200439394	0
PAAD	CYT	none	CLDN3	178	-0.15597667483395022	0.03761096595024701	0
