score,radius_um,cutoff,n_sections,sections_high_lt_low,section_median_delta,section_p,patients_high_lt_low,patient_median_delta,patient_p,n_fovs,fovs_high_lt_low,fov_median_delta,fov_p,section_mean_high,section_mean_low
npos_IFNG,20,fov_q4_q1,8,1/8,0.02426794171333313,0.0234375,0/5,0.01535990834236145,0.0625,214,87/214,0.013832993805408478,0.00036449305771262035,0.34217376448214054,0.3103715069591999
sum_CXCL9,20,fov_q4_q1,8,2/8,0.030587877525567575,0.640625,2/5,0.030333859993449952,0.8125,214,119/214,-0.03160232261438384,0.2905471454366604,2.1285178608021753,2.1229881189799142
mean_CXCL9,20,fov_q4_q1,8,0/8,0.010924868247816785,0.0078125,0/5,0.010089186264236577,0.0625,214,90/214,0.00689046128104287,0.005503126115556679,0.3099512807789181,0.2933254486933784
npos_CXCL9,20,fov_q4_q1,8,1/8,0.02618357539176941,0.078125,0/5,0.026186466217041016,0.0625,214,99/214,0.005667723715305328,0.0956706083122533,0.6303576529026031,0.6023913063108921
sum_CXCL10,20,fov_q4_q1,8,2/8,0.0712014202348571,0.25,1/5,0.034231441081491565,0.4375,214,90/214,0.10204188513721968,0.00047218624310075045,3.211838705719571,3.0392134242877935
mean_CXCL10,20,fov_q4_q1,8,1/8,0.021359836615303274,0.078125,1/5,0.017519246705092084,0.3125,214,62/214,0.0392191819661247,3.7484635495373185e-12,0.45937234574849795,0.41206862697524926
npos_CXCL10,20,fov_q4_q1,8,2/8,0.02895529568195343,0.078125,1/5,0.016361087560653687,0.3125,214,73/214,0.04359084367752075,2.5333807863522006e-07,0.8836852610111237,0.8053548410534859
sum_CCL5,20,fov_q4_q1,8,4/8,0.0006668069366808638,1.0,3/5,-0.011981788162470197,1.0,214,108/214,-0.005766671845172988,0.4908057371604939,2.1450887374984,2.168886081864806
mean_CCL5,20,fov_q4_q1,8,1/8,0.008056568791202132,0.1484375,1/5,0.007526932697706434,0.4375,214,90/214,0.009156680754763849,0.007735776558705661,0.3120928809910959,0.30113675125840766
npos_CCL5,20,fov_q4_q1,8,3/8,0.013608276844024658,0.1484375,1/5,0.011692136526107788,0.3125,214,89/214,0.011940628290176392,0.04891818350815118,0.6296673230826855,0.6101526841521263
sum_CD274,20,fov_q4_q1,8,3/8,0.019354688540210496,0.84375,2/5,0.004070585085135248,0.8125,214,115/214,-0.022158385437793915,0.11649192790519605,2.082642318685592,2.0761773171000835
mean_CD274,20,fov_q4_q1,8,1/8,0.010774657668595658,0.0546875,0/5,0.010774657668595644,0.0625,214,88/214,0.008925884651860477,0.002106205835100774,0.30715048796969413,0.2914002813527984
npos_CD274,20,fov_q4_q1,8,2/8,0.03234328329563141,0.1484375,1/5,0.0512920618057251,0.1875,214,94/214,0.011992484331130981,0.06749868583665763,0.6229583360254765,0.5957550704479218
sum_IDO1,20,fov_q4_q1,8,1/8,0.08502884643612119,0.078125,1/5,0.05383593690087807,0.1875,214,71/214,0.18570784115993877,2.3832057022938563e-10,3.557079284429392,3.068002320496384
mean_IDO1,20,fov_q4_q1,8,1/8,0.034180633386054926,0.015625,0/5,0.04634003664949221,0.0625,214,58/214,0.03929921832922142,7.489378123751081e-17,0.5025454626167319,0.4132223168693255
npos_IDO1,20,fov_q4_q1,8,1/8,0.04529814422130585,0.078125,0/5,0.04765862226486206,0.0625,214,63/214,0.06040211766958237,7.182582576759558e-13,1.0058660842478275,0.8495855927467346
sum_STAT1,20,fov_q4_q1,8,2/8,0.3688594585087741,0.0390625,0/5,0.4754191963906429,0.0625,214,80/214,0.2790719512673745,3.8024552629609438e-06,7.3895745178065555,6.840948319635069
mean_STAT1,20,fov_q4_q1,8,0/8,0.11801836152304246,0.0078125,0/5,0.12549835422512,0.0625,214,48/214,0.08953448372813078,5.404759529981594e-18,1.0397243763215815,0.9221283135655225
npos_STAT1,20,fov_q4_q1,8,0/8,0.1342194378376007,0.0078125,0/5,0.1611194610595703,0.0625,214,69/214,0.10821592807769775,3.326387079786751e-09,2.076891638338566,1.8810990750789642
sum_MX1,20,fov_q4_q1,8,0/8,0.5898758539400926,0.0078125,0/5,0.804871600562219,0.0625,214,59/214,0.3271806590172637,5.170958023752207e-11,7.093647493956046,6.430491375330307
mean_MX1,20,fov_q4_q1,8,0/8,0.12821601303220387,0.0078125,0/5,0.14955702151498373,0.0625,214,33/214,0.10552217917101553,5.7765842996326655e-24,1.0103596378963438,0.8715943366000349
npos_MX1,20,fov_q4_q1,8,0/8,0.21784037351608276,0.0078125,0/5,0.27368760108947754,0.0625,214,50/214,0.12483525276184082,4.86128673744319e-14,1.963226094841957,1.7456526011228561
sum_CXCL8,20,fov_q4_q1,8,3/8,0.16188092566519746,0.3125,2/5,0.034414637013225335,0.8125,214,109/214,-0.011602863435706712,0.2747417037969482,3.1928064346480554,2.9117244250725687
mean_CXCL8,20,fov_q4_q1,8,3/8,0.06856535080506976,0.25,2/5,0.006342543629387465,0.625,214,92/214,0.008588946484430149,0.0013050196733256584,0.4732503706666201,0.4159851206431272
npos_CXCL8,20,fov_q4_q1,8,3/8,0.07023534923791885,0.1953125,2/5,0.016963496804237366,0.4375,214,95/214,0.011724583804607391,0.006061205243806099,0.8620911911129951,0.7652168925851583
sum_TNF,20,fov_q4_q1,8,2/8,0.07510811947442753,0.0390625,2/5,0.06746595136683986,0.3125,214,80/214,0.07538730514983316,3.310229270996677e-06,1.6178457153878687,1.4699554916575972
mean_TNF,20,fov_q4_q1,8,1/8,0.018934119035383695,0.015625,1/5,0.018183340794015873,0.125,214,70/214,0.017229926031918703,1.0403962601118334e-11,0.23422624401718486,0.20292466634557854
npos_TNF,20,fov_q4_q1,8,0/8,0.037375226616859436,0.0078125,0/5,0.03379511833190918,0.0625,214,70/214,0.03582730516791344,2.0728836854192973e-10,0.4835041966289282,0.42291914112865925
n_immune,40,fov_q4_q1,8,5/8,-0.7192494869232178,0.25,4/5,-1.4276032447814941,0.1875,214,143/214,-0.6167305111885071,7.631252552625613e-09,3.1686782613396645,3.951496623456478
n_cyto,40,fov_q4_q1,8,5/8,-0.07066909223794937,0.25,3/5,-0.13712430000305176,0.3125,214,155/214,-0.06235552579164505,3.1213034441341874e-14,0.24404740426689386,0.32843203376978636
frac_immune,40,fov_q4_q1,8,5/8,-0.02431846782565117,0.25,4/5,-0.04812663793563843,0.1875,214,148/214,-0.02843100018799305,4.653584909382223e-09,0.11791454628109932,0.14502744004130363
sum_chemokine,40,fov_q4_q1,8,1/8,0.8685764207681235,0.015625,0/5,0.843533321000244,0.0625,214,78/214,0.6600830424523281,0.00015441577536498893,35.33264607731854,33.98480736801258
mean_chemokine,40,fov_q4_q1,8,0/8,0.05781125174999563,0.0078125,0/5,0.052194806465031274,0.0625,214,43/214,0.06091902690050771,8.967994936905887e-16,1.2844382665122254,1.1895383325520053
n_chemokine_pos,40,fov_q4_q1,8,1/8,0.3576028347015381,0.0390625,0/5,0.3908114433288574,0.0625,214,72/214,0.23212289810180664,1.0605139706042545e-07,8.178917646408081,7.702718436717987
sum_chemokine_immune,40,fov_q4_q1,8,4/8,-0.8396043249259688,0.3125,3/5,-2.2659206550484763,0.3125,214,138/214,-0.6882950082205723,1.2132507276183472e-06,6.675886363043196,7.655339638695595
n_chemokine_pos_immune,40,fov_q4_q1,8,4/8,-0.15041810274124146,0.3125,3/5,-0.4080483615398407,0.3125,214,137/214,-0.12801075726747513,1.030109997952676e-06,1.1440887190401554,1.3203624486923218
sum_isg,40,fov_q4_q1,8,2/8,5.3844080554785165,0.109375,1/5,9.90671032074681,0.1875,214,80/214,3.851328379317934,5.895639838626283e-07,161.67460082073114,151.4339403785868
mean_isg,40,fov_q4_q1,8,0/8,0.4497880443273241,0.0078125,0/5,0.4857873218596418,0.0625,214,41/214,0.3443457010270574,5.407718078884152e-22,5.711370882509709,5.201287935198232
sum_broad,40,fov_q4_q1,8,2/8,14.864357268505032,0.109375,1/5,22.887398579238777,0.1875,214,82/214,10.816739177363203,9.231127558460187e-06,448.25123743326606,425.2646613718937
mean_broad,40,fov_q4_q1,8,0/8,1.427403769135931,0.0078125,0/5,1.9123706964270077,0.0625,214,43/214,0.8756110098394352,1.440904338193826e-20,15.973288591683714,14.655911986030501
sum_IFNG,40,fov_q4_q1,8,1/8,0.19275586211497986,0.015625,0/5,0.3135036673384759,0.0625,214,80/214,0.12285600414685599,0.00018911129122543954,4.367167020904516,4.135305147929381
mean_IFNG,40,fov_q4_q1,8,0/8,0.00882553548253405,0.0078125,0/5,0.01101575159556678,0.0625,214,63/214,0.008625647110861875,1.841106647806237e-11,0.17046865418303309,0.15283706495547478
npos_IFNG,40,fov_q4_q1,8,0/8,0.08933600783348083,0.0078125,0/5,0.1570512056350708,0.0625,214,67/214,0.05922035872936249,1.904158052078165e-08,1.3213553950190544,1.2069567665457726
sum_CXCL9,40,fov_q4_q1,8,1/8,0.24316480448211397,0.109375,0/5,0.2596227055795497,0.0625,214,99/214,0.04613774736149168,0.16321398293022749,8.89114384126611,8.605735240977111
mean_CXCL9,40,fov_q4_q1,8,0/8,0.014894374941841745,0.0078125,0/5,0.01213151145349331,0.0625,214,71/214,0.009953402496723274,4.0099563313037075e-07,0.32300930225453117,0.30150000905830376
npos_CXCL9,40,fov_q4_q1,8,1/8,0.12072843313217163,0.0234375,0/5,0.2083050012588501,0.0625,214,77/214,0.06781899929046631,6.423807737143783e-05,2.570904016494751,2.4120718985795975
sum_CXCL10,40,fov_q4_q1,8,2/8,0.2264230355968726,0.078125,1/5,0.21260584943410965,0.1875,214,88/214,0.25351708157222985,7.7316675143665e-05,12.971615863628145,12.24367225856015
mean_CXCL10,40,fov_q4_q1,8,1/8,0.015314803324081819,0.015625,1/5,0.01281894783040416,0.125,214,61/214,0.023981817941296668,3.867413886419746e-12,0.4584071384248568,0.4188592475235944
npos_CXCL10,40,fov_q4_q1,8,1/8,0.10641753673553467,0.0234375,0/5,0.12312889099121094,0.0625,214,74/214,0.11711722612380981,8.191054109523628e-08,3.5132138431072235,3.220910534262657
sum_CCL5,40,fov_q4_q1,8,3/8,0.18313395650819775,0.3125,2/5,0.15524907454197923,0.8125,214,105/214,0.033388901468806687,0.8215912848982858,9.102719351519779,9.000094720545942
mean_CCL5,40,fov_q4_q1,8,0/8,0.013208725714484337,0.0078125,0/5,0.011585285211935997,0.0625,214,72/214,0.01013758927774877,5.058355777740515e-06,0.3325531716498043,0.3163420110146322
npos_CCL5,40,fov_q4_q1,8,1/8,0.11786311864852905,0.015625,0/5,0.11723625659942627,0.0625,214,90/214,0.04617607593536377,0.009067454136999336,2.604226842522621,2.49187770485878
sum_CD274,40,fov_q4_q1,8,3/8,0.10776560933855928,0.4609375,2/5,0.13356066982646642,0.3125,214,111/214,-0.0203430136732774,0.5206699022908658,8.194290118397735,8.062679246461258
mean_CD274,40,fov_q4_q1,8,1/8,0.009088058419674333,0.015625,0/5,0.009538925509995466,0.0625,214,85/214,0.007072143040646628,0.00015441577536498893,0.3043221101007306,0.28915376682554506
npos_CD274,40,fov_q4_q1,8,2/8,0.11387157440185547,0.0546875,1/5,0.13455533981323242,0.125,214,92/214,0.040356338024139404,0.014499957368909765,2.427521049976349,2.30998232960701
sum_IDO1,40,fov_q4_q1,8,1/8,0.3566356116357128,0.0546875,0/5,0.2455910117961566,0.0625,214,63/214,0.5279633459806208,1.876173657694885e-12,13.855865763846719,12.031135549916328
mean_IDO1,40,fov_q4_q1,8,0/8,0.03180641400436049,0.0078125,0/5,0.039964791972551095,0.0625,214,41/214,0.03569431641998266,1.9874003287911837e-21,0.4858230471628403,0.4129178582687112
npos_IDO1,40,fov_q4_q1,8,1/8,0.16774612665176392,0.0390625,0/5,0.18412566184997559,0.0625,214,61/214,0.19373303651809692,1.3807890610381974e-14,3.9027837067842484,3.3280219435691833
sum_STAT1,40,fov_q4_q1,8,1/8,1.6543250968873409,0.0546875,1/5,2.853338167320082,0.125,214,77/214,0.826984652815673,2.8689032189930492e-08,28.490042567335014,26.30814439689403
mean_STAT1,40,fov_q4_q1,8,0/8,0.10220326017786285,0.0078125,0/5,0.11928440815391372,0.0625,214,46/214,0.06701617341231486,6.658371565429275e-19,0.9985600638364502,0.8990995161327676
npos_STAT1,40,fov_q4_q1,8,1/8,0.6060515642166138,0.0234375,0/5,0.9096412658691406,0.0625,214,68/214,0.3188800811767578,5.799411843482769e-11,7.968973875045776,7.2337439358234406
sum_MX1,40,fov_q4_q1,8,0/8,1.9314845688644766,0.0078125,0/5,2.88613527229122,0.0625,214,66/214,1.1611645578525565,6.219642620288203e-11,26.97991084289845,24.67394945324093
mean_MX1,40,fov_q4_q1,8,0/8,0.1000138216538109,0.0078125,0/5,0.11928386759217657,0.0625,214,37/214,0.06864184003042262,5.236196391442928e-22,0.962635379474574,0.8519995684531091
npos_MX1,40,fov_q4_q1,8,0/8,0.6735904216766357,0.0078125,0/5,1.0418341159820557,0.0625,214,54/214,0.383716344833374,6.333076153471104e-14,7.423812091350555,6.683619379997253
sum_CXCL8,40,fov_q4_q1,8,3/8,0.5534184244206408,0.3828125,2/5,0.08933147574831368,0.8125,214,101/214,0.07874498922638784,0.008980161870122154,12.829456464842263,11.757688484020886
mean_CXCL8,40,fov_q4_q1,8,3/8,0.058010507227085215,0.25,2/5,0.0025535587207279054,0.625,214,91/214,0.010476012577443516,3.678575067586485e-05,0.4894710273046135,0.4341015545596256
npos_CXCL8,40,fov_q4_q1,8,2/8,0.23560741543769836,0.1484375,1/5,0.052892982959747314,0.3125,214,79/214,0.07526859641075134,1.003597231878502e-06,3.375352121889591,3.045259654521942
sum_TNF,40,fov_q4_q1,8,0/8,0.24523012514321918,0.0078125,0/5,0.20895797755182244,0.0625,214,79/214,0.27283778735432174,9.53688989621348e-08,6.314416609802995,5.760322991874581
mean_TNF,40,fov_q4_q1,8,1/8,0.01815208338578883,0.015625,1/5,0.015186856441073676,0.125,214,57/214,0.019593587694146125,5.057232765244363e-17,0.2317693831181498,0.20494918049491181
npos_TNF,40,fov_q4_q1,8,0/8,0.13953900337219238,0.0078125,0/5,0.14161217212677002,0.0625,214,61/214,0.10811108350753784,4.669946250462559e-12,1.8755104094743729,1.6569012850522995
n_immune,60,fov_q4_q1,8,4/8,-1.1290820240974426,0.3828125,3/5,-2.27593994140625,0.3125,214,140/214,-1.0918649435043335,5.558981196746549e-06,9.069121748209,10.35021923482418
n_cyto,60,fov_q4_q1,8,4/8,-0.07194335758686066,0.3125,3/5,-0.1657876968383789,0.3125,214,138/214,-0.07936400920152664,1.9568436134666102e-07,0.6692129131406546,0.8103809263557196
frac_immune,60,fov_q4_q1,8,4/8,-0.018439650535583496,0.3828125,3/5,-0.036883145570755005,0.3125,214,141/214,-0.021894436329603195,1.5737527523088869e-06,0.15035024331882596,0.1691628354601562
sum_chemokine,60,fov_q4_q1,8,1/8,1.9170179757594354,0.015625,0/5,1.9654564056124144,0.0625,214,79/214,1.971520304480869,1.0913290253079117e-06,79.31738787881659,75.70000467616774
mean_chemokine,60,fov_q4_q1,8,0/8,0.06609259853138488,0.0078125,0/5,0.09315425900568375,0.0625,214,37/214,0.04873243392558113,3.6695161703622365e-18,1.288333529563957,1.2017417327566968
n_chemokine_pos,60,fov_q4_q1,8,1/8,0.7451019287109375,0.0234375,0/5,0.7793083190917969,0.0625,214,68/214,0.45356273651123047,8.686369233213289e-10,17.996321082115173,16.95585870742798
sum_chemokine_immune,60,fov_q4_q1,8,4/8,0.13929100711754083,0.640625,3/5,-0.004607716027678066,0.625,214,128/214,-0.7959275980522911,0.0028514893792837364,18.91535973015426,19.86640345050471
n_chemokine_pos_immune,60,fov_q4_q1,8,4/8,-0.11110618710517883,0.546875,3/5,-0.27552127838134766,0.4375,214,128/214,-0.16864848136901855,0.002439669551953885,3.2501539178192616,3.445452880114317
sum_isg,60,fov_q4_q1,8,2/8,12.959702612455857,0.1484375,1/5,23.52384397140571,0.1875,214,74/214,8.776149517715353,6.1437977220007456e-09,349.0628190803699,327.3467694261973
mean_isg,60,fov_q4_q1,8,0/8,0.39680506739061316,0.0078125,0/5,0.4041597065977989,0.0625,214,47/214,0.27923448649605653,7.380514210665083e-22,5.585282470009783,5.1442943839245405
sum_broad,60,fov_q4_q1,8,3/8,35.23047555814259,0.1953125,1/5,54.886015856471204,0.1875,214,76/214,25.351751623230115,3.9867948621021733e-07,965.8718875262377,917.0223178104045
mean_broad,60,fov_q4_q1,8,0/8,1.2308163987107834,0.0078125,0/5,1.5674287331892778,0.0625,214,45/214,0.713574019601011,2.266426441547686e-19,15.621718801123455,14.506580387605414
sum_IFNG,60,fov_q4_q1,8,1/8,0.38773179108926437,0.0390625,0/5,0.6928988222022809,0.0625,214,79/214,0.30204037781084914,7.520598319781146e-05,9.479277176758728,9.024675654346188
mean_IFNG,60,fov_q4_q1,8,0/8,0.007103294139709233,0.0078125,0/5,0.009801824696675232,0.0625,214,66/214,0.006775866500284666,8.044417443852051e-11,0.16564924280241822,0.15220362901869045
npos_IFNG,60,fov_q4_q1,8,1/8,0.18136745691299438,0.0390625,0/5,0.3493642807006836,0.0625,214,64/214,0.11606466770172119,2.7765183140843305e-08,2.8441047370433807,2.6273941844701767
sum_CXCL9,60,fov_q4_q1,8,0/8,0.5272970147596237,0.0078125,0/5,0.5346836444935121,0.0625,214,88/214,0.28249936893177185,0.0006900345956453034,20.104417582740098,19.176216097740927
mean_CXCL9,60,fov_q4_q1,8,0/8,0.014514313467431317,0.0078125,0/5,0.014240346746863558,0.0625,214,64/214,0.010426363239470313,1.2921451517935355e-10,0.32595194977333597,0.30424049916710094
npos_CXCL9,60,fov_q4_q1,8,0/8,0.24405217170715332,0.0078125,0/5,0.43190014362335205,0.0625,214,62/214,0.14792680740356445,7.318796410700356e-10,5.717168837785721,5.328041166067123
sum_CXCL10,60,fov_q4_q1,8,1/8,0.5846308828461826,0.0234375,0/5,0.590119893960896,0.0625,214,86/214,0.7285754303055207,5.330888474591895e-06,28.69138811063647,27.023043830709454
mean_CXCL10,60,fov_q4_q1,8,0/8,0.013269914121806156,0.0078125,0/5,0.01013127001450076,0.0625,214,66/214,0.02066168946158138,4.92364286045247e-12,0.45304461821600206,0.41922609668141625
npos_CXCL10,60,fov_q4_q1,8,1/8,0.350378155708313,0.0390625,0/5,0.4757404327392578,0.0625,214,76/214,0.20560669898986816,4.531582320409783e-09,7.681847363710403,7.066924810409546
sum_CCL5,60,fov_q4_q1,8,1/8,0.6509556830038763,0.0234375,1/5,0.5328633400878466,0.125,214,88/214,0.2578787047679372,0.04960808666794625,21.04230500868129,20.476069093371166
mean_CCL5,60,fov_q4_q1,8,0/8,0.01812918756040094,0.0078125,0/5,0.01907805816074387,0.0625,214,68/214,0.010176298661238134,1.0504464066549504e-08,0.3436877187722006,0.3260715078894892
npos_CCL5,60,fov_q4_q1,8,1/8,0.23647665977478027,0.015625,0/5,0.24495887756347656,0.0625,214,73/214,0.12300610542297363,6.423807737143783e-05,5.90447661280632,5.603746652603149
sum_CD274,60,fov_q4_q1,8,3/8,0.2734420291733839,0.3828125,1/5,0.3065901412318013,0.1875,214,104/214,0.028939372781744854,0.6318561356032355,17.932423308279013,17.567636145629272
mean_CD274,60,fov_q4_q1,8,0/8,0.00668681182569697,0.0078125,0/5,0.009773935878823609,0.0625,214,75/214,0.006039493732640094,7.136518793113591e-06,0.3001922904158154,0.2869875976018509
npos_CD274,60,fov_q4_q1,8,2/8,0.2526533603668213,0.0390625,0/5,0.2875518798828125,0.0625,214,91/214,0.06566059589385986,0.0008750360977161132,5.266700863838196,5.009233176708221
sum_IDO1,60,fov_q4_q1,8,1/8,0.6555056089148406,0.078125,0/5,0.6438968969878944,0.0625,214,64/214,0.9136368213718553,1.998777319152015e-12,29.71463060528059,26.163287339407088
mean_IDO1,60,fov_q4_q1,8,0/8,0.026783938154297388,0.0078125,0/5,0.03431569152660641,0.0625,214,45/214,0.02492497504768311,6.880555569593068e-21,0.47097051622960073,0.4094409366949181
npos_IDO1,60,fov_q4_q1,8,1/8,0.284939169883728,0.0390625,0/5,0.3281216621398926,0.0625,214,59/214,0.30498772859573364,1.8149979860835998e-14,8.33167240023613,7.225242018699646
sum_STAT1,60,fov_q4_q1,8,2/8,3.583927059446278,0.0546875,1/5,6.63297214036298,0.125,214,68/214,1.7497301366421105,6.894981645862404e-11,61.143952479325634,56.571206055341
mean_STAT1,60,fov_q4_q1,8,0/8,0.08711826712030263,0.0078125,0/5,0.11126799007668975,0.0625,214,49/214,0.04907086005401756,1.5935299546404623e-19,0.9648132436275264,0.8798640251529151
npos_STAT1,60,fov_q4_q1,8,2/8,1.250009298324585,0.0390625,1/5,2.092947006225586,0.125,214,60/214,0.585806131362915,1.2914896902825788e-12,17.027947068214417,15.53147953748703
sum_MX1,60,fov_q4_q1,8,0/8,3.852764283314343,0.0078125,0/5,5.864189678888735,0.0625,214,60/214,2.0704643871521524,2.3381688412265784e-13,57.73242522397255,52.97749940657719
mean_MX1,60,fov_q4_q1,8,0/8,0.08461275955048797,0.0078125,0/5,0.1035145714769512,0.0625,214,35/214,0.04869342789409392,1.4296617489771313e-22,0.9278843235351857,0.8338293960747858
npos_MX1,60,fov_q4_q1,8,0/8,1.3523201942443848,0.0078125,0/5,2.0863261222839355,0.0625,214,52/214,0.6788527965545654,5.867211775963152e-16,15.804432392120361,14.304240107536316
sum_CXCL8,60,fov_q4_q1,8,3/8,1.3634396070057337,0.3125,2/5,0.2021812504034335,0.8125,214,90/214,0.32460108056039694,0.001520374191947914,28.47075430085873,26.13980197744347
mean_CXCL8,60,fov_q4_q1,8,3/8,0.05287662523035504,0.25,2/5,0.0018617494460534678,0.625,214,86/214,0.00815740927395861,7.984992713926075e-05,0.49536048395099996,0.44204558294266194
npos_CXCL8,60,fov_q4_q1,8,2/8,0.5260580778121948,0.1484375,1/5,0.11962532997131348,0.3125,214,78/214,0.15072369575500488,1.1293825752507152e-07,7.376321583986282,6.70309841632843
