score,radius_um,cutoff,n_sections,sections_high_lt_low,section_median_delta,section_p,patients_high_lt_low,patient_median_delta,patient_p,n_fovs,fovs_high_lt_low,fov_median_delta,fov_p,section_mean_high,section_mean_low
sum_CCL5,150,pos_vs_zero,8,0/8,5.584231619151588,0.0078125,0/5,7.297162973789867,0.0625,211,59/211,3.2572408911540123,4.3236253119738087e-13,142.38165575080097,131.93628915638533
mean_CCL5,150,pos_vs_zero,8,0/8,0.020665827287595584,0.0078125,0/5,0.021950990676173454,0.0625,211,49/211,0.007961688970225367,4.419061335483959e-18,0.37481145561011664,0.3497548726836627
npos_CCL5,150,pos_vs_zero,8,0/8,2.8789539337158203,0.0078125,0/5,3.39068603515625,0.0625,211,44/211,1.1573734283447266,2.5009976368520235e-20,38.726272106170654,35.14625692367554
sum_CD274,150,pos_vs_zero,8,0/8,4.062356779313788,0.0078125,0/5,3.940436572622758,0.0625,211,64/211,1.7557532479833924,2.5591611246848982e-08,108.45848809468146,102.5546773479201
mean_CD274,150,pos_vs_zero,8,0/8,0.007981428869611118,0.0078125,0/5,0.012824292700697348,0.0625,211,66/211,0.004888406584548477,9.861899464143708e-11,0.29654459867908733,0.28150755862659743
npos_CD274,150,pos_vs_zero,8,0/8,2.291825294494629,0.0078125,0/5,2.291825294494629,0.0625,211,49/211,0.7610950469970703,4.657877964897591e-16,31.452088832855225,28.892099142074585
sum_IDO1,150,pos_vs_zero,8,0/8,5.195933444363227,0.0078125,0/5,5.871637389986859,0.0625,211,43/211,4.613318299073342,4.7910730528346974e-20,166.37753916165175,149.1186562587874
mean_IDO1,150,pos_vs_zero,8,0/8,0.022911357898888457,0.0078125,0/5,0.03556035111729505,0.0625,211,37/211,0.013031719217756199,1.228064036092026e-24,0.43730153192819843,0.39623255179530903
npos_IDO1,150,pos_vs_zero,8,0/8,2.4934825897216797,0.0078125,0/5,3.357707977294922,0.0625,211,35/211,1.6300411224365234,1.4930467981356247e-23,46.61010527610779,40.96852254867554
sum_STAT1,150,pos_vs_zero,8,0/8,28.050385224054168,0.0078125,0/5,44.51479961569373,0.0625,211,50/211,11.384537923429264,1.3939094831595738e-21,354.75590754144577,320.7523816613997
mean_STAT1,150,pos_vs_zero,8,0/8,0.08122476818892643,0.0078125,0/5,0.10414235878829059,0.0625,211,40/211,0.028633779562480477,1.4967088165564146e-24,0.9203299820875078,0.8402244953225131
npos_STAT1,150,pos_vs_zero,8,0/8,8.767316818237305,0.0078125,0/5,13.898017883300781,0.0625,211,45/211,3.4159317016601562,2.0990902847425735e-23,98.28699016571045,87.59825611114502
sum_MX1,150,pos_vs_zero,8,0/8,26.893815756538444,0.0078125,0/5,41.49021895371641,0.0625,211,46/211,12.275230802729638,1.0733353890066113e-20,331.83885183716677,300.4508505812857
mean_MX1,150,pos_vs_zero,8,0/8,0.08206396860606177,0.0078125,0/5,0.10281949809401081,0.0625,211,42/211,0.027298829681438264,1.1359355204247241e-23,0.8741272583516053,0.7970071059433333
npos_MX1,150,pos_vs_zero,8,0/8,8.738908767700195,0.0078125,0/5,12.772560119628906,0.0625,211,34/211,3.445209503173828,2.2207346136221674e-24,90.25117635726929,80.51559925079346
sum_CXCL8,150,pos_vs_zero,8,2/8,12.461974074500723,0.3828125,1/5,3.0623508582639403,0.3125,211,99/211,0.5336647401894439,0.5718245721066755,165.50191047685385,157.36423544092818
mean_CXCL8,150,pos_vs_zero,8,3/8,0.03202426391160297,0.3125,2/5,0.002545163358647101,0.4375,211,110/211,-0.00039324404929214074,0.6564209182383836,0.47527762243959737,0.44970820158533364
npos_CXCL8,150,pos_vs_zero,8,2/8,3.721318244934082,0.078125,1/5,2.106199264526367,0.1875,211,73/211,0.616668701171875,0.0005827898189023424,42.670355558395386,39.523903608322144
sum_TNF,150,pos_vs_zero,8,0/8,5.331917521005725,0.0078125,0/5,4.226791919980329,0.0625,211,63/211,2.0483934538037865,4.752238920860052e-12,77.76935466531623,72.72428971632237
mean_TNF,150,pos_vs_zero,8,0/8,0.014211746498128855,0.0078125,0/5,0.010982413011907749,0.0625,211,57/211,0.00476633713277716,5.391318841204633e-14,0.21452158058235984,0.20123387685851168
npos_TNF,150,pos_vs_zero,8,0/8,2.231356143951416,0.0078125,0/5,2.3129072189331055,0.0625,211,52/211,0.7780284881591797,4.164388480583761e-18,22.71151602268219,20.673080682754517
n_immune,20,top20_vs_zero,8,5/8,-0.21447012200951576,0.25,4/5,-0.4655386060476303,0.1875,210,158/210,-0.2037876844406128,1.1426604188913829e-17,0.5292404871433973,0.7374631119892001
n_cyto,20,top20_vs_zero,8,5/8,-0.02463583741337061,0.25,3/5,-0.049515411257743835,0.3125,210,147/210,-0.01604723371565342,8.776731533015612e-14,0.04492554964963347,0.07128681591711938
frac_immune,20,top20_vs_zero,8,5/8,-0.03016520757228136,0.25,4/5,-0.06166275218129158,0.1875,210,156/210,-0.030586928129196167,4.649186740688676e-17,0.08228635997511446,0.11017999891191721
sum_chemokine,20,top20_vs_zero,8,3/8,0.032438128716466785,0.7421875,2/5,0.040793797093314765,0.8125,210,99/210,0.059478016711572046,0.32013457884788077,8.483257263102114,8.387495963228323
mean_chemokine,20,top20_vs_zero,8,1/8,0.05197594303695263,0.0234375,1/5,0.0465654649687407,0.1875,210,59/210,0.06045620798749579,3.70077957897536e-11,1.2426668237577512,1.1554319406564835
n_chemokine_pos,20,top20_vs_zero,8,2/8,0.04179370403289795,0.1953125,1/5,0.052587032318115234,0.1875,210,81/210,0.04892247915267944,0.00023625864547179145,2.0178741812705994,1.9350278824567795
sum_chemokine_immune,20,top20_vs_zero,8,4/8,-0.221948411551859,0.3125,3/5,-0.5545528453785714,0.3125,210,153/210,-0.22767517823420302,1.0767961233696693e-13,1.0175615646392757,1.4091613205601172
n_chemokine_pos_immune,20,top20_vs_zero,8,4/8,-0.03972141817212105,0.3125,3/5,-0.10145390965044498,0.3125,210,150/210,-0.04036008566617966,2.2137908141727162e-14,0.1771950786933303,0.2448778608813882
sum_isg,20,top20_vs_zero,8,3/8,0.8587424651328188,0.3828125,1/5,1.5876467847819598,0.3125,210,79/210,1.117449000158194,3.6210412528632166e-05,41.04028019863448,39.01602159683117
mean_isg,20,top20_vs_zero,8,0/8,0.48132506453333423,0.0078125,0/5,0.574469587764292,0.0625,210,36/210,0.36075014343660206,2.706918766123788e-22,5.779904452869146,5.203685738351277
sum_broad,20,top20_vs_zero,8,3/8,2.789411312413506,0.546875,1/5,3.304644179053966,0.3125,210,82/210,1.6578786129227652,0.00037423678532751207,113.95706890029106,110.41257106258452
mean_broad,20,top20_vs_zero,8,1/8,1.4457217388248171,0.015625,0/5,2.249983806564444,0.0625,210,31/210,1.0783099522315478,2.9513457324836455e-24,16.081407029006566,14.659030108562549
sum_IFNG,20,top20_vs_zero,8,2/8,0.029400210228163026,0.1484375,1/5,0.010091265051542342,0.3125,210,106/210,-0.004900197270445883,0.6771154830174366,1.1014630688571794,1.063352240765335
mean_IFNG,20,top20_vs_zero,8,1/8,0.010927480096986866,0.0234375,1/5,0.010560310829385841,0.125,210,86/210,0.004936874413042434,0.00513734082498087,0.1718428109775345,0.15322838702958447
npos_IFNG,20,top20_vs_zero,8,2/8,0.019980423152446747,0.078125,1/5,0.02001139521598816,0.1875,210,90/210,0.00811486691236496,0.010901999113542346,0.3328453563153744,0.30973424576222897
sum_CXCL9,20,top20_vs_zero,8,4/8,-0.0013874902367130293,0.9453125,3/5,-0.01043746467595752,0.8125,210,112/210,-0.02397671105956578,0.09243726879040513,2.088281879598483,2.114845419174252
mean_CXCL9,20,top20_vs_zero,8,1/8,0.009845247452939354,0.0234375,0/5,0.009956763486720865,0.0625,210,87/210,0.007735568636567901,0.03209787663816842,0.30528271506466753,0.2910154130241519
npos_CXCL9,20,top20_vs_zero,8,2/8,0.02669978141784668,0.25,1/5,0.037767067551612854,0.125,210,100/210,0.004441127181053162,0.3871071793696208,0.6141526214778423,0.5982371121644974
sum_CXCL10,20,top20_vs_zero,8,4/8,0.005092895951655241,0.640625,2/5,0.027393372277020878,0.8125,210,83/210,0.09238930223992192,0.0022326206980862445,3.1727497416216375,3.039868025055066
mean_CXCL10,20,top20_vs_zero,8,1/8,0.01842473377663348,0.078125,1/5,0.01696618441450104,0.3125,210,63/210,0.040032862806543806,1.3282866042798115e-10,0.4553517618320117,0.41101745360173614
npos_CXCL10,20,top20_vs_zero,8,3/8,0.007780790328979492,0.3125,2/5,0.011038541793823242,0.4375,210,81/210,0.03875952959060669,1.4831062766626151e-05,0.8685311526060104,0.8035913556814194
sum_CCL5,20,top20_vs_zero,8,5/8,-0.005457029416068959,0.3125,4/5,-0.006929868093421554,0.3125,210,111/210,-0.012835649121764603,0.07708525939746395,2.120762573024816,2.1694302782336714
mean_CCL5,20,top20_vs_zero,8,1/8,0.008940163784431757,0.1484375,1/5,0.009082206238133078,0.4375,210,98/210,0.0017972393796819447,0.2573472292866982,0.3101895358835373,0.30017068700101107
npos_CCL5,20,top20_vs_zero,8,3/8,0.0016139745712280273,0.3828125,2/5,0.001722484827041626,0.4375,210,96/210,0.003916699439287186,0.47770555223891953,0.6181756071746349,0.6085647493600845
sum_CD274,20,top20_vs_zero,8,4/8,-0.004779664849251963,0.9453125,3/5,-0.03051325135900851,1.0,210,112/210,-0.027968490381001354,0.10444044211035027,2.07255941994586,2.0722553275945343
mean_CD274,20,top20_vs_zero,8,2/8,0.013003762652863043,0.0546875,1/5,0.009163417426540421,0.125,210,89/210,0.010630856992926652,0.007910260088755585,0.3061113584790349,0.28978505087567286
npos_CD274,20,top20_vs_zero,8,3/8,0.024600818753242493,0.3125,2/5,0.03140294551849365,0.3125,210,99/210,0.010309338569641113,0.20863404207768577,0.6157972104847431,0.5926736071705818
sum_IDO1,20,top20_vs_zero,8,2/8,0.05467025910759432,0.109375,1/5,0.05871997372773585,0.1875,210,67/210,0.17073567786958205,6.691070676709593e-10,3.5327612458861473,3.0528163610997376
mean_IDO1,20,top20_vs_zero,8,1/8,0.03505291519235948,0.015625,0/5,0.04933628849604077,0.0625,210,54/210,0.04477483936592262,1.8475090590497784e-17,0.5017154411880242,0.4101547279143867
npos_IDO1,20,top20_vs_zero,8,1/8,0.03466581553220749,0.078125,1/5,0.04680752754211426,0.125,210,66/210,0.05419181287288666,5.107492872720768e-12,0.9929192066192627,0.8438099045306444
sum_STAT1,20,top20_vs_zero,8,2/8,0.28795261618548285,0.1953125,1/5,0.38726060615847313,0.1875,210,82/210,0.2288725169749144,0.00014919367984264439,7.210671089239467,6.822766233171999
mean_STAT1,20,top20_vs_zero,8,1/8,0.10565284613685028,0.015625,0/5,0.11084614623394728,0.0625,210,54/210,0.07960056924736289,1.9225171102188413e-14,1.01885951118659,0.9164731953354406
npos_STAT1,20,top20_vs_zero,8,2/8,0.1116340160369873,0.1953125,1/5,0.1225581169128418,0.125,210,77/210,0.09923738241195679,3.5805516740011804e-07,2.016968071460724,1.8721108138561249
sum_MX1,20,top20_vs_zero,8,2/8,0.5168665600429643,0.078125,1/5,0.7739167787910528,0.125,210,64/210,0.3018548303882602,9.598876696843753e-09,6.9684496678751024,6.408062323926602
mean_MX1,20,top20_vs_zero,8,0/8,0.13164749457703495,0.0078125,0/5,0.14718527051451813,0.0625,210,40/210,0.09640794226165936,1.4648824099660852e-22,0.999013048971792,0.8650543931600314
npos_MX1,20,top20_vs_zero,8,2/8,0.1737002730369568,0.0546875,1/5,0.2799553871154785,0.125,210,55/210,0.11802488565444946,1.0024932122246089e-11,1.9177924767136574,1.7364469170570374
sum_CXCL8,20,top20_vs_zero,8,3/8,0.18789470828103016,0.3125,2/5,0.041577218034798635,0.8125,210,103/210,0.00896362034527598,0.3735576129562084,3.433213667395295,2.903127533789186
mean_CXCL8,20,top20_vs_zero,8,3/8,0.07257845185700351,0.25,2/5,0.007277030128632567,0.625,210,92/210,0.008284593621043099,0.007963631083995597,0.5160630669622108,0.4134770542540994
npos_CXCL8,20,top20_vs_zero,8,2/8,0.06862126290798187,0.1484375,1/5,0.016760438680648804,0.3125,210,91/210,0.007961392402648926,0.013645806014997352,0.9032939318567514,0.7601314019411802
sum_TNF,20,top20_vs_zero,8,2/8,0.08130946619116441,0.078125,2/5,0.06761439576945438,0.4375,210,79/210,0.08517511237085895,2.8964334006293024e-05,1.6173428446877496,1.4665589343224896
mean_TNF,20,top20_vs_zero,8,1/8,0.027171256649219773,0.015625,1/5,0.024807580895820996,0.125,210,69/210,0.019761796386592437,9.19185625738116e-12,0.23569461133960887,0.20187407518704048
npos_TNF,20,top20_vs_zero,8,1/8,0.02837088704109192,0.015625,1/5,0.01993529001871741,0.125,210,74/210,0.03234708309173584,6.4961907826737685e-09,0.4796450212597847,0.42096185497939587
n_immune,40,top20_vs_zero,8,4/8,-0.8188413381576538,0.3125,3/5,-1.7589631080627441,0.3125,210,145/210,-0.7068718075752258,7.557988209127922e-10,3.474876642227173,3.9655700474977493
n_cyto,40,top20_vs_zero,8,4/8,-0.0804225355386734,0.3125,3/5,-0.17960405349731445,0.3125,210,154/210,-0.06738939695060253,3.586458810368333e-14,0.2521724533289671,0.32998450193554163
frac_immune,40,top20_vs_zero,8,4/8,-0.02894999086856842,0.640625,3/5,-0.0596553236246109,0.625,210,144/210,-0.02825312316417694,9.632834620703023e-10,0.131964226718992,0.14540601940825582
sum_chemokine,40,top20_vs_zero,8,1/8,0.4626489763494117,0.078125,1/5,0.6383196371203645,0.125,210,90/210,0.4326951509364809,0.018849645821732885,34.98375152578995,33.86183638763351
mean_chemokine,40,top20_vs_zero,8,0/8,0.07200231060672119,0.0078125,0/5,0.08404474195813005,0.0625,210,48/210,0.05912167984580208,6.890778708899095e-13,1.2791857316682846,1.1837460296999824
n_chemokine_pos,40,top20_vs_zero,8,2/8,0.23807072639465332,0.1484375,1/5,0.23942041397094727,0.125,210,80/210,0.1547691822052002,0.0001050542761998712,8.046228528022766,7.669914126396179
sum_chemokine_immune,40,top20_vs_zero,8,4/8,-0.8068621117865129,0.3828125,3/5,-2.289574768742552,0.3125,210,137/210,-0.8082794329775483,2.990697075687514e-07,6.972803467816873,7.6122625190307325
n_chemokine_pos_immune,40,top20_vs_zero,8,4/8,-0.1434459537267685,0.546875,3/5,-0.4105737507343292,0.3125,210,138/210,-0.14926321059465408,1.5884912576525906e-07,1.2050884868949652,1.3156790155917406
sum_isg,40,top20_vs_zero,8,4/8,3.7002452829023156,0.3828125,2/5,8.337160047997486,0.3125,210,86/210,2.389550297765844,4.385301706398582e-05,158.774088308176,150.7682993042536
mean_isg,40,top20_vs_zero,8,0/8,0.3995883509747251,0.0078125,0/5,0.44579824066564955,0.0625,210,43/210,0.2997006455416851,4.0248671751156775e-21,5.643118295268293,5.1706084800320475
sum_broad,40,top20_vs_zero,8,3/8,10.59912305540955,0.4609375,1/5,18.391337508147558,0.3125,210,89/210,7.899708542492306,0.000553848396787276,437.94513639651257,423.6022498909804
mean_broad,40,top20_vs_zero,8,2/8,1.248228988373997,0.0546875,1/5,1.776015879069952,0.125,210,42/210,0.8061316271614967,1.179563301338782e-20,15.72128655958188,14.573151534124994
sum_IFNG,40,top20_vs_zero,8,1/8,0.14681958899447656,0.015625,0/5,0.28905317020494525,0.0625,210,86/210,0.10372225846474237,0.001789005847324102,4.314573758357978,4.125814495950915
mean_IFNG,40,top20_vs_zero,8,0/8,0.010814619896243861,0.0078125,0/5,0.010302696181817783,0.0625,210,62/210,0.009009241736907148,1.0456889953833373e-10,0.1696077684197259,0.1522935904437479
npos_IFNG,40,top20_vs_zero,8,1/8,0.06985801458358765,0.0390625,0/5,0.15651744604110718,0.0625,210,74/210,0.04683113098144531,6.28493401927494e-07,1.2951886802911758,1.2013311013579369
sum_CXCL9,40,top20_vs_zero,8,1/8,0.13451641691956207,0.1484375,1/5,0.19117468453035258,0.1875,210,107/210,-0.0033600445510573174,0.9470956934405529,8.809488852164042,8.551821859921363
mean_CXCL9,40,top20_vs_zero,8,0/8,0.014053371959415958,0.0078125,0/5,0.011295367094036779,0.0625,210,75/210,0.009062622743617799,7.849932726045311e-05,0.32116971432718566,0.2992433409017117
npos_CXCL9,40,top20_vs_zero,8,2/8,0.08849018812179565,0.1484375,1/5,0.1536087989807129,0.125,210,80/210,0.04656398296356201,0.004116184490824183,2.5291063487529755,2.3918266594409943
sum_CXCL10,40,top20_vs_zero,8,2/8,0.12313963722053822,0.25,1/5,0.18048492475479083,0.1875,210,89/210,0.2375962569325698,0.001002125517656472,12.856321350806184,12.211529750780603
mean_CXCL10,40,top20_vs_zero,8,0/8,0.01676272432453646,0.0078125,0/5,0.013951867361887582,0.0625,210,62/210,0.021479858360808082,9.135213530554169e-11,0.4565346111959214,0.41725927678747077
npos_CXCL10,40,top20_vs_zero,8,3/8,0.1338268518447876,0.1484375,1/5,0.19641995429992676,0.125,210,84/210,0.10432684421539307,5.247727231983475e-06,3.4669212102890015,3.206581473350525
sum_CCL5,40,top20_vs_zero,8,3/8,0.11790513317448603,0.640625,2/5,0.05554817740868323,0.8125,210,110/210,-0.04523017281938291,0.20053965081295466,9.003367564461746,8.97267028098063
mean_CCL5,40,top20_vs_zero,8,0/8,0.015246959784140313,0.0078125,0/5,0.008166680559170525,0.0625,210,78/210,0.007748792250030556,0.00025588565841848035,0.3318736377254514,0.31494982156705204
npos_CCL5,40,top20_vs_zero,8,1/8,0.07058131694793701,0.078125,1/5,0.07143688201904297,0.125,210,93/210,0.024492084980010986,0.1371597548060716,2.5597165524959564,2.478694438934326
sum_CD274,40,top20_vs_zero,8,4/8,-5.724957675923292e-05,0.7421875,2/5,0.006488061500188103,0.8125,210,108/210,-0.03424944119971762,0.7281018828868777,8.185643028523277,8.033052365215859
mean_CD274,40,top20_vs_zero,8,1/8,0.014566245717353127,0.015625,1/5,0.019603779771540958,0.125,210,80/210,0.00758449121717783,9.782604200575907e-06,0.30602337554502923,0.28768589828129953
npos_CD274,40,top20_vs_zero,8,2/8,0.10837650299072266,0.078125,1/5,0.10398554801940918,0.125,210,96/210,0.02280452847480774,0.014173204323095503,2.409430220723152,2.2950740307569504
sum_IDO1,40,top20_vs_zero,8,2/8,0.25728416205568605,0.109375,1/5,0.2346582283829024,0.1875,210,68/210,0.5821993740079305,1.4727032697759724e-11,13.757253282338734,11.965052491288011
mean_IDO1,40,top20_vs_zero,8,0/8,0.03528057153855098,0.0078125,0/5,0.04738411233347678,0.0625,210,49/210,0.037036688300553365,2.2112649457434283e-20,0.4851963653021703,0.41016607878861977
npos_IDO1,40,top20_vs_zero,8,1/8,0.1207284927368164,0.078125,1/5,0.1572103500366211,0.125,210,60/210,0.1814519762992859,1.6367531904706605e-13,3.8532813489437103,3.304026499390602
sum_STAT1,40,top20_vs_zero,8,3/8,1.3492054379227767,0.1953125,1/5,2.289575462188786,0.1875,210,78/210,0.6634975090506838,5.875717327494296e-06,27.921734068307963,26.198104777310544
mean_STAT1,40,top20_vs_zero,8,0/8,0.0929844000483645,0.0078125,0/5,0.0982652982484884,0.0625,210,55/210,0.05981582881914099,1.6600581628261888e-16,0.983848245932948,0.8941868908627604
npos_STAT1,40,top20_vs_zero,8,3/8,0.4862130880355835,0.1953125,1/5,0.6967067718505859,0.1875,210,74/210,0.25179386138916016,4.088254414956769e-08,7.776422441005707,7.191613107919693
sum_MX1,40,top20_vs_zero,8,2/8,1.4735803757789219,0.109375,1/5,2.7131995987365904,0.125,210,71/210,1.1053470917646853,1.2534085883304376e-08,26.590557305610275,24.54601691851424
mean_MX1,40,top20_vs_zero,8,0/8,0.10261226956117436,0.0078125,0/5,0.11556722578069667,0.0625,210,38/210,0.06934903452645005,1.2310765721132883e-20,0.9548929458100577,0.8462621217619987
npos_MX1,40,top20_vs_zero,8,2/8,0.5211471319198608,0.109375,1/5,0.9997191429138184,0.125,210,64/210,0.3328160047531128,4.873352214840207e-11,7.27658811211586,6.639560639858246
sum_CXCL8,40,top20_vs_zero,8,3/8,0.6716914610266398,0.3125,2/5,0.08572905273362741,0.8125,210,110/210,-0.09945279227337567,0.1884501731681385,13.844673888281918,11.713346296362875
mean_CXCL8,40,top20_vs_zero,8,3/8,0.06442228230363346,0.25,2/5,0.002453885036180742,0.625,210,96/210,0.007319296787863222,0.000643865306995875,0.5364156510894286,0.4317364772757123
npos_CXCL8,40,top20_vs_zero,8,2/8,0.24903488159179688,0.1484375,1/5,0.06470060348510742,0.3125,210,96/210,0.03783071041107178,0.0018098007821891065,3.543719530105591,3.0252342373132706
sum_TNF,40,top20_vs_zero,8,2/8,0.28149839089404627,0.0546875,2/5,0.2926181371966248,0.3125,210,78/210,0.2169815291025703,9.72219034368743e-07,6.333240143941567,5.744139823302339
mean_TNF,40,top20_vs_zero,8,1/8,0.02769033331598112,0.015625,1/5,0.023312683652512267,0.125,210,56/210,0.01877686635511551,2.486104097396386e-15,0.2338559402239671,0.20404410302484688
npos_TNF,40,top20_vs_zero,8,0/8,0.12800487875938416,0.0078125,0/5,0.07938814163208008,0.0625,210,67/210,0.09250679612159729,1.518739918491204e-10,1.86802339553833,1.649029977619648
n_immune,60,top20_vs_zero,8,4/8,-1.498616099357605,0.84375,3/5,-3.1465682983398438,0.4375,210,142/210,-1.2920399904251099,2.2920861535993323e-07,9.788211613893509,10.355692744255066
n_cyto,60,top20_vs_zero,8,4/8,-0.11760120093822479,0.3125,3/5,-0.28862571716308594,0.3125,210,136/210,-0.10303162038326263,2.5173583727498077e-08,0.6871784962713718,0.8125779218971729
frac_immune,60,top20_vs_zero,8,4/8,-0.02362167276442051,0.9453125,3/5,-0.04992297291755676,0.625,210,142/210,-0.024208717048168182,1.7959057560959408e-07,0.16543740453198552,0.16911463998258114
sum_chemokine,60,top20_vs_zero,8,0/8,1.4305663704507907,0.0078125,0/5,1.4343537729789588,0.0625,210,84/210,1.0280367725211441,0.002053668429968928,78.86191317513088,75.34718829502475
mean_chemokine,60,top20_vs_zero,8,0/8,0.06817740380838394,0.0078125,0/5,0.10962881977633998,0.0625,210,49/210,0.04860287206288538,4.950920457632624e-14,1.2894179701794606,1.1957238833451276
n_chemokine_pos,60,top20_vs_zero,8,2/8,0.5006093978881836,0.078125,1/5,0.513336181640625,0.125,210,77/210,0.2904167175292969,1.103474439081874e-05,17.776488780975342,16.874773740768433
sum_chemokine_immune,60,top20_vs_zero,8,4/8,0.13158122574099318,1.0,3/5,-0.24264610394233443,0.8125,210,133/210,-1.1716190157729938,0.00010955033825560998,19.664547429729577,19.692318383870187
n_chemokine_pos_immune,60,top20_vs_zero,8,4/8,-0.18878914415836334,0.9453125,3/5,-0.4753541946411133,0.625,210,133/210,-0.20408087968826294,0.00011529214254252126,3.402306489646435,3.421865951269865
sum_isg,60,top20_vs_zero,8,4/8,9.494435940625237,0.3125,2/5,19.545004762156964,0.3125,210,83/210,6.078674600562039,3.5665283112634734e-06,343.61413483762857,325.8622109147642
mean_isg,60,top20_vs_zero,8,2/8,0.3554949321038037,0.0390625,0/5,0.379989298752454,0.0625,210,47/210,0.24640043411316603,2.458712009582803e-20,5.531453992599652,5.118298758842908
sum_broad,60,top20_vs_zero,8,3/8,25.886777383389642,0.3828125,1/5,43.679904649874516,0.3125,210,85/210,17.845982669876832,7.310419892559697e-05,946.3875145754046,913.2538116969483
mean_broad,60,top20_vs_zero,8,2/8,1.0967733801166615,0.078125,1/5,1.4661097519426676,0.125,210,43/210,0.6289176849953728,5.817980405239606e-19,15.416423306540025,14.436519298101286
sum_IFNG,60,top20_vs_zero,8,2/8,0.3521229323709125,0.078125,0/5,0.6696454745370453,0.0625,210,84/210,0.20239546834724065,0.0031119657929087243,9.419535831014588,9.002926977739866
mean_IFNG,60,top20_vs_zero,8,1/8,0.008907423438561636,0.015625,1/5,0.009745135932036714,0.125,210,65/210,0.005772936645396368,2.685102947879532e-09,0.16593539993242426,0.1517194008236311
npos_IFNG,60,top20_vs_zero,8,2/8,0.14116352796554565,0.109375,1/5,0.3389570713043213,0.125,210,76/210,0.0702899694442749,7.512123699332549e-06,2.806838259100914,2.6156723499298096
sum_CXCL9,60,top20_vs_zero,8,0/8,0.35048537942051183,0.0078125,0/5,0.41782963052752997,0.0625,210,91/210,0.09019689561827526,0.16798836081769053,20.056793246787986,19.034017101914486
mean_CXCL9,60,top20_vs_zero,8,0/8,0.016267500156270723,0.0078125,0/5,0.016722126199136295,0.0625,210,68/210,0.00842892938903271,3.711308150117076e-07,0.32643740447757486,0.3019557240186558
npos_CXCL9,60,top20_vs_zero,8,2/8,0.19702768325805664,0.0390625,0/5,0.31516075134277344,0.0625,210,75/210,0.08182334899902344,2.0572060346889834e-05,5.664280265569687,5.279714077711105
sum_CXCL10,60,top20_vs_zero,8,2/8,0.4274206766936386,0.078125,1/5,0.546941188791946,0.125,210,86/210,0.6988494292743122,8.668777360234134e-05,28.506708298284085,26.919105306280567
mean_CXCL10,60,top20_vs_zero,8,0/8,0.019480832939613474,0.0078125,0/5,0.02199081304865158,0.0625,210,63/210,0.01826570546868167,1.2396047006795676e-11,0.45276174498291577,0.41745928417088296
npos_CXCL10,60,top20_vs_zero,8,3/8,0.27831804752349854,0.109375,1/5,0.3743138313293457,0.125,210,78/210,0.2095050811767578,3.5379627925246236e-07,7.602778971195221,7.029281318187714
sum_CCL5,60,top20_vs_zero,8,1/8,0.41116516759428023,0.078125,1/5,0.4351639552994335,0.3125,210,101/210,0.06121789732539007,0.9932125009062167,20.878875799044224,20.391138909089822
mean_CCL5,60,top20_vs_zero,8,0/8,0.022733403761501722,0.0078125,0/5,0.01899027054379232,0.0625,210,78/210,0.008256467383487509,1.3797305733931178e-05,0.3442834207865457,0.3245894743319577
npos_CCL5,60,top20_vs_zero,8,1/8,0.17156445980072021,0.015625,0/5,0.16003751754760742,0.0625,210,84/210,0.08488619327545166,0.018060723023042072,5.825828492641449,5.570549786090851
sum_CD274,60,top20_vs_zero,8,3/8,0.15406506830803934,0.3828125,1/5,0.1486757131650478,0.4375,210,108/210,-0.06440276259723454,0.8528745478371609,17.911746496322017,17.504318724165298
mean_CD274,60,top20_vs_zero,8,0/8,0.01565200947706545,0.0078125,0/5,0.019451033327837597,0.0625,210,83/210,0.004522006513449112,6.871395993240173e-05,0.3021680867205915,0.28577653275028725
npos_CD274,60,top20_vs_zero,8,2/8,0.24001669883728027,0.0546875,0/5,0.2342066764831543,0.0625,210,93/210,0.041407227516174316,0.007804478211841458,5.229806423187256,4.979486644268036
sum_IDO1,60,top20_vs_zero,8,2/8,0.4315964665914529,0.109375,2/5,0.5877545537343325,0.3125,210,69/210,0.6775060295221973,1.6480020107664562e-10,29.563549654130924,26.019256295370823
mean_IDO1,60,top20_vs_zero,8,0/8,0.030242647486518295,0.0078125,0/5,0.043780647209420986,0.0625,210,46/210,0.02486287023486472,9.65047769747166e-20,0.47143152188413207,0.4070506981081925
npos_IDO1,60,top20_vs_zero,8,1/8,0.23057138919830322,0.078125,1/5,0.2615957260131836,0.125,210,64/210,0.23889398574829102,1.7175634390053473e-12,8.248022675514221,7.174735009670258
sum_STAT1,60,top20_vs_zero,8,3/8,2.94174804729259,0.1953125,1/5,5.2696966131098435,0.1875,210,77/210,1.4447693435297246,1.2180316835110235e-07,60.084373500820966,56.310188372668215
mean_STAT1,60,top20_vs_zero,8,1/8,0.08001932353007857,0.015625,0/5,0.09111956600549465,0.0625,210,52/210,0.047288885761787636,5.5303852476732e-17,0.9535925955490552,0.8756137458065911
npos_STAT1,60,top20_vs_zero,8,3/8,1.05729341506958,0.1953125,1/5,1.5887298583984375,0.1875,210,70/210,0.5114974975585938,2.611670460938448e-09,16.663106858730316,15.439068377017975
sum_MX1,60,top20_vs_zero,8,2/8,3.0611004729055438,0.0546875,1/5,5.455339634483998,0.125,210,66/210,1.7458785668667218,4.6325169166157513e-10,57.083536140002565,52.6902500315761
