method	contrast	term	thesis	direction	thesis_sign_match	test	effect	mean_log2FC	pvalue	n_set_in_test	lfc_floor	family	note	gsea_lead	de_fit	fdr_within_family	fdr_global
edgeR_QL	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-25.2193	-0.126462	0.535465	41	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.616384	0.779206
edgeR_QL	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.126462	-0.126462	0.662777	41	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.731389	0.870833
edgeR_QL	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.126462	-0.126462	0.673258	41	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.935135	0.877504
edgeR_QL	MCF7	NHEJ_CORE	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	NHEJ_CORE	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	STING_AXIS	up	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	STING_AXIS	up	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	IFN	up	down	False	gsea	-0.937282	-0.357594	0.317682	7	1	sensitivity	two-sided gene-set permutation	IFITM2,SOCS3,IFITM3	QLF_common_disp_0.0004436	0.559441	0.626112
edgeR_QL	MCF7	IFN	up	down	False	mean_stat_perm	-71.6114	-0.357594	0.486513	7	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.851399	0.734292
edgeR_QL	MCF7	IFN	up	down	False	wilcoxon_log2FC	-0.357594	-0.357594	0.8125	7	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.8125	0.978858
edgeR_QL	MCF7	IFN	up	down	False	wilcoxon_thesis_sided	-0.357594	-0.357594	0.65625	7	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.78418	0.868212
edgeR_QL	MCF7	APM	up	up	True	gsea	1.32529	1.30318	0.0559441	3	1	sensitivity	two-sided gene-set permutation	HLA-A,HLA-C	QLF_common_disp_0.0004436	0.241259	0.375771
edgeR_QL	MCF7	APM	up	up	True	mean_stat_perm	230.189	1.30318	0.213786	3	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.769231	0.549349
edgeR_QL	MCF7	APM	up	up	True	wilcoxon_log2FC	1.30318	1.30318	0.25	3	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.8125	0.573
edgeR_QL	MCF7	APM	up	up	True	wilcoxon_thesis_sided	1.30318	1.30318	0.125	3	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.4375	0.457207
edgeR_QL	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436		
edgeR_QL	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-0.820761	-0.417131	0.401598	10	1	sensitivity	two-sided gene-set permutation	IFITM2,SOCS3,IFITM3,IRF6	QLF_common_disp_0.0004436	0.559441	0.678969
edgeR_QL	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-73.2833	-0.417131	0.475524	10	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.851399	0.724439
edgeR_QL	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.417131	-0.417131	0.625	10	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.8125	0.844011
edgeR_QL	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.417131	-0.417131	0.72168	10	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.78418	0.911958
edgeR_QL	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	gsea	-0.682882	-0.334398	0.483516	10	1	sensitivity	two-sided gene-set permutation	SOCS3,HLA-DRB1,IRF6	QLF_common_disp_0.0004436	0.559441	0.731127
edgeR_QL	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	mean_stat_perm	-41.6141	-0.334398	0.662338	10	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.927273	0.870833
edgeR_QL	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.334398	-0.334398	0.492188	10	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.8125	0.738736
edgeR_QL	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.334398	-0.334398	0.78418	10	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.78418	0.956823
edgeR_QL	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea	1.32664	1.30318	0.0689311	3	1	sensitivity	two-sided gene-set permutation	HLA-A,HLA-C	QLF_common_disp_0.0004436	0.241259	0.394169
edgeR_QL	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm	230.189	1.30318	0.21978	3	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.769231	0.557692
edgeR_QL	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	1.30318	1.30318	0.25	3	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.8125	0.573
edgeR_QL	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	1.30318	1.30318	0.125	3	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.4375	0.457207
edgeR_QL	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	gsea	-0.517044	0.42693	0.543457	8	1	sensitivity	two-sided gene-set permutation	IFITM2,IFITM3	QLF_common_disp_0.0004436	0.559441	0.786607
edgeR_QL	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	mean_stat_perm	-4.21891	0.42693	0.954046	8	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.954046	1
edgeR_QL	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	wilcoxon_log2FC	0.42693	0.42693	0.382812	8	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.8125	0.659965
edgeR_QL	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	wilcoxon_thesis_sided	0.42693	0.42693	0.191406	8	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.446615	0.520897
edgeR_QL	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-0.633318	-0.184725	0.559441	21	1	sensitivity	two-sided gene-set permutation	IFITM2,SOCS3,HLA-DRB1,IFITM3,ST8SIA4	QLF_common_disp_0.0004436	0.559441	0.795732
edgeR_QL	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-10.3089	-0.184725	0.895105	21	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.0004436	0.954046	1
edgeR_QL	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.184725	-0.184725	0.707934	21	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.0004436	0.8125	0.904558
edgeR_QL	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.184725	-0.184725	0.658643	21	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.0004436	0.78418	0.868212
limma_trend	MCF7	NHEJ_CORE	down	up	False	gsea	0.975278	0.0411203	0.258741	6	0	primary	two-sided gene-set permutation	XRCC5,XRCC4,XRCC6	limma_trend	0.394231	0.578471
limma_trend	MCF7	NHEJ_CORE	down	up	False	mean_stat_perm	1.17087	0.0411203	0.536464	6	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.779264
limma_trend	MCF7	NHEJ_CORE	down	up	False	wilcoxon_log2FC	0.0411203	0.0411203	0.6875	6	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.6875	0.886111
limma_trend	MCF7	NHEJ_CORE	down	up	False	wilcoxon_thesis_sided	0.0411203	0.0411203	0.71875	6	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.991679	0.911914
limma_trend	MCF7	STING_AXIS	up	up	True	gsea	1.11944	0.19491	0.16983	4	0	primary	two-sided gene-set permutation	IRF3,CGAS,TBK1,STING1	limma_trend	0.394231	0.520897
limma_trend	MCF7	STING_AXIS	up	up	True	mean_stat_perm	2.27967	0.19491	0.341658	4	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.654308
limma_trend	MCF7	STING_AXIS	up	up	True	wilcoxon_log2FC	0.19491	0.19491	0.125	4	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.541606	0.457207
limma_trend	MCF7	STING_AXIS	up	up	True	wilcoxon_thesis_sided	0.19491	0.19491	0.0625	4	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.468896	0.375771
limma_trend	MCF7	IFN	up	down	False	gsea	-1.40969	-0.161742	0.031968	46	0	primary	two-sided gene-set permutation	OASL,IFIT1,IRF9,STAT2,OAS3,OAS1,USP18,IFNGR2,IFI6,LY6E,IFI44L,GBP2,IFITM2,SOCS3,IFNAR1,IFITM3	limma_trend	0.175824	0.291663
limma_trend	MCF7	IFN	up	down	False	mean_stat_perm	-1.81355	-0.161742	0.036963	46	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.335165	0.319298
limma_trend	MCF7	IFN	up	down	False	wilcoxon_log2FC	-0.161742	-0.161742	0.0157216	46	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.172938	0.219983
limma_trend	MCF7	IFN	up	down	False	wilcoxon_thesis_sided	-0.161742	-0.161742	0.992384	46	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.992384	1
limma_trend	MCF7	APM	up	up	True	gsea	1.33897	0.177254	0.0609391	19	0	primary	two-sided gene-set permutation	HLA-A,HLA-C,HLA-E,B2M	limma_trend	0.223443	0.375771
limma_trend	MCF7	APM	up	up	True	mean_stat_perm	1.47674	0.177254	0.252747	19	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.573
limma_trend	MCF7	APM	up	up	True	wilcoxon_log2FC	0.177254	0.177254	0.352459	19	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.560338	0.65625
limma_trend	MCF7	APM	up	up	True	wilcoxon_thesis_sided	0.177254	0.177254	0.176229	19	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.468896	0.520897
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	gsea	-0.762024	-0.0132032	0.515485	48	0	primary	two-sided gene-set permutation	PAXIP1,H2BC26,BRCC3,TDP2,TDP1,H2BC13,PRKDC,H2BC15,KAT5,H2BC17,H2BC12	limma_trend	0.515485	0.759661
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	mean_stat_perm	-0.66498	-0.0132032	0.428571	48	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.696
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_log2FC	-0.0132032	-0.0132032	0.182419	48	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.541606	0.520897
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_thesis_sided	-0.0132032	-0.0132032	0.0912096	48	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.468896	0.440762
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	gsea	0.834322	0.0510588	0.324675	14	0	primary	two-sided gene-set permutation	DDX41,XRCC5,IRF3,XRCC6,CGAS,TRIM21,TBK1	limma_trend	0.396825	0.632328
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	mean_stat_perm	1.23097	0.0510588	0.366633	14	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.65625
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	wilcoxon_log2FC	0.0510588	0.0510588	0.42627	14	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.560338	0.696
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	wilcoxon_thesis_sided	0.0510588	0.0510588	0.213135	14	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.468896	0.549349
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.05704	-0.108227	0.213786	55	0	primary	two-sided gene-set permutation	OASL,IFIT1,IRF9,STAT2,OAS3,IRF8,KPNA1,OAS1,IP6K2,PTPN6,USP18,PTPN1,IFI6,GBP2,IFITM2,SOCS3,IFNAR1,IFITM3,IRF6	limma_trend	0.394231	0.549349
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-0.71698	-0.108227	0.355644	55	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.65625
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.108227	-0.108227	0.196948	55	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.541606	0.531301
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.108227	-0.108227	0.901526	55	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.991679	1
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	gsea	-0.90815	-0.0700257	0.376623	72	0	primary	two-sided gene-set permutation	CAMK2D,IFI30,TRIM26,ICAM1,CAMK2B,OASL,IRF9,PRKCD,OAS3,IRF8,TRIM35,SMAD7,OAS1,PTPN6,PTPN1,IFNGR2,GBP2,HLA-DRB5,HLA-DRB1,SOCS3,MT2A,IRF6	limma_trend	0.414286	0.657674
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	mean_stat_perm	-0.404228	-0.0700257	0.565435	72	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.798492
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.0700257	-0.0700257	0.309764	72	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.560338	0.613485
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.0700257	-0.0700257	0.845118	72	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.991679	1
limma_trend	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea	1.53361	0.15124	0.016983	26	0	primary	two-sided gene-set permutation	HLA-A,HLA-C,HLA-E,B2M,SEC13,SEC24D	limma_trend	0.175824	0.221087
limma_trend	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm	2.11293	0.15124	0.0609391	26	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.335165	0.375771
limma_trend	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	0.15124	0.15124	0.422702	26	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.560338	0.696
limma_trend	MCF7	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	0.15124	0.15124	0.211351	26	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.468896	0.549349
limma_trend	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	gsea	-0.984963	0.0410048	0.286713	80	0	primary	two-sided gene-set permutation	OASL,PSME2,IRF9,STAT2,WARS1,OAS1,USP18,IL4R,LY6E,TRAFD1,PARP9,IFI44L,GBP2,TENT5A,MOV10,IFITM2,PSME1,ELF1,CD47,IFITM3	limma_trend	0.394231	0.5975
limma_trend	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	mean_stat_perm	-0.358538	0.0410048	0.575425	80	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.808382
limma_trend	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	wilcoxon_log2FC	0.0410048	0.0410048	0.60781	80	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.66859	0.837268
limma_trend	MCF7	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	up	True	wilcoxon_thesis_sided	0.0410048	0.0410048	0.303905	80	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.557159	0.60931
limma_trend	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-1.01678	-0.0286259	0.245754	155	0	primary	two-sided gene-set permutation	PSMA3,LATS2,PDE4B,NFKB1,IFI30,TRIM26,CCL5,CD274,ICAM1,OASL,IFIT1,PSME2,IRF9,STAT2,WARS1,OAS3,IRF8,SRI,TNFAIP2,PTPN6,CFB,USP18,PTPN1,IL4R,LY6E	limma_trend	0.394231	0.573
limma_trend	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-0.374892	-0.0286259	0.445554	155	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.575425	0.705244
limma_trend	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.0286259	-0.0286259	0.458458	155	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.560338	0.710436
limma_trend	MCF7	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.0286259	-0.0286259	0.770771	155	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.991679	0.951164
limma_trend	MCF7	NHEJ_CORE	down	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	MCF7	NHEJ_CORE	down	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	MCF7	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	MCF7	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	MCF7	STING_AXIS	up	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	MCF7	STING_AXIS	up	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	MCF7	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	MCF7	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	MCF7	IFN	up	down	False	gsea	-0.991657	-0.344617	0.290709	15	0.5	sensitivity	two-sided gene-set permutation	OASL,IFIT1,OAS1,USP18,IFI44L,GBP2,IFITM2,SOCS3,IFNAR1,IFITM3	limma_trend	0.52048	0.599127
limma_trend	MCF7	IFN	up	down	False	mean_stat_perm	-3.68148	-0.344617	0.188811	15	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.440559	0.520897
limma_trend	MCF7	IFN	up	down	False	wilcoxon_log2FC	-0.344617	-0.344617	0.168823	15	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.4375	0.520897
limma_trend	MCF7	IFN	up	down	False	wilcoxon_thesis_sided	-0.344617	-0.344617	0.924286	15	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.924286	1
limma_trend	MCF7	APM	up	up	True	gsea	1.57726	0.705403	0.012987	5	0.5	sensitivity	two-sided gene-set permutation	HLA-A,HLA-C,HLA-E	limma_trend	0.0769231	0.202797
limma_trend	MCF7	APM	up	up	True	mean_stat_perm	9.79728	0.705403	0.046953	5	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.206294	0.356317
limma_trend	MCF7	APM	up	up	True	wilcoxon_log2FC	0.705403	0.705403	0.1875	5	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.4375	0.520897
limma_trend	MCF7	APM	up	up	True	wilcoxon_thesis_sided	0.705403	0.705403	0.09375	5	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.328125	0.440762
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	up	False	gsea		0.702318		2	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	up	False	mean_stat_perm		0.702318		2	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	up	False	wilcoxon_log2FC	0.702318	0.702318		2	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	MCF7	REACTOME_NONHOMOLOGOUS_END_JOINING	down	up	False	wilcoxon_thesis_sided	0.702318	0.702318		2	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	gsea		0.0336963		2	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	mean_stat_perm		0.0336963		2	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	wilcoxon_log2FC	0.0336963	0.0336963		2	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	MCF7	REACTOME_STING_MEDIATED_INDUCTION	up	up	True	wilcoxon_thesis_sided	0.0336963	0.0336963		2	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-0.836955	-0.295534	0.390609	18	0.5	sensitivity	two-sided gene-set permutation	IFITM2,SOCS3,IFNAR1,IFITM3,IRF6	limma_trend	0.52048	0.669145
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-2.23807	-0.295534	0.378621	18	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.662587	0.658331
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.295534	-0.295534	0.32473	18	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.568277	0.632328
limma_trend	MCF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.295534	-0.295534	0.848103	18	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.924286	1
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	gsea	-0.722814	-0.124217	0.517483	23	0.5	sensitivity	two-sided gene-set permutation	GBP2,HLA-DRB5,HLA-DRB1,SOCS3,MT2A,IRF6	limma_trend	0.52048	0.759848
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	mean_stat_perm	-0.697825	-0.124217	0.746254	23	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.746254	0.932619
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.124217	-0.124217	0.64339	23	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.734557	0.859246
limma_trend	MCF7	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.124217	-0.124217	0.688966	23	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.924286	0.886594
