dataset,gene,sample,group,is_control,value_log2,value_type,is_icb_arm
GSE239485,Pdcd1,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,1.91176817168327,log2_normalised,True
GSE239485,Pdcd1,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,2.85380904566814,log2_normalised,True
GSE239485,Pdcd1,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,3.31354053090101,log2_normalised,True
GSE239485,Pdcd1,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,2.8401871961439,log2_normalised,True
GSE239485,Pdcd1,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,2.24706097427349,log2_normalised,True
GSE239485,Pdcd1,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,2.72743091278647,log2_normalised,True
GSE239485,Pdcd1,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,2.80768590946865,log2_normalised,True
GSE239485,Pdcd1,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,2.31029908057527,log2_normalised,True
GSE239485,Cxcl9,C_339_S25,Control vehicle,True,7.70327623557698,log2_normalised,False
GSE239485,Cxcl9,C_351_S29,Control vehicle,True,7.43441468854386,log2_normalised,False
GSE239485,Cxcl9,C_356_S27,Control vehicle,True,7.17824437095958,log2_normalised,False
GSE239485,Cxcl9,C_358_S26,Control vehicle,True,5.72487075592425,log2_normalised,False
GSE239485,Cxcl9,C_361_S32,Control vehicle,True,6.86777335382387,log2_normalised,False
GSE239485,Cxcl9,C_364_S28,Control vehicle,True,5.32027180163678,log2_normalised,False
GSE239485,Cxcl9,C_369_S30,Control vehicle,True,6.7685871519772,log2_normalised,False
GSE239485,Cxcl9,C_375_S31,Control vehicle,True,5.76620906004344,log2_normalised,False
GSE239485,Cxcl9,D_344_S33,PolyIC+anti-PD1,False,6.42207131198095,log2_normalised,True
GSE239485,Cxcl9,D_357_S37,PolyIC+anti-PD1,False,7.3876625263436,log2_normalised,True
GSE239485,Cxcl9,D_359_S39,PolyIC+anti-PD1,False,7.50275576861979,log2_normalised,True
GSE239485,Cxcl9,D_366_S34,PolyIC+anti-PD1,False,7.62436514333002,log2_normalised,True
GSE239485,Cxcl9,D_367_S35,PolyIC+anti-PD1,False,6.34559508390359,log2_normalised,True
GSE239485,Cxcl9,D_368_S36,PolyIC+anti-PD1,False,7.82725849824139,log2_normalised,True
GSE239485,Cxcl9,D_370_S38,PolyIC+anti-PD1,False,5.64550561510236,log2_normalised,True
GSE239485,Cxcl9,D_373_S40,PolyIC+anti-PD1,False,8.02695735144633,log2_normalised,True
GSE239485,Cxcl9,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,6.38840908035279,log2_normalised,True
GSE239485,Cxcl9,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,8.63388341197803,log2_normalised,True
GSE239485,Cxcl9,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,8.136673450976179,log2_normalised,True
GSE239485,Cxcl9,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,8.56361726678577,log2_normalised,True
GSE239485,Cxcl9,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,6.67748619414576,log2_normalised,True
GSE239485,Cxcl9,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,7.63944451846082,log2_normalised,True
GSE239485,Cxcl9,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,7.88277682605002,log2_normalised,True
GSE239485,Cxcl9,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,7.47294069446667,log2_normalised,True
GSE239485,Cxcl10,C_339_S25,Control vehicle,True,6.32518424439162,log2_normalised,False
GSE239485,Cxcl10,C_351_S29,Control vehicle,True,5.61865462954288,log2_normalised,False
GSE239485,Cxcl10,C_356_S27,Control vehicle,True,5.51764980439892,log2_normalised,False
GSE239485,Cxcl10,C_358_S26,Control vehicle,True,4.67587372202969,log2_normalised,False
GSE239485,Cxcl10,C_361_S32,Control vehicle,True,5.6930422617532,log2_normalised,False
GSE239485,Cxcl10,C_364_S28,Control vehicle,True,4.08390305359634,log2_normalised,False
GSE239485,Cxcl10,C_369_S30,Control vehicle,True,5.70188087535305,log2_normalised,False
GSE239485,Cxcl10,C_375_S31,Control vehicle,True,4.34319840238807,log2_normalised,False
GSE239485,Cxcl10,D_344_S33,PolyIC+anti-PD1,False,5.4971898284213,log2_normalised,True
GSE239485,Cxcl10,D_357_S37,PolyIC+anti-PD1,False,6.57146362666405,log2_normalised,True
GSE239485,Cxcl10,D_359_S39,PolyIC+anti-PD1,False,7.41174968465975,log2_normalised,True
GSE239485,Cxcl10,D_366_S34,PolyIC+anti-PD1,False,6.36685619442618,log2_normalised,True
GSE239485,Cxcl10,D_367_S35,PolyIC+anti-PD1,False,7.4140564692459,log2_normalised,True
GSE239485,Cxcl10,D_368_S36,PolyIC+anti-PD1,False,6.8779135246379,log2_normalised,True
GSE239485,Cxcl10,D_370_S38,PolyIC+anti-PD1,False,6.15483116293537,log2_normalised,True
GSE239485,Cxcl10,D_373_S40,PolyIC+anti-PD1,False,7.04945223641417,log2_normalised,True
GSE239485,Cxcl10,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,5.31121273627273,log2_normalised,True
GSE239485,Cxcl10,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,6.73615264609801,log2_normalised,True
GSE239485,Cxcl10,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,7.13570105044962,log2_normalised,True
GSE239485,Cxcl10,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,7.87736266907226,log2_normalised,True
GSE239485,Cxcl10,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,5.76033702449759,log2_normalised,True
GSE239485,Cxcl10,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,6.84870846702905,log2_normalised,True
GSE239485,Cxcl10,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,6.27194461764771,log2_normalised,True
GSE239485,Cxcl10,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,6.33175802750822,log2_normalised,True
GSE239485,Cd8a,C_339_S25,Control vehicle,True,3.34414952273537,log2_normalised,False
GSE239485,Cd8a,C_351_S29,Control vehicle,True,3.43368574787612,log2_normalised,False
GSE239485,Cd8a,C_356_S27,Control vehicle,True,2.95631705006266,log2_normalised,False
GSE239485,Cd8a,C_358_S26,Control vehicle,True,1.43056690874524,log2_normalised,False
GSE239485,Cd8a,C_361_S32,Control vehicle,True,2.11451832147067,log2_normalised,False
GSE239485,Cd8a,C_364_S28,Control vehicle,True,1.22653636337091,log2_normalised,False
GSE239485,Cd8a,C_369_S30,Control vehicle,True,2.58406098617469,log2_normalised,False
GSE239485,Cd8a,C_375_S31,Control vehicle,True,1.77940051166496,log2_normalised,False
GSE239485,Cd8a,D_344_S33,PolyIC+anti-PD1,False,2.85640350061344,log2_normalised,True
GSE239485,Cd8a,D_357_S37,PolyIC+anti-PD1,False,3.60336084007544,log2_normalised,True
GSE239485,Cd8a,D_359_S39,PolyIC+anti-PD1,False,2.72100460344685,log2_normalised,True
GSE239485,Cd8a,D_366_S34,PolyIC+anti-PD1,False,2.75571557979483,log2_normalised,True
GSE239485,Cd8a,D_367_S35,PolyIC+anti-PD1,False,1.65784697025128,log2_normalised,True
GSE239485,Cd8a,D_368_S36,PolyIC+anti-PD1,False,2.88276945329131,log2_normalised,True
GSE239485,Cd8a,D_370_S38,PolyIC+anti-PD1,False,2.32800976653026,log2_normalised,True
GSE239485,Cd8a,D_373_S40,PolyIC+anti-PD1,False,3.06288556889808,log2_normalised,True
GSE239485,Cd8a,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,2.79773292843724,log2_normalised,True
GSE239485,Cd8a,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,4.66704053406242,log2_normalised,True
GSE239485,Cd8a,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,5.06653406303416,log2_normalised,True
GSE239485,Cd8a,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,4.68346169245645,log2_normalised,True
GSE239485,Cd8a,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,4.51910368572698,log2_normalised,True
GSE239485,Cd8a,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,4.06410945903915,log2_normalised,True
GSE239485,Cd8a,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,4.16247863826164,log2_normalised,True
GSE239485,Cd8a,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,3.45850060386046,log2_normalised,True
GSE239485,Nkg7,C_339_S25,Control vehicle,True,2.93912581208454,log2_normalised,False
GSE239485,Nkg7,C_351_S29,Control vehicle,True,2.69931027117562,log2_normalised,False
GSE239485,Nkg7,C_356_S27,Control vehicle,True,2.22627917648753,log2_normalised,False
GSE239485,Nkg7,C_358_S26,Control vehicle,True,0.870266462258355,log2_normalised,False
GSE239485,Nkg7,C_361_S32,Control vehicle,True,1.68100816212034,log2_normalised,False
GSE239485,Nkg7,C_364_S28,Control vehicle,True,0.668046074010945,log2_normalised,False
GSE239485,Nkg7,C_369_S30,Control vehicle,True,2.51468728313403,log2_normalised,False
GSE239485,Nkg7,C_375_S31,Control vehicle,True,1.28272454336176,log2_normalised,False
GSE239485,Nkg7,D_344_S33,PolyIC+anti-PD1,False,2.47579949839847,log2_normalised,True
GSE239485,Nkg7,D_357_S37,PolyIC+anti-PD1,False,3.53391291191786,log2_normalised,True
GSE239485,Nkg7,D_359_S39,PolyIC+anti-PD1,False,2.88373410348496,log2_normalised,True
GSE239485,Nkg7,D_366_S34,PolyIC+anti-PD1,False,2.90318291145921,log2_normalised,True
GSE239485,Nkg7,D_367_S35,PolyIC+anti-PD1,False,2.01086274292274,log2_normalised,True
GSE239485,Nkg7,D_368_S36,PolyIC+anti-PD1,False,2.80849669091268,log2_normalised,True
GSE239485,Nkg7,D_370_S38,PolyIC+anti-PD1,False,1.51844042340721,log2_normalised,True
GSE239485,Nkg7,D_373_S40,PolyIC+anti-PD1,False,3.5976137670991,log2_normalised,True
GSE239485,Nkg7,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,2.22210829229542,log2_normalised,True
GSE239485,Nkg7,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,5.29546596257746,log2_normalised,True
GSE239485,Nkg7,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,4.77261473716415,log2_normalised,True
GSE239485,Nkg7,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,5.08781690897937,log2_normalised,True
GSE239485,Nkg7,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,5.49449211921367,log2_normalised,True
GSE239485,Nkg7,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,4.14318103003035,log2_normalised,True
GSE239485,Nkg7,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,3.98571389133887,log2_normalised,True
GSE239485,Nkg7,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,3.56133154995562,log2_normalised,True
GSE239485,Cd3d,C_339_S25,Control vehicle,True,1.82649695697364,log2_normalised,False
GSE239485,Cd3d,C_351_S29,Control vehicle,True,1.52776699133492,log2_normalised,False
GSE239485,Cd3d,C_356_S27,Control vehicle,True,1.63699075036358,log2_normalised,False
GSE239485,Cd3d,C_358_S26,Control vehicle,True,0.197076778525464,log2_normalised,False
GSE239485,Cd3d,C_361_S32,Control vehicle,True,1.0118326574961,log2_normalised,False
GSE239485,Cd3d,C_364_S28,Control vehicle,True,0.0961397261152348,log2_normalised,False
GSE239485,Cd3d,C_369_S30,Control vehicle,True,1.35714600614755,log2_normalised,False
GSE239485,Cd3d,C_375_S31,Control vehicle,True,0.37830220334399,log2_normalised,False
GSE239485,Cd3d,D_344_S33,PolyIC+anti-PD1,False,1.50276654599874,log2_normalised,True
GSE239485,Cd3d,D_357_S37,PolyIC+anti-PD1,False,1.76362724455163,log2_normalised,True
GSE239485,Cd3d,D_359_S39,PolyIC+anti-PD1,False,1.25977747114794,log2_normalised,True
GSE239485,Cd3d,D_366_S34,PolyIC+anti-PD1,False,1.10456279937921,log2_normalised,True
GSE239485,Cd3d,D_367_S35,PolyIC+anti-PD1,False,0.672060829470977,log2_normalised,True
GSE239485,Cd3d,D_368_S36,PolyIC+anti-PD1,False,0.9083952609668,log2_normalised,True
GSE239485,Cd3d,D_370_S38,PolyIC+anti-PD1,False,0.956561535799096,log2_normalised,True
GSE239485,Cd3d,D_373_S40,PolyIC+anti-PD1,False,1.56312539071381,log2_normalised,True
GSE239485,Cd3d,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,1.05450834379935,log2_normalised,True
GSE239485,Cd3d,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,3.20718995359819,log2_normalised,True
GSE239485,Cd3d,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,2.88666141897765,log2_normalised,True
GSE239485,Cd3d,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,2.78247169828761,log2_normalised,True
GSE239485,Cd3d,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,2.00090038700409,log2_normalised,True
GSE239485,Cd3d,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,2.17906556572888,log2_normalised,True
GSE239485,Cd3d,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,1.96499791429877,log2_normalised,True
GSE239485,Cd3d,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,1.78726432899731,log2_normalised,True
GSE239485,Cd3e,C_339_S25,Control vehicle,True,1.9448169241624,log2_normalised,False
GSE239485,Cd3e,C_351_S29,Control vehicle,True,2.36601592133831,log2_normalised,False
GSE239485,Cd3e,C_356_S27,Control vehicle,True,2.11869928928771,log2_normalised,False
GSE239485,Cd3e,C_358_S26,Control vehicle,True,1.29140416107362,log2_normalised,False
GSE239485,Cd3e,C_361_S32,Control vehicle,True,1.38487606811032,log2_normalised,False
GSE239485,Cd3e,C_364_S28,Control vehicle,True,1.29607729662399,log2_normalised,False
GSE239485,Cd3e,C_369_S30,Control vehicle,True,1.76821460322344,log2_normalised,False
GSE239485,Cd3e,C_375_S31,Control vehicle,True,1.24264710398642,log2_normalised,False
GSE239485,Cd3e,D_344_S33,PolyIC+anti-PD1,False,1.46669729129121,log2_normalised,True
GSE239485,Cd3e,D_357_S37,PolyIC+anti-PD1,False,2.26056499747556,log2_normalised,True
GSE239485,Cd3e,D_359_S39,PolyIC+anti-PD1,False,1.89013187468311,log2_normalised,True
GSE239485,Cd3e,D_366_S34,PolyIC+anti-PD1,False,1.58417229995414,log2_normalised,True
GSE239485,Cd3e,D_367_S35,PolyIC+anti-PD1,False,1.14938260700416,log2_normalised,True
GSE239485,Cd3e,D_368_S36,PolyIC+anti-PD1,False,1.76987539688537,log2_normalised,True
GSE239485,Cd3e,D_370_S38,PolyIC+anti-PD1,False,0.533870463976817,log2_normalised,True
GSE239485,Cd3e,D_373_S40,PolyIC+anti-PD1,False,2.24313510006794,log2_normalised,True
GSE239485,Cd3e,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,0.828626936383025,log2_normalised,True
GSE239485,Cd3e,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,3.98594938465098,log2_normalised,True
GSE239485,Cd3e,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,3.35995831622889,log2_normalised,True
GSE239485,Cd3e,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,3.34965949728079,log2_normalised,True
GSE239485,Cd3e,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,3.2039922523816,log2_normalised,True
GSE239485,Cd3e,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,3.05277636823157,log2_normalised,True
GSE239485,Cd3e,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,2.68275929756782,log2_normalised,True
GSE239485,Cd3e,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,2.48490360295745,log2_normalised,True
GSE239485,Prf1,C_339_S25,Control vehicle,True,3.32681964419745,log2_normalised,False
GSE239485,Prf1,C_351_S29,Control vehicle,True,3.03283669147624,log2_normalised,False
GSE239485,Prf1,C_356_S27,Control vehicle,True,2.9140372465701,log2_normalised,False
GSE239485,Prf1,C_358_S26,Control vehicle,True,0.9183607504594,log2_normalised,False
GSE239485,Prf1,C_361_S32,Control vehicle,True,2.35721972520745,log2_normalised,False
GSE239485,Prf1,C_364_S28,Control vehicle,True,1.29607729662399,log2_normalised,False
GSE239485,Prf1,C_369_S30,Control vehicle,True,2.39624582583649,log2_normalised,False
GSE239485,Prf1,C_375_S31,Control vehicle,True,1.28272454336176,log2_normalised,False
GSE239485,Prf1,D_344_S33,PolyIC+anti-PD1,False,3.21276509256467,log2_normalised,True
GSE239485,Prf1,D_357_S37,PolyIC+anti-PD1,False,4.31907646502977,log2_normalised,True
GSE239485,Prf1,D_359_S39,PolyIC+anti-PD1,False,4.34374851148218,log2_normalised,True
GSE239485,Prf1,D_366_S34,PolyIC+anti-PD1,False,3.79716602328834,log2_normalised,True
GSE239485,Prf1,D_367_S35,PolyIC+anti-PD1,False,2.8261839747904,log2_normalised,True
GSE239485,Prf1,D_368_S36,PolyIC+anti-PD1,False,3.64434451480151,log2_normalised,True
GSE239485,Prf1,D_370_S38,PolyIC+anti-PD1,False,2.58661192604879,log2_normalised,True
GSE239485,Prf1,D_373_S40,PolyIC+anti-PD1,False,4.11936360239833,log2_normalised,True
GSE239485,Prf1,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,3.70420710174791,log2_normalised,True
GSE239485,Prf1,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,6.31858398537975,log2_normalised,True
GSE239485,Prf1,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,5.15475136223746,log2_normalised,True
GSE239485,Prf1,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,5.80366132011879,log2_normalised,True
GSE239485,Prf1,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,6.51372505029866,log2_normalised,True
GSE239485,Prf1,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,4.99355079080589,log2_normalised,True
GSE239485,Prf1,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,4.66635450253166,log2_normalised,True
GSE239485,Prf1,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,4.51632805570283,log2_normalised,True
GSE239485,Ifng,C_339_S25,Control vehicle,True,0.0005263567486876,log2_normalised,False
GSE239485,Ifng,C_351_S29,Control vehicle,True,-0.0571955093862345,log2_normalised,False
GSE239485,Ifng,C_356_S27,Control vehicle,True,0.334427980343151,log2_normalised,False
GSE239485,Ifng,C_358_S26,Control vehicle,True,-1.55294496846619,log2_normalised,False
GSE239485,Ifng,C_361_S32,Control vehicle,True,-0.6709771666232,log2_normalised,False
GSE239485,Ifng,C_364_S28,Control vehicle,True,-2.30595871745611,log2_normalised,False
GSE239485,Ifng,C_369_S30,Control vehicle,True,-0.75833121127239,log2_normalised,False
GSE239485,Ifng,C_375_S31,Control vehicle,True,-1.44766839688096,log2_normalised,False
GSE239485,Ifng,D_344_S33,PolyIC+anti-PD1,False,0.117112853500986,log2_normalised,True
GSE239485,Ifng,D_357_S37,PolyIC+anti-PD1,False,0.576749109828117,log2_normalised,True
GSE239485,Ifng,D_359_S39,PolyIC+anti-PD1,False,-0.682119574288495,log2_normalised,True
GSE239485,Ifng,D_366_S34,PolyIC+anti-PD1,False,-0.290296817962004,log2_normalised,True
GSE239485,Ifng,D_367_S35,PolyIC+anti-PD1,False,-3.41540201177936,log2_normalised,True
GSE239485,Ifng,D_368_S36,PolyIC+anti-PD1,False,-0.993424345094297,log2_normalised,True
GSE239485,Ifng,D_370_S38,PolyIC+anti-PD1,False,-0.933255546450481,log2_normalised,True
GSE239485,Ifng,D_373_S40,PolyIC+anti-PD1,False,0.638676423720984,log2_normalised,True
GSE239485,Ifng,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,-0.00962199362036243,log2_normalised,True
GSE239485,Ifng,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,1.42496574686427,log2_normalised,True
GSE239485,Ifng,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,2.17760857053185,log2_normalised,True
GSE239485,Ifng,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,2.45316407303465,log2_normalised,True
GSE239485,Ifng,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,1.098197588359,log2_normalised,True
GSE239485,Ifng,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,1.61480205767556,log2_normalised,True
GSE239485,Ifng,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,1.15465913380234,log2_normalised,True
GSE239485,Ifng,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,0.620367020252569,log2_normalised,True
GSE239485,Gzmb,C_339_S25,Control vehicle,True,3.93054682719576,log2_normalised,False
GSE239485,Gzmb,C_351_S29,Control vehicle,True,3.95640209401449,log2_normalised,False
GSE239485,Gzmb,C_356_S27,Control vehicle,True,3.54647845745814,log2_normalised,False
GSE239485,Gzmb,C_358_S26,Control vehicle,True,2.77552597228795,log2_normalised,False
GSE239485,Gzmb,C_361_S32,Control vehicle,True,3.23591342898532,log2_normalised,False
GSE239485,Gzmb,C_364_S28,Control vehicle,True,2.16281076576052,log2_normalised,False
GSE239485,Gzmb,C_369_S30,Control vehicle,True,3.26297929497302,log2_normalised,False
GSE239485,Gzmb,C_375_S31,Control vehicle,True,2.47660427695579,log2_normalised,False
GSE239485,Gzmb,D_344_S33,PolyIC+anti-PD1,False,4.2530289627784,log2_normalised,True
GSE239485,Gzmb,D_357_S37,PolyIC+anti-PD1,False,4.99226614876266,log2_normalised,True
GSE239485,Gzmb,D_359_S39,PolyIC+anti-PD1,False,5.16403059793982,log2_normalised,True
GSE239485,Gzmb,D_366_S34,PolyIC+anti-PD1,False,4.89879559421827,log2_normalised,True
GSE239485,Gzmb,D_367_S35,PolyIC+anti-PD1,False,4.24042681966144,log2_normalised,True
GSE239485,Gzmb,D_368_S36,PolyIC+anti-PD1,False,4.89179035386272,log2_normalised,True
GSE239485,Gzmb,D_370_S38,PolyIC+anti-PD1,False,3.61952654852153,log2_normalised,True
GSE239485,Gzmb,D_373_S40,PolyIC+anti-PD1,False,5.01123059167831,log2_normalised,True
GSE239485,Gzmb,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,4.5952400645385,log2_normalised,True
GSE239485,Gzmb,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,7.71867739330201,log2_normalised,True
GSE239485,Gzmb,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,6.30911130846654,log2_normalised,True
GSE239485,Gzmb,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,7.2957561751488,log2_normalised,True
GSE239485,Gzmb,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,7.4996954903946,log2_normalised,True
GSE239485,Gzmb,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,6.28891886040295,log2_normalised,True
GSE239485,Gzmb,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,5.40038405896941,log2_normalised,True
GSE239485,Gzmb,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,5.7245454117285,log2_normalised,True
GSE239485,Cd274,C_339_S25,Control vehicle,True,5.68829966305362,log2_normalised,False
GSE239485,Cd274,C_351_S29,Control vehicle,True,5.6305777969187,log2_normalised,False
GSE239485,Cd274,C_356_S27,Control vehicle,True,5.37493080930232,log2_normalised,False
GSE239485,Cd274,C_358_S26,Control vehicle,True,4.80300670871005,log2_normalised,False
GSE239485,Cd274,C_361_S32,Control vehicle,True,5.4242810353811,log2_normalised,False
GSE239485,Cd274,C_364_S28,Control vehicle,True,4.20183592274259,log2_normalised,False
GSE239485,Cd274,C_369_S30,Control vehicle,True,5.22981243103782,log2_normalised,False
GSE239485,Cd274,C_375_S31,Control vehicle,True,4.87589819340216,log2_normalised,False
GSE239485,Cd274,D_344_S33,PolyIC+anti-PD1,False,6.5022098432942,log2_normalised,True
GSE239485,Cd274,D_357_S37,PolyIC+anti-PD1,False,7.44816287147984,log2_normalised,True
GSE239485,Cd274,D_359_S39,PolyIC+anti-PD1,False,7.31342445066425,log2_normalised,True
GSE239485,Cd274,D_366_S34,PolyIC+anti-PD1,False,6.71761294237276,log2_normalised,True
GSE239485,Cd274,D_367_S35,PolyIC+anti-PD1,False,7.18976880936428,log2_normalised,True
GSE239485,Cd274,D_368_S36,PolyIC+anti-PD1,False,7.32351213168906,log2_normalised,True
GSE239485,Cd274,D_370_S38,PolyIC+anti-PD1,False,6.42066964164587,log2_normalised,True
GSE239485,Cd274,D_373_S40,PolyIC+anti-PD1,False,7.84832871317526,log2_normalised,True
GSE239485,Cd274,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,6.53516685406054,log2_normalised,True
GSE239485,Cd274,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,8.20416195829756,log2_normalised,True
GSE239485,Cd274,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,7.78027965749313,log2_normalised,True
GSE239485,Cd274,T_354_S47,PolyIC+anti-PD1+anti-C5aR1,False,8.15857493332601,log2_normalised,True
GSE239485,Cd274,T_355_S43,PolyIC+anti-PD1+anti-C5aR1,False,8.66574039067849,log2_normalised,True
GSE239485,Cd274,T_360_S46,PolyIC+anti-PD1+anti-C5aR1,False,7.79445600664449,log2_normalised,True
GSE239485,Cd274,T_362_S42,PolyIC+anti-PD1+anti-C5aR1,False,6.98754914796708,log2_normalised,True
GSE239485,Cd274,T_363_S41,PolyIC+anti-PD1+anti-C5aR1,False,7.35367019330274,log2_normalised,True
GSE239485,Tacstd2,C_339_S25,Control vehicle,True,-3.45890526188861,log2_normalised,False
GSE239485,Tacstd2,C_351_S29,Control vehicle,True,-2.77966153385733,log2_normalised,False
GSE239485,Tacstd2,C_356_S27,Control vehicle,True,-5.15742511598652,log2_normalised,False
GSE239485,Tacstd2,C_358_S26,Control vehicle,True,-3.42741408638233,log2_normalised,False
GSE239485,Tacstd2,C_361_S32,Control vehicle,True,-2.59697658517942,log2_normalised,False
GSE239485,Tacstd2,C_364_S28,Control vehicle,True,-3.52835113879256,log2_normalised,False
GSE239485,Tacstd2,C_369_S30,Control vehicle,True,-2.34329371199355,log2_normalised,False
GSE239485,Tacstd2,C_375_S31,Control vehicle,True,-1.44766839688096,log2_normalised,False
GSE239485,Tacstd2,D_344_S33,PolyIC+anti-PD1,False,-1.37765183824859,log2_normalised,True
GSE239485,Tacstd2,D_357_S37,PolyIC+anti-PD1,False,-1.070949146241,log2_normalised,True
GSE239485,Tacstd2,D_359_S39,PolyIC+anti-PD1,False,-0.682119574288495,log2_normalised,True
GSE239485,Tacstd2,D_366_S34,PolyIC+anti-PD1,False,-1.87525931868316,log2_normalised,True
GSE239485,Tacstd2,D_367_S35,PolyIC+anti-PD1,False,-1.83043951105821,log2_normalised,True
GSE239485,Tacstd2,D_368_S36,PolyIC+anti-PD1,False,-0.597495668763158,log2_normalised,True
GSE239485,Tacstd2,D_370_S38,PolyIC+anti-PD1,False,-0.62840096492206,log2_normalised,True
GSE239485,Tacstd2,D_373_S40,PolyIC+anti-PD1,False,0.0683606989642292,log2_normalised,True
GSE239485,Tacstd2,T_331_S44,PolyIC+anti-PD1+anti-C5aR1,False,-0.966553271728476,log2_normalised,True
GSE239485,Tacstd2,T_352_S48,PolyIC+anti-PD1+anti-C5aR1,False,0.750061120830313,log2_normalised,True
GSE239485,Tacstd2,T_353_S45,PolyIC+anti-PD1+anti-C5aR1,False,-2.3987407998846,log2_normalised,True
