contrast_id	gene	n_treat	n_ctrl	mean_treat	mean_ctrl	log2fc	mw_p	welch_p	series	kind	species	note
GSE285827_caov3_talazoparib	CXCL9	3	3	0	0.0227011	-0.0227011	0.7	0.42265	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CXCL10	3	3	0.464633	0.211423	0.25321	0.4	0.269132	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CXCL11	3	3	0.288992	0.0834936	0.205499	0.1	0.0395648	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CCL5	3	3	0.212139	0.129389	0.0827495	0.2	0.157628	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CD274	3	3	5.24949	4.24177	1.00772	0.1	0.00194697	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	DDX58	3	3	6.34084	5.34171	0.999135	0.1	0.0188067	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	IFIH1	3	3	5.33972	4.4085	0.931219	0.1	0.00724977	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	ISG20	3	3	4.27886	3.37391	0.904949	0.1	0.000311535	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BST2	3	3	8.12756	8.34663	-0.219071	0.2	0.175109	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	USP18	3	3	6.78974	5.66992	1.11981	0.1	0.0159409	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	IFNB1	3	3	0.180691	0	0.180691	0.1	0.0905082	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	IFNG	3	3	0	0	0	1	1	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CLDN1	3	3	0.0806002	0	0.0806002	0.4	0.242571	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CLDN3	3	3	6.98559	7.78035	-0.794765	0.1	0.00125322	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CLDN7	3	3	8.21637	8.29069	-0.0743155	0.7	0.541668	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CLDN18	3	3	0.0240771	0	0.0240771	0.7	0.42265	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	OCLN	3	3	4.41257	4.46355	-0.0509836	0.7	0.524975	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	TJP1	3	3	7.79473	7.80193	-0.00720425	0.7	0.896395	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	TJP2	3	3	6.12218	6.58025	-0.458069	0.1	5.00191e-05	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	TJP3	3	3	3.8828	4.71393	-0.831124	0.1	0.00189267	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	F11R	3	3	6.46968	6.66163	-0.191947	0.1	0.0153566	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CGN	3	3	6.07753	6.72096	-0.64343	0.1	0.001161	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CGNL1	3	3	1.47988	1.42256	0.0573169	1	0.676242	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	MARVELD2	3	3	4.61784	4.21468	0.403162	0.1	0.0213791	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	JAM2	3	3	1.98462	1.62219	0.362428	0.1	0.0679461	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	JAM3	3	3	0.487452	0.769478	-0.282025	0.1	0.0689057	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	TP53BP1	3	3	7.41709	7.34463	0.0724588	0.1	0.0498829	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	XRCC1	3	3	6.50098	6.27739	0.223589	0.1	0.0435897	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	PRKDC	3	3	9.83396	9.41546	0.418499	0.1	0.0111774	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	LIG4	3	3	3.74963	3.95863	-0.208996	0.4	0.232888	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	XRCC4	3	3	3.33227	3.26962	0.062645	0.7	0.702233	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	NHEJ1	3	3	0.289291	0.316932	-0.0276411	1	0.910404	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	PARP1	3	3	8.20957	8.22545	-0.0158845	0.7	0.763063	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BRCA1	3	3	6.30093	5.53275	0.768181	0.1	0.00318975	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BRCA2	3	3	6.75171	5.79741	0.954303	0.1	0.000473875	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	RAD51	3	3	4.48369	4.20617	0.277522	0.1	0.0185307	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	RAD51C	3	3	5.20823	5.06931	0.138921	0.2	0.186518	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BRIP1	3	3	6.5403	5.7978	0.7425	0.1	0.00346421	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CGAS	3	3	6.09479	5.12632	0.968471	0.1	0.026313	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	TMEM173	3	3	5.29304	5.66617	-0.373132	0.1	0.0919496	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	TBK1	3	3	6.02694	5.95346	0.0734809	0.4	0.143216	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	IRF3	3	3	6.4446	6.08224	0.362358	0.1	0.00373305	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	MAVS	3	3	7.46357	7.71725	-0.253678	0.1	0.0285422	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	ADAR	3	3	9.2256	9.01311	0.212492	0.1	0.0475669	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	APOL6	3	3	6.43504	6.3197	0.115333	0.1	0.126606	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	ARID5B	3	3	4.69814	5.43025	-0.732104	0.2	0.121117	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	ARL4A	3	3	2.45969	2.58834	-0.128644	0.7	0.380873	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	AUTS2	3	3	5.48909	4.77893	0.71016	0.1	0.012084	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	B2M	3	3	10.406	10.5631	-0.157025	0.4	0.359504	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BANK1	3	3	0.0229454	0.0228981	4.72694e-05	1	0.998906	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BATF2	3	3	2.13156	1.00714	1.12442	0.1	7.62479e-05	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BPGM	3	3	4.22946	4.79081	-0.561355	0.1	0.00185414	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	BTG1	3	3	5.23141	4.16666	1.06475	0.1	0.000157588	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	C1R	3	3	7.08343	7.4238	-0.34037	0.1	0.054061	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	C1S	3	3	6.58512	6.85163	-0.266506	0.1	0.0055267	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CASP1	3	3	3.36489	3.11565	0.249234	0.4	0.299713	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CASP3	3	3	5.11396	4.74764	0.366314	0.1	0.0862676	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CASP4	3	3	5.99365	5.76675	0.226901	0.1	0.0273727	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CASP7	3	3	5.72897	5.55162	0.177353	0.1	0.0686081	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CASP8	3	3	5.74862	5.26438	0.484239	0.1	0.00550812	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CCL2	3	3	0.0229454	0.0672769	-0.0443315	0.7	0.389645	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CCL7	3	3	0	0	0	1	1	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CCRL2	3	3	0	0	0	1	1	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CD38	3	3	0.199875	0.320187	-0.120311	0.4	0.508685	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CD40	3	3	4.00661	3.94365	0.062962	0.7	0.570619	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CD47	3	3	7.48865	7.54041	-0.0517618	0.7	0.499564	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CD69	3	3	0.0195885	0	0.0195885	0.7	0.42265	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CD74	3	3	7.55779	7.7595	-0.201702	0.4	0.171665	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CD86	3	3	0	0	0	1	1	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CDKN1A	3	3	8.66886	6.19109	2.47777	0.1	0.000589816	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CFB	3	3	2.1816	2.47482	-0.293219	0.4	0.149842	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CFH	3	3	3.48884	3.60052	-0.111675	0.7	0.645257	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CIITA	3	3	3.54586	3.68823	-0.142378	0.2	0.0764036	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CMKLR1	3	3	0	0	0	1	1	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CMPK2	3	3	5.09214	4.53188	0.56026	0.1	0.0740574	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CMTR1	3	3	7.20407	7.08787	0.116201	0.1	0.0977075	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CNP	3	3	6.65748	6.2854	0.372075	0.1	0.0520294	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
GSE285827_caov3_talazoparib	CSF1	3	3	4.97176	4.62937	0.342393	0.4	0.216566	GSE285827	acute PARPi	human	CAOV3 talazoparib vs DMSO, three experiment dates as n=3. Counts to CPM. OVCAR3 is the Yamamoto CLDN4-high BRCA-WT line; CAOV3 is a second HGSOC line. Paper: PARP inhibitors differentially regulate immune responses by genetic background.
