cell_index_1based	gene	count
848754	TACSTD2	10
848756	TACSTD2	3
848766	TACSTD2	1
848771	TACSTD2	1
848781	TACSTD2	2
848800	TACSTD2	8
848808	TACSTD2	2
848818	TACSTD2	2
848825	TACSTD2	4
848829	TACSTD2	2
848832	TACSTD2	1
848840	CLDN4	1
848854	TACSTD2	1
848888	TACSTD2	1
848890	TACSTD2	1
848896	TACSTD2	1
848900	TACSTD2	5
848901	TACSTD2	6
848903	TACSTD2	3
848916	TACSTD2	1
848927	TACSTD2	11
848929	TACSTD2	3
848947	TACSTD2	1
848949	TACSTD2	1
848965	TACSTD2	6
848977	TACSTD2	4
848993	TACSTD2	5
848995	TACSTD2	6
849002	TACSTD2	10
849005	TACSTD2	2
849015	TACSTD2	1
849017	TACSTD2	5
849020	TACSTD2	1
849023	TACSTD2	2
849032	TACSTD2	10
849038	TACSTD2	3
849045	TACSTD2	1
849055	TACSTD2	1
849064	TACSTD2	10
849081	TACSTD2	3
849112	TACSTD2	2
849129	CLDN4	1
849155	TACSTD2	1
849172	TACSTD2	1
849185	TACSTD2	1
849240	TACSTD2	1
849252	TACSTD2	1
849522	TACSTD2	1
849532	CLDN4	1
849613	TACSTD2	1
849666	TACSTD2	1
849666	CLDN4	1
849707	TACSTD2	1
849729	TACSTD2	1
849794	TACSTD2	1
849859	TACSTD2	1
849877	TACSTD2	1
849936	CLDN4	1
850002	TACSTD2	1
850092	TACSTD2	1
850210	CLDN4	1
850295	CLDN4	1
850328	TACSTD2	1
850405	CLDN4	1
850543	TACSTD2	1
850662	TACSTD2	1
850693	TACSTD2	1
850698	TACSTD2	1
850732	CLDN4	1
850973	CLDN4	1
850980	CLDN4	1
851068	TACSTD2	1
851124	TACSTD2	1
851189	CLDN4	1
851231	TACSTD2	1
851239	TACSTD2	1
851297	TACSTD2	1
851405	TACSTD2	1
851485	TACSTD2	1
851492	TACSTD2	3
851494	TACSTD2	1
851517	TACSTD2	1
851527	TACSTD2	3
851640	TACSTD2	1
851648	CLDN4	1
851674	CLDN4	1
851680	CLDN4	1
851707	TACSTD2	1
851724	TACSTD2	2
851755	CLDN4	1
851798	TACSTD2	1
851806	TACSTD2	1
851817	CLDN4	1
851820	CLDN4	1
851824	TACSTD2	1
851833	TACSTD2	1
851872	TACSTD2	2
851899	CLDN4	1
851908	TACSTD2	1
851928	TACSTD2	2
852493	TACSTD2	1
852773	TACSTD2	1
853041	CLDN4	1
853074	TACSTD2	1
853084	TACSTD2	1
853598	CLDN4	1
853895	TACSTD2	1
854246	CLDN4	1
854518	CLDN4	1
854710	CLDN4	1
854785	CLDN4	1
854910	TACSTD2	10
854942	TACSTD2	23
854972	TACSTD2	10
854978	TACSTD2	8
854991	TACSTD2	41
855001	TACSTD2	2
855014	TACSTD2	1
855062	TACSTD2	6
855109	TACSTD2	15
855172	TACSTD2	1
855239	TACSTD2	1
855255	CLDN4	1
855302	TACSTD2	2
855321	TACSTD2	2
855330	TACSTD2	2
855339	TACSTD2	16
855366	TACSTD2	1
855487	TACSTD2	1
855768	TACSTD2	1
857142	CLDN4	1
858064	TACSTD2	1
858184	TACSTD2	1
858534	TACSTD2	1
858796	TACSTD2	2
859016	TACSTD2	1
859951	TACSTD2	1
860322	CLDN4	1
860462	TACSTD2	1
861180	TACSTD2	1
861213	CLDN4	1
861943	CLDN4	1
861948	CLDN4	1
862231	TACSTD2	10
862242	TACSTD2	7
862263	CLDN4	1
862268	TACSTD2	1
862344	TACSTD2	1
862382	TACSTD2	1
862447	TACSTD2	8
862473	TACSTD2	1
862506	TACSTD2	12
862511	TACSTD2	5
862606	TACSTD2	6
862612	TACSTD2	10
862615	CLDN4	1
862683	TACSTD2	2
862684	TACSTD2	2
862730	TACSTD2	1
862772	CLDN4	1
862838	CLDN4	1
862844	TACSTD2	1
862848	CLDN4	1
862851	CLDN4	1
862893	CLDN4	1
862896	TACSTD2	1
862961	CLDN4	1
862962	TACSTD2	1
862990	TACSTD2	1
862994	TACSTD2	1
863006	CLDN4	1
863016	TACSTD2	1
863028	CLDN4	1
863041	CLDN4	1
863052	CLDN4	1
863083	TACSTD2	2
863108	CLDN4	1
863113	TACSTD2	1
863116	TACSTD2	1
863121	TACSTD2	1
863149	TACSTD2	1
863151	CLDN4	1
863160	CLDN4	1
863180	CLDN4	1
863192	CLDN4	1
863286	CLDN4	1
863316	CLDN4	2
863325	CLDN4	1
863347	TACSTD2	1
863359	TACSTD2	1
863380	TACSTD2	1
863381	TACSTD2	1
863386	TACSTD2	1
863387	TACSTD2	1
863389	CLDN4	1
863429	TACSTD2	1
863464	CLDN4	1
863534	CLDN4	1
863544	TACSTD2	1
863552	TACSTD2	1
863556	TACSTD2	2
863584	TACSTD2	1
863598	TACSTD2	1
863599	TACSTD2	1
863612	TACSTD2	1
863620	CLDN4	1
863638	CLDN4	1
863650	CLDN4	1
863655	CLDN4	1
863669	TACSTD2	1
863682	CLDN4	1
863701	CLDN4	2
863709	CLDN4	1
863743	CLDN4	1
863744	TACSTD2	1
863759	CLDN4	1
863781	CLDN4	1
863792	TACSTD2	1
863806	CLDN4	1
863839	CLDN4	1
863847	TACSTD2	1
863852	TACSTD2	1
863867	CLDN4	1
863882	CLDN4	1
863890	TACSTD2	1
863903	TACSTD2	1
863907	CLDN4	1
863913	TACSTD2	1
863926	CLDN4	1
863940	CLDN4	1
863997	TACSTD2	1
864037	TACSTD2	1
864084	CLDN4	1
864085	TACSTD2	1
864092	CLDN4	1
864099	CLDN4	1
864116	CLDN4	2
864148	CLDN4	1
864179	TACSTD2	1
864180	TACSTD2	1
864192	TACSTD2	1
864205	TACSTD2	1
864232	CLDN4	1
864238	CLDN4	1
864246	TACSTD2	1
864252	CLDN4	1
864255	TACSTD2	1
864275	TACSTD2	1
864281	TACSTD2	1
864304	TACSTD2	1
864339	TACSTD2	1
864354	TACSTD2	1
864364	TACSTD2	1
864386	CLDN4	1
864387	CLDN4	1
864403	CLDN4	1
864408	TACSTD2	1
864467	TACSTD2	1
864508	TACSTD2	1
864558	TACSTD2	1
864596	CLDN4	1
864597	CLDN4	1
864602	TACSTD2	1
864620	CLDN4	1
864667	CLDN4	1
864670	CLDN4	1
864672	TACSTD2	1
864678	TACSTD2	1
864701	TACSTD2	3
864705	CLDN4	1
864710	TACSTD2	1
864756	CLDN4	1
864765	TACSTD2	1
864770	CLDN4	1
864781	CLDN4	1
864798	CLDN4	1
864814	TACSTD2	1
864841	TACSTD2	1
864845	CLDN4	1
864886	CLDN4	1
864891	CLDN4	1
864892	CLDN4	1
864896	CLDN4	1
864916	CLDN4	1
864942	TACSTD2	1
864944	TACSTD2	1
864975	TACSTD2	1
864984	CLDN4	1
864990	CLDN4	1
865006	CLDN4	1
865011	TACSTD2	1
865015	CLDN4	1
865025	TACSTD2	9
865031	CLDN4	1
865032	TACSTD2	1
865041	CLDN4	1
865047	CLDN4	1
865059	TACSTD2	1
865079	TACSTD2	5
865115	CLDN4	1
865123	TACSTD2	1
865138	CLDN4	1
865156	TACSTD2	2
865163	TACSTD2	6
865181	CLDN4	1
865193	TACSTD2	1
865236	TACSTD2	2
865264	TACSTD2	1
865273	TACSTD2	2
865275	TACSTD2	5
865291	CLDN4	1
865295	CLDN4	1
865320	TACSTD2	1
865332	TACSTD2	1
865338	TACSTD2	1
865344	TACSTD2	1
865364	TACSTD2	4
865386	TACSTD2	1
865389	TACSTD2	1
865397	CLDN4	1
865416	CLDN4	1
865418	TACSTD2	4
865441	TACSTD2	1
865461	CLDN4	1
865464	TACSTD2	11
865499	CLDN4	1
865515	TACSTD2	1
865540	TACSTD2	1
865569	TACSTD2	1
865570	TACSTD2	1
865574	TACSTD2	1
865578	TACSTD2	1
865595	CLDN4	1
865600	TACSTD2	1
865611	TACSTD2	1
865684	CLDN4	1
865689	CLDN4	1
865698	CLDN4	1
865700	CLDN4	1
865701	CLDN4	2
865711	TACSTD2	2
865720	CLDN4	1
865726	TACSTD2	1
865733	CLDN4	1
865735	TACSTD2	1
865741	CLDN4	1
865768	CLDN4	1
865771	CLDN4	1
865781	TACSTD2	2
865790	TACSTD2	1
865812	TACSTD2	1
865860	TACSTD2	6
865871	CLDN4	1
865887	TACSTD2	9
865902	CLDN4	1
865917	TACSTD2	1
865926	TACSTD2	1
865927	TACSTD2	3
865932	TACSTD2	1
865942	TACSTD2	1
865950	CLDN4	1
866004	CLDN4	1
866014	TACSTD2	6
866046	CLDN4	1
866080	TACSTD2	2
866080	CLDN4	3
866087	CLDN4	1
866090	TACSTD2	1
866121	TACSTD2	1
866138	TACSTD2	2
866147	TACSTD2	1
866155	CLDN4	1
866157	TACSTD2	1
866157	CLDN4	1
866162	TACSTD2	5
866169	CLDN4	1
866179	TACSTD2	1
866195	CLDN4	1
866209	TACSTD2	1
866210	CLDN4	1
866227	TACSTD2	1
866236	CLDN4	1
866240	TACSTD2	1
866260	TACSTD2	2
866268	TACSTD2	1
866269	CLDN4	1
866291	CLDN4	1
866297	CLDN4	1
866310	CLDN4	1
866314	TACSTD2	1
866352	CLDN4	1
866357	TACSTD2	1
866360	CLDN4	1
866376	TACSTD2	1
866381	TACSTD2	1
866382	CLDN4	1
866384	TACSTD2	1
866393	TACSTD2	3
866399	CLDN4	1
866401	TACSTD2	1
866427	CLDN4	1
866443	TACSTD2	1
866457	TACSTD2	1
866461	TACSTD2	1
866473	TACSTD2	1
866478	TACSTD2	1
866489	TACSTD2	1
866497	CLDN4	1
866502	TACSTD2	1
866505	TACSTD2	2
866505	CLDN4	1
866509	CLDN4	1
866525	TACSTD2	1
866555	CLDN4	1
866585	TACSTD2	1
866591	CLDN4	1
866614	TACSTD2	2
866633	CLDN4	1
866645	CLDN4	1
866682	CLDN4	1
866699	TACSTD2	1
866707	TACSTD2	1
866734	CLDN4	1
866740	TACSTD2	5
866769	CLDN4	1
866772	TACSTD2	1
866789	CLDN4	1
866799	CLDN4	1
866803	TACSTD2	1
866822	TACSTD2	1
866826	TACSTD2	1
866862	TACSTD2	1
866863	CLDN4	1
866917	CLDN4	1
866968	CLDN4	1
866977	TACSTD2	1
866996	TACSTD2	1
866998	CLDN4	1
867012	CLDN4	1
867026	TACSTD2	1
867052	CLDN4	1
867053	TACSTD2	1
867077	CLDN4	1
867087	CLDN4	1
867120	CLDN4	5
867124	CLDN4	2
867132	TACSTD2	1
867175	CLDN4	1
867178	CLDN4	1
867181	CLDN4	1
867227	CLDN4	1
867243	TACSTD2	1
867293	TACSTD2	1
867297	TACSTD2	1
867305	TACSTD2	1
867315	CLDN4	1
867316	TACSTD2	3
867322	TACSTD2	2
867331	TACSTD2	1
867348	TACSTD2	1
867352	CLDN4	1
867366	CLDN4	1
867382	TACSTD2	1
867386	TACSTD2	1
867387	TACSTD2	1
867389	TACSTD2	1
868201	CLDN4	1
868261	TACSTD2	1
868543	CLDN4	1
868579	CLDN4	1
868759	CLDN4	1
869430	CLDN4	1
869982	CLDN4	1
870589	TACSTD2	1
870843	CLDN4	1
871209	TACSTD2	1
871487	CLDN4	1
872146	CLDN4	1
872323	CLDN4	1
872735	CLDN4	1
872749	TACSTD2	1
873271	CLDN4	1
873336	TACSTD2	1
873370	CLDN4	1
873605	TACSTD2	11
873892	CLDN4	1
875565	CLDN4	1
876419	CLDN4	1
876826	CLDN4	1
877052	TACSTD2	1
877487	CLDN4	1
877832	CLDN4	1
877857	TACSTD2	1
877941	TACSTD2	1
878578	CLDN4	1
878638	TACSTD2	1
878667	TACSTD2	2
878677	TACSTD2	1
878718	TACSTD2	3
878719	TACSTD2	1
878726	TACSTD2	1
878742	TACSTD2	1
878767	TACSTD2	2
878784	TACSTD2	1
878785	TACSTD2	4
878786	TACSTD2	11
878791	TACSTD2	6
878825	TACSTD2	4
878832	TACSTD2	9
878853	TACSTD2	1
878854	TACSTD2	1
878856	CLDN4	1
878872	TACSTD2	5
878894	TACSTD2	41
878918	TACSTD2	1
878921	TACSTD2	1
878933	TACSTD2	5
878934	TACSTD2	1
878952	TACSTD2	1
878969	TACSTD2	2
878982	TACSTD2	1
878985	TACSTD2	5
879000	TACSTD2	7
879001	TACSTD2	36
879002	TACSTD2	13
879004	TACSTD2	4
879066	TACSTD2	2
879066	CLDN4	4
879085	CLDN4	1
879090	CLDN4	3
879094	CLDN4	1
879110	TACSTD2	3
879110	CLDN4	7
879118	TACSTD2	1
879130	CLDN4	1
879184	CLDN4	1
879227	CLDN4	1
879246	CLDN4	1
879255	CLDN4	1
879278	TACSTD2	1
879286	CLDN4	1
879288	TACSTD2	1
879288	CLDN4	4
879295	CLDN4	1
879346	TACSTD2	1
879346	CLDN4	3
879363	TACSTD2	1
879363	CLDN4	4
879409	CLDN4	1
879431	CLDN4	1
879441	CLDN4	2
879458	CLDN4	2
879470	CLDN4	3
879493	CLDN4	1
879532	TACSTD2	2
879532	CLDN4	1
879560	CLDN4	1
879570	CLDN4	2
879576	CLDN4	9
879601	CLDN4	1
879609	CLDN4	2
879645	TACSTD2	1
879645	CLDN4	8
879646	CLDN4	1
879656	TACSTD2	2
879656	CLDN4	2
879699	TACSTD2	2
879699	CLDN4	8
879700	TACSTD2	1
879722	CLDN4	2
879730	CLDN4	1
879756	TACSTD2	1
879761	CLDN4	1
879773	CLDN4	1
879775	TACSTD2	1
879775	CLDN4	1
879795	CLDN4	2
879801	CLDN4	1
879802	CLDN4	1
879815	CLDN4	5
879851	TACSTD2	2
879851	CLDN4	9
879858	TACSTD2	1
879858	CLDN4	4
879891	TACSTD2	1
879913	CLDN4	1
879930	CLDN4	1
879936	CLDN4	1
879975	CLDN4	1
880001	CLDN4	1
880027	CLDN4	1
880028	CLDN4	1
880046	CLDN4	1
880092	CLDN4	1
880261	TACSTD2	6
880268	CLDN4	1
880272	CLDN4	1
880281	CLDN4	1
880330	TACSTD2	3
880331	CLDN4	1
881221	CLDN4	1
881763	CLDN4	1
882128	TACSTD2	1
882198	TACSTD2	4
882249	TACSTD2	4
882329	TACSTD2	1
882393	TACSTD2	1
882545	CLDN4	2
882643	TACSTD2	2
882835	TACSTD2	1
882847	CLDN4	1
882873	TACSTD2	3
882969	CLDN4	1
883367	TACSTD2	3
883475	TACSTD2	3
883543	TACSTD2	1
883595	TACSTD2	1
883600	TACSTD2	1
883809	TACSTD2	2
883836	TACSTD2	1
883957	TACSTD2	1
884276	TACSTD2	5
884535	TACSTD2	1
884694	TACSTD2	1
884770	TACSTD2	2
884857	TACSTD2	1
884892	CLDN4	1
884956	TACSTD2	1
885139	CLDN4	1
885154	CLDN4	1
885232	TACSTD2	1
885333	TACSTD2	1
885375	TACSTD2	1
885777	CLDN4	1
885781	CLDN4	1
885842	TACSTD2	1
885843	TACSTD2	1
885860	TACSTD2	1
885871	TACSTD2	1
885959	TACSTD2	1
885970	TACSTD2	1
885993	TACSTD2	1
886055	TACSTD2	1
886171	TACSTD2	1
886249	CLDN4	1
886338	TACSTD2	1
886394	TACSTD2	1
886439	TACSTD2	1
886453	CLDN4	1
886580	TACSTD2	1
886616	TACSTD2	1
886866	TACSTD2	1
886881	TACSTD2	1
886942	TACSTD2	1
887005	TACSTD2	1
887011	TACSTD2	1
887299	TACSTD2	1
887348	CLDN4	1
887367	TACSTD2	1
887466	CLDN4	1
887501	TACSTD2	2
887507	TACSTD2	1
887650	TACSTD2	1
887740	CLDN4	1
887959	CLDN4	1
888105	CLDN4	1
888141	CLDN4	1
888245	TACSTD2	1
888504	TACSTD2	1
888600	CLDN4	1
888706	TACSTD2	71
888970	CLDN4	1
888972	TACSTD2	1
889055	TACSTD2	1
889228	TACSTD2	1
889264	TACSTD2	1
889310	TACSTD2	1
889312	TACSTD2	1
889477	CLDN4	1
889492	TACSTD2	1
889538	TACSTD2	1
889691	TACSTD2	1
889720	TACSTD2	1
889866	CLDN4	1
889910	TACSTD2	1
890029	TACSTD2	1
890104	TACSTD2	1
890115	CLDN4	1
890213	TACSTD2	1
890260	TACSTD2	1
890495	TACSTD2	1
890501	TACSTD2	1
892195	TACSTD2	1
892353	TACSTD2	1
894104	CLDN4	1
895675	TACSTD2	1
895696	TACSTD2	1
895697	TACSTD2	1
895710	TACSTD2	8
895713	TACSTD2	3
895727	TACSTD2	8
895729	TACSTD2	3
895729	CLDN4	1
895735	TACSTD2	1
895752	TACSTD2	16
895770	TACSTD2	1
895803	TACSTD2	6
895804	TACSTD2	1
895807	TACSTD2	31
895811	TACSTD2	3
895812	TACSTD2	3
895840	TACSTD2	2
895842	TACSTD2	1
895892	TACSTD2	27
895925	TACSTD2	20
895928	TACSTD2	1
895942	TACSTD2	2
895965	TACSTD2	5
895978	TACSTD2	2
895998	TACSTD2	11
896004	TACSTD2	1
896012	TACSTD2	1
896020	TACSTD2	3
899224	CLDN4	1
904389	TACSTD2	1
904426	TACSTD2	2
904433	TACSTD2	3
904434	TACSTD2	1
904435	TACSTD2	1
904498	TACSTD2	1
904504	TACSTD2	1
904505	TACSTD2	2
904510	TACSTD2	1
904515	TACSTD2	1
904592	CLDN4	1
904997	CLDN4	1
905158	TACSTD2	1
905248	CLDN4	1
905325	CLDN4	1
905496	CLDN4	1
905555	CLDN4	1
905606	CLDN4	1
905960	TACSTD2	1
906337	CLDN4	1
906417	TACSTD2	3
906882	CLDN4	1
907111	CLDN4	1
907224	CLDN4	1
907566	CLDN4	1
907706	CLDN4	1
907774	CLDN4	1
907795	CLDN4	1
907982	TACSTD2	1
908053	CLDN4	1
908321	CLDN4	1
908375	CLDN4	1
908516	CLDN4	1
908774	CLDN4	1
908849	CLDN4	1
908942	TACSTD2	1
909150	TACSTD2	11
909188	TACSTD2	1
909205	TACSTD2	1
909213	TACSTD2	1
909220	TACSTD2	1
909246	TACSTD2	1
909250	TACSTD2	1
909255	TACSTD2	2
909258	CLDN4	1
909296	TACSTD2	3
909304	TACSTD2	1
909320	TACSTD2	1
909341	TACSTD2	11
909348	TACSTD2	1
909355	TACSTD2	1
909375	TACSTD2	1
909475	TACSTD2	4
909489	TACSTD2	8
909497	TACSTD2	1
909515	TACSTD2	4
909519	CLDN4	1
909559	TACSTD2	1
909567	TACSTD2	1
909574	TACSTD2	1
909577	TACSTD2	14
909595	TACSTD2	57
909610	TACSTD2	2
909645	TACSTD2	1
909659	TACSTD2	1
909694	TACSTD2	1
909697	TACSTD2	10
909732	TACSTD2	4
909771	TACSTD2	2
909792	TACSTD2	22
909824	TACSTD2	22
909838	TACSTD2	2
909842	TACSTD2	1
909867	TACSTD2	1
909882	TACSTD2	1
909906	CLDN4	1
909907	CLDN4	1
909976	TACSTD2	4
909981	TACSTD2	1
909990	TACSTD2	1
910052	TACSTD2	1
910067	TACSTD2	1
910080	TACSTD2	1
910085	TACSTD2	1
910086	TACSTD2	3
910092	TACSTD2	1
910105	TACSTD2	6
910133	TACSTD2	9
910155	TACSTD2	2
910160	TACSTD2	2
910175	TACSTD2	1
910192	TACSTD2	1
910246	TACSTD2	2
910268	TACSTD2	11
910273	TACSTD2	4
910273	CLDN4	1
910276	TACSTD2	1
910358	TACSTD2	2
910374	TACSTD2	1
910632	CLDN4	1
910687	TACSTD2	10
910697	TACSTD2	1
910716	TACSTD2	5
910725	TACSTD2	4
910740	TACSTD2	4
910745	TACSTD2	1
910762	TACSTD2	1
910797	TACSTD2	19
910826	TACSTD2	1
910830	TACSTD2	1
910847	CLDN4	1
910908	CLDN4	1
910911	TACSTD2	1
910911	CLDN4	1
910930	TACSTD2	1
910959	TACSTD2	1
910970	CLDN4	1
910999	TACSTD2	1
911068	TACSTD2	1
911074	CLDN4	1
911092	CLDN4	1
911097	CLDN4	1
911100	TACSTD2	1
911111	CLDN4	1
911125	CLDN4	1
911178	CLDN4	1
911187	CLDN4	1
911189	CLDN4	1
911197	TACSTD2	1
911241	CLDN4	1
911254	TACSTD2	1
911289	TACSTD2	1
911318	TACSTD2	1
911328	TACSTD2	1
911335	TACSTD2	1
911336	TACSTD2	1
911364	TACSTD2	1
911413	TACSTD2	1
911485	TACSTD2	1
911497	TACSTD2	1
911502	CLDN4	1
911530	CLDN4	1
911541	CLDN4	1
911579	TACSTD2	1
911615	TACSTD2	1
911671	CLDN4	1
911685	TACSTD2	2
911689	TACSTD2	1
911718	CLDN4	1
911798	CLDN4	1
911834	TACSTD2	1
911835	TACSTD2	1
911845	CLDN4	1
911858	TACSTD2	1
911877	CLDN4	1
911882	TACSTD2	1
911905	TACSTD2	1
911923	TACSTD2	1
911962	TACSTD2	1
911963	TACSTD2	1
912004	CLDN4	1
912009	CLDN4	1
912028	CLDN4	1
912118	CLDN4	3
912167	TACSTD2	1
912177	TACSTD2	1
912247	CLDN4	1
912283	TACSTD2	1
912285	CLDN4	1
912292	TACSTD2	1
912351	CLDN4	1
912368	CLDN4	1
912387	TACSTD2	1
912387	CLDN4	1
912407	TACSTD2	1
912428	TACSTD2	1
912445	CLDN4	1
912462	CLDN4	1
912473	TACSTD2	1
912524	TACSTD2	1
912528	CLDN4	1
912534	CLDN4	1
912556	CLDN4	1
912652	TACSTD2	1
912669	CLDN4	1
912685	CLDN4	1
912758	TACSTD2	1
912781	TACSTD2	1
912837	TACSTD2	1
912842	TACSTD2	1
912843	CLDN4	1
912872	TACSTD2	1
912894	CLDN4	1
912897	TACSTD2	1
912898	TACSTD2	1
912986	TACSTD2	1
912987	TACSTD2	1
912990	TACSTD2	1
912992	CLDN4	1
913046	TACSTD2	1
913206	TACSTD2	2
913221	CLDN4	1
913235	CLDN4	1
913274	CLDN4	1
913276	TACSTD2	6
913302	TACSTD2	1
913311	CLDN4	1
913331	TACSTD2	1
913423	TACSTD2	1
913448	TACSTD2	1
913463	TACSTD2	1
913469	TACSTD2	2
913477	TACSTD2	2
913484	TACSTD2	1
913494	CLDN4	1
913495	TACSTD2	2
913506	TACSTD2	1
913507	TACSTD2	2
913530	TACSTD2	1
913553	TACSTD2	1
913554	CLDN4	1
913555	TACSTD2	3
913571	TACSTD2	1
913575	TACSTD2	1
913580	TACSTD2	1
913591	TACSTD2	4
913598	TACSTD2	1
913625	TACSTD2	1
913664	TACSTD2	4
913670	TACSTD2	2
913676	CLDN4	1
913689	TACSTD2	1
913716	CLDN4	1
913724	TACSTD2	4
913751	TACSTD2	1
913758	TACSTD2	5
913781	CLDN4	1
913792	TACSTD2	1
913798	CLDN4	1
913823	TACSTD2	4
913833	CLDN4	1
913841	TACSTD2	1
913848	CLDN4	1
913864	TACSTD2	1
913876	TACSTD2	1
913918	TACSTD2	13
913925	TACSTD2	1
913927	CLDN4	1
913936	TACSTD2	1
913936	CLDN4	1
913983	TACSTD2	2
913985	TACSTD2	5
914004	TACSTD2	13
914040	TACSTD2	1
914040	CLDN4	1
914115	CLDN4	1
914136	CLDN4	1
914139	TACSTD2	1
914159	TACSTD2	1
914159	CLDN4	1
914189	TACSTD2	2
914192	TACSTD2	1
914212	TACSTD2	2
914219	CLDN4	1
914251	TACSTD2	2
914256	TACSTD2	1
914262	TACSTD2	1
914264	TACSTD2	1
914272	TACSTD2	1
914304	TACSTD2	1
914328	CLDN4	1
914329	TACSTD2	1
914336	CLDN4	1
914338	TACSTD2	1
914341	CLDN4	1
914346	TACSTD2	1
914351	CLDN4	1
914359	TACSTD2	3
914382	TACSTD2	13
914391	TACSTD2	1
914399	TACSTD2	1
914399	CLDN4	1
914476	TACSTD2	1
914517	TACSTD2	2
914707	TACSTD2	1
914776	CLDN4	1
914777	CLDN4	1
914842	CLDN4	1
914994	TACSTD2	1
915017	CLDN4	1
915102	CLDN4	1
915126	TACSTD2	1
915323	TACSTD2	1
915432	CLDN4	1
915628	TACSTD2	1
915668	CLDN4	1
915687	CLDN4	1
915771	TACSTD2	1
915780	CLDN4	1
915808	CLDN4	1
915989	CLDN4	1
915998	CLDN4	1
916059	TACSTD2	1
916076	CLDN4	1
916302	CLDN4	1
916324	TACSTD2	1
916452	TACSTD2	2
916491	CLDN4	1
916520	TACSTD2	1
916521	TACSTD2	1
916714	TACSTD2	1
916942	TACSTD2	1
917118	TACSTD2	1
917164	TACSTD2	1
917201	TACSTD2	1
917476	TACSTD2	1
917527	TACSTD2	1
917530	TACSTD2	1
917542	CLDN4	1
917551	CLDN4	1
917602	TACSTD2	1
917627	TACSTD2	1
917683	TACSTD2	1
917687	CLDN4	1
917755	CLDN4	1
917887	CLDN4	1
917900	TACSTD2	1
918055	TACSTD2	1
918120	CLDN4	1
918150	TACSTD2	1
918281	TACSTD2	1
918325	TACSTD2	1
918331	TACSTD2	1
918461	TACSTD2	1
918474	TACSTD2	1
918611	TACSTD2	1
918642	CLDN4	1
918716	TACSTD2	1
918733	TACSTD2	1
918783	CLDN4	1
918799	CLDN4	1
918811	CLDN4	1
918950	CLDN4	1
919030	TACSTD2	1
919072	CLDN4	1
919128	TACSTD2	1
919136	CLDN4	1
919140	TACSTD2	2
919151	TACSTD2	1
919180	TACSTD2	1
919405	CLDN4	1
919409	TACSTD2	1
919514	TACSTD2	1
919541	CLDN4	1
919582	TACSTD2	1
919631	TACSTD2	1
919692	CLDN4	1
919832	TACSTD2	1
919868	TACSTD2	2
919872	CLDN4	1
920002	CLDN4	1
920075	TACSTD2	1
920157	TACSTD2	1
920180	TACSTD2	2
920194	CLDN4	1
920262	CLDN4	1
920290	CLDN4	1
920327	CLDN4	1
920344	TACSTD2	1
920419	CLDN4	1
920481	CLDN4	1
920776	CLDN4	1
920828	CLDN4	1
920880	TACSTD2	1
921075	TACSTD2	1
921154	TACSTD2	1
921168	TACSTD2	1
921184	CLDN4	1
921294	CLDN4	1
921388	CLDN4	1
921403	TACSTD2	2
921452	TACSTD2	1
921517	TACSTD2	1
921517	CLDN4	2
921538	TACSTD2	1
921563	TACSTD2	1
921570	TACSTD2	3
921583	TACSTD2	9
921621	TACSTD2	1
921648	TACSTD2	1
921680	TACSTD2	1
921685	TACSTD2	1
921755	CLDN4	1
921797	TACSTD2	1
921798	CLDN4	1
921848	TACSTD2	3
921861	CLDN4	1
921866	CLDN4	1
921908	TACSTD2	1
921931	TACSTD2	1
921961	TACSTD2	1
922012	TACSTD2	1
922025	CLDN4	1
922043	TACSTD2	1
922092	CLDN4	1
922131	TACSTD2	1
922134	TACSTD2	1
922157	CLDN4	1
922224	TACSTD2	1
922225	CLDN4	1
922265	TACSTD2	1
922319	CLDN4	1
922321	TACSTD2	1
922364	TACSTD2	1
922366	TACSTD2	1
922459	TACSTD2	1
922529	CLDN4	1
922668	TACSTD2	1
922686	CLDN4	1
922694	TACSTD2	1
922729	TACSTD2	1
922735	TACSTD2	1
922757	CLDN4	1
922813	TACSTD2	1
922828	TACSTD2	1
922919	CLDN4	1
922939	CLDN4	1
922945	TACSTD2	1
922951	CLDN4	1
922959	TACSTD2	1
922987	CLDN4	1
923027	TACSTD2	1
923071	CLDN4	1
923142	CLDN4	1
923207	TACSTD2	1
923212	TACSTD2	1
923214	CLDN4	1
923233	CLDN4	1
923264	TACSTD2	2
923293	CLDN4	1
923294	TACSTD2	1
923319	TACSTD2	1
923388	TACSTD2	1
923478	TACSTD2	1
923512	TACSTD2	1
923513	CLDN4	1
923551	TACSTD2	1
923606	CLDN4	1
923611	CLDN4	1
923623	TACSTD2	1
923624	TACSTD2	1
923633	CLDN4	1
923715	CLDN4	1
923731	CLDN4	1
923742	TACSTD2	1
923755	TACSTD2	1
923769	CLDN4	1
923776	TACSTD2	1
923809	TACSTD2	1
923831	CLDN4	1
923868	CLDN4	1
923900	CLDN4	2
923916	TACSTD2	1
923930	TACSTD2	1
923933	CLDN4	1
923957	CLDN4	1
923965	TACSTD2	1
923985	TACSTD2	1
923998	CLDN4	1
924005	TACSTD2	1
924023	CLDN4	1
924043	CLDN4	1
924045	CLDN4	1
924091	CLDN4	1
924115	CLDN4	1
924154	TACSTD2	1
924181	TACSTD2	1
924196	TACSTD2	1
924203	CLDN4	1
