gene,probe,gsm,group,log2_intensity,within_array_percentile
Tacstd2,1423323_at,GSM2029462,60_Day_NT,12.8723,94.2
Tacstd2,1423323_at,GSM2029463,60_Day_NT,11.5845,84.91
Tacstd2,1423323_at,GSM2029464,60_Day_NT,12.4829,92.15
Tacstd2,1423323_at,GSM2029465,60_Day_NT,12.947,94.47
Tacstd2,1423323_at,GSM2029466,60_Day_NT,12.2464,90.58
Krt8,1423691_x_at,GSM2029389,Normal,12.0636,89.09
Krt8,1423691_x_at,GSM2029390,Normal,11.7134,86.34
Krt8,1423691_x_at,GSM2029391,Normal,13.6088,96.7
Krt8,1423691_x_at,GSM2029392,Normal,11.0256,78.63
Krt8,1423691_x_at,GSM2029393,Normal,12.3437,91.33
Krt8,1423691_x_at,GSM2029394,Normal,11.4413,83.59
Krt8,1423691_x_at,GSM2029395,Normal,12.8578,93.89
Krt8,1423691_x_at,GSM2029396,Normal,11.8731,87.9
Krt8,1423691_x_at,GSM2029397,5_Day_DC101,7.5492,28.53
Krt8,1423691_x_at,GSM2029398,5_Day_DC101,7.0167,21.8
Krt8,1423691_x_at,GSM2029399,5_Day_DC101,8.3575,43.06
Krt8,1423691_x_at,GSM2029400,5_Day_DC101,8.4477,38.68
Krt8,1423691_x_at,GSM2029401,5_Day_DC101,6.9833,23.04
Krt8,1423691_x_at,GSM2029402,5_Day_DC101,7.3039,27.54
Krt8,1423691_x_at,GSM2029403,5_Day_DC101,8.3582,40.96
Krt8,1423691_x_at,GSM2029404,5_Day_DC101,10.423,71.24
Krt8,1423691_x_at,GSM2029405,5_Day_G6,8.5417,42.68
Krt8,1423691_x_at,GSM2029406,5_Day_G6,6.1709,15.91
Krt8,1423691_x_at,GSM2029407,5_Day_G6,9.2912,55.17
Krt8,1423691_x_at,GSM2029408,5_Day_G6,8.1966,35.79
Krt8,1423691_x_at,GSM2029409,5_Day_G6,7.5966,29.64
Krt8,1423691_x_at,GSM2029410,5_Day_G6,6.7511,19.47
Krt8,1423691_x_at,GSM2029411,5_Day_G6,8.7917,47.94
Krt8,1423691_x_at,GSM2029412,5_Day_G6,7.9924,35.76
Krt8,1423691_x_at,GSM2029413,5_Day_NT,7.4162,28.36
Krt8,1423691_x_at,GSM2029414,5_Day_NT,8.0238,35.38
Krt8,1423691_x_at,GSM2029415,5_Day_NT,5.6056,11.84
Krt8,1423691_x_at,GSM2029416,5_Day_NT,7.5995,30.42
Krt8,1423691_x_at,GSM2029417,5_Day_NT,5.5901,12.78
Krt8,1423691_x_at,GSM2029418,5_Day_NT,7.4833,27.18
Krt8,1423691_x_at,GSM2029419,5_Day_NT,7.3304,24.04
Krt8,1423691_x_at,GSM2029420,5_Day_NT,7.2546,23.6
Krt8,1423691_x_at,GSM2029421,20_Day_DC101,7.6076,26.79
Krt8,1423691_x_at,GSM2029422,20_Day_DC101,7.7734,30.22
Krt8,1423691_x_at,GSM2029423,20_Day_DC101,7.9211,32.61
Krt8,1423691_x_at,GSM2029424,20_Day_DC101,5.7671,12.22
Krt8,1423691_x_at,GSM2029425,20_Day_DC101,10.2804,69.15
Krt8,1423691_x_at,GSM2029426,20_Day_DC101,7.4885,26.67
Krt8,1423691_x_at,GSM2029427,20_Day_DC101,8.1559,35.4
Krt8,1423691_x_at,GSM2029428,20_Day_DC101,5.3809,10.52
Krt8,1423691_x_at,GSM2029429,20_Day_G6,6.7137,17.66
Krt8,1423691_x_at,GSM2029430,20_Day_G6,5.2353,10.16
Krt8,1423691_x_at,GSM2029431,20_Day_G6,8.0426,34.78
Krt8,1423691_x_at,GSM2029432,20_Day_G6,5.4525,10.4
Krt8,1423691_x_at,GSM2029433,20_Day_G6,8.3343,40.88
Krt8,1423691_x_at,GSM2029434,20_Day_G6,8.6096,42.46
Krt8,1423691_x_at,GSM2029435,20_Day_G6,7.6623,30.35
Krt8,1423691_x_at,GSM2029436,20_Day_G6,6.4967,17.04
Krt8,1423691_x_at,GSM2029437,20_Day_NT,6.4416,16.94
Krt8,1423691_x_at,GSM2029438,20_Day_NT,5.684,12.42
Krt8,1423691_x_at,GSM2029439,20_Day_NT,7.2714,25.06
Krt8,1423691_x_at,GSM2029440,20_Day_NT,5.2884,8.83
Krt8,1423691_x_at,GSM2029441,20_Day_NT,9.6807,59.35
Krt8,1423691_x_at,GSM2029442,20_Day_NT,5.8741,13.56
Krt8,1423691_x_at,GSM2029443,20_Day_NT,6.9808,22.07
Krt8,1423691_x_at,GSM2029444,20_Day_NT,4.4216,5.18
Krt8,1423691_x_at,GSM2029445,60_Day_DC101,9.0205,51.29
Krt8,1423691_x_at,GSM2029446,60_Day_DC101,12.9377,94.31
Krt8,1423691_x_at,GSM2029447,60_Day_DC101,5.4205,11.59
Krt8,1423691_x_at,GSM2029448,60_Day_DC101,5.6314,11.09
Krt8,1423691_x_at,GSM2029449,60_Day_DC101,8.5787,40.6
Krt8,1423691_x_at,GSM2029450,60_Day_DC101,9.3372,55.37
Krt8,1423691_x_at,GSM2029451,60_Day_G6,7.8186,30.7
Krt8,1423691_x_at,GSM2029452,60_Day_G6,8.8445,47.65
Krt8,1423691_x_at,GSM2029453,60_Day_G6,8.359,39.99
Krt8,1423691_x_at,GSM2029454,60_Day_G6,11.2741,81.59
Krt8,1423691_x_at,GSM2029455,60_Day_G6,7.539,27.95
Krt8,1423691_x_at,GSM2029456,60_Day_G6,6.4222,17.25
Krt8,1423691_x_at,GSM2029457,60_Day_G6,8.0519,36.58
Krt8,1423691_x_at,GSM2029458,60_Day_G6,5.8989,12.4
Krt8,1423691_x_at,GSM2029459,60_Day_NT,7.52,28.19
Krt8,1423691_x_at,GSM2029460,60_Day_NT,10.2824,69.1
Krt8,1423691_x_at,GSM2029461,60_Day_NT,8.0216,34.48
Krt8,1423691_x_at,GSM2029462,60_Day_NT,8.39,38.3
Krt8,1423691_x_at,GSM2029463,60_Day_NT,7.8417,33.29
Krt8,1423691_x_at,GSM2029464,60_Day_NT,8.0232,34.27
Krt8,1423691_x_at,GSM2029465,60_Day_NT,7.6281,27.81
Krt8,1423691_x_at,GSM2029466,60_Day_NT,8.0176,34.3
Cd8a,1425335_at,GSM2029389,Normal,7.4231,27.95
Cd8a,1425335_at,GSM2029390,Normal,7.8886,32.86
Cd8a,1425335_at,GSM2029391,Normal,5.3792,12.26
Cd8a,1425335_at,GSM2029392,Normal,6.4861,18.2
Cd8a,1425335_at,GSM2029393,Normal,7.2312,23.03
Cd8a,1425335_at,GSM2029394,Normal,6.6929,19.12
Cd8a,1425335_at,GSM2029395,Normal,7.6134,30.06
Cd8a,1425335_at,GSM2029396,Normal,6.4547,19.83
Cd8a,1425335_at,GSM2029397,5_Day_DC101,6.5664,18.75
Cd8a,1425335_at,GSM2029398,5_Day_DC101,6.0577,14.58
Cd8a,1425335_at,GSM2029399,5_Day_DC101,6.1689,17.03
Cd8a,1425335_at,GSM2029400,5_Day_DC101,8.299,36.2
Cd8a,1425335_at,GSM2029401,5_Day_DC101,8.3965,41.86
Cd8a,1425335_at,GSM2029402,5_Day_DC101,8.5806,45.23
Cd8a,1425335_at,GSM2029403,5_Day_DC101,7.7033,31.17
Cd8a,1425335_at,GSM2029404,5_Day_DC101,5.3628,10.84
Cd8a,1425335_at,GSM2029405,5_Day_G6,5.9355,13.89
Cd8a,1425335_at,GSM2029406,5_Day_G6,5.9727,14.53
Cd8a,1425335_at,GSM2029407,5_Day_G6,5.7934,14.42
Cd8a,1425335_at,GSM2029408,5_Day_G6,8.0647,33.78
Cd8a,1425335_at,GSM2029409,5_Day_G6,8.5031,42.79
Cd8a,1425335_at,GSM2029410,5_Day_G6,6.5635,17.91
Cd8a,1425335_at,GSM2029411,5_Day_G6,7.3123,26.62
Cd8a,1425335_at,GSM2029412,5_Day_G6,7.5137,28.96
Cd8a,1425335_at,GSM2029413,5_Day_NT,6.2441,17.06
Cd8a,1425335_at,GSM2029414,5_Day_NT,7.5185,28.45
Cd8a,1425335_at,GSM2029415,5_Day_NT,6.2275,15.93
Cd8a,1425335_at,GSM2029416,5_Day_NT,8.3288,40.57
Cd8a,1425335_at,GSM2029417,5_Day_NT,7.03,23.66
Cd8a,1425335_at,GSM2029418,5_Day_NT,7.1355,23.17
Cd8a,1425335_at,GSM2029419,5_Day_NT,8.1926,36.01
Cd8a,1425335_at,GSM2029420,5_Day_NT,7.9719,32.6
Cd8a,1425335_at,GSM2029421,20_Day_DC101,6.0415,13.46
Cd8a,1425335_at,GSM2029422,20_Day_DC101,7.9834,33.24
Cd8a,1425335_at,GSM2029423,20_Day_DC101,7.3824,25.55
Cd8a,1425335_at,GSM2029424,20_Day_DC101,8.3968,38.26
Cd8a,1425335_at,GSM2029425,20_Day_DC101,7.9228,33.44
Cd8a,1425335_at,GSM2029426,20_Day_DC101,6.8476,20.3
Cd8a,1425335_at,GSM2029427,20_Day_DC101,8.0104,33.22
Cd8a,1425335_at,GSM2029428,20_Day_DC101,8.051,35.35
Cd8a,1425335_at,GSM2029429,20_Day_G6,5.6407,10.85
Cd8a,1425335_at,GSM2029430,20_Day_G6,7.4453,28.1
Cd8a,1425335_at,GSM2029431,20_Day_G6,7.0879,22.55
Cd8a,1425335_at,GSM2029432,20_Day_G6,7.4976,26.01
Cd8a,1425335_at,GSM2029433,20_Day_G6,7.0264,23.44
Cd8a,1425335_at,GSM2029434,20_Day_G6,8.0884,34.26
Cd8a,1425335_at,GSM2029435,20_Day_G6,6.7478,19.68
Cd8a,1425335_at,GSM2029436,20_Day_G6,7.47,25.89
Cd8a,1425335_at,GSM2029437,20_Day_NT,7.7477,30.17
Cd8a,1425335_at,GSM2029438,20_Day_NT,6.1783,15.33
Cd8a,1425335_at,GSM2029439,20_Day_NT,6.8981,21.28
Cd8a,1425335_at,GSM2029440,20_Day_NT,6.1965,14.3
Cd8a,1425335_at,GSM2029441,20_Day_NT,6.5095,17.16
Cd8a,1425335_at,GSM2029442,20_Day_NT,6.5206,18.03
Cd8a,1425335_at,GSM2029443,20_Day_NT,8.2049,37.74
Cd8a,1425335_at,GSM2029444,20_Day_NT,7.2497,22.66
Cd8a,1425335_at,GSM2029445,60_Day_DC101,5.8844,13.97
Cd8a,1425335_at,GSM2029446,60_Day_DC101,7.1703,23.4
Cd8a,1425335_at,GSM2029447,60_Day_DC101,8.6632,46.65
Cd8a,1425335_at,GSM2029448,60_Day_DC101,7.9958,32.75
Cd8a,1425335_at,GSM2029449,60_Day_DC101,6.314,14.63
Cd8a,1425335_at,GSM2029450,60_Day_DC101,6.5184,18.57
Cd8a,1425335_at,GSM2029451,60_Day_G6,6.6906,18.78
Cd8a,1425335_at,GSM2029452,60_Day_G6,6.3478,16.8
Cd8a,1425335_at,GSM2029453,60_Day_G6,7.6529,29.95
Cd8a,1425335_at,GSM2029454,60_Day_G6,5.7892,12.93
Cd8a,1425335_at,GSM2029455,60_Day_G6,6.882,20.91
Cd8a,1425335_at,GSM2029456,60_Day_G6,8.0417,34.81
Cd8a,1425335_at,GSM2029457,60_Day_G6,7.0552,23.45
Cd8a,1425335_at,GSM2029458,60_Day_G6,7.5651,25.76
Cd8a,1425335_at,GSM2029459,60_Day_NT,7.5648,28.79
Cd8a,1425335_at,GSM2029460,60_Day_NT,8.2115,36.44
Cd8a,1425335_at,GSM2029461,60_Day_NT,7.7839,30.88
Cd8a,1425335_at,GSM2029462,60_Day_NT,7.137,22.03
Cd8a,1425335_at,GSM2029463,60_Day_NT,8.0947,37.07
Cd8a,1425335_at,GSM2029464,60_Day_NT,6.0847,13.85
Cd8a,1425335_at,GSM2029465,60_Day_NT,7.9368,31.91
Cd8a,1425335_at,GSM2029466,60_Day_NT,6.4266,17.28
Eomes,1426001_at,GSM2029389,Normal,5.1342,9.71
Eomes,1426001_at,GSM2029390,Normal,5.6579,11.76
Eomes,1426001_at,GSM2029391,Normal,5.3698,12.21
Eomes,1426001_at,GSM2029392,Normal,4.844,8.0
Eomes,1426001_at,GSM2029393,Normal,4.2426,4.07
Eomes,1426001_at,GSM2029394,Normal,5.2118,9.21
Eomes,1426001_at,GSM2029395,Normal,4.8535,7.92
Eomes,1426001_at,GSM2029396,Normal,5.0197,9.76
Eomes,1426001_at,GSM2029397,5_Day_DC101,4.4627,6.09
Eomes,1426001_at,GSM2029398,5_Day_DC101,7.2037,23.67
Eomes,1426001_at,GSM2029399,5_Day_DC101,8.69,47.85
Eomes,1426001_at,GSM2029400,5_Day_DC101,8.43,38.39
Eomes,1426001_at,GSM2029401,5_Day_DC101,7.3763,27.52
Eomes,1426001_at,GSM2029402,5_Day_DC101,8.3232,41.41
Eomes,1426001_at,GSM2029403,5_Day_DC101,6.7234,20.13
Eomes,1426001_at,GSM2029404,5_Day_DC101,5.7503,13.23
Eomes,1426001_at,GSM2029405,5_Day_G6,9.3446,55.15
Eomes,1426001_at,GSM2029406,5_Day_G6,9.2767,54.36
Eomes,1426001_at,GSM2029407,5_Day_G6,6.6938,20.79
Eomes,1426001_at,GSM2029408,5_Day_G6,6.5642,17.75
Eomes,1426001_at,GSM2029409,5_Day_G6,9.1651,52.97
Eomes,1426001_at,GSM2029410,5_Day_G6,9.1087,52.28
Eomes,1426001_at,GSM2029411,5_Day_G6,5.2024,10.28
Eomes,1426001_at,GSM2029412,5_Day_G6,6.9275,22.24
Eomes,1426001_at,GSM2029413,5_Day_NT,7.3743,27.82
Eomes,1426001_at,GSM2029414,5_Day_NT,6.6695,19.44
Eomes,1426001_at,GSM2029415,5_Day_NT,6.6279,19.06
Eomes,1426001_at,GSM2029416,5_Day_NT,5.5204,12.19
Eomes,1426001_at,GSM2029417,5_Day_NT,6.8674,22.0
Eomes,1426001_at,GSM2029418,5_Day_NT,8.454,41.12
Eomes,1426001_at,GSM2029419,5_Day_NT,6.9479,20.11
Eomes,1426001_at,GSM2029420,5_Day_NT,8.0649,33.97
Eomes,1426001_at,GSM2029421,20_Day_DC101,5.6949,11.42
Eomes,1426001_at,GSM2029422,20_Day_DC101,8.1061,35.1
Eomes,1426001_at,GSM2029423,20_Day_DC101,5.6323,11.9
Eomes,1426001_at,GSM2029424,20_Day_DC101,5.8019,12.44
Eomes,1426001_at,GSM2029425,20_Day_DC101,5.8227,13.56
Eomes,1426001_at,GSM2029426,20_Day_DC101,4.915,7.91
Eomes,1426001_at,GSM2029427,20_Day_DC101,5.3381,9.73
Eomes,1426001_at,GSM2029428,20_Day_DC101,5.9844,14.3
Eomes,1426001_at,GSM2029429,20_Day_G6,5.7727,11.55
Eomes,1426001_at,GSM2029430,20_Day_G6,5.4019,11.03
Eomes,1426001_at,GSM2029431,20_Day_G6,5.3684,10.15
Eomes,1426001_at,GSM2029432,20_Day_G6,5.1663,8.87
Eomes,1426001_at,GSM2029433,20_Day_G6,6.2248,16.45
Eomes,1426001_at,GSM2029434,20_Day_G6,4.0321,3.51
Eomes,1426001_at,GSM2029435,20_Day_G6,7.0846,23.13
Eomes,1426001_at,GSM2029436,20_Day_G6,4.6611,6.43
Eomes,1426001_at,GSM2029437,20_Day_NT,5.7837,12.4
Eomes,1426001_at,GSM2029438,20_Day_NT,4.8679,8.05
Eomes,1426001_at,GSM2029439,20_Day_NT,4.5248,6.37
Eomes,1426001_at,GSM2029440,20_Day_NT,5.8081,11.85
Eomes,1426001_at,GSM2029441,20_Day_NT,4.3484,4.92
Eomes,1426001_at,GSM2029442,20_Day_NT,4.6035,6.5
Eomes,1426001_at,GSM2029443,20_Day_NT,6.9636,21.9
Eomes,1426001_at,GSM2029444,20_Day_NT,5.7415,11.83
Eomes,1426001_at,GSM2029445,60_Day_DC101,4.9463,8.47
Eomes,1426001_at,GSM2029446,60_Day_DC101,5.1481,9.05
Eomes,1426001_at,GSM2029447,60_Day_DC101,5.6668,13.18
Eomes,1426001_at,GSM2029448,60_Day_DC101,5.4482,10.01
Eomes,1426001_at,GSM2029449,60_Day_DC101,5.0561,7.38
Eomes,1426001_at,GSM2029450,60_Day_DC101,5.2772,10.65
Eomes,1426001_at,GSM2029451,60_Day_G6,5.7123,11.94
Eomes,1426001_at,GSM2029452,60_Day_G6,5.0334,8.79
Eomes,1426001_at,GSM2029453,60_Day_G6,5.4019,10.9
Eomes,1426001_at,GSM2029454,60_Day_G6,3.856,3.12
Eomes,1426001_at,GSM2029455,60_Day_G6,4.1827,4.48
Eomes,1426001_at,GSM2029456,60_Day_G6,5.6602,12.13
Eomes,1426001_at,GSM2029457,60_Day_G6,5.2566,9.95
Eomes,1426001_at,GSM2029458,60_Day_G6,4.9397,6.9
Eomes,1426001_at,GSM2029459,60_Day_NT,4.7021,7.24
Eomes,1426001_at,GSM2029460,60_Day_NT,5.1297,8.33
Eomes,1426001_at,GSM2029461,60_Day_NT,5.4189,10.07
Eomes,1426001_at,GSM2029462,60_Day_NT,5.2384,8.83
Eomes,1426001_at,GSM2029463,60_Day_NT,8.427,41.97
Eomes,1426001_at,GSM2029464,60_Day_NT,7.2072,23.33
Eomes,1426001_at,GSM2029465,60_Day_NT,6.0306,14.14
Eomes,1426001_at,GSM2029466,60_Day_NT,5.4403,10.84
Cd8b1,1426170_a_at,GSM2029389,Normal,6.8776,21.81
Cd8b1,1426170_a_at,GSM2029390,Normal,6.0853,14.43
Cd8b1,1426170_a_at,GSM2029391,Normal,5.9798,15.86
Cd8b1,1426170_a_at,GSM2029392,Normal,7.3863,26.61
Cd8b1,1426170_a_at,GSM2029393,Normal,4.6352,5.75
Cd8b1,1426170_a_at,GSM2029394,Normal,3.8166,2.9
Cd8b1,1426170_a_at,GSM2029395,Normal,4.9472,8.45
Cd8b1,1426170_a_at,GSM2029396,Normal,4.9805,9.5
Cd8b1,1426170_a_at,GSM2029397,5_Day_DC101,5.4702,11.55
Cd8b1,1426170_a_at,GSM2029398,5_Day_DC101,6.9512,21.15
Cd8b1,1426170_a_at,GSM2029399,5_Day_DC101,4.8861,9.43
Cd8b1,1426170_a_at,GSM2029400,5_Day_DC101,5.5972,9.81
Cd8b1,1426170_a_at,GSM2029401,5_Day_DC101,6.5993,19.45
Cd8b1,1426170_a_at,GSM2029402,5_Day_DC101,6.0877,16.25
Cd8b1,1426170_a_at,GSM2029403,5_Day_DC101,5.0054,8.84
Cd8b1,1426170_a_at,GSM2029404,5_Day_DC101,6.5735,19.11
Cd8b1,1426170_a_at,GSM2029405,5_Day_G6,6.9923,21.97
Cd8b1,1426170_a_at,GSM2029406,5_Day_G6,5.8045,13.46
Cd8b1,1426170_a_at,GSM2029407,5_Day_G6,5.7798,14.34
Cd8b1,1426170_a_at,GSM2029408,5_Day_G6,5.3837,9.66
Cd8b1,1426170_a_at,GSM2029409,5_Day_G6,5.2917,10.66
Cd8b1,1426170_a_at,GSM2029410,5_Day_G6,5.9333,13.44
Cd8b1,1426170_a_at,GSM2029411,5_Day_G6,4.9639,9.03
Cd8b1,1426170_a_at,GSM2029412,5_Day_G6,6.6802,19.88
Cd8b1,1426170_a_at,GSM2029413,5_Day_NT,6.9837,23.42
Cd8b1,1426170_a_at,GSM2029414,5_Day_NT,6.5301,18.21
Cd8b1,1426170_a_at,GSM2029415,5_Day_NT,6.9173,21.68
Cd8b1,1426170_a_at,GSM2029416,5_Day_NT,6.9874,23.31
Cd8b1,1426170_a_at,GSM2029417,5_Day_NT,6.6426,19.94
Cd8b1,1426170_a_at,GSM2029418,5_Day_NT,5.9925,14.02
Cd8b1,1426170_a_at,GSM2029419,5_Day_NT,3.7247,2.3
Cd8b1,1426170_a_at,GSM2029420,5_Day_NT,4.7328,6.55
Cd8b1,1426170_a_at,GSM2029421,20_Day_DC101,5.753,11.78
Cd8b1,1426170_a_at,GSM2029422,20_Day_DC101,6.6001,17.56
Cd8b1,1426170_a_at,GSM2029423,20_Day_DC101,6.4952,17.38
Cd8b1,1426170_a_at,GSM2029424,20_Day_DC101,6.7386,18.99
Cd8b1,1426170_a_at,GSM2029425,20_Day_DC101,6.9063,21.36
Cd8b1,1426170_a_at,GSM2029426,20_Day_DC101,7.0541,22.11
Cd8b1,1426170_a_at,GSM2029427,20_Day_DC101,5.2728,9.4
Cd8b1,1426170_a_at,GSM2029428,20_Day_DC101,5.8733,13.62
Cd8b1,1426170_a_at,GSM2029429,20_Day_G6,6.8587,18.87
Cd8b1,1426170_a_at,GSM2029430,20_Day_G6,6.0029,14.65
Cd8b1,1426170_a_at,GSM2029431,20_Day_G6,6.6107,18.3
Cd8b1,1426170_a_at,GSM2029432,20_Day_G6,6.4031,16.16
Cd8b1,1426170_a_at,GSM2029433,20_Day_G6,6.4545,18.24
Cd8b1,1426170_a_at,GSM2029434,20_Day_G6,7.3404,24.42
Cd8b1,1426170_a_at,GSM2029435,20_Day_G6,4.8324,7.53
Cd8b1,1426170_a_at,GSM2029436,20_Day_G6,6.3223,15.87
Cd8b1,1426170_a_at,GSM2029437,20_Day_NT,6.6376,18.36
Cd8b1,1426170_a_at,GSM2029438,20_Day_NT,4.5103,6.23
Cd8b1,1426170_a_at,GSM2029439,20_Day_NT,6.2999,16.6
Cd8b1,1426170_a_at,GSM2029440,20_Day_NT,4.6882,5.84
Cd8b1,1426170_a_at,GSM2029441,20_Day_NT,7.2333,23.48
Cd8b1,1426170_a_at,GSM2029442,20_Day_NT,6.3756,16.87
Cd8b1,1426170_a_at,GSM2029443,20_Day_NT,6.6373,18.78
Cd8b1,1426170_a_at,GSM2029444,20_Day_NT,7.5798,26.18
Cd8b1,1426170_a_at,GSM2029445,60_Day_DC101,6.3302,17.02
Cd8b1,1426170_a_at,GSM2029446,60_Day_DC101,4.2172,4.41
Cd8b1,1426170_a_at,GSM2029447,60_Day_DC101,3.2141,1.64
Cd8b1,1426170_a_at,GSM2029448,60_Day_DC101,7.0494,21.2
Cd8b1,1426170_a_at,GSM2029449,60_Day_DC101,5.0807,7.53
Cd8b1,1426170_a_at,GSM2029450,60_Day_DC101,5.3078,10.84
Cd8b1,1426170_a_at,GSM2029451,60_Day_G6,7.6102,27.99
Cd8b1,1426170_a_at,GSM2029452,60_Day_G6,6.2664,16.23
Cd8b1,1426170_a_at,GSM2029453,60_Day_G6,5.0862,9.06
Cd8b1,1426170_a_at,GSM2029454,60_Day_G6,5.101,8.93
Cd8b1,1426170_a_at,GSM2029455,60_Day_G6,7.0785,22.82
Cd8b1,1426170_a_at,GSM2029456,60_Day_G6,5.7049,12.43
Cd8b1,1426170_a_at,GSM2029457,60_Day_G6,7.8459,33.4
Cd8b1,1426170_a_at,GSM2029458,60_Day_G6,6.7338,18.07
Cd8b1,1426170_a_at,GSM2029459,60_Day_NT,6.1898,15.56
Cd8b1,1426170_a_at,GSM2029460,60_Day_NT,6.4978,16.91
Cd8b1,1426170_a_at,GSM2029461,60_Day_NT,7.2102,23.5
Cd8b1,1426170_a_at,GSM2029462,60_Day_NT,4.106,3.61
Cd8b1,1426170_a_at,GSM2029463,60_Day_NT,7.6028,30.03
Cd8b1,1426170_a_at,GSM2029464,60_Day_NT,6.5269,17.02
Cd8b1,1426170_a_at,GSM2029465,60_Day_NT,7.8311,30.43
Cd8b1,1426170_a_at,GSM2029466,60_Day_NT,4.858,7.5
Eomes,1435172_at,GSM2029389,Normal,7.9204,34.84
Eomes,1435172_at,GSM2029390,Normal,7.8353,32.0
Eomes,1435172_at,GSM2029391,Normal,7.6047,31.34
Eomes,1435172_at,GSM2029392,Normal,8.1116,36.35
Eomes,1435172_at,GSM2029393,Normal,7.1073,21.9
Eomes,1435172_at,GSM2029394,Normal,8.3493,38.84
Eomes,1435172_at,GSM2029395,Normal,7.9676,34.99
Eomes,1435172_at,GSM2029396,Normal,5.5314,13.02
Eomes,1435172_at,GSM2029397,5_Day_DC101,8.6462,44.8
Eomes,1435172_at,GSM2029398,5_Day_DC101,8.7062,44.58
Eomes,1435172_at,GSM2029399,5_Day_DC101,9.4892,59.09
Eomes,1435172_at,GSM2029400,5_Day_DC101,9.7533,60.97
Eomes,1435172_at,GSM2029401,5_Day_DC101,8.9054,49.49
Eomes,1435172_at,GSM2029402,5_Day_DC101,8.7971,48.39
Eomes,1435172_at,GSM2029403,5_Day_DC101,8.7779,47.62
Eomes,1435172_at,GSM2029404,5_Day_DC101,8.4029,41.58
Eomes,1435172_at,GSM2029405,5_Day_G6,10.0145,65.07
Eomes,1435172_at,GSM2029406,5_Day_G6,10.2658,68.86
Eomes,1435172_at,GSM2029407,5_Day_G6,8.9679,50.28
Eomes,1435172_at,GSM2029408,5_Day_G6,9.2505,53.36
Eomes,1435172_at,GSM2029409,5_Day_G6,10.5718,73.12
Eomes,1435172_at,GSM2029410,5_Day_G6,10.5768,73.34
Eomes,1435172_at,GSM2029411,5_Day_G6,8.9612,50.64
Eomes,1435172_at,GSM2029412,5_Day_G6,8.6788,46.65
Eomes,1435172_at,GSM2029413,5_Day_NT,9.1696,53.44
Eomes,1435172_at,GSM2029414,5_Day_NT,9.0144,50.26
Eomes,1435172_at,GSM2029415,5_Day_NT,8.9564,49.56
Eomes,1435172_at,GSM2029416,5_Day_NT,8.8166,47.71
Eomes,1435172_at,GSM2029417,5_Day_NT,9.1485,53.22
Eomes,1435172_at,GSM2029418,5_Day_NT,9.2434,53.51
Eomes,1435172_at,GSM2029419,5_Day_NT,9.1969,52.38
Eomes,1435172_at,GSM2029420,5_Day_NT,9.215,52.19
Eomes,1435172_at,GSM2029421,20_Day_DC101,7.6257,27.03
Eomes,1435172_at,GSM2029422,20_Day_DC101,8.6654,43.72
Eomes,1435172_at,GSM2029423,20_Day_DC101,8.2703,37.94
Eomes,1435172_at,GSM2029424,20_Day_DC101,9.0612,49.53
Eomes,1435172_at,GSM2029425,20_Day_DC101,7.6942,30.21
Eomes,1435172_at,GSM2029426,20_Day_DC101,7.8727,31.48
Eomes,1435172_at,GSM2029427,20_Day_DC101,7.9264,32.0
Eomes,1435172_at,GSM2029428,20_Day_DC101,8.1067,36.18
Eomes,1435172_at,GSM2029429,20_Day_G6,7.9877,31.85
Eomes,1435172_at,GSM2029430,20_Day_G6,8.3235,40.74
Eomes,1435172_at,GSM2029431,20_Day_G6,8.1629,36.55
Eomes,1435172_at,GSM2029432,20_Day_G6,8.5318,40.54
Eomes,1435172_at,GSM2029433,20_Day_G6,8.2272,39.22
Eomes,1435172_at,GSM2029434,20_Day_G6,7.3727,24.78
Eomes,1435172_at,GSM2029435,20_Day_G6,7.954,34.4
Eomes,1435172_at,GSM2029436,20_Day_G6,7.8477,30.75
Eomes,1435172_at,GSM2029437,20_Day_NT,7.0531,22.11
Eomes,1435172_at,GSM2029438,20_Day_NT,8.2799,37.62
Eomes,1435172_at,GSM2029439,20_Day_NT,8.3922,40.29
Eomes,1435172_at,GSM2029440,20_Day_NT,8.4898,40.07
Eomes,1435172_at,GSM2029441,20_Day_NT,7.5162,26.71
Eomes,1435172_at,GSM2029442,20_Day_NT,7.1451,23.36
Eomes,1435172_at,GSM2029443,20_Day_NT,8.7062,45.09
Eomes,1435172_at,GSM2029444,20_Day_NT,8.2553,35.21
Eomes,1435172_at,GSM2029445,60_Day_DC101,8.2254,38.6
Eomes,1435172_at,GSM2029446,60_Day_DC101,8.2683,38.51
Eomes,1435172_at,GSM2029447,60_Day_DC101,8.6063,45.71
Eomes,1435172_at,GSM2029448,60_Day_DC101,7.7588,29.2
Eomes,1435172_at,GSM2029449,60_Day_DC101,8.4153,37.89
Eomes,1435172_at,GSM2029450,60_Day_DC101,8.5718,43.44
Eomes,1435172_at,GSM2029451,60_Day_G6,7.9721,32.87
Eomes,1435172_at,GSM2029452,60_Day_G6,5.9612,14.21
Eomes,1435172_at,GSM2029453,60_Day_G6,6.7987,20.83
Eomes,1435172_at,GSM2029454,60_Day_G6,7.6287,28.64
Eomes,1435172_at,GSM2029455,60_Day_G6,7.8229,31.7
Eomes,1435172_at,GSM2029456,60_Day_G6,7.6966,29.93
