set	dropped	kind	n_genes	effect	exact_p_two	exact_p_KO_gt_WT	nes	nom_p
Interferon Gamma Response	PSMA3	loo_gene_wald_gsea	185	0.4633426246049115			1.8755507182215385	0.000999000999000999
Interferon Gamma Response	RNF213	loo_gene_wald_gsea	185	0.4581186009669255			1.858236132968742	0.000999000999000999
Interferon Gamma Response	PELI1	loo_gene_wald_gsea	185	0.4757847697312231			1.886418894715384	0.000999000999000999
Interferon Gamma Response	CFB	loo_gene_wald_gsea	185	0.4559558218879153			1.8557139695625042	0.000999000999000999
Interferon Gamma Response	CD86	loo_gene_wald_gsea	185	0.4702207298245253			1.8752030760847274	0.000999000999000999
Interferon Gamma Response	TXNIP	loo_gene_wald_gsea	185	0.46705740504456805			1.8688722991691338	0.000999000999000999
Interferon Gamma Response	HLA-DQA1	loo_gene_wald_gsea	185	0.47118588445221804			1.8771412234182403	0.000999000999000999
Interferon Gamma Response	GCH1	loo_gene_wald_gsea	185	0.4631998594679412			1.8758372953694902	0.000999000999000999
Interferon Gamma Response	PNP	loo_gene_wald_gsea	185	0.47115475554703884			1.877078664641456	0.000999000999000999
Interferon Gamma Response	CCL7	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	PTPN6	loo_gene_wald_gsea	185	0.47209834501368425			1.878976395113291	0.000999000999000999
Interferon Gamma Response	SPPL2A	loo_gene_wald_gsea	185	0.4641737934344633			1.8738836244940156	0.000999000999000999
Interferon Gamma Response	IL4R	loo_gene_wald_gsea	185	0.4549177521256953			1.8545001890576713	0.000999000999000999
Interferon Gamma Response	PNPT1	loo_gene_wald_gsea	185	0.46606420945937177			1.870100463863568	0.000999000999000999
Interferon Gamma Response	DHX58	loo_gene_wald_gsea	185	0.45746663676795435			1.8574767849153482	0.000999000999000999
Interferon Gamma Response	BTG1	loo_gene_wald_gsea	185	0.4811272143990061			1.8972857270520473	0.000999000999000999
Interferon Gamma Response	CASP8	loo_gene_wald_gsea	185	0.47078559995567104			1.8763370292272885	0.000999000999000999
Interferon Gamma Response	IFI30	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	CCL2	loo_gene_wald_gsea	185	0.4685592564115385			1.8718738505246302	0.000999000999000999
Interferon Gamma Response	FGL2	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	CASP7	loo_gene_wald_gsea	185	0.4614837703457655			1.862142572608338	0.000999000999000999
Interferon Gamma Response	SECTM1	loo_gene_wald_gsea	185	0.45806820256555947			1.8581774627766638	0.000999000999000999
Interferon Gamma Response	IL15RA	loo_gene_wald_gsea	185	0.46765831742428754			1.8700723730918998	0.000999000999000999
Interferon Gamma Response	CD40	loo_gene_wald_gsea	185	0.478457497606278			1.8918433272674746	0.000999000999000999
Interferon Gamma Response	TRAFD1	loo_gene_wald_gsea	185	0.46329860490521924			1.8756390732165198	0.000999000999000999
Interferon Gamma Response	HLA-DRB1	loo_gene_wald_gsea	185	0.4773494818025403			1.8895916370554364	0.000999000999000999
Interferon Gamma Response	LCP2	loo_gene_wald_gsea	185	0.46763042811373506			1.8700166494768464	0.000999000999000999
Interferon Gamma Response	HLA-G	loo_gene_wald_gsea	185	0.46651762025627			1.8691948325722962	0.000999000999000999
Interferon Gamma Response	MT2A	loo_gene_wald_gsea	185	0.45239371659244926			1.8515401719840145	0.000999000999000999
Interferon Gamma Response	RIPK1	loo_gene_wald_gsea	185	0.47423044231469125			1.8832753393880037	0.000999000999000999
Interferon Gamma Response	UPP1	loo_gene_wald_gsea	185	0.4685879218522486			1.8719312125256928	0.000999000999000999
Interferon Gamma Response	PSMB2	loo_gene_wald_gsea	185	0.4648719811506315			1.872485017394569	0.000999000999000999
Interferon Gamma Response	TDRD7	loo_gene_wald_gsea	185	0.4557228092280654			1.8554416975743009	0.000999000999000999
Interferon Gamma Response	HIF1A	loo_gene_wald_gsea	185	0.47722385193084643			1.8893365953739145	0.000999000999000999
Interferon Gamma Response	EIF4E3	loo_gene_wald_gsea	185	0.4678447040912614			1.8704448444664832	0.000999000999000999
Interferon Gamma Response	VAMP8	loo_gene_wald_gsea	185	0.4627132508176925			1.8768145879958416	0.000999000999000999
Interferon Gamma Response	PFKP	loo_gene_wald_gsea	185	0.4657630871654047			1.8707022913420301	0.000999000999000999
Interferon Gamma Response	CD38	loo_gene_wald_gsea	185	0.46788766449243563			1.8705307118696315	0.000999000999000999
Interferon Gamma Response	ZBP1	loo_gene_wald_gsea	185	0.46369110015177817			1.8748514950317967	0.000999000999000999
Interferon Gamma Response	BANK1	loo_gene_wald_gsea	185	0.48052426279057564			1.8960544570245015	0.000999000999000999
Interferon Gamma Response	TOR1B	loo_gene_wald_gsea	185	0.4692691492668198			1.8732952040009636	0.000999000999000999
Interferon Gamma Response	RBCK1	loo_gene_wald_gsea	185	0.4578945088087214			1.8579752234786744	0.000999000999000999
Interferon Gamma Response	PDE4B	loo_gene_wald_gsea	185	0.47091953398920317			1.876606051161523	0.000999000999000999
Interferon Gamma Response	MVP	loo_gene_wald_gsea	185	0.473129960155229			1.88105454755788	0.000999000999000999
Interferon Gamma Response	IL7	loo_gene_wald_gsea	185	0.45973477574107363			1.8601149745350085	0.000999000999000999
Interferon Gamma Response	BPGM	loo_gene_wald_gsea	185	0.4696321188533607			1.8740225871867993	0.000999000999000999
Interferon Gamma Response	CMTR1	loo_gene_wald_gsea	185	0.4714240285779724			1.8776199204782111	0.000999000999000999
Interferon Gamma Response	AUTS2	loo_gene_wald_gsea	185	0.47399780496484295			1.882805536335101	0.000999000999000999
Interferon Gamma Response	B2M	loo_gene_wald_gsea	185	0.45620920618194744			1.8560099260851108	0.000999000999000999
Interferon Gamma Response	RIPK2	loo_gene_wald_gsea	185	0.46603735974613913			1.8701541139909064	0.000999000999000999
Interferon Gamma Response	CD69	loo_gene_wald_gsea	185	0.4655601599753036			1.871108032864027	0.000999000999000999
Interferon Gamma Response	MYD88	loo_gene_wald_gsea	185	0.4507835454759033			1.8496453694222381	0.000999000999000999
Interferon Gamma Response	PSMA2	loo_gene_wald_gsea	185	0.4595108713449827			1.8598549800817712	0.000999000999000999
Interferon Gamma Response	PIM1	loo_gene_wald_gsea	185	0.4699497592188091			1.8746594886467574	0.000999000999000999
Interferon Gamma Response	NOD1	loo_gene_wald_gsea	185	0.4559290133363807			1.8556826495084617	0.000999000999000999
Interferon Gamma Response	CFH	loo_gene_wald_gsea	185	0.4734933044791358			1.8817873358706756	0.000999000999000999
Interferon Gamma Response	TAPBP	loo_gene_wald_gsea	185	0.464944763223326			1.8723393131601827	0.000999000999000999
Interferon Gamma Response	SLC25A28	loo_gene_wald_gsea	185	0.464742940166577			1.8727433906719166	0.000999000999000999
Interferon Gamma Response	PTPN1	loo_gene_wald_gsea	185	0.4636911659394148			1.8748513630655028	0.000999000999000999
Interferon Gamma Response	TNFAIP3	loo_gene_wald_gsea	185	0.46536895446451865			1.87149046156573	0.000999000999000999
Interferon Gamma Response	SSPN	loo_gene_wald_gsea	185	0.4772669502318523			1.8894240834118445	0.000999000999000999
Interferon Gamma Response	NUP93	loo_gene_wald_gsea	185	0.4604997675221896			1.8610025456864745	0.000999000999000999
Interferon Gamma Response	MTHFD2	loo_gene_wald_gsea	185	0.4599948561945121			1.8604168552497977	0.000999000999000999
Interferon Gamma Response	CDKN1A	loo_gene_wald_gsea	185	0.46070775572542594			1.8612436671302262	0.000999000999000999
Interferon Gamma Response	NFKB1	loo_gene_wald_gsea	185	0.47581606353029354			1.8864822680852393	0.000999000999000999
Interferon Gamma Response	BATF2	loo_gene_wald_gsea	185	0.4652947076999335			1.871638994407495	0.000999000999000999
Interferon Gamma Response	HLA-B	loo_gene_wald_gsea	185	0.45643217286924465			1.8562702515399159	0.000999000999000999
Interferon Gamma Response	LATS2	loo_gene_wald_gsea	185	0.4733184848264562			1.8814347068372694	0.000999000999000999
Interferon Gamma Response	IRF5	loo_gene_wald_gsea	185	0.46732179080614483			1.8694001542470895	0.000999000999000999
Interferon Gamma Response	SLAMF7	loo_gene_wald_gsea	185	0.4684600264808119			1.8716753038418357	0.000999000999000999
Interferon Gamma Response	ISOC1	loo_gene_wald_gsea	185	0.4638841903847503			1.8744642285091742	0.000999000999000999
Interferon Gamma Response	STAT3	loo_gene_wald_gsea	185	0.47315832263322943			1.8811117328171458	0.000999000999000999
Interferon Gamma Response	NCOA3	loo_gene_wald_gsea	185	0.4712601361044696			1.8772904575904352	0.000999000999000999
Interferon Gamma Response	HLA-A	loo_gene_wald_gsea	185	0.4570935926312609			1.8570419282764552	0.000999000999000999
Interferon Gamma Response	IFNAR2	loo_gene_wald_gsea	185	0.4614860550167644			1.862145217382562	0.000999000999000999
Interferon Gamma Response	CD74	loo_gene_wald_gsea	185	0.47019056066083703			1.8751425424575567	0.000999000999000999
Interferon Gamma Response	RAPGEF6	loo_gene_wald_gsea	185	0.464640202053046			1.8729491380962715	0.000999000999000999
Interferon Gamma Response	CASP4	loo_gene_wald_gsea	185	0.47166953704281295			1.8781136176941449	0.000999000999000999
Interferon Gamma Response	FAS	loo_gene_wald_gsea	185	0.46474403995991			1.8727411883704663	0.000999000999000999
Interferon Gamma Response	OGFR	loo_gene_wald_gsea	185	0.45992289959239424			1.8603333467370171	0.000999000999000999
Interferon Gamma Response	ARL4A	loo_gene_wald_gsea	185	0.4606645840290037			1.8611936248490026	0.000999000999000999
Interferon Gamma Response	SRI	loo_gene_wald_gsea	185	0.47357897051352793			1.881960170188507	0.000999000999000999
Interferon Gamma Response	LYSMD2	loo_gene_wald_gsea	185	0.47980655579269416			1.894590456589656	0.000999000999000999
Interferon Gamma Response	ST3GAL5	loo_gene_wald_gsea	185	0.4731715952342944			1.8811384943450367	0.000999000999000999
Interferon Gamma Response	C1R	loo_gene_wald_gsea	185	0.47884948221054346			1.892640903506854	0.000999000999000999
Interferon Gamma Response	CASP3	loo_gene_wald_gsea	185	0.46695034057241247			1.8686586066203632	0.000999000999000999
Interferon Gamma Response	CMKLR1	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	NFKBIA	loo_gene_wald_gsea	185	0.477598590880225			1.8900975115197933	0.000999000999000999
Interferon Gamma Response	METTL7B	loo_gene_wald_gsea	185	0.4680978501607474			1.870950909461803	0.000999000999000999
Interferon Gamma Response	ST8SIA4	loo_gene_wald_gsea	185	0.4675753425238436			1.8699065944540394	0.000999000999000999
Interferon Gamma Response	XCL1	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	VAMP5	loo_gene_wald_gsea	185	0.4751012452097611			1.885035501646543	0.000999000999000999
Interferon Gamma Response	IL18BP	loo_gene_wald_gsea	185	0.4734904801089734			1.881781638018668	0.000999000999000999
Interferon Gamma Response	ZNFX1	loo_gene_wald_gsea	185	0.4698079930999143			1.8743751918643226	0.000999000999000999
Interferon Gamma Response	ARID5B	loo_gene_wald_gsea	185	0.4723407933837358			1.8794644805547875	0.000999000999000999
Interferon Gamma Response	APOL6	loo_gene_wald_gsea	185	0.4662421525302265			1.8697449643352613	0.000999000999000999
Interferon Gamma Response	STAT4	loo_gene_wald_gsea	185	0.46662224394112983			1.8689859557452964	0.000999000999000999
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	(none)	full_author_norm_score	15	-0.18288645525501757	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	MB21D1	loo_gene_author_norm_score	14	-0.16527331544421653	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	DDX41	loo_gene_author_norm_score	14	-0.1564923628022319	0.14285714285714285	0.9142857142857143		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	DTX4	loo_gene_author_norm_score	14	-0.1552304750859248	0.05714285714285714	1.0		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	IFI16	loo_gene_author_norm_score	14	-0.1351748549536138	0.14285714285714285	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	IRF3	loo_gene_author_norm_score	14	-0.23095320451553913	0.05714285714285714	1.0		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	MRE11	loo_gene_author_norm_score	14	-0.21881890354578193	0.08571428571428572	0.9714285714285714		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	NLRC3	loo_gene_author_norm_score	14	-0.19594977348751907	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	NLRP4	loo_gene_author_norm_score	14	-0.12619198868011505	0.17142857142857143	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	PRKDC	loo_gene_author_norm_score	14	-0.15944646957367592	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	STAT6	loo_gene_author_norm_score	14	-0.22433907801133302	0.08571428571428572	0.9714285714285714		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	TMEM173	loo_gene_author_norm_score	14	-0.19898945742760166	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	TBK1	loo_gene_author_norm_score	14	-0.16337659558913753	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	TRIM21	loo_gene_author_norm_score	14	-0.2235117403771838	0.08571428571428572	0.9714285714285714		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	XRCC5	loo_gene_author_norm_score	14	-0.19338894562683162	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	XRCC6	loo_gene_author_norm_score	14	-0.19615966370455418	0.11428571428571428	0.9428571428571428		
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	sample_2808_WT	loo_sample_author_norm_score	15	-0.20741067709003325				
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	sample_2810_WT	loo_sample_author_norm_score	15	-0.15846622659571352				
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	sample_2812_WT	loo_sample_author_norm_score	15	-0.18278246207930327				
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	sample_2807_KO	loo_sample_author_norm_score	15	-0.24875767141994487				
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	sample_2815_KO	loo_sample_author_norm_score	15	-0.16037051558705961				
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	sample_2817_KO	loo_sample_author_norm_score	15	-0.16253161289663964				
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	sample_2818_KO	loo_sample_author_norm_score	15	-0.15988602111642347				
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	(none)	full_wald_gsea	15	-0.2765720706348852			-1.113235047889319	0.14385614385614387
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	MB21D1	loo_gene_wald_gsea	14	-0.27529342220002423			-1.1250832564346365	0.15184815184815184
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	DDX41	loo_gene_wald_gsea	14	-0.20911947167551054			-1.1033298572873185	0.16483516483516483
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	DTX4	loo_gene_wald_gsea	14	-0.28503927983866906			-1.1141520875964241	0.15784215784215785
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	IFI16	loo_gene_wald_gsea	14	-0.1374573316776413			-0.953466055070379	0.26373626373626374
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	IRF3	loo_gene_wald_gsea	14	-0.37439965271405845			-1.192722979800588	0.11588411588411589
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	MRE11	loo_gene_wald_gsea	14	-0.4043611124477998			-1.2309736828962614	0.0969030969030969
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	NLRC3	loo_gene_wald_gsea	14	-0.296327218537377			-1.1017053243757862	0.16683316683316685
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	NLRP4	loo_gene_wald_gsea	14	-0.18845885133943843			-1.005540564063841	0.21978021978021978
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	PRKDC	loo_gene_wald_gsea	14	-0.0701999604140977			-0.8768167079347889	0.3276723276723277
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	STAT6	loo_gene_wald_gsea	14	-0.47909340581586835			-1.3357922182575508	0.058941058941058944
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	TMEM173	loo_gene_wald_gsea	14	-0.31291476503419124			-1.1200747155314035	0.15484515484515485
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	TBK1	loo_gene_wald_gsea	14	-0.1631761933779077			-0.9803235650785211	0.23876123876123875
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	TRIM21	loo_gene_wald_gsea	14	-0.38480110160271336			-1.205777387244479	0.10789210789210789
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	XRCC5	loo_gene_wald_gsea	14	-0.2767689754998351			-1.123417066563724	0.15284715284715283
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	XRCC6	loo_gene_wald_gsea	14	-0.2911703173481456			-1.1073634980696099	0.16283716283716285
Non-homologous end-joining	(none)	full_author_norm_score	12	0.15234485354533778	0.05714285714285714	0.02857142857142857		
Non-homologous end-joining	DCLRE1C	loo_gene_author_norm_score	11	0.10154839234977686	0.08571428571428572	0.05714285714285714		
Non-homologous end-joining	FEN1	loo_gene_author_norm_score	11	0.11676968051421177	0.05714285714285714	0.02857142857142857		
Non-homologous end-joining	LIG4	loo_gene_author_norm_score	11	0.18006354667368285	0.02857142857142857	0.02857142857142857		
Non-homologous end-joining	MRE11	loo_gene_author_norm_score	11	0.13708822015712396	0.05714285714285714	0.02857142857142857		
Non-homologous end-joining	NHEJ1	loo_gene_author_norm_score	11	0.17363954985870667	0.02857142857142857	0.02857142857142857		
Non-homologous end-joining	POLL	loo_gene_author_norm_score	11	0.12589354038966327	0.08571428571428572	0.05714285714285714		
Non-homologous end-joining	POLM	loo_gene_author_norm_score	11	0.047054834646639065	0.34285714285714286	0.17142857142857143		
Non-homologous end-joining	PRKDC	loo_gene_author_norm_score	11	0.21265313612162373	0.02857142857142857	0.02857142857142857		
Non-homologous end-joining	RAD50	loo_gene_author_norm_score	11	0.17509632187821644	0.02857142857142857	0.02857142857142857		
Non-homologous end-joining	XRCC4	loo_gene_author_norm_score	11	0.22295014612720632	0.02857142857142857	0.02857142857142857		
Non-homologous end-joining	XRCC5	loo_gene_author_norm_score	11	0.16945362114487938	0.05714285714285714	0.02857142857142857		
Non-homologous end-joining	XRCC6	loo_gene_author_norm_score	11	0.165927252682323	0.05714285714285714	0.02857142857142857		
Non-homologous end-joining	sample_2808_WT	loo_sample_author_norm_score	12	0.14020114757895108				
Non-homologous end-joining	sample_2810_WT	loo_sample_author_norm_score	12	0.15178058995719113				
Non-homologous end-joining	sample_2812_WT	loo_sample_author_norm_score	12	0.16505282309986757				
Non-homologous end-joining	sample_2807_KO	loo_sample_author_norm_score	12	0.17922199787606452				
Non-homologous end-joining	sample_2815_KO	loo_sample_author_norm_score	12	0.12991309273360763				
Non-homologous end-joining	sample_2817_KO	loo_sample_author_norm_score	12	0.15521477890034685				
Non-homologous end-joining	sample_2818_KO	loo_sample_author_norm_score	12	0.1450295446713339				
Non-homologous end-joining	(none)	full_wald_gsea	12	0.4276228479100916			1.2950979691915867	0.07592407592407592
Non-homologous end-joining	DCLRE1C	loo_gene_wald_gsea	11	0.27392550426702994			1.1564542211715767	0.13586413586413587
Non-homologous end-joining	FEN1	loo_gene_wald_gsea	11	0.25656179906922544			1.1452977992101596	0.14085914085914086
Non-homologous end-joining	LIG4	loo_gene_wald_gsea	11	0.5112242249477122			1.305225409406391	0.06393606393606394
Non-homologous end-joining	MRE11	loo_gene_wald_gsea	11	0.32899996910683443			1.2577638358376204	0.08091908091908091
Non-homologous end-joining	NHEJ1	loo_gene_wald_gsea	11	0.4819848116709769			1.2780451094877383	0.07192807192807193
Non-homologous end-joining	POLL	loo_gene_wald_gsea	11	0.29123701659772183			1.1673067032757631	0.13186813186813187
Non-homologous end-joining	POLM	loo_gene_wald_gsea	11	0.14771711459666276			1.0684831750653097	0.18681318681318682
Non-homologous end-joining	PRKDC	loo_gene_wald_gsea	11	0.7542959807860917			1.5780129833565566	0.014985014985014986
Non-homologous end-joining	RAD50	loo_gene_wald_gsea	11	0.49598562804557633			1.2909337988528	0.06793206793206794
Non-homologous end-joining	XRCC4	loo_gene_wald_gsea	11	0.6250911831953563			1.4215708102294793	0.03296703296703297
Non-homologous end-joining	XRCC5	loo_gene_wald_gsea	11	0.49138996158606235			1.2866779440785716	0.06893106893106893
Non-homologous end-joining	XRCC6	loo_gene_wald_gsea	11	0.47306098105184896			1.2699481956664762	0.07392607392607392
