gene	log2fc	mean_treat	mean_ctrl	welch_t	welch_p	welch_q
LOC112268472	0	0	0			
LOC112268474	1.28049	1.42921	0	1	0.5	0.706022
LOC112268475	0	0	0			
LOC112543491	-0.212932	4.34898	5.19969	-0.342144	0.768163	0.887736
LOC112577516	-0.324315	1.4555	2.07446	-0.128981	0.909517	0.964845
LOC112577592	0	0	0			
LOC112694756	-0.0855336	8310.69	8818.37	-0.327575	0.789773	0.90038
LOC114224	-1.35635	0	1.56036	-4.51745	0.138688	0.569014
LOC114841035	0.385996	451.254	345.087	0.983091	0.429383	0.706022
LOC114841037	0	0	0			
LOC114841040	0.17742	1.90561	1.56938	0.071087	0.949855	0.984256
LOC115308161	0.40417	7.21616	5.20871	4.16601	0.148844	0.576807
LOC115995503	0	0	0			
LOC116435278	3.03692	7.2074	0	41.5657	0.015313	0.368816
LOC117779438	0	0	0			
LOC124865	-1.02661	0	1.03723	-1	0.5	0.706022
LOC126860	-0.462359	0.485168	1.04625	-0.34227	0.770947	0.889003
LOC126987	0	0	0			
LOC127011	-0.607036	0	0.523127	-1	0.5	0.706022
LOC128136	0	0	0			
LOC132386	0	0	0			
LOC133332	0	0	0			
LOC143666	-0.173667	9.13054	10.4264	-0.537503	0.680171	0.830858
LOC145474	0	0	0			
LOC145694	-0.473386	13.9734	19.7886	-1.46685	0.368686	0.706022
LOC145783	-0.179497	83.1013	94.2439	-1.06333	0.400531	0.706022
LOC145845	0	0	0			
LOC146253	-0.277554	2.39954	3.12072	-0.586647	0.632346	0.798312
LOC147004	0	0	0			
LOC148430	-0.971898	1.90561	4.69912	-0.89851	0.478162	0.706022
LOC148696	0	0	0			
LOC149684	0	0	0			
LOC149844	-0.100495	7.71009	8.33845	-0.345272	0.772908	0.889572
LOC149935	-0.602757	0	0.518615	-1	0.5	0.706022
LOC150051	-0.66323	0.952805	2.09251	-0.295294	0.799622	0.906448
LOC150417	0.517718	1.92314	1.04174	56.1435	0.00416969	0.224702
LOC150935	0	0	0			
LOC151760	0.139645	613.596	556.895	1.99099	0.194012	0.626762
LOC152048	-0.463386	48.8823	67.7764	-0.862689	0.49387	0.706022
LOC152594	-0.338847	4.32268	5.73184	-2.02227	0.180572	0.611508
LOC152845	-0.462359	0.485168	1.04625	-0.34227	0.770947	0.889003
LOC153684	0.242939	40.8711	34.382	4.28814	0.0701061	0.486679
LOC153893	0	0	0			
LOC153910	0.706495	108.649	66.1935	3.28252	0.188255	0.621043
LOC154449	0	0	0			
LOC154761	1.29794	5.28425	1.55585	1.58919	0.354202	0.706022
LOC154937	-1.08036	1.93191	5.19969	-1.52975	0.265711	0.699233
LOC155060	-0.0562017	781.818	812.915	-0.831411	0.527883	0.726258
LOC157273	0	0	0			
LOC158434	0	0	0			
LOC158435	0	0	0			
LOC158948	-1.209	1.4555	4.67656	-1.11651	0.390095	0.706022
LOC159007	0	0	0			
LOC162137	0.930884	3.87258	1.55585	0.661433	0.576371	0.760414
LOC171391	-0.457854	73.6697	101.559	-1.91888	0.300171	0.706022
LOC171417	0	0	0			
LOC196469	0	0	0			
LOC199882	0	0	0			
LOC202181	-0.109605	26.4476	28.6141	-0.155126	0.901652	0.961977
LOC202319	0.570626	0.485168	0	1	0.5	0.706022
LOC203930	0	0	0			
LOC204800	0	0	0			
LOC220729	0.0293468	220.562	216.101	0.267738	0.814848	0.912969
LOC221946	0	0	0			
LOC254028	0	0	0			
LOC254896	0.114677	180.024	166.192	0.486974	0.696904	0.841166
LOC257396	-0.31713	63.4023	79.2356	-0.979015	0.459787	0.706022
LOC260421	0	0	0			
LOC260422	-0.75514	2.38201	4.70814	-0.202255	0.859738	0.938878
LOC266694	0	0	0			
LOC283028	1.08299	3.33482	1.04625	0.38996	0.743167	0.87235
LOC283038	-2.95774	0	6.76907	-32.3285	0.0196859	0.39871
LOC283045	0	0	0			
LOC283172	0	0	0			
LOC283194	0	0	0			
LOC283214	0	0	0			
LOC283299	0	0	0			
LOC283335	-0.380868	108.181	141.167	-10.027	0.0186763	0.393367
LOC283387	0	0	0			
LOC283665	0	0	0			
LOC283683	0	0	0			
LOC283710	-0.0403327	18.7375	19.2971	0.0422937	0.972626	0.990635
LOC283731	0.965548	0.952805	0	1	0.5	0.706022
LOC283856	0	0	0			
LOC283922	0.148564	397.313	358.337	1.66743	0.333784	0.706022
LOC284009	0.442692	6.73976	4.69461	1.07409	0.432312	0.706022
LOC284191	-1.06129	0.970336	3.11169	-0.398992	0.738066	0.868853
LOC284240	0	0	0			
LOC284241	1.94801	2.85841	0	1	0.5	0.706022
LOC284269	0	0	0			
LOC284344	1.90579	8.62784	1.56938	1.95858	0.247211	0.682516
LOC284379	0	0	0			
LOC284395	0	0	0			
LOC284412	0	0	0			
LOC284441	-0.866778	0.970336	2.59308	-0.351186	0.765648	0.886611
LOC284454	0.200506	304.184	264.585	2.90711	0.188639	0.62126
LOC284581	0.0898859	191.396	179.775	0.632846	0.623962	0.791948
LOC284600	-0.240225	167.383	197.89	-2.40195	0.145501	0.575881
LOC284620	0	0	0			
LOC284685	-1.07972	1.44674	4.17148	-2.56316	0.12446	0.553713
LOC284788	0	0	0			
LOC284798	0	0	0			
LOC284865	0	0	0			
LOC284898	0	0	0			
LOC284912	0	0	0			
LOC284930	0.292331	30.8754	25.0289	0.344856	0.768063	0.88772
LOC284933	0	0	0			
LOC284950	2.12759	3.36988	0	12.4835	0.0508881	0.45095
LOC285000	0	0	0			
LOC285097	0	0	0			
LOC285191	0	0	0			
LOC285232	0	0	0			
LOC285303	0	0	0			
LOC285422	0	0	0			
LOC285442	0.126989	400.279	366.468	0.655517	0.611638	0.783515
LOC285453	0	0	0			
LOC285500	0.199832	9.10424	7.79728	0.317543	0.782602	0.895914
LOC285591	-0.870397	0.970336	2.6021	-1.31244	0.394077	0.706022
LOC285593	0	0	0			
LOC285626	2.13625	3.39618	0	1	0.5	0.706022
LOC285638	0	0	0			
LOC285762	0	0	0			
LOC285766	0	0	0			
LOC285804	0	0	0			
LOC285819	1.53884	1.90561	0	1	0.5	0.706022
LOC285847	0	0	0			
LOC285889	0	0	0			
LOC286059	1.40896	5.78695	1.55585	1.51567	0.322355	0.706022
LOC286083	0	0	0			
LOC286177	0	0	0			
LOC286178	1.94801	2.85841	0	1	0.5	0.706022
LOC286297	0	0	0			
LOC286359	0	0	0			
LOC286437	-0.492295	34.1489	48.4433	-6.57502	0.0720882	0.489777
LOC286453	0	0	0			
LOC286456	0.562086	0.476402	0	1	0.5	0.706022
LOC317727	0	0	0			
LOC338694	0	0	0			
LOC338963	0	0	0			
LOC339059	0	0	0			
LOC339166	0	0	0			
LOC339192	-0.227012	10.0921	11.9823	-2.78474	0.114488	0.543378
LOC339260	0	0	0			
LOC339298	0	0	0			
LOC339352	0.365328	4.33145	3.13876	0.678336	0.618789	0.788549
LOC339539	0	0	0			
LOC339593	0	0	0			
LOC339666	0	0	0			
LOC339685	1.06767	7.67503	3.13876	1.12686	0.449068	0.706022
LOC339803	-0.445486	199.788	272.427	-2.81221	0.211402	0.645542
LOC339862	0	0	0			
LOC339874	0	0	0			
LOC339902	0	0	0			
LOC339966	0.362791	0.952805	0.518615	0.276904	0.811175	0.911108
LOC339975	0.428044	28.3707	20.8303	5.90407	0.0450322	0.439686
LOC340090	0	0	0			
LOC340184	0	0	0			
LOC340268	0	0	0			
LOC340357	0	0	0			
LOC340512	0	0	0			
LOC341056	0.965548	0.952805	0	1	0.5	0.706022
LOC341378	1.29602	1.4555	0	1	0.5	0.706022
LOC342784	0	0	0			
LOC343052	0	0	0			
LOC343165	-0.0915023	2.87595	3.12974	-0.166175	0.883347	0.951605
LOC343508	0	0	0			
LOC344382	0	0	0			
LOC344593	0	0	0			
LOC344967	0	0	0			
LOC345571	0	0	0			
LOC345576	0	0	0			
LOC346296	0	0	0			
LOC346329	0	0	0			
LOC347097	0	0	0			
LOC347381	0	0	0			
LOC347422	0	0	0			
LOC347674	0	0	0			
LOC348958	0	0	0			
LOC349160	0.562086	0.476402	0	1	0.5	0.706022
LOC353007	-0.607036	0	0.523127	-1	0.5	0.706022
LOC353009	1.28049	1.42921	0	1	0.5	0.706022
LOC353010	0	0	0			
LOC359819	-1.36142	0	1.56938	-1	0.5	0.706022
LOC374443	0.164158	178.271	158.99	0.67171	0.610406	0.782994
LOC375196	0	0	0			
LOC387869	0	0	0			
LOC388104	-0.0513594	0.970336	1.04174	-0.32352	0.800805	0.907115
LOC388242	-0.241788	170.771	202.112	-2.39905	0.221774	0.653761
LOC388248	-0.0499599	34.1927	35.4328	-0.230747	0.846068	0.931282
LOC388282	0.27517	159.03	131.242	2.64143	0.17766	0.609258
LOC388436	-0.187657	25.4772	29.1553	-1.24875	0.42713	0.706022
LOC388572	-0.164062	11.5125	13.0195	-0.606475	0.649528	0.809785
LOC388780	-0.44894	17.282	23.9556	-2.07679	0.263342	0.696628
LOC388813	-0.0726319	1.94067	2.09251	-0.0264103	0.981331	0.99068
LOC388996	0	0	0			
LOC389199	-0.339848	1.42921	2.07446	-0.135882	0.904759	0.963399
LOC389247	-0.483587	1.94067	3.11169	-0.154631	0.891897	0.956228
LOC389249	0	0	0			
LOC389473	0.2475	1.42921	1.04625	0.12572	0.91177	0.965492
LOC389602	0.590387	57.7118	37.9943	2.40166	0.229402	0.661594
LOC389641	0.278259	405.131	333.89	4.92833	0.0955846	0.52191
LOC389705	3.27376	8.67166	0	10.6997	0.0593266	0.473768
LOC389765	-0.0960498	146.618	156.78	-9.12514	0.0643137	0.47813
LOC389768	0	0	0			
LOC389895	0	0	0			
LOC389906	-0.0775056	484.211	510.99	-0.659519	0.625764	0.793389
LOC390029	0	0	0			
LOC390251	0	0	0			
LOC390255	0	0	0			
LOC390282	0	0	0			
LOC390306	0	0	0			
LOC390308	0	0	0			
LOC390314	1.28568	1.43797	0	4.49194	0.139451	0.569014
LOC390332	0	0	0			
LOC390586	0	0	0			
LOC390600	-1.62033	0	2.07446	-1	0.5	0.706022
LOC390618	0	0	0			
LOC390705	0	0	0			
LOC390714	0	0	0			
LOC390739	0	0	0			
LOC390806	0	0	0			
LOC390846	0	0	0			
LOC390860	0	0	0			
LOC390876	0	0	0			
LOC390877	0	0	0			
LOC390933	-0.490364	18.2348	26.021	-1.25186	0.337203	0.706022
LOC391092	0	0	0			
LOC391136	0.978442	0.970336	0	1	0.5	0.706022
LOC391239	0	0	0			
LOC391247	0	0	0			
LOC391334	0	0	0			
LOC391383	0	0	0			
LOC391562	0.548102	69.7708	47.4015	3.80019	0.154964	0.584997
LOC391578	0	0	0			
LOC391636	-0.76714	1.42921	3.13425	-0.679349	0.569112	0.755347
LOC391674	0	0	0			
LOC391707	0	0	0			
LOC391771	-0.602757	0	0.518615	-1	0.5	0.706022
LOC391798	0	0	0			
LOC391813	0	0	0			
LOC392180	0	0	0			
LOC392196	0	0	0			
LOC392226	-0.0812582	1.92314	2.09251	0.303502	0.812406	0.911687
LOC392232	0	0	0			
LOC392264	0.562086	0.476402	0	1	0.5	0.706022
LOC392266	0	0	0			
LOC392268	0	0	0			
LOC392334	0.570626	0.485168	0	1	0.5	0.706022
LOC392364	0	0	0			
LOC392508	0	0	0			
LOC392529	0	0	0			
LOC392536	0	0	0			
LOC392539	0	0	0			
LOC392543	0	0	0			
LOC392555	0	0	0			
LOC399783	-0.66323	0.952805	2.09251	-0.295294	0.799622	0.906448
LOC399900	0.367814	7.69256	5.73635	1.17971	0.447293	0.706022
LOC399975	0.164363	83.6566	74.541	0.725809	0.599807	0.776524
LOC400026	0	0	0			
LOC400036	0	0	0			
LOC400212	-1.3538	0	1.55585	-1	0.5	0.706022
LOC400347	0	0	0			
LOC400464	-0.654786	0.952805	2.07446	-0.292606	0.801299	0.907115
LOC400499	0.89985	20.2193	10.3723	0.972909	0.506455	0.710956
LOC400541	-0.607036	0	0.523127	-1	0.5	0.706022
LOC400553	0	0	0			
LOC400622	0	0	0			
LOC400627	0	0	0			
LOC400682	0	0	0			
LOC400684	-0.284887	43.8698	53.6655	-0.76513	0.573963	0.75895
LOC400710	0.910229	3.82875	1.56938	0.951166	0.46217	0.706022
LOC400748	0	0	0			
LOC400867	1.75788	2.38201	0	1	0.5	0.706022
LOC400940	0	0	0			
LOC401021	0	0	0			
LOC401040	-1.85425	0	2.61564	-1	0.5	0.706022
LOC401127	-0.100186	6.74852	7.30573	-0.0530168	0.963207	0.990635
LOC401176	0	0	0			
LOC401218	1.58865	12.9943	3.65287	3.11977	0.163168	0.594404
LOC401261	0.218855	17.7408	15.103	0.401297	0.756002	0.881257
LOC401312	0.965548	0.952805	0	1	0.5	0.706022
LOC401324	0	0	0			
LOC401357	0.965548	0.952805	0	1	0.5	0.706022
LOC401442	0	0	0			
LOC401463	0	0	0			
LOC401471	0	0	0			
LOC401478	0	0	0			
LOC401557	0	0	0			
LOC401589	0	0	0			
LOC401679	0	0	0			
LOC401767	0	0	0			
LOC401770	0	0	0			
LOC401777	0	0	0			
LOC401805	-0.542376	4.33145	6.76456	-1.61986	0.290265	0.706022
LOC401875	0	0	0			
LOC401957	0.41154	2.39954	1.55585	0.705055	0.602362	0.777884
LOC402192	0	0	0			
LOC402221	-0.602757	0	0.518615	-1	0.5	0.706022
LOC402229	0	0	0			
LOC402230	0	0	0			
LOC402279	0	0	0			
LOC402634	0	0	0			
LOC402641	0	0	0			
LOC402715	0	0	0			
LOC403312	0	0	0			
LOC407835	1.3583	2.89348	0.518615	2.20353	0.170179	0.602319
LOC414300	-1.09859	1.90561	5.22225	-0.929196	0.45992	0.706022
LOC439933	0	0	0			
LOC440040	0	0	0			
LOC440084	0	0	0			
LOC440173	0.258439	106.726	89.0577	7.28228	0.0868712	0.508015
LOC440180	0	0	0			
LOC440181	0	0	0			
LOC440300	-0.301474	5.29302	6.75554	-0.175447	0.888263	0.954847
LOC440311	1.55184	1.93191	0	2.92726	0.209567	0.643642
LOC440313	0	0	0			
LOC440346	0	0	0			
LOC440489	0	0	0			
LOC440568	-0.73071	11.5301	19.7931	-7.41971	0.0841677	0.504092
LOC440700	0.965548	0.952805	0	1	0.5	0.706022
LOC440742	0	0	0			
LOC440792	0	0	0			
LOC440864	0	0	0			
LOC440895	0	0	0			
LOC440896	1.94801	2.85841	0	1	0.5	0.706022
LOC440910	0	0	0			
LOC440982	0	0	0			
LOC441052	0	0	0			
LOC441081	0.562086	0.476402	0	1	0.5	0.706022
LOC441086	-1.06129	0.970336	3.11169	-0.398992	0.738066	0.868853
LOC441087	-0.444121	4.32268	6.24143	-0.886853	0.520917	0.722283
LOC441098	0.965548	0.952805	0	1	0.5	0.706022
LOC441155	0.0598792	163.908	157.204	0.360156	0.77858	0.893629
LOC441179	0	0	0			
LOC441204	-1.03299	0	1.04625	-1	0.5	0.706022
LOC441228	-0.506701	3.36988	5.20871	-3.04415	0.201676	0.636686
LOC441239	0	0	0			
LOC441241	-0.0577918	0.96157	1.04174	-8.03709	0.0348333	0.413239
LOC441242	-0.957255	23.104	45.8006	-3.01179	0.105031	0.532663
LOC441259	0.615072	7.70133	4.68107	1.51064	0.322757	0.706022
LOC441455	0	0	0			
LOC441511	0	0	0			
LOC441601	0	0	0			
LOC441644	0	0	0			
LOC441666	-0.0503892	120.179	124.486	-5.1171	0.122698	0.551815
LOC441711	0.00996699	5.76942	5.72282	0.144852	0.908381	0.964845
LOC441722	0.371405	0.970336	0.523127	0.280096	0.809157	0.910041
LOC441728	0	0	0			
LOC441768	0	0	0			
LOC441784	0	0	0			
LOC441806	0	0	0			
LOC441862	1.95128	2.86718	0	2.26362	0.264827	0.697896
LOC441887	0	0	0			
LOC441907	0	0	0			
LOC441914	0	0	0			
LOC441996	0	0	0			
LOC442028	0	0	0			
LOC442041	0.100452	40.8448	38.0304	1.05614	0.402445	0.706022
LOC442087	0	0	0			
LOC442113	0.193718	1.92314	1.55585	0.517331	0.696058	0.840683
LOC442132	0	0	0			
LOC442155	0.60095	11.5564	7.27866	1.12549	0.4231	0.706022
LOC442161	0	0	0			
LOC442172	0.965548	0.952805	0	1	0.5	0.706022
LOC442244	0	0	0			
LOC442263	-0.602757	0	0.518615	-1	0.5	0.706022
LOC442272	0	0	0			
LOC442292	0	0	0			
LOC442293	-1.3538	0	1.55585	-1	0.5	0.706022
LOC442427	0	0	0			
LOC442443	0	0	0			
LOC442497	0	0	0			
LOC442517	0.562086	0.476402	0	1	0.5	0.706022
LOC442603	0	0	0			
LOC497256	0	0	0			
LOC503540	0	0	0			
LOC51145	0	0	0			
LOC541473	-1.03299	0	1.04625	-1	0.5	0.706022
LOC550113	0	0	0			
LOC553139	0	0	0			
LOC553939	-0.0506381	151.382	156.825	-0.434656	0.715569	0.853596
LOC554206	-0.11209	11.5125	12.5235	-0.044546	0.969507	0.990635
LOC554249	-0.397614	52.3661	69.3007	-2.44432	0.138118	0.569014
LOC574080	-0.607036	0	0.523127	-1	0.5	0.706022
LOC574538	0	0	0			
LOC606724	0	0	0			
LOC613038	-0.204036	249.055	287.043	-3.45054	0.142772	0.573415
LOC613206	0	0	0			
LOC613266	0	0	0			
LOC641381	0	0	0			
LOC641695	-0.607036	0	0.523127	-1	0.5	0.706022
LOC641708	0	0	0			
LOC641746	0	0	0			
LOC642131	0	0	0			
LOC642361	-0.120479	94.7191	103.056	-0.414517	0.74908	0.876037
LOC642366	0	0	0			
LOC642381	0	0	0			
LOC642414	0	0	0			
LOC642474	0.371405	0.970336	0.523127	0.280096	0.809157	0.910041
LOC642484	0	0	0			
LOC642487	0	0	0			
LOC642490	0	0	0			
LOC642496	-0.221823	1444.29	1684.51	-5.69311	0.0966498	0.52335
LOC642502	0.081308	552.278	521.958	1.81173	0.217288	0.650322
LOC642550	0	0	0			
LOC642554	0.368053	56.7414	43.7397	3.64312	0.124156	0.55355
LOC642579	0	0	0			
LOC642590	-0.757213	1.43797	3.12072	-1.59601	0.260046	0.693928
LOC642648	-2.96025	0	6.78261	-5.65179	0.111486	0.538418
LOC642677	0	0	0			
LOC642696	0	0	0			
LOC642846	-0.147669	211.873	234.816	-0.877095	0.478044	0.706022
LOC642890	0	0	0			
LOC642897	0	0	0			
LOC642929	-1.85425	0	2.61564	-1	0.5	0.706022
LOC642943	0	0	0			
LOC642969	0.372253	3779.61	2919.8	14.3919	0.0052113	0.249304
LOC642975	0.329987	2.87595	2.08349	0.807308	0.567589	0.754409
LOC643015	0.219842	22.6013	19.2655	1.96483	0.251001	0.686315
LOC643067	0	0	0			
LOC643072	-0.290041	47.0994	57.8099	-5.26229	0.0419252	0.432786
LOC643118	-0.0813751	1.91438	2.08349	-0.332777	0.79548	0.904092
LOC643168	0.333245	2.88471	2.08349	31.319	0.00653138	0.271384
LOC643172	0	0	0			
LOC643201	-0.0963673	2.38201	2.61564	-0.0307728	0.97825	0.990635
LOC643327	1.55615	1.94067	0	1	0.5	0.706022
LOC643339	-0.24918	2.91101	3.64835	-0.589135	0.658805	0.815899
LOC643342	0.790227	4.34021	2.088	1.2517	0.342145	0.706022
LOC643373	-0.607036	0	0.523127	-1	0.5	0.706022
LOC643381	0.562086	0.476402	0	1	0.5	0.706022
LOC643387	0.294627	26.4125	21.349	1.51313	0.298375	0.706022
LOC643406	0	0	0			
LOC643438	0	0	0			
LOC643441	0	0	0			
LOC643454	0.247581	10.0921	8.34296	0.845361	0.548133	0.740047
LOC643494	0	0	0			
LOC643542	1.28049	1.42921	0	1	0.5	0.706022
LOC643554	0	0	0			
LOC643562	0.272456	82.5899	68.2048	1.15441	0.377419	0.706022
LOC643576	0.384939	2556.78	1957.78	14.5599	0.016963	0.380251
LOC643605	0	0	0			
LOC643630	1.18963	7.21616	2.6021	5.29446	0.0667801	0.483372
LOC643709	0	0	0			
LOC643802	0	0	0			
LOC643855	0	0	0			
LOC644051	0	0	0			
LOC644060	0	0	0			
LOC644090	0	0	0			
LOC644110	-1.80723	0.476402	4.16697	-3.90749	0.159458	0.590447
LOC644135	-0.114924	57.6504	62.5136	-0.995639	0.453992	0.706022
LOC644169	-1.62878	0	2.09251	-1	0.5	0.706022
LOC644189	0	0	0			
LOC644215	0.17742	1.90561	1.56938	0.071087	0.949855	0.984256
LOC644261	0	0	0			
LOC644269	0	0	0			
LOC644277	0	0	0			
LOC644285	-0.391201	5.31932	7.28769	-0.707286	0.600681	0.777201
LOC644303	0	0	0			
LOC644383	0	0	0			
LOC644387	-0.0962677	6.26336	6.76456	-0.236872	0.834848	0.925131
LOC644456	1.80986	4.34021	0.523127	2.79131	0.113941	0.542714
LOC644462	0.302729	22.0723	17.7051	0.91374	0.514134	0.717023
LOC644554	0	0	0			
LOC644563	0	0	0			
LOC644584	0	0	0			
LOC644634	0.446792	37.9689	27.5904	2.4932	0.223721	0.655689
LOC644656	-0.522125	23.9867	34.8826	-1.55388	0.313043	0.706022
LOC644661	0.965548	0.952805	0	1	0.5	0.706022
LOC644667	0	0	0			
LOC644669	1.53884	1.90561	0	1	0.5	0.706022
LOC644681	0	0	0			
LOC644721	-0.264037	2.86718	3.64384	-0.574522	0.662007	0.817994
LOC644909	0	0	0			
LOC644936	-0.0321305	0.485168	0.518615	-0.0339643	0.975997	0.990635
LOC645086	0.282781	9.10424	7.30573	0.417186	0.718088	0.855376
LOC645135	-0.06063	24.9219	26.0345	-0.275851	0.82558	0.919909
LOC645139	0.0609138	451.067	432.377	0.425208	0.730627	0.86372
LOC645163	0	0	0			
LOC645177	0	0	0			
LOC645181	0	0	0			
LOC645188	0	0	0			
LOC645202	0	0	0			
LOC645261	0	0	0			
LOC645266	0	0	0			
LOC645433	0	0	0			
LOC645468	-0.794259	0.476402	1.56036	-1.49339	0.29817	0.706022
LOC645481	0	0	0			
LOC645482	0	0	0			
LOC645485	-1.02661	0	1.03723	-1	0.5	0.706022
LOC645513	0.224353	269.777	230.78	3.12551	0.0920226	0.515069
LOC645544	0	0	0			
LOC645749	0	0	0			
LOC645752	0	0	0			
LOC645763	-1.05605	0.485168	2.088	-1.48194	0.276786	0.706022
LOC645852	0	0	0			
LOC645853	0	0	0			
LOC645877	0	0	0			
LOC645965	-0.317136	4.83415	6.2685	-0.189254	0.867826	0.94325
LOC645967	-0.0927811	4.33145	4.68559	-0.494679	0.670283	0.824344
LOC646012	-0.597068	6.19323	9.88076	-0.768852	0.569473	0.755699
LOC646029	0	0	0			
LOC646030	0	0	0			
LOC646044	0	0	0			
LOC646058	0	0	0			
LOC646112	0	0	0			
LOC646120	0	0	0			
LOC646140	0	0	0			
LOC646197	0.965548	0.952805	0	1	0.5	0.706022
LOC646203	0	0	0			
LOC646214	-0.186375	86.4624	98.5236	-0.549209	0.656258	0.813881
LOC646216	0	0	0			
LOC646274	0	0	0			
LOC646347	0.428841	3.85505	2.60661	1.12074	0.389194	0.706022
LOC646358	-0.0642531	0.952805	1.04174	-0.338404	0.792265	0.901917
LOC646388	0	0	0			
LOC646408	0	0	0			
LOC646471	0.825852	20.2456	10.9857	0.90886	0.522529	0.723247
LOC646517	0.0799527	18.7901	17.7232	0.151512	0.894458	0.957715
LOC646548	0.675179	35.5869	21.9127	1.39359	0.393501	0.706022
LOC646588	0	0	0			
LOC646616	-1.03299	0	1.04625	-1	0.5	0.706022
LOC646626	-0.542154	8.62784	13.0195	-1.3897	0.393085	0.706022
LOC646652	0	0	0			
LOC646666	0	0	0			
LOC646708	-0.455983	0.485168	1.03723	-0.339117	0.772833	0.889527
LOC646709	0	0	0			
LOC646736	0	0	0			
LOC646745	0	0	0			
LOC646762	0.170958	594.02	527.528	1.64294	0.246128	0.68164
LOC646797	0	0	0			
LOC646801	-0.0321305	0.485168	0.518615	-0.0339643	0.975997	0.990635
LOC646804	0	0	0			
LOC646813	0	0	0			
LOC646828	0	0	0			
LOC646853	0	0	0			
LOC646870	0	0	0			
LOC646903	-0.289287	24.1006	29.6739	-0.762113	0.558617	0.74842
LOC646934	0	0	0			
LOC646938	0	0	0			
LOC646970	0	0	0			
LOC646976	-0.323143	4.79909	6.25497	-1.03563	0.409668	0.706022
LOC646995	0	0	0			
LOC646999	0	0	0			
LOC647070	-0.360265	16.8143	21.8676	-2.19211	0.163918	0.595743
LOC647086	0	0	0			
LOC647132	0	0	0			
LOC647145	1.96754	2.91101	0	1	0.5	0.706022
LOC647150	0.673449	1.42921	0.523127	0.414986	0.72916	0.862747
LOC647253	0	0	0			
LOC647264	0.562086	0.476402	0	1	0.5	0.706022
LOC647299	0	0	0			
LOC647481	0	0	0			
LOC647503	0	0	0			
LOC647996	0	0	0			
LOC648442	0	0	0			
LOC648927	0.255881	1.43797	1.04174	0.816664	0.564002	0.75188
LOC648934	0	0	0			
LOC648987	0.190004	329.184	288.441	1.3235	0.362347	0.706022
LOC649133	0	0	0			
LOC649166	0	0	0			
LOC649352	0	0	0			
LOC650024	0	0	0			
LOC650226	1.29602	1.4555	0	1	0.5	0.706022
LOC651337	1.28049	1.42921	0	1	0.5	0.706022
LOC652276	-0.0538473	138.414	143.715	-0.473343	0.698015	0.841907
LOC652549	-0.602757	0	0.518615	-1	0.5	0.706022
LOC652608	0	0	0			
LOC653155	-0.602757	0	0.518615	-1	0.5	0.706022
LOC653160	0.349693	32.7372	25.4753	0.700124	0.591569	0.770332
LOC653303	0.512169	62.087	43.2346	2.78125	0.213186	0.647362
LOC653503	-0.170111	683.601	769.275	-1.49401	0.368898	0.706022
LOC653513	0.904982	3.81122	1.56938	0.284433	0.806423	0.908989
LOC653631	0.264345	500.768	416.76	3.40248	0.076991	0.493757
LOC653653	0.244552	5.75189	4.69912	0.433764	0.716065	0.853895
LOC653698	-0.369112	13.9121	18.2598	-0.491077	0.681493	0.831745
LOC653712	-0.962712	13.9472	28.1316	-11.7007	0.00723377	0.281542
LOC654338	0	0	0			
LOC654780	0	0	0			
LOC677762	0.978442	0.970336	0	1	0.5	0.706022
LOC692246	0	0	0			
LOC724060	0	0	0			
LOC724065	0	0	0			
LOC724084	-0.336767	1.43797	2.07897	-0.482061	0.688566	0.836289
LOC724085	0.756815	8.64537	4.70814	0.927943	0.522272	0.723079
LOC724104	0	0	0			
LOC724105	0	0	0			
LOC727681	0	0	0			
LOC727709	0	0	0			
LOC727751	-0.129101	229.929	251.547	-1.32728	0.366072	0.706022
LOC727803	0	0	0			
LOC727838	0	0	0			
LOC727884	-1.03299	0	1.04625	-1	0.5	0.706022
LOC727947	-0.464523	0.476402	1.03723	-0.347145	0.768044	0.88772
LOC727978	0	0	0			
LOC727980	1.29086	1.44674	0	4.26973	0.146461	0.575881
LOC728024	0.332186	10.0921	7.81081	3.52896	0.0909617	0.51368
LOC728098	0	0	0			
LOC728138	0.064407	36.5397	34.9006	2.16145	0.211867	0.646159
LOC728158	0	0	0			
LOC728178	0.255881	1.43797	1.04174	0.816664	0.564002	0.75188
LOC728196	0	0	0			
LOC728376	0	0	0			
LOC728392	1.41659	7.2074	2.07446	1.56447	0.360724	0.706022
LOC728416	0	0	0			
LOC728424	-0.467715	0.476402	1.04174	-1.13306	0.460327	0.706022
LOC728470	0	0	0			
LOC728485	0	0	0			
LOC728533	1.51154	4.83415	1.04625	1.33516	0.313565	0.706022
LOC728554	-0.126858	597.083	652.054	-3.84459	0.161776	0.593345
LOC728587	0	0	0			
LOC728613	0.015641	427.072	422.456	0.0955492	0.937965	0.979383
LOC728660	0	0	0			
LOC728673	-0.212873	74.0497	85.9821	-1.30767	0.402876	0.706022
LOC728688	-8.50882e-05	200.986	200.998	0.0265576	0.982594	0.990967
LOC728715	-0.638996	26.395	41.6607	-2.39597	0.230666	0.663162
LOC728739	0.921563	2.87595	1.04625	1.2346	0.388108	0.706022
LOC728743	0.425418	352.236	262.028	5.29403	0.0469787	0.443871
LOC728752	0.202239	97.8054	84.8817	0.453978	0.72385	0.859697
LOC728755	0.305803	60.7192	48.9303	0.624756	0.611963	0.783649
