dataset	compartment	sample	patient	timepoint	response_raw	gene	value	metric	probe
GSE305086	whole_blood	C198				KRT8	4.914068365	log2_RMA	209008_x_at
GSE305086	whole_blood	C202				KRT8	5.063324527	log2_RMA	209008_x_at
GSE305086	whole_blood	C204				KRT8	5.320822777	log2_RMA	209008_x_at
GSE305086	whole_blood	C206				KRT8	4.827758891	log2_RMA	209008_x_at
GSE305086	whole_blood	C210				KRT8	5.163985404	log2_RMA	209008_x_at
GSE305086	whole_blood	C217				KRT8	4.899013797	log2_RMA	209008_x_at
GSE305086	whole_blood	C218				KRT8	4.955783679	log2_RMA	209008_x_at
GSE305086	whole_blood	C220				KRT8	5.008539119	log2_RMA	209008_x_at
GSE305086	whole_blood	C221				KRT8	4.809677028	log2_RMA	209008_x_at
GSE305086	whole_blood	C235				KRT8	4.994176197	log2_RMA	209008_x_at
GSE305086	whole_blood	C238				KRT8	5.170988329	log2_RMA	209008_x_at
GSE305086	whole_blood	C239				KRT8	5.327538456	log2_RMA	209008_x_at
GSE305086	whole_blood	C251				KRT8	5.097495069	log2_RMA	209008_x_at
GSE305086	whole_blood	C261				KRT8	5.324308462	log2_RMA	209008_x_at
GSE305086	whole_blood	C262				KRT8	4.956794602	log2_RMA	209008_x_at
GSE305086	whole_blood	C280				KRT8	5.061515106	log2_RMA	209008_x_at
GSE305086	whole_blood	C283				KRT8	4.764221961	log2_RMA	209008_x_at
GSE305086	whole_blood	C288				KRT8	5.1832455	log2_RMA	209008_x_at
GSE305086	whole_blood	C289				KRT8	5.404938563	log2_RMA	209008_x_at
GSE305086	whole_blood	C290				KRT8	5.069710217	log2_RMA	209008_x_at
GSE305086	whole_blood	C312				KRT8	5.162164991	log2_RMA	209008_x_at
GSE305086	whole_blood	C320				KRT8	5.133868289	log2_RMA	209008_x_at
GSE305086	whole_blood	C322				KRT8	5.191547949	log2_RMA	209008_x_at
GSE305086	whole_blood	C323				KRT8	4.998417402	log2_RMA	209008_x_at
GSE305086	whole_blood	C331				KRT8	5.05196986	log2_RMA	209008_x_at
GSE305086	whole_blood	C400				KRT8	4.955783679	log2_RMA	209008_x_at
GSE305086	whole_blood	C1+4				KRT8	5.07387031	log2_RMA	209008_x_at
GSE305086	whole_blood	C7+4				KRT8	4.875254531	log2_RMA	209008_x_at
GSE305086	whole_blood	C9+4				KRT8	4.80168129	log2_RMA	209008_x_at
GSE305086	whole_blood	C10+4				KRT8	4.760739891	log2_RMA	209008_x_at
GSE305086	whole_blood	C15+4				KRT8	4.96566702	log2_RMA	209008_x_at
GSE305086	whole_blood	C16+4				KRT8	5.034568151	log2_RMA	209008_x_at
GSE305086	whole_blood	C17+4				KRT8	5.239410135	log2_RMA	209008_x_at
GSE305086	whole_blood	C20+4				KRT8	4.509248349	log2_RMA	209008_x_at
GSE305086	whole_blood	C21+4				KRT8	4.812512337	log2_RMA	209008_x_at
GSE305086	whole_blood	C23+4				KRT8	4.717077753	log2_RMA	209008_x_at
GSE305086	whole_blood	C30+4				KRT8	4.859959594	log2_RMA	209008_x_at
GSE305086	whole_blood	C33+4				KRT8	4.664685983	log2_RMA	209008_x_at
GSE305086	whole_blood	C34+4				KRT8	4.805716292	log2_RMA	209008_x_at
GSE305086	whole_blood	C36+4				KRT8	4.746947289	log2_RMA	209008_x_at
GSE305086	whole_blood	C37+4				KRT8	4.594575802	log2_RMA	209008_x_at
GSE305086	whole_blood	C42+4				KRT8	5.194268984	log2_RMA	209008_x_at
GSE305086	whole_blood	C44+4				KRT8	5.050882771	log2_RMA	209008_x_at
GSE305086	whole_blood	C47+4				KRT8	4.827864134	log2_RMA	209008_x_at
GSE305086	whole_blood	C50+4				KRT8	4.847150198	log2_RMA	209008_x_at
GSE305086	whole_blood	C51+4				KRT8	4.910120873	log2_RMA	209008_x_at
GSE305086	whole_blood	C61+4				KRT8	5.285391091	log2_RMA	209008_x_at
GSE305086	whole_blood	C63+4				KRT8	4.719862654	log2_RMA	209008_x_at
GSE305086	whole_blood	C65+4				KRT8	4.81562302	log2_RMA	209008_x_at
GSE305086	whole_blood	C67+4				KRT8	4.809912224	log2_RMA	209008_x_at
GSE305086	whole_blood	C72+4				KRT8	4.919028841	log2_RMA	209008_x_at
GSE305086	whole_blood	C74+4				KRT8	4.953730299	log2_RMA	209008_x_at
GSE305086	whole_blood	C78+4				KRT8	5.022385613	log2_RMA	209008_x_at
GSE305086	whole_blood	C82+4				KRT8	4.946403879	log2_RMA	209008_x_at
GSE305086	whole_blood	C84+4				KRT8	5.074255807	log2_RMA	209008_x_at
GSE305086	whole_blood	C89+4				KRT8	5.109981594	log2_RMA	209008_x_at
GSE305086	whole_blood	C95+4				KRT8	4.558302121	log2_RMA	209008_x_at
GSE305086	whole_blood	C102+4				KRT8	4.971979467	log2_RMA	209008_x_at
GSE305086	whole_blood	C107+4				KRT8	4.955462277	log2_RMA	209008_x_at
GSE305086	whole_blood	C109+4				KRT8	5.187510959	log2_RMA	209008_x_at
GSE305086	whole_blood	C112+4				KRT8	5.25446803	log2_RMA	209008_x_at
GSE305086	whole_blood	C113+4				KRT8	5.151061515	log2_RMA	209008_x_at
GSE305086	whole_blood	C116+4				KRT8	5.14318051	log2_RMA	209008_x_at
GSE305086	whole_blood	C129+4				KRT8	4.824155503	log2_RMA	209008_x_at
GSE305086	whole_blood	C133+4				KRT8	5.078829963	log2_RMA	209008_x_at
GSE305086	whole_blood	C138+4				KRT8	5.035353755	log2_RMA	209008_x_at
GSE305086	whole_blood	C139+4				KRT8	4.710042115	log2_RMA	209008_x_at
GSE305086	whole_blood	C149+4				KRT8	4.705577686	log2_RMA	209008_x_at
GSE305086	whole_blood	C150+4				KRT8	4.858007841	log2_RMA	209008_x_at
GSE305086	whole_blood	C159+4				KRT8	5.362372182	log2_RMA	209008_x_at
GSE305086	whole_blood	C161+4				KRT8	4.977795947	log2_RMA	209008_x_at
GSE305086	whole_blood	C162+4				KRT8	5.077311726	log2_RMA	209008_x_at
GSE305086	whole_blood	C169+4				KRT8	5.183588381	log2_RMA	209008_x_at
GSE305086	whole_blood	C176+4				KRT8	5.02274258	log2_RMA	209008_x_at
GSE305086	whole_blood	C180+4				KRT8	4.997469294	log2_RMA	209008_x_at
GSE305086	whole_blood	C185+4				KRT8	4.878559057	log2_RMA	209008_x_at
GSE305086	whole_blood	C198+4				KRT8	4.828744396	log2_RMA	209008_x_at
GSE305086	whole_blood	C202+4				KRT8	4.62245071	log2_RMA	209008_x_at
GSE305086	whole_blood	C204+4				KRT8	5.148202805	log2_RMA	209008_x_at
GSE305086	whole_blood	C206+4				KRT8	5.068624578	log2_RMA	209008_x_at
GSE305086	whole_blood	C210+4				KRT8	5.098470577	log2_RMA	209008_x_at
GSE305086	whole_blood	C217+4				KRT8	4.958314104	log2_RMA	209008_x_at
GSE305086	whole_blood	C218+4				KRT8	5.120349076	log2_RMA	209008_x_at
GSE305086	whole_blood	C220+4				KRT8	5.02565324	log2_RMA	209008_x_at
GSE305086	whole_blood	C221+4				KRT8	4.975506834	log2_RMA	209008_x_at
GSE305086	whole_blood	C235+4				KRT8	5.069743349	log2_RMA	209008_x_at
GSE305086	whole_blood	C238+4				KRT8	4.935611172	log2_RMA	209008_x_at
GSE305086	whole_blood	C239+4				KRT8	5.136966318	log2_RMA	209008_x_at
GSE305086	whole_blood	C251+4				KRT8	5.077357162	log2_RMA	209008_x_at
GSE305086	whole_blood	C261+4				KRT8	5.091235694	log2_RMA	209008_x_at
GSE305086	whole_blood	C262+4				KRT8	4.889152564	log2_RMA	209008_x_at
GSE305086	whole_blood	C280+4				KRT8	4.785329822	log2_RMA	209008_x_at
GSE305086	whole_blood	C283+4				KRT8	4.74877198	log2_RMA	209008_x_at
GSE305086	whole_blood	C288+4				KRT8	4.9487191	log2_RMA	209008_x_at
GSE305086	whole_blood	C289+4				KRT8	4.990547019	log2_RMA	209008_x_at
GSE305086	whole_blood	C290+4				KRT8	4.81958852	log2_RMA	209008_x_at
GSE305086	whole_blood	C312+4				KRT8	5.05248659	log2_RMA	209008_x_at
GSE305086	whole_blood	C320+4				KRT8	4.800693019	log2_RMA	209008_x_at
GSE305086	whole_blood	C322+4				KRT8	5.14021203	log2_RMA	209008_x_at
GSE305086	whole_blood	C323+4				KRT8	4.81562302	log2_RMA	209008_x_at
GSE305086	whole_blood	C331+4				KRT8	4.782446465	log2_RMA	209008_x_at
GSE305086	whole_blood	C400+4				KRT8	4.807101876	log2_RMA	209008_x_at
GSE305086	whole_blood	N1				KRT8	5.217346232	log2_RMA	209008_x_at
GSE305086	whole_blood	N2				KRT8	4.808549151	log2_RMA	209008_x_at
GSE305086	whole_blood	N3				KRT8	4.786448156	log2_RMA	209008_x_at
GSE305086	whole_blood	N4				KRT8	4.967433995	log2_RMA	209008_x_at
GSE305086	whole_blood	N5				KRT8	5.019344366	log2_RMA	209008_x_at
GSE305086	whole_blood	N6				KRT8	4.868313363	log2_RMA	209008_x_at
GSE305086	whole_blood	N7				KRT8	4.81593999	log2_RMA	209008_x_at
GSE305086	whole_blood	N8				KRT8	4.79010254	log2_RMA	209008_x_at
GSE305086	whole_blood	N9				KRT8	5.070104415	log2_RMA	209008_x_at
GSE305086	whole_blood	N10				KRT8	4.911814599	log2_RMA	209008_x_at
GSE305086	whole_blood	R1				KRT8	4.948261238	log2_RMA	209008_x_at
GSE305086	whole_blood	R2				KRT8	4.914288891	log2_RMA	209008_x_at
GSE305086	whole_blood	R3				KRT8	5.123671159	log2_RMA	209008_x_at
GSE305086	whole_blood	R4				KRT8	5.338510195	log2_RMA	209008_x_at
GSE305086	whole_blood	R5				KRT8	5.049499433	log2_RMA	209008_x_at
GSE305086	whole_blood	R6				KRT8	4.69681792	log2_RMA	209008_x_at
GSE305086	whole_blood	R7				KRT8	4.898075625	log2_RMA	209008_x_at
GSE305086	whole_blood	R8				KRT8	5.063903719	log2_RMA	209008_x_at
GSE305086	whole_blood	R9				KRT8	4.729396676	log2_RMA	209008_x_at
GSE305086	whole_blood	R10				KRT8	4.955783679	log2_RMA	209008_x_at
GSE305086	whole_blood	R11				KRT8	4.696949226	log2_RMA	209008_x_at
GSE305086	whole_blood	C1				KRT18	5.109781084	log2_RMA	201596_x_at
GSE305086	whole_blood	C7				KRT18	5.584749937	log2_RMA	201596_x_at
GSE305086	whole_blood	C9				KRT18	5.212339017	log2_RMA	201596_x_at
GSE305086	whole_blood	C10				KRT18	5.081484488	log2_RMA	201596_x_at
GSE305086	whole_blood	C15				KRT18	5.342878888	log2_RMA	201596_x_at
GSE305086	whole_blood	C16				KRT18	5.598809929	log2_RMA	201596_x_at
GSE305086	whole_blood	C17				KRT18	5.389567119	log2_RMA	201596_x_at
GSE305086	whole_blood	C20				KRT18	5.09935694	log2_RMA	201596_x_at
GSE305086	whole_blood	C21				KRT18	5.511793659	log2_RMA	201596_x_at
GSE305086	whole_blood	C23				KRT18	5.472225862	log2_RMA	201596_x_at
GSE305086	whole_blood	C30				KRT18	5.182166909	log2_RMA	201596_x_at
GSE305086	whole_blood	C33				KRT18	5.876692603	log2_RMA	201596_x_at
GSE305086	whole_blood	C34				KRT18	5.526061628	log2_RMA	201596_x_at
GSE305086	whole_blood	C36				KRT18	5.232909194	log2_RMA	201596_x_at
GSE305086	whole_blood	C37				KRT18	5.479121296	log2_RMA	201596_x_at
GSE305086	whole_blood	C42				KRT18	4.903009437	log2_RMA	201596_x_at
GSE305086	whole_blood	C44				KRT18	4.802329621	log2_RMA	201596_x_at
GSE305086	whole_blood	C47				KRT18	5.148260544	log2_RMA	201596_x_at
GSE305086	whole_blood	C50				KRT18	5.271496879	log2_RMA	201596_x_at
GSE305086	whole_blood	C51				KRT18	4.89688091	log2_RMA	201596_x_at
GSE305086	whole_blood	C61				KRT18	5.480487626	log2_RMA	201596_x_at
GSE305086	whole_blood	C63				KRT18	4.667409305	log2_RMA	201596_x_at
GSE305086	whole_blood	C65				KRT18	5.293256845	log2_RMA	201596_x_at
GSE305086	whole_blood	C67				KRT18	5.304670622	log2_RMA	201596_x_at
GSE305086	whole_blood	C72				KRT18	5.228117285	log2_RMA	201596_x_at
GSE305086	whole_blood	C74				KRT18	5.411416542	log2_RMA	201596_x_at
GSE305086	whole_blood	C78				KRT18	4.807936153	log2_RMA	201596_x_at
GSE305086	whole_blood	C82				KRT18	5.108680413	log2_RMA	201596_x_at
GSE305086	whole_blood	C84				KRT18	4.752354817	log2_RMA	201596_x_at
GSE305086	whole_blood	C89				KRT18	4.783847763	log2_RMA	201596_x_at
GSE305086	whole_blood	C95				KRT18	4.984304286	log2_RMA	201596_x_at
GSE305086	whole_blood	C102				KRT18	5.436561516	log2_RMA	201596_x_at
GSE305086	whole_blood	C107				KRT18	4.543772415	log2_RMA	201596_x_at
GSE305086	whole_blood	C109				KRT18	5.089931489	log2_RMA	201596_x_at
GSE305086	whole_blood	C112				KRT18	4.995062399	log2_RMA	201596_x_at
GSE305086	whole_blood	C113				KRT18	5.356914689	log2_RMA	201596_x_at
GSE305086	whole_blood	C116				KRT18	5.294445052	log2_RMA	201596_x_at
GSE305086	whole_blood	C129				KRT18	5.141514742	log2_RMA	201596_x_at
GSE305086	whole_blood	C133				KRT18	4.918968594	log2_RMA	201596_x_at
GSE305086	whole_blood	C138				KRT18	5.882455865	log2_RMA	201596_x_at
GSE305086	whole_blood	C139				KRT18	5.263461855	log2_RMA	201596_x_at
GSE305086	whole_blood	C149				KRT18	4.591143607	log2_RMA	201596_x_at
GSE305086	whole_blood	C150				KRT18	4.96095981	log2_RMA	201596_x_at
GSE305086	whole_blood	C159				KRT18	4.965487881	log2_RMA	201596_x_at
GSE305086	whole_blood	C161				KRT18	4.949903227	log2_RMA	201596_x_at
GSE305086	whole_blood	C162				KRT18	5.418598186	log2_RMA	201596_x_at
GSE305086	whole_blood	C169				KRT18	4.894214583	log2_RMA	201596_x_at
GSE305086	whole_blood	C176				KRT18	5.383005082	log2_RMA	201596_x_at
GSE305086	whole_blood	C180				KRT18	5.382849777	log2_RMA	201596_x_at
GSE305086	whole_blood	C185				KRT18	5.265201286	log2_RMA	201596_x_at
GSE305086	whole_blood	C198				KRT18	5.562780391	log2_RMA	201596_x_at
GSE305086	whole_blood	C202				KRT18	5.394251037	log2_RMA	201596_x_at
GSE305086	whole_blood	C204				KRT18	5.57901515	log2_RMA	201596_x_at
GSE305086	whole_blood	C206				KRT18	5.019546177	log2_RMA	201596_x_at
GSE305086	whole_blood	C210				KRT18	5.724832732	log2_RMA	201596_x_at
GSE305086	whole_blood	C217				KRT18	4.804504359	log2_RMA	201596_x_at
GSE305086	whole_blood	C218				KRT18	5.473443592	log2_RMA	201596_x_at
GSE305086	whole_blood	C220				KRT18	4.758630215	log2_RMA	201596_x_at
GSE305086	whole_blood	C221				KRT18	4.576487074	log2_RMA	201596_x_at
GSE305086	whole_blood	C235				KRT18	4.828792586	log2_RMA	201596_x_at
GSE305086	whole_blood	C238				KRT18	4.765355435	log2_RMA	201596_x_at
GSE305086	whole_blood	C239				KRT18	5.217876601	log2_RMA	201596_x_at
GSE305086	whole_blood	C251				KRT18	5.185239414	log2_RMA	201596_x_at
GSE305086	whole_blood	C261				KRT18	5.424690026	log2_RMA	201596_x_at
GSE305086	whole_blood	C262				KRT18	5.395991908	log2_RMA	201596_x_at
GSE305086	whole_blood	C280				KRT18	5.579876378	log2_RMA	201596_x_at
GSE305086	whole_blood	C283				KRT18	5.174021668	log2_RMA	201596_x_at
GSE305086	whole_blood	C288				KRT18	5.441262321	log2_RMA	201596_x_at
GSE305086	whole_blood	C289				KRT18	5.283795815	log2_RMA	201596_x_at
GSE305086	whole_blood	C290				KRT18	5.426383414	log2_RMA	201596_x_at
GSE305086	whole_blood	C312				KRT18	5.414884215	log2_RMA	201596_x_at
GSE305086	whole_blood	C320				KRT18	5.406368281	log2_RMA	201596_x_at
GSE305086	whole_blood	C322				KRT18	5.261076008	log2_RMA	201596_x_at
GSE305086	whole_blood	C323				KRT18	5.246407112	log2_RMA	201596_x_at
GSE305086	whole_blood	C331				KRT18	5.296683098	log2_RMA	201596_x_at
GSE305086	whole_blood	C400				KRT18	5.438732975	log2_RMA	201596_x_at
GSE305086	whole_blood	C1+4				KRT18	5.174312071	log2_RMA	201596_x_at
GSE305086	whole_blood	C7+4				KRT18	5.156765472	log2_RMA	201596_x_at
GSE305086	whole_blood	C9+4				KRT18	5.042693445	log2_RMA	201596_x_at
GSE305086	whole_blood	C10+4				KRT18	5.027209722	log2_RMA	201596_x_at
GSE305086	whole_blood	C15+4				KRT18	5.320883134	log2_RMA	201596_x_at
GSE305086	whole_blood	C16+4				KRT18	5.342917831	log2_RMA	201596_x_at
GSE305086	whole_blood	C17+4				KRT18	5.073219781	log2_RMA	201596_x_at
GSE305086	whole_blood	C20+4				KRT18	5.18670249	log2_RMA	201596_x_at
GSE305086	whole_blood	C21+4				KRT18	5.339317464	log2_RMA	201596_x_at
GSE305086	whole_blood	C23+4				KRT18	4.759476927	log2_RMA	201596_x_at
GSE305086	whole_blood	C30+4				KRT18	5.042207014	log2_RMA	201596_x_at
GSE305086	whole_blood	C33+4				KRT18	5.335531696	log2_RMA	201596_x_at
GSE305086	whole_blood	C34+4				KRT18	5.162918257	log2_RMA	201596_x_at
GSE305086	whole_blood	C36+4				KRT18	4.860836599	log2_RMA	201596_x_at
GSE305086	whole_blood	C37+4				KRT18	4.86878971	log2_RMA	201596_x_at
GSE305086	whole_blood	C42+4				KRT18	5.219925767	log2_RMA	201596_x_at
GSE305086	whole_blood	C44+4				KRT18	5.042207014	log2_RMA	201596_x_at
GSE305086	whole_blood	C47+4				KRT18	4.766182302	log2_RMA	201596_x_at
GSE305086	whole_blood	C50+4				KRT18	5.230860213	log2_RMA	201596_x_at
GSE305086	whole_blood	C51+4				KRT18	4.620236386	log2_RMA	201596_x_at
GSE305086	whole_blood	C61+4				KRT18	4.884881795	log2_RMA	201596_x_at
GSE305086	whole_blood	C63+4				KRT18	5.159053151	log2_RMA	201596_x_at
GSE305086	whole_blood	C65+4				KRT18	5.209458837	log2_RMA	201596_x_at
GSE305086	whole_blood	C67+4				KRT18	4.91804764	log2_RMA	201596_x_at
GSE305086	whole_blood	C72+4				KRT18	4.931312788	log2_RMA	201596_x_at
GSE305086	whole_blood	C74+4				KRT18	5.140980362	log2_RMA	201596_x_at
GSE305086	whole_blood	C78+4				KRT18	5.229444019	log2_RMA	201596_x_at
GSE305086	whole_blood	C82+4				KRT18	4.858131628	log2_RMA	201596_x_at
GSE305086	whole_blood	C84+4				KRT18	5.20003069	log2_RMA	201596_x_at
GSE305086	whole_blood	C89+4				KRT18	5.014742339	log2_RMA	201596_x_at
GSE305086	whole_blood	C95+4				KRT18	4.827890568	log2_RMA	201596_x_at
GSE305086	whole_blood	C102+4				KRT18	5.037484895	log2_RMA	201596_x_at
GSE305086	whole_blood	C107+4				KRT18	5.282285333	log2_RMA	201596_x_at
GSE305086	whole_blood	C109+4				KRT18	5.060717924	log2_RMA	201596_x_at
GSE305086	whole_blood	C112+4				KRT18	5.27139389	log2_RMA	201596_x_at
GSE305086	whole_blood	C113+4				KRT18	5.170191872	log2_RMA	201596_x_at
GSE305086	whole_blood	C116+4				KRT18	5.096819286	log2_RMA	201596_x_at
GSE305086	whole_blood	C129+4				KRT18	4.776156609	log2_RMA	201596_x_at
GSE305086	whole_blood	C133+4				KRT18	5.257547207	log2_RMA	201596_x_at
GSE305086	whole_blood	C138+4				KRT18	5.242217692	log2_RMA	201596_x_at
GSE305086	whole_blood	C139+4				KRT18	4.949552632	log2_RMA	201596_x_at
GSE305086	whole_blood	C149+4				KRT18	4.804605669	log2_RMA	201596_x_at
GSE305086	whole_blood	C150+4				KRT18	4.944510114	log2_RMA	201596_x_at
GSE305086	whole_blood	C159+4				KRT18	5.212864281	log2_RMA	201596_x_at
GSE305086	whole_blood	C161+4				KRT18	4.977795947	log2_RMA	201596_x_at
GSE305086	whole_blood	C162+4				KRT18	5.293256845	log2_RMA	201596_x_at
GSE305086	whole_blood	C169+4				KRT18	5.273374049	log2_RMA	201596_x_at
GSE305086	whole_blood	C176+4				KRT18	4.980287568	log2_RMA	201596_x_at
GSE305086	whole_blood	C180+4				KRT18	5.050908552	log2_RMA	201596_x_at
GSE305086	whole_blood	C185+4				KRT18	5.38652781	log2_RMA	201596_x_at
GSE305086	whole_blood	C198+4				KRT18	5.026821695	log2_RMA	201596_x_at
GSE305086	whole_blood	C202+4				KRT18	4.977309815	log2_RMA	201596_x_at
GSE305086	whole_blood	C204+4				KRT18	5.100952249	log2_RMA	201596_x_at
GSE305086	whole_blood	C206+4				KRT18	4.985318007	log2_RMA	201596_x_at
GSE305086	whole_blood	C210+4				KRT18	5.158052096	log2_RMA	201596_x_at
GSE305086	whole_blood	C217+4				KRT18	5.400427827	log2_RMA	201596_x_at
GSE305086	whole_blood	C218+4				KRT18	5.068680418	log2_RMA	201596_x_at
GSE305086	whole_blood	C220+4				KRT18	5.22715017	log2_RMA	201596_x_at
GSE305086	whole_blood	C221+4				KRT18	4.873989338	log2_RMA	201596_x_at
GSE305086	whole_blood	C235+4				KRT18	5.204616983	log2_RMA	201596_x_at
GSE305086	whole_blood	C238+4				KRT18	5.240011055	log2_RMA	201596_x_at
GSE305086	whole_blood	C239+4				KRT18	4.806249629	log2_RMA	201596_x_at
GSE305086	whole_blood	C251+4				KRT18	4.859779657	log2_RMA	201596_x_at
GSE305086	whole_blood	C261+4				KRT18	5.213174619	log2_RMA	201596_x_at
GSE305086	whole_blood	C262+4				KRT18	5.212877039	log2_RMA	201596_x_at
GSE305086	whole_blood	C280+4				KRT18	5.074162008	log2_RMA	201596_x_at
GSE305086	whole_blood	C283+4				KRT18	4.865683401	log2_RMA	201596_x_at
GSE305086	whole_blood	C288+4				KRT18	5.286695211	log2_RMA	201596_x_at
GSE305086	whole_blood	C289+4				KRT18	5.119219769	log2_RMA	201596_x_at
GSE305086	whole_blood	C290+4				KRT18	5.59234548	log2_RMA	201596_x_at
GSE305086	whole_blood	C312+4				KRT18	5.264264362	log2_RMA	201596_x_at
GSE305086	whole_blood	C320+4				KRT18	5.062463829	log2_RMA	201596_x_at
GSE305086	whole_blood	C322+4				KRT18	5.111344609	log2_RMA	201596_x_at
GSE305086	whole_blood	C323+4				KRT18	4.913849348	log2_RMA	201596_x_at
GSE305086	whole_blood	C331+4				KRT18	4.97828033	log2_RMA	201596_x_at
GSE305086	whole_blood	C400+4				KRT18	5.447115963	log2_RMA	201596_x_at
GSE305086	whole_blood	N1				KRT18	5.089288684	log2_RMA	201596_x_at
GSE305086	whole_blood	N2				KRT18	5.536339575	log2_RMA	201596_x_at
GSE305086	whole_blood	N3				KRT18	5.283570257	log2_RMA	201596_x_at
GSE305086	whole_blood	N4				KRT18	5.378425399	log2_RMA	201596_x_at
GSE305086	whole_blood	N5				KRT18	5.282672172	log2_RMA	201596_x_at
GSE305086	whole_blood	N6				KRT18	5.507064727	log2_RMA	201596_x_at
GSE305086	whole_blood	N7				KRT18	5.273157	log2_RMA	201596_x_at
GSE305086	whole_blood	N8				KRT18	5.170323279	log2_RMA	201596_x_at
GSE305086	whole_blood	N9				KRT18	5.473777993	log2_RMA	201596_x_at
GSE305086	whole_blood	N10				KRT18	5.436801255	log2_RMA	201596_x_at
GSE305086	whole_blood	R1				KRT18	5.490711394	log2_RMA	201596_x_at
GSE305086	whole_blood	R2				KRT18	5.174312071	log2_RMA	201596_x_at
GSE305086	whole_blood	R3				KRT18	5.009480668	log2_RMA	201596_x_at
GSE305086	whole_blood	R4				KRT18	5.36658411	log2_RMA	201596_x_at
GSE305086	whole_blood	R5				KRT18	5.321503165	log2_RMA	201596_x_at
GSE305086	whole_blood	R6				KRT18	5.163359874	log2_RMA	201596_x_at
GSE305086	whole_blood	R7				KRT18	5.176345575	log2_RMA	201596_x_at
GSE305086	whole_blood	R8				KRT18	5.495172514	log2_RMA	201596_x_at
GSE305086	whole_blood	R9				KRT18	5.180662665	log2_RMA	201596_x_at
GSE305086	whole_blood	R10				KRT18	5.370355982	log2_RMA	201596_x_at
GSE305086	whole_blood	R11				KRT18	5.35805886	log2_RMA	201596_x_at
GSE305086	whole_blood	C1				PTPRC	11.79872578	log2_RMA	212587_s_at
GSE305086	whole_blood	C7				PTPRC	11.79302712	log2_RMA	212587_s_at
GSE305086	whole_blood	C9				PTPRC	11.45011613	log2_RMA	212587_s_at
GSE305086	whole_blood	C10				PTPRC	11.91056401	log2_RMA	212587_s_at
GSE305086	whole_blood	C15				PTPRC	11.86519638	log2_RMA	212587_s_at
GSE305086	whole_blood	C16				PTPRC	12.22977317	log2_RMA	212587_s_at
GSE305086	whole_blood	C17				PTPRC	11.50925202	log2_RMA	212587_s_at
GSE305086	whole_blood	C20				PTPRC	11.28678659	log2_RMA	212587_s_at
GSE305086	whole_blood	C21				PTPRC	12.20330879	log2_RMA	212587_s_at
GSE305086	whole_blood	C23				PTPRC	11.65146207	log2_RMA	212587_s_at
GSE305086	whole_blood	C30				PTPRC	12.16565808	log2_RMA	212587_s_at
GSE305086	whole_blood	C33				PTPRC	11.8178997	log2_RMA	212587_s_at
GSE305086	whole_blood	C34				PTPRC	11.77733738	log2_RMA	212587_s_at
GSE305086	whole_blood	C36				PTPRC	12.22364627	log2_RMA	212587_s_at
GSE305086	whole_blood	C37				PTPRC	12.07318272	log2_RMA	212587_s_at
GSE305086	whole_blood	C42				PTPRC	12.35320509	log2_RMA	212587_s_at
GSE305086	whole_blood	C44				PTPRC	12.18247713	log2_RMA	212587_s_at
GSE305086	whole_blood	C47				PTPRC	12.19163212	log2_RMA	212587_s_at
GSE305086	whole_blood	C50				PTPRC	12.11067651	log2_RMA	212587_s_at
GSE305086	whole_blood	C51				PTPRC	12.28720382	log2_RMA	212587_s_at
GSE305086	whole_blood	C61				PTPRC	11.93867884	log2_RMA	212587_s_at
