dataset	compartment	sample	patient	timepoint	response_raw	gene	value	metric	probe
GSE305086	whole_blood	C331				CLDN4	4.6909183355	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C400				CLDN4	4.7583320835	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C1+4				CLDN4	4.880370149	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C7+4				CLDN4	4.8235907275	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C9+4				CLDN4	4.9398992349999995	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C10+4				CLDN4	4.6733554354999995	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C15+4				CLDN4	4.6419282675	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C16+4				CLDN4	4.538790602	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C17+4				CLDN4	4.683935702	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C20+4				CLDN4	4.84996733	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C21+4				CLDN4	4.6550958575	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C23+4				CLDN4	4.9720083675	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C30+4				CLDN4	4.983050412	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C33+4				CLDN4	4.863606122	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C34+4				CLDN4	4.59687196	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C36+4				CLDN4	4.734148598	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C37+4				CLDN4	4.922190572	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C42+4				CLDN4	4.5349353305	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C44+4				CLDN4	4.551210808	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C47+4				CLDN4	5.1149179525	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C50+4				CLDN4	4.6889925245	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C51+4				CLDN4	4.705071197	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C61+4				CLDN4	4.7976373855	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C63+4				CLDN4	4.813995836	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C65+4				CLDN4	5.0738847494999995	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C67+4				CLDN4	4.751577205	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C72+4				CLDN4	5.0368754395	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C74+4				CLDN4	4.582747334	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C78+4				CLDN4	4.826248661	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C82+4				CLDN4	4.947094526	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C84+4				CLDN4	4.516128355	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C89+4				CLDN4	4.6683948885	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C95+4				CLDN4	4.7043330050000005	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C102+4				CLDN4	4.771227834	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C107+4				CLDN4	4.885732340000001	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C109+4				CLDN4	4.51169536	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C112+4				CLDN4	4.6504087055	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C113+4				CLDN4	4.8458926835	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C116+4				CLDN4	4.7222149345	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C129+4				CLDN4	4.8401702460000005	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C133+4				CLDN4	4.6976578055000004	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C138+4				CLDN4	4.3794538780000005	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C139+4				CLDN4	4.818616057	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C149+4				CLDN4	4.983242308	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C150+4				CLDN4	4.9336992330000005	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C159+4				CLDN4	4.7261481715	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C161+4				CLDN4	4.9393095265	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C162+4				CLDN4	4.9157793795	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C169+4				CLDN4	4.4177373095	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C176+4				CLDN4	4.884558767	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C180+4				CLDN4	5.19307804	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C185+4				CLDN4	5.275224112	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C198+4				CLDN4	4.6267730375	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C202+4				CLDN4	4.6817554735	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C204+4				CLDN4	5.0824488565	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C206+4				CLDN4	5.0083674765	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C210+4				CLDN4	5.4153602665000005	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C217+4				CLDN4	5.0498401995	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C218+4				CLDN4	4.8071507775	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C220+4				CLDN4	4.766863901000001	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C221+4				CLDN4	4.8108419255	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C235+4				CLDN4	4.6092874275	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C238+4				CLDN4	4.6596127065	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C239+4				CLDN4	5.0952755530000005	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C251+4				CLDN4	4.811269724	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C261+4				CLDN4	5.0658753805	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C262+4				CLDN4	4.782721665	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C280+4				CLDN4	5.240476843	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C283+4				CLDN4	5.102608742	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C288+4				CLDN4	4.962571295	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C289+4				CLDN4	4.8243464915	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C290+4				CLDN4	5.2163832695	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C312+4				CLDN4	5.0744303335000005	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C320+4				CLDN4	4.911911708	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C322+4				CLDN4	4.968937266	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C323+4				CLDN4	4.8698825815	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C331+4				CLDN4	5.09948864	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C400+4				CLDN4	5.0779852265	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N1				CLDN4	4.691894055000001	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N2				CLDN4	4.810229367	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N3				CLDN4	4.491470446	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N4				CLDN4	4.5513588095	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N5				CLDN4	4.7928112955	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N6				CLDN4	4.6325196735	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N7				CLDN4	4.647123408	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N8				CLDN4	4.5618157065	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N9				CLDN4	4.547348926	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	N10				CLDN4	4.619885948	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R1				CLDN4	4.772991212	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R2				CLDN4	4.6741678405	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R3				CLDN4	4.739031851	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R4				CLDN4	4.671287188	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R5				CLDN4	4.8726485595	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R6				CLDN4	4.696621168	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R7				CLDN4	4.674092831	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R8				CLDN4	4.6106541085	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R9				CLDN4	4.5536368615	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R10				CLDN4	4.554473714	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	R11				CLDN4	4.749215115	log2_RMA	201428_at,1569421_at
GSE305086	whole_blood	C1				EPCAM	2.936295635	log2_RMA	201839_s_at
GSE305086	whole_blood	C7				EPCAM	2.877169304	log2_RMA	201839_s_at
GSE305086	whole_blood	C9				EPCAM	2.969288648	log2_RMA	201839_s_at
GSE305086	whole_blood	C10				EPCAM	3.59120057	log2_RMA	201839_s_at
GSE305086	whole_blood	C15				EPCAM	2.77112544	log2_RMA	201839_s_at
GSE305086	whole_blood	C16				EPCAM	2.965747314	log2_RMA	201839_s_at
GSE305086	whole_blood	C17				EPCAM	2.754745719	log2_RMA	201839_s_at
GSE305086	whole_blood	C20				EPCAM	3.127343052	log2_RMA	201839_s_at
GSE305086	whole_blood	C21				EPCAM	2.760638759	log2_RMA	201839_s_at
GSE305086	whole_blood	C23				EPCAM	2.886894914	log2_RMA	201839_s_at
GSE305086	whole_blood	C30				EPCAM	2.768600476	log2_RMA	201839_s_at
GSE305086	whole_blood	C33				EPCAM	2.922510635	log2_RMA	201839_s_at
GSE305086	whole_blood	C34				EPCAM	2.892330632	log2_RMA	201839_s_at
GSE305086	whole_blood	C36				EPCAM	2.819944756	log2_RMA	201839_s_at
GSE305086	whole_blood	C37				EPCAM	3.203090725	log2_RMA	201839_s_at
GSE305086	whole_blood	C42				EPCAM	2.846288432	log2_RMA	201839_s_at
GSE305086	whole_blood	C44				EPCAM	2.934452363	log2_RMA	201839_s_at
GSE305086	whole_blood	C47				EPCAM	3.222444116	log2_RMA	201839_s_at
GSE305086	whole_blood	C50				EPCAM	2.821337949	log2_RMA	201839_s_at
GSE305086	whole_blood	C51				EPCAM	3.243228177	log2_RMA	201839_s_at
GSE305086	whole_blood	C61				EPCAM	3.365515465	log2_RMA	201839_s_at
GSE305086	whole_blood	C63				EPCAM	2.92610559	log2_RMA	201839_s_at
GSE305086	whole_blood	C65				EPCAM	2.884552708	log2_RMA	201839_s_at
GSE305086	whole_blood	C67				EPCAM	2.768363907	log2_RMA	201839_s_at
GSE305086	whole_blood	C72				EPCAM	3.345899752	log2_RMA	201839_s_at
GSE305086	whole_blood	C74				EPCAM	3.054838625	log2_RMA	201839_s_at
GSE305086	whole_blood	C78				EPCAM	2.788255143	log2_RMA	201839_s_at
GSE305086	whole_blood	C82				EPCAM	2.99601361	log2_RMA	201839_s_at
GSE305086	whole_blood	C84				EPCAM	2.913125648	log2_RMA	201839_s_at
GSE305086	whole_blood	C89				EPCAM	3.06984136	log2_RMA	201839_s_at
GSE305086	whole_blood	C95				EPCAM	3.11753646	log2_RMA	201839_s_at
GSE305086	whole_blood	C102				EPCAM	3.371179842	log2_RMA	201839_s_at
GSE305086	whole_blood	C107				EPCAM	3.134182664	log2_RMA	201839_s_at
GSE305086	whole_blood	C109				EPCAM	2.945306891	log2_RMA	201839_s_at
GSE305086	whole_blood	C112				EPCAM	2.709470205	log2_RMA	201839_s_at
GSE305086	whole_blood	C113				EPCAM	3.0228075	log2_RMA	201839_s_at
GSE305086	whole_blood	C116				EPCAM	3.462405148	log2_RMA	201839_s_at
GSE305086	whole_blood	C129				EPCAM	2.775085357	log2_RMA	201839_s_at
GSE305086	whole_blood	C133				EPCAM	2.925210611	log2_RMA	201839_s_at
GSE305086	whole_blood	C138				EPCAM	2.77877613	log2_RMA	201839_s_at
GSE305086	whole_blood	C139				EPCAM	2.761539145	log2_RMA	201839_s_at
GSE305086	whole_blood	C149				EPCAM	3.345303581	log2_RMA	201839_s_at
GSE305086	whole_blood	C150				EPCAM	2.901696931	log2_RMA	201839_s_at
GSE305086	whole_blood	C159				EPCAM	3.72152453	log2_RMA	201839_s_at
GSE305086	whole_blood	C161				EPCAM	3.114759661	log2_RMA	201839_s_at
GSE305086	whole_blood	C162				EPCAM	2.822129495	log2_RMA	201839_s_at
GSE305086	whole_blood	C169				EPCAM	2.951167267	log2_RMA	201839_s_at
GSE305086	whole_blood	C176				EPCAM	2.883413605	log2_RMA	201839_s_at
GSE305086	whole_blood	C180				EPCAM	3.71751081	log2_RMA	201839_s_at
GSE305086	whole_blood	C185				EPCAM	5.754940586	log2_RMA	201839_s_at
GSE305086	whole_blood	C198				EPCAM	3.698003304	log2_RMA	201839_s_at
GSE305086	whole_blood	C202				EPCAM	3.359686348	log2_RMA	201839_s_at
GSE305086	whole_blood	C204				EPCAM	3.118472778	log2_RMA	201839_s_at
GSE305086	whole_blood	C206				EPCAM	3.430295238	log2_RMA	201839_s_at
GSE305086	whole_blood	C210				EPCAM	4.896227352	log2_RMA	201839_s_at
GSE305086	whole_blood	C217				EPCAM	3.365095756	log2_RMA	201839_s_at
GSE305086	whole_blood	C218				EPCAM	3.666982417	log2_RMA	201839_s_at
GSE305086	whole_blood	C220				EPCAM	2.859441491	log2_RMA	201839_s_at
GSE305086	whole_blood	C221				EPCAM	2.966407968	log2_RMA	201839_s_at
GSE305086	whole_blood	C235				EPCAM	2.946504545	log2_RMA	201839_s_at
GSE305086	whole_blood	C238				EPCAM	3.184566518	log2_RMA	201839_s_at
GSE305086	whole_blood	C239				EPCAM	3.01140704	log2_RMA	201839_s_at
GSE305086	whole_blood	C251				EPCAM	2.9175599	log2_RMA	201839_s_at
GSE305086	whole_blood	C261				EPCAM	4.190162683	log2_RMA	201839_s_at
GSE305086	whole_blood	C262				EPCAM	4.236123176	log2_RMA	201839_s_at
GSE305086	whole_blood	C280				EPCAM	3.598141137	log2_RMA	201839_s_at
GSE305086	whole_blood	C283				EPCAM	2.901965053	log2_RMA	201839_s_at
GSE305086	whole_blood	C288				EPCAM	3.036111935	log2_RMA	201839_s_at
GSE305086	whole_blood	C289				EPCAM	3.591516471	log2_RMA	201839_s_at
GSE305086	whole_blood	C290				EPCAM	2.911260937	log2_RMA	201839_s_at
GSE305086	whole_blood	C312				EPCAM	3.50672763	log2_RMA	201839_s_at
GSE305086	whole_blood	C320				EPCAM	3.12537942	log2_RMA	201839_s_at
GSE305086	whole_blood	C322				EPCAM	3.49651353	log2_RMA	201839_s_at
GSE305086	whole_blood	C323				EPCAM	3.186719337	log2_RMA	201839_s_at
GSE305086	whole_blood	C331				EPCAM	3.611487889	log2_RMA	201839_s_at
GSE305086	whole_blood	C400				EPCAM	4.141072477	log2_RMA	201839_s_at
GSE305086	whole_blood	C1+4				EPCAM	3.000574336	log2_RMA	201839_s_at
GSE305086	whole_blood	C7+4				EPCAM	2.848541747	log2_RMA	201839_s_at
GSE305086	whole_blood	C9+4				EPCAM	2.816321573	log2_RMA	201839_s_at
GSE305086	whole_blood	C10+4				EPCAM	2.883940497	log2_RMA	201839_s_at
GSE305086	whole_blood	C15+4				EPCAM	2.627708861	log2_RMA	201839_s_at
GSE305086	whole_blood	C16+4				EPCAM	2.526378399	log2_RMA	201839_s_at
GSE305086	whole_blood	C17+4				EPCAM	2.778858851	log2_RMA	201839_s_at
GSE305086	whole_blood	C20+4				EPCAM	2.878498221	log2_RMA	201839_s_at
GSE305086	whole_blood	C21+4				EPCAM	2.609734468	log2_RMA	201839_s_at
GSE305086	whole_blood	C23+4				EPCAM	2.70407531	log2_RMA	201839_s_at
GSE305086	whole_blood	C30+4				EPCAM	3.007596607	log2_RMA	201839_s_at
GSE305086	whole_blood	C33+4				EPCAM	2.944282281	log2_RMA	201839_s_at
GSE305086	whole_blood	C34+4				EPCAM	2.571967501	log2_RMA	201839_s_at
GSE305086	whole_blood	C36+4				EPCAM	2.781654725	log2_RMA	201839_s_at
GSE305086	whole_blood	C37+4				EPCAM	3.165169256	log2_RMA	201839_s_at
GSE305086	whole_blood	C42+4				EPCAM	2.786538075	log2_RMA	201839_s_at
GSE305086	whole_blood	C44+4				EPCAM	2.872985684	log2_RMA	201839_s_at
GSE305086	whole_blood	C47+4				EPCAM	2.761743268	log2_RMA	201839_s_at
GSE305086	whole_blood	C50+4				EPCAM	2.838253417	log2_RMA	201839_s_at
GSE305086	whole_blood	C51+4				EPCAM	2.885185695	log2_RMA	201839_s_at
GSE305086	whole_blood	C61+4				EPCAM	3.37281495	log2_RMA	201839_s_at
GSE305086	whole_blood	C63+4				EPCAM	3.101019937	log2_RMA	201839_s_at
GSE305086	whole_blood	C65+4				EPCAM	2.799463634	log2_RMA	201839_s_at
GSE305086	whole_blood	C67+4				EPCAM	3.568911963	log2_RMA	201839_s_at
GSE305086	whole_blood	C72+4				EPCAM	2.77293682	log2_RMA	201839_s_at
GSE305086	whole_blood	C74+4				EPCAM	2.630722153	log2_RMA	201839_s_at
GSE305086	whole_blood	C78+4				EPCAM	2.875225463	log2_RMA	201839_s_at
GSE305086	whole_blood	C82+4				EPCAM	3.079352447	log2_RMA	201839_s_at
GSE305086	whole_blood	C84+4				EPCAM	2.887243796	log2_RMA	201839_s_at
GSE305086	whole_blood	C89+4				EPCAM	3.0530381	log2_RMA	201839_s_at
GSE305086	whole_blood	C95+4				EPCAM	2.697175258	log2_RMA	201839_s_at
GSE305086	whole_blood	C102+4				EPCAM	2.745030609	log2_RMA	201839_s_at
GSE305086	whole_blood	C107+4				EPCAM	3.255179846	log2_RMA	201839_s_at
GSE305086	whole_blood	C109+4				EPCAM	2.690408187	log2_RMA	201839_s_at
GSE305086	whole_blood	C112+4				EPCAM	2.803625439	log2_RMA	201839_s_at
GSE305086	whole_blood	C113+4				EPCAM	3.028459335	log2_RMA	201839_s_at
GSE305086	whole_blood	C116+4				EPCAM	2.605768676	log2_RMA	201839_s_at
GSE305086	whole_blood	C129+4				EPCAM	3.017163509	log2_RMA	201839_s_at
GSE305086	whole_blood	C133+4				EPCAM	2.636577724	log2_RMA	201839_s_at
GSE305086	whole_blood	C138+4				EPCAM	2.803661089	log2_RMA	201839_s_at
GSE305086	whole_blood	C139+4				EPCAM	2.946529005	log2_RMA	201839_s_at
GSE305086	whole_blood	C149+4				EPCAM	2.697609684	log2_RMA	201839_s_at
GSE305086	whole_blood	C150+4				EPCAM	2.980222785	log2_RMA	201839_s_at
GSE305086	whole_blood	C159+4				EPCAM	2.733895747	log2_RMA	201839_s_at
GSE305086	whole_blood	C161+4				EPCAM	3.376740409	log2_RMA	201839_s_at
GSE305086	whole_blood	C162+4				EPCAM	2.757218664	log2_RMA	201839_s_at
GSE305086	whole_blood	C169+4				EPCAM	2.590906882	log2_RMA	201839_s_at
GSE305086	whole_blood	C176+4				EPCAM	3.272540622	log2_RMA	201839_s_at
GSE305086	whole_blood	C180+4				EPCAM	3.07374387	log2_RMA	201839_s_at
GSE305086	whole_blood	C185+4				EPCAM	3.739334734	log2_RMA	201839_s_at
GSE305086	whole_blood	C198+4				EPCAM	2.685860377	log2_RMA	201839_s_at
GSE305086	whole_blood	C202+4				EPCAM	2.759470945	log2_RMA	201839_s_at
GSE305086	whole_blood	C204+4				EPCAM	4.578213718	log2_RMA	201839_s_at
GSE305086	whole_blood	C206+4				EPCAM	2.788550536	log2_RMA	201839_s_at
GSE305086	whole_blood	C210+4				EPCAM	4.178712202	log2_RMA	201839_s_at
GSE305086	whole_blood	C217+4				EPCAM	2.961235712	log2_RMA	201839_s_at
GSE305086	whole_blood	C218+4				EPCAM	3.86639436	log2_RMA	201839_s_at
GSE305086	whole_blood	C220+4				EPCAM	2.763514495	log2_RMA	201839_s_at
GSE305086	whole_blood	C221+4				EPCAM	2.910320627	log2_RMA	201839_s_at
GSE305086	whole_blood	C235+4				EPCAM	2.926181672	log2_RMA	201839_s_at
GSE305086	whole_blood	C238+4				EPCAM	2.67689014	log2_RMA	201839_s_at
GSE305086	whole_blood	C239+4				EPCAM	2.974006366	log2_RMA	201839_s_at
GSE305086	whole_blood	C251+4				EPCAM	2.950371248	log2_RMA	201839_s_at
GSE305086	whole_blood	C261+4				EPCAM	2.933296172	log2_RMA	201839_s_at
GSE305086	whole_blood	C262+4				EPCAM	2.879213173	log2_RMA	201839_s_at
GSE305086	whole_blood	C280+4				EPCAM	3.031489985	log2_RMA	201839_s_at
GSE305086	whole_blood	C283+4				EPCAM	3.450908033	log2_RMA	201839_s_at
GSE305086	whole_blood	C288+4				EPCAM	2.715037013	log2_RMA	201839_s_at
GSE305086	whole_blood	C289+4				EPCAM	2.950724939	log2_RMA	201839_s_at
GSE305086	whole_blood	C290+4				EPCAM	2.714623925	log2_RMA	201839_s_at
GSE305086	whole_blood	C312+4				EPCAM	3.231347386	log2_RMA	201839_s_at
GSE305086	whole_blood	C320+4				EPCAM	3.738670329	log2_RMA	201839_s_at
GSE305086	whole_blood	C322+4				EPCAM	3.424871205	log2_RMA	201839_s_at
GSE305086	whole_blood	C323+4				EPCAM	3.185924317	log2_RMA	201839_s_at
GSE305086	whole_blood	C331+4				EPCAM	3.027885395	log2_RMA	201839_s_at
GSE305086	whole_blood	C400+4				EPCAM	2.908089494	log2_RMA	201839_s_at
GSE305086	whole_blood	N1				EPCAM	2.689757429	log2_RMA	201839_s_at
GSE305086	whole_blood	N2				EPCAM	2.916358189	log2_RMA	201839_s_at
GSE305086	whole_blood	N3				EPCAM	2.859265089	log2_RMA	201839_s_at
GSE305086	whole_blood	N4				EPCAM	2.399699363	log2_RMA	201839_s_at
GSE305086	whole_blood	N5				EPCAM	2.882874515	log2_RMA	201839_s_at
GSE305086	whole_blood	N6				EPCAM	2.811285767	log2_RMA	201839_s_at
GSE305086	whole_blood	N7				EPCAM	2.550269107	log2_RMA	201839_s_at
GSE305086	whole_blood	N8				EPCAM	2.743099948	log2_RMA	201839_s_at
GSE305086	whole_blood	N9				EPCAM	2.961235712	log2_RMA	201839_s_at
GSE305086	whole_blood	N10				EPCAM	2.846825832	log2_RMA	201839_s_at
GSE305086	whole_blood	R1				EPCAM	2.979777506	log2_RMA	201839_s_at
GSE305086	whole_blood	R2				EPCAM	2.844061593	log2_RMA	201839_s_at
GSE305086	whole_blood	R3				EPCAM	2.704763954	log2_RMA	201839_s_at
GSE305086	whole_blood	R4				EPCAM	2.950371248	log2_RMA	201839_s_at
GSE305086	whole_blood	R5				EPCAM	2.77257979	log2_RMA	201839_s_at
GSE305086	whole_blood	R6				EPCAM	2.913187303	log2_RMA	201839_s_at
GSE305086	whole_blood	R7				EPCAM	2.785791083	log2_RMA	201839_s_at
GSE305086	whole_blood	R8				EPCAM	2.783471452	log2_RMA	201839_s_at
GSE305086	whole_blood	R9				EPCAM	2.979689009	log2_RMA	201839_s_at
GSE305086	whole_blood	R10				EPCAM	2.79613126	log2_RMA	201839_s_at
GSE305086	whole_blood	R11				EPCAM	2.952425606	log2_RMA	201839_s_at
GSE305086	whole_blood	C1				KRT8	5.078394467	log2_RMA	209008_x_at
GSE305086	whole_blood	C7				KRT8	4.949341935	log2_RMA	209008_x_at
GSE305086	whole_blood	C9				KRT8	4.760011169	log2_RMA	209008_x_at
GSE305086	whole_blood	C10				KRT8	4.621811655	log2_RMA	209008_x_at
GSE305086	whole_blood	C15				KRT8	4.903193434	log2_RMA	209008_x_at
GSE305086	whole_blood	C16				KRT8	5.071090335	log2_RMA	209008_x_at
GSE305086	whole_blood	C17				KRT8	5.084009143	log2_RMA	209008_x_at
GSE305086	whole_blood	C20				KRT8	4.879105778	log2_RMA	209008_x_at
GSE305086	whole_blood	C21				KRT8	5.085932449	log2_RMA	209008_x_at
GSE305086	whole_blood	C23				KRT8	4.800657161	log2_RMA	209008_x_at
GSE305086	whole_blood	C30				KRT8	4.962531035	log2_RMA	209008_x_at
GSE305086	whole_blood	C33				KRT8	4.924354795	log2_RMA	209008_x_at
GSE305086	whole_blood	C34				KRT8	4.933707404	log2_RMA	209008_x_at
GSE305086	whole_blood	C36				KRT8	4.878316475	log2_RMA	209008_x_at
GSE305086	whole_blood	C37				KRT8	4.385312629	log2_RMA	209008_x_at
GSE305086	whole_blood	C42				KRT8	5.031432209	log2_RMA	209008_x_at
GSE305086	whole_blood	C44				KRT8	4.939265286	log2_RMA	209008_x_at
GSE305086	whole_blood	C47				KRT8	4.904747068	log2_RMA	209008_x_at
GSE305086	whole_blood	C50				KRT8	4.833541255	log2_RMA	209008_x_at
GSE305086	whole_blood	C51				KRT8	5.091550667	log2_RMA	209008_x_at
GSE305086	whole_blood	C61				KRT8	4.530853909	log2_RMA	209008_x_at
GSE305086	whole_blood	C63				KRT8	4.665148852	log2_RMA	209008_x_at
GSE305086	whole_blood	C65				KRT8	4.922184279	log2_RMA	209008_x_at
GSE305086	whole_blood	C67				KRT8	5.13490994	log2_RMA	209008_x_at
GSE305086	whole_blood	C72				KRT8	4.809526374	log2_RMA	209008_x_at
GSE305086	whole_blood	C74				KRT8	5.14955854	log2_RMA	209008_x_at
GSE305086	whole_blood	C78				KRT8	4.967639894	log2_RMA	209008_x_at
GSE305086	whole_blood	C82				KRT8	4.401035457	log2_RMA	209008_x_at
GSE305086	whole_blood	C84				KRT8	5.023718967	log2_RMA	209008_x_at
GSE305086	whole_blood	C89				KRT8	4.691898282	log2_RMA	209008_x_at
GSE305086	whole_blood	C95				KRT8	4.466453617	log2_RMA	209008_x_at
GSE305086	whole_blood	C102				KRT8	4.897162537	log2_RMA	209008_x_at
GSE305086	whole_blood	C107				KRT8	4.631747715	log2_RMA	209008_x_at
GSE305086	whole_blood	C109				KRT8	4.983347659	log2_RMA	209008_x_at
GSE305086	whole_blood	C112				KRT8	4.766157471	log2_RMA	209008_x_at
GSE305086	whole_blood	C113				KRT8	4.830071194	log2_RMA	209008_x_at
GSE305086	whole_blood	C116				KRT8	4.8804479	log2_RMA	209008_x_at
GSE305086	whole_blood	C129				KRT8	4.899213355	log2_RMA	209008_x_at
GSE305086	whole_blood	C133				KRT8	5.156708556	log2_RMA	209008_x_at
GSE305086	whole_blood	C138				KRT8	5.098445602	log2_RMA	209008_x_at
GSE305086	whole_blood	C139				KRT8	4.748348779	log2_RMA	209008_x_at
GSE305086	whole_blood	C149				KRT8	4.632676426	log2_RMA	209008_x_at
GSE305086	whole_blood	C150				KRT8	5.26980784	log2_RMA	209008_x_at
GSE305086	whole_blood	C159				KRT8	5.325030746	log2_RMA	209008_x_at
GSE305086	whole_blood	C161				KRT8	5.117470286	log2_RMA	209008_x_at
GSE305086	whole_blood	C162				KRT8	5.342391148	log2_RMA	209008_x_at
GSE305086	whole_blood	C169				KRT8	4.824549993	log2_RMA	209008_x_at
GSE305086	whole_blood	C176				KRT8	5.461449437	log2_RMA	209008_x_at
GSE305086	whole_blood	C180				KRT8	4.873852355	log2_RMA	209008_x_at
GSE305086	whole_blood	C185				KRT8	4.769471586	log2_RMA	209008_x_at
