cohort	study_id	sample_id	tacstd2_group	TACSTD2	LGALS1	LGALS2	LGALS3	LGALS4	LGALS7	LGALS7B	LGALS8	LGALS9	LGALS9B	LGALS9C	LGALS12	LGALS13	LGALS14	LGALS16
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T7-01	high	6788.3	2211.75	14.1156	6582.74	27.7902	1.3233	0	796.917	1767.98	0.4411	104.985	0.4411	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-8398-01	high	6862.47	2704.23	31.1521	4933.67	24.3962	0.7507	0	737.487	2327.03	138.12	236.456	1.5013	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AARR-01	high	6875.37	3940.3	45.414	7151.42	75.0096	66.335	66.335	862.248	2061.49	112.259	259.727	9.6951	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-7711-01	high	6875.81	3936.43	20.0118	4901.12	0.5886	0	0	1368.36	861.683	0	13.8317	4.1201	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6145-01	high	6889.45	3344.28	17.6879	5005.69	12.0025	2.5268	0	655.641	1739.73	0	15.1611	1.8951	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7764-01	high	6892.57	894.562	15.252	3307.69	27.1883	0.6631	1.3263	723.422	953.581	1.3263	13.2626	0.6631	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-5815-01	high	6899.45	22578.9	36.1351	16808.3	6.2844	3.1422	0.7855	864.101	2773.76	6.2844	43.205	14.9254	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T8-01	high	6916.96	3354.54	4.6194	5595.38	0.8399	41.5748	13.8583	1128.62	752.546	0	19.3176	16.378	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-A44F-01	high	6934.36	6485.73	164.954	10349.9	4691.21	8.5616	16.5525	649.543	3663.24	69.0639	156.964	6.8493	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-7271-01	high	6949.13	2972.67	135.156	5389.52	23.5383	0	0	823.083	2580.87	0	41.0023	4.5558	0	1.5186	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-4679-01	high	7014.78	2367.52	29.8379	7291.92	54.5115	0.5738	0	970.306	1040.88	2.2952	15.4928	33.8545	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8508-01	high	7037.14	3606.54	6.1892	3843.5	9.7259	545.535	18.5676	991.105	1047.75	0.8842	35.3669	0.8842	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A4DG-01	high	7075.42	1675.11	27.9536	6509.49	32.7004	6.8565	11.0759	2593.67	841.245	0	11.6034	6.8565	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4425-01	high	7090.1	7697.26	38.6122	11519.3	6273.08	0.5596	0.5596	854.986	3835.48	0	38.0526	5.0364	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6849-01	high	7090.1	2070.08	14.4605	7865.41	10.0111	21.1346	4.4494	1102.19	2102.34	27.8087	141.268	3.337	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4433-01	high	7105.79	2583.47	56.1983	10871.9	12717.4	10.7438	3.3058	864.463	2454.55	23.9669	114.05	5.7851	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4514-01	high	7136.91	2788.05	29.074	8082.59	36673.1	29.8392	8.4162	629.683	2248.65	14.537	84.9268	1.5302	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-80-5608-01	high	7150.3	1787.75	7.8021	6988.23	2569.74	91.4978	257.116	1745.75	1392.68	0	23.4064	0.3546	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5941-01	high	7237.18	3844.23	111.538	5710.9	12.1795	1.2821	0.641	1719.77	3065.38	0	32.0513	5.1282	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-1680-01	high	7248.13	2250.37	11.9581	10321.4	4.4843	16.4425	0.7474	979.821	3478.33	16.4425	88.1913	0.7474	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4486-01	high	7267.9	1070.62	5.6523	20648.3	5.9848	16.292	23.9393	709.202	1069.62	0.9975	16.957	1.6625	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-6212-01	high	7301.86	3237.82	43.6491	13549.1	95.0926	0.7794	0.7794	951.705	3240.94	31.1779	109.123	14.0301	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4LX-01	high	7321.87	3770.47	21.5556	3316.48	6.1587	1.3197	0	1118.19	3259.3	1.3197	39.152	3.0794	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-7955-01	high	7349.95	1843.21	0	7207.17	2.1086	3.0123	3.916	579.068	451.239	0	15.0614	0.6025	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7760-01	high	7384.76	4494.69	1.2492	1203	3.123	0.6246	0	2444.46	623.36	0.6246	16.8645	0.6246	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-7562-01	high	7386.45	2740.13	15.2603	9299.37	1.3465	4.0395	8.5278	1629.68	1021.99	0.8977	21.544	5.386	0	0.4488	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7167-01	high	7405.94	6464.19	11.8871	4669.54	4.1605	2.9718	5.6464	1343.79	411.887	0	9.5097	1.1887	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A491-01	high	7418.21	5129.7	11.6464	10819	29323.5	4.7644	5.8232	526.723	21306	56.6437	408.682	10.0582	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8087-01	high	7444.68	1301.57	6.9808	6585.69	84.4677	4.1885	0.349	1226.83	2582.9	4.1885	42.9319	1.7452	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-53-7624-01	high	7471.67	1578.39	11.4185	4429.51	3.5134	3.0742	3.0742	1010.85	559.508	0	13.1752	7.466	49.6267	39.9649	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7552-01	high	7499.6	1456.95	34.8776	8258.54	6546.28	0.465	0	1013.71	2659.99	87.4264	357.611	5.1154	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AAR2-01	high	7515.31	4129.18	90.3298	3294.56	1734.83	0	0.6187	1220.32	3808.7	0	73.0062	6.8057	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5049-01	high	7516.18	11853.8	257.812	7702.57	6.6964	3.9062	0.558	1221.32	3055.8	0	27.9018	13.9509	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6148-01	high	7517.34	4132.85	52.4977	4214.28	316.593	13.3923	10.1781	797.048	1550.82	17.6778	32.1414	8.571	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-99-8028-01	high	7535.28	12412.1	278.638	6564.57	6.0293	7.3212	2.1533	703.701	3734.7	6.4599	64.5992	6.4599	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8359-01	high	7544.35	2739.98	1.8226	6833.54	2643.38	1.8226	0.6075	1482.61	1735.72	0	30.9842	4.2527	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7941-01	high	7554.77	2541.44	953.565	14286.6	25478.1	14.5558	28.7881	683.128	3004.96	12.615	56.2823	4.8519	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AARN-01	high	7557.46	5323.13	85.0746	10737.3	3211.19	5.9701	10.4478	942.992	4855.97	22.3881	176.866	2.9851	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7724-01	high	7561.12	1639.28	15.0301	7882.77	24.0481	125.251	89.1784	1693.39	1418.84	0	23.0461	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-6595-01	high	7587.14	12935	77.8135	6502.89	0	2.5723	5.7878	1138.17	2403.22	0	45.0161	0.6431	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-A47A-01	high	7607.98	2513.82	66.0184	6998.98	2853.63	2.5589	3.5824	1422.72	4622.82	0	74.2068	7.1648	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5055-01	high	7628.74	9644.52	307.309	11006.6	24.0864	24.0864	24.9169	777.409	4852.99	9.1362	81.3953	4.9834	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2668-01	high	7658.55	12214.8	16.1037	6770.93	1.0918	0.5459	0	1324.19	1161.65	0	11.1907	8.4613	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7994-01	high	7677.82	3812.63	91.184	5086.04	1.5831	0	0.3166	594.273	1627.7	0.3166	16.1472	1.5831	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AAR3-01	high	7678.57	9476.48	17.4216	4295.3	13.0662	4.3554	0.8711	974.739	4696.86	0	60.1045	0.8711	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-3396-01	high	7714.03	9451.33	157.306	4550.23	3.804	3.5802	0.6713	814.469	2739.54	2.0139	25.0615	3.804	0	0.2238	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-8494-01	high	7722.12	16218.6	7.0108	3506.69	0.6373	1.912	0	690.134	1826	0	27.406	38.2409	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-93-7347-01	high	7739.32	3894.33	45.066	6372.96	246.698	3.4965	10.878	682.207	3453.38	2.331	55.5556	7.77	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2657-01	high	7768.46	3769.13	123.49	7124.83	249.664	25.5034	22.1477	894.584	2267.79	1.3423	39.5973	9.396	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-6562-01	high	7889.59	4742.33	14.4714	7428.11	0.536	1.072	0	2390.71	2188.93	56.8136	158.649	1.6079	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A5C7-01	high	7911.61	551.095	12.4494	2072.83	58.9273	4.9798	3.3198	1627.73	349.414	1.2449	61.8321	6.6397	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-3771-01	high	7919.22	5362.87	35.8306	16600	6.5147	12.3779	31.2704	1566.71	1912.05	0	35.1792	14.9837	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8668-01	high	7930.06	3529.02	52.0833	6909.97	460.565	5.2083	2.9762	845.216	1808.78	0	17.8571	5.2083	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-5147-01	high	7943.38	5252.73	17.6939	7981.13	3862.87	32.7337	63.1082	1788.55	2272.19	1.1796	27.4255	18.8735	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2655-01	high	7958.82	4551.08	69.921	10493.6	11.9125	0.5179	0.259	1579.17	1828.05	3.8845	60.5982	1.0359	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4510-01	high	7963.92	5123.56	23.6271	2187.1	31.9285	158.365	300.447	969.218	433.908	3.8314	11.175	3.1928	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-5146-01	high	8024.1	2824.95	29.7661	5238.13	9.2133	3.5436	6.3785	760.447	1014.17	2.8349	12.7569	7.0872	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4244-01	high	8024.78	3181.43	5.2361	13460.9	12.5665	2.0944	0.3491	2037.51	2334.93	1.7454	23.3877	8.3777	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7980-01	high	8058.79	2482.74	26.6401	6503.25	22.9656	3.3683	6.1242	783.201	3246.73	0	54.1989	5.5118	0	0.6124	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-8397-01	high	8147.45	1592.7	40.8759	18632.1	59.854	2.9197	0	652.555	1652.55	0	17.5182	7.2993	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4M1-01	high	8191.87	3159.57	47.4792	7598.63	580.029	0.4895	0.4895	902.521	1633.87	0.4895	40.6265	12.7264	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6543-01	high	8195.09	4539.58	17.2798	9899.11	28.4281	1.1148	2.7871	1023.93	1969.9	44.5931	137.124	20.6243	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7938-01	high	8236.86	1313.6	35.6495	7366.77	47.1299	7.2508	2.4169	955.879	977.644	3.0211	18.1269	1.2085	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-4632-01	high	8242.4	17053.7	47.4097	9329	6.882	32.1162	8.4114	548.713	1371.82	0	19.1168	27.5282	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-6742-01	high	8312.45	2095.45	20.1342	9244.59	5107.38	4.4743	3.7286	1406.26	2165.55	126.025	390.007	1.4914	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TI-01	high	8333.58	18153	89.6966	7219.29	6.1506	5.6381	0	971.773	4322.86	1.5377	60.4811	2.0502	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TK-01	high	8339.77	9691.43	20.8024	6985.64	5.9435	0.4953	0.4953	596.305	2112.93	0	40.6142	7.9247	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-J2-8192-01	high	8376.16	5438.95	26.2787	10938.7	11.6377	2.2525	0.7508	1542.79	2702.58	2.6279	36.0394	12.0131	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4410-01	high	8428.13	2461.01	35.9327	6204.89	13.7615	188.073	293.578	1291.28	3407.49	1.5291	42.8135	3.0581	0.7645	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-93-A4JP-01	high	8428.62	2827.16	29.0149	9338.01	36.1692	52.8627	118.047	1392.65	2147.89	5.167	48.0931	2.3848	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-3919-01	high	8432.52	3764.55	23.4146	9904.07	13.3333	4.878	0	1004.21	4022.11	1.3008	44.2276	7.4797	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-8460-01	high	8463.44	3057.62	50.1859	11459.1	34.6964	0.6196	2.4783	1351.86	4191.45	0	51.425	13.6307	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-7567-01	high	8476.51	12612.1	30.0985	5726.86	1.6878	0	0.2813	1144.15	1775.81	0	27.0042	0.8439	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8075-01	high	8532.21	5652.91	15.4264	6621.34	21.9969	19.1401	42.851	1360.57	3191.83	11.1413	79.9886	11.9983	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-6217-01	high	8535.34	1918.35	32.9769	3863.42	11.3714	0.5686	0.5686	1483.91	2115.07	0	18.7627	1.1371	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4382-01	high	8562.78	11345.4	1.1965	7135.57	7.4184	2.6323	3.5896	712.887	1939.8	17.2299	39.0066	3.5896	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-6205-01	high	8622.88	6435.59	71.1864	6750	3.3898	0	0	934.746	3623.73	12.7119	68.6441	18.6441	0	0.8475	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6981-01	high	8636.84	3021.05	24.5614	7465.79	3.5088	0.8772	0	1021.02	1643.86	0	36.8421	8.7719	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-6593-01	high	8669.66	5449.01	4.4901	6722.9	3.8486	21.1674	0.6414	924.952	2400.26	1.9243	48.1078	22.4503	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6975-01	high	8680.64	6182.73	9.2205	8587.59	25.9849	4.1911	3.3529	1308.99	947.192	9.2205	42.7494	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7995-01	high	8685.48	2413.47	28.8564	7104.32	36.2119	5.0923	1.9803	1742.3	5000.35	104.109	172.572	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A46V-01	high	8755.83	6501.24	3.9702	10036.2	12.4069	2.4814	1.9851	2024.32	2421.34	0	43.1762	0.9926	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-93-8067-01	high	8770.78	4309.34	20.7933	6947.8	5374.07	2.2787	3.4181	833.853	1747.49	13.6723	34.4656	1.4242	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4670-01	high	8806.61	5088.7	2.46	8036.9	1.0933	28.427	11.2068	996.31	1000.68	28.9736	25.6936	0.82	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8674-01	high	8858.35	1523.89	5.6211	7318.72	2.2485	26.4193	2.2485	983.603	1663.86	3.3727	111.861	0.5621	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-6597-01	high	8877.47	4191.33	90.4807	17694.6	508.011	1.885	0.9425	744.581	8246.94	3.77	321.395	63.148	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8089-01	high	8916.56	4307.96	169.241	7176.33	2.0791	0.4158	0.4158	1115.17	2698.71	11.2273	66.1164	0	0	0.4158	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8176-01	high	8931.17	2204.25	5.9462	3909.02	7.1354	2.3785	6.5408	860.913	1859.97	15.4601	143.898	2.3785	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AAQV-01	high	8936.47	5032.28	52.1565	7230.07	11.809	7.2166	0.9841	1249.93	3046.73	142.036	341.478	3.2803	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SW-01	high	8976.32	3769.58	30.0546	7734.97	7372.95	4.0984	1.3661	672.054	5298.73	1.8215	95.6284	11.3843	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-7948-01	high	9015.46	4366.78	4.2763	3005.92	17.4342	1.6447	0.6579	1245.28	1447.7	2.6316	26.6447	3.9474	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7728-01	high	9031.3	11762.9	368.957	16631.2	13354	10.3723	14.0767	1157.24	7564.36	109.279	644.564	47.4162	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-A47G-01	high	9078.83	4948.79	109.321	6098.39	12.0829	1.7261	0	989.643	3525.89	0	51.7837	6.9045	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-80-5611-01	high	9128.21	5699.55	10.5909	13719.1	0	13.9353	11.1483	3308.71	5410.81	4.4593	60.2007	9.476	0	0.5574	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7149-01	high	9137.58	2345.74	17.094	5700.58	2.2057	23.1596	5.5142	784.047	1373.59	0	40.2537	2.2057	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-8662-01	high	9281.93	1083.39	7.2799	5153.54	7.2799	0	0	853.567	685.639	0	17.2071	5.9563	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7903-01	high	9289.99	2485.3	5.9791	11116.1	6.9756	0.4983	0	910.314	1382.16	1.993	33.8814	7.4738	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7160-01	high	9314.2	2014.51	67.5079	4770.35	9.4637	0	0	1145.74	1757.73	82.6498	147.003	1.8927	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-5126-01	high	9325.64	5881.37	19.1083	8652.07	1496.02	3.1847	0	870.175	3351.91	0.7962	66.0828	19.9045	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7662-01	high	9343.1	11546.9	6.2153	4414.95	0.8879	21.0137	37.2919	771.735	2516.91	0	35.5161	10.6548	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7937-01	high	9352.35	4842.91	1.6071	12711.1	8.4371	0.8035	0.4018	2224.11	1331.06	0	16.0707	5.223	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-53-7626-01	high	9373.57	2819.78	93.3288	4059.8	8.8207	0.2845	0.5691	1829.23	3182.57	5.1217	35.5674	35.5674	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-7953-01	high	9468.65	2963	9.4542	4747.77	1.4772	0	0	1462.35	2183.91	2.0681	35.7486	18.6129	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5068-01	high	9540.08	17659.9	307.827	15564.1	5.9855	8.5508	16.2464	681.495	1813.61	1.7102	20.5218	40.1885	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8619-01	high	9543.97	3915.55	91.4386	11299.9	5737.33	2.9121	0	1027.9	3788	189.866	196.855	2.9121	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4398-01	high	9609.18	8813.61	6.3071	17909.3	7.3945	6.3071	13.9191	646.783	2333.62	2.1749	22.6185	62.4184	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T4-01	high	9668.92	9175.45	16.4331	5760.27	23.1996	13.0498	20.783	728.734	2647.17	7.7332	37.6994	1.45	0	0.4833	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5930-01	high	9789.07	3970.88	62.4184	7365.38	130.149	0	0	887.086	875.186	3.9842	33.2013	29.2171	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-35-4122-01	high	9825.13	17674.4	17.0854	20795	22.6131	1709.55	7107.54	731.437	2732.66	1.5075	18.593	95.4774	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-6592-01	high	9855.85	3601.54	8.991	3612.24	3460.68	1.2844	0	1144.61	1483.09	0	14.1287	1.7126	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8091-01	high	9926.29	10278.5	55.144	11899.1	0.7503	2.2508	0	1324.91	1650.57	4.5015	44.2652	4.8767	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A46Y-01	high	9959.9	3405.01	43.609	8899.75	50.6266	2.005	1.5038	1031.08	2806.52	3.5088	57.1429	21.5539	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-6743-01	high	9965.27	3071.08	1.6278	5259.9	5.4259	0.5426	1.6278	922.93	878.459	0	16.2778	0.5426	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A7XG-01	high	9985.12	1210.76	4.5793	7608.93	35.7184	18.3171	16.4854	1690.57	1184.66	8.7006	44.419	2.2896	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-7030-01	high	10128.1	9837.5	84.375	7002.08	2914.58	39.5833	7.2917	666.667	1726.04	27.0833	97.9167	2.0833	0	1.0417	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8505-01	high	10134.4	5757.81	2.9464	4017.68	6208.6	5.3035	1.7678	767.236	1051.27	31.2316	40.66	0.5893	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-A4VK-01	high	10143.5	1603.22	36.1152	12836.5	57.5891	0.488	1.4641	858.194	1954.12	1.9522	43.4358	1.4641	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8510-01	high	10175	5116.89	37.9437	9131.58	21.4198	4.284	3.672	1100.24	3353.73	3.06	66.7075	26.9278	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8090-01	high	10212.8	21350.6	26.0142	8553.73	13.6265	3.0969	4.3357	1007.01	1663.67	0	22.6076	11.4587	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-71-6725-01	high	10260.7	1775.74	5.9285	5742.52	3.4323	3.4323	0.9361	1209.51	2670	0.312	63.0292	20.5937	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-4628-01	high	10298.4	7711.76	5.3729	16513.3	11.378	27.1808	10.1138	1128.63	2097.35	0	19.5954	18.0152	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-A4SU-01	high	10337.4	3023.83	29.5809	8644.68	8.9212	4.6954	2.3477	1285.01	1373.87	0	45.5453	2.3477	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8207-01	high	10341.1	4016.71	39.9564	9330.19	9.4442	1.453	0.3632	1391.93	1752.27	0.3632	19.9782	9.4442	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6775-01	high	10365.5	6743.06	12.6199	5854.11	5.5528	4.5432	1.5144	1242.73	3194.85	0.5048	34.3261	27.7638	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6985-01	high	10430.6	3829.85	38.806	7343.28	10.4478	23.1343	5.2239	1158.18	2313.43	34.3284	56.7164	10.4478	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A46R-01	high	10434	1881.32	8.0035	6892.99	5.5024	2.0009	0	1047.14	1275.55	0	29.0126	7.003	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-99-7458-01	high	10465.3	2552.68	46.3461	12205.2	17.5453	2.3173	4.6346	1368.53	1873.38	0.6621	24.4972	0.6621	0.6621	0.331	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7727-01	high	10477.1	635.78	27.5229	9132.11	1.8349	0	0	1696.33	998.165	0	11.0092	0.9174	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2662-01	high	10495.4	7830.51	2.1546	5979.35	1.0773	0	0	1070.71	3046.95	1.4364	35.1917	54.583	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E5-01	high	10543.8	1865.3	15.0171	7100.34	8.1911	0	0.4551	766.903	1923.09	0.4551	26.8487	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8206-01	high	10595.7	2031.01	65.5641	4240.7	134.377	0.5907	0	1371.21	1968.99	4.7253	26.8754	56.7041	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8616-01	high	10671.7	1278.89	5.2521	7449.05	46.2185	28.3613	3.1513	1229.46	1106.62	6.3025	28.3613	11.5546	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5072-01	high	10672.5	3355.2	10.6236	6732.1	688.684	16.6282	28.1755	2990	952.425	38.7991	47.1132	0.9238	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7978-01	high	10883	5288.5	39.0047	4886.68	3.3625	0	0.3362	819.425	1867.52	0	31.6073	20.5111	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T6-01	high	10956.3	1105.21	43.9158	9223.79	1328.45	6.2214	2.9277	2848.97	2782.43	32.5709	170.174	2.5618	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4403-01	high	11078.1	5832.36	43.6475	25795.9	23705.3	6.1162	1.6681	734.473	3864.61	1017.24	2364.75	17.7926	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4505-01	high	11115.1	6885.49	71.2882	11391.2	3.9293	3.6486	2.526	1174.22	2499.86	2.526	42.38	26.9436	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7148-01	high	11203.4	1576.18	4.2542	9486.84	1184.79	4.2542	3.1906	894.379	1161.39	0.5318	23.9298	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-93-A4JQ-01	high	11228.4	7478.64	69.7472	7200.96	86.3121	12.2058	0.8718	952.341	2110.72	2.1796	56.6696	10.0262	0	0	
