accession	n_quant	median	mean	hits
Q8TE77_SSH3	134	14.3968895287958	14.591570429545209	
O00423_EMAL1	122	12.816234635480651	12.717778436757628	
Q9H0E9_BRD8	134	13.4986556651128	13.55309276589185	
Q69YU3_AN34A	134	13.64330136402735	13.673799640773764	
Q99650_OSMR	122	11.164336425289399	11.294045006642081	
Q96Q15_SMG1	132	12.658225261641899	12.651923495170463	
Q8NFH8_REPS2	127	14.0042717477433	14.232932766737237	
Q8N3E9_PLCD3	134	13.740829709477449	13.895515033212673	
P57737_CORO7	47	12.6732131117821	12.452314440389713	
Q9Y6J0_CABIN	134	13.5096924423435	13.662294949664764	
P16452_EPB42	133	13.0597037066266	13.018171434714978	
Q5F1R6_DJC21	116	12.4761396831569	12.329608964823493	
P23193_TCEA1	134	14.294000505549551	14.406858582836168	
O14558_HSPB6	134	13.5899841986783	13.64605655763189	
Q9HB19_PKHA2	134	13.216303517011799	13.0908490954885	
Q9BTV6_DPH7	134	12.338253784657901	12.377388839523158	
Q9Y5V3_MAGD1	134	13.8254727915151	13.923643982051056	
Q11201_SIA4A	130	12.062323394474	12.24978888527835	
Q70E73_RAPH1	134	13.56320706340695	13.632760006765658	
Q9NYY8_FAKD2	84	13.8522460449647	13.825811780060956	
Q9BYC8_RM32	128	11.50162574672785	11.398681721674969	
Q9UGP8_SEC63	121	12.200525496749	12.347658921737176	
Q6UWD8_CP054	91	12.2340468580495	12.288331558218243	
Q6PCB0_VWA1	133	12.3902076214056	12.354969581439324	
O15479_MAGB2	134	14.26306417781145	14.419100012717625	
Q8IUI8_CRLF3	134	14.503453708777	14.577293837488714	
Q8WW59_SPRY4	134	15.1862338950408	15.260156485089823	
Q15652_JHD2C	125	13.01412474993	12.930465383926435	
Q8TAP6_CEP76	64	12.9973716888795	13.055144708963832	
Q13685_AAMP	134	14.68013064235425	14.89494996770953	
Q8NFG4_FLCN	131	13.0136384697992	13.048534080159655	
Q12974_TP4A2	134	12.79842373062255	12.91174355076432	
Q93096_TP4A1	134	14.33858656528815	14.222751925370753	
Q9BRP4_PAAF1	134	13.7468914254345	13.788718671058566	
Q13190_STX5	128	13.7159715224934	13.818505424159373	
Q9H4K7_MTG2	120	12.0510294045426	12.178116800394674	
P00747_PLMN	131	13.7984697530052	13.843652109319475	
P13746_1A11	119	12.282996041949	12.41684175422349	
P30481_1B44	125	12.6224066922879	12.78786924354337	
P11117_PPAL	134	13.31851771605675	13.207573807140358	
Q92820_GGH	129	12.3857876006644	12.480305365536083	
Q01459_DIAC	134	13.38723926468035	13.450021452467427	
O43933_PEX1	128	12.3028988736292	12.279999444065364	
P26599_PTBP1	107	13.4870813080598	13.749407894805199	
O95758_PTBP3	98	13.6303080597526	13.531168148870412	
Q99816_TS101	134	15.0752226503575	15.132326677792447	
P30049_ATPD	127	12.2325021134197	12.107089285429725	
A6NDG6_PGP	118	12.6967433597462	12.686826181508062	
O95361_TRI16	129	12.0878877773542	12.299475931062462	
Q96BX8_MOB3A	134	11.5278379914188	11.488555076901234	
Q99426_TBCB	134	14.30625387904065	14.408912969391512	
P51149_RAB7A	123	14.691619586038	14.601654352873528	
P14625_ENPL	128	13.335201220758702	13.344142185026875	
P46782_RS5	133	14.0263987327643	13.966623967790662	
O43353_RIPK2	132	13.7089121629958	13.624663266348099	
Q9NUL5_RYDEN	134	12.55563517737995	12.958548220203044	
O94979_SC31A	118	13.8927475781564	13.942226619761925	
Q5T200_ZC3HD	125	14.1602123271291	14.245488860017387	
Q8WVJ2_NUDC2	127	13.3737864615563	13.604683207689243	
Q969Z0_TBRG4	123	13.954602678737	13.857576344174973	
A7MCY6_TBKB1	120	12.6232968014425	12.682095326702713	
P56202_CATW	125	12.3016314158456	12.18675007700282	
O60825_F262	131	14.30109805154	14.521067860005955	
Q12905_ILF2	65	13.5593199559404	13.505362836938746	
P28330_ACADL	134	12.0448016016579	12.060935020081383	
P50336_PPOX	69	12.1439943086342	11.989893818165145	
O60664_PLIN3	131	14.0137267318918	14.053424740459684	
P23610_F8I2	130	12.848879288846149	12.951065179296302	
Q8N9T8_KRI1	134	12.982889597492651	13.09612295413568	
O15240_VGF	121	14.5664553912129	14.568920636726174	
Q8WXX5_DNJC9	123	13.2765946551527	13.112788480367604	
Q9H4G0_E41L1	127	12.0086275188607	12.244382364600249	
Q9P031_TAP26	128	14.2387368425554	14.261883809558572	
Q8NCA5_FA98A	128	13.2896798656408	13.265598877163729	
P06858_LIPL	129	13.3597925537109	13.736167605821406	
Q8NDX5_PHC3	126	12.3023195844067	12.536428774659276	
Q8IXK0_PHC2	134	12.93719492982485	13.089885120726686	
P35754_GLRX1	134	13.63615736992525	13.935809625147424	
P45381_ACY2	78	11.4720098235765	11.573959929665671	
Q9BXW7_CECR5	125	13.4771370431082	13.57298728021062	
Q9UK80_UBP21	133	12.681394017717	12.829036153408525	
Q13201_MMRN1	125	12.2157923241787	12.219440714624085	
O60336_MABP1	134	14.318933465369351	14.42151061458451	
Q9NWV4_CA123	134	14.3352939926219	14.490920753540415	
Q02809_PLOD1	125	14.5047048643195	14.383993806438797	
Q53RT3_APRV1	118	10.9987027882759	10.927860788575009	
Q9Y5J9_TIM8B	127	13.6901797316938	13.602736281637094	
O95834_EMAL2	132	14.315011955156901	14.405842561539487	
Q02388_CO7A1	130	13.54362009680395	13.502517215214587	
P41222_PTGDS	132	14.19174280519805	14.104106187378449	
Q13976_KGP1	133	11.9997292869919	11.946566548009702	
Q12849_GRSF1	134	13.2540764733951	13.364030761904294	
Q9UPA5_BSN	120	12.363495352667	12.320689364311539	
Q9UDT6_CLIP2	123	12.1094941465137	11.998213356055105	
Q6DD87_ZN787	129	14.6053089761067	14.823281456314692	
Q8N1F7_NUP93	123	12.144878970209	12.353305151781028	
Q9BX40_LS14B	112	12.418002789113451	12.301861827336593	
Q13867_BLMH	118	12.8381406542546	12.730132549354133	
Q16659_MK06	134	13.397168029958848	13.513610948809134	
P48553_TPC10	119	13.7755372691282	13.657819050303297	
Q96LB3_IFT74	134	12.42763427438025	12.463905097048142	
P05783_K1C18	105	13.4039175354872	13.337532416786914	
Q9Y3D5_RT18C	134	12.919465055676099	13.177475314549637	
Q9HCD6_TANC2	87	12.2934594611951	12.507937008826474	
P27707_DCK	132	14.0656054143859	14.07062422709484	
Q5JPH6_SYEM	132	12.4763380832906	12.403330163730885	
P54578_UBP14	116	14.375476876423551	14.20177324077677	
Q86UT5_NHRF4	117	12.5587015601855	12.412088517077034	
Q92734_TFG	124	14.45415785923495	14.454000532214856	
Q9HBH1_DEFM	128	11.99641441847255	12.089431850326047	
Q6PID6_TTC33	133	13.6458548127148	14.06037269724628	
O00567_NOP56	131	13.5316555255004	13.515573409543599	
O14974_MYPT1	134	13.93955375647965	13.922950989136387	
Q9H2V7_SPNS1	131	12.2960137901478	12.327053072564485	
Q96JH8_RADIL	133	12.7341618483603	12.65418729956076	
Q9H3S1_SEM4A	122	11.47658346156205	11.65612867171349	
Q96MW5_COG8	120	14.5754821348858	14.355934652545269	
Q13416_ORC2	126	11.9570897747173	11.939582776780668	
Q15853_USF2	123	12.0288675126129	12.108835345575669	
O75940_SPF30	133	12.628759202892	12.6803923568393	
O43159_RRP8	134	13.53258651544105	13.654040047993188	
Q96JI7_SPTCS	82	12.02996904949	11.95745351207559	
Q14CZ7_FAKD3	127	11.3013050867609	11.569057021602088	
P00488_F13A	126	11.897498133550599	11.93444684114772	
P49116_NR2C2	131	14.0428918600008	14.156197051248663	
Q9UHQ4_BAP29	127	14.5360213790935	14.393573002538258	
Q8N7R7_CCYL1	133	12.6108251993167	12.71307024645987	
P05412_JUN	127	12.0870732060968	12.132905601711718	
P48506_GSH1	76	13.021511999600051	13.093480224053902	
Q6ZV89_SH2D5	134	14.4143667549752	14.579672998315454	
Q9BUT9_F195A	132	13.5571160037547	13.675057567242277	
Q9BUQ8_DDX23	115	12.5535692715609	12.395166189553711	
Q9BTU6_P4K2A	124	14.117404784172649	14.396485055656985	
P61964_WDR5	134	13.3507292452881	13.555446265697448	
Q9H9G7_37834	125	12.2482234869726	12.414387176348106	
P55008_AIF1	134	13.74868482852985	13.775223424138042	
O15126_SCAM1	129	12.7041488668646	12.776778183901332	
Q9Y496_KIF3A	134	13.733674285360951	13.645356713948036	
Q9H4E7_DEFI6	134	14.5591216177241	14.66951318616674	
P14314_GLU2B	126	14.2806841370424	14.243984842968962	
P23921_RIR1	114	13.672571491165101	13.787351775665282	
Q5HYK3_COQ5	134	14.029458586171149	14.118384209326532	
Q12899_TRI26	131	12.4959855982044	12.40730460829953	
Q99952_PTN18	122	15.06613263423575	15.017803957900611	
Q9UPR3_SMG5	134	13.276211924117948	13.175215819952692	
O00622_CYR61	134	15.37110988518295	15.523663941392071	
O43597_SPY2	130	11.1753818314287	11.267024247897124	
Q6XUX3_DUSTY	125	12.201317687469	12.356966824936572	
P35236_PTN7	133	12.5471311036671	12.609100474966615	
Q86V21_AACS	134	14.24526894453585	14.505550156575016	
Q9Y2U5_M3K2	134	13.6859580279179	14.022180234396606	
Q7L3B6_CD37L	126	13.51101902176125	13.429651086043807	
Q9NQZ5_STAR7	133	13.2497785827639	13.061207374045264	
Q02985_FHR3	117	12.8061151790214	12.911474014515031	
Q9P0V9_40422	124	12.0739824337608	12.061274560553798	
Q96RT1_LAP2	43	12.6025981157453	12.42836503226179	
Q5VV41_ARHGG	134	13.41669529725735	13.429308784561107	
P45974_UBP5	58	12.3833361365215	12.127384881361543	
Q86U44_MTA70	131	13.6241952702301	13.689605619471708	
Q6UXB8_PI16	132	11.91548562976085	12.042345508497073	
Q9Y6K9_NEMO	121	12.8369745808677	13.094190534181868	
Q9NQY0_BIN3	128	13.721230133955551	13.579590114980187	
P05543_THBG	132	14.386166349493951	14.310011792351103	
P12724_ECP	134	14.36603405375875	14.391245952929799	
Q01546_K22O	124	12.2699772221407	12.206071040353754	
P18074_ERCC2	127	14.5500038965107	14.442599298311192	
Q9P215_POGK	97	12.4157354401655	12.364594775969023	
O75264_SIM24	134	13.838153368571401	14.087476435487282	
Q2YD98_UVSSA	120	11.0031006215016	11.230327117861313	
Q96EL3_RM53	134	15.3526011792305	15.457846972504129	
Q9ULZ3_ASC	59	12.6140124114607	12.645964393599609	
Q9BYE9_CDHR2	133	14.1715285293019	14.216253591426632	
Q9Y2P8_RCL1	134	13.0102547432457	13.10757565067427	
Q8IW45_NNRD	125	12.1724619520462	12.061818299607365	
P49419_AL7A1	131	12.9466495434812	13.145619029799631	
Q96FX7_TRM61	134	14.0921126760391	14.223240207752555	
P31944_CASPE	134	13.7456500533137	13.92549429698183	
Q96HD9_ACY3	127	12.7371723292769	12.755125333304035	
Q12874_SF3A3	131	13.7193423636506	13.740495302432135	
Q9UHQ1_NARF	134	14.06458471035005	14.10525264655584	
Q9HBI1_PARVB	58	12.304224658445701	12.387291637057388	
Q9H467_CUED2	134	14.37384171673025	14.737994635565332	
Q13526_PIN1	132	14.0356527431371	14.062415414971813	
P61981_1433G	134	12.9268714136163	12.885421029761494	
Q00688_FKBP3	134	14.8032402424076	14.80450451113105	
Q9UP83_COG5	65	12.3857666411731	12.257290351759057	
Q71UM5_RS27L	134	11.45964930532565	11.548112956695013	
P42677_RS27	125	10.9187512748783	10.9648778025854	
Q6XZF7_DNMBP	130	12.1812045106597	12.209675990493345	
Q96GY3_LIN37	79	11.5106565582183	11.62061854515935	
Q8N6N7_ACBD7	132	10.807680031976801	11.280418397972472	
P08246_ELNE	84	12.8595516375505	12.967252853389255	
Q5JTC6_AMER1	116	12.14352839410535	12.059694878262532	
Q9ULD0_OGDHL	112	12.46317555795245	12.371420995964836	
Q7Z7H5_TMED4	134	14.45605517384875	14.593431349880573	
Q9UBL3_ASH2L	119	14.4004167279249	14.441504458667811	
P41439_FOLR3	134	13.20872009049795	13.596374811073575	
Q96A33_CCD47	128	12.8021259910746	13.02586545775621	
P08670_VIME	132	15.771391113131301	15.748084821216304	
O75995_SASH3	134	14.35712959032205	14.554333034257231	
P55327_TPD52	134	12.8191608607748	12.957451172581516	
Q9C0B0_UNK	119	12.1283259229007	11.960659055057281	
Q9NV31_IMP3	131	11.230957139508	11.325564334709096	
Q9UBI6_GBG12	134	13.68987479120445	13.841557732929898	
Q9BRJ6_CG050	125	12.0718714783189	12.125594505366912	
Q8N3C7_CLIP4	134	12.45713871179445	12.509607958839153	
Q05707_COEA1	129	13.2966671905382	13.545827804143471	
P52732_KIF11	132	14.128824410316149	14.177640779054085	
P10515_ODP2	75	12.9324700201062	12.86858062137027	
P17050_NAGAB	134	14.17263780539935	14.159099049704091	
Q96CN7_ISOC1	59	13.911220398586	13.969503591455721	
Q7Z6J0_SH3R1	118	12.4683349188471	12.781432523599735	
Q8TF64_GIPC3	134	13.0756212361526	13.28254533815455	
Q96BK5_PINX1	125	11.4325813405668	11.742096598750361	
Q9NXV6_CARF	129	15.0940341955915	15.127152554977615	
Q9NQX7_ITM2C	132	12.70853553489625	13.038095549366806	
Q9H4G4_GAPR1	130	13.8617471679865	14.071518223620544	
O75167_PHAR2	127	14.4558282062673	14.409426440869911	
Q5VU92_DC121	132	13.267982977006849	13.331397439669455	
Q5VWZ2_LYPL1	134	14.302186074331601	14.376121673162864	
P21283_VATC1	126	13.19902989582085	13.168117751197403	
P02749_APOH	134	15.3017117389854	15.6391479506681	
Q8TB61_S35B2	134	13.17077114286135	13.384322971499422	
Q8IV38_ANKY2	133	13.4943414181045	13.584479391642716	
O96008_TOM40	130	14.093575038232299	14.262437484602296	
Q96C23_GALM	65	12.8457627664992	12.675095801856937	
Q7L5N1_CSN6	134	13.100210179868501	13.195164788324579	
Q9BZZ5_API5	55	12.2611541169857	12.108948431209777	
P55210_CASP7	103	13.8421583694762	13.790826698139366	
P05060_SCG1	134	14.3698207337862	14.5588849094415	
Q14814_MEF2D	134	12.90169488755685	12.879789813912037	
Q9NRA8_4ET	134	14.7746432760162	14.804583621941397	
Q00013_EM55	127	12.7114212467798	13.108423786703593	
O15553_MEFV	120	13.149284675936801	12.929770589018613	
Q96CW1_AP2M1	126	12.51722169544145	12.684641608718769	
Q8IXW5_RPAP2	134	13.584087137453349	13.703286557851712	
Q96QE2_MYCT	131	13.7036989436812	13.61019558887242	
Q12983_BNIP3	122	11.7291445054185	11.834510956325417	
Q9Y2I1_NISCH	134	12.8754800084994	12.838133706079445	
Q12824_SNF5	132	14.0925274981034	14.114061538207856	
Q5GLZ8_HERC4	63	12.565571957946	12.654137154812906	
Q8WWY3_PRP31	133	12.7294865269687	12.815961987833578	
Q8NEM2_SHCBP	131	14.2521641232614	14.24792320343076	
Q9Y4K0_LOXL2	134	13.94793687849345	14.06347799419425	
P56537_IF6	134	14.27279431963115	14.56258875529872	
Q92466_DDB2	134	13.562790047180801	14.384293182844921	
O00635_TRI38	134	13.908703518202799	14.009976432881006	
O60240_PLIN1	133	13.3734584217969	13.397252298312205	
Q9BVC6_TM109	117	12.280921610999	12.201970453432201	
Q702N8_XIRP1	131	12.3283486053751	12.308306628391579	
P51531_SMCA2	133	13.3147573299438	13.267347662242424	
Q9NZV1_CRIM1	128	13.3178381788184	13.307116529624476	
Q9P2J9_PDP2	134	12.7076664384004	12.787092750104332	
Q14249_NUCG	125	13.5762583163108	13.511096831179616	
Q01196_RUNX1	133	12.4875654621183	12.742911586883734	
P51159_RB27A	134	13.062662630243551	13.166637807098589	
Q86X51_CX067	127	14.094473316088	14.015110513991711	
P04183_KITH	126	10.92405659697365	10.973901549417624	
P25440_BRD2	127	13.8359603579148	13.831474574069228	
O15394_NCAM2	129	14.9533234142193	14.893964495078041	
Q96BF6_NACC2	65	12.9772790022403	12.88217465143767	
Q15434_RBMS2	131	12.3641387978583	12.320125331018259	
Q8TAG9_EXOC6	74	12.6022298738736	12.498128666268608	
Q9Y530_OARD1	130	14.35477802979915	14.271545358348833	
P82912_RT11	134	14.1654668762458	14.24967948958196	
O95835_LATS1	128	14.4546160742569	14.615113527297762	
Q8TBF4_ZCRB1	134	12.518458336956	12.721115113459819	
Q9UPT9_UBP22	75	11.6493005498998	11.61623541422174	
P22748_CAH4	134	12.95291065012675	13.143555294185285	
Q92785_REQU	134	14.0225197099622	13.927832414997129	
Q6NXT6_TAPT1	134	14.96125951327635	15.079844714979071	
Q08881_ITK	132	14.998428939668	14.964880115271784	
P04844_RPN2	94	13.481209376653801	13.635104689596352	
Q7Z2W4_ZCCHV	134	13.71624502117705	13.804425599786889	
Q9BVG9_PTSS2	122	11.85966710384535	11.744760446100567	
Q9UHV7_MED13	131	12.7484604263776	12.96126016019515	
Q96AE7_TTC17	76	10.2752691333041	10.706033812192317	
Q07075_AMPE	108	14.1822538553932	14.031831466319238	
P14384_CBPM	128	12.15837008125375	12.155414917104272	
Q01581_HMCS1	114	13.6402227871967	13.831452054633596	
P38398_BRCA1	134	13.5485499658785	13.622878783372098	
Q9BRQ6_MIC25	134	15.031747564119	15.142069786872637	
Q12778_FOXO1	132	12.52229402736875	12.6125968064775	
Q07002_CDK18	133	12.1886111759248	12.17916562016475	
P23946_CMA1	114	12.38182089080655	12.69624158814339	
Q9Y3Y2_CHTOP	134	13.9810078431167	14.033909212066911	
Q99747_SNAG	126	12.1223653272576	12.303068551285483	
Q92889_XPF	133	14.4739948125167	14.573575898193397	
Q9Y575_ASB3	134	12.8906389543355	13.103811365496185	
Q96RU2_UBP28	127	12.2642339591358	12.485582355511704	
Q9P275_UBP36	127	13.6932098658206	14.026221978004099	
Q5VT25_MRCKA	46	12.823021356325999	12.482052040988366	
Q8NBM4_UBAC2	132	13.88634331340905	13.794805712684518	
Q9H329_E41LB	134	12.5719583545104	12.61206560437247	
Q9ULH7_MKL2	127	13.5514877004365	13.740700362716268	
Q9Y6A4_CFA20	134	14.892818882611149	14.971849052674397	
Q15527_SURF2	131	12.3408288788959	12.267632327472818	
Q07666_KHDR1	125	13.3892539961894	13.424011572475354	
Q14677_EPN4	122	11.855832319601049	11.467847086392188	
O95571_ETHE1	119	11.9318705932819	11.856691423820877	
Q96BD0_SO4A1	134	13.38690954437395	13.628394647990564	
Q9BT09_CNPY3	134	14.199382180204001	14.280322714928534	
Q8N3R9_MPP5	134	14.6220882901733	14.739684836367816	
O15264_MK13	134	13.004600972381649	13.095622655773528	
Q6ZU35_K1211	122	13.312339848904049	13.446090982536862	
Q5SW96_ARH	126	13.8571968067392	13.998716848300669	
Q9Y2V2_CHSP1	121	12.0646961146733	11.865733599391241	
Q9H582_ZN644	130	12.147582335138551	12.677621588374148	
P56199_ITA1	134	13.82988516933805	13.951749692211902	
O60763_USO1	132	12.66430175815205	12.619152008636014	
Q99961_SH3G1	131	15.064720534824	15.213448812827606	
Q684P5_RPGP2	134	13.8235645696327	13.71118903485562	
Q9BQS7_HEPH	103	12.4869685457187	12.47199541387513	
O60934_NBN	117	12.8589830804	12.816679037909195	
Q05D32_CTSL2	134	13.914992687772799	14.044959181343756	
Q8TCC7_S22A8	134	12.5356371277453	12.39201820453714	
P04431_KV123	120	13.475277903877501	13.529578636191276	
P01602_KV110	126	14.298991136486599	14.634939556037939	
P06311_KV311	133	12.8765628242095	12.855077438113737	
P01621_KV303	134	15.202602161001849	16.248532494004138	
P04433_KV309	134	15.45445930446285	16.059086690166396	
O15143_ARC1B	134	13.951398169482651	14.032573249189223	
Q15070_OXA1L	134	13.8940393670078	13.977229630872163	
Q15032_R3HD1	134	14.86316704901575	14.688007215735212	
P10909_CLUS	134	15.4755674253942	16.102885921224797	
P78344_IF4G2	134	13.0869590352915	13.122980836995419	
Q9H410_DSN1	131	12.3535237449747	12.221488553112973	
O43665_RGS10	134	14.4270254497456	14.53424228663405	
Q9UGM5_FETUB	132	12.86727025856875	12.800250369058949	
Q9UNZ2_NSF1C	134	14.163759455856749	13.943933870021395	
Q8IWZ8_SUGP1	134	13.42683580815435	13.194343735609145	
Q9H0C8_ILKAP	95	12.4901244557413	12.633594839270089	
P52943_CRIP2	132	12.58909314751805	12.596689679332975	
P50219_MNX1	94	12.145880479453549	12.412660418437142	
P27144_KAD4	134	13.22000837840635	13.093104906231707	
Q99653_CHP1	134	14.0582764495289	14.078032130263844	
P02686_MBP	134	14.379158352688549	14.20969290205434	
Q8NFH5_NUP53	134	14.34475273023195	14.384521786119828	
O00754_MA2B1	120	14.1251426826401	14.0411394098553	
P51965_UB2E1	133	13.6069692658487	13.555607066032735	
O95999_BCL10	134	14.1228043131813	14.529906646141246	
Q9UBT6_POLK	48	12.494654449001601	12.439181800143881	
P28290_SSFA2	134	13.6901559380216	13.726667001102607	
Q05682_CALD1	134	14.3364216050147	14.314641960145108	
Q9BVK8_TM147	132	11.48650495639245	11.550267600972461	
Q13561_DCTN2	129	13.0683128198717	12.9465961696266	
Q9BRQ8_AIFM2	134	12.55628488987645	12.517357678476516	
Q6UX71_PXDC2	134	13.01973023085105	13.119115698081194	
O43660_PLRG1	132	13.692510659147601	13.776208611707558	
Q9UIF8_BAZ2B	46	12.17369584293865	12.554917919752997	
Q9UBC5_MYO1A	123	12.5717621199056	12.848396320211899	
Q8IY33_MILK2	134	11.98423779868845	11.853906534335113	
P14174_MIF	44	12.80300220716245	12.742078396204539	
Q92989_CLP1	132	12.66574981095655	12.80921345739412	
O95644_NFAC1	120	9.741603950552644	9.940448642480574	
Q96EB1_ELP4	71	11.5676156647815	11.446543094997471	
Q8TEA8_DTD1	65	11.813625231287	11.85942989511724	
Q96GD3_SCMH1	134	12.035530490197448	12.065491483061678	
Q00587_BORG5	127	12.9840427017183	13.090527041382648	
Q9ULT0_TTC7A	134	13.62179736798565	13.461588632637907	
Q9NVG8_TBC13	134	13.281024838601049	13.463644742815037	
O15254_ACOX3	129	13.3451237361912	13.38133653370704	
Q53RE8_ANR39	124	12.3411988507264	12.100490164984473	
O14782_KIF3C	118	10.0624038160862	10.32917401694313	
Q99640_PMYT1	133	12.8372270532589	12.735989797623404	
Q96JJ3_ELMO2	133	12.9280880262524	13.037531664060717	
O14526_FCHO1	125	12.8238944118158	12.625893452495653	
Q9Y295_DRG1	132	13.9398546759796	14.123149548619965	
O00267_SPT5H	129	12.7537627653882	12.92819338802722	
Q9H3H1_MOD5	134	12.72074047580075	12.76870480985662	
Q9Y6X3_SCC4	134	13.237899888954502	13.507785001449527	
P41218_MNDA	125	11.9278618939831	11.923797536684079	
P29692_EF1D	134	14.0945499847751	14.351495526610925	
P18428_LBP	120	13.909678130117399	13.7233155365437	
P20936_RASA1	132	14.411370347242	14.37426982505982	
Q12979_ABR	134	13.08469281512825	12.983600666943927	
Q76L83_ASXL2	119	12.2782007478682	12.054016912924704	
P32119_PRDX2	133	12.8094470749921	12.62605415238116	
P25789_PSA4	56	12.1770443170611	12.3009063224158	
Q5T749_KPRP	128	12.31559314218445	12.33474686957748	
Q7Z434_MAVS	109	13.2778827399912	13.210882156753115	
P00750_TPA	130	12.4840226047381	12.403980381167147	
Q8NFP9_NBEA	81	12.8815807546435	12.89480973966309	
Q9UK59_DBR1	125	12.1105796034546	11.944108974597938	
Q9NZ63_CI078	121	13.3473468971003	13.32366569969949	
Q9NTJ5_SAC1	69	12.3233571082203	12.466589912788208	
P16083_NQO2	40	11.111109867634951	10.79973718093541	
O75155_CAND2	133	13.1286273416599	13.191268680325258	
Q16774_KGUA	126	13.790731016833451	13.77013108472082	
Q8NDX1_PSD4	128	12.61418485817945	12.789741843797783	
Q8WUY3_PRUN2	134	14.3009491285815	14.285693660533875	
Q9H981_ARP8	133	10.4900220784462	10.871833421287644	
Q96G74_OTUD5	134	13.165667273763251	13.438962128244695	
P50749_RASF2	130	12.4737870922686	12.479913619894683	
Q969X6_UTP4	62	13.11276588612645	13.436684903590137	
Q8TF01_PNISR	127	14.3548092853059	14.313001221242125	
Q5TAX3_TUT4	131	12.0382708389714	11.906180870722414	
P22059_OSBP1	132	12.654664125310902	12.875571093897785	
Q15052_ARHG6	134	13.913582412239	13.941207606836588	
Q10472_GALT1	128	13.379422247023399	13.372528829273357	
A6ND36_FA83G	125	12.050113047358	12.231156531637529	
Q99436_PSB7	134	13.92000666472645	13.815513725930314	
Q9Y3B2_EXOS1	134	14.4705420954831	14.524296456647763	
Q9NRG0_CHRC1	132	11.749727144348949	11.769249084936748	
P31942_HNRH3	134	14.92988629766505	14.922639304381377	
P52597_HNRPF	130	13.801393606781701	13.801186481719125	
P31943_HNRH1	134	14.8538450795965	14.85818638128188	
Q8IYB8_SUV3	131	12.8810708331172	12.889324554469548	
P00568_KAD1	134	13.22676293462035	13.150859105286827	
P22694_KAPCB	133	13.4951569066472	13.495644842935624	
Q86UE8_TLK2	132	12.121533477700599	12.08109937081127	
Q9UKI8_TLK1	134	12.591614368345251	12.634324845473884	
P55039_DRG2	133	13.9593009253781	13.82422531239988	
P61244_MAX	129	13.1087539747919	13.04518087903678	
O75674_TM1L1	134	13.181004227614501	13.542812075823505	
O95478_NSA2	127	13.7466605829353	13.797955445913775	
P57081_WDR4	124	12.01214847089185	12.029336615821915	
Q7L523_RRAGA	50	12.927193053800401	12.708996761711386	
Q14142_TRI14	134	12.728964959842301	12.782120635283617	
P01880_IGHD	134	13.4560888864966	13.889723775333763	
Q9H1I8_ASCC2	134	13.01844881840025	13.142881030446471	
Q02318_CP27A	134	12.90634588540155	12.931158581109967	
Q02040_AK17A	133	13.8522998335695	13.871846048136046	
Q9BZQ6_EDEM3	120	12.569295942727301	12.51846981424589	
Q13496_MTM1	121	12.602023226764	12.61481455677609	
P15735_PHKG2	131	13.2106931005753	13.2637567084753	
Q9HA64_KT3K	133	14.7532703727863	14.645907295387874	
Q7RTP6_MICA3	134	13.86834127484275	14.150507667271905	
P01619_KV301	132	14.241026325764949	14.198863239964934	
P04206_KV307	122	13.15649692181985	13.37879690049674	
Q04726_TLE3	134	13.566849957743099	13.630790364251485	
Q6PL24_TMED8	134	12.823491789849601	12.99159870681752	
O00566_MPP10	134	13.261476112341299	13.163132476086995	
Q96S99_PKHF1	128	12.06682201766805	12.275267287657345	
Q5TH69_BIG3	134	14.211134987792999	14.094880635616367	
Q8N9F7_GDPD1	125	12.7619334880238	12.869050581769375	
Q96S59_RANB9	134	13.9317159507429	14.385695699431363	
Q8IZ81_ELMD2	134	15.4004143376937	15.43276431108072	
Q9UL63_MKLN1	134	13.32081130329065	13.228093254131277	
Q0JRZ9_FCHO2	123	13.0961588331346	13.165572376626713	
Q99933_BAG1	134	14.4061084268121	14.310814052150391	
P35244_RFA3	116	13.066439707240399	12.706272060222448	
Q96AG4_LRC59	120	13.7781269935914	13.792258458669846	
P42226_STAT6	126	11.997597131034802	11.807074484399273	
Q14185_DOCK1	119	12.3419498471501	12.439827537264794	
Q9UQN3_CHM2B	127	12.473826299343	12.334244899664409	
P23470_PTPRG	134	14.3353778004515	14.489799625275198	
Q8NC60_NOA1	126	12.1535483658757	12.326629673625714	
Q08499_PDE4D	134	14.34564768017715	14.437590304128015	
Q8WZ64_ARAP2	82	8.64651821122056	9.359943070290852	
P56524_HDAC4	105	12.334718471138	12.3379024434411	
Q86XA9_HTR5A	132	14.11697608853575	14.046469502077196	
Q04760_LGUL	127	12.8007348376865	12.787437668145001	
Q02108_GCYA3	74	11.647798277139149	11.581446827112515	
P00746_CFAD	132	13.15312680766235	13.13293224590324	
P08637_FCG3A	120	12.5681682348472	12.712495842905376	
Q9NQA3_WASH6	125	11.8964919606263	11.897699138662531	
O95260_ATE1	134	12.830080255288749	12.813132525900517	
Q96SN8_CK5P2	129	13.6698161711821	13.617412800239428	
Q6P4F7_RHGBA	103	10.3658457068627	10.691772744838806	
Q8IV56_PRR15	129	12.0766350638549	11.924127082811266	
Q15172_2A5A	83	13.2706749794013	13.077624750067786	
Q6ZW31_SYDE1	117	9.31256445204991	9.688668591044996	
Q06710_PAX8	134	13.36269473918735	13.504417255193895	
