gene	k_cohorts	meta_Z	meta_p	k_edge	mean_edge	in_IFN	in_MHC	in_TJ	in_family	obs_logFC_high_minus_low	obs_p
NDUFC1	2	0.8001441777799924	0.4236272678144867	2	0.057	False	False	False	False	-0.13611987516923868	0.7026241121490135
NDUFS6	2	0.05554718833185367	0.9557025371019484	2	0.0115	False	False	False	False	0.4997744504557271	0.09591930657682439
NEAT1	4	2.6099817705822868	0.009054704762770436	4	0.07975000000000002	False	False	False	False	-0.20051275725679615	0.6782945482584861
NEDD4	2	-2.369826367386801	0.017796440644098428	2	0.0	False	False	True	True	-0.20473442130331526	0.6249535650170751
NEDD4L	4	0.6940392606416151	0.48765758792494984	4	0.068	False	False	True	True	0.6790995102490383	0.2018906136335375
NEDD8	2	-0.2582766312999099	0.7961934201006041	2	0.007	False	False	False	False	-0.005547883740993526	0.9868403000830864
NENF	2	-0.6524520625547376	0.5141095879076159	2	0.014	False	False	False	False	0.5117994866309942	0.13186399234994892
NF2	4	-3.149906809530549	0.0016332254986106513	4	0.0025	False	False	True	True	0.13750285466100143	0.7069789339448346
NFKB1	4	0.10620412522460843	0.9154203980043284	4	-0.029500000000000002	True	False	False	True	-0.5721198613677143	0.23187664745755288
NFKBIA	4	0.70125305549341	0.4831451047368228	4	-0.02225	True	False	False	True	0.31153519977088634	0.5481217723756602
NFKBIZ	3	0.03932602627933901	0.9686304566921146	3	0.016333333333333335	False	False	False	False	-0.03693485890960034	0.9469866910645682
NHP2	2	0.4770579275630791	0.6333208727711344	2	0.030500000000000003	False	False	False	False	0.21801282419213824	0.520704592969696
NKX2-1	3	1.950161359793104	0.05115688968991001	3	0.12633333333333333	False	False	False	False	2.8146942388474816	0.002096126866713676
NLRC5	3	-1.5421263900076918	0.1230428831870278	3	0.0006666666666666666	True	True	False	True	-0.5107608942495193	0.27656991511125617
NME1	3	1.4013944450106444	0.1610961525009702	3	-0.06633333333333334	False	False	False	False	-0.20597402425150432	0.5251354068835677
NMI	4	-1.2268719160807167	0.21987073549012315	4	-0.0012500000000000002	True	False	False	True	-0.4691209252198628	0.25218473316525297
NNMT	2	0.8905306847029193	0.37318099966984963	2	-0.128	False	False	False	False	-1.4016244646157954	0.20266456687899514
NOD1	4	-1.9188723279324447	0.05500049346955785	4	0.0055	True	False	False	True	0.2528663928293311	0.4917580361992693
NOP53	2	0.5323970615635188	0.5944510199099651	2	-0.0195	False	False	False	False	-0.08752188523715584	0.37547613808599306
NPC2	4	2.377973290563691	0.01740808680589188	4	0.0335	False	False	False	False	0.8770054054593764	0.14333207716977603
NPHP1	4	-1.995255354484537	0.04601503651463721	4	0.0045000000000000005	False	False	True	True	-0.12061287303923574	0.7782412358288282
NPHP4	2	-1.3107659394138242	0.18993685322468945	2	0.0	False	False	True	True	0.4298294847841667	0.26110796165308126
NQO1	2	0.9784248826429827	0.32786422655371217	2	0.2505	False	False	False	False	0.37933924328742175	0.5908007830156131
NR4A1	3	0.7677063742036433	0.4426616483929785	3	0.02533333333333333	False	False	False	False	0.25866833487642427	0.6675036449100882
NUB1	4	-0.3532059958911934	0.7239340131472785	4	0.009500000000000001	True	False	False	True	-0.13825007428271752	0.7276731032029534
NUCKS1	3	-0.621392966328535	0.5343410987888378	3	-0.03333333333333333	False	False	False	False	0.6270527383126681	0.1634087815540166
NUP93	4	-1.168221862346936	0.2427172840783388	4	-0.0072499999999999995	True	False	False	True	-0.041286119864740754	0.9149703370875402
NUPR1	3	0.19541139061805646	0.8450709000792249	3	0.024333333333333335	False	False	False	False	0.0459846521861508	0.9546414282254551
OAS1	4	-1.2398576551405585	0.21502804853833823	4	-0.00125	True	False	False	True	-1.0506127307870199	0.08737670590557274
OAS2	4	-2.2622491943947316	0.023682011447857493	4	-0.00025	True	False	False	True	-1.65463169005704	0.006404932459964662
OAS3	3	-1.4366980296136829	0.1508038150897909	3	-0.001	True	False	False	True	-0.14407069530801325	0.7512797178034097
OASL	2	-1.0407803983310782	0.29797747940215147	2	0.0005	True	False	False	True	-1.2735015973820736	0.012924840542150132
OCEL1	4	-1.7144992036817368	0.08643708319565575	4	0.0034999999999999996	False	False	True	True	-0.13556148680250354	0.6622864268582843
OCIAD2	3	0.6937976798753648	0.4878090978413223	3	0.08366666666666667	False	False	False	False	1.0231898661306946	0.07045910293282671
OCLN	4	-0.45690256323181244	0.6477410815486344	4	0.0385	False	False	True	True	0.8260661055978544	0.076378580685252
ODC1	2	1.157382897293187	0.24711595837979217	2	0.07050000000000001	False	False	False	False	-0.5311464207521415	0.23157076351526173
OGFR	4	-2.0527679242514876	0.040095090806021715	4	-0.0022500000000000003	True	False	False	True	-0.2173618623523243	0.5380676033183682
P4HB	3	0.4363126458748699	0.662609908009338	3	0.048999999999999995	False	False	False	False	0.21120766380725534	0.48287106732421414
PAK2	4	0.013421847061901443	0.9892912369762492	4	-0.02325	False	False	True	True	-0.3158232229536598	0.4910662693293536
PARD3	4	-1.889540401909339	0.058819454434183856	4	0.00175	False	False	True	True	-0.06755227669966982	0.8716131961328688
PARD6A	3	-1.0466977265896298	0.2952390126018115	3	-0.011333333333333334	False	False	True	True	1.0205348970981172	0.032268385719748195
PARD6B	4	-0.564626994986166	0.572327499927485	4	0.03025	False	False	True	True	-0.2002945711814109	0.6439425636071288
PARD6G	2	-1.2873406451418306	0.19797558256913705	2	-0.0015	False	False	True	True	-0.1728644240638326	0.6951359294179373
PARK7	2	-0.21698555212917958	0.8282196044455394	2	-0.021500000000000002	False	False	False	False	0.2042238590382876	0.5119765838466875
PARP12	4	-1.8515380470251095	0.0640921864286724	4	0.00125	True	False	False	True	-0.6848499546556845	0.09715677613773345
PARP14	4	-0.2857440072275476	0.7750741964005206	4	0.028999999999999998	True	False	False	True	-0.38015933056751705	0.39597910924631713
PARP9	4	-1.552239404756562	0.12060495076745234	4	0.008	True	False	False	True	-0.3305714762454066	0.4272212451866868
PATJ	3	0.8590488690335103	0.390313555013338	3	0.04833333333333334	False	False	True	True	0.4353120145896944	0.25858046515359273
PCBD1	2	0.41832860657417853	0.6757068770477737	2	0.0415	False	False	False	False	0.5081300884239864	0.16351999610954973
PCBP1	2	0.8009182782680436	0.4231789577014454	2	-0.042499999999999996	False	False	False	False	-0.0993489785961802	0.797131601932169
PCNA	4	0.6725009757025762	0.5012648191809154	4	-0.037	False	False	True	True	0.368805192495547	0.49970834154548477
PCSK1N	2	-0.7498429930046212	0.45334927168795236	2	0.006500000000000001	False	False	False	False	1.4589502653859105	0.13218341251083712
PDCD6IP	4	-1.5331347200247931	0.12524266454519134	4	0.0155	False	False	True	True	-0.258628816171755	0.5138585964018927
PDE4B	4	-0.7647780015553731	0.4444037493182267	4	-0.00975	True	False	False	True	-1.2625717359348694	0.018639728409962517
PDIA3	4	0.5545619634175816	0.579194311935394	4	0.052500000000000005	False	True	False	True	0.1123915095911323	0.7769518652579126
PDIA4	3	-0.36996105518104444	0.7114115082616648	3	0.07166666666666667	False	False	False	False	0.0928136919350189	0.8349603442097233
PDIA6	2	1.0282120367755425	0.3038500976057349	2	0.085	False	False	False	False	-0.4097573387458282	0.2289986390593199
PDLIM1	2	-0.1789183865028204	0.8580017853975953	2	0.0085	False	False	False	False	0.4851916067427854	0.32310117539672667
PEBP1	3	0.18416948979184433	0.8538804936698334	3	0.023999999999999997	False	False	False	False	0.2811452184609003	0.46337969610142343
PECAM1	3	-1.1405587277437355	0.2540536005717675	3	0.007333333333333333	False	False	True	True	-1.7135432276854943	0.001785213448134025
PELI1	4	-1.5450625326006593	0.1223311385656864	4	0.008	True	False	False	True	0.38233141760989164	0.44120429473456607
PERP	3	0.22376572198569758	0.8229396035440589	3	0.06866666666666667	False	False	False	False	0.0640452068183935	0.909559564141665
PFKP	4	-0.28255362873968576	0.7775190311661008	4	-0.009250000000000001	True	False	False	True	-1.386770926321697	0.011074095472252346
PGAM1	3	1.703529438882554	0.08846903362883894	3	-0.07	False	False	False	False	-0.7615949843286381	0.08659957010551385
PGC	2	1.036776845141371	0.2998398691093599	2	0.0465	False	False	False	False	2.334935817922747	0.008678309566020502
PGK1	2	1.206680327553688	0.2275552780624085	2	-0.0165	False	False	False	False	-0.6511416244100211	0.15565598196629415
PHLDA2	4	0.211677853972432	0.8323583665606924	4	0.026500000000000003	False	False	False	False	0.21725309498537743	0.7241114006158731
PHPT1	3	0.07112425240989713	0.9432988664146098	3	-0.004666666666666668	False	False	False	False	0.42044223303666484	0.2769894938208686
PIGR	3	1.7001130262649853	0.08910966752761877	3	0.06233333333333333	False	False	False	False	0.6278288920006168	0.5474662799498069
PIM1	4	-0.27512888679355796	0.783217219196156	4	-0.019	True	False	False	True	-0.7803434510454634	0.19578665238634865
PKM	2	0.30595689060577047	0.7596374690626756	2	-0.0165	False	False	False	False	-0.49921074498088874	0.2622575531760612
PLA2G4A	3	-1.4451189607277861	0.14842447402161474	3	0.004	True	False	False	True	0.8763750979220651	0.12081777349376165
PLEC	4	-0.303903804606657	0.7612011791460495	4	0.03075	False	False	True	True	-1.231690743809233	0.03934871446614211
PLP2	3	0.6550916272895443	0.5124087624459288	3	-0.03	False	False	False	False	-0.35484079789025397	0.31316336216810514
PLSCR1	4	-0.23827992748118298	0.8116639885967774	4	0.00975	True	False	False	True	-0.3865658962614977	0.41594115473214066
PML	4	-1.1947100879081396	0.23220031968589594	4	-0.0037500000000000003	True	False	False	True	-0.6949141178351521	0.11609476777251092
PNP	4	-0.03471777509980428	0.9723047869912329	4	-0.009749999999999998	True	False	False	True	-0.26243841651663224	0.5414803359077892
PNPT1	4	-2.519042187240522	0.011767455666328152	4	-0.0015	True	False	False	True	-0.25388343810105546	0.47756245247125256
PNRC1	4	0.7929922849406745	0.4277823177618846	4	-0.02425	False	False	False	False	-0.022769050277343487	0.9512361994551949
POF1B	2	-2.8607042708406305	0.004227011444310291	2	0.0015	False	False	True	True	-0.16707155924411485	0.7502113355525546
POMP	2	0.8244029577536829	0.40971063481681347	2	0.0235	False	False	False	False	-0.24944650763068305	0.48637801868653935
PPA1	3	0.3758560062044219	0.7070239483646881	3	-0.0023333333333333353	False	False	False	False	0.07165386846304246	0.8176950871651882
PPIB	3	-0.4188772396357472	0.6753058518448848	3	0.0	False	False	False	False	-0.06340281741662164	0.8698517801322752
PPP1CB	2	0.5420232731693392	0.5878024733256005	2	-0.023	False	False	False	False	0.029324149917279475	0.9358353497296376
PPP1R14B	3	-0.38813486237990297	0.6979162338877533	3	-0.015666666666666666	False	False	False	False	0.10341412556878567	0.801773610476764
PPP1R15A	4	1.4150073182270484	0.15706635034863886	4	0.002249999999999995	False	False	False	False	-0.30708390354361403	0.43083238397432433
PPP2CA	4	-0.11845972604285027	0.9057034043149638	4	-0.008	False	False	True	True	-0.3663623126058482	0.345164070155929
PPP2CB	4	-2.1790649744683477	0.02932684176334316	4	0.013999999999999999	False	False	True	True	0.5618605581137144	0.3181616611179158
PPP2R1A	4	0.5796060206312605	0.5621803320308549	4	0.007250000000000002	False	False	True	True	-0.036671196712808815	0.9263435986201544
PPP2R1B	4	-1.4482970791960945	0.14753398419006786	4	0.00875	False	False	True	True	-0.21024571849141577	0.5415331096697407
PPP2R2A	4	-1.3264842249215518	0.184679356974487	4	0.007	False	False	True	True	-0.2328418989620795	0.5503357165750858
PPP2R2D	4	-1.7341698626842201	0.08288794857635193	4	0.002	False	False	True	True	0.18797741303136264	0.5964106526933814
PRDX2	2	0.4861188903032316	0.6268828742756355	2	-0.047	False	False	False	False	0.21159195691586222	0.5606573205257818
PRDX4	2	0.7348440050959194	0.4624345036142933	2	0.0865	False	False	False	False	0.19990146479518572	0.5475156158167233
PRKAA1	4	-1.9668002803949185	0.049206240253023205	4	0.0045000000000000005	False	False	True	True	0.29268467664622605	0.45798032444708764
PRKAA2	3	-1.4563222409090777	0.145303560039413	3	0.007999999999999998	False	False	True	True	1.3364709209414107	0.013315206108795259
PRKAB1	4	-0.951916323984805	0.34113942007900744	4	0.013250000000000001	False	False	True	True	0.5471429579822682	0.1681497005672616
PRKAB2	4	-4.020358772726749	5.810957684653123e-05	4	0.0005	False	False	True	True	0.032177178064764264	0.9224376215284255
PRKACA	4	-1.9588763155716284	0.050127273364458165	4	-0.00375	False	False	True	True	0.35879168400045736	0.37191681591557746
PRKACB	4	-1.494869331155599	0.1349485476892505	4	-0.0045000000000000005	False	False	True	True	-0.5892140370818308	0.2715235027092767
PRKAG1	4	-0.8938913069703045	0.3713800493585888	4	0.01775	False	False	True	True	-0.18672508362360882	0.5603793043444797
PRKAG2	4	-2.681318096332295	0.0073332771264458686	4	-0.00125	False	False	True	True	-0.11697182099619538	0.7220950215407433
PRKCE	4	-3.4728475192836386	0.0005149678370580447	4	0.0065	False	False	True	True	-0.2769692581463801	0.46376509081183803
PRKCH	4	-2.1119790569929666	0.03468824565857226	4	-0.007	False	False	True	True	0.01114141971526312	0.983016304742299
PRKCI	4	-0.517495338339562	0.6048104222603762	4	0.04075	False	False	True	True	0.14350677262163636	0.7514377751812806
PRKCZ	4	-0.8756577022668619	0.38121614630578815	4	0.02975	False	False	True	True	0.15924465880523314	0.6777850255540699
PROCR	3	-0.6179537396862269	0.5366058330869454	3	-0.030666666666666665	True	False	False	True	-0.6846585037239249	0.3079162811255959
PRR13	2	0.2465462199484577	0.8052594300113554	2	-0.006500000000000001	False	False	False	False	-0.3637486387001947	0.33931605351019717
PSAP	2	-0.8125707117722527	0.41646422935429217	2	0.017	False	False	False	False	-0.0698703743918567	0.8283090633698434
PSMA2	4	1.313128811066602	0.1891395470071101	4	-0.05325	True	False	False	True	-0.461384949200687	0.14235868378074334
PSMA3	4	1.1494642513441717	0.2503645994115784	4	0.003500000000000001	True	False	False	True	0.06978885411852506	0.8540627832636234
PSMA4	2	0.6290312455162401	0.5293286006640344	2	-0.004	False	False	False	False	-0.06817593190936004	0.8613353620171048
PSMB1	2	0.8015488896840847	0.42281395277018874	2	-0.020999999999999998	False	False	False	False	-0.13719348324202546	0.7002334622586583
PSMB10	3	0.19227647015593366	0.8475256486023044	3	-0.008333333333333333	True	True	False	True	-0.9198221597703093	0.022041389842164617
PSMB2	4	1.130111328018945	0.25842931702049876	4	-0.026250000000000002	True	False	False	True	-0.130085912222744	0.734184950846202
PSMB8	4	0.18689628500853092	0.8517419520121068	4	-0.0095	True	True	False	True	-0.6669392165969794	0.12659666186316748
PSMB9	4	1.1910888700543878	0.23361869871099872	4	-0.033	True	True	False	True	-1.6106876945571675	0.010225680602799225
PSME1	4	0.524898376237292	0.5996538382602017	4	-0.02125	True	False	False	True	-0.5076283980100794	0.10752674975241557
PSME2	4	1.024927110690995	0.30539758143740825	4	-0.027749999999999997	True	False	False	True	-0.732197405237936	0.036747578899248325
PTGS2	4	-0.8005766070838831	0.4233767978228541	4	-0.009	True	False	False	True	0.9445907433989438	0.17394516669430618
PTMS	4	1.3338893664076559	0.18224011700227427	4	0.0075000000000000015	False	False	False	False	0.519897774563154	0.38342242089029777
PTP4A2	3	-0.5830844831283801	0.5598364288925055	3	-0.004666666666666667	False	False	False	False	0.05999771465784483	0.8747099524520197
PTPN1	4	-1.038163439392293	0.2991939706254688	4	0.003	True	False	False	True	-0.43095877570292246	0.2862507513987163
PTPN2	4	-1.979304073587234	0.04778178124257021	4	-0.003	True	False	False	True	-0.1302382362127871	0.6687715783581855
PTPN6	4	-1.0342375463580704	0.3010251254399132	4	-0.0042499999999999994	True	False	False	True	-0.48574638404642295	0.282125711729842
RAB11FIP1	2	0.2122400141670515	0.8319197909650277	2	0.07150000000000001	False	False	False	False	0.1986935783034244	0.7180489008462477
RAB13	4	-0.6027911044091547	0.5466476652709735	4	-0.0095	False	False	True	True	-0.14504812571771586	0.6164033783204526
RAB25	2	0.25235632499377214	0.8007656554396514	2	0.0045	False	False	False	False	1.293195246634911	0.019395285088584173
RAB8A	4	-0.4148510992421151	0.6782509095753524	4	-0.01575	False	False	True	True	-0.21531498670617488	0.5756383094539909
RAB8B	4	-0.2530347071777126	0.800241393240238	4	-0.01475	False	False	True	True	-0.5108944755983987	0.3023596516986357
RABAC1	4	-0.466322331103349	0.640984796712595	4	0.01225	False	False	False	False	-0.010077694766327557	0.9800231707103398
RAC1	4	1.215864611167131	0.22403650097059769	4	-0.0425	False	False	True	True	-0.026331353057631644	0.9416233680009065
RAMP2	3	-0.8618485591370312	0.3887708593737996	3	-0.007333333333333333	False	False	True	True	-0.002056320423582373	0.9977412845554543
RAN	2	0.8496588083687685	0.3955148059844724	2	0.0025000000000000022	False	False	False	False	-0.32219400543000615	0.4018272488098656
RAP1A	4	-0.5379088792879274	0.590639958035716	4	-0.01075	False	False	True	True	-0.45059672459455063	0.21355599509287343
RAP2C	4	-2.5001966305092314	0.012412439148281183	4	0.00025	False	False	True	True	-0.27615889916273595	0.4127840080169069
RAPGEF2	4	-0.4980190734216494	0.6184705986578947	4	0.002	False	False	True	True	0.031899659812888184	0.9401563171665891
RAPGEF6	4	-2.0288299920427977	0.04247560934315605	4	-0.0025000000000000005	True	False	True	True	0.10382341288759692	0.7851339433513461
RARRES3	2	0.989931369126903	0.3222076656075952	2	-0.026500000000000003	False	False	False	False	-0.18356589762397943	0.7004033887278571
RBCK1	4	0.014348357061873492	0.9885520602368938	4	0.0145	True	False	False	True	-0.028030104238463437	0.9393189235178065
RBM3	3	1.0028590883403101	0.315928854468019	3	-0.02466666666666667	False	False	False	False	0.08343438307415482	0.8105333614398251
RBM39	2	1.2864369551393482	0.19829060809237364	2	-0.07150000000000001	False	False	False	False	0.11313940755942138	0.766074619681643
RDX	4	0.09531546686700043	0.924064257803031	4	0.0165	False	False	True	True	-0.08237647508716499	0.8614917628232976
REL	2	1.8350196498560993	0.066502778015891	2	-0.099	False	False	False	False	-0.1377838986194042	0.7832632058847239
RHEB	2	1.803182200519091	0.07135960492269956	2	0.1135	False	False	False	False	0.42723039272091096	0.32786153432513515
RHOA	4	1.1606851800830296	0.24576995083605035	4	-0.0315	False	False	True	True	-0.24979547897487553	0.505132420681626
RHOB	4	1.5208758254938362	0.12829100153412915	4	0.10099999999999999	False	False	False	False	0.8293433211650202	0.14899063134999996
RHOC	2	0.5099888633505578	0.6100592639729043	2	-0.051500000000000004	False	False	False	False	-0.6787653194117578	0.16510544704434968
RIPK1	4	-2.92034638101635	0.0034964252840647397	4	0.00225	True	False	False	True	-0.021058895487805897	0.9527507302741186
RIPK2	4	-1.1149662452496205	0.26486488678668973	4	-0.0037500000000000003	True	False	False	True	-0.7531523195504028	0.07082516185322613
RNASE1	3	1.5030023556908203	0.1328384365299569	3	0.061	False	False	False	False	2.074468776902481	0.0195882271192824
RNF145	3	-0.20211145579809225	0.8398295922452224	3	0.018	False	False	False	False	0.2793159285677181	0.5226269545182953
RNF213	4	0.16643228471604146	0.8678167687150395	4	0.02475	True	False	False	True	-0.3489257776127831	0.4439355418526552
ROCK1	4	-0.6570089064601485	0.5111751896559892	4	-0.00375	False	False	True	True	0.2660801492585808	0.5738790267100856
ROCK2	4	-0.9884747597657643	0.32292018986181215	4	0.011	False	False	True	True	0.30750075425325374	0.5066933066119641
ROMO1	3	0.5399070377506797	0.5892611441545219	3	0.015	False	False	False	False	-0.34462863834138185	0.39558706448915165
RPA3	2	1.3694919942182489	0.1708455356083014	2	-0.048	False	False	False	False	0.0011136196622043514	0.9976115898858146
RPL22L1	3	0.8268598306934106	0.4083165134861254	3	0.007333333333333331	False	False	False	False	-0.4977127351930681	0.19840175793454512
RPN2	2	-0.34845064825470307	0.7275017710795262	2	0.065	False	False	False	False	-0.05433665334367752	0.8671603336016572
RPS10	2	1.3316978960955013	0.18295948089839575	2	-0.054	False	False	False	False	-0.8222668923223958	0.1584211975844192
RPS20	2	1.6454570296396747	0.09987559710796047	2	-0.0585	False	False	False	False	0.29729144080599973	0.525143183862423
RPS27L	2	0.0875032302339821	0.9302715179266817	2	0.007	False	False	False	False	0.09268506666227865	0.8066485748663288
RPS4Y1	2	0.8449394997935823	0.39814461902888465	2	-0.035	False	False	False	False	-1.8863517262768228	0.16056313701444735
RSAD2	3	-1.6867935619751162	0.09164305383692511	3	0.002	True	False	False	True	-0.5315242699648739	0.2463997652717749
RSRP1	2	0.5174214717837938	0.604861974064715	2	0.01	False	False	False	False	0.2397084654253249	0.5542586683848832
RTN4	3	-0.33786924503758775	0.7354617249434017	3	0.013666666666666667	False	False	False	False	0.2586882951159106	0.536973667409797
RTP4	3	-1.6920385780570182	0.09063861827699429	3	0.0006666666666666666	True	False	False	True	-1.2394964093524194	0.005653762532863742
RUNX1	4	-0.9680238155688015	0.3330324758125318	4	0.011	False	False	True	True	0.21705854661056842	0.6733786799249879
S100A10	2	0.9804324811380705	0.3268726829968792	2	-0.069	False	False	False	False	-0.8692633377592008	0.26074247942225304
S100A13	4	1.1015685141096374	0.27064930297138845	4	0.002	False	False	False	False	0.24582628977407722	0.6578548166234988
S100A14	4	1.5073781877478436	0.13171374650284462	4	0.039999999999999994	False	False	False	False	-0.024864936369851	0.9784968786047625
S100A16	3	1.3582522090925422	0.17438366917663028	3	-0.042	False	False	False	False	-1.0618382559703232	0.18953099673596266
S100A2	2	-1.1958222274116952	0.23176594000370632	2	-0.0065	False	False	False	False	-0.839458858765867	0.3595779243436659
S100A4	4	1.565083074313589	0.11756343167889285	4	-0.11725	False	False	False	False	-1.7835980053123603	0.06413155363562222
S100A9	4	-1.416461921652081	0.1566403053117032	4	-0.0004999999999999998	False	False	False	False	-2.287666734495315	0.030681601706518805
S100P	3	0.9687879664288206	0.33265099181967317	3	0.04666666666666667	False	False	False	False	-1.930012431453193	0.1036692049346817
SAA1	2	0.0748001778201463	0.940373700335673	2	-0.0865	False	False	False	False	-3.403658238170044	0.003687779795145377
SAMD9	4	-1.688857387590123	0.09124676307346846	4	0.0035	True	False	False	True	-1.084089137137119	0.03334615236636192
SAMD9L	4	-1.9134084446278163	0.055695784164703895	4	0.00075	True	False	False	True	-1.5788720776166474	0.0031908612673018106
SAMHD1	4	-2.723958140635127	0.006450468147172352	4	0.0015	True	False	False	True	-1.0683662359591046	0.029889337388848438
SARAF	3	0.4233188925458551	0.672062612057144	3	-0.033999999999999996	False	False	False	False	-0.20993821505648338	0.6013047267416555
SCGB3A1	3	-0.2384097423619623	0.8115633119405196	3	-0.0013333333333333333	False	False	False	False	1.3019464843309618	0.43724989271834225
SCGB3A2	2	0.5383402616516493	0.5903421603149055	2	0.019	False	False	False	False	3.858639073604055	0.004403824832628146
SCRIB	4	-2.746235955994135	0.006028338975766838	4	0.00025	False	False	True	True	0.3010180203776737	0.3778853341339788
SDC1	3	0.6259409363823865	0.5313536825518537	3	0.055	False	False	False	False	0.8933707441599449	0.0962253094979278
SDC4	4	1.054105674563604	0.29183453845618845	4	0.05675	False	False	False	False	-0.05917233314497405	0.9142155559585265
SDCBP	2	1.0581213770539475	0.2900001096904191	2	-0.07300000000000001	False	False	False	False	0.23684964830338942	0.5993284837209726
SEC11A	2	-0.16513726310441085	0.868835943909503	2	-0.019	False	False	False	False	0.216496338579292	0.4644467059637496
SEC11C	3	0.8364958326828814	0.4028760201807532	3	0.117	False	False	False	False	1.1490566285560395	0.0675100351298626
SEC61G	2	0.6107782555321002	0.541346390656833	2	-0.0045000000000000005	False	False	False	False	-0.15174662238574707	0.6654789877111936
SECTM1	4	-1.592903094257319	0.11118193205120178	4	0.00375	True	False	False	True	-0.41474537121754934	0.42757270028862837
SELENOW	2	-0.33797656146738797	0.7353808507757646	2	0.0175	False	False	False	False	0.03752342319860753	0.9156538628000245
SELL	2	-0.5333360784326009	0.5938009573045158	2	-0.0195	True	False	False	True	-1.6528792173348656	0.023284025539664365
SELM	2	1.6673700013984	0.09544085508720859	2	-0.059500000000000004	False	False	False	False	-0.19000997969636277	0.5515614733526315
SEPP1	2	0.5118676119655269	0.6087436668722175	2	0.054	False	False	False	False	1.188818048905559	0.06014452895985788
SEPT7	2	1.2949876138757404	0.19532450233233634	2	-0.07400000000000001	False	False	False	False	-0.137431185430518	0.672103982233131
SERPINA1	3	-0.3296087728975706	0.7416955929223903	3	0.02033333333333333	False	False	False	False	-0.9515596197314855	0.4030807718496803
SERPINB1	2	-0.19730942983669944	0.8435854004582061	2	0.004	False	False	False	False	-0.41088514012376137	0.448118406888254
SERPING1	4	-0.16793361930589357	0.8666355013202727	4	-0.01175	True	False	False	True	-1.4297819658467341	0.03694508724047905
SET	2	-0.3487990658452434	0.7272401647719989	2	0.003000000000000001	False	False	False	False	0.08237008030172942	0.8397597557394506
SFN	2	-0.13548312368976692	0.8922299065720061	2	-0.006	False	False	False	False	0.43948092762347174	0.5808975224736365
SFPQ	2	1.2689011708468272	0.2044763146890467	2	-0.0875	False	False	False	False	0.14095185195617596	0.7530528487593754
SFTA2	4	2.866064964753235	0.004156089475666065	4	0.11024999999999999	False	False	False	False	1.7890501491162298	0.17084291474634794
SFTA3	3	2.389374125079046	0.016877106110507988	3	0.134	False	False	False	False	3.0375587963873	0.001836795787285865
SFTPA1	3	2.0865520036002017	0.03692864973107415	3	0.057666666666666665	False	False	False	False	1.131523064242657	0.3574267744227701
SFTPA2	3	2.053769524752773	0.03999800384763676	3	0.06166666666666667	False	False	False	False	1.1528576927779468	0.3326985471104944
SFTPB	3	4.249129896462544	2.1460245576751708e-05	3	0.09866666666666668	False	False	False	False	2.617214608552378	0.06467793845692427
SLC25A28	4	-2.2520774259084497	0.024317379577095618	4	0.00075	True	False	False	True	0.11631665318608742	0.7146812880939205
SLC25A6	2	0.3070945521015082	0.7587714042868923	2	-0.037	False	False	False	False	0.06783367269550435	0.839832114368722
SLC34A2	3	2.5286596827658063	0.011449898853357857	3	0.11266666666666668	False	False	False	False	1.1683390640662694	0.2601336172204374
SLC39A9	4	-1.3073482618283803	0.19109446029048305	4	0.004999999999999999	False	False	True	True	0.5844232662859343	0.06620226881384828
SLC9A3R1	4	-1.061496843326083	0.28846416672782393	4	-0.0012500000000000002	False	False	True	True	-0.14289050538802658	0.7539046672842961
SLIRP	2	0.8556779424441313	0.39217594420684165	2	0.005499999999999998	False	False	False	False	-0.049823940267350555	0.8986785448784937
SLPI	4	1.2307358800005064	0.21842166395105878	4	0.04625	False	False	False	False	-0.5405903297233968	0.5531640016232563
SMIM22	3	1.525994536671236	0.1270112251048228	3	0.08666666666666667	False	False	False	False	1.0387185742978076	0.10857151025886161
SNAI1	4	-4.183066873799726	2.876027464410995e-05	4	0.002	False	False	True	True	-0.348626562801808	0.48710914223739604
SNHG7	2	0.6875669532991462	0.49172552469657116	2	-0.0355	False	False	False	False	0.0003631946282057108	0.9990803916031842
SNHG8	4	0.027059394941566936	0.9784123610341959	4	-0.01	False	False	False	False	0.17723289114973312	0.6176928517194282
SNRPB	3	2.2596181885863147	0.023844957755140287	3	-0.03	False	False	False	False	0.10943724158865843	0.8071256773601881
SNRPD1	3	1.820691114243639	0.06865382366194972	3	-0.039	False	False	False	False	0.17688495221616152	0.6523802370742904
SOCS1	4	-0.14181384199618152	0.8872270502441815	4	-0.0215	True	False	False	True	0.29753242195335317	0.5694866605894862
SOCS3	4	-1.1958476916215086	0.2317560009486469	4	0.00525	True	False	False	True	-0.022599764758000847	0.9650351050580865
SOD1	2	0.9187361767884425	0.35823358253855786	2	-0.046	False	False	False	False	0.02885168001721136	0.9356161262484144
SOD2	4	-1.6331518539169094	0.1024370630559757	4	0.0085	True	False	False	True	-0.6817743426154108	0.17533801764522708
SON	3	0.018395036907549227	0.9853237117480698	3	0.02366666666666667	False	False	False	False	0.1262179485722091	0.7500331313299672
SOX4	4	0.36431256466883044	0.7156246183868625	4	0.07325000000000001	False	False	False	False	1.16756427009529	0.017874744951021877
SP110	4	-1.7043194803456885	0.08832141754964162	4	-0.00175	True	False	False	True	-0.587451297060959	0.12807735672209136
