cohort	strict_luad	n_cohort	platform	endpoint	endpoint_family	n_genes	genes_used	subset	covariate_class	covariate_name	n	rho	p	story_negative	primary_family	eligible_max	q_primary
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.04215248432601121	0.533983181902028	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.04215248432601122	0.5339831819020279	True	False	False	
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	none	none	443	-0.027501434817860264	0.5637286882154665	True	True	True	0.6816231999841547
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	composition	ESTIMATE_StromalScore	443	-0.04658329369000928	0.32851227230577923	True	True	True	0.4727371723424628
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	cosine_purity	ESTIMATE_cosine_TumorPurity	443	-0.0436998981431391	0.3593658953516124	True	False	False	
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	estimate_score	ESTIMATEScore_stromal_plus_immune	443	-0.04369989814313909	0.3593658953516124	True	False	False	
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	none	none	222	0.051635041083735365	0.4439664526164766	False	True	False	0.5730963745563206
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	composition	ESTIMATE_StromalScore	222	-0.021601042596091996	0.7494696114521379	True	True	True	0.846291044510548
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	222	-0.05339623641239503	0.4296128665447374	True	False	False	
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	222	-0.05339623641239497	0.4296128665447379	True	False	False	
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_cosine_purity	none	none	221	0.0763204998499116	0.2585603671439155	False	True	False	0.38137654153727535
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_cosine_purity	composition	ESTIMATE_StromalScore	221	0.03893281576741613	0.5657004395310706	False	True	False	0.6816231999841547
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.0008077399130206984	0.9904954489297844	True	False	False	
GSE68465	True	443	GPL96 U133A	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.0008077399130207023	0.9904954489297843	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	all	none	none	60	-0.024312646746535615	0.8537070833886058	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	all	composition	ESTIMATE_StromalScore	60	0.10355515903371815	0.43509363737168877	False	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	0.19550853711751567	0.13781933040651545	False	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	0.1955085371175157	0.13781933040651545	False	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	high_tumor	none	none	30	-0.13726362625139044	0.4694880456705673	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	high_tumor	composition	ESTIMATE_StromalScore	30	-0.12899402993463333	0.5048404932596376	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.05523470930287976	0.7759649510701838	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A	CD8	1	CD8A	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.05523470930287981	0.7759649510701836	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	all	none	none	60	-0.14974019839395367	0.25348079357316466	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	all	composition	ESTIMATE_StromalScore	60	-0.23884894639166998	0.06847818070284134	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.23462154663615334	0.0736693484380525	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.23462154663615345	0.07366934843805234	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	high_tumor	none	none	30	-0.3904338153503893	0.03291550987072904	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	high_tumor	composition	ESTIMATE_StromalScore	30	-0.4203196764105772	0.023192933398975865	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.41934862095857006	0.02354629546506998	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8B	CD8	1	CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.41934862095857006	0.02354629546506998	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	none	none	60	-0.16754886843612543	0.20068783192974565	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	composition	ESTIMATE_StromalScore	60	-0.13607176017574324	0.30413178258382245	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.10116874511033588	0.445806768288131	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.10116874511033594	0.4458067682881307	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	none	none	30	-0.46206896551724136	0.010150844418613438	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	composition	ESTIMATE_StromalScore	30	-0.4773419756063619	0.008832136561702078	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.4913003637659018	0.006799907582792633	True	False	False	
GSE19804	False	60	GPL570 MAS5	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.4913003637659018	0.006799907582792633	True	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	none	none	60	-0.11269953737594109	0.39125749254247183	True	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	composition	ESTIMATE_StromalScore	60	-0.02652653439521753	0.8419266523011255	True	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	0.05527535222695741	0.6775476680607778	False	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	0.05527535222695737	0.677547668060778	False	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	none	none	30	-0.23559510567296996	0.2100936183620563	True	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	composition	ESTIMATE_StromalScore	30	-0.25805048164783845	0.17652275598154635	True	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.25942918356321026	0.1741409543895917	True	False	False	
GSE19804	False	60	GPL570 MAS5	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.25942918356321015	0.17414095438959198	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	60	-0.13256644300311018	0.31262974356835654	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	ESTIMATE_StromalScore	60	-0.04339082210726848	0.7441869234252055	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	0.04614884608608052	0.7285337636656121	False	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	0.04614884608608047	0.7285337636656124	False	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	30	-0.2342602892102336	0.21276377245573527	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	ESTIMATE_StromalScore	30	-0.25333355053203527	0.1848445188877097	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.25822941317504955	0.1762123534756315	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.25822941317504966	0.17621235347563144	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	60	-0.11645063144540659	0.375581104150414	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	ESTIMATE_StromalScore	60	-0.022094178894424263	0.8680800454739771	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	0.068276813354501	0.6073754959327179	False	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	0.06827681335450096	0.607375495932718	False	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	30	-0.185761957730812	0.3256980819106049	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	ESTIMATE_StromalScore	30	-0.19138611089833554	0.3199584651934929	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.15431700877914856	0.42413212899196717	True	False	False	
GSE19804	False	60	GPL570 MAS5	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.15431700877914858	0.4241321289919671	True	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	none	none	60	-0.10580863864092299	0.4210438674053727	True	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	composition	ESTIMATE_StromalScore	60	-0.00575157819863132	0.9655151663785406	True	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	0.10849715809233947	0.4133743065610894	False	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	0.10849715809233944	0.41337430656108953	False	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	none	none	30	-0.054505005561735265	0.774829447329479	True	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	composition	ESTIMATE_StromalScore	30	-0.024710917125975364	0.8987520049946092	True	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	0.12021635336778928	0.534489439472003	False	False	False	
GSE19804	False	60	GPL570 MAS5	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	0.12021635336778931	0.534489439472003	False	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	none	none	60	-0.22787201824952982	0.07993268172125831	True	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	composition	ESTIMATE_StromalScore	60	-0.17877633464870527	0.1754912244474094	True	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.11970296659935721	0.3665068063870541	True	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.11970296659935725	0.366506806387054	True	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	none	none	30	-0.22402669632925473	0.23400488406662495	True	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	composition	ESTIMATE_StromalScore	30	-0.23550386947817586	0.21876111719297806	True	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.2689776041276744	0.15826464728116782	True	False	False	
GSE19804	False	60	GPL570 MAS5	estimate_immune141	ImmuneScore	138	Yoshihara_Immune141_present_138_of_141	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.26897760412767435	0.15826464728116782	True	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	none	none	103	0.03894477880771428	0.696114444765346	False	True	False	0.7948309975738352
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	composition	stromal9_zmean	103	-0.027737006104698713	0.7819868238452204	True	True	True	0.8583669322208002
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	0.08831544171215122	0.3774114421389978	False	True	False	0.5148502910104247
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	0.0810178837539225	0.41823452023233626	False	True	False	0.5483519265268408
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	none	none	52	0.005293263894817723	0.9702915534418958	False	True	False	0.9848359498196128
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	composition	stromal9_zmean	52	-0.13750272646928496	0.33594794549387086	True	True	True	0.477612741786467
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.24182962360675217	0.08732633792421235	False	True	False	0.15853089038549317
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.2015273672441534	0.15615839407413049	False	True	False	0.2507032721190122
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	none	none	52	0.17245795270212586	0.2214936407544848	False	True	False	0.33083860264593934
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	composition	stromal9_zmean	52	0.08938103598438901	0.5328021393491525	False	True	False	0.6720334634498355
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.23323924536960308	0.09952238434988173	False	True	False	0.1779339598982734
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.21123025864184697	0.13676803563162251	False	True	False	0.22260176833836492
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	none	none	103	-0.027632303365426023	0.7817281705966286	True	True	True	0.8583669322208002
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	composition	stromal9_zmean	103	-0.08474738484735142	0.3970603823285528	True	True	True	0.529413843104737
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	-0.0038473031654047414	0.9693870087697984	True	True	True	0.9848359498196128
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	-0.009340103592250248	0.9257686163971679	True	True	True	0.9664930642252592
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	none	none	52	-0.08362605675531035	0.5555857351925032	True	True	True	0.6816231999841547
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	composition	stromal9_zmean	52	-0.18531847737681736	0.19293700358029126	True	True	True	0.2976021754571813
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.03077178712463047	0.8302684863342691	False	True	False	0.8947185514835045
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.0060701042331676395	0.9662795564084428	False	True	False	0.9848359498196128
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	none	none	52	-0.08629363490585552	0.5430005859912823	True	True	True	0.6744638857575928
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	composition	stromal9_zmean	52	-0.1467393264425727	0.30417366132080614	True	True	True	0.4458694662839146
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	-0.07042438480969983	0.623374868878368	True	True	True	0.7392787389713309
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	-0.08225279070350926	0.5660938440546369	True	True	True	0.6816231999841547
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	none	none	103	0.008808153582568203	0.9296352778776856	False	True	False	0.9664930642252592
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	composition	stromal9_zmean	103	-0.05833304630272195	0.560317279167795	True	True	True	0.6816231999841547
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	0.047882459671012643	0.6327189691823855	False	True	False	0.7466083836352148
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	0.04072735834925401	0.6844300251959013	False	True	False	0.7948309975738352
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	none	none	52	-0.04251686160676171	0.7647296077600308	True	True	True	0.8547122824881828
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	composition	stromal9_zmean	52	-0.18743214462682262	0.18781962360808613	True	True	True	0.2916146787599232
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.1444938051602456	0.3117142279084763	False	True	False	0.45410220855802724
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.10825683081824637	0.44954815324650665	False	True	False	0.5745927865744576
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	none	none	52	0.0855459745581832	0.5465139814884841	False	True	False	0.6752738200590693
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	composition	stromal9_zmean	52	-0.004231489275502078	0.9764898824482601	True	True	True	0.9848359498196128
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.1307653609339783	0.3603827792495538	False	True	False	0.5032564254609154
GSE273377_discovery	True	103	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.10948469773891632	0.44439252772799437	False	True	False	0.5730963745563206
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	none	none	103	0.16600404164653168	0.09376857087070462	False	True	False	0.16892658569073501
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	composition	stromal9_zmean	103	0.10063993385724454	0.3142017239085639	False	True	False	0.45491783338908637
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	0.2577872978349283	0.0089017373809677	False	True	False	0.023342333576759747
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	0.2514331568569201	0.010798724325819789	False	True	False	0.02706657678452479
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	none	none	52	0.1316485955775634	0.3522096371448354	False	True	False	0.4947706807510783
