gene	rho	p	n
Tef	0.0895986078270805	0.5403839188548308	49
Fam20c	0.089587762757803	0.5404331407894005	49
Islr2	0.08955694350020856	0.5405730303439469	49
Bud31	0.08954204304941188	0.5406406702285448	49
Prf1	0.08953120998242664	0.5406898489888897	49
Klf12	0.08949530555494314	0.5408528594104579	49
Omg	0.08949262870896618	0.5408650135652683	49
Gm10721	0.08948876879436363	0.5408825396472772	49
Tppp3	0.08948547827174327	0.5408974806012214	49
Armcx3	0.08946690336339923	0.5409818256121213	49
Myct1	0.08944245083591838	0.5410928694322142	49
Sec31b	0.08942891349407467	0.5411543499485324	49
Adamts12	0.08938099046551665	0.5413720219151394	49
Map2k2	0.08937234871640605	0.5414112782461278	49
Wdr73	0.08937234871640605	0.5414112782461278	49
Hcrtr2	0.08933887135919719	0.5415633667177564	49
Olfr1393	0.08933773315820565	0.541568537956092	49
Slc35b2	0.08931578393873743	0.5416682654696364	49
Clk1	0.08931578393873743	0.5416682654696364	49
Dusp9	0.08925921916106884	0.5419253115946646	49
Ppp1r32	0.08921175808851994	0.5421410333715697	49
Eef2k	0.08920265438340022	0.5421824165967972	49
Tasp1	0.08914608960573159	0.5424395804515976	49
Rapgef4	0.08911176534937229	0.542595659566503	49
Rtn3	0.08903296005039438	0.5429540846213431	49
Sinhcaf	0.08903296005039438	0.5429540846213431	49
Srsf6	0.08903296005039438	0.5429540846213431	49
Tmem191c	0.08903296005039438	0.5429540846213431	49
Avpr1a	0.08900832238585	0.5430661659339059	49
Col16a1	0.08899910202192092	0.5431081139492813	49
Bpnt1	0.08897639527272576	0.5432114248873053	49
Hid1	0.08891983049505715	0.5434688239079695	49
Ttc29	0.08889271482407336	0.5435922350745299	49
Cd5l	0.08889271482407336	0.5435922350745299	49
Gal3st3	0.08885332969519362	0.5437715120822392	49
Surf6	0.08880670093971993	0.5439837981151955	49
Pigq	0.08880670093971993	0.5439837981151955	49
Drc3	0.08880670093971993	0.5439837981151955	49
Prdm2	0.08880670093971993	0.5439837981151955	49
Kif17	0.08880117596498716	0.5440089542270944	49
Spink13	0.08876813442761954	0.544159409424881	49
Lancl2	0.08875013616205132	0.5442413732526007	49
Nudt2	0.08875013616205132	0.5442413732526007	49
Rgs7bp	0.08874895975297617	0.5442467308084155	49
Nxph3	0.08874049197781902	0.5442852951646261	49
Palm3	0.0887162529404749	0.5443956930413193	49
Ggps1	0.0886935713843827	0.5444990070463929	49
Slc39a11	0.0886935713843827	0.5444990070463929	49
Gm14412	0.08868794526563747	0.5445246353567801	49
Nelfa	0.0886370066067141	0.5447566994719388	49
Kcnh3	0.0886355659415493	0.5447632634825079	49
Brinp1	0.08860893919813857	0.5448845880550097	49
Nudc	0.0885804418290455	0.5450144505045841	49
Aggf1	0.0885804418290455	0.5450144505045841	49
Trim47	0.08852387705137688	0.5452722601196521	49
Smad9	0.08850122885090538	0.5453755019741208	49
Stard3	0.08846731227370826	0.5455301282924443	49
Cav1	0.08845588957071769	0.5455822093493635	49
Efemp1	0.08841602227627357	0.5457640003358404	49
Cfap70	0.0884085130548839	0.5457982449084349	49
Vmn2r110	0.08836094115042863	0.5460152127317384	49
Nefm	0.08834506043337913	0.5460876513447231	49
Fbxo4	0.08829761794070243	0.5463040839098591	49
Taf3	0.08824105316303384	0.5465621860661319	49
Cers1	0.08820932841979318	0.546706970008081	49
Rgs18	0.0881883553005979	0.5468026962670254	49
Wdr76	0.08818448838536522	0.5468203466563121	49
Fgb	0.0881599179847042	0.5469325037042329	49
Gsx2	0.08813969187786569	0.5470248385273966	49
Tbxas1	0.0881286407554372	0.5470752915006617	49
Emb	0.0881279236076966	0.5470785656555711	49
Hsh2d	0.08811475773951387	0.547138676404621	49
Zzef1	0.08801479405235937	0.547595178781903	49
Tsen34	0.08801479405235937	0.547595178781903	49
Zfp956	0.08801479405235937	0.547595178781903	49
Gba2	0.08801479405235937	0.547595178781903	49
Numa1	0.08795822927469077	0.5478535728592098	49
Nmrk1	0.08795822927469077	0.5478535728592098	49
Arhgap25	0.08792692965377555	0.5479965780042089	49
Cryab	0.08790390697223197	0.5481017779532485	49
Sc5d	0.08790166449702216	0.5481120252460646	49
Dclre1b	0.08790166449702216	0.5481120252460646	49
Zmym6	0.08790166449702216	0.5481120252460646	49
Sav1	0.08790166449702216	0.5481120252460646	49
Eya3	0.08790166449702216	0.5481120252460646	49
Tmem175	0.08784509971935353	0.5483705359175304	49
Ing2	0.08784509971935353	0.5483705359175304	49
Fmo5	0.08784509971935353	0.5483705359175304	49
Prodh	0.08778853494168491	0.5486291048486482	49
Pgf	0.08774092377634397	0.5488467901623538	49
Iqcf5	0.08770974159849262	0.5489893820591104	49
Cux2	0.08765668887706202	0.5492320256460868	49
Ckm	0.08762703505809143	0.5493676735787664	49
Gfy	0.08753331943359666	0.5497964698305216	49
Rragb	0.08752064140545518	0.5498544904578659	49
Cxcr6	0.08750879887417201	0.5499086900953605	49
Lime1	0.08750571105334187	0.5499228225239516	49
Kank3	0.08744914627567325	0.5501817404876389	49
Tff2	0.08741082350364981	0.5503571910349859	49
Znfx1	0.08739258149800465	0.550440716535662	49
Jakmip2	0.08734295795745133	0.5506679606498951	49
Fkbp9	0.08733824476520344	0.5506895463823778	49
Slc49a4	0.08722288716499882	0.5512179929343204	49
Optn	0.08722288716499882	0.5512179929343204	49
Il4ra	0.0871663223873302	0.5514772010681531	49
Rab23	0.0871663223873302	0.5514772010681531	49
Gm10130	0.0871663223873302	0.5514772010681531	49
Ptprd	0.08715321674060791	0.551537265974412	49
C87436	0.0871097576096616	0.5517364671604472	49
Pik3r1	0.0871097576096616	0.5517364671604472	49
Ttc3	0.08705319283199299	0.5519957911859631	49
Srp54c	0.08705319283199299	0.5519957911859631	49
Nudcd3	0.08694006327665575	0.5525146129355922	49
Mapk15	0.08684063162643596	0.5529708060288161	49
Map4k4	0.08682693372131854	0.5530336661146915	49
Slc2a7	0.08679061496136774	0.5532003503715746	49
Shfl	0.08672465559697615	0.5535031305378039	49
Smug1	0.08671380416598133	0.5535529505205681	49
Ttc7	0.08671380416598133	0.5535529505205681	49
Scd4	0.08665723938831271	0.5538126793701114	49
Gm29094	0.08663983281946361	0.553892616840327	49
Cebpe	0.08649622372987131	0.554552331969096	49
mt-Co1	0.08648754505530686	0.5545922122001522	49
Epsti1	0.08644672783392363	0.5547797936291468	49
Coq7	0.08643098027763825	0.5548521718191187	49
Lpin2	0.08643098027763825	0.5548521718191187	49
Sf3b1	0.08643098027763825	0.5548521718191187	49
Cdca3	0.08637441549996965	0.5551121890667494	49
Tmem115	0.08637441549996965	0.5551121890667494	49
Ube4b	0.08637441549996965	0.5551121890667494	49
Styxl1	0.0863384082541316	0.5552777373577716	49
Fam183b	0.08633012832323675	0.5553158087850055	49
Pcsk1	0.0862659739382852	0.5556108348200807	49
Csde1	0.08626128594463242	0.5556323963459031	49
Lbhd2	0.0862446434021856	0.5557089437139775	49
Rad51	0.0861481563892952	0.5561528338331979	49
Kcnu1	0.08612939872918426	0.5562391481913219	49
Ears2	0.08609159161162659	0.5564131388409239	49
Micu2	0.08609159161162659	0.5564131388409239	49
Dynll1	0.08603502683395799	0.5566735013238738	49
Ticam2	0.08603007335106422	0.5566963044873939	49
Il34	0.08602869334032472	0.5567026573909779	49
Cyp3a41a	0.08598690819590338	0.556895032224582	49
Col4a2	0.08597846205628937	0.5569339212563994	49
Atp1b3	0.08597846205628937	0.5569339212563994	49
Aox3	0.08597066618497622	0.556969817357857	49
Slfn14	0.08596352951136557	0.5570026791387351	49
Gm14399	0.08592189727862076	0.55719439861283	49
Gdf9	0.08591553491435915	0.5572237005044126	49
Zfp668	0.08586533250095214	0.5574549333674741	49
Ppp1r16b	0.08585409579014913	0.5575066959701304	49
Sbno2	0.08580876772328354	0.5577155254946196	49
Csl	0.08580302065423144	0.5577420052681796	49
Mapk7	0.08575220294561492	0.5579761749685312	49
Aldh1l1	0.08574579727541078	0.5580056957948313	49
Kctd6	0.08569563816794631	0.5582368817634534	49
Dbh	0.08563059562479948	0.5585367333577177	49
Wnt8b	0.08555835121933957	0.5588698748987145	49
Ccdc127	0.08552594383494048	0.559019345816407	49
Fcor	0.08547844891955389	0.5592384381108929	49
Klhl22	0.08546937905727185	0.5592802816373869	49
Phactr3	0.08541646340637217	0.5595244356522474	49
Meox2	0.08536658932728657	0.5597546015847614	49
Prex2	0.08533505644841446	0.5599001468849653	49
Dynlt1c	0.08529968472426602	0.5600634321482332	49
Samd4	0.08529968472426602	0.5600634321482332	49
Zbed5	0.08529968472426602	0.5600634321482332	49
Il2ra	0.08529766173823337	0.5600727714637341	49
Arhgap29	0.08524311994659742	0.5603245965814658	49
Nrxn1	0.08517821281399798	0.5606243487202874	49
Pias2	0.0851299903912602	0.560847096686699	49
Atxn7l1	0.0851299903912602	0.560847096686699	49
Itga2b	0.08507342561359159	0.5611084323067388	49
Sars2	0.08507342561359159	0.5611084323067388	49
Antxrl	0.0850667944569537	0.5611390727284402	49
Shisal2b	0.08506174387395368	0.5611624103581736	49
Rec8	0.08505261807313036	0.5612045798228031	49
Eif2b3	0.08501686083592297	0.5613698249370513	49
Rilpl1	0.08496029605825436	0.5616312745516029	49
Setd3	0.08496029605825436	0.5616312745516029	49
Apoa1	0.08491398601975388	0.5618453678604937	49
Atp6ap2	0.08490373128058575	0.5618927811243388	49
Gmcl1	0.08490373128058575	0.5618927811243388	49
Ptprn2	0.08486256391289068	0.5620831391972226	49
Ncor1	0.08479060172524852	0.5624159650400358	49
Kdm4c	0.08473403694757992	0.5626776423307804	49
Trim30b	0.0847284656130438	0.5627034192503794	49
Pnmal1	0.08469482752537177	0.562859064464918	49
Tmem33	0.08467747216991131	0.5629393764752758	49
Wipi1	0.08462090739224269	0.5632011674473602	49
Slc10a3	0.08462090739224269	0.5632011674473602	49
Crebzf	0.08462090739224269	0.5632011674473602	49
Vwc2	0.08461710215145438	0.5632187807587585	49
S1pr1	0.0846142130157551	0.5632321538678028	49
Zfp978	0.08460592458464783	0.5632705198292027	49
Slc25a21	0.08460592458464783	0.5632705198292027	49
Zfp358	0.08457297295011879	0.563423060289682	49
Alk	0.0845710328659542	0.5634320419723696	49
Prpf4	0.08456434261457409	0.5634630152208508	49
Tbx15	0.08456434261457409	0.5634630152208508	49
Exoc7	0.08456434261457409	0.5634630152208508	49
Snapc2	0.08439464828156826	0.5642488990876113	49
Fubp3	0.08439464828156826	0.5642488990876113	49
Yipf1	0.08439464828156826	0.5642488990876113	49
Psen1	0.08433808350389964	0.564510973804472	49
Eif4e1b	0.08431730728112151	0.5646072479865546	49
Ackr2	0.08429191936035516	0.5647249025253008	49
Tent2	0.0842249539485624	0.5650352932224009	49
H1f0	0.0842249539485624	0.5650352932224009	49
Snap91	0.08415753823853248	0.5653478512467074	49
6330409D20Rik	0.0841394730896656	0.5654316199696966	49
Rab2b	0.08411182439322518	0.5655598391104294	49
Gm7995	0.08409838761790413	0.5656221562152035	49
Slc17a4	0.08406580635793884	0.5657732749020394	49
Dab1	0.08405734821633033	0.5658125085962731	49
Sec62	0.08405525961555657	0.5658221969148354	49
Psmb10	0.08405525961555657	0.5658221969148354	49
Trim65	0.08405525961555657	0.5658221969148354	49
Abcd4	0.08405525961555657	0.5658221969148354	49
Fam214a	0.08399869483788797	0.5660846112576485	49
Cgrrf1	0.08399869483788797	0.5660846112576485	49
Rpn1	0.08394213006021935	0.5663470821124531	49
Lyl1	0.08390503458018063	0.5665192425558018	49
Tmx4	0.08388556528255074	0.5666096094528107	49
Mospd1	0.08388556528255074	0.5666096094528107	49
Zfp786	0.08388556528255074	0.5666096094528107	49
Washc4	0.08388556528255074	0.5666096094528107	49
Mbnl2	0.08377243572721352	0.5671348334843274	49
Cdan1	0.08377243572721352	0.5671348334843274	49
Zik1	0.08376240984392637	0.5671813913131282	49
Rrh	0.08370324779926587	0.5674561619175265	49
Jak2	0.08360274139420769	0.5679230925110846	49
Fgf22	0.0835982050323155	0.5679441716435123	49
Zfp993	0.08357615568385272	0.5680466336057678	49
Msh5	0.08354617661653908	0.5681859582083781	49
Pofut1	0.08354617661653908	0.5681859582083781	49
Mettl25	0.08354617661653908	0.5681859582083781	49
Cox10	0.08348961183887046	0.5684488802055666	49
Nat10	0.08337648228353324	0.5689748929931769	49
Ppic	0.08335732018346537	0.5690640123204779	49
Inmt	0.08334783230136676	0.5691081410654006	49
Slc27a3	0.08331991750586464	0.5692379837303208	49
Wars2	0.08331991750586464	0.5692379837303208	49
Gm14327	0.08330586656947947	0.5693033453258729	49
Itk	0.08327102518554218	0.5694654340672942	49
Myh9	0.08326335272819602	0.5695011306608034	49
H2-Aa	0.08324847162915486	0.5695703688619049	49
Sorcs3	0.08323347164152359	0.569640164156823	49
Negr1	0.08323347164152359	0.569640164156823	49
Ros1	0.08320315963934367	0.5697812186671612	49
Lcn9	0.08318763109761558	0.5698534857558298	49
Gm28047	0.08318763109761558	0.5698534857558298	49
Ms4a18	0.08318763109761558	0.5698534857558298	49
Cphx2	0.08318763109761558	0.5698534857558298	49
Fam181a	0.08318763109761558	0.5698534857558298	49
Stum	0.08318578749707427	0.5698620658278508	49
Trpc5os	0.08316318243313288	0.5699672740923156	49
Ppp1r27	0.08314617229276386	0.5700464484286842	49
Meaf6	0.08303709361752157	0.5705542797819667	49
Blzf1	0.08303709361752157	0.5705542797819667	49
Trem2	0.08303474631787625	0.5705652102627474	49
Mex3a	0.08298052883985296	0.5708177072783425	49
Gm14406	0.08287344788661734	0.5713165467792986	49
Ruvbl1	0.08275426972917851	0.5718719773242666	49
Ddx19b	0.08275426972917851	0.5718719773242666	49
3110040N11Rik	0.08275426972917851	0.5718719773242666	49
Cyp2j6	0.08270280677438613	0.5721118975080903	49
Pdxp	0.0826977049515099	0.5721356847166023	49
Sos1	0.0826977049515099	0.5721356847166023	49
Tmsb15a	0.08265257006573384	0.5723461455663693	49
P3h4	0.08264957423419635	0.5723601161807901	49
Abt1	0.08264114017384129	0.5723994480075065	49
Elp6	0.08264114017384129	0.5723994480075065	49
Rxfp2	0.08259348677670747	0.5726217006208421	49
Atxn2	0.08258457539617267	0.572663267170055	49
Cpsf7	0.08258457539617267	0.572663267170055	49
Olfr56	0.08252988717057526	0.572918387155977	49
Zfp747	0.08252801061850407	0.5729271421773031	49
Tfdp2	0.08252801061850407	0.5729271421773031	49
Zfp524	0.08252801061850407	0.5729271421773031	49
Tmem86a	0.08252801061850407	0.5729271421773031	49
Plaat3	0.08247354978475817	0.5731812550166961	49
Gpr35	0.08246420292240925	0.5732248724347462	49
Srcap	0.08241488106316684	0.5734550596180147	49
Prob1	0.08235831628549824	0.5737191019974829	49
Tarm1	0.08232950290380271	0.5738536232717352	49
Sycp1	0.0823111940995773	0.5739391092509186	49
Ttyh3	0.08230175150782963	0.5739832001136616	49
Dph6	0.08224518673016101	0.574247353939501	49
Cog6	0.08224518673016101	0.574247353939501	49
Ezh1	0.08218862195249241	0.5745115634479301	49
Add1	0.0821320571748238	0.574775828611857	49
Tspyl1	0.0821320571748238	0.574775828611857	49
Gria1	0.08209576366923312	0.5749454176543198	49
Taf7l	0.08206555795826882	0.575086577651552	49
Prss39	0.08199389703604171	0.5754215332191072	49
Saa4	0.08199389703604171	0.5754215332191072	49
Hdac1	0.08196236284181796	0.575568957765393	49
Tldc2	0.08191371426157246	0.5757964271124638	49
Eml5	0.08190579806414935	0.5758334452799738	49
Pik3ca	0.08190579806414935	0.5758334452799738	49
Rd3	0.08179832417570358	0.5763361282854519	49
Psg17	0.0817977209315937	0.576338950378538	49
Hnrnpa1	0.08179266850881212	0.5763625868410912	49
Dcxr	0.08179266850881212	0.5763625868410912	49
Orai1	0.08179266850881212	0.5763625868410912	49
Bhlhb9	0.08176355273865224	0.5764988061172565	49
Lcp2	0.08176187427719442	0.5765066593131447	49
Lrrn2	0.081710117622977	0.5767488426296213	49
Fmo6	0.08169410216570883	0.5768237926671289	49
Ffar3	0.08169410216570883	0.5768237926671289	49
Ier3	0.08162297417580629	0.5771567151040781	49
Gm43191	0.08161500944834903	0.5771940003464637	49
Aatk	0.08158562717118188	0.5773315569628236	49
Alg9	0.08156640939813767	0.577421535328323	49
Retreg1	0.08156640939813767	0.577421535328323	49
Rundc1	0.08156640939813767	0.577421535328323	49
Eml4	0.08156640939813767	0.577421535328323	49
Gabra3	0.08154420473054239	0.5775255064074593	49
Pcmtd1	0.08150984462046906	0.5776864109086725	49
Kng1	0.08150331425338807	0.5777169941865821	49
Efcab7	0.08145327984280046	0.5779513418177841	49
Ndel1	0.08145327984280046	0.5779513418177841	49
Lefty2	0.0814436046432851	0.5779966628256149	49
Mybbp1a	0.08139671506513184	0.5782163280282937	49
Hnrnpr	0.08139671506513184	0.5782163280282937	49
Chm	0.08134015028746323	0.5784813695128161	49
Nit1	0.08128358550979461	0.5787464662439464	49
Ddrgk1	0.08128358550979461	0.5787464662439464	49
Kansl2	0.08122702073212601	0.5790116181942577	49
Myl4	0.08117045595445739	0.5792768253363022	49
Ralbp1	0.08111389117678879	0.579542087642612	49
Pim3	0.08105732639912017	0.5798074050856978	49
Piwil2	0.08103111115683545	0.5799303865339225	49
A930018P22Rik	0.0810179412043829	0.5799921741340506	49
Slc25a32	0.08094419684378296	0.580338205272137	49
Serpinb1a	0.08093656417187406	0.5803740254524802	49
Anapc1	0.08088763206611434	0.5806036879604081	49
Sugt1	0.08088763206611434	0.5806036879604081	49
Echdc3	0.08083312938437547	0.5808595444052059	49
Klc2	0.08083106728844573	0.5808692256752904	49
Gm7072	0.08077450251077713	0.5811348183891908	49
Prim2	0.08077450251077713	0.5811348183891908	49
Slc7a9	0.08071976883712699	0.5813918657184434	49
Agpat5	0.08071793773310851	0.5814004660744954	49
Mrto4	0.08071793773310851	0.5814004660744954	49
Trnt1	0.08071793773310851	0.5814004660744954	49
Tsr3	0.08071793773310851	0.5814004660744954	49
Psmc2	0.08071793773310851	0.5814004660744954	49
Gnaz	0.08066471718535956	0.5816504582715479	49
Xcr1	0.08063327316789574	0.5817981827004391	49
S100a11	0.08060686450156407	0.5819222640883471	49
Cep72	0.0806048081777713	0.5819319262487567	49
Angpt4	0.08055337882651184	0.5821736037286366	49
Mgat5	0.08054824340010266	0.5821977386823818	49
Mab21l2	0.08052133385899703	0.5823242127938898	49
Hrh3	0.08037944604602962	0.5829912868661217	49
Ydjc	0.08037854906709684	0.5829955050368061	49
9930022D16Rik	0.08035280669900727	0.5831165680445325	49
Stac3	0.08032198428942822	0.583261536747002	49
Emcn	0.08030850213954592	0.5833249531809929	49
Ppia	0.08026541951175961	0.5835276232069416	49
Hes2	0.08023706666242873	0.5836610184809211	49
Fam8a1	0.08015228995642239	0.5840599602648303	49
Mturn	0.08015228995642239	0.5840599602648303	49
1700057G04Rik	0.08014184786954326	0.5841091070789666	49
Dlk1	0.08010389310780232	0.5842877609698641	49
Tmem176b	0.0800977685152384	0.5843165918660566	49
Terf1	0.08009572517875378	0.5843262108071153	49
Psme2	0.08009572517875378	0.5843262108071153	49
Dpp8	0.08009572517875378	0.5843262108071153	49
Apeh	0.08009572517875378	0.5843262108071153	49
Fut8	0.07998259562341656	0.5848588757790522	49
Ccdc73	0.07991024700822352	0.5851996401656249	49
Adam18	0.07987774787561788	0.5853527412113235	49
Abl1	0.07986946606807933	0.585391759081483	49
Rho	0.07986863747273541	0.5853956628860711	49
Olfr239	0.07982038422612836	0.5856230211085693	49
Pla2g4c	0.0796997717350735	0.5861914929158466	49
Cyct	0.07967000698119264	0.5863318184951732	49
Gapdhs	0.07965153688744246	0.5864189031110472	49
Zfp729b	0.07964320695740489	0.5864581797835655	49
Gm4131	0.07961603315249652	0.5865863159102143	49
Nupr1	0.07953007740206765	0.5869917167352601	49
Tmem39b	0.07953007740206765	0.5869917167352601	49
Zswim9	0.07947351262439904	0.5872585667631176	49
Dnaaf3	0.07940090407403513	0.5876011845295149	49
Cd177	0.07939295121033488	0.5876387171226597	49
Pcdhb4	0.07938215705817557	0.5876896605551204	49
Hpca	0.07933023955850996	0.5879347148858196	49
Tssc4	0.07924927520469562	0.5883169636726795	49
Cdca4	0.07924725351372461	0.5883265098989372	49
Il12b	0.0792207944854626	0.588451453216719	49
Zfp536	0.0791933932898976	0.5885808580845414	49
Gm20695	0.07916442587364134	0.588717673412892	49
Pld4	0.07915053440527803	0.5887832889240427	49
Rab12	0.07913412395838738	0.5888608068874263	49
Akr1c12	0.07911995117058945	0.5889277584980506	49
Tor1a	0.07907755918071878	0.5891280366381576	49
Tmem204	0.079077311035878	0.5891292090714946	49
Pla2g12b	0.07907089705029616	0.5891595141956818	49
Sema4a	0.07902099440305016	0.5893953205222415	49
Mlxip	0.07902099440305016	0.5893953205222415	49
Akirin1	0.07902099440305016	0.5893953205222415	49
Cars	0.07896442962538155	0.589662658511423	49
Dkc1	0.07896442962538155	0.589662658511423	49
Gm44973	0.07893810920871096	0.5897870732172436	49
Abcg8	0.07892763022883907	0.5898366098552414	49
Mcm3ap	0.07890786484771294	0.5899300505774268	49
Tsku	0.07879473529237571	0.5904649968266974	49
Orc2	0.07879473529237571	0.5904649968266974	49
Slc43a1	0.07875259416874518	0.5906643212471256	49
Il15ra	0.0787381705147071	0.590732550953311	49
Gm42715	0.0787381705147071	0.590732550953311	49
Ndufaf3	0.07868160573703849	0.5910001590434404	49
Ncs1	0.07867339565256265	0.5910390054545273	49
Gp9	0.0786698006069892	0.5910560159439124	49
Irak1bp1	0.07862704677696424	0.5912583287065404	49
Rit2	0.07862120474479685	0.5912859758186029	49
Slc39a2	0.07860859284307542	0.5913456629451881	49
Cmtm5	0.07859569100963305	0.5914067249761169	49
Zc3h6	0.07856847618170128	0.591535537000714	49
C1ql3	0.07851498808478614	0.5917887408460725	49
Ttr	0.07851258721371919	0.5918001073038391	49
2900092C05Rik	0.07847130730963042	0.5919955541642824	49
Hsbp1l1	0.07845227643296125	0.5920856688039124	49
Pomgnt2	0.07843881186501261	0.592149429645959	49
Pafah2	0.07834221707102683	0.5926069392274494	49
Ihh	0.07833770555686514	0.5926283113032056	49
Spink10	0.07833054964965179	0.5926622111758743	49
Ube2e1	0.07828565229335822	0.5928749242664603	49
Ppm1d	0.07822908751568962	0.59314296304139	49
Zfp600	0.07822042692294168	0.5931840070087416	49
Nipa1	0.07818050074720011	0.593373239972492	49
Larp1	0.07817252273802099	0.5934110555236976	49
Hsf1	0.07811595796035237	0.5936792016848202	49
Adarb2	0.07807293313905997	0.5938831974087921	49
Qpctl	0.07805939318268376	0.5939474014961758	49
Apol11b	0.07800656986890829	0.5941979097135082	49
C2cd2l	0.07800282840501514	0.5942156549291613	49
Srp72	0.07800282840501514	0.5942156549291613	49
Gbp2b	0.0779515239118051	0.5944590082800486	49
Slc27a4	0.07794626362734654	0.5944839619551535	49
Pcdhb8	0.07793802338565664	0.5945230528472684	49
Th	0.07787171756896466	0.5948376424514645	49
Pkn1	0.07783313407200931	0.5950207366715631	49
Myh7b	0.07783127158082641	0.5950295755716969	49
Slc6a1	0.0778254654126165	0.5950571305125357	49
Pcmt1	0.07777656929434071	0.5952892043046321	49
Unc93a	0.07777391594346482	0.5953017989465239	49
Rgs14	0.07776812824483809	0.5953292717830482	49
Plekhg5	0.0777200045166721	0.5955577254160107	49
Pdcd10	0.0777200045166721	0.5955577254160107	49
Kdelr2	0.07766343973900348	0.5958262999769737	49
Anks3	0.07766343973900348	0.5958262999769737	49
Creg2	0.0776401823472132	0.5959367436271578	49
Trim67	0.07763588295483954	0.5959571613761009	49
B3galnt2	0.07760687496133488	0.5960949279587756	49
Tprgl	0.07749374540599765	0.596632344069813	49
Zfp955a	0.07749374540599765	0.596632344069813	49
Zdhhc16	0.07749374540599765	0.596632344069813	49
Foxd3	0.07748675709768056	0.5966655486662406	49
Aox4	0.07747366016368674	0.5967277802834319	49
Grin2b	0.07744042201527354	0.5968857280748401	49
A630076J17Rik	0.07743053789225812	0.5969327010110499	49
Tlcd5	0.0774302412421628	0.5969341108250155	49
Sec11a	0.07738061585066043	0.5971699735187517	49
Cltc	0.07738061585066043	0.5971699735187517	49
Gpr19	0.07738061585066043	0.5971699735187517	49
Cycs	0.07732405107299183	0.5974388681728539	49
Shoc1	0.07729070711006994	0.5975974018913942	49
Galnt1	0.0772674862953232	0.5977078160748951	49
Pmch	0.07726075504828796	0.5977398246021974	49
Trappc1	0.0772109215176546	0.597976817195988	49
Col28a1	0.07720882246248612	0.5979868005482265	49
AA467197	0.07720233611501023	0.598017650839418	49
Slc7a13	0.07718697025426322	0.5980907365601047	49
Cyp2t4	0.07715947738073757	0.5982215126333817	49
Comt	0.07715435673998597	0.5982458715072237	49
Nrm	0.07709779196231736	0.598514978979674	49
Zswim4	0.07709779196231736	0.598514978979674	49
Mvk	0.07704122718464876	0.5987841395843907	49
Uggt1	0.07704122718464876	0.5987841395843907	49
Cnga3	0.07703173284564332	0.5988293231169964	49
Wdr46	0.07698466240698014	0.5990533532924054	49
Stom	0.07698466240698014	0.5990533532924054	49
Col11a2	0.07698466240698014	0.5990533532924054	49
Ethe1	0.07698466240698014	0.5990533532924054	49
Grpel2	0.07698466240698014	0.5990533532924054	49
Vav1	0.07695312738603646	0.5992034637281096	49
Rfc3	0.07692809762931153	0.5993226200747278	49
H2-M10.1	0.07690319462832843	0.5994411832972568	49
Simc1	0.07690177704552725	0.5994479327201978	49
Asf1a	0.07687153285164293	0.5995919399023492	49
Tmeff2	0.07686829369372739	0.5996073639928173	49
Skor1	0.0768409699998328	0.5997374797653879	49
Kat2a	0.07681496807397431	0.5998613127462401	49
Ttc39b	0.0767584032963057	0.6001307385773507	49
Eif5b	0.07664527374096848	0.6006697490849308	49
Msrb2	0.07663998428292769	0.6006949561092979	49
Onecut1	0.07662020165809055	0.6007892347269349	49
Heatr1	0.07658870896329988	0.6009393337031994	49
Cct2	0.07658870896329988	0.6009393337031994	49
Gm4737	0.07658870896329988	0.6009393337031994	49
Hoxa9	0.07657230840245215	0.6010175077622633	49
Mylip	0.07637410671135969	0.6019625967825574	49
Azi2	0.07636244985262543	0.6020182005928502	49
Thoc1	0.07636244985262543	0.6020182005928502	49
Pxk	0.0762493202972882	0.6025579506790162	49
Acot11	0.0762493202972882	0.6025579506790162	49
1700001J03Rik	0.07623702465548199	0.60261662686556	49
Rdh1	0.07621348084012997	0.6027289875496158	49
Rmi1	0.0761927555196196	0.6028279047801419	49
Slitrk1	0.07615763207819967	0.6029955571033909	49
Zfyve26	0.07613619074195098	0.6030979115476075	49
Psmd1	0.07613619074195098	0.6030979115476075	49
Ddx5	0.07613619074195098	0.6030979115476075	49
Gm3880	0.07612365348485715	0.603157764119382	49
Ngdn	0.07607962596428237	0.6033679709521211	49
Ggta1	0.07602306118661377	0.6036380829643707	49
Wdr74	0.07602306118661377	0.6036380829643707	49
Slc30a2	0.07600389742726033	0.6037296069901246	49
Dmrtc2	0.0759979996293842	0.603757775444183	49
Klhl10	0.0759684344039302	0.6038989904372881	49
Plekhn1	0.07596649640894515	0.6039082475550243	49
Mpp4	0.07594869085342491	0.6039933012932855	49
Gm15517	0.07593775933715298	0.6040455216381271	49
Erc2	0.07591642654785807	0.6041474349823034	49
Gm42417	0.07585987064337771	0.6044176562129747	49
Tmem18	0.07585336685360791	0.6044487343541148	49
Zfp937	0.0757968020759393	0.6047190565037875	49
3300002I08Rik	0.07574216952111879	0.6049801943957386	49
Mast1	0.07573537853243442	0.6050126580289603	49
Podnl1	0.0757046590309541	0.605159518932941	49
Cstf2	0.07568367252060208	0.6052598581563255	49
Grik1	0.07565008530600924	0.60542045798772	49
Prpf31	0.07562710774293346	0.6055303376003061	49
Rars2	0.07562710774293346	0.6055303376003061	49
Nrf1	0.07562710774293346	0.6055303376003061	49
Cpn1	0.07559590104536552	0.6056795830970363	49
