gene	rho	p	n
Psph	-0.12619601897867208	0.38757179502552047	49
Yipf4	-0.12647884286701513	0.38650034801075256	49
Mrm1	-0.12647884286701513	0.38650034801075256	49
Ptov1	-0.12647884286701513	0.38650034801075256	49
Usp5	-0.12653540764468374	0.3862862687284659	49
Mrpl9	-0.12653540764468374	0.3862862687284659	49
Phf11b	-0.12654390791832887	0.3862541040131247	49
Gm14308	-0.12659192187294313	0.38607245072760604	49
Tma7	-0.12664853720002098	0.38585832036003437	49
0610030E20Rik	-0.12664853720002098	0.38585832036003437	49
Napsa	-0.12665660675540197	0.3858278054214201	49
Mien1	-0.1267051019776896	0.38564445129265534	49
Timm22	-0.12676166675535822	0.38543065231564005	49
Vps29	-0.12681823153302682	0.38521692343831443	49
Heg1	-0.12681823153302682	0.38521692343831443	49
Syngr4	-0.12688649806481161	0.3849590730834819	49
Mrpl11	-0.12698792586603264	0.3845761574973901	49
Znrd2	-0.12704449064370127	0.3843627091116239	49
Smap2	-0.12715762019903848	0.3839360227872085	49
Cbln3	-0.1271659525690356	0.3839046070088349	49
Gns	-0.12727074975437572	0.3835096171200937	49
Cwc27	-0.12732731453204432	0.3832965195558676	49
Csmd3	-0.1273424303759749	0.3832395852337199	49
Tle4	-0.12738387930971293	0.38308349218333343	49
Mlf2	-0.12749700886505014	0.38265764804961655	49
Pou2f2	-0.12754867479789606	0.3824632597195741	49
Ddx18	-0.12761013842038738	0.3822320847912667	49
Mrpl36	-0.12761013842038738	0.3822320847912667	49
Fam50a	-0.1278363975310618	0.38138180118813964	49
Triobp	-0.12789296230873043	0.3811694059464563	49
Slc6a8	-0.12794952708639906	0.3809570809861854	49
Etfa	-0.12806265664173627	0.38053264194524555	49
Vps51	-0.12811922141940488	0.3803205278822015	49
Gstz1	-0.12823235097474212	0.3798965107148565	49
Ndufv2	-0.12828891575241072	0.37968460762804385	49
Spsb2	-0.12834548053007933	0.3794727748840924	49
Il6ra	-0.12834548053007933	0.3794727748840924	49
Spire2	-0.12840204530774793	0.379261012491689	49
Asns	-0.12845861008541656	0.37904932045949813	49
Zfp28	-0.12846310307741352	0.37903250858447585	49
Pak1ip1	-0.12851517486308514	0.37883769879616186	49
Anks1b	-0.12862671075036938	0.37842062395458953	49
Thoc6	-0.12879799875142822	0.37778064631316244	49
Stk25	-0.12879799875142822	0.37778064631316244	49
Mrpl2	-0.12879799875142822	0.37778064631316244	49
Ccdc32	-0.12879799875142822	0.37778064631316244	49
Snrnp27	-0.12891112830676543	0.37735831820185495	49
Slc6a9	-0.12891112830676543	0.37735831820185495	49
Phf19	-0.12896769308443404	0.37714725979772473	49
Matn2	-0.12898085506773968	0.3770981589995468	49
Sdk1	-0.12902888201832466	0.3769190267422342	49
Rnf115	-0.1291373874174399	0.3765145072926042	49
Ttll11	-0.1291373874174399	0.3765145072926042	49
Ankrd28	-0.12925051697277712	0.37609302462910743	49
Acss2	-0.12930708175044572	0.3758823890243722	49
Lipa	-0.12947677608345157	0.37525090521775917	49
Celf6	-0.12955092400506377	0.37497517767068356	49
Zmym3	-0.12958990563878878	0.374830268602173	49
Smim13	-0.129703035194126	0.3744099141342165	49
Gbx1	-0.1297128087811569	0.3743736117479164	49
Inka1	-0.12987272952713183	0.37377991160166607	49
Nsmce1	-0.13004242386013765	0.3731505442665527	49
Pnma5	-0.13006354153034827	0.37307226688291834	49
Capza1	-0.13009898863780628	0.37294089634735217	49
Ndufa10	-0.13009898863780628	0.37294089634735217	49
Cilp	-0.13016390561589414	0.372700379408415	49
Chchd6	-0.1302121181931435	0.3725218123456395	49
Mrps18b	-0.1302121181931435	0.3725218123456395	49
Gmnn	-0.13032524774848073	0.37210301084579844	49
Tnr	-0.1303288727805904	0.37208959578062656	49
Zfp977	-0.13039140804799618	0.37185821876409525	49
Mavs	-0.13043837730381797	0.37168449191105807	49
Stat2	-0.13049494208148657	0.3714753384252606	49
Gm20521	-0.13060780101350797	0.3710582432661529	49
Zer1	-0.13060807163682378	0.3710572434559322	49
Uap1	-0.13060807163682378	0.3710572434559322	49
Ikbkg	-0.1306646364144924	0.37084830198798174	49
Slc33a1	-0.13077776596982962	0.3704306311242908	49
Prr12	-0.13089089552516683	0.3700132430749914	49
Ssbp4	-0.13111715463584128	0.36917931566487366	49
Wdr77	-0.13111715463584128	0.36917931566487366	49
Ccdc115	-0.1311737194135099	0.3689710106668649	49
Col5a1	-0.13126377412006138	0.3686395219249392	49
Utp11	-0.13128684896884713	0.3685546129492207	49
Clec2d	-0.13128684896884713	0.3685546129492207	49
Rex2	-0.13140748703959135	0.3681108904179981	49
Uqcc2	-0.13145654330185294	0.36793054718130114	49
Tgif2	-0.13151310807952157	0.3677226668374791	49
Prdm5	-0.13152534128805737	0.3676777180727131	49
Med30	-0.13168280241252742	0.3670994506463067	49
Gpr137	-0.13179593196786463	0.36668432729276673	49
Prkag1	-0.13185249674553323	0.36647687187015027	49
Gbp5	-0.13188356324572853	0.366362963368154	49
Mta3	-0.13207875585620768	0.36564775871034827	49
Pfdn4	-0.13213532063387629	0.3654406575891906	49
Smoc1	-0.13220278825156528	0.36519373049625387	49
Ndufa6	-0.1322484501892135	0.3650266679996883	49
Mov10	-0.1322484501892135	0.3650266679996883	49
Nvl	-0.13236157974455073	0.36461296199479953	49
Hmbox1	-0.13241814452221934	0.36440621535432466	49
Cks2	-0.13241814452221934	0.36440621535432466	49
Mrpl50	-0.13241814452221934	0.36440621535432466	49
Inca1	-0.13247470929988794	0.36419953963124535	49
Plekha3	-0.13247470929988794	0.36419953963124535	49
Arntl2	-0.13253127407755658	0.3639929348325949	49
Me1	-0.13287066274356824	0.36275479584475834	49
Mthfr	-0.13287066274356824	0.36275479584475834	49
Srm	-0.13292722752123684	0.3625486877121657	49
Scarf1	-0.13296114871136266	0.36242512128684984	49
Fam171b	-0.13304035707657408	0.362136684393477	49
Akr1b7	-0.13305233202894406	0.3620930897736296	49
Ppt1	-0.1332666161872485	0.3613135297325727	49
Prtg	-0.1334140715087614	0.3607776831867084	49
Trim26	-0.13343631052025434	0.3606969094288347	49
Gskip	-0.13343631052025434	0.3606969094288347	49
Trap1	-0.13349287529792295	0.36049151139983227	49
Col3a1	-0.13349384518363752	0.36048799017021166	49
Nfu1	-0.13354944007559158	0.3602861844180185	49
Pacs2	-0.13354944007559158	0.3602861844180185	49
Iqcc	-0.13360600485326019	0.36008092849000006	49
Gm36028	-0.13365895834550315	0.3598888411899194	49
Aldh1l2	-0.1336625696309288	0.35987574362236074	49
Gtse1	-0.1336625696309288	0.35987574362236074	49
Cd59a	-0.13367422339477616	0.3598334792187892	49
Rnf149	-0.13371913440859742	0.3596706298216623	49
Rhog	-0.13383226396393463	0.3592606154472213	49
Snrpe	-0.13394539351927184	0.35885088541872157	49
Tfr2	-0.13400153970429127	0.35864764204927024	49
2310039H08Rik	-0.13400195829694048	0.3586461270503649	49
Nos1	-0.1340208968588087	0.35857758739639994	49
Gm6871	-0.13404851588290254	0.3584776469807912	49
Polr2a	-0.13405852307460908	0.3584414397878474	49
Ap2s1	-0.1341716526299463	0.35803227860592524	49
Itga10	-0.1341716526299463	0.35803227860592524	49
Sap18b	-0.1341716526299463	0.35803227860592524	49
Mul1	-0.13422821740761492	0.3578278046992623	49
Trabd	-0.13428478218528353	0.35762340192392233	49
Ncoa3	-0.13456760607362658	0.3566024552373032	49
Tmem242	-0.13456760607362658	0.3566024552373032	49
Nyap1	-0.13485042996196964	0.35558328777147885	49
Rab8b	-0.13485042996196964	0.35558328777147885	49
Bloc1s1	-0.13485042996196964	0.35558328777147885	49
Art5	-0.13492487631618136	0.3553153131880143	49
Echs1	-0.13496355951730685	0.35517611913924574	49
Snf8	-0.13502012429497545	0.3549726416376129	49
Rida	-0.13502012429497545	0.3549726416376129	49
Alg1	-0.13507668907264408	0.354769235353675	49
2610301B20Rik	-0.13507668907264408	0.354769235353675	49
Tbcc	-0.13507668907264408	0.354769235353675	49
Egln2	-0.13507668907264408	0.354769235353675	49
Glb1	-0.13507668907264408	0.354769235353675	49
Naa20	-0.13518981862798132	0.35436263646287014	49
Ankrd54	-0.13518981862798132	0.35436263646287014	49
Mpst	-0.13524638340564993	0.3541594438679393	49
Sh2d6	-0.13527994319683376	0.3540389237017161	49
Nek9	-0.13541607773865577	0.3535502935561843	49
Zfp428	-0.13541607773865577	0.3535502935561843	49
Zrsr1	-0.13544781547297904	0.3534364360657287	49
Cops7b	-0.13552920729399298	0.3531445496347238	49
Trib3	-0.1356989016269988	0.35253646829878393	49
Alg13	-0.13575546640466743	0.3523339170889406	49
Get1	-0.13575546640466743	0.3523339170889406	49
Efr3b	-0.13584669037166697	0.35200740597621927	49
Yipf5	-0.13603829029301048	0.35132223056327916	49
Rpl18	-0.13603829029301048	0.35132223056327916	49
Ebpl	-0.1360948550706791	0.35112010720252773	49
Hikeshi	-0.13626454940368493	0.3505141651100412	49
Actl10	-0.13634019144116896	0.35024427049933826	49
Ilk	-0.13637767895902214	0.3501105604286929	49
Trim46	-0.13643424373669077	0.34990886511864533	49
Slc25a33	-0.13643424373669077	0.34990886511864533	49
AI597479	-0.13654737329202798	0.34950568858713815	49
Mrps34	-0.1366039380696966	0.3493042073765455	49
Hars2	-0.1366605028473652	0.34910279754326773	49
Lbh	-0.1366605028473652	0.34910279754326773	49
Scyl1	-0.13677363240270243	0.34870019203014585	49
Nipsnap3b	-0.13699989151337685	0.34789583776682204	49
Rpl29	-0.13699989151337685	0.34789583776682204	49
B3gat3	-0.1370564562910455	0.3476949277240865	49
Sipa1	-0.1370564562910455	0.3476949277240865	49
Lamtor2	-0.1370564562910455	0.3476949277240865	49
Clns1a	-0.1371130210687141	0.34749408910106766	49
Arfgap3	-0.1371695858463827	0.34729332190296597	49
Ndufs4	-0.1371695858463827	0.34729332190296597	49
Mtln	-0.1371695858463827	0.34729332190296597	49
Yars	-0.1372261506240513	0.3470926261349591	49
Tmem230	-0.13733928017938854	0.34669144890983283	49
Ubr7	-0.13733928017938854	0.34669144890983283	49
Rps8	-0.13739584495705714	0.346490967462959	49
Vps45	-0.13750897451239436	0.34609021892603686	49
Pgd	-0.13750897451239436	0.34609021892603686	49
Mtr	-0.13750897451239436	0.34609021892603686	49
Zfp9	-0.13750897451239436	0.34609021892603686	49
Defb25	-0.13752246574434085	0.3460424468526279	49
Dguok	-0.13762210406773162	0.34568975623188714	49
Rsl24d1	-0.1376786688454002	0.345489632088396	49
Ctc1	-0.13773523362306883	0.3452895794206061	49
Ankrd55	-0.1377761541608714	0.3451449003009909	49
Rbbp9	-0.13784836317840604	0.3448896885319356	49
Mrps30	-0.13790492795607465	0.34468985032090177	49
Borcs6	-0.13796149273374328	0.344490083605263	49
Rnf126	-0.1380746222890805	0.34409076467962224	49
Rcor2	-0.1380746222890805	0.34409076467962224	49
Ranbp3l	-0.13810505812987983	0.3439833826310263	49
Lzic	-0.1381311870667491	0.34389121247929044	49
Tsn	-0.1381311870667491	0.34389121247929044	49
Dyrk1b	-0.13835744617742354	0.34309371887300444	49
Arhgap17	-0.13847057573276078	0.3426954012532626	49
Sumo1	-0.13847057573276078	0.3426954012532626	49
Egln3	-0.13854127809688352	0.34244661075343996	49
Asgr1	-0.13857651790692338	0.3423226491465446	49
Rxrb	-0.13864027006576662	0.34209846140833494	49
Sp140	-0.13871098974828844	0.34184987835698133	49
Fbrs	-0.13875339962110383	0.34170085928880123	49
Cmtm3	-0.13876756029875675	0.34165111070663245	49
Lst1	-0.13888070139969338	0.34125379015600454	49
Hacd1	-0.1390362235094469	0.34070810647571476	49
Cox7b	-0.13914935306478413	0.34031150643913277	49
Snrpc	-0.1392059178424527	0.3401133138147335	49
Ticam1	-0.1392059178424527	0.3401133138147335	49
Borcs5	-0.13926248262012134	0.33991519279211363	49
Crtap	-0.1395453065084644	0.3389256618575644	49
Cox7a2	-0.1395453065084644	0.3389256618575644	49
Men1	-0.139601871286133	0.3387279705364299	49
Nqo1	-0.1396726891062497	0.33848056646203	49
Tmem205	-0.13977156561913884	0.3381353263808983	49
Ing5	-0.13994125995214468	0.33754332702483286	49
Gngt2	-0.139993814588085	0.3373601145623695	49
Gsdmd	-0.13999782472981329	0.33734613721418927	49
Rnf5	-0.13999782472981329	0.33734613721418927	49
Fbxo10	-0.13999782472981329	0.33734613721418927	49
Acoxl	-0.14005338002498338	0.3371525363025716	49
Psmb2	-0.14016751906281913	0.3367549977634497	49
Eps15	-0.1402240838404877	0.3365580946203725	49
Metap1d	-0.14039377817349355	0.3359678152684763	49
Mtpn	-0.14045034295116215	0.3357711988567696	49
Rhoc	-0.14045392600518142	0.33575874674999284	49
Loxl2	-0.14048220911553286	0.33566046519234743	49
Atp8b3	-0.1406343884642109	0.33513196176493004	49
Tmem88	-0.1407125026881865	0.3348608805678823	49
Tom1l2	-0.1410725555055169	0.3336131508851579	49
Mef2b	-0.1411207402901986	0.333446391466002	49
Bcas1	-0.14119605740204802	0.3331858359132523	49
Chmp4b	-0.14141194417152855	0.33243969193067546	49
Actn3	-0.14150040108818418	0.3321342705866896	49
Col20a1	-0.1417513328375402	0.3312688161757617	49
Arhgap15	-0.14195906615354373	0.3305534202780968	49
Islr	-0.1420961642943131	0.33008180947541915	49
Tmem268	-0.14237354539189495	0.32912892222388657	49
Ddc	-0.14239763869676988	0.3290462360034663	49
Sgcd	-0.14251901288307728	0.3286298880281242	49
Hacd2	-0.1425432397249008	0.3285468226601466	49
Rab3b	-0.14254687617118694	0.32853435569478195	49
Abhd4	-0.1425998045025694	0.3283529331113316	49
Septin9	-0.14271293405790664	0.3279653694908158	49
Etv5	-0.1430523227239183	0.3268044026631034	49
Gdi1	-0.1430523227239183	0.3268044026631034	49
Lyrm9	-0.14322201705692414	0.326224889164197	49
Gm50367	-0.14322699930153174	0.3262078843551701	49
Smco4	-0.14327858183459272	0.3260318617082182	49
Gtf2h4	-0.14327858183459272	0.3260318617082182	49
Max	-0.14333514661226135	0.32583890611210636	49
Phpt1	-0.14333514661226135	0.32583890611210636	49
Sparc	-0.14334977488668962	0.32578901736521654	49
Taf4	-0.143674535278273	0.3246826817474354	49
Khnyn	-0.14373110005594164	0.3244902292473345	49
Zfp13	-0.14376304991629826	0.3243815567861469	49
Nlgn2	-0.14378766483361025	0.32429784862882455	49
Hnrnpl	-0.14390079438894746	0.3239133030470301	49
Slc2a6	-0.1441270534996219	0.3231450745762981	49
Ensa	-0.14418361827729054	0.3229531972010337	49
Cul2	-0.14424018305495914	0.3227613917277042	49
Imp3	-0.14429674783262775	0.32256965815875566	49
Gm14288	-0.14432352069847185	0.32247893316762893	49
Stat5b	-0.14435331261029635	0.32237799649661253	49
Trf	-0.1443802070773793	0.32228689366299385	49
Plac9a	-0.14439363468273664	0.32224141481935614	49
E2f2	-0.14440987738796499	0.32218640674367827	49
Adhfe1	-0.1445230069433022	0.3218034429749409	49
Tle5	-0.14474926605397664	0.3210383784513211	49
Prr22	-0.1447812418889496	0.32093034930540626	49
Cyth3	-0.1450320899423197	0.3200836661349563	49
Mdc1	-0.1450320899423197	0.3200836661349563	49
Hkdc1	-0.14504778727368287	0.32003073023252443	49
Laptm5	-0.1450534012739898	0.32001179955869186	49
Htra3	-0.1451944211778541	0.31953650625559094	49
Ccdc63	-0.14544666156593028	0.31868747080810567	49
Gm17657	-0.14571052301517623	0.31780085032201066	49
Npm3	-0.1459936911626861	0.3168510978814883	49
Ddr2	-0.14599741563406093	0.3168386179362615	49
Ctbs	-0.1460502559403547	0.3166615944445208	49
Ifi27	-0.14610682071802333	0.3164721629788861	49
Ahi1	-0.1461633854956919	0.31628280348632465	49
Oxa1l	-0.14627651505102915	0.31590430042727186	49
Gab2	-0.14627651505102915	0.31590430042727186	49
Gm49354	-0.14631811760393557	0.3157651811473451	49
Ptgr1	-0.14638964460636636	0.31552608528085263	49
Rnf187	-0.14638964460636636	0.31552608528085263	49
Sertad3	-0.14650277416170357	0.3151481580602172	49
H2-M5	-0.14655028098548958	0.31498953982612155	49
Pdia6	-0.1465593389393722	0.31495930242608444	49
Ccdc30	-0.14657555288493937	0.31490518139478224	49
Zfp983	-0.1466159037170408	0.31477051877817475	49
Hk1	-0.1466724684947094	0.31458180711803596	49
Decr1	-0.14672903327237802	0.31439316744719475	49
Rps26	-0.14678559805004665	0.3142045997671568	49
Apbb1ip	-0.14710443093246153	0.3131430662391826	49
Grem1	-0.14714945873022103	0.3129933334270612	49
Coq8a	-0.14729468104906418	0.3125107304708695	49
Zcchc24	-0.14729468104906418	0.3125107304708695	49
Shmt2	-0.14735124582673276	0.31232288277700027	49
Spata13	-0.14746437538207	0.3119474034084049	49
Tpcn1	-0.14746437538207	0.3119474034084049	49
Tvp23b	-0.14746437538207	0.3119474034084049	49
Arpc2	-0.14763406971507584	0.3113847244218203	49
Zmynd12	-0.14769745221504066	0.3111747245385117	49
Pi16	-0.14773016517076665	0.31106637484177696	49
Cd302	-0.14780973300128253	0.3108029360557766	49
Tmem126a	-0.1479734583810875	0.31026131080284947	49
Polr2d	-0.1480865879364247	0.30988741573367873	49
Midn	-0.1481431527140933	0.3097005762294651	49
A930033H14Rik	-0.14815827167649573	0.3096506488790897	49
4930579G24Rik	-0.14819971749176192	0.3095138087468082	49
Grn	-0.14825628226943052	0.3093271132866642	49
Trmt61a	-0.14831284704709916	0.3091404898499669	49
Lage3	-0.14831284704709916	0.3091404898499669	49
A4galt	-0.14835466100531255	0.3090025799002375	49
Pax6	-0.14842138062486435	0.30878260810707553	49
Mrpl4	-0.14842597660243637	0.30876745905054587	49
Mfsd4a	-0.1485583558049481	0.30833132071598207	49
Psmg4	-0.14865223571311081	0.30802226177184633	49
Drap1	-0.14865223571311081	0.30802226177184633	49
Nkiras2	-0.14870880049077945	0.3078361425236742	49
Apbb1	-0.1487974435588521	0.30754461860381377	49
Serpinb6a	-0.14882193004611668	0.30746412011857027	49
Trim5	-0.1489488563402321	0.307047070619845	49
Wbp2	-0.1489916243791225	0.3069066267498768	49
Ssr2	-0.1489916243791225	0.3069066267498768	49
Gm20661	-0.14902099966945292	0.30681018652716513	49
Ap1s1	-0.1491047539344597	0.30653532467134864	49
1810049J17Rik	-0.1492251143718411	0.3061406064965654	49
Srprb	-0.14927444826746555	0.30597891181705184	49
Atoh8	-0.14948228070051817	0.30529833074262597	49
Ehbp1l1	-0.1496138369334772	0.3048680311121279	49
Rab4a	-0.14972696648881442	0.3044983138555297	49
Rpl31	-0.14972696648881442	0.3044983138555297	49
Arap3	-0.14973078620044913	0.3044858357336497	49
Trappc6a	-0.14978353126648306	0.3043135632875916	49
Dtymk	-0.15017948471016332	0.30302232647069627	49
Ppargc1b	-0.15023988218677484	0.30282567562182605	49
Epdr1	-0.1502461000757858	0.30280543518176484	49
Usp28	-0.1503491790431692	0.3024700198992595	49
Ak5	-0.1504776642456963	0.30205226859620565	49
Adsl	-0.15074513248684945	0.3011838260852686	49
Tmem156	-0.15087347567777018	0.3007676805571242	49
Tet2	-0.1509713915975239	0.3004504431539157	49
Dppa2	-0.1511272785648832	0.29994583101192335	49
Brpf3	-0.15114108593052972	0.2999011624138809	49
Atp5g1	-0.15125421548586693	0.29953533547068406	49
Fcgr2b	-0.1512689256892278	0.2994877882707243	49
Mllt11	-0.15131078026353556	0.2993525300636788	49
Gfod1	-0.15131078026353556	0.2993525300636788	49
Babam1	-0.15136734504120417	0.299169796699485	49
St18	-0.15138378215457857	0.2991167098668706	49
Slirp	-0.1515936041518786	0.29843958366624185	49
Ciz1	-0.1515936041518786	0.29843958366624185	49
Slc41a2	-0.15165016892954725	0.29825721051248694	49
Hsd17b10	-0.1518764280402217	0.29752843830618164	49
Adprm	-0.1518764280402217	0.29752843830618164	49
Abhd16a	-0.1519329928178903	0.2973464253549407	49
Smyd5	-0.1519895575955589	0.2971644844430245	49
Guca1b	-0.15205341990814758	0.2969591575499395	49
1110065P20Rik	-0.15221581670623335	0.2964374411794821	49
Gpnmb	-0.15227626613207748	0.2962433928452816	49
Zfp988	-0.15232710614378805	0.29608025532557336	49
Psmd4	-0.1523855110392392	0.2958929151210827	49
Dpys	-0.15241545267504983	0.2957969037682683	49
Rpp21	-0.15244207581690777	0.2957115505061667	49
Gm14393	-0.1525090136831907	0.29549701954050156	49
Tmod1	-0.15254304564005802	0.2953879882884661	49
Septin5	-0.15258738034594319	0.29524598829939297	49
Dad1	-0.15295115881592528	0.2940825104502536	49
Sub1	-0.15300772359359388	0.2939018661508758	49
Gm8113	-0.15313825261858666	0.29348528578367994	49
Atp5mpl	-0.15317741792659975	0.29336036541400357	49
Ldha	-0.15323398270426836	0.2931800092192954	49
Fam219b	-0.15323398270426836	0.2931800092192954	49
Mospd3	-0.1533471122596056	0.2928195129009303	49
Fra10ac1	-0.1533471122596056	0.2928195129009303	49
