cohort,cancer,tissue,gene,measure,cutoff,endpoint,n_R,n_NR,n_with_binary,n_high_R,n_high_NR,n_low_R,n_low_NR,n_used,or,logor,se_logor,or_lo,or_hi,p,haldane,estimable,effect,histology_split,reason
IMvigor210,urothelial,nonlung,CLDN4,raw,continuous,ORR,68,230,298,,,,,298.0,1.162146215670826,0.1502684815556769,0.14587296981802975,0.8731546952096466,1.5467864217047398,0.3029478284521663,,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,raw,median,author_R_vs_NR,68,167,235,40.0,78.0,28.0,89.0,235.0,1.63003663003663,0.48860248698128045,0.2911541749502801,0.9212169641595265,2.8842493339072504,0.11351754884844069,False,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,raw,tertile,author_R_vs_NR,68,167,235,26.0,53.0,18.0,61.0,158.0,1.6624737945492662,0.5083067307465068,0.3595531409518581,0.8216691773998032,3.3636641042192,0.21386561810948582,False,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,raw,continuous,author_R_vs_NR,68,167,235,,,,,235.0,1.1592670772570892,0.14778797547882758,0.15019179545405986,0.8636497765147986,1.556070751080854,0.325117972273014,,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,residual,median,ORR,68,230,298,38.0,111.0,30.0,119.0,298.0,1.357957957957958,0.30598206986342563,0.2775995193810039,0.7881136385819235,2.339827310817005,0.3339557972812859,False,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,residual,tertile,ORR,68,230,298,28.0,72.0,19.0,81.0,200.0,1.6578947368421053,0.5055485666651469,0.33849731544413864,0.8539299010814485,3.2187828942022114,0.18180124127720756,False,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,residual,continuous,ORR,68,230,298,,,,,298.0,1.1255715189543583,0.11829092350782927,0.14366781300392617,0.8493380564707248,1.4916454462733582,0.4103009562338005,,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,residual,median,author_R_vs_NR,68,167,235,41.0,77.0,27.0,90.0,235.0,1.774891774891775,0.57373944917656,0.29244726881542277,1.0005429496421572,3.1485313186257065,0.06126602454662802,False,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,residual,tertile,author_R_vs_NR,68,167,235,28.0,51.0,19.0,60.0,158.0,1.7337461300309598,0.5502844605065383,0.35301611077339756,0.8679448383672631,3.463210460530926,0.1634991638109099,False,True,OR,all,
IMvigor210,urothelial,nonlung,CLDN4,residual,continuous,author_R_vs_NR,68,167,235,,,,,235.0,1.141520017983599,0.13236072339426388,0.14910548631049636,0.8522409135207096,1.5289901373945374,0.3747029282590869,,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,raw,median,ORR,68,230,298,37.0,112.0,31.0,118.0,298.0,1.2574884792626728,0.2291164613296484,0.2769264148522382,0.7307679497861904,2.16385690688953,0.4902638407581657,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,raw,tertile,ORR,68,230,298,27.0,73.0,18.0,82.0,200.0,1.6849315068493151,0.5217249142240264,0.3442184548811966,0.8581784157532568,3.3081631169686405,0.17512947605074147,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,raw,continuous,ORR,68,230,298,,,,,298.0,1.0962245723181032,0.09187206928642147,0.14393915214564754,0.8267535204753269,1.453526695916708,0.5232978166442711,,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,raw,median,author_R_vs_NR,68,167,235,36.0,82.0,32.0,85.0,235.0,1.166158536585366,0.1537150448824469,0.2880756942391187,0.6630444045660786,2.0510326655134197,0.6665067927290318,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,68,167,235,27.0,52.0,20.0,59.0,158.0,1.5317307692307693,0.4263983177746303,0.3510227326116916,0.7698140874598208,3.0477477453681185,0.2963900226938775,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,68,167,235,,,,,235.0,1.0732969427328138,0.07073516602724557,0.1478910998847576,0.8032161768500901,1.4341921396518442,0.6324422159211179,,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,residual,median,ORR,68,230,298,42.0,107.0,26.0,123.0,298.0,1.8569374550682962,0.6189286011723976,0.2823950034338403,1.0676226930334416,3.229808371942793,0.03792412444571344,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,residual,tertile,ORR,68,230,298,30.0,70.0,19.0,81.0,200.0,1.8270676691729324,0.6027123151187948,0.33555372979414444,0.9465107078671562,3.5268235636331853,0.09958208153744505,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,residual,continuous,ORR,68,230,298,,,,,298.0,1.0491950470443745,0.04802324830212162,0.14118188639642076,0.7955725387228523,1.3836704928372703,0.7337423447834864,,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,residual,median,author_R_vs_NR,68,167,235,41.0,77.0,27.0,90.0,235.0,1.774891774891775,0.57373944917656,0.29244726881542277,1.0005429496421572,3.1485313186257065,0.06126602454662802,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,68,167,235,30.0,49.0,19.0,60.0,158.0,1.933404940923738,0.659282666607189,0.3507702128355179,0.9721677077664653,3.8450718283745755,0.08490653311598377,False,True,OR,all,
IMvigor210,urothelial,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,68,167,235,,,,,235.0,1.0504381531739788,0.04920736586582278,0.14677039598614391,0.7878381447643169,1.4005672624212036,0.7374231939224855,,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,median,DCB,22,19,41,8.0,13.0,14.0,6.0,41.0,0.26373626373626374,-1.3328056761689044,0.663338763391915,0.07186616907784378,0.967865933332577,0.06160359333804085,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,tertile,DCB,22,19,41,5.0,9.0,9.0,5.0,28.0,0.30864197530864196,-1.1755733298042381,0.7888106377466155,0.06576666501158752,1.448452174146832,0.2568003769013326,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,continuous,DCB,22,19,41,,,,,41.0,0.6946812848141327,-0.3643021215999348,0.3347513060549807,0.36044543913384075,1.338849199009622,0.2764728746072619,,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,median,ORR,19,22,41,6.0,15.0,13.0,7.0,41.0,0.2153846153846154,-1.5353299402803784,0.673137098304315,0.05757431948586238,0.8057504275976738,0.029366258588311604,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,tertile,ORR,19,22,41,4.0,10.0,9.0,5.0,28.0,0.2222222222222222,-1.5040773967762742,0.8130873945100312,0.045151639385771956,1.093708151490598,0.1283461210571185,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,continuous,ORR,19,22,41,,,,,41.0,0.594919111683072,-0.5193298294292439,0.34137704456784657,0.30469962101688963,1.161566096684305,0.1281897640375557,,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,median,author_R_vs_NR,19,19,38,6.0,13.0,13.0,6.0,38.0,0.21301775147928997,-1.5463797764669633,0.6979824404521128,0.05423518780185832,0.836662769769883,0.050210277281902756,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,tertile,author_R_vs_NR,19,19,38,4.0,9.0,8.0,5.0,26.0,0.2777777777777778,-1.2809338454620642,0.8283182426526118,0.05477958992316717,1.4085628230401939,0.23774397630905908,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,raw,continuous,author_R_vs_NR,19,19,38,,,,,38.0,0.6270096906275032,-0.46679328292239497,0.3517638357931379,0.314663834814024,1.2494004987041352,0.1845061691802652,,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,median,DCB,22,19,41,9.0,12.0,13.0,7.0,41.0,0.40384615384615385,-0.9067212808580043,0.6436028777318077,0.11438527524519038,1.4258104080856249,0.21460300746770805,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,tertile,DCB,22,19,41,6.0,8.0,9.0,5.0,28.0,0.4166666666666667,-0.8754687373538999,0.776387646590141,0.09097336344846352,1.9083730064510802,0.44948176066765383,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,continuous,DCB,22,19,41,,,,,41.0,0.7153385494714655,-0.3349993525875883,0.33213566771413167,0.3730714729123921,1.371611815734044,0.3131559361994686,,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,median,ORR,19,22,41,7.0,14.0,12.0,8.0,41.0,0.3333333333333333,-1.0986122886681098,0.6500915686417165,0.09322011417887804,1.1919220662817727,0.12147292930182366,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,tertile,ORR,19,22,41,5.0,9.0,9.0,5.0,28.0,0.30864197530864196,-1.1755733298042381,0.7888106377466155,0.06576666501158752,1.448452174146832,0.2568003769013326,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,continuous,ORR,19,22,41,,,,,41.0,0.6241727585516972,-0.47132809227707956,0.33677656980827186,0.322578045942668,1.207743792295393,0.16165483861871854,,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,median,author_R_vs_NR,19,19,38,7.0,12.0,12.0,7.0,38.0,0.3402777777777778,-1.077993001465374,0.6725927091345493,0.09105653411350594,1.2716162236643742,0.1938759496258166,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,tertile,author_R_vs_NR,19,19,38,5.0,8.0,8.0,5.0,26.0,0.390625,-0.9400072584914712,0.806225774829855,0.08044272993214303,1.8968512226488898,0.43375266811530105,False,True,OR,all,
Gide,melanoma,nonlung,CLDN4,residual,continuous,author_R_vs_NR,19,19,38,,,,,38.0,0.6532681847341427,-0.42576753764143777,0.3479513390379072,0.3303005893976417,1.2920331809401522,0.2210876713740214,,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,median,DCB,22,19,41,8.0,13.0,14.0,6.0,41.0,0.26373626373626374,-1.3328056761689044,0.663338763391915,0.07186616907784378,0.967865933332577,0.06160359333804085,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,tertile,DCB,22,19,41,5.0,9.0,12.0,2.0,28.0,0.09259259259259259,-2.379546134130174,0.9457507306074071,0.014505642517383717,0.5910381558585492,0.018306636155606404,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,continuous,DCB,22,19,41,,,,,41.0,0.4323704760947455,-0.8384724747000487,0.3757162484274091,0.207033156623672,0.9029675808798533,0.025637169664236882,,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,median,ORR,19,22,41,7.0,14.0,12.0,8.0,41.0,0.3333333333333333,-1.0986122886681098,0.6500915686417165,0.09322011417887804,1.1919220662817727,0.12147292930182366,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,tertile,ORR,19,22,41,4.0,10.0,10.0,4.0,28.0,0.15999999999999998,-1.8325814637483102,0.8366600265340756,0.031041349273313958,0.8247064189960372,0.05698264558811065,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,continuous,ORR,19,22,41,,,,,41.0,0.5485075682990469,-0.6005542011869377,0.35283439910827524,0.27469067751094134,1.0952703426542385,0.08873940192006677,,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,median,author_R_vs_NR,19,19,38,7.0,12.0,12.0,7.0,38.0,0.3402777777777778,-1.077993001465374,0.6725927091345493,0.09105653411350594,1.2716162236643742,0.1938759496258166,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,19,19,38,4.0,9.0,10.0,3.0,26.0,0.13333333333333333,-2.0149030205422647,0.8913161304747292,0.023239946797325994,0.7649663716021633,0.04717997038632386,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,19,19,38,,,,,38.0,0.45357928490291305,-0.7905851958148734,0.38710598553335385,0.21239385369046312,0.9686446388080006,0.04112212999601341,,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,median,DCB,22,19,41,8.0,13.0,14.0,6.0,41.0,0.26373626373626374,-1.3328056761689044,0.663338763391915,0.07186616907784378,0.967865933332577,0.06160359333804085,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,tertile,DCB,22,19,41,5.0,9.0,12.0,2.0,28.0,0.09259259259259259,-2.379546134130174,0.9457507306074071,0.014505642517383717,0.5910381558585492,0.018306636155606404,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,continuous,DCB,22,19,41,,,,,41.0,0.44013162299933606,-0.8206814536239211,0.37358399214603666,0.2116320599909702,0.915342626123353,0.028036236448157958,,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,median,ORR,19,22,41,7.0,14.0,12.0,8.0,41.0,0.3333333333333333,-1.0986122886681098,0.6500915686417165,0.09322011417887804,1.1919220662817727,0.12147292930182366,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,tertile,ORR,19,22,41,4.0,10.0,10.0,4.0,28.0,0.15999999999999998,-1.8325814637483102,0.8366600265340756,0.031041349273313958,0.8247064189960372,0.05698264558811065,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,continuous,ORR,19,22,41,,,,,41.0,0.5632662995897258,-0.5740027616247094,0.3498380453771158,0.2837432977970867,1.1181547783390862,0.10084576631282167,,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,median,author_R_vs_NR,19,19,38,7.0,12.0,12.0,7.0,38.0,0.3402777777777778,-1.077993001465374,0.6725927091345493,0.09105653411350594,1.2716162236643742,0.1938759496258166,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,19,19,38,4.0,9.0,10.0,3.0,26.0,0.13333333333333333,-2.0149030205422647,0.8913161304747292,0.023239946797325994,0.7649663716021633,0.04717997038632386,False,True,OR,all,
Gide,melanoma,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,19,19,38,,,,,38.0,0.4637828582827315,-0.7683388141306262,0.38436082649418274,0.21834344195434569,0.9851202202898095,0.0456079254308835,,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,median,DCB,57,64,121,30.0,31.0,27.0,33.0,121.0,1.1827956989247312,0.16788087263916035,0.3645976757873392,0.5788391932181866,2.4169159272314595,0.7168366201237917,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,tertile,DCB,57,64,121,20.0,21.0,21.0,26.0,88.0,1.1791383219954648,0.16478393612862696,0.42860195251495725,0.509015968410617,2.7314804813288056,0.8307158908658658,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,continuous,DCB,57,64,121,,,,,121.0,1.1413873604442004,0.13224450532882565,0.183499214587548,0.7965909610086386,1.635425419505421,0.4711054432195497,,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,median,ORR,47,74,121,21.0,40.0,26.0,34.0,121.0,0.6865384615384615,-0.376093029795834,0.374823092653679,0.3293131058089654,1.4312672373416537,0.35419002181801734,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,tertile,ORR,47,74,121,12.0,29.0,21.0,26.0,88.0,0.5123152709359606,-0.6688150799004146,0.45154919780086983,0.21143207138039305,1.2413771246745984,0.18576995773968186,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,continuous,ORR,47,74,121,,,,,121.0,0.8021730782922849,-0.22043088605439873,0.18923936452170692,0.5535849611962071,1.1623900442426416,0.24408953057748106,,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,median,author_R_vs_NR,52,60,112,25.0,31.0,27.0,29.0,112.0,0.8661887694145759,-0.1436524156348005,0.37918051133181374,0.41195291594705896,1.8212833438381537,0.849843592899785,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,tertile,author_R_vs_NR,52,60,112,15.0,23.0,24.0,22.0,84.0,0.5978260869565217,-0.5144553918165694,0.4441465294893612,0.25032815806318504,1.4277100627071155,0.2777072215351496,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,raw,continuous,author_R_vs_NR,52,60,112,,,,,112.0,0.8560454800141085,-0.15543177339418557,0.19134903907183476,0.5883249251145463,1.2455937740695031,0.4166226616117231,,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,median,DCB,57,64,121,29.0,32.0,28.0,32.0,121.0,1.0357142857142858,0.03509131981127019,0.36427605512162803,0.5071797771381199,2.115037172194909,1.0,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,tertile,DCB,57,64,121,20.0,21.0,19.0,22.0,82.0,1.1027568922305764,0.09781331002244334,0.44238577285098296,0.4633545251834317,2.6244974361276023,1.0,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,continuous,DCB,57,64,121,,,,,121.0,1.0349898981234558,0.03439166640250822,0.1829391578784383,0.7231279633686811,1.4813478989630173,0.8508804875190976,,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,median,ORR,47,74,121,20.0,41.0,27.0,33.0,121.0,0.5962059620596206,-0.5171690976881657,0.3764708637365,0.28506102734199856,1.2469664917364414,0.19429932680518225,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,tertile,ORR,47,74,121,13.0,28.0,19.0,22.0,82.0,0.5375939849624061,-0.6206516785217917,0.45904627984471946,0.2186282703540537,1.3219118103973102,0.2575542994605221,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,continuous,ORR,47,74,121,,,,,121.0,0.7594630377143873,-0.27514362473440207,0.18960251057873687,0.5237375675151719,1.101284577294823,0.14673524548853642,,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,median,author_R_vs_NR,52,60,112,22.0,34.0,30.0,26.0,112.0,0.5607843137254902,-0.5784189148985188,0.3829636822928508,0.2647345290731204,1.1879033974963993,0.18451967294058863,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,tertile,author_R_vs_NR,52,60,112,16.0,22.0,21.0,17.0,76.0,0.5887445887445888,-0.5297628247857414,0.46303036885862875,0.2375677702599428,1.4590371008523961,0.3587633002015871,False,True,OR,all,
Liu,melanoma,nonlung,CLDN4,residual,continuous,author_R_vs_NR,52,60,112,,,,,112.0,0.796037176343678,-0.22810939027900526,0.19222739738268327,0.5461426415213159,1.1602741444177889,0.23536006137580667,,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,median,DCB,57,64,121,31.0,30.0,26.0,34.0,121.0,1.3512820512820514,0.3010538094176703,0.3653282099932651,0.6603472260888976,2.765156132981488,0.4680970236835148,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,tertile,DCB,57,64,121,21.0,20.0,16.0,25.0,82.0,1.640625,0.4950772667978515,0.4473466749837844,0.6826846656293892,3.942743298831064,0.37486157766389144,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,continuous,DCB,57,64,121,,,,,121.0,1.2170552418811238,0.19643420482494317,0.18470744606175063,0.8473915695420202,1.7479799363485053,0.28756057558927284,,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,median,ORR,47,74,121,24.0,37.0,23.0,37.0,121.0,1.0434782608695652,0.0425596144187959,0.3730937973087812,0.5022264183996635,2.168039834258352,1.0,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,tertile,ORR,47,74,121,14.0,27.0,15.0,26.0,82.0,0.8987654320987655,-0.10673319946979844,0.4621621074837417,0.3632838006750435,2.223548918048887,1.0,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,continuous,ORR,47,74,121,,,,,121.0,0.952429437160481,-0.048739256446746995,0.18719900897077113,0.6599116516689874,1.3746110263027214,0.7945855899686609,,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,median,author_R_vs_NR,52,60,112,27.0,29.0,25.0,31.0,112.0,1.1544827586206896,0.1436524156348005,0.37918051133181374,0.549063386201408,2.4274618804458528,0.849843592899785,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,52,60,112,17.0,21.0,17.0,21.0,76.0,1.0,0.0,0.4613947919749687,0.4048114838280093,2.470285651344976,1.0,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,52,60,112,,,,,112.0,1.048319285631363,0.04718820136083696,0.1904688117445232,0.7217108755564067,1.522733495985345,0.8043296580536251,,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,median,DCB,57,64,121,28.0,33.0,29.0,31.0,121.0,0.9070010449320794,-0.09761167679260406,0.3643599033292971,0.4440770980720032,1.8524956569016724,0.8562401302166942,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,tertile,DCB,57,64,121,18.0,23.0,19.0,22.0,82.0,0.9061784897025171,-0.09851898384110964,0.4439819149774399,0.37956723246312807,2.1634097597697766,1.0,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,continuous,DCB,57,64,121,,,,,121.0,0.9610389978132559,-0.03974029038437021,0.1829238683588843,0.6714799833205313,1.3754631236371915,0.8280131799395345,,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,median,ORR,47,74,121,23.0,38.0,24.0,36.0,121.0,0.9078947368421053,-0.09662683568907164,0.37314674698795625,0.43692467822418835,1.8865330668336775,0.8530923259630914,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,tertile,ORR,47,74,121,11.0,30.0,16.0,25.0,82.0,0.5729166666666666,-0.5570150062353654,0.4761747832912031,0.22530109272067558,1.4568660230662205,0.3474019660195322,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,continuous,ORR,47,74,121,,,,,121.0,0.8320430100481301,-0.18387114472766986,0.1883473487756484,0.5752031775558579,1.2035670135058043,0.3289483626756261,,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,median,author_R_vs_NR,52,60,112,25.0,31.0,27.0,29.0,112.0,0.8661887694145759,-0.1436524156348005,0.37918051133181374,0.41195291594705896,1.8212833438381537,0.849843592899785,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,52,60,112,15.0,23.0,18.0,20.0,76.0,0.7246376811594203,-0.32208349916911333,0.4644356608743426,0.2915985082845939,1.800762877852638,0.6438119345677733,False,True,OR,all,
Liu,melanoma,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,52,60,112,,,,,112.0,0.8827280453537889,-0.12473811522346256,0.19092269230523432,0.6071699205179253,1.2833455277057264,0.5135348032642013,,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,raw,median,ORR,9,35,44,4.0,18.0,5.0,17.0,44.0,0.7555555555555555,-0.2803019651541584,0.7512516788449263,0.17329581079527778,3.2941604007107355,1.0,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,raw,tertile,ORR,9,35,44,3.0,12.0,4.0,11.0,30.0,0.6875,-0.3746934494414107,0.8703882797784892,0.12484847489778576,3.7858391973707852,1.0,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,raw,continuous,ORR,9,35,44,,,,,44.0,0.6192734070781305,-0.4792084122505226,0.43157064985321875,0.2657798655461696,1.4429217650707884,0.26683432067669277,,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,raw,median,author_R_vs_NR,9,21,30,4.0,11.0,5.0,10.0,30.0,0.7272727272727273,-0.3184537311185346,0.8005679801922452,0.15143981823966074,3.4926456329844564,1.0,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,raw,tertile,author_R_vs_NR,9,21,30,3.0,7.0,4.0,6.0,20.0,0.6428571428571429,-0.4418327522790392,0.944911182523068,0.10087646091942772,4.096746677627134,1.0,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,raw,continuous,author_R_vs_NR,9,21,30,,,,,30.0,0.6648413342305942,-0.4082068619365957,0.4450071902067575,0.2779202839642108,1.5904344706212128,0.3589833779983067,,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,residual,median,ORR,9,35,44,4.0,18.0,5.0,17.0,44.0,0.7555555555555555,-0.2803019651541584,0.7512516788449263,0.17329581079527778,3.2941604007107355,1.0,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,residual,tertile,ORR,9,35,44,2.0,13.0,5.0,10.0,30.0,0.30769230769230765,-1.1786549963416462,0.9364417103712739,0.049090941665332274,1.9285544950113749,0.38984674329501917,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,residual,continuous,ORR,9,35,44,,,,,44.0,0.5569765400572242,-0.5852321583310418,0.4375880440659052,0.23624054733239308,1.3131652024901115,0.181090681809569,,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,residual,median,author_R_vs_NR,9,21,30,4.0,11.0,5.0,10.0,30.0,0.7272727272727273,-0.3184537311185346,0.8005679801922452,0.15143981823966074,3.4926456329844564,1.0,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,residual,tertile,author_R_vs_NR,9,21,30,2.0,8.0,4.0,6.0,20.0,0.375,-0.9808292530117262,1.0206207261596576,0.05072959168190421,2.772050697387388,0.6284829721362228,False,True,OR,all,
Riaz,melanoma,nonlung,CLDN4,residual,continuous,author_R_vs_NR,9,21,30,,,,,30.0,0.6089408398816288,-0.49603415904244447,0.452725256082602,0.25073074092696157,1.4789129769443028,0.2732264285401006,,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,raw,median,ORR,9,35,44,4.0,18.0,5.0,17.0,44.0,0.7555555555555555,-0.2803019651541584,0.7512516788449263,0.17329581079527778,3.2941604007107355,1.0,False,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,raw,tertile,ORR,9,35,44,1.0,14.0,3.0,12.0,30.0,0.2857142857142857,-1.252762968495368,1.2198750911856664,0.026154915125600954,3.121120931542263,0.5977011494252875,False,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,raw,continuous,ORR,9,35,44,,,,,44.0,0.888633709973553,-0.11807015315041958,0.372157029408283,0.42848569268969905,1.8429317103785399,0.7510471130417348,,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,raw,median,author_R_vs_NR,9,21,30,3.0,12.0,6.0,9.0,30.0,0.375,-0.9808292530117262,0.8333333333333334,0.07322908606338216,1.9203435077461501,0.42698650674662664,False,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,9,21,30,1.0,9.0,3.0,7.0,20.0,0.25925925925925924,-1.349926716949016,1.259881576697424,0.021943274062154912,3.063141959639682,0.5820433436532508,False,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,9,21,30,,,,,30.0,0.9147278509350815,-0.08912868861993287,0.4021472091779711,0.4158888596956406,2.011900587788414,0.8246003727277189,,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,residual,median,ORR,9,35,44,3.0,19.0,6.0,16.0,44.0,0.42105263157894735,-0.8649974374866046,0.784303244254012,0.09051571506496686,1.9586136885988443,0.45655263012041236,False,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,residual,tertile,ORR,9,35,44,1.0,14.0,6.0,9.0,30.0,0.10714285714285714,-2.2335922215070942,1.161553420728616,0.010995854661813843,1.0439926854072346,0.08007662835249044,False,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,residual,continuous,ORR,9,35,44,,,,,44.0,0.5223741200189772,-0.6493712427926916,0.45141299527403567,0.21564090889623805,1.265412591063148,0.1502836646917446,,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,residual,median,author_R_vs_NR,9,21,30,3.0,12.0,6.0,9.0,30.0,0.375,-0.9808292530117262,0.8333333333333334,0.07322908606338216,1.9203435077461501,0.42698650674662664,False,True,OR,all,
