gene	rho	p	present	q	cohort	split
CLDN7	0.3147204137590477	1.3769992538466715e-06	True	3.1474268659352494e-06	GSE31210	median
F11R	0.4113445869556742	1.220398315004736e-10	True	6.508791013358592e-10	GSE31210	median
PARD3	0.2002037607370733	0.0024969949942660065	True	0.003631992718932373	GSE31210	median
OCLN	0.31832261250373606	1.0258685083509256e-06	True	2.7356493556024684e-06	GSE31210	median
TJP1	0.10104817226099047	0.12988823041566605	True	0.1598624374346659	GSE31210	median
CRB3	0.2734141618910244	3.083594562037002e-05	True	5.481945888065781e-05	GSE31210	median
PARD6B	0.2441817732901901	0.00020992007995104302	True	0.00033587212792166883	GSE31210	median
CDH1	0.5192390160227672	5.297855487423561e-17	True	8.476568779877698e-16	GSE31210	median
VIM	0.009790391537691838	0.8836299190538233	True	0.8836299190538233	GSE31210	median
ZEB1	-0.1930378282847972	0.0035756813093398327	True	0.004767575079119777	GSE31210	median
SNAI2	-0.27523449378191883	2.7159103772208717e-05	True	5.4318207544417434e-05	GSE31210	median
KRT5	-0.06164541993164658	0.3562820573305825	True	0.40717949409209425	GSE31210	median
KRT17			False		GSE31210	median
SPRR1B	0.02352968695177576	0.7249762479091476	True	0.7733079977697574	GSE31210	median
EPCAM	0.38350421685964164	2.4776297213785087e-09	True	9.910518885514035e-09	GSE31210	median
CLDN1	0.2532467532467532	0.26801791447109463	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
CLDN4	0.2350649350649351	0.3050302888415488	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
CLDN7	0.014285714285714285	0.9509932422972027	True	0.9509932422972026	GSE131907_malignant_pseudobulk	quartile
F11R	0.13506493506493505	0.5594015294704846	True	0.7310187574753615	GSE131907_malignant_pseudobulk	quartile
PARD3	0.22077922077922077	0.3361880870952679	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
OCLN	0.1753246753246753	0.4471597167322825	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
TJP1	0.2714285714285714	0.23397427165138135	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
CRB3	0.24025974025974026	0.29415239923972397	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
PARD6B	0.12077922077922078	0.6020154473326507	True	0.7310187574753615	GSE131907_malignant_pseudobulk	quartile
CDH1	0.41038961038961036	0.06462348505257622	True	0.6327131414380394	GSE131907_malignant_pseudobulk	quartile
VIM	-0.033766233766233764	0.8844723124673912	True	0.9397518319966032	GSE131907_malignant_pseudobulk	quartile
ZEB1	-0.17792207792207793	0.4403496824576795	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
SNAI2	-0.09483599071141723	0.6826091168371505	True	0.7736236657487706	GSE131907_malignant_pseudobulk	quartile
KRT5	0.2353090464814162	0.30451370481816137	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
KRT17	0.3974025974025974	0.0744368401691811	True	0.6327131414380394	GSE131907_malignant_pseudobulk	quartile
SPRR1B	0.19567104862319853	0.3953070327262086	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
EPCAM	0.2857142857142857	0.20929509273355457	True	0.6334762653707335	GSE131907_malignant_pseudobulk	quartile
CLDN1	0.2532467532467532	0.26801791447109463	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
CLDN4	0.2350649350649351	0.3050302888415488	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
CLDN7	0.014285714285714285	0.9509932422972027	True	0.9509932422972026	GSE131907_malignant_pseudobulk	median
F11R	0.13506493506493505	0.5594015294704846	True	0.7310187574753615	GSE131907_malignant_pseudobulk	median
PARD3	0.22077922077922077	0.3361880870952679	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
OCLN	0.1753246753246753	0.4471597167322825	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
TJP1	0.2714285714285714	0.23397427165138135	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
CRB3	0.24025974025974026	0.29415239923972397	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
PARD6B	0.12077922077922078	0.6020154473326507	True	0.7310187574753615	GSE131907_malignant_pseudobulk	median
CDH1	0.41038961038961036	0.06462348505257622	True	0.6327131414380394	GSE131907_malignant_pseudobulk	median
VIM	-0.033766233766233764	0.8844723124673912	True	0.9397518319966032	GSE131907_malignant_pseudobulk	median
ZEB1	-0.17792207792207793	0.4403496824576795	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
SNAI2	-0.09483599071141723	0.6826091168371505	True	0.7736236657487706	GSE131907_malignant_pseudobulk	median
KRT5	0.2353090464814162	0.30451370481816137	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
KRT17	0.3974025974025974	0.0744368401691811	True	0.6327131414380394	GSE131907_malignant_pseudobulk	median
SPRR1B	0.19567104862319853	0.3953070327262086	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
EPCAM	0.2857142857142857	0.20929509273355457	True	0.6334762653707335	GSE131907_malignant_pseudobulk	median
CLDN1	0.5164835164835165	0.058637163441278416	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	quartile
CLDN4	0.4901098901098901	0.07522006672685848	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	quartile
CLDN7	0.4065934065934066	0.14910193900151347	True	0.29820387800302695	GSE207422_sc_epithelial_pseudobulk	quartile
F11R	0.2175824175824176	0.45491937317003306	True	0.661700906429139	GSE207422_sc_epithelial_pseudobulk	quartile
PARD3	0.38461538461538464	0.17450875077509553	True	0.3047910895295477	GSE207422_sc_epithelial_pseudobulk	quartile
OCLN	-0.11208791208791209	0.7028331631967695	True	0.7496887074098875	GSE207422_sc_epithelial_pseudobulk	quartile
TJP1	0.4153846153846154	0.13966594751752584	True	0.29820387800302695	GSE207422_sc_epithelial_pseudobulk	quartile
CRB3	0.49890109890109896	0.0693635273971548	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	quartile
PARD6B	0.1956043956043956	0.5027500912969567	True	0.6703334550626089	GSE207422_sc_epithelial_pseudobulk	quartile
CDH1	0.47252747252747257	0.0879674246125423	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	quartile
VIM	-0.16483516483516483	0.5733464050131384	True	0.7056571138623242	GSE207422_sc_epithelial_pseudobulk	quartile
ZEB1	0.12321239579055618	0.6747473852568354	True	0.7496887074098875	GSE207422_sc_epithelial_pseudobulk	quartile
SNAI2	0.5609262375406879	0.03690485966944912	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	quartile
KRT5	0.37183740872507126	0.19049443095596733	True	0.3047910895295477	GSE207422_sc_epithelial_pseudobulk	quartile
KRT17	0.48571428571428577	0.07827588645863326	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	quartile
SPRR1B			False		GSE207422_sc_epithelial_pseudobulk	quartile
EPCAM	0.002197802197802198	0.9940505286658997	True	0.9940505286658997	GSE207422_sc_epithelial_pseudobulk	quartile
CLDN1	0.5164835164835165	0.058637163441278416	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	median
CLDN4	0.4901098901098901	0.07522006672685848	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	median
CLDN7	0.4065934065934066	0.14910193900151347	True	0.29820387800302695	GSE207422_sc_epithelial_pseudobulk	median
F11R	0.2175824175824176	0.45491937317003306	True	0.661700906429139	GSE207422_sc_epithelial_pseudobulk	median
PARD3	0.38461538461538464	0.17450875077509553	True	0.3047910895295477	GSE207422_sc_epithelial_pseudobulk	median
OCLN	-0.11208791208791209	0.7028331631967695	True	0.7496887074098875	GSE207422_sc_epithelial_pseudobulk	median
TJP1	0.4153846153846154	0.13966594751752584	True	0.29820387800302695	GSE207422_sc_epithelial_pseudobulk	median
CRB3	0.49890109890109896	0.0693635273971548	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	median
PARD6B	0.1956043956043956	0.5027500912969567	True	0.6703334550626089	GSE207422_sc_epithelial_pseudobulk	median
CDH1	0.47252747252747257	0.0879674246125423	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	median
VIM	-0.16483516483516483	0.5733464050131384	True	0.7056571138623242	GSE207422_sc_epithelial_pseudobulk	median
ZEB1	0.12321239579055618	0.6747473852568354	True	0.7496887074098875	GSE207422_sc_epithelial_pseudobulk	median
SNAI2	0.5609262375406879	0.03690485966944912	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	median
KRT5	0.37183740872507126	0.19049443095596733	True	0.3047910895295477	GSE207422_sc_epithelial_pseudobulk	median
KRT17	0.48571428571428577	0.07827588645863326	True	0.23457979896677947	GSE207422_sc_epithelial_pseudobulk	median
SPRR1B			False		GSE207422_sc_epithelial_pseudobulk	median
EPCAM	0.002197802197802198	0.9940505286658997	True	0.9940505286658997	GSE207422_sc_epithelial_pseudobulk	median
