term	rho	p	n_genes_present	q	cohort	split	bucket	expected	primary
CUSTOM_TJ_CORE	0.4458945974610197	1.9458771771853728e-24	25	2.724228048059522e-24	TCGA-SKCM	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.4437631420375806	3.4074284588165e-24	5	4.3367271294028176e-24	TCGA-SKCM	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7372565369936636	4.521709351019155e-82	30	3.165196545713408e-81	TCGA-SKCM	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.3368995388941831	5.4400361209375756e-14	15	5.4400361209375756e-14	TCGA-SKCM	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.5931915476596055	3.3916223522507347e-46	192	7.913785488585048e-46	TCGA-SKCM	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.4690369367731517	3.420193350960998e-27	194	5.320300768161552e-27	TCGA-SKCM	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.4109124811736986	1.1810524460457443e-20	127	1.3778945203867015e-20	TCGA-SKCM	median	TJ	UP	True
GOBP_CORNIFICATION	0.5447185253490949	7.993321061111566e-38	8	1.398831185694524e-37	TCGA-SKCM	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.7182920899611248	4.561079673140889e-76	229	1.5963778855993112e-75	TCGA-SKCM	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.3890716677137589	1.6543319111028408e-18	160	1.7815882119569053e-18	TCGA-SKCM	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.6767069980867124	1.72482482671972e-64	30	4.829509514815216e-64	TCGA-SKCM	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.7430659869329493	5.137068080252006e-84	79	7.191895312352808e-83	TCGA-SKCM	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7249233670310169	4.140615575361784e-78	167	1.9322872685021656e-77	TCGA-SKCM	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.5747165565130864	7.697765254984185e-43	76	1.539553050996837e-42	TCGA-SKCM	median	TJ	UP	True
CUSTOM_TJ_CORE	0.4458945974610197	1.9458771771853728e-24	25	2.724228048059522e-24	TCGA-SKCM	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.4437631420375806	3.4074284588165e-24	5	4.3367271294028176e-24	TCGA-SKCM	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7372565369936636	4.521709351019155e-82	30	3.165196545713408e-81	TCGA-SKCM	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.3368995388941831	5.4400361209375756e-14	15	5.4400361209375756e-14	TCGA-SKCM	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.34456366206020095	2.6501639659635404e-16	192	7.420459104697914e-16	TCGA-KIRC	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3097941183008744	2.552646213676196e-13	194	4.4671308739333433e-13	TCGA-KIRC	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.4059797476534273	1.4431872458560897e-22	127	2.0204621441985257e-21	TCGA-KIRC	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.16163690479374654	0.00017854352319816963	8	0.0001922776403672596	TCGA-KIRC	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.4016252581629543	4.450421276884806e-22	229	3.115294893819364e-21	TCGA-KIRC	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.29760834740720427	2.3119417897286655e-12	160	3.5963538951334795e-12	TCGA-KIRC	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.24642486831465402	8.168737164520267e-09	30	1.0396574573025795e-08	TCGA-KIRC	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.31330102534493437	1.3281078776520564e-13	79	2.656215755304113e-13	TCGA-KIRC	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.37488678592813457	3.1429798629086015e-19	167	1.1000429520180105e-18	TCGA-KIRC	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.38090038140417615	7.572291933364936e-20	76	3.533736235570303e-19	TCGA-KIRC	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.25632454411337763	1.920175389391828e-09	25	2.688245545148559e-09	TCGA-KIRC	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.1128783277764973	0.009101420011355962	5	0.009101420011355962	TCGA-KIRC	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.3267188617367961	1.0055402846170853e-14	30	2.3462606641065325e-14	TCGA-KIRC	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.21631484862609435	4.604281818941658e-07	15	5.371662122098601e-07	TCGA-KIRC	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.34456366206020095	2.6501639659635404e-16	192	7.420459104697914e-16	TCGA-KIRC	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3097941183008744	2.552646213676196e-13	194	4.4671308739333433e-13	TCGA-KIRC	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.4059797476534273	1.4431872458560897e-22	127	2.0204621441985257e-21	TCGA-KIRC	median	TJ	UP	True
GOBP_CORNIFICATION	0.16163690479374654	0.00017854352319816963	8	0.0001922776403672596	TCGA-KIRC	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.4016252581629543	4.450421276884806e-22	229	3.115294893819364e-21	TCGA-KIRC	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.29760834740720427	2.3119417897286655e-12	160	3.5963538951334795e-12	TCGA-KIRC	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.24642486831465402	8.168737164520267e-09	30	1.0396574573025795e-08	TCGA-KIRC	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.31330102534493437	1.3281078776520564e-13	79	2.656215755304113e-13	TCGA-KIRC	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.37488678592813457	3.1429798629086015e-19	167	1.1000429520180105e-18	TCGA-KIRC	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.38090038140417615	7.572291933364936e-20	76	3.533736235570303e-19	TCGA-KIRC	median	TJ	UP	True
CUSTOM_TJ_CORE	0.25632454411337763	1.920175389391828e-09	25	2.688245545148559e-09	TCGA-KIRC	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.1128783277764973	0.009101420011355962	5	0.009101420011355962	TCGA-KIRC	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.3267188617367961	1.0055402846170853e-14	30	2.3462606641065325e-14	TCGA-KIRC	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.21631484862609435	4.604281818941658e-07	15	5.371662122098601e-07	TCGA-KIRC	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.40591472265201983	1.7618619656668324e-07	192	4.1110112532226086e-07	TCGA-GBM	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5523009046560468	1.1247182908404588e-13	194	1.5746056071766422e-12	TCGA-GBM	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.13295557879332776	0.10021774250036965	127	0.10792679961578269	TCGA-GBM	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.2091641893296822	0.009231130286668734	8	0.011748711273942026	TCGA-GBM	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.3288780969452442	3.120849828592498e-05	229	5.461487200036872e-05	TCGA-GBM	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.17790168798455774	0.02728935791214927	160	0.031837584230840814	TCGA-GBM	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.35823813486309175	5.07343118452316e-06	30	1.014686236904632e-05	TCGA-GBM	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.30266418809754836	0.00013604924255613	79	0.00019046893957858202	TCGA-GBM	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.4281019148673703	3.054191846985723e-08	167	8.551737171560025e-08	TCGA-GBM	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.3155066376752896	6.727467380736214e-05	76	0.00010464949258922999	TCGA-GBM	quartile	TJ	UP	True
CUSTOM_TJ_CORE	-0.032908674362509244	0.6853537161970391	25	0.6853537161970392	TCGA-GBM	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.46271590618800873	1.5235161403479857e-09	5	1.06646129824359e-08	TCGA-GBM	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.4350299703706753	1.7210858436985815e-08	30	7.492454734922438e-08	TCGA-GBM	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.4324128509927373	2.1407013528349823e-08	15	7.492454734922438e-08	TCGA-GBM	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.40591472265201983	1.7618619656668324e-07	192	4.1110112532226086e-07	TCGA-GBM	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5523009046560468	1.1247182908404588e-13	194	1.5746056071766422e-12	TCGA-GBM	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.13295557879332776	0.10021774250036965	127	0.10792679961578269	TCGA-GBM	median	TJ	UP	True
GOBP_CORNIFICATION	0.2091641893296822	0.009231130286668734	8	0.011748711273942026	TCGA-GBM	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.3288780969452442	3.120849828592498e-05	229	5.461487200036872e-05	TCGA-GBM	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.17790168798455774	0.02728935791214927	160	0.031837584230840814	TCGA-GBM	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.35823813486309175	5.07343118452316e-06	30	1.014686236904632e-05	TCGA-GBM	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.30266418809754836	0.00013604924255613	79	0.00019046893957858202	TCGA-GBM	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.4281019148673703	3.054191846985723e-08	167	8.551737171560025e-08	TCGA-GBM	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.3155066376752896	6.727467380736214e-05	76	0.00010464949258922999	TCGA-GBM	median	TJ	UP	True
CUSTOM_TJ_CORE	-0.032908674362509244	0.6853537161970391	25	0.6853537161970392	TCGA-GBM	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.46271590618800873	1.5235161403479857e-09	5	1.06646129824359e-08	TCGA-GBM	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.4350299703706753	1.7210858436985815e-08	30	7.492454734922438e-08	TCGA-GBM	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.4324128509927373	2.1407013528349823e-08	15	7.492454734922438e-08	TCGA-GBM	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.40869565217391296	0.04738133753954188	192	0.05527822712946553	GSE207422_bulk	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.2782608695652174	0.1879713945221431	197	0.20243073256230795	GSE207422_bulk	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.548695652173913	0.005495481886180107	128	0.0076936746406521496	GSE207422_bulk	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.6930434782608694	0.00017392078071868137	9	0.0003043613662576924	GSE207422_bulk	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.7208695652173912	7.072723701422154e-05	237	0.00014145447402844308	GSE207422_bulk	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.46434782608695646	0.022259853513993694	175	0.02833072265417379	GSE207422_bulk	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.8521739130434782	1.2601850342386072e-07	32	5.8808634931135e-07	GSE207422_bulk	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.8669565217391304	4.250113483030366e-08	81	2.975079438121256e-07	GSE207422_bulk	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7434782608695651	3.1392153538121236e-05	172	7.324835825561623e-05	GSE207422_bulk	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.6852173913043478	0.0002201398452967733	78	0.0003424397593505362	GSE207422_bulk	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.8017391304347825	2.4797466868303154e-06	25	8.679113403906104e-06	GSE207422_bulk	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.9539130434782607	5.544061620769686e-13	5	7.76168626907756e-12	GSE207422_bulk	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7756521739130434	8.47031054713832e-06	30	2.3716869531987298e-05	GSE207422_bulk	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.12956521739130433	0.5462392692585831	15	0.5462392692585831	GSE207422_bulk	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.40869565217391296	0.04738133753954188	192	0.05527822712946553	GSE207422_bulk	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.2782608695652174	0.1879713945221431	197	0.20243073256230795	GSE207422_bulk	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.548695652173913	0.005495481886180107	128	0.0076936746406521496	GSE207422_bulk	median	TJ	UP	True
GOBP_CORNIFICATION	0.6930434782608694	0.00017392078071868137	9	0.0003043613662576924	GSE207422_bulk	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.7208695652173912	7.072723701422154e-05	237	0.00014145447402844308	GSE207422_bulk	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.46434782608695646	0.022259853513993694	175	0.02833072265417379	GSE207422_bulk	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.8521739130434782	1.2601850342386072e-07	32	5.8808634931135e-07	GSE207422_bulk	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.8669565217391304	4.250113483030366e-08	81	2.975079438121256e-07	GSE207422_bulk	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7434782608695651	3.1392153538121236e-05	172	7.324835825561623e-05	GSE207422_bulk	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.6852173913043478	0.0002201398452967733	78	0.0003424397593505362	GSE207422_bulk	median	TJ	UP	True
CUSTOM_TJ_CORE	0.8017391304347825	2.4797466868303154e-06	25	8.679113403906104e-06	GSE207422_bulk	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.9539130434782607	5.544061620769686e-13	5	7.76168626907756e-12	GSE207422_bulk	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7756521739130434	8.47031054713832e-06	30	2.3716869531987298e-05	GSE207422_bulk	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.12956521739130433	0.5462392692585831	15	0.5462392692585831	GSE207422_bulk	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	-0.08808857354489102	0.18700705562715816	190	0.2013922137523242	GSE31210	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.19497563447818797	0.003248681140149045	196	0.0037901279968405523	GSE31210	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.20746013800631552	0.0017144341080633186	128	0.0021820070466260417	GSE31210	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.0576013930581004	0.38876844988495646	6	0.38876844988495646	GSE31210	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.3441420087585929	1.1088151608246452e-07	203	2.5872353752575054e-07	GSE31210	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.2591498707002976	8.086364825029753e-05	164	0.00016172729650059506	GSE31210	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4405073226514885	3.8144962219675795e-12	29	2.6701473553773056e-11	GSE31210	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.38997154107052356	1.261953801920896e-09	54	3.533470645378509e-09	GSE31210	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.3980970202591192	5.294432290121165e-10	143	1.8530513015424076e-09	GSE31210	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2560705885410576	9.88684475186251e-05	75	0.00017301978315759393	GSE31210	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.41384897274960036	9.180043131695715e-11	24	4.284020128124667e-10	GSE31210	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.5059872909438229	4.279874805787592e-16	5	5.991824728102628e-15	GSE31210	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.23747534209192625	0.0003158955480651209	26	0.0004913930747679658	GSE31210	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	-0.217068080516679	0.0010219869214287166	15	0.0014307816900002031	GSE31210	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	-0.08808857354489102	0.18700705562715816	190	0.2013922137523242	GSE31210	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.19497563447818797	0.003248681140149045	196	0.0037901279968405523	GSE31210	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.20746013800631552	0.0017144341080633186	128	0.0021820070466260417	GSE31210	median	TJ	UP	True
GOBP_CORNIFICATION	0.0576013930581004	0.38876844988495646	6	0.38876844988495646	GSE31210	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.3441420087585929	1.1088151608246452e-07	203	2.5872353752575054e-07	GSE31210	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.2591498707002976	8.086364825029753e-05	164	0.00016172729650059506	GSE31210	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4405073226514885	3.8144962219675795e-12	29	2.6701473553773056e-11	GSE31210	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.38997154107052356	1.261953801920896e-09	54	3.533470645378509e-09	GSE31210	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.3980970202591192	5.294432290121165e-10	143	1.8530513015424076e-09	GSE31210	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2560705885410576	9.88684475186251e-05	75	0.00017301978315759393	GSE31210	median	TJ	UP	True
CUSTOM_TJ_CORE	0.41384897274960036	9.180043131695715e-11	24	4.284020128124667e-10	GSE31210	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.5059872909438229	4.279874805787592e-16	5	5.991824728102628e-15	GSE31210	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.23747534209192625	0.0003158955480651209	26	0.0004913930747679658	GSE31210	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	-0.217068080516679	0.0010219869214287166	15	0.0014307816900002031	GSE31210	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.14415584415584418	0.5330058743165694	192	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.13896103896103898	0.5480180624883647	198	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.20649350649350648	0.3691521306594588	128	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	TJ	UP	True
GOBP_CORNIFICATION	-0.03896103896103896	0.8668411213715634	9	0.8668411213715634	GSE131907_malignant_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.1974025974025974	0.39105475294328795	221	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.23376623376623373	0.3077875466640504	163	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.2584415584415584	0.2579885873988545	32	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.15584415584415584	0.49994447453114993	68	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.29740259740259745	0.19043999754486568	158	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.274025974025974	0.22935235226578057	77	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.2831168831168831	0.2136478036513266	25	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.38831168831168833	0.08194343705246764	5	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.14675324675324675	0.5255721976110102	30	0.6393544062364255	GSE131907_malignant_pseudobulk	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.12077922077922078	0.6020154473326507	15	0.6483243278967007	GSE131907_malignant_pseudobulk	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.14415584415584418	0.5330058743165694	192	0.6393544062364255	GSE131907_malignant_pseudobulk	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.13896103896103898	0.5480180624883647	198	0.6393544062364255	GSE131907_malignant_pseudobulk	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.20649350649350648	0.3691521306594588	128	0.6393544062364255	GSE131907_malignant_pseudobulk	median	TJ	UP	True
GOBP_CORNIFICATION	-0.03896103896103896	0.8668411213715634	9	0.8668411213715634	GSE131907_malignant_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.1974025974025974	0.39105475294328795	221	0.6393544062364255	GSE131907_malignant_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.23376623376623373	0.3077875466640504	163	0.6393544062364255	GSE131907_malignant_pseudobulk	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.2584415584415584	0.2579885873988545	32	0.6393544062364255	GSE131907_malignant_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.15584415584415584	0.49994447453114993	68	0.6393544062364255	GSE131907_malignant_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.29740259740259745	0.19043999754486568	158	0.6393544062364255	GSE131907_malignant_pseudobulk	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.274025974025974	0.22935235226578057	77	0.6393544062364255	GSE131907_malignant_pseudobulk	median	TJ	UP	True
CUSTOM_TJ_CORE	0.2831168831168831	0.2136478036513266	25	0.6393544062364255	GSE131907_malignant_pseudobulk	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.38831168831168833	0.08194343705246764	5	0.6393544062364255	GSE131907_malignant_pseudobulk	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.14675324675324675	0.5255721976110102	30	0.6393544062364255	GSE131907_malignant_pseudobulk	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.12077922077922078	0.6020154473326507	15	0.6483243278967007	GSE131907_malignant_pseudobulk	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.8065934065934066	0.0004911128961691058	187	0.0034377902731837404	GSE207422_sc_epithelial_pseudobulk	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3494505494505495	0.22068999774644735	192	0.3051900756001402	GSE207422_sc_epithelial_pseudobulk	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.26593406593406593	0.3581134003647862	115	0.4036435887938143	GSE207422_sc_epithelial_pseudobulk	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.4813186813186813	0.08141829504280486	4	0.12665068117769646	GSE207422_sc_epithelial_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6791208791208792	0.00756225703114548	166	0.01512451406229096	GSE207422_sc_epithelial_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.3362637362637363	0.239792202257253	157	0.3051900756001402	GSE207422_sc_epithelial_pseudobulk	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.8065934065934066	0.0004911128961691058	29	0.0034377902731837404	GSE207422_sc_epithelial_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.7494505494505495	0.002030145549100647	29	0.007105509421852264	GSE207422_sc_epithelial_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7802197802197802	0.0009944938002309496	110	0.004640971067744431	GSE207422_sc_epithelial_pseudobulk	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2571428571428571	0.3748119038799704	68	0.4036435887938143	GSE207422_sc_epithelial_pseudobulk	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.0857142857142857	0.7707850311186758	25	0.7707850311186758	GSE207422_sc_epithelial_pseudobulk	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.5736263736263736	0.03197081397639697	5	0.0559489244586947	GSE207422_sc_epithelial_pseudobulk	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7142857142857143	0.004104409161880231	17	0.009576954711053872	GSE207422_sc_epithelial_pseudobulk	quartile	KERATIN_BARRIER	UP	True
