tf	target	resource	confidence	effect	reference	program	note
STAT2	ATP13A1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	BST2	DoRothEA	A	Activation	CollecTRI2:35522620	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	CFB	DoRothEA	A	Activation	CollecTRI2:16689942;CollecTRI:16689942;DoRothEA:16689942	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	CMTR1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	DDX60L	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	DHX58	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	DTX3L	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	EIF2AK2	DoRothEA	B	Activation	CollecTRI:12954221;CollecTRI2:26061044;CollecTRI2:18220274;CollecTRI2:12954221	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	EPSTI1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	FAM111A	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IFI35	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IFIT3	DoRothEA	A	Activation	CollecTRI2:19351818;TRRUST:20403236;CollecTRI:20403236;CollecTRI2:24223959;CollecTRI2:21056555;CollecTRI2:20403236;CollecTRI:19351818;CollecTRI:20137113;CollecTRI:21056555;TRRUST:19351818;CollecTRI2:20137113	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IRF1	DoRothEA	A	Activation	HTRIdb:8647845;TRRUST:8647845;CollecTRI2:8621447;CollecTRI:8647845;CollecTRI2:8647845;CollecTRI:9218597;CollecTRI:8621447;CollecTRI2:11804954	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	IRF7	DoRothEA	A	Activation	CollecTRI2:22305622;CollecTRI2:12768031;CollecTRI2:17374731;CollecTRI2:17855549;CollecTRI:12768031;CollecTRI2:35013241;DoRothEA:10924517;CollecTRI2:30574148;CollecTRI2:21268015;CollecTRI2:12077266	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	ISG15	DoRothEA	B	Activation	CollecTRI2:17855549;CollecTRI2:35522620;CollecTRI2:30599904;CollecTRI2:36713190	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	MOV10	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	MX1	DoRothEA	A	Activation	CollecTRI2:17855549	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	MYD88	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OAS1	DoRothEA	A	Activation	CollecTRI2:22305622;CollecTRI:22305621;CollecTRI2:22305621;CollecTRI2:26061044	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OAS2	DoRothEA	A	Activation	CollecTRI2:25564224	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OAS3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	OASL	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PARP10	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PARP14	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PARP9	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PIM1	DoRothEA	B	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PML	DoRothEA	A	Activation	CollecTRI:17062732;TRRUST:17062732;CollecTRI2:17062732;DoRothEA:17062732;HTRIdb:17062732	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	PSMB8	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SAMD9	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SOCS1	DoRothEA	B	Repression	CollecTRI2:29379210;CollecTRI2:36775570;CollecTRI2:17579067;CollecTRI2:34725437	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SP110	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	SP140L	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	STAT1	DoRothEA	B	Activation	CollecTRI2:25564224;CollecTRI2:9121453;TRRUST:21498520;CollecTRI2:21498520;CollecTRI2:11316742;CollecTRI2:35776779;CollecTRI:21498520;CollecTRI2:9804758;CollecTRI2:15668228;DoRothEA:21498520;CollecTRI2:30940163;CollecTRI2:25588716;CollecTRI2:33457079;CollecTRI2:12509459;CollecTRI2:9933596	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	TAP2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	TRIM21	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	TRIM56	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	USF1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	XAF1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT2	CCL2	TRRUST_v2		Unknown	17167270	IFN	curated literature TF-target; not a ChIP peak
STAT2	IFIT3	TRRUST_v2		Unknown	19351818;20403236	IFN	curated literature TF-target; not a ChIP peak
STAT2	IFNA1	TRRUST_v2		Unknown	15827155	IFN	curated literature TF-target; not a ChIP peak
STAT2	IRF1	TRRUST_v2		Activation	8647845	IFN	curated literature TF-target; not a ChIP peak
STAT2	NOS2	TRRUST_v2		Activation	12586443	IFN	curated literature TF-target; not a ChIP peak
STAT2	PML	TRRUST_v2		Unknown	17062732	IFN	curated literature TF-target; not a ChIP peak
STAT2	PTGS2	TRRUST_v2		Activation	12586443	IFN	curated literature TF-target; not a ChIP peak
STAT2	RCAN1	TRRUST_v2		Unknown	22426484	IFN	curated literature TF-target; not a ChIP peak
STAT2	SCARB1	TRRUST_v2		Unknown	17998316	IFN	curated literature TF-target; not a ChIP peak
STAT2	SCARB2	TRRUST_v2		Unknown	17998316	IFN	curated literature TF-target; not a ChIP peak
STAT2	STAT1	TRRUST_v2		Unknown	21498520	IFN	curated literature TF-target; not a ChIP peak
IRF1	ACHE	CollecTRI		Activation	CollecTRI:10764778	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	AGTR2	CollecTRI		Activation	CollecTRI2:20596758;CollecTRI2:7650042;CollecTRI:7650042;CollecTRI2:11924718;CollecTRI:20596758;CollecTRI2:30082820;CollecTRI2:19618605;CollecTRI2:32514012;CollecTRI2:9115258;CollecTRI2:10666420	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	AKT1	CollecTRI		Repression	CollecTRI2:18472010;CollecTRI:18472010;CollecTRI2:20957335	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	BBC3	CollecTRI		Activation	CollecTRI2:32517688;CollecTRI2:19851330;CollecTRI2:25497010;CollecTRI2:20075864;CollecTRI:19851330;CollecTRI2:22021910;CollecTRI2:21817116	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	BCL2	CollecTRI		Repression	CollecTRI2:11359801;DoRothEA:10918594;CollecTRI2:20457620;CollecTRI:11359801;CollecTRI2:17363571;TRRUST:10918594;CollecTRI2:19362089;CollecTRI2:10918594;CollecTRI:10918594	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	BCL2L2	CollecTRI		Repression	CollecTRI:20457620;CollecTRI2:20457620	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	BIRC3	CollecTRI		Activation	CollecTRI:23271966;CollecTRI2:10751398;CollecTRI:10751398	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	BIRC5	CollecTRI		Repression	CollecTRI2:15548708;CollecTRI:15548708;CollecTRI2:24220851	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	BLMH	CollecTRI		Activation	DoRothEA:21190945;CollecTRI:21190945;HTRIdb:21190945;CollecTRI2:21190945	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	C1R	CollecTRI		Activation	CollecTRI:17159910;CollecTRI2:17159910	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	C4B_2	CollecTRI		Activation	CollecTRI:21345967	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CAMK4	CollecTRI		Activation	CollecTRI:11675374;CollecTRI:11464288;CollecTRI:10557076;CollecTRI:10956389;CollecTRI:12493643	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CASP1	CollecTRI		Activation	CollecTRI:11180100;CollecTRI2:11948692;CollecTRI2:17725714;CollecTRI2:28975621;CollecTRI2:8954078;CollecTRI:16135520;CollecTRI2:21257209;CollecTRI2:12680251;CollecTRI:15467738;CollecTRI2:28564495;CollecTRI2:9420296;CollecTRI2:36384204;CollecTRI2:11180100;CollecTRI:11948692;CollecTRI2:33971110;Collec	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CASP7	CollecTRI		Activation	DoRothEA:10918594;CollecTRI2:12584735;CollecTRI2:19642896;TRRUST:10918594;CollecTRI2:10918594;CollecTRI:10918594	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CASP8	CollecTRI		Activation	CollecTRI:23255602;CollecTRI:22427665;CollecTRI2:14993214;CollecTRI2:20457620;CollecTRI2:21389130;CollecTRI:14993214;DoRothEA:17036321;CollecTRI2:17036321;CollecTRI2:23255602;CollecTRI2:11948413;CollecTRI:17036321;HTRIdb:17036321;CollecTRI2:22427665	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CASP9	CollecTRI		Activation	CollecTRI:19362089;CollecTRI2:19362089	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCL19	CollecTRI		Activation	CollecTRI2:33424012;CollecTRI2:17182562;CollecTRI:17182562	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCL2	CollecTRI		Activation	CollecTRI2:26674566;CollecTRI:21760952;CollecTRI2:18923432;CollecTRI2:25501823;CollecTRI2:12947309;CollecTRI2:38194130;CollecTRI2:36127734;CollecTRI2:21760952;CollecTRI:11888675;CollecTRI2:19756487	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCL4	CollecTRI		Activation	CollecTRI:10358173;CollecTRI2:32508531;CollecTRI2:15381199	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCL5	CollecTRI		Activation	DoRothEA:10385645;CollecTRI2:32508531;CollecTRI2:10926836;CollecTRI2:11413310;CollecTRI:15860458;CollecTRI2:16707500;CollecTRI:11413310;CollecTRI2:31235522;CollecTRI2:32853398;CollecTRI:10713367;CollecTRI:10926836;CollecTRI2:10713367;CollecTRI:16707500;CollecTRI2:25505250;CollecTRI:10385645;CollecTR	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCNB1	CollecTRI		Repression	CollecTRI:22200613;TRRUST:22200613;CollecTRI2:22200613;DoRothEA:22200613	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCND1	CollecTRI		Repression	CollecTRI:17409403;CollecTRI2:24119616;CollecTRI2:7579440;CollecTRI2:21368870;CollecTRI2:17363571;CollecTRI2:17409403;CollecTRI2:21817116	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCNE1	CollecTRI		Repression	CollecTRI:22200613;TRRUST:22200613;CollecTRI2:22200613;DoRothEA:22200613	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CCR5	CollecTRI		Activation	CollecTRI2:18511806;CollecTRI:18511806;CollecTRI2:15381199	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CD200	CollecTRI		Activation	CollecTRI:19386363;CollecTRI2:19386363	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CD274	CollecTRI		Activation	CollecTRI2:16413538;CollecTRI2:30956773;CollecTRI2:28123883;CollecTRI2:35289334;CollecTRI2:32696094;CollecTRI2:25465101;CollecTRI:16413538;CollecTRI2:30269996;CollecTRI2:32700091;CollecTRI2:34786183;CollecTRI2:36929753;CollecTRI2:38038129;CollecTRI2:31379842;CollecTRI2:30035369;CollecTRI2:29170499;C	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CD38	CollecTRI		Activation	CollecTRI:17947510;CollecTRI2:32617521;CollecTRI2:21740303;CollecTRI2:10505750;CollecTRI2:34301753;CollecTRI2:17947510;CollecTRI2:19805480	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CD40	CollecTRI		Activation	CollecTRI2:18694960;CollecTRI2:12426205;CollecTRI2:11781233;CollecTRI2:19433065;TRRUST:18694960;CollecTRI:18694960;DoRothEA:18694960;CollecTRI2:12759449	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CD74	CollecTRI		Activation	CollecTRI:17395590;CollecTRI2:37818353	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CD80	CollecTRI		Activation	CollecTRI:19433065;CollecTRI2:19433065	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CDK1	CollecTRI		Repression	CollecTRI:22200613;TRRUST:22200613;CollecTRI2:22200613;DoRothEA:22200613	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CDK2	CollecTRI		Repression	CollecTRI2:22200613;CollecTRI2:24119616;CollecTRI2:21368870;DoRothEA:22200613;CollecTRI2:12732645;CollecTRI:22200613;TRRUST:22200613;CollecTRI2:16679314;CollecTRI:12732645	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CDK4	CollecTRI		Repression	CollecTRI2:22200613;CollecTRI2:24119616;DoRothEA:22200613;CollecTRI:22200613;TRRUST:22200613	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CDKN1A	CollecTRI		Activation	TRRUST:12531694;CollecTRI2:12499398;CollecTRI2:10321737;DoRothEA:12531694;CollecTRI2:12420214;CollecTRI2:15205326;CollecTRI2:17363571;CollecTRI2:15705876;CollecTRI2:12531694;CollecTRI:15509808;TRRUST:12420214;CollecTRI2:11350897;CollecTRI:12531694;CollecTRI2:9618305;CollecTRI2:22200613;CollecTRI2:10	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CEACAM1	CollecTRI		Activation	CollecTRI2:24650050;CollecTRI2:21050451;DoRothEA:21050451;CollecTRI2:31911850;CollecTRI2:29720400;CollecTRI2:8910434;CollecTRI:21050451;HTRIdb:21050451;TRRUST:21050451	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CIITA	CollecTRI		Activation	CollecTRI2:17395590;TRRUST:11464288;CollecTRI:10202014;CollecTRI:10557076;CollecTRI2:33619341;CollecTRI:10956389;CollecTRI2:12493643;CollecTRI2:35760800;CollecTRI:9916712;CollecTRI2:10505975;CollecTRI:17395590;TRRUST:10557076;CollecTRI2:11953317;TRRUST:10202014;CollecTRI2:11981818;TRRUST:9916712;Col	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	COL1A2	CollecTRI		Repression	CollecTRI:17142024;CollecTRI2:17142024	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CREBBP	CollecTRI		Activation	CollecTRI:15355347;CollecTRI:10570299;CollecTRI2:10733899;CollecTRI:15659847	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CSF3	CollecTRI		Activation	CollecTRI:11716756	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CTNND1	CollecTRI		Activation	CollecTRI:11703094	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CTSS	CollecTRI		Activation	CollecTRI2:29192143;CollecTRI:11970993;CollecTRI2:22761382;CollecTRI2:33754020;CollecTRI2:37002866;CollecTRI2:24940638;CollecTRI2:11970993	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CXCL10	CollecTRI		Activation	CollecTRI2:24838750;CollecTRI2:32508531;CollecTRI2:33689775;CollecTRI2:19541350;CollecTRI:9794404;CollecTRI2:17255201;CollecTRI2:19929594;CollecTRI2:25452308;CollecTRI:9858321;CollecTRI2:28318762;CollecTRI:19541350;CollecTRI:16253303;CollecTRI:19342664;DoRothEA:19342664;CollecTRI:19929594;CollecTRI:	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CXCL11	CollecTRI		Activation	CollecTRI2:17202361;CollecTRI2:17274000;CollecTRI:17202361;CollecTRI2:17255201	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CXCL14	CollecTRI		Activation	CollecTRI:19929594	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CXCL8	CollecTRI		Activation	CollecTRI2:26674566;CollecTRI2:21979142;CollecTRI2:31226272;CollecTRI2:25501823;CollecTRI:15057743;CollecTRI2:12561382;CollecTRI2:18723827;CollecTRI2:18198374;CollecTRI2:15057743;CollecTRI2:25887375;CollecTRI:18723827	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	CYBB	CollecTRI		Activation	CollecTRI2:11483597;CollecTRI2:9593745;HTRIdb:9593745;TRRUST:9593745;CollecTRI2:10570299;CollecTRI2:11781315;DoRothEA:9593745;CollecTRI:9593745;CollecTRI2:8798551	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	DOT1L	CollecTRI		Activation	CollecTRI:22002246	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	DST	CollecTRI		Repression	CollecTRI2:15560761;DoRothEA:15560761;TRRUST:15560761;CollecTRI:15560761;SIGNOR:15560761	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	E2F1	CollecTRI		Repression	CollecTRI:22200613;TRRUST:22200613;CollecTRI2:22200613;DoRothEA:22200613	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	EGFR	CollecTRI		Activation	CollecTRI:9708917;CollecTRI2:9708917	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	EIF2AK2	CollecTRI		Activation	CollecTRI:8622878;CollecTRI2:9333018;CollecTRI2:11694524;CollecTRI2:7543195;CollecTRI2:21389130;TRRUST:8622878;CollecTRI2:19606498;CollecTRI2:8622878;CollecTRI2:9029159;CollecTRI:7543195;DoRothEA:8622878;CollecTRI:9333018	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	ERAP2	CollecTRI		Activation	TRRUST:15691326;DoRothEA:15691326;CollecTRI:15691326;CollecTRI2:15691326	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	FASLG	CollecTRI		Activation	TRRUST:14563113;CollecTRI2:10725705;CollecTRI:10725705;CollecTRI2:14563113;DoRothEA:14563113;CollecTRI:14563113;CollecTRI2:11801659;CollecTRI:11801659	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	FGFR1	CollecTRI		Activation	CollecTRI:11278666;CollecTRI:22002246;CollecTRI:18514056;CollecTRI:9540062	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	FOXP3	CollecTRI		Repression	CollecTRI:18641303;CollecTRI2:18641303;CollecTRI:21219575;TRRUST:18641303;CollecTRI2:21219575;CollecTRI2:28113084	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	GABRA6	CollecTRI		Activation	CollecTRI:1614874	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	GAST	CollecTRI		Activation	CollecTRI:9491997;CollecTRI:9795374;CollecTRI2:12493643;CollecTRI:12466898	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	GBP2	CollecTRI		Activation	CollecTRI:17293456;CollecTRI2:25347735;CollecTRI2:19003964;CollecTRI2:32796022;CollecTRI:19003964;CollecTRI2:7823961;CollecTRI2:10446388;CollecTRI2:17293456;CollecTRI2:34418997	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	GBP5	CollecTRI		Activation	CollecTRI:25774715;CollecTRI2:25774715	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	GHRHR	CollecTRI		Activation	CollecTRI:18395009	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	GPT	CollecTRI		Activation	CollecTRI:19628072;CollecTRI2:19628072	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	HLA-A	CollecTRI		Activation	DoRothEA:19428110;CollecTRI:19428110;TRRUST:19428110;CollecTRI2:19428110	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	HLA-E	CollecTRI		Activation	CollecTRI:11777545;CollecTRI:8990383;CollecTRI2:11137213;CollecTRI:14530341;CollecTRI:9858567	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	HLA-G	CollecTRI		Activation	CollecTRI2:11087747;TRRUST:11087747;CollecTRI2:11137213;CollecTRI2:19758196;CollecTRI:19758196;CollecTRI:11087747;DoRothEA:11087747;HTRIdb:11087747;CollecTRI2:12183445	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	HSPA4	CollecTRI		Activation	CollecTRI:23419754	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	ICAM1	CollecTRI		Activation	CollecTRI2:36834715;CollecTRI2:23085565;CollecTRI2:16410367;CollecTRI:7509445	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IDO1	CollecTRI		Activation	CollecTRI2:9731757;CollecTRI2:16931033;CollecTRI2:11796621;CollecTRI2:36445328;CollecTRI2:35120895;CollecTRI2:25792183;CollecTRI:22424783;CollecTRI2:10714548;CollecTRI2:22424783;CollecTRI2:10446388;CollecTRI2:27994058;CollecTRI:9731757;CollecTRI2:35127252;CollecTRI2:10926204;CollecTRI2:8027591;Colle	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFI35	CollecTRI		Activation	CollecTRI2:33907823;CollecTRI2:34082779;CollecTRI2:23226549;CollecTRI:23226549	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFIT3	CollecTRI		Activation	CollecTRI2:19351818;CollecTRI2:21056555;CollecTRI:19351818;CollecTRI:20137113;DoRothEA:21056555;CollecTRI:21056555;CollecTRI2:20137113;TRRUST:21056555;CollecTRI2:34418997	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNA1	CollecTRI		Activation	CollecTRI:7606736;CollecTRI:9078371;CollecTRI:12077266;CollecTRI2:10321737;CollecTRI2:27012395;CollecTRI:11473119;CollecTRI:1371248;CollecTRI:2911367;CollecTRI:8621447;CollecTRI2:17785777;CollecTRI2:1279237;CollecTRI:8062214;CollecTRI2:35933044;CollecTRI:9625761;CollecTRI2:37564646;CollecTRI:1614874	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNA14	CollecTRI		Activation	CollecTRI2:15699120;CollecTRI:15699120	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNA16	CollecTRI		Activation	CollecTRI:1614874	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNA2	CollecTRI		Activation	CollecTRI2:11473119;CollecTRI2:8226947;CollecTRI2:10200596;CollecTRI:11473119	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNA4	CollecTRI		Activation	CollecTRI2:8226947;CollecTRI:1614874;CollecTRI2:9446577;CollecTRI2:9707562;CollecTRI:9446577;CollecTRI:9707562;CollecTRI2:1614874;CollecTRI2:8524823;CollecTRI2:9786932;CollecTRI:9786932;CollecTRI2:17785777;CollecTRI:17785777	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNA6	CollecTRI		Activation	CollecTRI2:8226947;CollecTRI2:9786932;CollecTRI:9786932	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNB1	CollecTRI		Activation	CollecTRI:12077266;CollecTRI:9707562;CollecTRI2:7843405;CollecTRI2:20709399;CollecTRI2:10377478;CollecTRI:11846971;CollecTRI2:30269029;CollecTRI2:14741697;CollecTRI2:31156620;CollecTRI2:1793735;CollecTRI:22547704;CollecTRI2:9865486;CollecTRI2:18575764;CollecTRI:1793735;CollecTRI2:10848607;CollecTRI2	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNG	CollecTRI		Activation	CollecTRI2:24200694;CollecTRI:10334391;CollecTRI2:13678429;CollecTRI:12429737;CollecTRI2:37199578;CollecTRI:23811275;CollecTRI:14993214;CollecTRI2:15511228;CollecTRI:15860458;CollecTRI:16135520;CollecTRI:17036321;CollecTRI:12479817;CollecTRI:16931033;CollecTRI2:11854220;CollecTRI:17018642;CollecTRI:	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNGR1	CollecTRI		Activation	CollecTRI:17030574;CollecTRI:9024990;CollecTRI2:17030574	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNL1	CollecTRI		Activation	CollecTRI2:23405030;CollecTRI2:29619982;CollecTRI:22058416;CollecTRI:23405030;CollecTRI2:17785777;CollecTRI:17785777;CollecTRI2:22058416	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IFNL3	CollecTRI		Activation	CollecTRI2:17785777;CollecTRI:17785777;CollecTRI:10200596	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IGBP1	CollecTRI		Activation	CollecTRI:1614874	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IL10	CollecTRI		Activation	CollecTRI:12817009;CollecTRI2:27176664;CollecTRI:28166218;CollecTRI2:28166218;CollecTRI2:8543815;CollecTRI2:12817009;CollecTRI2:10972849;CollecTRI2:31785814;TRRUST:12817009;PAZAR:12817009	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	IL12A	CollecTRI		Activation	CollecTRI:15240709;CollecTRI:16622221;TRRUST:16622221;CollecTRI:22904313;CollecTRI2:16622221;CollecTRI2:16824573;CollecTRI2:11698437;CollecTRI:16824573;CollecTRI:12517966;CollecTRI:14568984;CollecTRI2:22904313;CollecTRI2:10415056;CollecTRI2:24721577;CollecTRI2:16219795;CollecTRI:16219795;CollecTRI:1	IFN_MHC	CollecTRI via OmniPath; not a lung ChIP peak
