tf	target	resource	confidence	effect	reference	program	note
STAT1	B3GAT3	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BANP	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BAX	DoRothEA	A	Activation	CollecTRI2:17346710;CollecTRI:17346710;CollecTRI:20567883;CollecTRI2:29859868;CollecTRI2:14602726;CollecTRI2:19528263;DoRothEA:17346710;TRRUST:17346710;CollecTRI2:23703473;CollecTRI2:30779746;CollecTRI2:17548649;CollecTRI2:35367814;CollecTRI2:19801665;CollecTRI2:30584667;CollecTRI:19801665;CollecTRI	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BCAR3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BCAT1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BCL11A	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BCL2	DoRothEA	A	Activation	CollecTRI2:25438156;CollecTRI2:30235866;CollecTRI2:23471820;CollecTRI2:19528263;CollecTRI2:25811609;CollecTRI2:35879405;CollecTRI2:35367814;CollecTRI2:10866494;CollecTRI2:26265185;CollecTRI2:19495772;CollecTRI2:22838736	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BCL3	DoRothEA	B	Activation	CollecTRI2:37151134	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BCL6	DoRothEA	A	Activation	CollecTRI2:29853448;CollecTRI:19122651;CollecTRI2:15596057;CollecTRI2:28368400;CollecTRI:15596057;CollecTRI2:35503721;DoRothEA:15596057;CollecTRI2:24489092;CollecTRI2:35713502;CollecTRI2:35191465;CollecTRI2:32411135;CollecTRI2:19122651;CollecTRI2:23447690;CollecTRI2:29510136	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BCOR	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BHLHE40	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BIN1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BLVRA	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BRD8	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BST2	DoRothEA	A	Activation	CollecTRI:19122651;CollecTRI2:19122651;CollecTRI2:31957537;CollecTRI2:36929425;CollecTRI2:26311886	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	BTBD1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CACNA1A	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CASP4	DoRothEA	A	Activation	CollecTRI2:21530491;CollecTRI:12198138;CollecTRI2:12198138;CollecTRI:21530491	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CASP7	DoRothEA	B	Activation	CollecTRI2:15123634	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CASP8	DoRothEA	B	Activation	CollecTRI2:16886176;CollecTRI2:17565448;CollecTRI2:11948413;CollecTRI2:27987139;CollecTRI:17565448	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CAST	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCDC12	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCDC88C	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCL2	DoRothEA	A	Activation	CollecTRI:12488502;CollecTRI2:12388243;CollecTRI2:17255531;CollecTRI2:37237244;CollecTRI2:26003840;CollecTRI2:16046307;CollecTRI2:23542035;TRRUST:12388243;CollecTRI2:34724561;CollecTRI2:24760883;CollecTRI2:25847994;CollecTRI2:24451065;CollecTRI2:22558273;CollecTRI2:28391993;CollecTRI2:17167270;Colle	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCL3	DoRothEA	A	Activation	CollecTRI2:16628196;CollecTRI:16628196;TRRUST:16628196;CollecTRI2:36630565;CollecTRI2:26003840;CollecTRI2:27258786;CollecTRI2:23431040;DoRothEA:16628196	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCND1	DoRothEA	A	Activation	CollecTRI2:21084836;CollecTRI2:26617467;CollecTRI2:35022996;CollecTRI2:25438156;CollecTRI2:29079187;CollecTRI:21084836;CollecTRI2:12963127;CollecTRI2:37456256;CollecTRI2:17981761;CollecTRI2:27499259;CollecTRI2:23123471;CollecTRI2:23950841	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCND2	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCND3	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCR1	DoRothEA	A	Activation	TRRUST:16628196;CollecTRI:16628196;DoRothEA:16628196;CollecTRI2:16628196	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CCR5	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CD180	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CD274	DoRothEA	A	Activation	CollecTRI2:28612255;CollecTRI2:31310587;CollecTRI2:36056297;CollecTRI2:30425059;CollecTRI2:35456965;CollecTRI2:35595823;CollecTRI2:25465101;CollecTRI2:30269996;CollecTRI2:30035369;CollecTRI2:34522232;CollecTRI2:36931170;CollecTRI2:33171124;CollecTRI2:27378243;CollecTRI2:34445462;CollecTRI2:35196085;	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CD40	DoRothEA	A	Activation	TRRUST:15182726;CollecTRI2:12426205;CollecTRI2:11781233;CollecTRI:15182726;CollecTRI:20006573;CollecTRI:10403401;CollecTRI:17660512;CollecTRI2:15182726;CollecTRI:16020513;CollecTRI2:10823830;CollecTRI:10823830;CollecTRI2:12754213;CollecTRI:16571771;CollecTRI2:30878028;CollecTRI2:14764699;CollecTRI:1	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CD44	DoRothEA	B	Activation	CollecTRI2:36732759;CollecTRI2:33047155	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CD82	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CD83	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CD86	DoRothEA	A	Activation	CollecTRI2:12759242;CollecTRI2:17503042;CollecTRI2:10773351;HTRIdb:10773351;PAZAR:10773351;TRRUST:10773351;CollecTRI2:14764699;CollecTRI:10773351	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDC42EP3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDC42SE2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDC7	DoRothEA	A	Repression	DoRothEA:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDH23	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDK19	DoRothEA	B	Activation	CollecTRI2:32752128	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDK5RAP2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDK6	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CDKN1A	DoRothEA	A	Activation	CollecTRI2:12705898;CollecTRI2:16567182;CollecTRI2:12058171;CollecTRI2:36154299;CollecTRI2:10023678;CollecTRI2:20738848;CollecTRI2:10825242;CollecTRI:11162600;CollecTRI2:12162406;CollecTRI2:21871555;CollecTRI2:21084836;CollecTRI:21307941;CollecTRI2:15073186;CollecTRI2:22797886;CollecTRI2:22262126;Co	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CEBPE	DoRothEA	A	Activation	CollecTRI:16918696;TRRUST:16918696;DoRothEA:16918696;CollecTRI2:16918696	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CELF1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CEMIP2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CFAP46	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CFB	DoRothEA	B	Activation	CollecTRI2:34622800;CollecTRI2:26984954	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CFLAR	DoRothEA	B	Repression	CollecTRI2:17513603	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CFTR	DoRothEA	A	Activation	CollecTRI2:16051699;DoRothEA:19061877;CollecTRI:19061877;TRRUST:19061877;CollecTRI2:19061877	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CHD9	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CHN2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CHST15	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CIITA	DoRothEA	A	Activation	CollecTRI2:17395590;TRRUST:11464288;CollecTRI:8759739;CollecTRI:10202014;CollecTRI:10652022;CollecTRI:12847226;CollecTRI:9551976;CollecTRI2:12847226;CollecTRI:21576360;CollecTRI2:30574148;CollecTRI2:32887413;CollecTRI2:11397960;CollecTRI:9858567;CollecTRI2:9551976;SIGNOR:21576360;CollecTRI2:25765819	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CISH	DoRothEA	A	Activation	CollecTRI2:14764699;CollecTRI2:11115404;CollecTRI2:12438448	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CLC	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CLIC2	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CLIP2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CMKLR1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CMTM7	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	COL1A1	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	COL1A2	DoRothEA	A	Activation	CollecTRI2:14512876;CollecTRI:11134049;CollecTRI2:11134049	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CPQ	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CREB5	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CREM	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CRYBG1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CSF1	DoRothEA	A	Activation	CollecTRI:22951020;CollecTRI2:22951020;CollecTRI2:24796276;HTRIdb:15624698;PAZAR:15624698;CollecTRI2:15624698;ORegAnno:22951020;CollecTRI2:24975396;CollecTRI:15624698	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CTSB	DoRothEA	A	Activation	TRRUST:11556541;DoRothEA:11556541;CollecTRI:11556541;CollecTRI2:11556541	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CTSL	DoRothEA	A	Activation	TRRUST:11556541;DoRothEA:11556541;CollecTRI:11556541;CollecTRI2:11556541	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CUEDC1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CUX1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CX3CL1	DoRothEA	A	Activation	CollecTRI2:22096344;CollecTRI:25040843;CollecTRI2:21256458;CollecTRI2:23086480;CollecTRI2:32717023;CollecTRI2:25375377;CollecTRI2:25040843	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CXCL10	DoRothEA	A	Activation	CollecTRI:9858321;CollecTRI:19136629;CollecTRI:15006601;CollecTRI:23740952;CollecTRI2:25930096;CollecTRI2:17085967;CollecTRI2:17390082;CollecTRI2:31876388;CollecTRI2:19380831;CollecTRI2:22132894;CollecTRI2:28262979;CollecTRI:23153456;CollecTRI2:28421993;CollecTRI2:32494661;CollecTRI2:20585034;Collec	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CXCL11	DoRothEA	B	Activation	CollecTRI2:24725474;CollecTRI2:15107417;CollecTRI2:28472186;CollecTRI2:23564506;CollecTRI2:26199110;CollecTRI2:17202361;CollecTRI2:17255201;CollecTRI2:29768212;CollecTRI2:23452095;CollecTRI2:15851567;CollecTRI2:28122962;CollecTRI2:17274000;CollecTRI2:8798467;CollecTRI2:27917296;CollecTRI:17202361;Co	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CXCL8	DoRothEA	A	Activation	CollecTRI2:18370868;CollecTRI2:28989066;CollecTRI2:19437244;CollecTRI2:20035788;CollecTRI:15057743;CollecTRI2:21659765;CollecTRI2:34626802;CollecTRI2:37151134;CollecTRI:18370868;CollecTRI2:35152527;CollecTRI2:22618201;CollecTRI2:16306601;CollecTRI2:28977795;CollecTRI:2606351;CollecTRI2:28074916;Coll	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CXCL9	DoRothEA	A	Activation	CollecTRI2:15128840;CollecTRI2:23843024;CollecTRI2:12403783;CollecTRI2:17255201;CollecTRI2:28122962;CollecTRI:19136629;CollecTRI2:27966526;CollecTRI2:24725474;CollecTRI2:15064234;CollecTRI2:16571725;CollecTRI2:9786931;CollecTRI2:26199110;CollecTRI2:36917954;CollecTRI2:27617644;CollecTRI2:27647830;Co	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CYBB	DoRothEA	B	Activation	CollecTRI2:25086905;CollecTRI2:29388693;CollecTRI2:11781315	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CYP19A1	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CYRIB	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CYTH1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	CYTH4	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DAPK1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DCLRE1C	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DDX50	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DENND3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DGKG	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DIAPH1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DIMT1	DoRothEA	A	Activation	CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DLEU1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DMXL2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DNAJB12	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DNM2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DNMT1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DOCK10	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DOCK4	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DOCK8	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DPYSL2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DSE	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DTNB	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DTNBP1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DUOX2	DoRothEA	A	Activation	CollecTRI2:26719345;CollecTRI2:31548328;CollecTRI2:21321110;CollecTRI2:23296709	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DUSP10	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	DUSP22	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EARS2	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ECE1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EDEM2	DoRothEA	A	Activation	CollecTRI:19122651;CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:19122651;ORegAnno:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EDN1	DoRothEA	A	Activation	TRRUST:20217138;CollecTRI2:20217138;CollecTRI2:14500749;DoRothEA:20217138;CollecTRI:20217138	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EEF2K	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EGFR	DoRothEA	A	Activation	CollecTRI:10558875;CollecTRI2:30250119;CollecTRI:22693070;CollecTRI2:28776259;CollecTRI2:22693070;TRRUST:22693070;CollecTRI2:10558875;TRRUST:10558875;CollecTRI2:35306855	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EGLN3	DoRothEA	A	Activation	CollecTRI2:17558387;CollecTRI2:19574556;CollecTRI:17558387;CollecTRI:19574556;PAZAR:17558387	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EHD1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EIF2AK1	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EIF2AK2	DoRothEA	A	Activation	PAZAR:12396729;CollecTRI2:12954221;CollecTRI2:22661095;CollecTRI2:17508007;CollecTRI2:11162614;CollecTRI2:18220274;CollecTRI2:12396729;CollecTRI2:24166946;CollecTRI2:24877694;CollecTRI2:20035788;CollecTRI2:26061044;CollecTRI:12396729;CollecTRI2:21028968;CollecTRI2:19857525;CollecTRI2:16339759	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EIF2AK3	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EIF4E	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ELF1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ELF5	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ELL	DoRothEA	B	Unknown	PAZAR:17558387	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ELMO1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ELP3	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EMC2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ENPP2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	EPB41L3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ERC2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ERCC1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ERGIC1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ERN1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ESR1	DoRothEA	A	Activation	CollecTRI2:30334368;CollecTRI2:20526365;CollecTRI:20526365	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ESR2	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ETV6	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ETV7	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FAM78A	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FAS	DoRothEA	A	Activation	CollecTRI2:17962369;CollecTRI2:16317104;CollecTRI2:25093391;CollecTRI2:14602726;DoRothEA:16317104;CollecTRI2:19553685;CollecTRI:19262492;CollecTRI:22805310;CollecTRI2:9661898;CollecTRI2:12064832;CollecTRI2:17075845;CollecTRI:11309387;CollecTRI:16317104;CollecTRI2:22805310;CollecTRI2:16204068;CollecT	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FBXO5	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FCGR1A	DoRothEA	A	Activation	CollecTRI2:35637282;CollecTRI2:9278334;PAZAR:8483949;CollecTRI2:7995951;CollecTRI:16516295;TRRUST:14734612;CollecTRI2:12130529;CollecTRI2:10383940;CollecTRI2:10433370;CollecTRI2:11257077;CollecTRI:8483949;CollecTRI2:9748323;CollecTRI2:16516295;CollecTRI:14734612;CollecTRI2:8483949;CollecTRI:12130529	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FCGR3A	DoRothEA	A	Activation	CollecTRI2:29111217	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FCGRT	DoRothEA	A	Repression	TRRUST:18566411;CollecTRI:18566411;HTRIdb:18566411;DoRothEA:18566411;CollecTRI2:18566411	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FCHSD2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FGF2	DoRothEA	A	Activation	TRRUST:23086340;CollecTRI2:11971185;DoRothEA:23086340;CollecTRI2:23553658;CollecTRI:16494848;CollecTRI2:23086340;CollecTRI:23086340;CollecTRI:19556344	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FGFR3	DoRothEA	A	Repression	CollecTRI2:15073186;DoRothEA:16410555;CollecTRI:16410555;TRRUST:16410555;CollecTRI2:16410555	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FGGY	DoRothEA	B	Unknown	PAZAR:17558387	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FHAD1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FKBP5	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FNBP1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FNDC3B	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FNIP2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOS	DoRothEA	A	Activation	CollecTRI2:8770944;HTRIdb:8770944;CollecTRI2:26255980;CollecTRI2:26351076;CollecTRI:7507205;PAZAR:7507205;CollecTRI2:17558387;CollecTRI2:11278738;CollecTRI:17558387;CollecTRI2:30061878;CollecTRI:8874187;CollecTRI2:12195235;CollecTRI2:19620301;PAZAR:17558387;CollecTRI2:16781847;CollecTRI:7510676;Coll	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXK1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXN3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXO3	DoRothEA	B	Activation	CollecTRI:17558024	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXP1	DoRothEA	B	Unknown	PAZAR:17558387	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXP3	DoRothEA	A	Activation	CollecTRI2:24725474;CollecTRI:19124747;CollecTRI2:36044789;CollecTRI2:21893603;TRRUST:19124747;CollecTRI2:19124747;CollecTRI2:31801817	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FRMD4B	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FYB1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FYN	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GAB2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GAS7	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GATA3	DoRothEA	A	Activation	CollecTRI2:14657353;CollecTRI:19124715	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GBP1	DoRothEA	A	Activation	CollecTRI2:1281555;CollecTRI2:29417241;CollecTRI:1281555;CollecTRI2:17558387;PAZAR:1281555;CollecTRI:17558387;CollecTRI:7823961;CollecTRI2:23558133;CollecTRI2:7823961;PAZAR:17558387;CollecTRI2:15761017	IFN	DoRothEA via OmniPath; not a lung ChIP peak
