ligand	family	n_patients	frac_patients_pct10	best_receptor	best_receptor_frac	sender_expressed	receptor_expressed	potential
WNT3A	other	59	0.0	RYK	0.22033898305084745	False	True	False
WNT4	other	59	0.15254237288135594	NOTCH1	0.2033898305084746	True	True	True
WNT5A	other	59	0.1694915254237288	RYK	0.22033898305084745	True	True	True
WNT5B	other	59	0.13559322033898305	FZD3	0.01694915254237288	True	False	False
WNT6	other	59	0.01694915254237288	FZD3	0.01694915254237288	False	False	False
WNT7A	other	59	0.1016949152542373	LRP6	0.01694915254237288	True	False	False
WNT7B	other	59	0.6271186440677966	TMED5	0.6949152542372882	True	True	True
WNT8A	other	19	0.0	FZD3	0.01694915254237288	False	False	False
WNT8B	other	59	0.0	FZD3	0.01694915254237288	False	False	False
WNT9A	other	59	0.1016949152542373	FZD3	0.01694915254237288	True	False	False
WNT9B	other	59	0.0	FZD3	0.01694915254237288	False	False	False
XCL1	other	59	0.03389830508474576		0.0	False	False	False
XCL2	other	59	0.03389830508474576		0.0	False	False	False
YARS1	other	19	0.0		0.0	False	False	False
ZDHHC5	other	59	0.9152542372881356	S1PR1	0.3220338983050847	True	True	True
ZG16B	other	59	0.23728813559322035	CXCR4	1.0	True	True	True
ZNRF3	other	59	0.4406779661016949	LRP6	0.01694915254237288	True	False	False
ZP3	other	59	0.3559322033898305	EGFR	0.01694915254237288	True	False	False
ZPBP2	other	59	0.0		0.0	False	False	False
