gene	n_patients_measured	n_detected	frac
AGAP9	59	0	0.0
AGBL1	59	0	0.0
AGBL2	59	0	0.0
AGBL3	59	0	0.0
AGBL4	59	0	0.0
AGBL5	59	0	0.0
AGER	59	1	0.01694915254237288
AGFG1	59	23	0.3898305084745763
AGFG2	59	9	0.15254237288135594
AGGF1	59	19	0.3220338983050847
AGK	59	6	0.1016949152542373
AGL	59	7	0.11864406779661017
AGMAT	59	0	0.0
AGMO	59	0	0.0
AGO1	59	2	0.03389830508474576
AGO2	59	34	0.576271186440678
AGO3	59	20	0.3389830508474576
AGO4	59	3	0.05084745762711865
AGPAT1	59	11	0.1864406779661017
AGPAT2	59	32	0.5423728813559322
AGPAT3	59	12	0.2033898305084746
AGPAT4	59	2	0.03389830508474576
AGPAT5	59	9	0.15254237288135594
AGPS	59	11	0.1864406779661017
AGR2	59	11	0.1864406779661017
AGR3	59	3	0.05084745762711865
AGRN	59	1	0.01694915254237288
AGRP	59	0	0.0
AGT	59	0	0.0
AGTPBP1	59	14	0.23728813559322035
AGTR1	59	0	0.0
AGTR2	59	0	0.0
AGTRAP	59	37	0.6271186440677966
AGXT	59	0	0.0
AGXT2	59	0	0.0
AHCTF1	59	17	0.288135593220339
AHCY	59	10	0.1694915254237288
AHCYL1	59	24	0.4067796610169492
AHCYL2	59	2	0.03389830508474576
AHDC1	59	1	0.01694915254237288
AHI1	59	29	0.4915254237288136
AHNAK	59	53	0.8983050847457628
AHNAK2	59	0	0.0
AHR	59	29	0.4915254237288136
AHRR	59	0	0.0
AHSA1	59	51	0.864406779661017
AHSA2	10	1	0.1
AHSG	59	0	0.0
AHSP	59	0	0.0
AICDA	59	0	0.0
AIDA	59	25	0.423728813559322
AIF1	59	26	0.4406779661016949
AIF1L	59	0	0.0
AIFM1	59	4	0.06779661016949153
AIFM2	59	0	0.0
AIFM3	59	0	0.0
AIG1	59	5	0.0847457627118644
AIM1	10	9	0.9
AIM1L	10	0	0.0
AIM2	59	1	0.01694915254237288
AIMP1	59	56	0.9491525423728814
AIMP2	59	3	0.05084745762711865
AIP	59	55	0.9322033898305084
AIPL1	59	0	0.0
AIRE	59	0	0.0
AJ006998.2	10	0	0.0
AJ009632.3	10	0	0.0
AJ011932.1	19	0	0.0
AJ239322.1	19	0	0.0
AJAP1	59	0	0.0
AJUBA	59	0	0.0
AK1	59	3	0.05084745762711865
AK2	59	37	0.6271186440677966
AK3	59	28	0.4745762711864407
AK4	59	1	0.01694915254237288
AK5	59	2	0.03389830508474576
AK6	59	27	0.4576271186440678
AK7	59	0	0.0
AK8	59	0	0.0
AK9	59	1	0.01694915254237288
AKAP1	59	4	0.06779661016949153
AKAP10	59	8	0.13559322033898305
AKAP11	59	14	0.23728813559322035
AKAP12	59	1	0.01694915254237288
AKAP13	59	59	1.0
AKAP14	59	0	0.0
AKAP17A	59	36	0.6101694915254238
AKAP2	19	0	0.0
AKAP3	59	0	0.0
AKAP5	59	7	0.11864406779661017
AKAP6	59	0	0.0
AKAP7	59	7	0.11864406779661017
AKAP8	59	16	0.2711864406779661
AKAP8L	59	23	0.3898305084745763
AKAP9	59	58	0.9830508474576272
AKIP1	59	9	0.15254237288135594
AKIRIN1	59	53	0.8983050847457628
AKIRIN2	59	51	0.864406779661017
AKNA	59	53	0.8983050847457628
AKNAD1	59	0	0.0
AKR1A1	59	52	0.8813559322033898
AKR1B1	59	53	0.8983050847457628
AKR1B10	59	0	0.0
AKR1B15	59	0	0.0
AKR1C1	59	0	0.0
AKR1C2	59	1	0.01694915254237288
AKR1C3	59	7	0.11864406779661017
AKR1C4	59	0	0.0
AKR1D1	59	0	0.0
AKR1E2	59	0	0.0
AKR7A2	59	48	0.8135593220338984
AKR7A3	59	0	0.0
AKT1	59	21	0.3559322033898305
AKT1S1	59	2	0.03389830508474576
AKT2	59	17	0.288135593220339
AKT3	59	12	0.2033898305084746
AKTIP	59	14	0.23728813559322035
AL008723.1	19	0	0.0
AL022344.7	10	0	0.0
AL022578.1	10	0	0.0
AL023806.1	19	0	0.0
AL035610.2	10	0	0.0
AL049794.1	19	0	0.0
AL049872.1	10	0	0.0
AL122127.25	10	0	0.0
AL132709.1	19	0	0.0
AL133245.2	10	0	0.0
AL133493.2	10	0	0.0
AL137860.1	10	0	0.0
AL161668.5	10	0	0.0
AL162426.1	19	0	0.0
AL162759.1	10	0	0.0
AL163953.2	10	0	0.0
AL354828.1	10	0	0.0
AL354828.2	10	0	0.0
AL356053.1	10	0	0.0
AL356585.1	10	0	0.0
AL357140.1	19	0	0.0
AL358852.1	19	0	0.0
AL360294.1	19	0	0.0
AL365181.1	19	0	0.0
AL365202.1	10	0	0.0
AL513523.2	10	0	0.0
AL589743.1	10	0	0.0
AL590235.1	10	0	0.0
AL591806.1	19	0	0.0
AL928654.7	10	0	0.0
AL928768.3	10	0	0.0
ALAD	59	3	0.05084745762711865
ALAS1	59	9	0.15254237288135594
ALAS2	59	0	0.0
ALB	59	0	0.0
ALCAM	59	11	0.1864406779661017
ALDH16A1	59	9	0.15254237288135594
ALDH18A1	59	4	0.06779661016949153
ALDH1A1	59	5	0.0847457627118644
ALDH1A2	59	0	0.0
ALDH1A3	59	0	0.0
ALDH1B1	59	0	0.0
ALDH1L1	59	0	0.0
ALDH1L2	59	0	0.0
ALDH2	59	14	0.23728813559322035
ALDH3A1	59	0	0.0
ALDH3A2	59	13	0.22033898305084745
ALDH3B1	59	1	0.01694915254237288
ALDH3B2	59	0	0.0
ALDH4A1	59	1	0.01694915254237288
ALDH5A1	59	0	0.0
ALDH6A1	59	0	0.0
ALDH7A1	59	0	0.0
ALDH8A1	59	0	0.0
ALDH9A1	59	44	0.7457627118644068
ALDOA	59	43	0.7288135593220338
ALDOB	59	0	0.0
ALDOC	59	4	0.06779661016949153
ALG1	59	2	0.03389830508474576
ALG10	59	0	0.0
ALG10B	59	0	0.0
ALG11	59	1	0.01694915254237288
ALG12	59	5	0.0847457627118644
ALG13	59	46	0.7796610169491526
ALG14	59	1	0.01694915254237288
ALG1L	59	0	0.0
ALG1L2	59	0	0.0
ALG2	59	11	0.1864406779661017
ALG3	59	15	0.2542372881355932
ALG5	59	38	0.6440677966101694
ALG6	59	1	0.01694915254237288
ALG8	59	3	0.05084745762711865
ALG9	59	0	0.0
ALK	59	0	0.0
ALKBH1	59	0	0.0
ALKBH2	59	1	0.01694915254237288
ALKBH3	59	5	0.0847457627118644
ALKBH4	59	0	0.0
ALKBH5	59	50	0.847457627118644
ALKBH6	59	10	0.1694915254237288
ALKBH7	59	55	0.9322033898305084
ALKBH8	59	0	0.0
ALMS1	59	1	0.01694915254237288
ALOX12	59	0	0.0
ALOX12B	59	0	0.0
ALOX15	59	0	0.0
ALOX15B	59	0	0.0
ALOX5	59	9	0.15254237288135594
ALOX5AP	59	58	0.9830508474576272
ALOXE3	59	0	0.0
ALPI	59	0	0.0
ALPK1	59	0	0.0
ALPK2	59	0	0.0
ALPK3	59	0	0.0
ALPL	59	0	0.0
ALPP	59	0	0.0
ALPPL2	10	0	0.0
ALS2	59	0	0.0
ALS2CL	59	0	0.0
ALS2CR11	10	0	0.0
ALS2CR12	19	0	0.0
ALX1	59	0	0.0
ALX3	59	0	0.0
ALX4	59	0	0.0
ALYREF	59	20	0.3389830508474576
AMACR	59	1	0.01694915254237288
AMBP	59	0	0.0
AMBRA1	59	7	0.11864406779661017
AMD1	59	57	0.9661016949152542
AMDHD1	59	0	0.0
AMDHD2	59	5	0.0847457627118644
AMER1	59	0	0.0
AMER2	59	0	0.0
AMER3	59	0	0.0
AMFR	59	12	0.2033898305084746
AMH	59	0	0.0
AMHR2	59	0	0.0
AMIGO1	59	0	0.0
AMIGO2	59	2	0.03389830508474576
AMMECR1	59	3	0.05084745762711865
AMMECR1L	59	1	0.01694915254237288
AMN	59	0	0.0
AMN1	59	0	0.0
AMOT	59	0	0.0
AMOTL1	59	0	0.0
AMOTL2	59	0	0.0
AMPD1	59	0	0.0
AMPD2	59	7	0.11864406779661017
AMPD3	59	0	0.0
AMPH	59	0	0.0
AMT	59	1	0.01694915254237288
AMTN	59	0	0.0
AMY1A	59	0	0.0
AMY1B	59	0	0.0
AMY2A	59	0	0.0
AMY2B	59	0	0.0
AMZ1	59	0	0.0
AMZ2	59	37	0.6271186440677966
ANAPC1	59	9	0.15254237288135594
ANAPC10	59	8	0.13559322033898305
ANAPC11	59	58	0.9830508474576272
ANAPC13	59	33	0.559322033898305
ANAPC15	59	41	0.6949152542372882
ANAPC16	59	59	1.0
ANAPC2	59	6	0.1016949152542373
ANAPC4	59	9	0.15254237288135594
ANAPC5	59	55	0.9322033898305084
ANAPC7	59	5	0.0847457627118644
ANG	59	0	0.0
ANGEL1	59	0	0.0
ANGEL2	59	12	0.2033898305084746
ANGPT1	59	0	0.0
ANGPT2	59	0	0.0
ANGPT4	59	0	0.0
ANGPTL1	59	0	0.0
ANGPTL2	59	0	0.0
ANGPTL3	59	0	0.0
ANGPTL4	59	0	0.0
ANGPTL5	59	0	0.0
ANGPTL6	59	0	0.0
ANGPTL7	59	0	0.0
ANGPTL8	59	0	0.0
ANK1	59	0	0.0
ANK2	59	0	0.0
ANK3	59	5	0.0847457627118644
ANKAR	59	0	0.0
ANKDD1A	59	0	0.0
ANKDD1B	59	0	0.0
ANKEF1	59	0	0.0
ANKFN1	59	0	0.0
ANKFY1	59	8	0.13559322033898305
ANKH	59	17	0.288135593220339
ANKHD1	59	21	0.3559322033898305
ANKHD1-EIF4EBP3	38	0	0.0
ANKIB1	59	16	0.2711864406779661
ANKK1	59	0	0.0
ANKLE1	59	0	0.0
ANKLE2	59	27	0.4576271186440678
ANKMY1	59	2	0.03389830508474576
ANKMY2	59	1	0.01694915254237288
ANKRA2	59	10	0.1694915254237288
ANKRD1	59	0	0.0
ANKRD10	59	40	0.6779661016949152
ANKRD11	59	55	0.9322033898305084
ANKRD12	59	59	1.0
ANKRD13A	59	13	0.22033898305084745
ANKRD13B	59	0	0.0
ANKRD13C	59	12	0.2033898305084746
ANKRD13D	59	29	0.4915254237288136
ANKRD16	59	0	0.0
ANKRD17	59	22	0.3728813559322034
ANKRD18A	59	0	0.0
ANKRD18B	59	0	0.0
ANKRD2	59	0	0.0
ANKRD20A1	59	0	0.0
ANKRD20A2	19	0	0.0
ANKRD20A3	19	0	0.0
ANKRD20A4	19	0	0.0
ANKRD22	59	1	0.01694915254237288
ANKRD23	59	0	0.0
ANKRD24	59	0	0.0
ANKRD26	59	4	0.06779661016949153
ANKRD27	59	6	0.1016949152542373
ANKRD28	59	30	0.5084745762711864
ANKRD29	59	0	0.0
ANKRD30A	59	0	0.0
ANKRD30B	59	0	0.0
ANKRD30BL	59	0	0.0
ANKRD31	59	0	0.0
ANKRD33	59	0	0.0
ANKRD33B	59	0	0.0
ANKRD34A	59	0	0.0
ANKRD34B	59	0	0.0
ANKRD34C	59	0	0.0
ANKRD35	59	0	0.0
ANKRD36	59	16	0.2711864406779661
ANKRD36B	59	16	0.2711864406779661
ANKRD36C	59	20	0.3389830508474576
ANKRD37	59	26	0.4406779661016949
ANKRD39	59	14	0.23728813559322035
ANKRD40	59	7	0.11864406779661017
ANKRD42	59	0	0.0
ANKRD44	59	51	0.864406779661017
ANKRD45	59	0	0.0
ANKRD46	59	0	0.0
ANKRD49	59	17	0.288135593220339
ANKRD50	59	0	0.0
ANKRD52	59	3	0.05084745762711865
ANKRD53	59	0	0.0
ANKRD54	59	5	0.0847457627118644
ANKRD55	59	1	0.01694915254237288
ANKRD6	59	0	0.0
ANKRD60	59	0	0.0
ANKRD61	59	0	0.0
ANKRD62	59	0	0.0
ANKRD65	59	2	0.03389830508474576
ANKRD66	59	0	0.0
ANKRD7	59	0	0.0
ANKRD9	59	2	0.03389830508474576
ANKS1A	59	2	0.03389830508474576
ANKS1B	59	0	0.0
ANKS3	59	0	0.0
ANKS4B	59	0	0.0
ANKS6	59	0	0.0
ANKUB1	59	0	0.0
ANKZF1	59	16	0.2711864406779661
ANLN	59	2	0.03389830508474576
ANO1	59	0	0.0
ANO10	59	0	0.0
ANO2	59	0	0.0
ANO3	59	0	0.0
ANO4	59	0	0.0
ANO5	59	0	0.0
ANO6	59	12	0.2033898305084746
ANO7	59	0	0.0
ANO8	59	0	0.0
ANO9	59	7	0.11864406779661017
ANOS1	59	0	0.0
ANP32A	59	54	0.9152542372881356
ANP32B	59	58	0.9830508474576272
ANP32D	59	0	0.0
ANP32E	59	53	0.8983050847457628
ANPEP	59	2	0.03389830508474576
ANTXR1	59	1	0.01694915254237288
ANTXR2	59	10	0.1694915254237288
ANXA1	59	59	1.0
ANXA10	59	0	0.0
ANXA11	59	55	0.9322033898305084
ANXA13	59	0	0.0
ANXA2	59	59	1.0
ANXA2R	59	37	0.6271186440677966
ANXA3	59	0	0.0
ANXA4	59	29	0.4915254237288136
ANXA5	59	57	0.9661016949152542
ANXA6	59	54	0.9152542372881356
ANXA7	59	56	0.9491525423728814
ANXA8	59	0	0.0
ANXA8L1	59	0	0.0
ANXA9	59	0	0.0
AOAH	59	25	0.423728813559322
AOC1	59	0	0.0
AOC2	59	0	0.0
AOC3	59	0	0.0
AOX1	59	0	0.0
AP000146.2	10	0	0.0
AP000230.1	10	0	0.0
AP000233.3	10	0	0.0
AP000233.4	10	0	0.0
AP000235.2	10	0	0.0
AP000253.1	19	0	0.0
AP000255.6	10	0	0.0
AP000265.1	19	0	0.0
AP000304.12	10	0	0.0
AP000318.2	10	0	0.0
AP000343.2	10	0	0.0
AP000344.3	10	0	0.0
AP000345.1	19	0	0.0
AP000349.2	10	0	0.0
AP000350.5	19	0	0.0
AP000402.3	10	0	0.0
AP000432.2	10	0	0.0
AP000439.1	19	0	0.0
AP000439.2	19	0	0.0
AP000442.4	10	0	0.0
AP000459.7	10	0	0.0
AP000462.2	10	0	0.0
AP000462.3	19	0	0.0
AP000473.5	10	0	0.0
AP000473.8	10	0	0.0
AP000476.1	10	0	0.0
AP000477.3	10	0	0.0
AP000569.9	10	0	0.0
AP000654.4	10	0	0.0
AP000688.15	10	0	0.0
AP000688.29	10	0	0.0
AP000704.5	10	0	0.0
AP000769.1	10	0	0.0
AP000769.7	10	0	0.0
AP000866.1	19	0	0.0
AP000962.2	10	0	0.0
AP000997.1	19	0	0.0
AP001046.6	10	0	0.0
AP001048.4	10	0	0.0
AP001055.6	10	0	0.0
AP001056.1	19	0	0.0
AP001058.3	10	0	0.0
AP001059.6	10	0	0.0
AP001059.7	10	0	0.0
AP001063.1	19	0	0.0
AP001065.15	10	0	0.0
AP001171.1	10	0	0.0
AP001172.2	19	0	0.0
AP001257.1	19	0	0.0
AP001258.4	10	0	0.0
AP001372.2	10	0	0.0
AP001432.14	10	0	0.0
AP001434.2	10	0	0.0
AP001462.6	10	0	0.0
AP001476.2	19	0	0.0
AP001476.4	10	0	0.0
AP001505.10	10	0	0.0
AP001610.9	10	0	0.0
AP001626.1	19	0	0.0
AP001628.6	10	0	0.0
AP001628.7	10	0	0.0
AP002856.4	19	0	0.0
AP002856.5	10	0	0.0
AP003774.4	19	0	0.0
AP003774.6	10	0	0.0
AP003900.6	10	0	0.0
AP004550.1	19	0	0.0
AP005273.1	19	0	0.0
AP005530.2	10	0	0.0
AP006222.2	10	0	0.0
AP006285.2	19	0	0.0
AP006621.5	10	0	0.0
AP006748.1	19	0	0.0
AP1AR	59	4	0.06779661016949153
AP1B1	59	14	0.23728813559322035
AP1G1	59	22	0.3728813559322034
AP1G2	59	15	0.2542372881355932
AP1M1	59	23	0.3898305084745763
AP1M2	59	0	0.0
AP1S1	59	26	0.4406779661016949
AP1S2	59	49	0.8305084745762712
AP1S3	59	0	0.0
AP2A1	59	17	0.288135593220339
AP2A2	59	11	0.1864406779661017
AP2B1	59	41	0.6949152542372882
AP2M1	59	57	0.9661016949152542
AP2S1	59	57	0.9661016949152542
AP3B1	59	20	0.3389830508474576
AP3B2	59	0	0.0
AP3D1	59	27	0.4576271186440678
AP3M1	59	10	0.1694915254237288
AP3M2	59	18	0.3050847457627119
AP3S1	59	55	0.9322033898305084
AP3S2	59	1	0.01694915254237288
AP4B1	59	6	0.1016949152542373
AP4E1	59	0	0.0
AP4M1	59	1	0.01694915254237288
AP4S1	59	0	0.0
AP5B1	59	1	0.01694915254237288
AP5M1	59	15	0.2542372881355932
AP5S1	59	0	0.0
AP5Z1	59	11	0.1864406779661017
APAF1	59	3	0.05084745762711865
APBA1	59	0	0.0
APBA2	59	16	0.2711864406779661
APBA3	59	9	0.15254237288135594
APBB1	59	10	0.1694915254237288
APBB1IP	59	53	0.8983050847457628
APBB2	59	0	0.0
APBB3	59	3	0.05084745762711865
APC	59	14	0.23728813559322035
APC2	59	0	0.0
APCDD1	59	0	0.0
APCDD1L	59	0	0.0
APEH	59	15	0.2542372881355932
APELA	59	0	0.0
APEX1	59	54	0.9152542372881356
APEX2	59	3	0.05084745762711865
APH1A	59	57	0.9661016949152542
APH1B	59	3	0.05084745762711865
API5	59	19	0.3220338983050847
APIP	59	23	0.3898305084745763
APITD1	10	0	0.0
APITD1-CORT	10	0	0.0
APLF	59	0	0.0
APLN	59	0	0.0
APLNR	59	0	0.0
APLP1	59	1	0.01694915254237288
APLP2	59	43	0.7288135593220338
APMAP	59	56	0.9491525423728814
APOA1	59	0	0.0
APOA2	59	0	0.0
APOA5	59	0	0.0
APOB	59	0	0.0
APOBEC1	59	0	0.0
APOBEC2	59	0	0.0
APOBEC3A	59	0	0.0
APOBEC3B	59	0	0.0
APOBEC3C	59	51	0.864406779661017
APOBEC3D	59	5	0.0847457627118644
APOBEC3F	59	3	0.05084745762711865
APOBEC3G	59	56	0.9491525423728814
APOBEC3H	59	20	0.3389830508474576
APOBEC4	59	0	0.0
APOBR	59	2	0.03389830508474576
APOC1	59	31	0.5254237288135594
APOC2	59	0	0.0
APOC3	59	0	0.0
APOC4	59	0	0.0
APOC4-APOC2	38	0	0.0
APOD	59	1	0.01694915254237288
APOE	59	35	0.5932203389830508
APOF	59	0	0.0
APOH	59	0	0.0
APOL1	59	3	0.05084745762711865
APOL2	59	11	0.1864406779661017
APOL3	59	27	0.4576271186440678
APOL4	59	1	0.01694915254237288
APOL6	59	47	0.7966101694915254
APOLD1	59	3	0.05084745762711865
APOM	59	0	0.0
APOO	59	1	0.01694915254237288
APOOL	59	1	0.01694915254237288
APOPT1	19	8	0.42105263157894735
APP	59	17	0.288135593220339
APPBP2	59	12	0.2033898305084746
APPL1	59	35	0.5932203389830508
APPL2	59	4	0.06779661016949153
APRT	59	59	1.0
APTR	59	1	0.01694915254237288
APTX	59	9	0.15254237288135594
AQP1	59	2	0.03389830508474576
AQP10	59	0	0.0
AQP11	59	0	0.0
AQP2	59	0	0.0
AQP3	59	47	0.7966101694915254
AQP4	59	1	0.01694915254237288
AQP5	59	1	0.01694915254237288
AQP6	59	0	0.0
AQP7	59	0	0.0
AQP8	59	0	0.0
AQP9	59	0	0.0
AQR	59	12	0.2033898305084746
AR	59	0	0.0
ARAF	59	19	0.3220338983050847
ARAP1	59	12	0.2033898305084746
ARAP2	59	37	0.6271186440677966
ARAP3	59	0	0.0
ARC	59	1	0.01694915254237288
ARCN1	59	24	0.4067796610169492
AREG	59	50	0.847457627118644
AREL1	59	1	0.01694915254237288
ARF1	59	57	0.9661016949152542
ARF3	59	40	0.6779661016949152
ARF4	59	57	0.9661016949152542
ARF5	59	51	0.864406779661017
ARF6	59	58	0.9830508474576272
ARFGAP1	59	5	0.0847457627118644
ARFGAP2	59	46	0.7796610169491526
ARFGAP3	59	35	0.5932203389830508
ARFGEF1	59	23	0.3898305084745763
ARFGEF2	59	9	0.15254237288135594
ARFGEF3	59	1	0.01694915254237288
ARFIP1	59	9	0.15254237288135594
ARFIP2	59	8	0.13559322033898305
ARFRP1	59	27	0.4576271186440678
ARG1	59	0	0.0
ARG2	59	4	0.06779661016949153
ARGLU1	59	58	0.9830508474576272
ARHGAP1	59	8	0.13559322033898305
ARHGAP10	59	6	0.1016949152542373
ARHGAP11A	59	1	0.01694915254237288
ARHGAP11B	59	1	0.01694915254237288
ARHGAP12	59	6	0.1016949152542373
ARHGAP15	59	54	0.9152542372881356
ARHGAP17	59	12	0.2033898305084746
ARHGAP18	59	27	0.4576271186440678
ARHGAP19	59	3	0.05084745762711865
ARHGAP19-SLIT1	38	0	0.0
ARHGAP20	59	0	0.0
ARHGAP21	59	4	0.06779661016949153
ARHGAP22	59	0	0.0
ARHGAP23	59	0	0.0
ARHGAP24	59	1	0.01694915254237288
ARHGAP25	59	32	0.5423728813559322
ARHGAP26	59	17	0.288135593220339
ARHGAP27	59	9	0.15254237288135594
ARHGAP28	59	0	0.0
ARHGAP29	59	1	0.01694915254237288
ARHGAP30	59	49	0.8305084745762712
ARHGAP31	59	0	0.0
ARHGAP32	59	0	0.0
ARHGAP33	59	1	0.01694915254237288
ARHGAP35	59	15	0.2542372881355932
ARHGAP39	59	0	0.0
ARHGAP4	59	42	0.711864406779661
ARHGAP40	59	0	0.0
ARHGAP42	59	0	0.0
ARHGAP44	59	0	0.0
ARHGAP45	40	37	0.925
ARHGAP5	59	13	0.22033898305084745
ARHGAP6	59	0	0.0
ARHGAP8	59	0	0.0
ARHGAP9	59	54	0.9152542372881356
ARHGDIA	59	57	0.9661016949152542
ARHGDIB	59	59	1.0
ARHGDIG	59	0	0.0
ARHGEF1	59	54	0.9152542372881356
ARHGEF10	59	0	0.0
ARHGEF10L	59	0	0.0
ARHGEF11	59	0	0.0
ARHGEF12	59	9	0.15254237288135594
ARHGEF15	59	0	0.0
ARHGEF16	59	0	0.0
ARHGEF17	59	0	0.0
ARHGEF18	59	6	0.1016949152542373
ARHGEF19	59	0	0.0
ARHGEF2	59	27	0.4576271186440678
ARHGEF25	59	0	0.0
ARHGEF26	59	0	0.0
ARHGEF28	59	0	0.0
ARHGEF3	59	37	0.6271186440677966
ARHGEF33	59	0	0.0
ARHGEF35	59	1	0.01694915254237288
ARHGEF37	59	0	0.0
ARHGEF38	59	0	0.0
ARHGEF39	59	0	0.0
ARHGEF4	59	0	0.0
ARHGEF40	59	0	0.0
ARHGEF5	59	1	0.01694915254237288
ARHGEF6	59	23	0.3898305084745763
ARHGEF7	59	13	0.22033898305084745
ARHGEF9	59	8	0.13559322033898305
ARID1A	59	38	0.6440677966101694
ARID1B	59	38	0.6440677966101694
ARID2	59	15	0.2542372881355932
ARID3A	59	0	0.0
ARID3B	59	6	0.1016949152542373
ARID4A	59	48	0.8135593220338984
ARID4B	59	58	0.9830508474576272
ARID5A	59	53	0.8983050847457628
ARID5B	59	57	0.9661016949152542
ARIH1	59	35	0.5932203389830508
ARIH2	59	42	0.711864406779661
ARIH2OS	59	2	0.03389830508474576
ARL1	59	32	0.5423728813559322
ARL10	59	0	0.0
ARL11	59	0	0.0
ARL13A	59	0	0.0
ARL13B	59	2	0.03389830508474576
ARL14	59	0	0.0
ARL14EP	59	18	0.3050847457627119
ARL14EPL	59	0	0.0
ARL15	59	1	0.01694915254237288
ARL16	59	29	0.4915254237288136
ARL17A	59	0	0.0
ARL17B	59	0	0.0
ARL2	59	46	0.7796610169491526
ARL2BP	59	48	0.8135593220338984
ARL3	59	18	0.3050847457627119
ARL4A	59	53	0.8983050847457628
ARL4C	59	57	0.9661016949152542
ARL4D	59	2	0.03389830508474576
ARL5A	59	44	0.7457627118644068
ARL5B	59	14	0.23728813559322035
ARL5C	59	0	0.0
ARL6	59	0	0.0
ARL6IP1	59	58	0.9830508474576272
ARL6IP4	59	58	0.9830508474576272
ARL6IP5	59	59	1.0
ARL6IP6	59	39	0.6610169491525424
ARL8A	59	21	0.3559322033898305
ARL8B	59	31	0.5254237288135594
ARL9	59	0	0.0
ARMC1	59	17	0.288135593220339
ARMC10	59	25	0.423728813559322
ARMC12	59	0	0.0
ARMC2	59	0	0.0
ARMC3	59	0	0.0
ARMC4	19	0	0.0
ARMC5	59	1	0.01694915254237288
ARMC6	59	5	0.0847457627118644
ARMC7	59	0	0.0
ARMC8	59	23	0.3898305084745763
ARMC9	59	0	0.0
ARMCX1	59	2	0.03389830508474576
ARMCX2	59	1	0.01694915254237288
ARMCX3	59	35	0.5932203389830508
ARMCX4	59	0	0.0
ARMCX5	59	0	0.0
ARMCX6	59	25	0.423728813559322
ARMT1	59	4	0.06779661016949153
ARNT	59	5	0.0847457627118644
ARNT2	59	0	0.0
ARNTL	59	16	0.2711864406779661
ARNTL2	59	0	0.0
ARPC1A	59	32	0.5423728813559322
ARPC1B	59	59	1.0
ARPC2	59	59	1.0
ARPC3	59	59	1.0
ARPC4	59	58	0.9830508474576272
ARPC4-TTLL3	38	0	0.0
ARPC5	59	58	0.9830508474576272
ARPC5L	59	57	0.9661016949152542
ARPIN	59	1	0.01694915254237288
ARPP19	59	55	0.9322033898305084
ARPP21	59	0	0.0
ARRB1	59	2	0.03389830508474576
ARRB2	59	55	0.9322033898305084
ARRDC1	59	32	0.5423728813559322
ARRDC2	59	26	0.4406779661016949
ARRDC3	59	32	0.5423728813559322
ARRDC3-AS1	59	0	0.0
ARRDC4	59	0	0.0
ARRDC5	59	0	0.0
ARSA	59	10	0.1694915254237288
ARSB	59	0	0.0
ARSD	59	1	0.01694915254237288
ARSE	19	0	0.0
ARSG	59	1	0.01694915254237288
ARSI	59	0	0.0
ARSJ	59	0	0.0
ARSK	59	0	0.0
ART3	59	0	0.0
ART4	59	0	0.0
ART5	59	0	0.0
ARTN	59	0	0.0
ARV1	59	0	0.0
ARVCF	59	0	0.0
ARX	59	0	0.0
AS3MT	59	0	0.0
ASAH1	59	45	0.7627118644067796
ASAH2	59	0	0.0
ASAH2B	59	0	0.0
ASAP1	59	15	0.2542372881355932
ASAP2	59	0	0.0
ASAP3	59	0	0.0
ASB1	59	12	0.2033898305084746
ASB10	59	0	0.0
ASB11	59	0	0.0
ASB12	59	0	0.0
ASB13	59	0	0.0
ASB14	59	0	0.0
ASB15	59	0	0.0
ASB16	59	0	0.0
ASB18	59	0	0.0
ASB2	59	8	0.13559322033898305
ASB3	59	7	0.11864406779661017
ASB4	59	0	0.0
ASB5	59	0	0.0
ASB6	59	7	0.11864406779661017
ASB7	59	1	0.01694915254237288
ASB8	59	21	0.3559322033898305
ASB9	59	0	0.0
ASCC1	59	5	0.0847457627118644
ASCC2	59	35	0.5932203389830508
ASCC3	59	25	0.423728813559322
ASCL1	59	2	0.03389830508474576
ASCL2	59	6	0.1016949152542373
ASCL3	59	0	0.0
ASCL4	59	0	0.0
ASCL5	59	0	0.0
ASF1A	59	38	0.6440677966101694
ASF1B	59	1	0.01694915254237288
ASGR1	59	0	0.0
ASGR2	59	0	0.0
ASH1L	59	54	0.9152542372881356
ASH2L	59	5	0.0847457627118644
ASIC1	59	1	0.01694915254237288
ASIC2	59	0	0.0
ASIC3	59	0	0.0
ASIC4	59	0	0.0
ASIC5	59	0	0.0
ASIP	59	0	0.0
ASL	59	5	0.0847457627118644
ASMT	59	0	0.0
ASMTL	59	11	0.1864406779661017
ASNA1	19	15	0.7894736842105263
ASNS	59	1	0.01694915254237288
ASNSD1	59	22	0.3728813559322034
ASPA	59	0	0.0
ASPDH	59	0	0.0
ASPG	59	0	0.0
ASPH	59	6	0.1016949152542373
ASPHD1	59	0	0.0
ASPHD2	59	0	0.0
ASPM	59	1	0.01694915254237288
ASPN	59	0	0.0
ASPRV1	59	0	0.0
ASPSCR1	59	15	0.2542372881355932
ASRGL1	59	3	0.05084745762711865
ASS1	59	1	0.01694915254237288
ASTE1	59	6	0.1016949152542373
ASTL	59	0	0.0
ASTN1	59	0	0.0
ASTN2	59	0	0.0
ASUN	10	0	0.0
ASXL1	59	32	0.5423728813559322
ASXL2	59	19	0.3220338983050847
ASXL3	59	0	0.0
ASZ1	59	0	0.0
