gene	n_patients_measured	n_detected	frac
RP11-521D12.2	10	0	0.0
RP11-521D12.5	10	0	0.0
RP11-521L9.1	10	0	0.0
RP11-521O16.1	10	0	0.0
RP11-521O16.2	10	0	0.0
RP11-522B15.3	10	0	0.0
RP11-523L20.1	10	0	0.0
RP11-523L20.2	10	0	0.0
RP11-524C21.2	10	0	0.0
RP11-524N5.1	10	0	0.0
RP11-524P6.1	10	0	0.0
RP11-525A16.4	10	0	0.0
RP11-526A4.1	10	0	0.0
RP11-526I2.5	10	0	0.0
RP11-527D7.1	10	0	0.0
RP11-527F13.1	10	0	0.0
RP11-527H14.1	10	0	0.0
RP11-527L4.2	10	0	0.0
RP11-527N22.2	10	0	0.0
RP11-528A4.2	10	0	0.0
RP11-529E10.7	10	0	0.0
RP11-530C5.1	10	0	0.0
RP11-531A24.3	10	0	0.0
RP11-531H8.2	10	0	0.0
RP11-532F6.3	10	0	0.0
RP11-532F6.4	10	0	0.0
RP11-532F6.5	10	0	0.0
RP11-532L16.3	10	0	0.0
RP11-533E19.5	10	0	0.0
RP11-533E19.7	10	0	0.0
RP11-533O20.2	10	0	0.0
RP11-534C12.1	10	0	0.0
RP11-534L20.5	10	0	0.0
RP11-535A5.1	10	0	0.0
RP11-535M15.1	10	0	0.0
RP11-536C10.7	10	0	0.0
RP11-536G4.1	10	0	0.0
RP11-536N17.1	10	0	0.0
RP11-536O18.1	10	0	0.0
RP11-536P6.3	10	0	0.0
RP11-538D16.2	10	0	0.0
RP11-538D16.3	10	0	0.0
RP11-539G18.3	10	0	0.0
RP11-539L10.2	10	0	0.0
RP11-539L10.3	10	0	0.0
RP11-53B5.1	10	0	0.0
RP11-53O19.3	10	0	0.0
RP11-540A21.2	10	0	0.0
RP11-540E16.2	10	0	0.0
RP11-540K16.1	10	0	0.0
RP11-540O11.1	10	0	0.0
RP11-541G9.1	10	0	0.0
RP11-542B15.1	10	0	0.0
RP11-542G1.1	10	0	0.0
RP11-542G1.2	10	0	0.0
RP11-542K23.10	10	0	0.0
RP11-542M13.3	10	0	0.0
RP11-543A18.1	10	0	0.0
RP11-543C4.1	10	0	0.0
RP11-543D10.2	10	0	0.0
RP11-543G18.1	10	0	0.0
RP11-544D21.2	10	0	0.0
RP11-545G3.1	10	0	0.0
RP11-545H22.1	10	0	0.0
RP11-545M17.1	10	0	0.0
RP11-545P6.2	10	0	0.0
RP11-546J1.1	10	0	0.0
RP11-546K22.1	10	0	0.0
RP11-546K22.3	10	0	0.0
RP11-547C5.1	10	0	0.0
RP11-548L20.1	10	0	0.0
RP11-548P2.2	10	0	0.0
RP11-549K20.1	10	0	0.0
RP11-54A9.1	10	0	0.0
RP11-54C4.3	10	0	0.0
RP11-54G14.1	10	0	0.0
RP11-54H7.4	10	0	0.0
RP11-54O7.1	10	0	0.0
RP11-54O7.16	10	0	0.0
RP11-54O7.17	10	0	0.0
RP11-54O7.18	10	0	0.0
RP11-54O7.3	10	0	0.0
RP11-550C4.6	10	0	0.0
RP11-552D4.1	10	0	0.0
RP11-552F3.12	10	0	0.0
RP11-553A10.1	10	0	0.0
RP11-553K8.2	10	0	0.0
RP11-553P9.2	10	0	0.0
RP11-554A11.9	10	0	0.0
RP11-554D13.1	10	0	0.0
RP11-554D15.1	10	0	0.0
RP11-554D15.3	10	0	0.0
RP11-554E23.2	10	0	0.0
RP11-554F20.1	10	0	0.0
RP11-554I8.2	10	0	0.0
RP11-555G19.1	10	0	0.0
RP11-555J4.3	10	0	0.0
RP11-556I14.1	10	0	0.0
RP11-556I14.2	10	0	0.0
RP11-556O15.1	10	0	0.0
RP11-556O5.6	10	0	0.0
RP11-557C18.4	10	0	0.0
RP11-557H15.3	10	0	0.0
RP11-557H15.4	10	0	0.0
RP11-557H15.5	10	0	0.0
RP11-557L19.1	10	0	0.0
RP11-557N21.1	10	0	0.0
RP11-560I19.1	10	0	0.0
RP11-560J1.2	10	0	0.0
RP11-561B11.2	10	0	0.0
RP11-561B11.3	10	0	0.0
RP11-561B11.6	10	0	0.0
RP11-561O23.5	10	0	0.0
RP11-561P12.5	10	0	0.0
RP11-562A8.5	10	0	0.0
RP11-563D10.1	10	0	0.0
RP11-563J2.2	10	0	0.0
RP11-563J2.3	10	0	0.0
RP11-563K23.1	10	0	0.0
RP11-563M4.1	10	0	0.0
RP11-563N12.2	10	0	0.0
RP11-563N4.1	10	0	0.0
RP11-565N2.2	10	0	0.0
RP11-566H8.3	10	0	0.0
RP11-566J3.2	10	0	0.0
RP11-567C2.1	10	0	0.0
RP11-567G11.1	10	0	0.0
RP11-567J20.2	10	0	0.0
RP11-567J20.3	10	0	0.0
RP11-567M16.3	10	0	0.0
RP11-567M16.6	10	0	0.0
RP11-567N4.2	10	0	0.0
RP11-567N4.3	10	0	0.0
RP11-568A7.2	10	0	0.0
RP11-568A7.3	10	0	0.0
RP11-568N6.1	10	0	0.0
RP11-569D9.5	10	0	0.0
RP11-569G13.2	10	0	0.0
RP11-569G13.3	10	0	0.0
RP11-571E6.3	10	0	0.0
RP11-571I18.4	10	0	0.0
RP11-571L19.8	10	0	0.0
RP11-571M6.17	10	0	0.0
RP11-571M6.18	10	0	0.0
RP11-572C15.5	10	0	0.0
RP11-572C21.1	10	0	0.0
RP11-572O17.1	10	0	0.0
RP11-572O6.1	10	0	0.0
RP11-573D15.2	10	0	0.0
RP11-573G6.10	10	0	0.0
RP11-573G6.6	10	0	0.0
RP11-573G6.8	10	0	0.0
RP11-573G6.9	10	0	0.0
RP11-574F11.3	10	0	0.0
RP11-574F21.3	10	0	0.0
RP11-574K11.29	10	0	0.0
RP11-574K11.31	10	0	0.0
RP11-575F12.1	10	0	0.0
RP11-575F12.2	10	0	0.0
RP11-575F12.3	10	0	0.0
RP11-575H3.1	10	0	0.0
RP11-575I8.1	10	0	0.0
RP11-576D8.4	10	0	0.0
RP11-576N17.5	10	0	0.0
RP11-578F21.6	10	0	0.0
RP11-579A4.1	10	0	0.0
RP11-579D7.4	10	0	0.0
RP11-57A1.1	10	0	0.0
RP11-57A19.2	10	0	0.0
RP11-57A19.7	10	0	0.0
RP11-57C13.6	10	0	0.0
RP11-57G10.8	10	0	0.0
RP11-57J16.1	10	0	0.0
RP11-582E3.6	10	0	0.0
RP11-583F2.2	10	0	0.0
RP11-584P21.2	10	0	0.0
RP11-586D19.2	10	0	0.0
RP11-587P21.2	10	0	0.0
RP11-587P21.3	10	0	0.0
RP11-588H7.1	10	0	0.0
RP11-589B3.6	10	0	0.0
RP11-589C21.6	10	0	0.0
RP11-589M4.3	10	0	0.0
RP11-589P10.5	10	0	0.0
RP11-58A18.1	10	0	0.0
RP11-58A18.2	10	0	0.0
RP11-58C22.1	10	0	0.0
RP11-58C22.2	10	0	0.0
RP11-58O15.1	10	0	0.0
RP11-595B24.2	10	0	0.0
RP11-596C23.2	10	1	0.1
RP11-596C23.6	10	0	0.0
RP11-597A11.2	10	0	0.0
RP11-598F7.6	10	0	0.0
RP11-599B13.3	10	0	0.0
RP11-599B13.7	10	0	0.0
RP11-59H7.4	10	0	0.0
RP11-602N24.3	10	0	0.0
RP11-605B16.1	10	0	0.0
RP11-608O21.1	10	0	0.0
RP11-609N14.1	10	0	0.0
RP11-60A24.3	10	0	0.0
RP11-60A8.1	10	0	0.0
RP11-610P16.1	10	0	0.0
RP11-613D13.8	10	0	0.0
RP11-613M10.9	10	0	0.0
RP11-614F17.2	10	0	0.0
RP11-615I2.6	10	0	0.0
RP11-615J4.3	10	0	0.0
RP11-616L12.1	10	0	0.0
RP11-616M22.11	10	0	0.0
RP11-616M22.7	10	0	0.0
RP11-617D20.2	10	0	0.0
RP11-618L22.1	10	0	0.0
RP11-619A14.3	10	0	0.0
RP11-61A14.4	10	0	0.0
RP11-61G19.1	10	0	0.0
RP11-61G19.2	10	0	0.0
RP11-61G23.2	10	0	0.0
RP11-61J19.2	10	0	0.0
RP11-61J19.3	10	0	0.0
RP11-61J19.5	10	0	0.0
RP11-61K9.3	10	0	0.0
RP11-61L19.2	10	0	0.0
RP11-61O1.1	10	0	0.0
RP11-61O1.2	10	0	0.0
RP11-61O11.1	10	0	0.0
RP11-620J15.2	10	0	0.0
RP11-620J15.3	10	0	0.0
RP11-621L6.3	10	0	0.0
RP11-622C24.2	10	0	0.0
RP11-622O11.4	10	0	0.0
RP11-624D11.2	10	0	0.0
RP11-624J6.2	10	0	0.0
RP11-624L4.1	10	0	0.0
RP11-624L4.2	10	0	0.0
RP11-625I7.1	10	0	0.0
RP11-626G11.1	10	0	0.0
RP11-626G11.4	10	0	0.0
RP11-626G11.6	10	0	0.0
RP11-626H12.2	10	0	0.0
RP11-626I20.3	10	0	0.0
RP11-626K17.3	10	0	0.0
RP11-626P14.1	10	0	0.0
RP11-627G18.4	10	0	0.0
RP11-629O1.2	10	0	0.0
RP11-62C7.2	10	0	0.0
RP11-62J1.4	10	0	0.0
RP11-630C16.2	10	0	0.0
RP11-631N16.2	10	0	0.0
RP11-631N16.4	10	0	0.0
RP11-632K5.3	10	0	0.0
RP11-635O16.2	10	0	0.0
RP11-636O21.1	10	0	0.0
RP11-636O21.2	10	0	0.0
RP11-637A17.2	10	0	0.0
RP11-638I2.6	10	0	0.0
RP11-638I8.1	10	0	0.0
RP11-63A1.1	10	0	0.0
RP11-63B13.1	10	0	0.0
RP11-63C8.1	10	0	0.0
RP11-63E9.1	10	0	0.0
RP11-63G10.2	10	0	0.0
RP11-63G10.3	10	0	0.0
RP11-63G10.4	10	0	0.0
RP11-63M22.1	10	0	0.0
RP11-63P12.7	10	0	0.0
RP11-640L9.1	10	0	0.0
RP11-643A5.2	10	0	0.0
RP11-643C9.2	10	0	0.0
RP11-644C3.1	10	0	0.0
RP11-644F5.10	10	0	0.0
RP11-644K8.1	10	0	0.0
RP11-644L4.1	10	0	0.0
RP11-645C24.5	10	0	0.0
RP11-646E18.2	10	0	0.0
RP11-646I6.5	10	0	0.0
RP11-646I6.6	10	0	0.0
RP11-647P12.1	10	0	0.0
RP11-64C1.1	10	0	0.0
RP11-64C12.8	10	0	0.0
RP11-650K20.3	10	0	0.0
RP11-650P15.1	10	0	0.0
RP11-651P23.5	10	0	0.0
RP11-654D12.3	10	0	0.0
RP11-655C2.3	10	0	0.0
RP11-655G22.1	10	0	0.0
RP11-655M14.13	10	0	0.0
RP11-65B7.2	10	0	0.0
RP11-65D24.2	10	0	0.0
RP11-65J21.1	10	0	0.0
RP11-65J21.4	10	0	0.0
RP11-65J3.14	10	0	0.0
RP11-65J3.15	10	0	0.0
RP11-65J3.2	10	0	0.0
RP11-65J3.3	10	0	0.0
RP11-65M17.1	10	0	0.0
RP11-65M17.3	10	0	0.0
RP11-660M5.1	10	0	0.0
RP11-661D19.3	10	0	0.0
RP11-662M24.2	10	0	0.0
RP11-663N22.1	10	0	0.0
RP11-663P9.1	10	0	0.0
RP11-664H17.1	10	0	0.0
RP11-665C16.6	10	0	0.0
RP11-666A20.4	10	0	0.0
RP11-667K14.3	10	0	0.0
RP11-668G10.2	10	0	0.0
RP11-669C19.1	10	0	0.0
RP11-669M16.1	10	0	0.0
RP11-669M16.2	10	0	0.0
RP11-66A2.1	10	0	0.0
RP11-66A2.2	10	0	0.0
RP11-66B24.1	10	0	0.0
RP11-66B24.2	10	0	0.0
RP11-66D17.3	10	0	0.0
RP11-66N24.6	10	0	0.0
RP11-670E13.6	10	0	0.0
RP11-671J11.7	10	0	0.0
RP11-672A2.5	10	0	0.0
RP11-672A2.6	10	0	0.0
RP11-672L10.6	10	0	0.0
RP11-673E1.1	10	0	0.0
RP11-673E11.2	10	0	0.0
RP11-673P17.4	10	0	0.0
RP11-674P19.2	10	0	0.0
RP11-675F6.3	10	0	0.0
RP11-675F6.4	10	0	0.0
RP11-676J12.4	10	0	0.0
RP11-676J12.9	10	0	0.0
RP11-676J15.1	10	0	0.0
RP11-678G14.3	10	0	0.0
RP11-678G14.4	10	0	0.0
RP11-679B17.2	10	0	0.0
RP11-679B19.2	10	0	0.0
RP11-67H2.1	10	0	0.0
RP11-67H24.2	10	0	0.0
RP11-67L2.2	10	0	0.0
RP11-67M9.1	10	0	0.0
RP11-680C21.1	10	0	0.0
RP11-680F20.10	10	0	0.0
RP11-680F20.4	10	0	0.0
RP11-680H20.2	10	0	0.0
RP11-681H18.2	10	0	0.0
RP11-683L23.7	10	0	0.0
RP11-685G9.4	10	0	0.0
RP11-686D22.4	10	0	0.0
RP11-686D22.5	10	0	0.0
RP11-686F15.2	10	0	0.0
RP11-686G23.2	10	0	0.0
RP11-686O6.1	10	0	0.0
RP11-686O6.2	10	0	0.0
RP11-687F6.5	10	0	0.0
RP11-689C9.1	10	0	0.0
RP11-689P11.2	10	0	0.0
RP11-68E19.2	10	0	0.0
RP11-690C23.2	10	0	0.0
RP11-690J15.1	10	0	0.0
RP11-692C24.1	10	0	0.0
RP11-692C24.2	10	0	0.0
RP11-692P14.1	10	0	0.0
RP11-693J15.5	10	0	0.0
RP11-693J15.6	10	0	0.0
RP11-693L9.2	10	0	0.0
RP11-696D21.2	10	0	0.0
RP11-697E2.11	10	0	0.0
RP11-697E2.12	10	0	0.0
RP11-697E2.6	10	0	0.0
RP11-697M17.2	10	0	0.0
RP11-699A5.2	10	0	0.0
RP11-699L21.1	10	0	0.0
RP11-69C13.1	10	0	0.0
RP11-69G7.1	10	0	0.0
RP11-69I8.2	10	0	0.0
RP11-69M1.8	10	0	0.0
RP11-6B19.1	10	0	0.0
RP11-6B19.2	10	0	0.0
RP11-6B4.1	10	0	0.0
RP11-6F2.5	10	0	0.0
RP11-6I2.3	10	0	0.0
RP11-6I2.4	10	0	0.0
RP11-6J21.2	10	0	0.0
RP11-6L6.2	10	0	0.0
RP11-6N17.1	10	0	0.0
RP11-6N17.2	10	0	0.0
RP11-6O2.2	10	0	0.0
RP11-700H6.1	10	0	0.0
RP11-700H6.2	10	0	0.0
RP11-701H24.3	10	0	0.0
RP11-701H24.4	10	0	0.0
RP11-701H24.9	10	0	0.0
RP11-702B10.2	10	0	0.0
RP11-702F3.1	10	0	0.0
RP11-703G6.1	10	0	0.0
RP11-705O1.8	10	0	0.0
RP11-705O24.1	10	0	0.0
RP11-706F1.2	10	0	0.0
RP11-706O15.1	10	0	0.0
RP11-706O15.3	10	0	0.0
RP11-706O15.5	10	0	0.0
RP11-706O15.7	10	0	0.0
RP11-706P11.2	10	0	0.0
RP11-707G18.1	10	0	0.0
RP11-709A23.1	10	0	0.0
RP11-70D24.2	10	0	0.0
RP11-70D24.3	10	0	0.0
RP11-70D24.4	10	0	0.0
RP11-70F11.8	10	0	0.0
RP11-70P17.1	10	0	0.0
RP11-710E1.2	10	0	0.0
RP11-711C17.2	10	0	0.0
RP11-711K1.8	10	0	0.0
RP11-713D19.1	10	0	0.0
RP11-713P17.3	10	0	0.0
RP11-713P17.4	10	0	0.0
RP11-714L20.1	10	0	0.0
RP11-715J22.4	10	0	0.0
RP11-716O23.1	10	0	0.0
RP11-717F1.2	10	0	0.0
RP11-717H13.1	10	0	0.0
RP11-717K11.2	10	0	0.0
RP11-718G2.5	10	0	0.0
RP11-718O11.1	10	0	0.0
RP11-71E19.1	10	0	0.0
RP11-71E19.2	10	0	0.0
RP11-71G12.1	10	0	0.0
RP11-71L14.4	10	0	0.0
RP11-71N10.1	10	0	0.0
RP11-720L2.4	10	0	0.0
RP11-722E23.2	10	0	0.0
RP11-722G7.1	10	0	0.0
RP11-723O4.9	10	0	0.0
RP11-724N1.1	10	0	0.0
RP11-725P16.2	10	0	0.0
RP11-727F15.14	10	0	0.0
RP11-728E14.2	10	0	0.0
RP11-728K20.2	10	0	0.0
RP11-728K20.3	10	0	0.0
RP11-72L22.1	10	0	0.0
RP11-72M17.1	10	0	0.0
RP11-731D1.4	10	0	0.0
RP11-731F5.1	10	0	0.0
RP11-731F5.2	10	0	0.0
RP11-731K22.1	10	0	0.0
RP11-732A21.2	10	0	0.0
RP11-732A21.3	10	0	0.0
RP11-733C7.1	10	0	0.0
RP11-733O18.1	10	0	0.0
RP11-734I18.1	10	0	0.0
RP11-734K21.3	10	0	0.0
RP11-734K21.5	10	0	0.0
RP11-734K23.9	10	0	0.0
RP11-736K20.6	10	0	0.0
RP11-736N17.10	10	0	0.0
RP11-736N17.11	10	0	0.0
RP11-738E22.3	10	0	0.0
RP11-739N10.1	10	0	0.0
RP11-73G16.2	10	0	0.0
RP11-73K9.3	10	0	0.0
RP11-73M14.1	10	0	0.0
RP11-744A16.4	10	0	0.0
RP11-745L13.2	10	0	0.0
RP11-74E22.6	10	0	0.0
RP11-74E22.8	10	0	0.0
RP11-752L20.5	10	0	0.0
RP11-753A21.1	10	0	0.0
RP11-753D20.3	10	0	0.0
RP11-755B10.3	10	0	0.0
RP11-755E23.3	10	0	0.0
RP11-756G20.1	10	0	0.0
RP11-756H20.1	10	0	0.0
RP11-756H6.1	10	0	0.0
RP11-756P10.2	10	0	0.0
RP11-757G1.6	10	0	0.0
RP11-758H9.2	10	0	0.0
RP11-758N13.1	10	0	0.0
RP11-75C9.2	10	0	0.0
RP11-75L1.1	10	0	0.0
RP11-760D2.5	10	0	0.0
RP11-760H22.2	10	0	0.0
RP11-761B3.1	10	0	0.0
RP11-761N21.1	10	0	0.0
RP11-762E8.1	10	0	0.0
RP11-762I7.5	10	0	0.0
RP11-763B22.4	10	0	0.0
RP11-764E7.1	10	0	0.0
RP11-764K9.1	10	0	0.0
RP11-766F14.2	10	0	0.0
RP11-766N7.3	10	0	0.0
RP11-767I20.1	10	0	0.0
RP11-767N15.1	10	0	0.0
RP11-768F21.1	10	0	0.0
RP11-768G7.2	10	0	0.0
RP11-769N22.1	10	0	0.0
RP11-76C10.2	10	0	0.0
RP11-76C10.5	10	0	0.0
RP11-76E12.1	10	0	0.0
RP11-76E17.3	10	0	0.0
RP11-76E17.4	10	0	0.0
RP11-76I14.1	10	0	0.0
RP11-770E5.3	10	0	0.0
RP11-770J1.4	10	0	0.0
RP11-771K4.1	10	0	0.0
RP11-774D14.1	10	0	0.0
RP11-774O3.3	10	0	0.0
RP11-775C24.3	10	0	0.0
RP11-775C24.5	10	0	0.0
RP11-775H9.2	10	0	0.0
RP11-775H9.3	10	0	0.0
RP11-776H12.1	10	0	0.0
RP11-778D9.13	10	0	0.0
RP11-778H2.1	10	0	0.0
RP11-778J16.3	10	0	0.0
RP11-779P15.1	10	0	0.0
RP11-77E14.2	10	0	0.0
RP11-77H9.1	10	0	0.0
RP11-77H9.8	10	0	0.0
RP11-77I22.2	10	0	0.0
RP11-77K12.10	10	0	0.0
RP11-77K12.7	10	0	0.0
RP11-77K12.9	10	0	0.0
RP11-77P16.4	10	0	0.0
RP11-781A6.1	10	0	0.0
RP11-783K16.13	10	0	0.0
RP11-788A4.1	10	0	0.0
RP11-789C1.2	10	0	0.0
RP11-789C2.1	10	0	0.0
RP11-78C3.1	10	0	0.0
RP11-78L16.1	10	0	0.0
RP11-78O7.2	10	0	0.0
RP11-78O7.3	10	0	0.0
RP11-791G15.2	10	0	0.0
RP11-791M20.1	10	0	0.0
RP11-791O21.5	10	0	0.0
RP11-793H13.10	10	0	0.0
RP11-794G24.1	10	0	0.0
RP11-795F19.1	10	0	0.0
RP11-795F19.5	10	0	0.0
RP11-796E10.1	10	0	0.0
RP11-797D24.3	10	0	0.0
RP11-798G7.5	10	0	0.0
RP11-798G7.6	10	0	0.0
RP11-798K23.4	10	0	0.0
RP11-798K3.3	10	0	0.0
RP11-798K3.4	10	0	0.0
RP11-798L4.1	10	0	0.0
RP11-799B12.4	10	0	0.0
RP11-79E3.3	10	0	0.0
RP11-79H23.3	10	0	0.0
RP11-79N23.1	10	0	0.0
RP11-79O8.1	10	0	0.0
RP11-79P5.9	10	0	0.0
RP11-7F17.3	10	0	0.0
RP11-7F17.4	10	0	0.0
RP11-7F17.5	10	0	0.0
RP11-7F18.2	10	0	0.0
RP11-7K24.3	10	0	0.0
RP11-800A3.3	10	0	0.0
RP11-802F5.1	10	0	0.0
RP11-803B1.8	10	0	0.0
RP11-803D5.4	10	0	0.0
RP11-803P9.1	10	0	0.0
RP11-804H8.6	10	0	0.0
RP11-804H8.7	10	0	0.0
RP11-805I24.1	10	0	0.0
RP11-806H10.4	10	0	0.0
RP11-807H17.1	10	0	0.0
RP11-809H16.5	10	0	0.0
RP11-80H18.3	10	0	0.0
RP11-80H18.4	10	0	0.0
RP11-80H5.7	10	0	0.0
RP11-80H5.9	10	0	0.0
RP11-80I3.1	10	0	0.0
RP11-810P12.5	10	0	0.0
RP11-811O14.1	10	0	0.0
RP11-814H16.2	10	0	0.0
RP11-815M8.1	10	0	0.0
RP11-816J8.1	10	0	0.0
RP11-817G13.3	10	0	0.0
RP11-817J15.3	10	0	0.0
RP11-817O13.8	10	0	0.0
RP11-818F20.4	10	0	0.0
RP11-819C21.1	10	0	0.0
RP11-81A22.5	10	0	0.0
RP11-81H14.1	10	0	0.0
RP11-81H14.2	10	0	0.0
RP11-81H3.2	10	0	0.0
RP11-820I16.1	10	0	0.0
RP11-823E8.3	10	0	0.0
RP11-826N14.4	10	0	0.0
RP11-82L7.4	10	0	0.0
RP11-831A10.2	10	0	0.0
RP11-834C11.10	10	0	0.0
RP11-834C11.11	10	0	0.0
RP11-834C11.4	10	0	0.0
RP11-834C11.6	10	0	0.0
RP11-835E18.5	10	0	0.0
RP11-838N2.5	10	0	0.0
RP11-83B20.1	10	0	0.0
RP11-83C7.1	10	0	0.0
RP11-83M16.5	10	0	0.0
RP11-83M16.6	10	0	0.0
RP11-83N9.5	10	0	0.0
RP11-83N9.6	10	0	0.0
RP11-844P9.1	10	0	0.0
RP11-847H18.3	10	0	0.0
RP11-848D3.5	10	0	0.0
RP11-848P1.3	10	0	0.0
RP11-849F2.4	10	0	0.0
RP11-849F2.7	10	0	0.0
RP11-849F2.9	10	0	0.0
RP11-849H4.2	10	0	0.0
RP11-849I19.1	10	0	0.0
RP11-849N15.4	10	0	0.0
RP11-84A19.2	10	0	0.0
RP11-84A19.4	10	0	0.0
RP11-84C10.2	10	0	0.0
RP11-84C13.2	10	0	0.0
RP11-84D1.2	10	0	0.0
RP11-855O10.2	10	0	0.0
RP11-855O10.3	10	0	0.0
RP11-856M7.6	10	0	0.0
RP11-85A1.3	10	0	0.0
RP11-85B7.5	10	0	0.0
RP11-85G18.6	10	0	0.0
RP11-85G21.2	10	0	0.0
RP11-85I21.1	10	0	0.0
RP11-85L21.4	10	0	0.0
RP11-861E21.1	10	0	0.0
RP11-863P13.2	10	0	0.0
RP11-863P13.3	10	0	0.0
RP11-863P13.4	10	0	0.0
RP11-864I4.1	10	0	0.0
RP11-865I6.2	10	0	0.0
RP11-866E20.3	10	0	0.0
RP11-867G2.5	10	0	0.0
RP11-867G2.6	10	0	0.0
RP11-867G23.3	10	0	0.0
RP11-872D17.8	10	0	0.0
RP11-873E20.1	10	0	0.0
RP11-879F14.1	10	0	0.0
RP11-879F14.2	10	0	0.0
RP11-879F14.3	10	0	0.0
RP11-87C12.2	10	0	0.0
RP11-87C12.5	10	0	0.0
RP11-87C12.6	10	0	0.0
RP11-87C7.3	10	0	0.0
RP11-87P13.2	10	0	0.0
RP11-881M11.8	10	0	0.0
RP11-883A18.3	10	0	0.0
RP11-883G14.1	10	0	0.0
RP11-885N19.6	10	0	0.0
RP11-886D15.1	10	0	0.0
RP11-888D10.3	10	0	0.0
RP11-889D3.1	10	0	0.0
RP11-88E10.4	10	0	0.0
RP11-88E10.5	10	0	0.0
RP11-88G17.6	10	0	0.0
RP11-88H10.2	10	0	0.0
RP11-88H10.3	10	0	0.0
RP11-88H9.2	10	0	0.0
RP11-88I21.2	10	0	0.0
RP11-890B15.2	10	0	0.0
RP11-890B15.3	10	0	0.0
RP11-893F2.5	10	0	0.0
RP11-893F2.6	10	0	0.0
RP11-894J14.5	10	0	0.0
RP11-895M11.3	10	0	0.0
RP11-897M7.1	10	0	0.0
RP11-89C3.3	10	0	0.0
RP11-89C3.4	10	0	0.0
RP11-89F3.2	10	0	0.0
RP11-89H19.2	10	0	0.0
RP11-89K21.1	10	0	0.0
RP11-89M20.2	10	0	0.0
RP11-89N17.1	10	0	0.0
RP11-89N17.4	10	0	0.0
RP11-8L8.2	10	0	0.0
RP11-900F13.2	10	0	0.0
RP11-905K4.1	10	0	0.0
RP11-90B22.1	10	0	0.0
RP11-90C4.1	10	0	0.0
RP11-90D11.1	10	0	0.0
RP11-90D4.3	10	0	0.0
RP11-90J7.2	10	0	0.0
RP11-90J7.3	10	0	0.0
RP11-90K6.1	10	0	0.0
RP11-90P13.1	10	0	0.0
RP11-91G21.1	10	0	0.0
RP11-91I20.1	10	0	0.0
RP11-91I20.2	10	0	0.0
RP11-91I20.3	10	0	0.0
RP11-91K8.5	10	0	0.0
RP11-923I11.3	10	0	0.0
RP11-923I11.4	10	0	0.0
RP11-923I11.6	10	0	0.0
RP11-92B11.4	10	0	0.0
RP11-92G12.3	10	0	0.0
RP11-92J19.3	10	0	0.0
RP11-92K15.3	10	0	0.0
RP11-930O11.1	10	0	0.0
RP11-930P14.2	10	0	0.0
RP11-932O9.10	10	0	0.0
RP11-932O9.9	10	0	0.0
RP11-93G5.1	10	0	0.0
RP11-93H24.3	10	0	0.0
RP11-93I21.3	10	0	0.0
RP11-93K22.13	10	0	0.0
RP11-944C7.1	10	0	0.0
RP11-946L16.1	10	0	0.0
RP11-949J7.8	10	0	0.0
RP11-94A24.1	10	0	0.0
RP11-94C24.13	10	0	0.0
RP11-94C24.6	10	0	0.0
RP11-94H18.1	10	0	0.0
RP11-94I2.4	10	0	0.0
RP11-94M14.2	10	0	0.0
RP11-955H22.1	10	0	0.0
RP11-956E11.1	10	0	0.0
RP11-95D17.1	10	0	0.0
RP11-95H3.1	10	0	0.0
RP11-95I16.2	10	0	0.0
RP11-95I16.6	10	0	0.0
RP11-95M15.1	10	0	0.0
RP11-95M15.3	10	0	0.0
RP11-95O2.1	10	0	0.0
RP11-95P13.1	10	0	0.0
RP11-95P2.3	10	0	0.0
RP11-960L18.1	10	0	0.0
RP11-962G15.1	10	0	0.0
RP11-963H4.3	10	0	0.0
RP11-966I7.2	10	0	0.0
RP11-96B2.1	10	0	0.0
RP11-96C21.1	10	0	0.0
RP11-96H19.1	10	0	0.0
RP11-96L14.7	10	0	0.0
RP11-96L14.8	10	0	0.0
RP11-96O20.5	10	0	0.0
RP11-973F15.2	10	0	0.0
RP11-973H7.1	10	0	0.0
RP11-973H7.4	10	0	0.0
RP11-973H7.5	10	0	0.0
RP11-976B16.1	10	0	0.0
RP11-981G7.6	10	0	0.0
RP11-982M15.6	10	0	0.0
RP11-982M15.7	10	0	0.0
RP11-982M15.8	10	0	0.0
RP11-983C2.3	10	0	0.0
RP11-989E6.10	10	0	0.0
RP11-989F5.1	10	0	0.0
RP11-989F5.3	10	0	0.0
RP11-98D18.17	10	0	0.0
RP11-98G13.1	10	0	0.0
RP11-98G7.1	10	0	0.0
RP11-98J9.2	10	0	0.0
RP11-98J9.3	10	0	0.0
RP11-998D10.4	10	0	0.0
RP11-99A1.2	10	0	0.0
RP11-99E15.2	10	0	0.0
RP11-99H20.1	10	0	0.0
RP11-99L13.1	10	0	0.0
RP11-99L13.2	10	0	0.0
RP11-9G1.3	10	0	0.0
RP11-9J18.1	10	0	0.0
RP11-9M16.2	10	0	0.0
RP13-1016M1.2	10	0	0.0
RP13-126P21.2	10	0	0.0
RP13-131K19.7	10	0	0.0
RP13-188A5.1	10	0	0.0
RP13-192B19.2	10	0	0.0
RP13-20L14.1	10	0	0.0
RP13-216E22.4	10	0	0.0
RP13-262C2.3	10	0	0.0
RP13-270P17.3	10	0	0.0
RP13-297E16.4	10	0	0.0
RP13-297E16.5	10	0	0.0
