Cancer_type,Cell_Line,sub_clone,Study_ID,GSM_ID,Baseline,cytokines,Cell_treatment,Cell_genotype,SRX_ID,SampleName
"Mammary cancer, NOS",T11,parental,GSE124821,GSM3554845,1,NA,no_treatment,WT,SRX5100682,SRX5100682
"Mammary cancer, NOS",T11,T11-Apobec,GSE124821,GSM3554844,1,NA,no_treatment,WT,SRX5100683,SRX5100683
"Mammary cancer, NOS",T11,T11-Apobec,GSE124821,GSM3554949,1,NA,no_treatment,WT,SRX5100685,SRX5100685
"Mammary cancer, NOS",KPB25L,parental,GSE124821,GSM3554723,1,NA,no_treatment,WT,SRX5100726,SRX5100726
"Mammary cancer, NOS",KPB25L,parental,GSE124821,GSM3554947,1,NA,no_treatment,WT,SRX5100727,SRX5100727
"Mammary cancer, NOS",KPB25L,KPB25L-Apobec,GSE124821,GSM3554937,1,NA,no_treatment,WT,SRX5100742,SRX5100742
"Mammary cancer, NOS",KPB25L,KPB25L-UV,GSE124821,GSM3554938,1,NA,no_treatment,WT,SRX5100743,SRX5100743
"Mammary cancer, NOS",T11,T11-UV,GSE124821,GSM3554939,1,NA,no_treatment,WT,SRX5100744,SRX5100744
"Mammary cancer, NOS",KPB25L,KPB25L-Apobec,GSE124821,GSM3554679,1,NA,no_treatment,WT,SRX5100815,SRX5100815
Teratocarcinoma,F9,parental,GSE56893,GSM1370746,1,NA,vehicle,WT,SRX520478,SRX520478
Teratocarcinoma,F9,parental,GSE56893,GSM1370751,1,NA,vehicle,WT,SRX520483,SRX520483
T-cell lymphoma,EL4,parental,GSE125384,GSM3573164,1,NA,no_treatment,WT,SRX5273560,SRX5273560
T-cell lymphoma,EL4,parental,GSE125384,GSM3573165,1,NA,no_treatment,WT,SRX5273561,SRX5273561
Prostate adenocarcinoma,CE1-4,parental,GSE126159,GSM3592433,1,NA,no_treatment,WT,SRX5342097,SRX5342097
Mammary adenocarcinoma,Py8119,parental,GSE126606,GSM3609614,1,NA,no_treatment,WT,SRX5382047,SRX5382047
Mammary adenocarcinoma,Py8119,parental,GSE126606,GSM3609615,1,NA,no_treatment,WT,SRX5382048,SRX5382048
Melanoma,B16,B16F10,GSE127252,GSM3633209,1,NA,vehicle,WT,SRX5439488,SRX5439488
Melanoma,B16,B16F10,GSE127252,GSM3633210,1,NA,vehicle,WT,SRX5439489,SRX5439489
Melanoma,B16,B16F10,GSE127252,GSM3633211,1,NA,vehicle,WT,SRX5439490,SRX5439490
Ovarian carcinoma,ID8,parental,GSE129097,GSM3693233,1,NA,no_treatment,WT,SRX5611014,SRX5611014
Ovarian carcinoma,ID8,parental,GSE129097,GSM3693234,1,NA,no_treatment,WT,SRX5611015,SRX5611015
Ovarian carcinoma,ID8,parental,GSE129097,GSM3693235,1,NA,no_treatment,WT,SRX5611016,SRX5611016
Ovarian carcinoma,KMF,parental,GSE129097,GSM3693236,1,NA,no_treatment,WT,SRX5611017,SRX5611017
Ovarian carcinoma,KMF,parental,GSE129097,GSM3693237,1,NA,no_treatment,WT,SRX5611018,SRX5611018
Ovarian carcinoma,KMF,parental,GSE129097,GSM3693238,1,NA,no_treatment,WT,SRX5611019,SRX5611019
Mammary carcinoma,4T1,parental,GSE129858,GSM3723654,1,NA,sh_control,WT,SRX5692211,SRX5692211
Mammary carcinoma,4T1,parental,GSE129858,GSM3723655,1,NA,sh_control,WT,SRX5692212,SRX5692212
Mammary carcinoma,4T1,parental,GSE129858,GSM3723656,1,NA,sh_control,WT,SRX5692213,SRX5692213
Mammary carcinoma,4T1,parental,GSE129858,GSM3723657,1,NA,sh_control,WT,SRX5692214,SRX5692214
Melanoma,B16,B16F1,GSE130697,GSM3747849,1,NA,no_treatment,WT,SRX5786136,SRX5786136
Melanoma,B16,B16F1,GSE130697,GSM3747850,1,NA,no_treatment,WT,SRX5786137,SRX5786137
Melanoma,B16,B16F1,GSE130697,GSM3747851,1,NA,no_treatment,WT,SRX5786138,SRX5786138
Melanoma,B16,B16F1,GSE130697,GSM3747852,1,NA,no_treatment,WT,SRX5786139,SRX5786139
Mammary carcinoma,Mvt1,parental,GSE130900,GSM3755956,1,NA,sh_control,WT,SRX5807110,SRX5807110
Mammary carcinoma,Mvt1,parental,GSE130900,GSM3755957,1,NA,sh_control,WT,SRX5807111,SRX5807111
Mammary carcinoma,Mvt1,parental,GSE130900,GSM3755958,1,NA,sh_control,WT,SRX5807112,SRX5807112
Lung carcinoma,LLC,parental,GSE131271,GSM3768310,1,NA,sh_control,WT,SRX5836773,SRX5836773
Lung carcinoma,LLC,parental,GSE131271,GSM3768311,1,NA,sh_control,WT,SRX5836774,SRX5836774
Lung carcinoma,LLC,parental,GSE131271,GSM3768312,1,NA,sh_control,WT,SRX5836775,SRX5836775
Prostate adenocarcinoma,Pten-Smad4,parental,GSE131828,GSM3820343,1,NA,no_treatment,WT,SRX5884287,SRX5884287
Prostate adenocarcinoma,Pten-Smad4,parental,GSE131828,GSM3820344,1,NA,no_treatment,WT,SRX5884288,SRX5884288
Prostate adenocarcinoma,Pten-Smad4,parental,GSE131828,GSM3820345,1,NA,no_treatment,WT,SRX5884289,SRX5884289
Prostate carcinoma,RM-1,parental,GSE131828,GSM3820346,1,NA,no_treatment,WT,SRX5884290,SRX5884290
Prostate carcinoma,RM-1,parental,GSE131828,GSM3820347,1,NA,no_treatment,WT,SRX5884291,SRX5884291
Prostate carcinoma,RM-1,parental,GSE131828,GSM3820348,1,NA,no_treatment,WT,SRX5884292,SRX5884292
Mammary carcinoma,4T1,parental,GSE132568,GSM3874952,1,NA,no_treatment,WT,SRX6044528,SRX6044528
Mammary carcinoma,4T1,parental,GSE132568,GSM3874953,1,NA,no_treatment,WT,SRX6044529,SRX6044529
Mammary carcinoma,4T1,parental,GSE132568,GSM3874954,1,NA,no_treatment,WT,SRX6044530,SRX6044530
Hepatocellular carcinoma,Hepa1-6,parental,GSE134246,GSM3940432,1,NA,si_control,WT,SRX6440813,SRX6440813
Hepatocellular carcinoma,Hepa1-6,parental,GSE134246,GSM3940433,1,NA,si_control,WT,SRX6440814,SRX6440814
Hepatocellular carcinoma,Hepa1-6,parental,GSE134246,GSM3940434,1,NA,si_control,WT,SRX6440815,SRX6440815
Melanoma,B16,B16F10,GSE134261,GSM3940689,1,NA,no_treatment,WT,SRX6441485,SRX6441485
Melanoma,B16,B16F10,GSE134261,GSM3940690,1,NA,no_treatment,WT,SRX6441486,SRX6441486
Melanoma,B16,B16F10,GSE134261,GSM3940691,1,NA,no_treatment,WT,SRX6441487,SRX6441487
Melanoma,B16,B16F1,GSE134296,GSM3941574,1,NA,no_treatment,WT,SRX6445021,SRX6445021
Melanoma,B16,B16F1,GSE134296,GSM3941575,1,NA,no_treatment,WT,SRX6445022,SRX6445022
Melanoma,B16,B16F1,GSE134296,GSM3941576,1,NA,no_treatment,WT,SRX6445023,SRX6445023
Melanoma,B16,B16F1,GSE134296,GSM3941577,1,NA,no_treatment,WT,SRX6445024,SRX6445024
Melanoma,B16,B16F1,GSE134296,GSM3941578,1,NA,no_treatment,WT,SRX6445025,SRX6445025
Colorectal carcinoma,CT26,parental,GSE134510,GSM3954692,1,NA,no_treatment,WT,SRX6468525,SRX6468525
Colorectal carcinoma,CT26,parental,GSE134510,GSM3954693,1,NA,no_treatment,WT,SRX6468526,SRX6468526
Colorectal carcinoma,CT26,parental,GSE134510,GSM3954694,1,NA,no_treatment,WT,SRX6468527,SRX6468527
Colorectal carcinoma,CT26,parental,GSE134510,GSM3954695,1,NA,no_treatment,WT,SRX6468528,SRX6468528
Mammary carcinoma,4T1,parental,GSE134787,GSM3968756,1,NA,no_treatment,WT,SRX6579654,SRX6579654
Mesothelioma,AB22,parental,GSE134795,GSM3970404,1,NA,sh_control,WT,SRX6581646,SRX6581646
Mesothelioma,AB22,parental,GSE134795,GSM3970405,1,NA,sh_control,WT,SRX6581647,SRX6581647
Mesothelioma,AB22,parental,GSE134795,GSM3970406,1,NA,sh_control,WT,SRX6581648,SRX6581648
Mastocytoma,P815,parental,GSE136619,GSM4053080,1,NA,no_treatment,WT,SRX6778004,SRX6778004
Pancreatic ductal adenocarcinoma,Panc02,parental,GSE137382,GSM4077903,1,NA,no_treatment,WT,SRX6841561,SRX6841561
Pancreatic ductal adenocarcinoma,Panc02,parental,GSE137382,GSM4077912,1,NA,no_treatment,WT,SRX6841570,SRX6841570
Colorectal carcinoma,CT26,parental,GSE60647,GSM1484190,1,NA,no_treatment,WT,SRX685182,SRX685182
Colorectal carcinoma,CT26,parental,GSE60647,GSM1484191,1,NA,no_treatment,WT,SRX685183,SRX685183
Colorectal carcinoma,CT26,parental,GSE60647,GSM1484192,1,NA,no_treatment,WT,SRX685184,SRX685184
Colorectal carcinoma,CT26,parental,GSE60647,GSM1484193,1,NA,no_treatment,WT,SRX685185,SRX685185
Mammary carcinoma,4T1,parental,GSE137757,GSM4086596,1,NA,mock infected,WT,SRX6875238,SRX6875238
Mammary carcinoma,4T1,parental,GSE137757,GSM4086604,1,NA,mock infected,WT,SRX6875246,SRX6875246
Follicular dendritic cell sarcoma (B lymphocyte),A20,parental,GSE60927,GSM1493813,1,NA,no_treatment,WT,SRX689966,SRX689966
Plasmacytoma,MPC-11,parental,GSE60927,GSM1493814,1,NA,no_treatment,WT,SRX689967,SRX689967
Mammary carcinoma,67NR,parental,GSE138026,GSM4096927,1,NA,vehicle,WT,SRX6907081,SRX6907081
Mammary carcinoma,4T1,parental,GSE138026,GSM4096929,1,NA,vehicle,WT,SRX6907083,SRX6907083
Mammary carcinoma,67NR,parental,GSE138026,GSM4096931,1,NA,vehicle,WT,SRX6907085,SRX6907085
Mammary carcinoma,4T1,parental,GSE138026,GSM4096933,1,NA,vehicle,WT,SRX6907087,SRX6907087
Mammary carcinoma,67NR,parental,GSE138026,GSM4096935,1,NA,vehicle,WT,SRX6907089,SRX6907089
Mammary carcinoma,4T1,parental,GSE138026,GSM4096937,1,NA,vehicle,WT,SRX6907091,SRX6907091
Mammary carcinoma,67NR,parental,GSE138026,GSM4096939,1,NA,vehicle,WT,SRX6907093,SRX6907093
Mammary carcinoma,4T1,parental,GSE138026,GSM4096941,1,NA,vehicle,WT,SRX6907095,SRX6907095
T-cell lymphoma,EL4,parental,GSE138165,GSM4101101,1,NA,no_treatment,WT,SRX6923597,SRX6923597
T-cell lymphoma,EL4,parental,GSE138165,GSM4101102,1,NA,no_treatment,WT,SRX6923598,SRX6923598
Follicular dendritic cell sarcoma (B lymphocyte),A20,parental,GSE139536,GSM4143266,1,NA,no_treatment,WT,SRX7069157,SRX7069157
Follicular dendritic cell sarcoma (B lymphocyte),A20,parental,GSE139536,GSM4143267,1,NA,no_treatment,WT,SRX7069158,SRX7069158
Follicular dendritic cell sarcoma (B lymphocyte),A20,parental,GSE139536,GSM4143268,1,NA,no_treatment,WT,SRX7069159,SRX7069159
Neuroblastoma,Neuro-2a,parental,GSE140357,GSM4159921,1,NA,no_treatment,WT,SRX7135919,SRX7135919
Neuroblastoma,Neuro-2a,parental,GSE140357,GSM4159922,1,NA,no_treatment,WT,SRX7135920,SRX7135920
Neuroblastoma,Neuro-2a,parental,GSE140357,GSM4159923,1,NA,no_treatment,WT,SRX7135921,SRX7135921
Mammary carcinoma,4T1,parental,GSE142169,GSM4221935,1,NA,gRNA_control,WT,SRX7396626,SRX7396626
Mammary carcinoma,4T1,parental,GSE142169,GSM4221936,1,NA,gRNA_control,WT,SRX7396627,SRX7396627
Colorectal carcinoma,MC38,parental,GSE143700,GSM4272852,1,NA,no_treatment,WT,SRX7566264,SRX7566264
Colorectal carcinoma,MC38,parental,GSE143700,GSM4272853,1,NA,no_treatment,WT,SRX7566265,SRX7566265
Colorectal carcinoma,MC38,parental,GSE143700,GSM4272851,1,NA,no_treatment,WT,SRX7566288,SRX7566288
Mammary carcinoma,4T1,Clone_A,GSE63180,GSM1543465,1,NA,no_treatment,WT,SRX757403,SRX757403
Mammary carcinoma,4T1,Clone_A,GSE63180,GSM1543466,1,NA,no_treatment,WT,SRX757404,SRX757404
Mammary carcinoma,4T1,Clone_B,GSE63180,GSM1543467,1,NA,no_treatment,WT,SRX757405,SRX757405
Mammary carcinoma,4T1,Clone_B,GSE63180,GSM1543468,1,NA,no_treatment,WT,SRX757406,SRX757406
Mammary carcinoma,4T1,Clone 4T1-C,GSE63180,GSM1543469,1,NA,no_treatment,WT,SRX757407,SRX757407
Mammary carcinoma,4T1,Clone 4T1-C,GSE63180,GSM1543470,1,NA,no_treatment,WT,SRX757408,SRX757408
Mammary carcinoma,4T1,Clone 4T1-D,GSE63180,GSM1543471,1,NA,no_treatment,WT,SRX757409,SRX757409
Mammary carcinoma,4T1,Clone 4T1-D,GSE63180,GSM1543472,1,NA,no_treatment,WT,SRX757410,SRX757410
Mammary carcinoma,4T1,Clone 4T1-E,GSE63180,GSM1543473,1,NA,no_treatment,WT,SRX757411,SRX757411
Mammary carcinoma,4T1,Clone 4T1-E,GSE63180,GSM1543474,1,NA,no_treatment,WT,SRX757412,SRX757412
Mammary carcinoma,4T1,Clone 4T1-F,GSE63180,GSM1543475,1,NA,no_treatment,WT,SRX757413,SRX757413
Mammary carcinoma,4T1,Clone 4T1-F,GSE63180,GSM1543476,1,NA,no_treatment,WT,SRX757414,SRX757414
Mammary carcinoma,4T1,Clone 4T1-G,GSE63180,GSM1543477,1,NA,no_treatment,WT,SRX757415,SRX757415
Mammary carcinoma,4T1,Clone 4T1-G,GSE63180,GSM1543478,1,NA,no_treatment,WT,SRX757416,SRX757416
Mammary carcinoma,4T1,Clone 4T1-H,GSE63180,GSM1543479,1,NA,no_treatment,WT,SRX757417,SRX757417
Mammary carcinoma,4T1,Clone 4T1-H,GSE63180,GSM1543480,1,NA,no_treatment,WT,SRX757418,SRX757418
Mammary carcinoma,4T1,Clone 4T1-I,GSE63180,GSM1543481,1,NA,no_treatment,WT,SRX757419,SRX757419
Mammary carcinoma,4T1,Clone 4T1-I,GSE63180,GSM1543482,1,NA,no_treatment,WT,SRX757420,SRX757420
Mammary carcinoma,4T1,Clone 4T1-J,GSE63180,GSM1543483,1,NA,no_treatment,WT,SRX757421,SRX757421
Mammary carcinoma,4T1,Clone 4T1-J,GSE63180,GSM1543484,1,NA,no_treatment,WT,SRX757422,SRX757422
Mammary carcinoma,4T1,Clone 4T1-K,GSE63180,GSM1543485,1,NA,no_treatment,WT,SRX757423,SRX757423
Mammary carcinoma,4T1,Clone 4T1-K,GSE63180,GSM1543486,1,NA,no_treatment,WT,SRX757424,SRX757424
Mammary carcinoma,4T1,Clone 4T1-O,GSE63180,GSM1543494,1,NA,no_treatment,WT,SRX757432,SRX757432
Mammary carcinoma,4T1,Clone 4T1-Q,GSE63180,GSM1543497,1,NA,no_treatment,WT,SRX757435,SRX757435
Mammary carcinoma,4T1,Clone 4T1-Q,GSE63180,GSM1543498,1,NA,no_treatment,WT,SRX757436,SRX757436
Mammary carcinoma,4T1,Clone 4T1-R,GSE63180,GSM1543499,1,NA,no_treatment,WT,SRX757437,SRX757437
Mammary carcinoma,4T1,Clone 4T1-R,GSE63180,GSM1543500,1,NA,no_treatment,WT,SRX757438,SRX757438
Mammary carcinoma,4T1,Clone 4T1-S,GSE63180,GSM1543501,1,NA,no_treatment,WT,SRX757439,SRX757439
Mammary carcinoma,4T1,Clone 4T1-S,GSE63180,GSM1543502,1,NA,no_treatment,WT,SRX757440,SRX757440
Mammary carcinoma,4T1,Clone 4T1-T,GSE63180,GSM1543503,1,NA,no_treatment,WT,SRX757441,SRX757441
Mammary carcinoma,4T1,Clone 4T1-T,GSE63180,GSM1543504,1,NA,no_treatment,WT,SRX757442,SRX757442
Mammary carcinoma,4T1,Clone 4T1-U,GSE63180,GSM1543505,1,NA,no_treatment,WT,SRX757443,SRX757443
Mammary carcinoma,4T1,Clone 4T1-U,GSE63180,GSM1543506,1,NA,no_treatment,WT,SRX757444,SRX757444
Mammary carcinoma,4T1,Clone 4T1-V,GSE63180,GSM1543507,1,NA,no_treatment,WT,SRX757445,SRX757445
Mammary carcinoma,4T1,Clone 4T1-V,GSE63180,GSM1543508,1,NA,no_treatment,WT,SRX757446,SRX757446
Mammary carcinoma,4T1,Clone 4T1-W,GSE63180,GSM1543509,1,NA,no_treatment,WT,SRX757447,SRX757447
Mammary carcinoma,4T1,Clone 4T1-W,GSE63180,GSM1543510,1,NA,no_treatment,WT,SRX757448,SRX757448
Mammary carcinoma,4T1,parental,GSE145319,GSM4314295,1,NA,no_treatment,WT,SRX7724312,SRX7724312
Mammary carcinoma,4T1,parental,GSE145319,GSM4314296,1,NA,no_treatment,WT,SRX7724313,SRX7724313
Mammary carcinoma,4T1,parental,GSE145319,GSM4314297,1,NA,no_treatment,WT,SRX7724314,SRX7724314
Mammary carcinoma,4T07,parental,GSE145319,GSM4314298,1,NA,no_treatment,WT,SRX7724315,SRX7724315
Mammary carcinoma,4T07,parental,GSE145319,GSM4314299,1,NA,no_treatment,WT,SRX7724316,SRX7724316
Mammary carcinoma,4T07,parental,GSE145319,GSM4314300,1,NA,no_treatment,WT,SRX7724317,SRX7724317
Mammary carcinoma,67NR,parental,GSE145319,GSM4314301,1,NA,no_treatment,WT,SRX7724318,SRX7724318
Mammary carcinoma,67NR,parental,GSE145319,GSM4314302,1,NA,no_treatment,WT,SRX7724319,SRX7724319
Mammary carcinoma,67NR,parental,GSE145319,GSM4314303,1,NA,no_treatment,WT,SRX7724320,SRX7724320
Mammary carcinoma,67NR,parental,GSE145319,GSM4314304,1,NA,no_treatment,WT,SRX7724321,SRX7724321
Melanoma,B16,parental,GSE145319,GSM4314305,1,NA,no_treatment,WT,SRX7724322,SRX7724322
Melanoma,B16,parental,GSE145319,GSM4314306,1,NA,no_treatment,WT,SRX7724323,SRX7724323
Melanoma,B16,B16F10,GSE145319,GSM4314307,1,NA,no_treatment,WT,SRX7724324,SRX7724324
Melanoma,B16,B16F10,GSE145319,GSM4314308,1,NA,no_treatment,WT,SRX7724325,SRX7724325
Melanoma,B16,B16F10,GSE145319,GSM4314309,1,NA,no_treatment,WT,SRX7724326,SRX7724326
Colorectal carcinoma,MC38,parental,GSE145823,GSM4336388,1,NA,no_treatment,WT,SRX7792861,SRX7792861
Colorectal carcinoma,MC38,parental,GSE145823,GSM4336389,1,NA,no_treatment,WT,SRX7792862,SRX7792862
Colorectal carcinoma,MC38,parental,GSE145823,GSM4336390,1,NA,no_treatment,WT,SRX7792863,SRX7792863
Colorectal carcinoma,MC38,parental,GSE145823,GSM4336391,1,NA,no_treatment,WT,SRX7792864,SRX7792864
Colorectal carcinoma,MC38,parental,GSE145823,GSM4336392,1,NA,no_treatment,WT,SRX7792865,SRX7792865
Colorectal carcinoma,MC38,parental,GSE145823,GSM4336393,1,NA,no_treatment,WT,SRX7792866,SRX7792866
Prostate carcinoma,RM-1,parental,GSE147099,GSM4417095,1,NA,no_treatment,WT,SRX7924458,SRX7924458
Prostate carcinoma,RM-1,parental,GSE147099,GSM4417096,1,NA,no_treatment,WT,SRX7924459,SRX7924459
Prostate carcinoma,RM-1,parental,GSE147099,GSM4417097,1,NA,no_treatment,WT,SRX7924460,SRX7924460
Prostate carcinoma,RM-1,parental,GSE147099,GSM4417098,1,NA,no_treatment,WT,SRX7924461,SRX7924461
Lung carcinoma,LLC,parental,GSE148101,GSM4454145,1,NA,no_treatment,WT,SRX8060409,SRX8060409
Lung carcinoma,LLC,parental,GSE148101,GSM4454146,0,NA,BMP2,WT,SRX8060410,SRX8060410
Lung carcinoma,LLC,parental,GSE148101,GSM4454147,1,NA,vehicle,WT,SRX8060411,SRX8060411
Pancreatic ductal adenocarcinoma,KCP,parental,GSE149815,GSM4513643,1,NA,vehicle,WT,SRX8245648,SRX8245648
Pancreatic ductal adenocarcinoma,KCP,parental,GSE149815,GSM4513644,1,NA,vehicle,WT,SRX8245649,SRX8245649
Pancreatic ductal adenocarcinoma,KCP,parental,GSE149815,GSM4513645,1,NA,vehicle,WT,SRX8245650,SRX8245650
Mammary carcinoma,4T07,parental,GSE150928,GSM4561444,1,NA,no_treatment,WT,SRX8369684,SRX8369684
Mammary carcinoma,4T07,parental,GSE150928,GSM4561445,1,NA,no_treatment,WT,SRX8369685,SRX8369685
Mammary carcinoma,4T1,parental,GSE150928,GSM4561446,1,NA,no_treatment,WT,SRX8369686,SRX8369686
Mammary carcinoma,4T1,parental,GSE150928,GSM4561447,1,NA,no_treatment,WT,SRX8369687,SRX8369687
Mammary carcinoma,4T1,parental,GSE150928,GSM4561448,1,NA,no_treatment,WT,SRX8369688,SRX8369688
Mammary carcinoma,4T1,parental,GSE150928,GSM4561449,1,NA,no_treatment,WT,SRX8369689,SRX8369689
Mammary carcinoma,67NR,parental,GSE150928,GSM4561450,1,NA,no_treatment,WT,SRX8369690,SRX8369690
Mammary carcinoma,67NR,parental,GSE150928,GSM4561451,1,NA,no_treatment,WT,SRX8369691,SRX8369691
Mammary carcinoma,6DT1,parental,GSE150928,GSM4561452,1,NA,no_treatment,WT,SRX8369692,SRX8369692
Mammary carcinoma,6DT1,parental,GSE150928,GSM4561453,1,NA,no_treatment,WT,SRX8369693,SRX8369693
Mammary carcinoma,Met1,parental,GSE150928,GSM4561463,1,NA,no_treatment,WT,SRX8369703,SRX8369703
Mammary carcinoma,Met1,parental,GSE150928,GSM4561464,1,NA,no_treatment,WT,SRX8369704,SRX8369704
Mammary carcinoma,Mvt1,parental,GSE150928,GSM4561465,1,NA,no_treatment,WT,SRX8369705,SRX8369705
Mammary carcinoma,Mvt1,parental,GSE150928,GSM4561466,1,NA,no_treatment,WT,SRX8369706,SRX8369706
Mammary carcinoma,4T07,parental,GSE150928,GSM4561467,1,NA,no_treatment,WT,SRX8369707,SRX8369707
Mammary carcinoma,4T07,parental,GSE150928,GSM4561468,1,NA,no_treatment,WT,SRX8369708,SRX8369708
Mammary carcinoma,67NR,parental,GSE150928,GSM4561469,1,NA,no_treatment,WT,SRX8369709,SRX8369709
Mammary carcinoma,67NR,parental,GSE150928,GSM4561470,1,NA,no_treatment,WT,SRX8369710,SRX8369710
Mammary carcinoma,6DT1,parental,GSE150928,GSM4561471,1,NA,no_treatment,WT,SRX8369711,SRX8369711
Mammary adenocarcinoma,M6,parental,GSE150928,GSM4561472,1,NA,no_treatment,WT,SRX8369712,SRX8369712
Mammary adenocarcinoma,M6,parental,GSE150928,GSM4561473,1,NA,no_treatment,WT,SRX8369713,SRX8369713
Mammary carcinoma,Met1,parental,GSE150928,GSM4561475,1,NA,no_treatment,WT,SRX8369715,SRX8369715
Mammary carcinoma,Mvt1,parental,GSE150928,GSM4561476,1,NA,no_treatment,WT,SRX8369716,SRX8369716
Melanoma,B16,B16F10,GSE152925,GSM4629810,1,NA,sgRosa26,WT,SRX8592554,SRX8592554
Melanoma,B16,B16F10,GSE152925,GSM4629811,1,NA,sgRosa26,WT,SRX8592555,SRX8592555
Mammary carcinoma,4T1,parental,GSE154541,GSM4673167,1,NA,sh_control,WT,SRX8742786,SRX8742786
Mammary carcinoma,4T1,parental,GSE154541,GSM4673168,1,NA,sh_control,WT,SRX8742787,SRX8742787
Mammary adenocarcinoma,TS/A,parental,GSE154541,GSM4673171,1,NA,sh_control,WT,SRX8742790,SRX8742790
Mammary carcinoma,4T1,parental,GSE154676,GSM4676910,1,NA,gRNA_control,WT,SRX8768331,SRX8768331
Mammary carcinoma,4T1,parental,GSE154676,GSM4676911,1,NA,gRNA_control,WT,SRX8768332,SRX8768332
Mammary carcinoma,4T1,parental,GSE160071,GSM4859483,1,NA,vehicle,WT,SRX9358382,SRX9358382
Mammary carcinoma,4T1,parental,GSE160071,GSM4859484,1,NA,vehicle,WT,SRX9358383,SRX9358383
Colorectal carcinoma,MC38,parental,GSE160985,GSM4887383,1,NA,vehicle,WT,SRX9450750,SRX9450750
Colorectal carcinoma,MC38,parental,GSE160985,GSM4887384,1,NA,vehicle,WT,SRX9450751,SRX9450751
Melanoma,B16,B16F10,GSE162105,GSM4933261,1,NA,no_treatment,WT,SRX9569021,SRX9569021
Melanoma,B16,B16F10,GSE162105,GSM4933262,1,NA,no_treatment,WT,SRX9569022,SRX9569022
Melanoma,B16,B16F10,GSE162105,GSM4933263,1,NA,no_treatment,WT,SRX9569023,SRX9569023
Renal adenocarcinoma,Renca,parental,GSE162105,GSM4933264,1,NA,no_treatment,WT,SRX9569024,SRX9569024
Renal adenocarcinoma,Renca,parental,GSE162105,GSM4933265,1,NA,no_treatment,WT,SRX9569025,SRX9569025
Melanoma,B16,B16F10,GSE164014,GSM4994934,1,NA,no_treatment,WT,SRX9751982,SRX9751982
Melanoma,B16,B16F10,GSE164014,GSM4994935,1,NA,no_treatment,WT,SRX9751983,SRX9751983
Melanoma,B16,B16F10,GSE164014,GSM4994936,1,NA,no_treatment,WT,SRX9751984,SRX9751984
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s1_USR18002652L_HFC32DMXX_1,1,NA,no_treatment,WT,NA,Stan_Timecourse_s1_USR18002652L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s10_USR18002661L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s10_USR18002661L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s11_USR18002662L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s11_USR18002662L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s12_USR18002663L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s12_USR18002663L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s13_USR18002664L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s13_USR18002664L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s14_USR18002665L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s14_USR18002665L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s15_USR18002666L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s15_USR18002666L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s16_USR18002667L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s16_USR18002667L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s2_USR18002653L_HCFFNDMXX_1,1,NA,no_treatment,WT,NA,Stan_Timecourse_s2_USR18002653L_HCFFNDMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s3_USR18002654L_HCFFNDMXX_1,1,NA,no_treatment,WT,NA,Stan_Timecourse_s3_USR18002654L_HCFFNDMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s4_USR18002655L_HCFFNDMXX_1,1,NA,no_treatment,WT,NA,Stan_Timecourse_s4_USR18002655L_HCFFNDMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s5_USR18002656L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s5_USR18002656L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s6_USR18002657L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s6_USR18002657L_HFC32DMXX_1
Melanoma,B16,B16F10,SSG33589424,SSG_Timecourse_s7_USR18002658L_HFC32DMXX_1,0,IFNg,IFNg,WT,NA,Stan_Timecourse_s7_USR18002658L_HFC32DMXX_1
