family	immune_family	score_family	k	cohorts	n_patients	rho_CLDN	p_CLDN	I2_CLDN	stouffer_z_CLDN	stouffer_p_CLDN	cldn4_negative	is_full_family	n_family_units
author/tnk/mean	tnk	mean	4	GSE205335+GSE207422+GSE241934_IIT+GSE241934_Real	69	-0.024682398716268105	0.8521421645623294	0.0	-0.19185291983269634	0.8478574168083985	True	False	6
primary_mixed	tnk	mean	1	GSE241934_IIT	11	-0.06363636363636364	0.8525390725425217	0.0	-0.18587973732951804	0.8525390725425217	True	False	8
author/tnk/mean	tnk	mean	1	GSE241934_IIT	11	-0.06363636363636364	0.8525390725425217	0.0	-0.18587973732951804	0.8525390725425217	True	False	6
marker_epi/tnk/pct	tnk	pct	1	GSE253013	9	-0.06666666666666667	0.8646897846262036	0.0	-0.17040735965601822	0.8646897846262036	True	True	1
author/tnk/pct	tnk	pct	1	GSE241934_Real	24	-0.033913043478260865	0.8749966229566862	0.0	-0.15731496980313214	0.8749966229566862	True	False	4
primary_mixed	tnk	mean	3	GSE241934_Real+GSE253013+GSE325414	58	-0.019000804316741657	0.8941762662997874	0.0	-0.14153231180532297	0.8874494358204866	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE241934_Real	58	-0.01831229444757112	0.897990389336943	0.0	-0.13181578423666052	0.8951300014795942	True	False	8
author/tnk/mean	tnk	mean	3	GSE205335+GSE207422+GSE241934_Real	58	-0.01831229444757112	0.897990389336943	0.0	-0.13181578423666052	0.8951300014795942	True	False	6
primary_mixed	tnk	mean	3	GSE205335+GSE241934_IIT+GSE241934_Real	57	-0.012223048086632781	0.9325094530416039	0.0	-0.0873987694482374	0.9303545474754058	True	False	8
author/tnk/mean	tnk	mean	3	GSE205335+GSE241934_IIT+GSE241934_Real	57	-0.012223048086632781	0.9325094530416039	0.0	-0.0873987694482374	0.9303545474754058	True	False	6
author/tnk/pct	tnk	pct	2	GSE241934_IIT+GSE241934_Real	35	-0.009504884654409643	0.9591765810192527	0.0	-0.05021012205347989	0.9599549454972222	True	False	4
primary_mixed	tnk	mean	2	GSE205335+GSE241934_Real	46	-0.00497144448527907	0.9792976109218384	31.796337474217424	-0.012612609388264447	0.9899368605022498	True	False	8
author/tnk/mean	tnk	mean	2	GSE205335+GSE241934_Real	46	-0.00497144448527907	0.9792976109218384	31.796337474217424	-0.012612609388264447	0.9899368605022498	True	False	6
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE241934_Real+GSE325414	72	-0.003032269548461693	0.9812610655669074	0.0	-0.027399262541215892	0.9781412864359321	True	False	8
author/tnk/mean	tnk	mean	4	GSE207422+GSE241934_IIT+GSE241934_Real+GSE325414	72	-0.003032269548461693	0.9812610655669074	0.0	-0.027399262541215892	0.9781412864359321	True	False	6
marker/tnk_umi/pct	tnk_umi	pct	1	GSE291670	6	-0.6	0.208	0.0	-1.2590839804270721	0.20799999999999985	True	True	1
marker/tnk_umi/mean	tnk_umi	mean	1	GSE291670	6	-0.5428571428571429	0.26570262390670546	0.0	-1.1130135177453457	0.2657026239067055	True	True	1
marker_epi/tnk_umi/mean	tnk_umi	mean	1	GSE291670	6	-0.5428571428571429	0.26570262390670546	0.0	-1.1130135177453457	0.2657026239067055	True	True	1
