cohort	sample_id	TFAP2A	TACSTD2	CLDN4
LUSC	TCGA-85-8049-01	703.588	6292.25	8536.14
LUSC	TCGA-85-8052-01	894.548	16638.5	3301.29
LUSC	TCGA-85-8070-01	650.665	15560.9	17098.5
LUSC	TCGA-85-8071-01	1449.32	19966.2	644.86
LUSC	TCGA-85-8072-01	1009.88	13722.9	7314.97
LUSC	TCGA-85-8276-01	291.419	4716.68	2721.53
LUSC	TCGA-85-8277-01	334.656	5513.67	2033.07
LUSC	TCGA-85-8287-01	1912.5	2837.34	4402.25
LUSC	TCGA-85-8288-01	1044.39	7970.21	3586.51
LUSC	TCGA-85-8350-01	1126.49	16675.1	7914.16
LUSC	TCGA-85-8351-01	1327.14	85476.3	5695.88
LUSC	TCGA-85-8352-01	2699.83	600.785	10703.8
LUSC	TCGA-85-8353-01	767.432	3667.7	2470.87
LUSC	TCGA-85-8354-01	606.422	9508.03	5452.1
LUSC	TCGA-85-8355-01	644.032	5590.47	5922.4
LUSC	TCGA-85-8479-01	3819.63	23615.8	1867.83
LUSC	TCGA-85-8481-01	865.253	25796.6	15884
LUSC	TCGA-85-8580-01	970.671	6806.54	4048.51
LUSC	TCGA-85-8582-01	892.247	10503.9	2961.24
LUSC	TCGA-85-8584-01	1373.16	9245.15	14072.9
LUSC	TCGA-85-8664-01	1099.32	2449.19	2733.99
LUSC	TCGA-85-8666-01	675.13	11297.1	6361.62
LUSC	TCGA-85-A4CL-01	459.862	13548.6	4414.5
LUSC	TCGA-85-A4CN-01	585.381	5106.5	4193.78
LUSC	TCGA-85-A4JB-01	2576.71	4708.41	2485.21
LUSC	TCGA-85-A4JC-01	873.977	23878.7	3345.33
LUSC	TCGA-85-A4PA-01	14.1263	489.335	374.629
LUSC	TCGA-85-A4QQ-01	1916.25	19961.7	3311.12
LUSC	TCGA-85-A4QR-01	1814.98	17194.9	5484.21
LUSC	TCGA-85-A50M-01	367.541	10567.3	8347.77
LUSC	TCGA-85-A50Z-01	2617.05	18961.1	419.939
LUSC	TCGA-85-A510-01	842.454	668.325	3414.59
LUSC	TCGA-85-A511-01	1104.65	4885.29	2634.63
LUSC	TCGA-85-A512-01	588.455	8843.21	9697.34
LUSC	TCGA-85-A513-01	301.29	3978.71	10371
LUSC	TCGA-85-A53L-01	732.422	3989.45	5831.25
LUSC	TCGA-85-A5B5-01	723.23	5086.36	3009.5
LUSC	TCGA-90-6837-01	1825.66	32922.7	5064.33
LUSC	TCGA-90-7766-01	762.648	46199.7	4863.36
LUSC	TCGA-90-7767-01	3236.19	279.671	188.014
LUSC	TCGA-90-7769-01	898.68	42658.6	23419.2
LUSC	TCGA-90-7964-01	1030.92	25855.8	10158.6
LUSC	TCGA-90-A4ED-01	4966.09	4502.95	763.359
LUSC	TCGA-90-A4EE-01	949.344	482.135	1450.93
LUSC	TCGA-90-A59Q-01	867.252	18075.9	6314.79
LUSC	TCGA-92-7340-01	688.75	25580.4	1733.26
LUSC	TCGA-92-7341-01	604.543	11539	8071.46
LUSC	TCGA-92-8063-01	432.214	21028.6	9986.94
LUSC	TCGA-92-8064-01	495.083	4598.85	5300.1
LUSC	TCGA-92-8065-01	486.526	27637.8	4112.65
LUSC	TCGA-94-7033-01	1957	16000.9	2393.36
LUSC	TCGA-94-7557-01	1152.34	10668.7	7672.19
LUSC	TCGA-94-7943-01	845.076	6383.25	10437.6
LUSC	TCGA-94-8035-01	848.848	13839.7	3281.34
LUSC	TCGA-94-8490-01	1060.37	12274.4	4343.88
LUSC	TCGA-94-8491-01	977.361	73618	19468.9
LUSC	TCGA-94-A4VJ-01	1713.54	21480.3	4728.27
LUSC	TCGA-94-A5I4-01	993.22	15474.5	13798.5
LUSC	TCGA-94-A5I6-01	979.997	3001.48	3660.59
LUSC	TCGA-96-7544-01	388.447	7564.27	1036.18
LUSC	TCGA-96-7545-01	1007.67	8373.78	4202.22
LUSC	TCGA-96-8169-01	1068.73	9823.22	5819.78
LUSC	TCGA-96-8170-01	1390.35	20010.8	5656.68
LUSC	TCGA-96-A4JL-01	1570	3904.72	68274.6
LUSC	TCGA-98-7454-01	1626.62	4231.37	693.877
LUSC	TCGA-98-8020-01	3288.01	10330.8	1593.08
LUSC	TCGA-98-8021-01	1114.95	13603.5	4452.34
LUSC	TCGA-98-8022-01	1676.18	8459.69	5688.5
LUSC	TCGA-98-8023-01	715.449	5769.57	2270.1
LUSC	TCGA-98-A538-01	1040.18	21495.2	3828.97
LUSC	TCGA-98-A539-01	1144.44	9143.52	1619.06
LUSC	TCGA-98-A53A-01	1271.79	4398.72	2838.74
LUSC	TCGA-98-A53B-01	1678.41	10284.9	3281.38
LUSC	TCGA-98-A53C-01	55.4228	2723.36	2369.33
LUSC	TCGA-98-A53D-01	88.6747	5670.84	3090.6
LUSC	TCGA-98-A53H-01	875.361	6340.07	5241.02
LUSC	TCGA-98-A53I-01	428.676	8166.15	4390.31
LUSC	TCGA-98-A53J-01	878.884	16806	14354.5
LUSC	TCGA-J1-A4AH-01	431.127	5220.04	7829.16
LUSC	TCGA-L3-A4E7-01	3368.84	16975	5820.5
LUSC	TCGA-L3-A524-01	451.248	8228.45	13747.5
LUSC	TCGA-LA-A446-01	1781.45	5469	5330.96
LUSC	TCGA-LA-A7SW-01	1280.81	5864.81	3488.01
LUSC	TCGA-MF-A522-01	428.754	12980.4	6973.98
LUSC	TCGA-NC-A5HD-01	1642.43	16418.5	8662.49
LUSC	TCGA-NC-A5HE-01	357.476	5326.56	8522.24
LUSC	TCGA-NC-A5HF-01	2614.35	17919.3	4079.72
LUSC	TCGA-NC-A5HG-01	1853.08	16305.8	10017.2
LUSC	TCGA-NC-A5HH-01	2559.59	368.217	92.5388
LUSC	TCGA-NC-A5HI-01	1375.31	35003.6	3102.67
LUSC	TCGA-NC-A5HJ-01	392.95	2796.27	4268.01
LUSC	TCGA-NC-A5HK-01	4941.8	45254.5	12438.4
LUSC	TCGA-NC-A5HL-01	1045.46	13988.3	3058.32
LUSC	TCGA-NC-A5HM-01	1656	8016.28	3260.99
LUSC	TCGA-NC-A5HN-01	2160.23	11703.5	1894.27
LUSC	TCGA-NC-A5HO-01	1556.66	29485.5	4788.25
LUSC	TCGA-NC-A5HP-01	1075.43	5136.86	3751.82
LUSC	TCGA-NC-A5HQ-01	1455.75	24068.7	5509.33
LUSC	TCGA-NC-A5HR-01	954.651	8267.44	6712.79
LUSC	TCGA-NC-A5HT-01	1076.73	14476	2237.62
LUSC	TCGA-NK-A5CR-01	935.333	27716	8014.67
LUSC	TCGA-NK-A5CT-01	2869.52	26632	14725.4
LUSC	TCGA-NK-A5CX-01	1074.46	37283.8	9387.94
LUSC	TCGA-NK-A7XE-01	871.637	5704.8	2051.83
LUSC	TCGA-O2-A52N-01	1178.14	17478.1	2392.35
LUSC	TCGA-O2-A52Q-01	895.682	20392.4	19379.9
LUSC	TCGA-O2-A52S-01	684.189	482.616	1108.03
LUSC	TCGA-O2-A52V-01	486.606	16608.5	5193.82
LUSC	TCGA-O2-A52W-01	1641.05	13500.3	2831.27
LUSC	TCGA-O2-A5IB-01	445.154	1517.84	3236.69
LUSC	TCGA-XC-AA0X-01	668.668	24439.5	10158.4
