cohort	annotation	contrast	celltype	compartment	method	effect	se	p_value	n	n_celltypes	reference	precision	converged	fdr_family	note	n_input	n_high	n_low	binary	p_perm	n_mpr	n_nmpr	q_bh	n_tests_in_family	bonferroni_primary	n_primary_grid	recovery
GSE241934_IIT	author_major	tacstd2_high	fibroblast	fibroblast	alr_perm	-0.34062770117979935	0.7411063420030538	0.645788609342947	11		myeloid		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	mast	mast	alr_perm	0.8510543726648281	0.9191462699415179	0.3544884284049896	11		myeloid		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	myeloid	myeloid	alr_perm	0.0	0.0	1.0	11		myeloid		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	B	B	fraction_mwu	-0.03491992025887103		0.5367965367965368	11				True	companion_fraction_naive	U=11.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	NK	NK	fraction_mwu	-0.00745715051881397		0.24675324675324672	11				True	companion_fraction_naive	U=8.0; median_high-low								0.9686704842145685	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	T	T	fraction_mwu	0.00966660176572981		0.5367965367965368	11				True	companion_fraction_naive	U=19.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	endothelial	endothelial	fraction_mwu	0.005000326110448639		0.9307359307359306	11				True	companion_fraction_naive	U=14.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	epithelial	epithelial	fraction_mwu	-2.7136071697238945e-06		1.0	11				True	companion_fraction_naive	U=15.0; median_high-low								1.0	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	fibroblast	fibroblast	fraction_mwu	-0.003352464373605424		0.7922077922077921	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	mast	mast	fraction_mwu	0.002558533911708868		0.42857142857142855	11				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_high	myeloid	myeloid	fraction_mwu	-0.011263763604234867		0.9307359307359306	11				True	companion_fraction_naive	U=14.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	B	TLS	dm_glm	-0.2919659893645617		0.11914618458872472	11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.48741620968114663	135		52	not_recovered
GSE241934_IIT	author_major	tacstd2_z	NK	TNK	dm_glm	-0.1993136684127042		0.43840787386916935	11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.7686371814589332	135		52	not_recovered
GSE241934_IIT	author_major	tacstd2_z	T	TNK	dm_glm	-0.08752468952965727		0.5867286786148773	11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8446801294124348	135		52	not_recovered
GSE241934_IIT	author_major	tacstd2_z	endothelial	endothelial	dm_glm	0.0639669373584184		0.7994131107943232	11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.9068972265313751	135		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	epithelial	epithelial	dm_glm	0.04642692500250056		0.8462239655373357	11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.9345953421250818	135		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	fibroblast	fibroblast	dm_glm	-0.21070760984968437		0.36867849322333024	11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.7394251640414925	135		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	mast	mast	dm_glm	-0.04462246232183949		0.8863466487188729	11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.9486631341602899	135		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	myeloid	myeloid	dm_glm	0.0			11	8.0	myeloid	27.927143906541385	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False					135		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	B	TLS	alr_lm	-0.387386678050605	0.29989599173418857	0.19644832095933396	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	author_major	tacstd2_z	NK	TNK	alr_lm	-0.30112804328434273	0.22119518658156262	0.1733974312845471	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	author_major	tacstd2_z	T	TNK	alr_lm	-0.14585870760604036	0.26880498609450937	0.5873921163270681	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	author_major	tacstd2_z	endothelial	endothelial	alr_lm	0.13565925419521102	0.35951428156309545	0.7059206703122688	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	epithelial	epithelial	alr_lm	0.14150194389079018	0.29890461321091566	0.635926636679917	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	fibroblast	fibroblast	alr_lm	-0.3128220426590967	0.3202138611198406	0.3286107425784969	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	mast	mast	alr_lm	-0.015435543473624969	0.545024938797846	0.9774062895146132	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	myeloid	myeloid	alr_lm	0.0	0.0	1.0	11		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	B	B	fraction_spearman	-0.4272727272727273		0.18994372496542714	11				True	companion_fraction_naive	spearman_on_fraction								0.9606625258799172	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	NK	NK	fraction_spearman	-0.5		0.11730680301423817	11				True	companion_fraction_naive	spearman_on_fraction								0.8779089773968791	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	T	T	fraction_spearman	0.10000000000000002		0.7698749998921367	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	endothelial	endothelial	fraction_spearman	0.045454545454545456		0.8944269969053026	11				True	companion_fraction_naive	spearman_on_fraction								0.9931741293077159	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	epithelial	epithelial	fraction_spearman	0.17272727272727276		0.6115423848512369	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	fibroblast	fibroblast	fraction_spearman	-0.03636363636363637		0.9154683168905347	11				True	companion_fraction_naive	spearman_on_fraction								0.9931741293077159	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	mast	mast	fraction_spearman	0.14545454545454548		0.6695786456420787	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	tacstd2_z	myeloid	myeloid	fraction_spearman	0.10000000000000002		0.7698749998921367	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	mpr	B	TLS	dm_glm	-0.09782009739696702		0.8278458631730747	11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	author_major	mpr	NK	TNK	dm_glm	0.1863761032231121		0.6557733559419534	11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	author_major	mpr	T	TNK	dm_glm	-0.07070542516822306		0.8494902062307793	11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	author_major	mpr	endothelial	endothelial	dm_glm	0.1334555408905399		0.7432593541364805	11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	author_major	mpr	epithelial	epithelial	dm_glm	0.26451656161781156		0.5472962628475606	11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	author_major	mpr	fibroblast	fibroblast	dm_glm	-0.053523578162677464		0.8782169384502903	11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	author_major	mpr	mast	mast	dm_glm	-0.2313681249476111		0.6708271975195478	11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	author_major	mpr	myeloid	myeloid	dm_glm	0.0			11	8.0	myeloid	26.68966508919693	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0		128		52	not_primary
GSE241934_IIT	author_major	mpr	B	TLS	alr_lm	-0.08529322377897947	1.0371228351646524	0.9344556803521381	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	author_major	mpr	NK	TNK	alr_lm	0.3856959620873854	0.5833797147634079	0.5085222082016072	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	author_major	mpr	T	TNK	alr_lm	-0.046225476633396156	0.7526424488859887	0.9510266532248901	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	author_major	mpr	endothelial	endothelial	alr_lm	0.3012923645713733	0.6508545946089458	0.6434230816389679	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	author_major	mpr	epithelial	epithelial	alr_lm	0.6612021952271433	0.33559271801462887	0.04880950639018309	11		myeloid		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934_IIT	author_major	mpr	fibroblast	fibroblast	alr_lm	-0.05370384265787642	0.9162927734725186	0.9532628122857979	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	author_major	mpr	mast	mast	alr_lm	-0.6049143623529243	0.8842761332083131	0.4939255463509743	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	author_major	mpr	myeloid	myeloid	alr_lm	0.0	0.0	1.0	11		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_IIT	author_major	mpr	B	B	fraction_mwu	0.020171283564864417		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	author_major	mpr	NK	NK	fraction_mwu	0.0073461164830105445		0.5272727272727272	11				True	companion_fraction_naive	U=18.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	mpr	T	T	fraction_mwu	-0.04603245212893825		0.6484848484848484	11				True	companion_fraction_naive	U=11.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	mpr	endothelial	endothelial	fraction_mwu	0.011518013683093156		0.7878787878787878	11				True	companion_fraction_naive	U=16.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	mpr	epithelial	epithelial	fraction_mwu	0.011558629532438672		0.3151515151515151	11				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	mpr	fibroblast	fibroblast	fraction_mwu	0.03180353676202258		0.6484848484848484	11				True	companion_fraction_naive	U=17.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	mpr	mast	mast	fraction_mwu	-0.0029337711803498925		0.4121212121212121	11				True	companion_fraction_naive	U=9.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	author_major	mpr	myeloid	myeloid	fraction_mwu	0.005741891943875088		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	TLS	TLS	dm_glm	-0.2326485415188778		0.5798392715445116	11	7.0	stromal	26.73547987174218	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	TNK	TNK	dm_glm	0.17055120593554304		0.6024012759393831	11	7.0	stromal	26.73547987174218	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	epithelial	epithelial	dm_glm	0.07692065449158665		0.8422329540718614	11	7.0	stromal	26.73547987174218	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	mast	mast	dm_glm	0.25808846674410457		0.5700182552255054	11	7.0	stromal	26.73547987174218	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	myeloid	myeloid	dm_glm	-0.08818006025610216		0.8292566369418954	11	7.0	stromal	26.73547987174218	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	other	other	dm_glm	0.043461456292642524		0.8883945463033267	11	7.0	stromal	26.73547987174218	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9852833781600414	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	stromal	stromal	dm_glm	0.0			11	7.0	stromal	26.73547987174218	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True					135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.22525151572059954	0.9794202904620766	0.7943722943722944	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.7943722943722944			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	TNK	TNK	alr_perm	0.23434989480695645	0.9363900004490769	0.7922077922077922	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.7922077922077922			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	epithelial	epithelial	alr_perm	0.2241940292163761	0.6468081794329497	0.728879864342411	11		stromal		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	mast	mast	alr_perm	0.6834459497538607	0.7233560109999606	0.3447474451551724	11		stromal		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	myeloid	myeloid	alr_perm	-0.07031133979504123	0.6276487965900663	0.9108048685027633	11		stromal		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	other	other	alr_perm	0.1340464193056159	0.7942604928531899	0.865978471485194	11		stromal		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	stromal	stromal	alr_perm	0.0	0.0	1.0	11		stromal		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	TLS	TLS	fraction_mwu	-0.03575212669061745		0.5367965367965368	11				True	companion_fraction_naive	U=11.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	TNK	TNK	fraction_mwu	0.024528850059885754		0.5367965367965368	11				True	companion_fraction_naive	U=19.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	epithelial	epithelial	fraction_mwu	0.001168460294201902		1.0	11				True	companion_fraction_naive	U=15.0; median_high-low								1.0	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	mast	mast	fraction_mwu	0.0011233287602111942		0.32900432900432897	11				True	companion_fraction_naive	U=21.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	myeloid	myeloid	fraction_mwu	-0.011132114409733787		0.9307359307359306	11				True	companion_fraction_naive	U=14.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	other	other	fraction_mwu	-0.005365237965522088		1.0	11				True	companion_fraction_naive	U=15.0; median_high-low								1.0	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_high	stromal	stromal	fraction_mwu	-0.005731081082490375		0.9307359307359306	11				True	companion_fraction_naive	U=14.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	TLS	TLS	dm_glm	-0.2591947197270991		0.20762820518767422	11	7.0	stromal	27.132874643162765	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.5507813615757118	135		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_z	TNK	TNK	dm_glm	-0.06382120816911256		0.7140416122571804	11	7.0	stromal	27.132874643162765	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8539337313437275	135		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_z	epithelial	epithelial	dm_glm	0.08927061092081431		0.7905767684300209	11	7.0	stromal	27.132874643162765	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.9044734215089222	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	mast	mast	dm_glm	-0.004587967063071862		1.0	11	7.0	stromal	27.132874643162765	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				1.0	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	myeloid	myeloid	dm_glm	0.019704201648956154		0.9465369109433858	11	7.0	stromal	27.132874643162765	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.9905618835454036	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	other	other	dm_glm	-0.07691452240666391		0.7647475209927037	11	7.0	stromal	27.132874643162765	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8824009857608119	135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	stromal	stromal	dm_glm	0.0			11	7.0	stromal	27.132874643162765	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False					135		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	TLS	TLS	alr_lm	-0.33865327697438713	0.3560350370472435	0.3415131940227051	11		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_z	TNK	TNK	alr_lm	-0.10751608985471472	0.42478870469439456	0.8001871757127097	11		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_z	epithelial	epithelial	alr_lm	0.21700870736593128	0.27898594324749554	0.43665852237895075	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	mast	mast	alr_lm	0.020690913598312044	0.37758277153673986	0.9562991133988769	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	myeloid	myeloid	alr_lm	0.018554108152394944	0.3338245611543914	0.9556760657409966	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	other	other	alr_lm	-0.12038308715340963	0.35555439239091574	0.7349272511284866	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	stromal	stromal	alr_lm	0.0	0.0	1.0	11		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	TLS	TLS	fraction_spearman	-0.4272727272727273		0.18994372496542714	11				True	companion_fraction_naive	spearman_on_fraction								0.9606625258799172	464		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_z	TNK	TNK	fraction_spearman	0.13636363636363638		0.6893090205863619	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_z	epithelial	epithelial	fraction_spearman	0.17272727272727276		0.6115423848512369	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	mast	mast	fraction_spearman	0.20000000000000004		0.5554454421055853	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	myeloid	myeloid	fraction_spearman	0.11818181818181818		0.7292847795197801	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	other	other	fraction_spearman	-0.22727272727272727		0.501535667604937	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_collapsed	tacstd2_z	stromal	stromal	fraction_spearman	0.02727272727272728		0.9365584481926121	11				True	companion_fraction_naive	spearman_on_fraction								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	TLS	TLS	dm_glm	-0.1590084855443711		0.6283754584393553	11	7.0	stromal	26.099258341716624	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	hu_collapsed	mpr	TNK	TNK	dm_glm	-0.15545442440400822		0.6024434743034361	11	7.0	stromal	26.099258341716624	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	hu_collapsed	mpr	epithelial	epithelial	dm_glm	0.19020147814096675		0.7154652001900208	11	7.0	stromal	26.099258341716624	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	mast	mast	dm_glm	-0.13203807236436357		0.7598797642933709	11	7.0	stromal	26.099258341716624	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	myeloid	myeloid	dm_glm	-0.13647255862231805		0.6880283299549105	11	7.0	stromal	26.099258341716624	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	other	other	dm_glm	0.06168452351024239		0.926387320168913	11	7.0	stromal	26.099258341716624	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9849697675154239	128		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	stromal	stromal	dm_glm	0.0			11	7.0	stromal	26.099258341716624	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0		128		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	TLS	TLS	alr_lm	-0.2731822711663272	1.0893665415769485	0.801990642834084	11		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_collapsed	mpr	TNK	TNK	alr_lm	-0.2589055525898156	1.1429834616985792	0.8207990884813501	11		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_collapsed	mpr	epithelial	epithelial	alr_lm	0.4742662864728113	0.7216115229883415	0.5110316617523315	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	mast	mast	alr_lm	-0.3102814775535797	0.7923478392797894	0.6953555938259512	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	myeloid	myeloid	alr_lm	-0.25533816566789647	0.7039968097340884	0.716830567370977	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	other	other	alr_lm	0.04458629670416264	0.8925474030001781	0.9601590597275868	11		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	stromal	stromal	alr_lm	0.0	0.0	1.0	11		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	TLS	TLS	fraction_mwu	0.018163241684919756		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_recovered
GSE241934_IIT	hu_collapsed	mpr	TNK	TNK	fraction_mwu	-0.03922067681617386		0.6484848484848484	11				True	companion_fraction_naive	U=11.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934_IIT	hu_collapsed	mpr	epithelial	epithelial	fraction_mwu	0.012302591201483878		0.3151515151515151	11				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	mast	mast	fraction_mwu	-0.0007620647677817113		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	myeloid	myeloid	fraction_mwu	0.010449425664839099		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	other	other	fraction_mwu	0.006444083366247813		0.3151515151515151	11				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_collapsed	mpr	stromal	stromal	fraction_mwu	0.03265734868050038		0.7878787878787878	11				True	companion_fraction_naive	U=16.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	B	TLS	dm_glm	-0.25885801814386616		0.5461723277926973	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	NK	TNK	dm_glm	0.14522884297602034		0.6532942817647911	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	T	TNK	dm_glm	0.2101901971693306		0.38184463935336854	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	endothelial	endothelial	dm_glm	0.1699349410921134		0.642234443564391	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	epithelial	epithelial	dm_glm	0.10338907427364563		0.7763311602928422	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
