sample	patient	fov	n_qc	n_epi	n_cd8	in_module_universe	in_spatial_universe	cldn4_ac_z	cldn4_ac_fdr	n_sig_genes	median_nn_um	rho_samecell_cldn4_cd8tx	delta_cd8_domain	domain_epi_purity	domain_max_frac	hs_fine_sign_agrees	hs_program_sign_agrees	rho_cldn4_50	rho_hs_fine_50	rho_keratin_50	rho_resid_50	rho_adhesion_50	rho_adhesion_wo_50	rho_hs_program_50	rho_hmrf_fine_50	rho_hmrf_program_50	rho_cldn4_100
Lung9_Rep2	Lung9	15	3260	2760	16	True	True	21.041809592488114	2.070895727349062e-97	462	8.863972021616494	0.0431088163980991	-0.0064490124949617	0.9704749679075738	0.3039877300613497	1.0	1.0	-0.0558506155913694	-0.3577102754024962	-0.1374375156089557	-0.0323573165849438	-0.1138739840685996	-0.1072084299606312	-0.3237456859557181			-0.0425793637432446
Lung9_Rep2	Lung9	16	3003	1929	17	True	True	21.452631500814547	4.4071748123733966e-101	430	8.714677274575347	0.0341630142278457	-0.0048044760688438	0.9559082892416224	0.4049284049284049	1.0	1.0	-0.1009347575490856	-0.2289836355913225	-0.1259889261063905	-0.077747495679462	-0.1116137526607683	-0.0770722792818732	-0.273136939995483	0.0034970535675149	0.0034970535675149	-0.1517150352793611
Lung9_Rep2	Lung9	17	3425	2330	35	True	True	23.05459668759083	1.1979617740688394e-116	474	8.035745142797897	0.0288637522673485	-0.0083189402931678	0.9095477386934674	0.3535766423357664	1.0	1.0	-0.0165359180357889	-0.1357171605343152	-0.0422475323937572	0.0018971244498895	-0.0259325597774267	-0.0208327337304774	-0.110440782336929			0.0270838284281422
Lung9_Rep2	Lung9	18	2615	2160	22	True	True	13.724015055237036	5.468493252189072e-42	378	9.224012142229649	0.0512397217571831	-0.0093101988997037	0.988095238095238	0.4202676864244742	1.0	1.0	-0.0106195688226628	-0.3702603678094067	-0.1001847646686574	0.0122823939322448	-0.0405207089706893	-0.0396270066613469	-0.3702603678094067			-0.0180199184292939
Lung9_Rep2	Lung9	19	3700	2635	34	True	True	20.58406179857032	3.453723660891381e-93	478	8.351107654630818	0.0355482908749546	-0.0118137595552467	0.9562043795620438	0.4051351351351351	1.0	1.0	-0.0316015910820586	-0.3335829265526264	-0.1189182988368411	-0.0082631173667333	-0.031992091547823	-0.0133403219275562	-0.3297874447312456			-0.0007947749193115
Lung9_Rep2	Lung9	20	3870	3368	23	True	True	16.925879693219894	2.485559537856064e-63	390	8.187527099191794	0.0272431489965536	-0.0068986202759448	0.9776119402985076	0.3532299741602067	1.0		-0.0686186966797476	-0.2622807227502766	-0.0829778662088644	-0.0583718609698234	-0.0933100412058359	-0.0794746861072713				-0.0668719519795705
Lung9_Rep2	Lung9	21	2940	1464	18	True	True	27.492501363255965	3.453161305088997e-165	414	9.102021753434782	0.1062642673596952	-0.0069740410693529	0.9052924791086352	0.3085034013605442	1.0	1.0	-0.0126526768062776	-0.1301803727163261	-0.1092161697388956	0.0154703194607463	-0.0090880713977526	0.0033035038775107	0.0697822687013395	0.0506544025155871	0.0506544025155871	0.0585561586593433
Lung9_Rep2	Lung9	22	3766	2508	31	True	True	25.882077630017456	1.4132473637813417e-146	470	8.390780654980798	0.0442174846885417	-0.0053382698543988	0.9153439153439152	0.3335103558151885	1.0	1.0	-0.0574184163135564	-0.2500228156767735	-0.0734109569145682	-0.0378862229352497	-0.0445179648146103	-0.0046756710251115	-0.2672516509361159	-0.0904704617040579		-0.0262390143256519
Lung9_Rep2	Lung9	23	1898	1327	17	True	True	13.263217109872388	2.4539123760398377e-39	422	9.254695732747267	0.034396651845442	-0.005914671577655	0.9244444444444444	0.3661749209694415	1.0	1.0	-0.0832373539126196	-0.2156248158372978	-0.09952094611888	-0.0614659182515746	-0.1331824281808695	-0.1206933712058637	-0.3320216061202882	-0.0642699161194042		-0.0628927172109193
Lung9_Rep2	Lung9	24	2250	1717	10	True	True	16.508024236521962	4.405426768947607e-60	366	9.181764536296932	0.050537241750325	-0.006253908692933	0.9523809523809524	0.3848888888888889	1.0	1.0	-0.0721307537573626	-0.2086825930181636	-0.0754097915682876	-0.0571857691640679	-0.0995866862158327	-0.0789243564574173	-0.2574214071077375			-0.0533204283456411
Lung9_Rep2	Lung9	25	2841	2318	22	True	True	15.992173736716158	1.4796860154515153e-56	404	8.626865015751667	0.0486983143878168	-0.0045964009128241	0.946043165467626	0.3657162970784935	1.0	1.0	-0.0906058149231746	-0.3453094300503103	-0.0838778550376255	-0.0774808936011593	-0.1032055893056255	-0.084022437848288	-0.3222768051792703	-0.1808131240876554	-0.1808131240876554	-0.1343000613275566
Lung9_Rep2	Lung9	26	2379	1028	27	True	True	14.941885259185144	2.4127093653843096e-49	276	9.243311095056791	0.11817826656218	0.0119023939302441	0.6824196597353497	0.4447246742328709	1.0	1.0	0.0566030025375912	0.1174881080769126	-0.0628939844162084	0.0695295015354614	0.0428873199707235	0.0310387279733925	0.1174881080769126	0.1129862312585643	0.1129862312585643	0.1206745958003407
Lung9_Rep2	Lung9	27	3175	1911	25	True	True	18.68987845521771	4.5599386202949156e-77	429	8.459999999999999	0.082194866314711	-0.0016127972355252	0.8162124388539483	0.4507086614173228	1.0	1.0	-0.0420719321302073	0.0999946683780033	-0.0587068310574421	-0.0256332627184631	-0.0266606797664955	-0.00481633422857	0.1037048479575643	0.0795656074119825	0.0795656074119825	-0.011726840305177
Lung9_Rep2	Lung9	28	2580	1939	21	True	True	9.685976572588016	1.865457520050222e-21	308	8.459999999999999	0.0671415535382524	-0.0113636363636363	0.9439890710382514	0.4558139534883721	1.0	1.0	-0.05120947422278	-0.3367957954059622	-0.0850275291005774	-0.036356995012971	-0.0796416214198079	-0.0737666677536028	-0.3737886801171767			-0.03691348243462
Lung9_Rep2	Lung9	29	2135	1733	25	True	True	15.396490170272298	2.182703351220096e-52	327	9.55357524699523	-0.0026488962121138	-0.0089103922224562	0.9302325581395348	0.405152224824356	1.0	1.0	-0.0048718043343374	-0.231572538773673	-0.1228862712469228	0.0221869720631722	0.0205652703488981	0.0369258004212339	-0.3211420990280223			0.0007557287362639
Lung9_Rep2	Lung9	30	2448	1492	34	True	True	15.956553220649642	2.7361253358170168e-56	316	8.79516869460111	0.0263332388030636	-0.0112433862433862	0.8726851851851852	0.4481209150326797	1.0	1.0	0.0008486368106957	-0.2174646103744066	-0.0490311615423416	0.0086747584722674	-0.0220675373778581	-0.0338016104989501	-0.291529351042009	0.0830902909408857		-0.0148560755421316
Lung9_Rep2	Lung9	31	3085	1234	18	True	True	14.95620733405217	1.6215423204380882e-49	268	9.059205263156366	0.0573344469228134	-0.0002820669643729	0.6629001883239172	0.3442463533225283	1.0	1.0	0.0468392916830207	-0.0039743614210141	0.0650993266281542	0.0753092291114676	0.0525778456654111	0.0314414758307678	-0.0511692477928509	-0.0212706382154004	-0.0212706382154004	0.0481573982701218
Lung9_Rep2	Lung9	32	3392	1968	36	True	True	25.722319743512465	9.868679141855016e-145	399	8.936777942860614	0.0366314817049941	-0.0069579062102012	0.9134396355353076	0.3151533018867924	1.0	1.0	-0.0482497015281138	-0.2122264943733887	-0.0969549155026771	-0.0187887205152929	-0.0564053748857543	-0.0279904704154248	-0.0808211098958753	-0.0239678660704764	-0.0239678660704764	-0.0836762006570299
Lung9_Rep2	Lung9	33	3014	1659	32	True	True	16.046102820470253	4.2965683697499585e-57	336	8.574123861946479	0.1046917103641641	0.0018570176843118	0.7890466531440162	0.4439283344392833	1.0	1.0	0.0961415850131571	0.0499395505108134	-0.0085054350545891	0.0863455197040217	0.0853922179984974	0.0460358013600141	-0.0268225784663279	0.1946154628093823	0.1946154628093823	0.121734633383409
Lung9_Rep2	Lung9	34	2807	1976	31	True	True	11.04549855797672	1.6033715082344885e-27	283	8.496305079268282	0.0814569616727983	-0.0096717142377651	0.919205298013245	0.4371214820092625	1.0	1.0	0.0168175950169058	-0.0702401717169508	-0.1020724779028369	0.0320054971652011	-0.0203770256190367	-0.0290657913467023	0.0741676688266373			-0.0349146558627294
Lung9_Rep2	Lung9	35	3302	1806	46	True	True	24.082645538768755	4.7999188133733034e-127	391	8.686748528649831	0.0678667096694915	-0.010297078873141	0.8393632416787264	0.4039975772259236	1.0	1.0	-0.0567059469871175	-0.3213893803068935	-0.0807662363648908	-0.0321859037326252	-0.0836199380600261	-0.0603271212617334	-0.2830639383629644	0.0145547049877393	0.0145547049877393	-0.086987841521797
Lung9_Rep2	Lung9	36	3047	1002	29	True	True	6.794692450392211	1.4081361958495491e-10	157	8.863972021616494	-0.012606341469546	-0.0008690289302534	0.6705539358600583	0.37807679684936	1.0	1.0	0.1382088736207387	0.0368721015350678	-0.0497509856144335	0.1224085822838356	0.0766573758857392	0.0055875153828496	0.0368721015350678			0.1035659967282974
Lung9_Rep2	Lung9	37	3001	1320	36	True	True	14.375724670459698	8.819604522481872e-46	245	8.936777942860614	0.0431023744794741	0.0002072744313471	0.6631339894019682	0.4401866044651782	1.0	1.0	0.0236852972887514	0.152377197167333	-0.0189740222118358	0.016620424758747	0.0202005901915228	0.012628025558897	0.1496403835921633	0.0928792041756019	0.0928792041756019	0.1084108424119311
Lung9_Rep2	Lung9	38	3128	1366	44	True	True	20.18931672955522	2.1605959848038066e-89	254	8.535303105303266	0.0362905054190006	-0.0155973059198865	0.7328990228013029	0.4248721227621483	1.0	1.0	0.0040370958312949	0.0093667176306046	-0.034085757652697	0.006636819522211	0.0115140075933667	0.0188161132114037	-0.0404570440432439	0.0260579602205002		-0.0268376475513575
Lung9_Rep2	Lung9	39	3167	2104	24	True	True	10.765380748249818	4.5422317874305075e-26	256	8.641874796593617	0.0642342250049234	-0.0028352208821924	0.8945945945945946	0.2557625513103884	1.0	1.0	-0.0002191179591537	-0.1299541333859139	-0.053261404914567	0.0086779571255393	0.0185795984250111	0.0194064398639412	-0.1078732383367238			0.0076980473551968
Lung9_Rep2	Lung9	40	3184	2189	27	True	True	12.20881674469394	2.0284796980267242e-33	350	8.936777942860614	0.0331852456202402	-0.0023496240601503	0.9276315789473684	0.3567839195979899	1.0	1.0	0.0133543535063975	-0.1544023619641084	-0.0629629892502784	0.0263619488297076	0.0176110255665321	0.0172782403713324	-0.1554551543682685			-0.0116262936019629
Lung9_Rep2	Lung9	41	4311	1427	45	True	True	-0.1756257692195422	0.8496009322374515	86	8.05990074380572	0.0556762691348172	-0.0044654667895939	0.3943894389438944	0.4203201113430758			0.0017741209605344		0.0021151502651448	-4.854716876849807e-05	-0.0086113471233464	-0.0122441201886802				0.077159077483901
Lung9_Rep2	Lung9	42	3399	1325	39	True	True	16.648576218569083	6.1977479298697316e-61	215	8.641874796593617	0.071336995787001	0.0087151457866726	0.6165853658536585	0.3015592821418064	1.0	1.0	0.0522614309512766	0.125035295701106	-0.0038886787802903	0.0412351531366568	0.0295765319401479	0.0144111901243253	0.120377791100141	0.1365421266228193	0.1365421266228193	0.1210875979950513
Lung9_Rep2	Lung9	43	2890	957	30	True	True	10.498673036029578	1.3564319447408155e-24	176	9.29225483938102	0.0533723716481519	0.0115340253748558	0.5847750865051903	0.3114186851211072	1.0	1.0	0.0906003321145748	0.2579368662480787	0.0104649331593061	0.0730314140140428	0.0860606900573857	0.0668159216813056	0.2506920163125668	0.1989233364003617		0.0692880008797099
Lung9_Rep2	Lung9	44	2913	1610	27	True	True	15.796118026404134	7.562845485601909e-55	185	8.891344105364498	0.0077921748391945	-0.0001499225119601	0.7628865979381443	0.2996910401647786	1.0	1.0	-0.0130830130498778	-0.0205035381773983	-0.0322111093026464	0.0009282210026615	-0.0405882042000901	-0.0399817471601941	-0.0385802181532717	-0.033941226914402	-0.033941226914402	-0.1710802947923057
Lung9_Rep2	Lung9	45	2676	1816	12	True	True	10.479382620597384	1.1993617890203515e-24	206	8.654987001723342	0.0051234505983016	-0.0059435364041604	0.867579908675799	0.4346038863976084	1.0	1.0	-0.0488252184932808	-0.3337118998452147	-0.0566567373863712	-0.0275701629225541	-0.0512207133611881	-0.0183387555733069	-0.2766571542500302			-0.0490676485569441
Lung12	Lung12	1	3217	1809	91	True	True	13.91905760251456	3.1056648948904477e-43	376	8.2975900115636	0.0985313779334959	-0.0364875701684041	0.9875518672199172	0.224743549891203	1.0	1.0	-0.152609232139685	-0.4377387372326687	-0.2698364455116067	-0.0407685210693524	-0.1837892268728407	-0.1508729709751058	-0.5139388131080505			-0.1177715035846468
Lung12	Lung12	2	2952	1512	148	True	True	17.782065792466753	1.4599030325605597e-69	280	8.459999999999999	0.0790289494870268	-0.0548148148148148	0.988095238095238	0.3157181571815718	1.0	1.0	-0.1355098361962133	-0.2847962684443166	-0.1895018809131812	-0.0304948507329137	-0.1040601351588283	-0.0615075491916991	-0.3357983065939327			-0.112035491940566
Lung12	Lung12	3	2377	1132	127	True	True	15.773183678483727	2.9285672460587167e-55	362	9.335737785520756	0.0710626649898512	-0.0702742185557359	0.9967948717948718	0.2625157761884729	1.0	1.0	-0.2353186621854248	-0.6369387842660262	-0.3216732782370711	-0.0923439714731671	-0.2858425475451527	-0.2486056277137919	-0.6177998701282845	-0.4718767027979852	-0.4718767027979852	-0.215618386244519
Lung12	Lung12	4	2674	1384	85	True	True	22.286163245814624	3.4027520670932864e-109	433	8.61653016281458	0.0647273929981178	-0.0446898002103049	0.9896373056994818	0.2887060583395662	1.0	1.0	-0.1919180005272283	-0.5765265184817115	-0.3638119265099453	-0.0393656632531693	-0.2957001894483096	-0.2531297111358974	-0.5985587421887935	-0.4827537915862795	-0.4827537915862795	-0.2848585322013316
Lung12	Lung12	5	2129	1086	19	True	True	9.069945183280115	9.854640653689825e-19	241	8.82	0.0091732241730709	-0.0072102521415798	0.8723021582733813	0.2611554720526068	1.0	1.0	-0.11357523490437	-0.2575224810738759	-0.0473257727557738	-0.0665969002277474	-0.1212711239848431	-0.0502189603524213	-0.2575224810738759			-0.1387173182019602
Lung12	Lung12	6	2553	1128	128	True	True	19.05393532095889	9.436451520909608e-80	263	8.836515150216176	0.0700972876257598	-0.057892356399819	0.9853801169590644	0.3294163728946337	1.0	1.0	-0.1645683710710316	-0.596941343929019	-0.2206857976630195	-0.0452290726607682	-0.1378552786986319	-0.0951921838704123	-0.5772748973972852			-0.1519893733595729
Lung12	Lung12	7	3090	948	165	True	True	7.950608519562815	8.173104394837257e-15	327	8.777653444970358	0.0769841506916638	-0.0564513310675624	0.9789156626506024	0.2877022653721683	1.0	1.0	-0.1756069482138955	-0.4101968184021293	-0.2284005400185004	-0.0687039644404734	-0.1934832585238774	-0.1777746785303154	-0.3822830880890726			-0.1796706313628416
Lung12	Lung12	8	3081	1029	126	True	True	15.949064367077828	2.041391455708169e-56	312	8.587339518151126	0.1016102087640629	-0.0458682198762286	0.9910179640718564	0.3476144109055501	1.0	1.0	-0.1821837921224948	-0.4460910157185727	-0.249263416474863	-0.0652589637972435	-0.2175458264260603	-0.1688328631534175	-0.4748297979300807	-0.2747987872113085	-0.2747987872113085	-0.1086730014303973
Lung12	Lung12	9	2572	1210	47	True	True	2.755323731306877	0.0152958492240375	221	8.686748528649831	0.0186536804542947	-0.0160855074640983	0.973621103117506	0.3670295489891135	1.0	1.0	-0.0534491171013409	-0.4228154503234722	-0.212503496300124	0.11451353357587	-0.0495465613774138	-0.048292211217596	-0.5463834817923623			-0.0460448693097242
Lung12	Lung12	10	2374	738	96	True	True	5.247748835010073	9.355079093707504e-07	205	9.059205263156366	0.0248209908073322	-0.0420694843933098	0.90625	0.3483572030328559	1.0	1.0	-0.0917804070483742	-0.4296611899410314	-0.2044985835778869	0.0366918959633841	-0.1152632440525805	-0.0915664050226218	-0.4273227793379103			-0.0591762807199675
Lung12	Lung12	11	2723	516	205	True	True	4.441039438609843	4.053979637253272e-05	179	9.0	0.053421408777616	-0.0800468566966028	0.9506172839506172	0.3687109805361733	1.0	1.0	-0.0610959784095026	-0.2999693580804377	-0.1782455393411893	0.0382913369995946	-0.1163121683668301	-0.1150235944709404	-0.2471862357036572			0.0262702383335692
Lung12	Lung12	12	3189	482	269	True	True	2.220263935744652	0.0677669043886687	177	8.55331514677204	0.0132175170424053	-0.014548696594835	0.3787878787878788	0.3104421448730009			-0.0006207642746379		-0.0721204953375895	0.0183381219190622	-0.0506816706642948	-0.0721339382423015				0.0533871463584725
Lung12	Lung12	13	2050	1082	51	True	True	8.019358853894762	1.00045681698643e-14	200	8.967541469098428	0.0583572289759648	-0.0280733163210016	0.951338199513382	0.3	1.0	1.0	-0.0012407572281819	-0.3574667886747234	-0.0785116035042327	0.0370323846692605	-0.0423389045621774	-0.0307957269425523	-0.3372989000466362			-0.0528360327123347
Lung12	Lung12	14	1742	718	50	True	True	3.546668504351908	0.0022293437622387	130	9.741642571969065	0.0310458061116645	-0.0239896364077501	0.911042944785276	0.2944890929965557	1.0		-0.1078141200220028	-0.2415445153918891	-0.1139651771918833	-0.0028415949173069	-0.0973469169913779	-0.069970495322678				-0.1248022553306874
Lung12	Lung12	15	1769	436	73	True	True	5.4148524137563	5.555255452385182e-07	127	9.09668071331516	0.019153505469121	-0.0443768996960486	0.9112903225806452	0.3035613340870548	1.0	1.0	-0.1064609381023162	-0.317202292030103	-0.1677420686635413	-0.0213698868852417	-0.0763457117927085	-0.0473193158117644	-0.3590401531100649			-0.157983048571813
Lung12	Lung12	16	1592	196	84	True	True	1.5005757185770074	0.3462884381810449	87	9.734988443752773	0.0006048469338295	-0.0555923229649238	0.8395061728395061	0.3373115577889447			-0.0270643679149781		-0.0528833047408871	0.0211398439986037	-0.1281022060046567	-0.1211914875843232				-0.0019693322868337
Lung12	Lung12	17	2346	937	104	True	True	6.648430474008038	1.9748990096203907e-10	229	9.09668071331516	0.0574711175865309	-0.0450263017243804	0.9178947368421052	0.2988064791133845	1.0	1.0	-0.0400519831874149	-0.2068519776015229	-0.0545084617444949	-0.0161620109954662	-0.1196340148977292	-0.1065615301440884	-0.2241729370903968			0.0269275049251926
Lung12	Lung12	18	1980	682	119	True	True	4.473005506477155	4.068279060566868e-05	192	10.05344326356386	0.1227065800684493	-0.0651396787290842	0.9700374531835206	0.2797979797979798	1.0	1.0	0.0280198986967477	-0.087752932150807	-0.0068034661896299	0.0208549619135344	0.0173569317329177	0.0120725192980186	-0.087752932150807			0.0489035379588017
Lung12	Lung12	19	2514	980	114	True	True	10.047546771219949	5.381876160790971e-23	301	8.490583018850943	0.1106122069875879	-0.0476783550366423	0.9489795918367347	0.2720763723150358	1.0	1.0	-0.0985385836127103	-0.3454068927257553	-0.1563082125241193	-0.0191541798915642	-0.1015399995181069	-0.0642630905249998	-0.4251733002826549	-0.3207140349214429	-0.3207140349214429	-0.0984780201006193
Lung12	Lung12	20	2406	325	131	True	True	1.0022670030481675	0.4436950389723694	145	8.748074073760463	0.0161362166080556	-0.0435682994822779	0.9012345679012346	0.4218620116375727			-0.1078220416130388		-0.1673625700893792	0.0209262023941104	-0.0131833617601916	0.0070022694804198				-0.0638553439909368
Lung12	Lung12	21	2241	1092	107	True	True	9.85993457040745	5.228617977002279e-22	257	9.614426659973022	0.0829365648951546	-0.0510225640690277	0.9773755656108596	0.3003123605533244	1.0	1.0	-0.0895784362609712	-0.2825125891629437	-0.1298016345778753	-0.0318821495245999	-0.0688040694111077	-0.033382919638531	-0.2917720938571199			-0.035271197421036
Lung12	Lung12	22	2070	882	116	True	True	12.410574546492285	2.442704515190037e-34	284	9.919616928087494	0.1000795138958431	-0.0674810936591041	0.9943019943019944	0.3314009661835749	1.0	1.0	-0.0986166528265149	-0.2685172054055048	-0.1597735842231414	-0.0316138207661732	-0.1150707209601465	-0.1039306206181591	-0.2778295514418625			-0.0736265924262994
Lung12	Lung12	23	3413	683	297	True	True	4.115640631649777	0.0001519103575268	245	8.404284621548701	0.0530010934280022	-0.0804023076012113	0.9398907103825136	0.3337239964840316	1.0	1.0	-0.2746026670286097	-0.6032557085444172	-0.3875825880830934	-0.0555226431267032	-0.2859586370841014	-0.2590402362005961	-0.5654845049860138			-0.2152173575631436
Lung12	Lung12	24	2788	542	258	True	True	10.261505873412816	6.3831192903135434e-24	284	9.2660671268883	0.0853687202007722	-0.1024215958713775	0.9925650557620818	0.3568866571018651	1.0	1.0	-0.2709102355190392	-0.6192971005761385	-0.4050144193296076	-0.1257078035460689	-0.3201721491085261	-0.308068014459224	-0.6021298699419819			-0.2962300167210374
Lung12	Lung12	25	2484	963	144	True	True	11.695152525586971	1.061858626994179e-30	312	9.037720951655896	0.1050886236485942	-0.069164265129683	0.9875621890547264	0.2934782608695652	1.0	1.0	-0.0167519570415708	-0.1338007104341739	0.0141522797065176	-0.0349293556380232	-0.0185277386499706	-0.015235156340712	-0.0825140606188061			0.0270647624983965
Lung12	Lung12	26	2643	1020	185	True	True	8.415684215536565	2.2864872556621114e-16	268	9.18	0.1044155155426281	-0.0776845579025334	0.976890756302521	0.3208475217555808	1.0	1.0	-0.0371321691403588	-0.2663917271486203	-0.0513371354792284	-0.0176938648213742	-0.0552566085819912	-0.0544308315380803	-0.2707210898258527			0.0042573460591973
Lung12	Lung12	27	3371	829	277	True	True	6.412886706281479	4.792938843877343e-10	338	8.477216524307963	0.0455977364360245	-0.0880791712393272	0.9823008849557522	0.2832987244141204	1.0	1.0	-0.3446375101161996	-0.7135541762028456	-0.4684722947204309	-0.1130071895846515	-0.3767581863735542	-0.343215589913215	-0.6753249754048228			-0.2582840690420446
Lung12	Lung12	28	3100	1117	189	True	True	16.410811182612793	8.830492296199277e-60	430	8.643749186550938	0.1016308103848934	-0.0556184923368175	0.9243827160493828	0.3183870967741935	1.0	1.0	-0.2424691898211425	-0.4006449639959001	-0.3305268134375397	-0.1123036243857272	-0.2637200091644211	-0.2255889555847085	-0.4050536992960405	-0.3463505137771515	-0.3463505137771515	-0.1237697543599852
Lung13	Lung13	1	3539	1120	144	True	True	34.040710199856626	5.242528360223571e-253	554	8.161764515103336	0.0686376749829129	-0.052707858614526	0.9501698754246886	0.2495055100310822	1.0	1.0	0.0160150271080273	-0.2066428377751575	-0.0229600492737984	0.0202034657173233	-0.0371121585792978	-0.058043868387761	-0.2398995528246317	-0.0530590411990727	-0.0530590411990727	0.0376164698630245
Lung13	Lung13	2	4180	1578	167	True	True	54.55072547080216	0.0	549	7.773416237408106	0.044963645175671	-0.0579015832699115	0.980700500357398	0.334688995215311	1.0	1.0	-0.0601116450734105	-0.376740707126532	-0.0711545798948459	-0.0478359253651795	-0.0213410658857003	0.0237818496956348	-0.3243071696643398	-0.1074113168793143	-0.1074113168793143	-0.0140088185707225
Lung13	Lung13	3	3608	1008	81	True	True	27.478022884308476	2.269251370343955e-165	485	8.452336954949205	0.0970191831553713	-0.0266335595189452	0.9429153924566768	0.3866407982261641	1.0	1.0	-0.0173943077999071	-0.2350843069024217	-0.0970290851924032	-0.0026916089363158	-0.0232249067036121	-0.0190720907440035	-0.1861489965875778	-0.0493064008391109	-0.0493064008391109	-0.0354598641295607
Lung13	Lung13	4	3122	1219	30	True	True	32.86618435979897	6.8313613867138404e-236	442	8.788720043328265	0.1118467030761234	-0.0125551974042077	0.9685279187817258	0.3155028827674567	1.0	1.0	0.080038016808896	-0.0508104523108577	-0.0166091919202743	0.0836026706596687	0.0870606038533771	0.0602005196021476	-0.0149563839502533	-0.0372984243059043	-0.0372984243059043	0.2105732034113434
Lung13	Lung13	5	4559	1280	193	True	True	40.51665631091574	0.0	538	7.636753236814713	0.0328191902022312	-0.0532661915502847	0.8940016433853739	0.2711120859837683	1.0	1.0	-0.0145912416285172	-0.2963256941102657	-0.0225267757262232	-0.0150174249609466	-0.0054781601828401	0.0184173346222725	-0.3137571559383194	0.0026528252026318	0.0026528252026318	0.087502325964483
Lung13	Lung13	6	3153	1846	80	True	True	34.12683261459769	3.2191773058985544e-254	539	8.085987880277832	0.0001011164056424	-0.0472724413766409	0.964784053156146	0.4773231842689502	1.0	1.0	-0.0904689244926917	-0.2284045049488728	-0.0287344003977765	-0.0819658209823508	-0.067303158481567	-0.0313208766621531	-0.2299637648616178	-0.0849142114431737	-0.0849142114431737	0.0137527285110112
Lung13	Lung13	7	3935	740	57	True	True	12.51509150833003	3.2564407138085816e-35	332	7.79214989588881	0.0881761075833498	-0.0123045818976054	0.8451519536903039	0.363151207115629	1.0	1.0	-0.1282732020309622	-0.3149270412838698	-0.0596877764346831	-0.0791233971595034	-0.1369785729494473	-0.1018144486142244	-0.3238570155718392			-0.080953789608301
Lung13	Lung13	8	3854	836	154	True	True	23.391066680657453	3.010828518273397e-120	515	7.989242767621973	0.0460944992734677	-0.0391559819690246	0.9273972602739726	0.2524649714582252	1.0	1.0	-0.0043417162976589	-0.250137152973234	-0.0804797130941362	0.0155490699277673	-0.0140556501327147	-0.0085691362869094	-0.1909062815686194	-0.0770250699205762	-0.0770250699205762	-0.002822827061264
Lung13	Lung13	9	4068	1652	125	True	True	36.67117462798406	1.9804890563302348e-293	493	7.773416237408106	0.0204015654729599	-0.040239285173406	0.9272300469483568	0.3141592920353982	1.0	1.0	-0.1060021277862989	-0.3671214917907303	-0.0219282265401491	-0.0999656621559906	-0.1088088648876756	-0.0760892941130222	-0.4023794744283653	-0.0737459725054935	-0.0737459725054935	-0.1463990968203084
Lung13	Lung13	10	4224	2182	161	True	True	46.41213765804154	0.0	552	7.872813982306454	-0.0074071593992015	-0.0663290552297004	0.967828418230563	0.4415246212121212	1.0	1.0	-0.1202857866911283	-0.4223565290053048	-0.0726053960475743	-0.1094562984858826	-0.0901571361946342	-0.040139739797801	-0.5172751291751518	-0.1329499039166966	-0.1329499039166966	-0.0405934662864108
Lung13	Lung13	11	4483	1305	134	True	True	33.11020639467493	1.518167360003895e-239	514	7.510552576209023	0.05758538215823	-0.0328811177301013	0.9221927497789568	0.2712469328574615	1.0	1.0	0.0022213665529553	-0.1123797925069975	0.0150382500073222	0.0070976304071632	-0.0109408583036107	-0.0176090618246366	-0.2113760559649235	-0.0021169127159892	-0.0021169127159892	0.0750552684477566
Lung13	Lung13	12	3657	822	98	True	True	21.8923307117658	1.8676810320390622e-105	462	8.027677123551992	0.0416908215635491	-0.0298486624281255	0.8854748603351955	0.2250478534317747	1.0	1.0	-0.0038687469428747	-0.1499489746514772	-0.0453737653048229	0.0196426062388552	-0.0260742881209078	-0.0118064401787028	-0.162541883909549	-0.0431627498001043	-0.0431627498001043	0.1182333522256227
Lung13	Lung13	13	4130	1027	212	True	True	31.895975358142135	2.9742226114190913e-222	533	7.491114736806533	0.0447036071650553	-0.0590511986997155	0.8815217391304347	0.2835351089588377	1.0	1.0	0.0565032732698864	-0.1638227209104854	0.1482264248506561	0.0197696801556923	0.0591734838344281	0.0550154293501474	-0.1736166081699953	0.1067081385551219	0.1067081385551219	0.134491159204746
Lung13	Lung13	14	4675	1526	204	True	True	51.58782248603635	0.0	555	7.570706704132712	0.0187018857722417	-0.0573805774278215	0.8826666666666667	0.320855614973262	1.0	1.0	-0.0815630968459849	-0.3854253683878555	-0.0104743653855423	-0.0739636306643781	-0.0820198561888685	-0.0601545727312799	-0.4061324372394921	-0.0542612674332654	-0.0542612674332654	-0.0344850377670305
Lung13	Lung13	15	4513	1668	187	True	True	42.273632474642994	0.0	528	7.773416237408106	0.0448934728005269	-0.0593901550682599	0.9238733252131548	0.363837801905606	1.0	1.0	-0.0246904757603305	-0.1809002712029653	0.0830701914023415	-0.0332970117726727	-0.0006447326926639	0.0212981138313584	-0.3035379382343671	0.0674503893451834	0.0674503893451834	0.0038038591287799
