spec	geneset	smooth	score	subset	radius_um	patient_mean_rho	n_patients_neg	n_samples_neg	n_samples	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
adhesion_ezr|ball15|pc1|all|count30	adhesion_ezr	ball15	pc1	all	30	-0.11765522662339647	5	8	8	225	-0.24724988341956486	-0.03913220426050113	-0.07694528522881881	-0.1583722221985728	-0.06657653800952465
program_ceacam|hs60|pc1|all|count20	program_ceacam	hs60	pc1	all	20	-0.1176432742334012	4	7	8	225	-0.2421233257681288	0.009699854997254669	-0.09248888754854906	-0.19213330505384565	-0.0711707077937371
adhesion|ball15|pc1|quartile|count20	adhesion	ball15	pc1	quartile	20	-0.11764188336106543	5	8	8	225	-0.25149532253000223	-0.026799000847707203	-0.06419600669974795	-0.15101123147766363	-0.0947078552502061
program|ball15|mean|all|count20	program	ball15	mean	all	20	-0.11726708170515451	5	8	8	225	-0.22656905070623698	-0.03982938480590847	-0.07636392993290886	-0.17561883474848902	-0.06795420833222932
adhesion_ezr|ball40|mean|tertile|count100	adhesion_ezr	ball40	mean	tertile	100	-0.11725802015521651	4	7	8	225	-0.3213711291702309	-0.014480371624339511	-0.11894455871842277	-0.24005997720394054	0.10856593594085122
keratin|raw|pc1|quartile|count20	keratin	raw	pc1	quartile	20	-0.11723989077613166	5	8	8	224	-0.24793197800730457	-0.06588694885657044	-0.02966814119164266	-0.1723938399172676	-0.07031854590787305
program|ball25|pc1|all|count100	program	ball25	pc1	all	100	-0.11721615281285354	3	6	8	225	-0.3170833390944747	0.03423763965981291	-0.14663474090887105	-0.20389743270553265	0.04729710898479778
keratin|raw|pc1|all|count30	keratin	raw	pc1	all	30	-0.11706386928116322	5	8	8	225	-0.25368173655378146	-0.06958761486408535	-0.035713535728011135	-0.18295407258409407	-0.043382386675844035
keratin|hmrf8|mean|quartile|count40	keratin	hmrf8	mean	quartile	40	-0.11703930486568051	5	8	8	225	-0.2763948133635991	-0.08465682732663384	-0.04439152241479623	-0.1569617311837492	-0.022791630039624162
keratin|ball25|pc1|all|count20	keratin	ball25	pc1	all	20	-0.11692277633317356	5	8	8	225	-0.2326871408710253	-0.07049796795764464	-0.05792118480398725	-0.17827344245071414	-0.0452341455824964
cldn4|hs60|mean|quartile|count20	cldn4	hs60	mean	quartile	20	-0.11682904492680331	4	7	8	225	-0.24627656952915333	0.030911733729750288	-0.08022392712431042	-0.19779525303588616	-0.09076120867441682
cldn4|hs60|pc1|quartile|count20	cldn4	hs60	pc1	quartile	20	-0.11682904492680331	4	7	8	225	-0.24627656952915333	0.030911733729750288	-0.08022392712431042	-0.19779525303588616	-0.09076120867441682
program|hs30|pc1|all|count20	program	hs30	pc1	all	20	-0.11677727358073249	4	7	8	225	-0.24342724807319766	0.007832482139016028	-0.09254948768662495	-0.1943055918232728	-0.0614365224595831
keratin|ball15|mean|tertile|count100	keratin	ball15	mean	tertile	100	-0.11667204261680508	4	7	8	225	-0.2902169577517825	-0.023122786585729197	-0.12138799868810322	-0.17417724256495432	0.025544772506543835
keratin|ball15|mean|all|count75	keratin	ball15	mean	all	75	-0.11664279698085425	4	7	8	225	-0.2735772143997814	-0.025401830657751295	-0.10772809623641322	-0.18392778673072177	0.007420943120396445
cldn4|hs15|mean|tertile|count75	cldn4	hs15	mean	tertile	75	-0.11660540728472038	4	7	8	225	-0.2881905510929048	0.0865746559526899	-0.09995779691030125	-0.2552607944218347	-0.026192549951250987
cldn4|hs15|pc1|tertile|count75	cldn4	hs15	pc1	tertile	75	-0.11660540728472038	4	7	8	225	-0.2881905510929048	0.0865746559526899	-0.09995779691030125	-0.2552607944218347	-0.026192549951250987
program|ball15|mean|tertile|count100	program	ball15	mean	tertile	100	-0.11643828852797278	4	7	8	225	-0.29715025798757544	-0.01787212033921786	-0.12471609391051117	-0.20135415761643033	0.0589011872138708
keratin|hmrf8|mean|quartile|count30	keratin	hmrf8	mean	quartile	30	-0.11634226108522894	5	8	8	225	-0.25258880923883004	-0.08492449115306257	-0.04586933596683028	-0.15001797208725764	-0.04831069698016409
keratin|ball60|pc1|all|count20	keratin	ball60	pc1	all	20	-0.11624562827279476	5	8	8	225	-0.22586958116250974	-0.07570206014617378	-0.06610932768883167	-0.18370071558305648	-0.029846456783402097
program_ceacam|raw|mean|tertile|count100	program_ceacam	raw	mean	tertile	100	-0.11624453346377835	4	7	8	225	-0.29693097315711264	-0.01550562261212121	-0.08966411198215114	-0.20262268041353623	0.023500720846029548
program_ceacam|ball15|mean|all|count100	program_ceacam	ball15	mean	all	100	-0.11622949980923936	4	7	8	225	-0.2910141195929964	-0.00962193620365301	-0.11121827631770907	-0.19614665887891808	0.026853491947079915
program_ceacam|hmrf8|mean|tertile|count30	program_ceacam	hmrf8	mean	tertile	30	-0.1161768351641368	5	8	8	225	-0.2479438990486967	-0.07932872601178713	-0.05005110580331241	-0.14516565467077786	-0.05839479028610993
adhesion_ezr|raw|pc1|tertile|count50	adhesion_ezr	raw	pc1	tertile	50	-0.11611991254144427	5	8	8	225	-0.26292623829128997	-0.03624181145119226	-0.06986604192066102	-0.16843077555608765	-0.043134695487990475
cldn4|hs30|mean|all|count75	cldn4	hs30	mean	all	75	-0.11608899916424813	4	7	8	225	-0.27285805617827585	0.08343149621646266	-0.10030515610465886	-0.2571120660295777	-0.03360121372519097
cldn4|hs30|pc1|all|count75	cldn4	hs30	pc1	all	75	-0.11608899916424813	4	7	8	225	-0.27285805617827585	0.08343149621646266	-0.10030515610465886	-0.2571120660295777	-0.03360121372519097
cldn4|hs15|mean|all|count40	cldn4	hs15	mean	all	40	-0.11591968259590042	4	7	8	225	-0.25329396333718285	0.046605126767791286	-0.08443594009419544	-0.20773205580182713	-0.08074158051408789
cldn4|hs15|pc1|all|count40	cldn4	hs15	pc1	all	40	-0.11591968259590042	4	7	8	225	-0.25329396333718285	0.046605126767791286	-0.08443594009419544	-0.20773205580182713	-0.08074158051408789
adhesion|hs30|pc1|all|count20	adhesion	hs30	pc1	all	20	-0.11574595211406616	5	8	8	225	-0.24436269825297624	-0.019533812487469052	-0.07074537328414766	-0.17900858778772633	-0.06507928875801151
program|raw|pc1|tertile|count100	program	raw	pc1	tertile	100	-0.11572311786392693	4	7	8	225	-0.2998223467889701	-0.040868305450144186	-0.08668497783737197	-0.1721999648221406	0.020960005578992233
adhesion|raw|pc1|quartile|count30	adhesion	raw	pc1	quartile	30	-0.11561847049944522	5	8	8	225	-0.26104522065666347	-0.04293722182608393	-0.06058328750038187	-0.1381809570652491	-0.07534566544884773
adhesion|raw|mean|tertile|count50	adhesion	raw	mean	tertile	50	-0.11561812792215591	5	8	8	225	-0.2709194013866671	-0.04026390649934836	-0.06766005144259647	-0.16459470724968248	-0.034652573032485125
program|ball60|mean|all|count20	program	ball60	mean	all	20	-0.11554956057992175	5	8	8	225	-0.22605167715178898	-0.04177572988551916	-0.08337582171433021	-0.18203671515115954	-0.0445078589968108
program|ball25|pc1|all|count20	program	ball25	pc1	all	20	-0.1155127569237824	5	8	8	225	-0.23825698866072662	-0.003324378863508209	-0.08769532641668923	-0.18323187909939795	-0.06505521157858993
cldn4|hs30|mean|quartile|count20	cldn4	hs30	mean	quartile	20	-0.11526521308240696	4	7	8	225	-0.24159574795274838	0.0261217674549562	-0.07688125142874933	-0.18703823029266478	-0.09693260319282847
cldn4|hs30|pc1|quartile|count20	cldn4	hs30	pc1	quartile	20	-0.11526521308240696	4	7	8	225	-0.24159574795274838	0.0261217674549562	-0.07688125142874933	-0.18703823029266478	-0.09693260319282847
cldn4|ball40|mean|all|count40	cldn4	ball40	mean	all	40	-0.11525235742432452	4	7	8	225	-0.2471698055542561	0.045972093327273235	-0.09514375513953774	-0.19770083963757412	-0.08221948011752786
cldn4|ball40|pc1|all|count40	cldn4	ball40	pc1	all	40	-0.11525235742432452	4	7	8	225	-0.2471698055542561	0.045972093327273235	-0.09514375513953774	-0.19770083963757412	-0.08221948011752786
keratin|hs30|mean|all|count20	keratin	hs30	mean	all	20	-0.11520336302127396	5	8	8	225	-0.23075765045310154	-0.04040641890334403	-0.08350463845668259	-0.18503003446361035	-0.0363180728296313
program|ball15|pc1|all|count20	program	ball15	pc1	all	20	-0.11519924752542261	5	8	8	225	-0.23341852207927297	-0.02941459584177176	-0.0693342511608321	-0.17560329415218526	-0.06822557439305095
program|ball25|mean|all|count100	program	ball25	mean	all	100	-0.11519245737820458	4	7	8	225	-0.28830646586980896	-0.01899460487093583	-0.1347072014378309	-0.19919603784826895	0.06524202313582182
adhesion_ezr|hs30|pc1|all|count20	adhesion_ezr	hs30	pc1	all	20	-0.11518679594452301	5	8	8	225	-0.23678991316584178	-0.015499012322292638	-0.07397138375881576	-0.18238265997776473	-0.0672910104979002
cldn4|ball15|mean|quartile|count40	cldn4	ball15	mean	quartile	40	-0.11501197943996608	4	7	8	225	-0.250156781663863	0.01819737787858734	-0.08176565435016582	-0.16798688751027405	-0.09334795155411495
cldn4|ball15|pc1|quartile|count40	cldn4	ball15	pc1	quartile	40	-0.11501197943996608	4	7	8	225	-0.250156781663863	0.01819737787858734	-0.08176565435016582	-0.16798688751027405	-0.09334795155411495
adhesion|raw|mean|tertile|count30	adhesion	raw	mean	tertile	30	-0.11496100587805443	5	8	8	225	-0.2498713561567466	-0.04944094352311455	-0.061431553628827185	-0.14622217098407905	-0.06783900509750476
keratin|hmrf8|pc1|tertile|count30	keratin	hmrf8	pc1	tertile	30	-0.11489033557719568	5	8	8	225	-0.24834333874592637	-0.08674100976218291	-0.041534647679562546	-0.15474040048676435	-0.04309228121154219
adhesion|ball25|mean|quartile|count100	adhesion	ball25	mean	quartile	100	-0.11485301441074336	4	7	8	225	-0.3272398425260344	-0.04937117895626149	-0.10395915842639201	-0.19710034958987518	0.10340545744484635
adhesion|ball40|mean|all|count20	adhesion	ball40	mean	all	20	-0.1147811098460916	5	8	8	225	-0.23012126380890816	-0.044624840100985545	-0.07124314405691523	-0.16754795273456735	-0.0603683485290817
adhesion|ball15|pc1|all|count40	adhesion	ball15	pc1	all	40	-0.11464542747866657	5	8	8	225	-0.2785334969500517	-0.010732233067091852	-0.07661189792413517	-0.15825668274736393	-0.0490928267046902
program_ceacam|ball60|pc1|all|count20	program_ceacam	ball60	pc1	all	20	-0.11462103870951998	4	7	8	225	-0.23903146726512564	0.008312563665941798	-0.0871904341260956	-0.18952576558281548	-0.06567009023950493
program|ball15|pc1|all|count100	program	ball15	pc1	all	100	-0.1145801489994823	4	7	8	225	-0.29472459050253397	-0.01533389071392677	-0.1107417830631137	-0.18336159632614382	0.03126111560830684
program_ceacam|hmrf8|pc1|tertile|count40	program_ceacam	hmrf8	pc1	tertile	40	-0.11456332398170854	5	8	8	225	-0.2786624479210558	-0.08284572135091885	-0.04984571108128202	-0.15575971763982263	-0.005703021915463421
cldn4|ball40|mean|all|count50	cldn4	ball40	mean	all	50	-0.11453889820066791	4	7	8	225	-0.25074534198275106	0.05719272935376169	-0.10512073833049125	-0.20196872446856706	-0.07205241557529202
cldn4|ball40|pc1|all|count50	cldn4	ball40	pc1	all	50	-0.11453889820066791	4	7	8	225	-0.25074534198275106	0.05719272935376169	-0.10512073833049125	-0.20196872446856706	-0.07205241557529202
adhesion_ezr|ball40|mean|all|count20	adhesion_ezr	ball40	mean	all	20	-0.11446811021582941	5	8	8	225	-0.21922752518700972	-0.03901863559620088	-0.07341005529234734	-0.17730050208362005	-0.0633838329199691
adhesion|hs60|pc1|all|count20	adhesion	hs60	pc1	all	20	-0.1144571404956154	5	8	8	225	-0.2421959880591386	-0.01812847513643254	-0.07163035642061949	-0.18026796959936536	-0.06006291326252104
program_ceacam|hmrf8|pc1|tertile|count30	program_ceacam	hmrf8	pc1	tertile	30	-0.11443319124976184	5	8	8	225	-0.25637266000360504	-0.0776712707070714	-0.050657872050760465	-0.15011960843663302	-0.03734454505073926
keratin|hs60|mean|all|count20	keratin	hs60	mean	all	20	-0.11431872238718763	5	8	8	225	-0.22815679374992398	-0.04239811535967387	-0.08614571465751113	-0.18045402365123347	-0.03443896451759573
program_ceacam|hmrf8|mean|tertile|count40	program_ceacam	hmrf8	mean	tertile	40	-0.11430894068149429	5	8	8	225	-0.2680888874342063	-0.07735617857307611	-0.048595038666171174	-0.1490917733950968	-0.028412825338921078
adhesion|raw|pc1|tertile|count40	adhesion	raw	pc1	tertile	40	-0.11424062378360164	5	8	8	225	-0.26783903017705957	-0.041044202323968826	-0.059615321173226	-0.14772225848646842	-0.05498230675728548
keratin|raw|mean|quartile|count75	keratin	raw	mean	quartile	75	-0.114207451603266	4	7	8	225	-0.2929779603616216	-0.019674582787665425	-0.0834431539596579	-0.17697602004829724	0.0020344591409121276
program|hmrf8|mean|tertile|count30	program	hmrf8	mean	tertile	30	-0.11418564890555145	5	8	8	225	-0.24157863024931048	-0.07939318604504042	-0.05081978827783151	-0.14447625873927278	-0.05466038121630199
cldn4|hs30|mean|quartile|count100	cldn4	hs30	mean	quartile	100	-0.11418536057611903	3	6	8	225	-0.3190050394968533	0.12000759637955094	-0.10176711082727019	-0.30545656824918516	0.035294319313162556
cldn4|hs30|pc1|quartile|count100	cldn4	hs30	pc1	quartile	100	-0.11418536057611903	3	6	8	225	-0.3190050394968533	0.12000759637955094	-0.10176711082727019	-0.30545656824918516	0.035294319313162556
cldn4|ball25|mean|quartile|count75	cldn4	ball25	mean	quartile	75	-0.11412143987900074	4	7	8	225	-0.26943385563963973	0.05684894512028684	-0.10990628963325644	-0.21302673700205385	-0.035089262240340424
cldn4|ball25|pc1|quartile|count75	cldn4	ball25	pc1	quartile	75	-0.11412143987900074	4	7	8	225	-0.26943385563963973	0.05684894512028684	-0.10990628963325644	-0.21302673700205385	-0.035089262240340424
cldn4|ball60|mean|quartile|count100	cldn4	ball60	mean	quartile	100	-0.11391539523776595	3	6	8	225	-0.31843762926798946	0.11755527877723286	-0.1240979685755616	-0.28169485013030576	0.03709819300779419
cldn4|ball60|pc1|quartile|count100	cldn4	ball60	pc1	quartile	100	-0.11391539523776595	3	6	8	225	-0.31843762926798946	0.11755527877723286	-0.1240979685755616	-0.28169485013030576	0.03709819300779419
keratin|hmrf8|pc1|tertile|count50	keratin	hmrf8	pc1	tertile	50	-0.11379306889049275	5	8	8	225	-0.2744865281091249	-0.09478124149206414	-0.04010797219404398	-0.1537566274406525	-0.005832975216578267
adhesion_ezr|hs15|pc1|all|count20	adhesion_ezr	hs15	pc1	all	20	-0.11371194110414298	5	8	8	225	-0.2394733957408142	-0.016990157884855646	-0.07026607881084775	-0.1758349751642095	-0.06599509791998784
adhesion|ball25|pc1|tertile|count20	adhesion	ball25	pc1	tertile	20	-0.1137088982279405	5	8	8	225	-0.2493931717182762	-0.009984758401485966	-0.06985250508924405	-0.1630910248031474	-0.07622303112754883
keratin|ball15|mean|tertile|count20	keratin	ball15	mean	tertile	20	-0.11362878528193876	5	8	8	225	-0.2432463761135367	-0.022480185815741044	-0.06625672020787814	-0.17600931975746711	-0.060151324515070784
cldn4|hs15|mean|all|count50	cldn4	hs15	mean	all	50	-0.11357758725775995	4	7	8	225	-0.25677580079237794	0.060708815752897244	-0.089319726797812	-0.21413213615969498	-0.06836908829181212
cldn4|hs15|pc1|all|count50	cldn4	hs15	pc1	all	50	-0.11357758725775995	4	7	8	225	-0.25677580079237794	0.060708815752897244	-0.089319726797812	-0.21413213615969498	-0.06836908829181212
adhesion_ezr|raw|pc1|tertile|count30	adhesion_ezr	raw	pc1	tertile	30	-0.11357672783936082	5	8	8	225	-0.2414877206085112	-0.042457813384527546	-0.06005638535972198	-0.1514664751177132	-0.0724152447263302
adhesion_ezr|hs15|pc1|all|count100	adhesion_ezr	hs15	pc1	all	100	-0.11345370571889608	4	7	8	225	-0.32360602262658367	-0.013331468290374002	-0.09353807265118809	-0.21576987600795125	0.07897691098161667
adhesion_ezr|hs60|pc1|all|count20	adhesion_ezr	hs60	pc1	all	20	-0.11312086031764294	5	8	8	225	-0.23433896777280647	-0.013415611414567916	-0.07464530821592603	-0.1813827847194787	-0.06182162946543568
adhesion_ezr|ball25|mean|all|count20	adhesion_ezr	ball25	mean	all	20	-0.11306498796798063	5	8	8	225	-0.21744770526353555	-0.04709384720714782	-0.07126187494652154	-0.16244817852790133	-0.06707333389479703
program_ceacam|raw|pc1|all|count100	program_ceacam	raw	pc1	all	100	-0.11258168939273394	4	7	8	225	-0.29317249878442053	-0.03390451656629392	-0.07606349713972134	-0.17192279000253724	0.012154855529303244
cldn4|ball15|mean|quartile|count30	cldn4	ball15	mean	quartile	30	-0.11257841011132134	4	7	8	225	-0.23767473966132516	0.006102492618282582	-0.0738266698288857	-0.15237705406071492	-0.10511607962396348
cldn4|ball15|pc1|quartile|count30	cldn4	ball15	pc1	quartile	30	-0.11257841011132134	4	7	8	225	-0.23767473966132516	0.006102492618282582	-0.0738266698288857	-0.15237705406071492	-0.10511607962396348
keratin|hs15|mean|all|count20	keratin	hs15	mean	all	20	-0.11256083606681563	5	8	8	225	-0.23048110635869817	-0.03484071461885483	-0.07752329579639082	-0.18103749126172494	-0.038921572298409375
adhesion|ball15|pc1|all|count50	adhesion	ball15	pc1	all	50	-0.11255492959630822	5	8	8	225	-0.281494804969006	-0.003812710511215103	-0.08035788129161334	-0.16275481058757282	-0.03435444062213384
adhesion|ball40|mean|all|count100	adhesion	ball40	mean	all	100	-0.11248242196844675	4	7	8	225	-0.30880908591351847	-0.04308002986529502	-0.10652467201344205	-0.19852837638238627	0.09453005433240799
program|hmrf8|pc1|tertile|count30	program	hmrf8	pc1	tertile	30	-0.11241760218586971	5	8	8	225	-0.24982958832822424	-0.0776499061831625	-0.05100328459748535	-0.14940599976425548	-0.034199232056220996
adhesion|ball15|pc1|tertile|count75	adhesion	ball15	pc1	tertile	75	-0.11236461885655813	4	7	8	225	-0.3085949996888098	-0.005508449191468281	-0.09018781097716055	-0.17338370950434392	0.015851875078991863
program|hmrf8|pc1|tertile|count40	program	hmrf8	pc1	tertile	40	-0.11231682557737363	5	8	8	225	-0.2711392504248945	-0.08307334222518484	-0.05008092648585241	-0.15490756119584667	-0.002383047555089801
adhesion|raw|pc1|tertile|count50	adhesion	raw	pc1	tertile	50	-0.11231417043519565	5	8	8	225	-0.27041213216747567	-0.04156125982275441	-0.06247158406945458	-0.14793743090954087	-0.03918844520675271
adhesion_ezr|raw|mean|quartile|count20	adhesion_ezr	raw	mean	quartile	20	-0.11227710231630701	5	8	8	225	-0.21409356530336418	-0.049344346044781606	-0.061069016496585256	-0.15004462602034943	-0.08683395771645465
program|ball40|pc1|all|count20	program	ball40	pc1	all	20	-0.11224423414776723	4	7	8	225	-0.2399058324301181	0.015435420373102087	-0.0886823463671997	-0.1891076936326935	-0.05896071868192698
program|hmrf8|mean|tertile|count40	program	hmrf8	mean	tertile	40	-0.11214716952899717	5	8	8	225	-0.26053372641660866	-0.07766765220939051	-0.04942376999473122	-0.14821722199222004	-0.02489347703203541
adhesion|ball25|pc1|all|count75	adhesion	ball25	pc1	all	75	-0.11213377080792619	4	7	8	225	-0.2994180755843552	-0.00019899771557696028	-0.09945742683652431	-0.18864877013455664	0.02705441623138216
adhesion|ball25|mean|all|count20	adhesion	ball25	mean	all	20	-0.11196027553955994	5	8	8	225	-0.22715318448134458	-0.052354408286380445	-0.06893117901441322	-0.14751396803013836	-0.06384863788552313
program|hs60|pc1|all|count20	program	hs60	pc1	all	20	-0.11168996223117919	4	7	8	225	-0.23842695551149282	0.009642069683603694	-0.09251064895036618	-0.18917843678295834	-0.04797583959468228
program_ceacam|hs15|pc1_resid_keratin|quartile|count50	program_ceacam	hs15	pc1_resid_keratin	quartile	50	-0.11167821604922057	4	7	8	225	-0.21033016217772077	0.03539543712790965	-0.08604463278801588	-0.19616532474204137	-0.10124639766623442
keratin|raw|pc1|tertile|count20	keratin	raw	pc1	tertile	20	-0.11160492167703437	5	8	8	224	-0.23636618673766047	-0.06243248291897781	-0.030056400085973472	-0.16659655540922527	-0.06257298323333478
keratin|raw|mean|tertile|count75	keratin	raw	mean	tertile	75	-0.11150324639875402	4	7	8	225	-0.28058513276917246	-0.021537954401991456	-0.07751671875214088	-0.18066873080656887	0.0027923047361035668
keratin|hmrf8|mean|tertile|count40	keratin	hmrf8	mean	tertile	40	-0.11133301682103844	5	8	8	225	-0.26393017556446136	-0.07950053302942266	-0.04045537331249414	-0.15495804748825043	-0.0178209547105636
cldn4|ball60|mean|all|count30	cldn4	ball60	mean	all	30	-0.11129682318369476	4	7	8	225	-0.23083845410741613	0.03976972403688202	-0.08578003439968265	-0.19735618010830394	-0.08227917133995312
cldn4|ball60|pc1|all|count30	cldn4	ball60	pc1	all	30	-0.11129682318369476	4	7	8	225	-0.23083845410741613	0.03976972403688202	-0.08578003439968265	-0.19735618010830394	-0.08227917133995312
keratin|ball40|mean|all|count20	keratin	ball40	mean	all	20	-0.11117451952436082	5	8	8	225	-0.22465265837619935	-0.03699468723771849	-0.08133980810896559	-0.1794088643217302	-0.03347657957719038
adhesion_ezr|hs15|mean|all|count100	adhesion_ezr	hs15	mean	all	100	-0.11109779885932725	4	7	8	225	-0.2943900889195239	-0.02545354409742135	-0.09492231981478126	-0.21946856721074953	0.07874552574583978
program_ceacam|hmrf8|pc1|quartile|count50	program_ceacam	hmrf8	pc1	quartile	50	-0.11103202603236666	4	7	8	225	-0.29409560422777464	-0.0963378523345111	-0.05167508360526189	-0.15118345667620875	0.038131866681923095
adhesion|hs15|pc1|all|count100	adhesion	hs15	pc1	all	100	-0.11092267007892893	4	7	8	225	-0.3285292031027935	-0.010181786828494644	-0.08607131660749749	-0.2103456156231687	0.08051457176730964
adhesion|ball60|mean|all|count20	adhesion	ball60	mean	all	20	-0.1107331161380539	5	8	8	225	-0.2244849569535501	-0.04030955669716309	-0.06901519463474104	-0.1717023077216046	-0.04815356468321069
keratin|raw|mean|all|count40	keratin	raw	mean	all	40	-0.11068669159494508	5	8	8	225	-0.25368682133831344	-0.025611620152346776	-0.05903437780699539	-0.18606313688878462	-0.029037501788285253
cldn4|hs15|mean|all|count30	cldn4	hs15	mean	all	30	-0.11038452122946425	4	7	8	225	-0.23480452180400618	0.028761597633183544	-0.07659980230677907	-0.1839196807786972	-0.08536019889102234
cldn4|hs15|pc1|all|count30	cldn4	hs15	pc1	all	30	-0.11038452122946425	4	7	8	225	-0.23480452180400618	0.028761597633183544	-0.07659980230677907	-0.1839196807786972	-0.08536019889102234
keratin|raw|mean|all|count50	keratin	raw	mean	all	50	-0.11034457099184236	5	8	8	225	-0.2586864565924538	-0.026804597208131886	-0.06319229622145094	-0.18905926903984743	-0.013980235897327626
keratin|hmrf8|mean|tertile|count30	keratin	hmrf8	mean	tertile	30	-0.11029252601933263	5	8	8	225	-0.24199335805814187	-0.07924132034635896	-0.04125175698723182	-0.14924940510530513	-0.0397267895996254
adhesion|ball25|mean|tertile|count100	adhesion	ball25	mean	tertile	100	-0.11029072685373316	4	7	8	225	-0.3153874756267113	-0.04268238270214046	-0.1007075954298383	-0.1852377724049061	0.0925615918949304
keratin|ball15|pc1|all|count20	keratin	ball15	pc1	all	20	-0.11024406266479865	5	8	8	225	-0.22817329040946827	-0.06019073979834749	-0.043898752391290555	-0.1690602199159502	-0.04989731080893675
cldn4|ball15|mean|quartile|count50	cldn4	ball15	mean	quartile	50	-0.11004348207017138	4	7	8	225	-0.25315073926744025	0.03434627705176186	-0.08730826999113103	-0.16615272428509886	-0.07795195385894861
cldn4|ball15|pc1|quartile|count50	cldn4	ball15	pc1	quartile	50	-0.11004348207017138	4	7	8	225	-0.25315073926744025	0.03434627705176186	-0.08730826999113103	-0.16615272428509886	-0.07795195385894861
cldn4|ball25|mean|all|count40	cldn4	ball25	mean	all	40	-0.10989798101966533	4	7	8	225	-0.23152547617813998	0.02315079219650814	-0.08188462425684283	-0.18059593993763157	-0.07863465692222041
cldn4|ball25|pc1|all|count40	cldn4	ball25	pc1	all	40	-0.10989798101966533	4	7	8	225	-0.23152547617813998	0.02315079219650814	-0.08188462425684283	-0.18059593993763157	-0.07863465692222041
adhesion_ezr|ball60|mean|all|count20	adhesion_ezr	ball60	mean	all	20	-0.1098722714660622	5	8	8	225	-0.21519592230814083	-0.034471919376668624	-0.0713747253623678	-0.17804046331384113	-0.05027832696929254
adhesion|ball15|pc1|tertile|count20	adhesion	ball15	pc1	tertile	20	-0.1098689942898264	5	8	8	225	-0.24062382612350286	-0.024590707027775154	-0.06117317073980155	-0.14277174113622593	-0.08018552642182643
adhesion|hs15|pc1|all|count20	adhesion	hs15	pc1	all	20	-0.1098153807388557	5	8	8	225	-0.24094172010157938	-0.011089052252981865	-0.06658246932194471	-0.16759654210208322	-0.06286711991568943
program_ceacam|raw|pc1|all|count20	program_ceacam	raw	pc1	all	20	-0.1096019452122153	5	8	8	225	-0.2279104211992563	-0.039959473296942306	-0.0499784506478862	-0.1618013665823654	-0.06836001433462627
adhesion_ezr|ball25|pc1|quartile|count100	adhesion_ezr	ball25	pc1	quartile	100	-0.10947366654196063	4	7	8	225	-0.3085063163527119	-0.022388848747859978	-0.10771649701167567	-0.20178899297250594	0.0930323223749504
adhesion|ball15|pc1|all|count30	adhesion	ball15	pc1	all	30	-0.10946860324399443	5	8	8	225	-0.2594479889923988	-0.012247725341177424	-0.07105144476396803	-0.1427788143230713	-0.061817042799356625
program_ceacam|raw|mean|all|count20	program_ceacam	raw	mean	all	20	-0.1093847036657923	5	8	8	225	-0.21891390409343398	-0.030760159246386084	-0.054943422817085065	-0.16694258547376126	-0.07536344669829512
cldn4|ball60|mean|tertile|count100	cldn4	ball60	mean	tertile	100	-0.10937739551115652	3	6	8	225	-0.29473750176080565	0.10911447667343087	-0.1226990937918063	-0.2643761073582969	0.025811248681695327
cldn4|ball60|pc1|tertile|count100	cldn4	ball60	pc1	tertile	100	-0.10937739551115652	3	6	8	225	-0.29473750176080565	0.10911447667343087	-0.1226990937918063	-0.2643761073582969	0.025811248681695327
cldn4|hs15|mean|quartile|count20	cldn4	hs15	mean	quartile	20	-0.10934986980176173	4	7	8	225	-0.22917731952765405	0.016308065245405737	-0.07045317153827779	-0.17073799989142038	-0.09268892329686214
cldn4|hs15|pc1|quartile|count20	cldn4	hs15	pc1	quartile	20	-0.10934986980176173	4	7	8	225	-0.22917731952765405	0.016308065245405737	-0.07045317153827779	-0.17073799989142038	-0.09268892329686214
cldn4|hs60|mean|tertile|count20	cldn4	hs60	mean	tertile	20	-0.10933543148796357	4	7	8	225	-0.23026056336106593	0.028127389302559723	-0.07342951162508517	-0.18730178926478552	-0.08381268249144094
cldn4|hs60|pc1|tertile|count20	cldn4	hs60	pc1	tertile	20	-0.10933543148796357	4	7	8	225	-0.23026056336106593	0.028127389302559723	-0.07342951162508517	-0.18730178926478552	-0.08381268249144094
cldn4|ball15|mean|tertile|count40	cldn4	ball15	mean	tertile	40	-0.10913758405008574	4	7	8	225	-0.2378089560843802	0.014112871774151745	-0.07530635063753452	-0.165913092922961	-0.08077239237970464
cldn4|ball15|pc1|tertile|count40	cldn4	ball15	pc1	tertile	40	-0.10913758405008574	4	7	8	225	-0.2378089560843802	0.014112871774151745	-0.07530635063753452	-0.165913092922961	-0.08077239237970464
adhesion|raw|pc1|tertile|count30	adhesion	raw	pc1	tertile	30	-0.10906850452109536	5	8	8	225	-0.2481186616584255	-0.042520384398876974	-0.05525074287565119	-0.1317915362730748	-0.06766119739944831
program|raw|mean|quartile|count100	program	raw	mean	quartile	100	-0.10902218951760852	4	7	8	225	-0.27972672395301507	-0.019602402664745576	-0.09682966893019498	-0.18861821908790466	0.039666067047817756
