spec	predictor	subset	outcome	patient_mean_rho	n_patients_neg	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
cldn4|keratin_high|frac_20	cldn4	keratin_high	frac_20	-0.03285711675245095	4	225	-0.054429836293877785	0.00794898531240469	-0.027217045032006833	-0.06833214019524389	-0.02225554755353092
cldn4|edge30|frac_75	cldn4	edge30	frac_75	-0.03200115605767649	4	225	-0.1102291515185028	0.026322571173126665	-0.030042126347767876	-0.03351380591595512	-0.012543267679283316
cldn4|edge_keratin_high|count_15	cldn4	edge_keratin_high	count_15	-0.03074305611869866	4	218	-0.05750256829418144	0.0093820310357805	-0.017959690386834256	-0.07187167687499096	-0.015763376073267145
cldn4|edge_keratin_high|frac_15	cldn4	edge_keratin_high	frac_15	-0.0298918894269913	4	218	-0.05589260423288862	0.00936070908591195	-0.0176638690663476	-0.07027601082024663	-0.014987672101385638
keratin|edge_keratin_high|frac_100	keratin	edge_keratin_high	frac_100	-0.02876503378679136	5	225	-0.045229660747434376	-0.0023343338457521433	-0.04179168934399988	-0.02213603107048406	-0.03233345392628635
adhesion|edge_keratin_high|count_75	adhesion	edge_keratin_high	count_75	-0.02876193860828532	3	225	-0.07040624135453809	0.017397130146711792	-0.036558832773085116	-0.06991557085687924	0.015673821796364056
cldn4|keratin_high_tertile|count_75	cldn4	keratin_high_tertile	count_75	-0.028507361147969125	4	225	-0.04086247857265973	0.04593120178461466	-0.04333164400559962	-0.09117674560936909	-0.01309713933683184
keratin|edge_keratin_high|frac_75	keratin	edge_keratin_high	frac_75	-0.02849820247339893	5	225	-0.04906114704033679	-0.0018200735369922004	-0.04000781491870502	-0.03082952851884242	-0.02077244835211824
keratin|edge_keratin_high|frac_50	keratin	edge_keratin_high	frac_50	-0.02813404742149888	5	225	-0.048465704363419876	-0.0029430226921373648	-0.031302966574251266	-0.04442301069388755	-0.013535532783798354
keratin|edge_keratin_high|frac_30	keratin	edge_keratin_high	frac_30	-0.027920012242161556	4	225	-0.04676121201467566	0.009099524673584613	-0.02648022270170441	-0.06275058996272312	-0.012707561205289214
cldn4|keratin_high|count_75	cldn4	keratin_high	count_75	-0.027730104877746114	4	225	-0.044372024919834406	0.04613832787612416	-0.03541393724365856	-0.08880592113538899	-0.016196968965972787
cldn4|edge_keratin_high|count_20	cldn4	edge_keratin_high	count_20	-0.026938005349140114	4	225	-0.05135593107249613	0.011453996782643566	-0.019606953329792495	-0.05730916415858083	-0.017871974967474686
cldn4|edge_tertile|frac_100	cldn4	edge_tertile	frac_100	-0.026647113134642204	3	225	-0.10541672734491941	0.03564004298121224	-0.03302822791932198	-0.03345784262136494	0.0030271892311830783
cldn4|edge_keratin_high|count_30	cldn4	edge_keratin_high	count_30	-0.025493992721614234	4	225	-0.04438597044847982	0.007343319593704696	-0.021143410169030263	-0.054571831504983064	-0.014712071079282707
cldn4|edge_tertile|count_100	cldn4	edge_tertile	count_100	-0.025445854965384852	3	225	-0.09858201099763614	0.03749590117548623	-0.029771014681577574	-0.06561198996049251	0.02923983963729577
adhesion|edge_keratin_high|frac_75	adhesion	edge_keratin_high	frac_75	-0.024789394982100144	3	225	-0.0680618624199445	0.01502851801536605	-0.03565981929617477	-0.03584565948532823	0.0005918482755807291
cldn4|edge30|frac_100	cldn4	edge30	frac_100	-0.024581207576192695	3	225	-0.10687544025447251	0.035782376985838776	-0.02571066378595522	-0.030672509395389673	0.004570198569015152
cldn4|keratin_high_tertile|frac_75	cldn4	keratin_high_tertile	frac_75	-0.024401399648896767	4	225	-0.03858592331257142	0.04450012499002752	-0.041910315294846484	-0.05753075999791737	-0.02848012462917608
cldn4|edge_keratin_high|frac_20	cldn4	edge_keratin_high	frac_20	-0.024258142223153565	4	225	-0.04772863073028776	0.011675730374570713	-0.01894492204042329	-0.04980474936494093	-0.01648813935468656
cldn4|edge30|count_100	cldn4	edge30	count_100	-0.023629703204650642	3	225	-0.09857409568741973	0.0376521390631527	-0.021501994937504328	-0.06389701138096585	0.028172446919484
cldn4|keratin_high|frac_75	cldn4	keratin_high	frac_75	-0.023406274141924532	4	225	-0.042379049734178935	0.04468930469169732	-0.03434212072839556	-0.056051415561774016	-0.028948089376971457
cldn4|edge_keratin_high|count_50	cldn4	edge_keratin_high	count_50	-0.022720871622810085	4	225	-0.034089432626139615	0.03834197606442698	-0.026107353345736984	-0.06921157395402051	-0.022537974252580285
cldn4|edge_keratin_high|frac_30	cldn4	edge_keratin_high	frac_30	-0.019773986049238208	4	225	-0.034689739360390166	0.007767667822758139	-0.020309530103774724	-0.039331643303972805	-0.012306685300811476
cldn4|keratin_high|count_100	cldn4	keratin_high	count_100	-0.017802833013777688	3	225	-0.03024031655177251	0.046435723299612576	-0.026901692322564473	-0.07952402853180861	0.0012161490376445695
cldn4|keratin_high_tertile|frac_100	cldn4	keratin_high_tertile	frac_100	-0.01741110960043892	4	225	-0.025941311959719174	0.04569119555438323	-0.03459333683846834	-0.05615829799593515	-0.016053796762455167
cldn4|keratin_high_tertile|count_100	cldn4	keratin_high_tertile	count_100	-0.01731286871658105	3	225	-0.026666475730347857	0.04630242877264666	-0.0329845568229532	-0.08123978825421206	0.008024048451961197
cldn4|keratin_high|frac_100	cldn4	keratin_high	frac_100	-0.017199465256552773	4	225	-0.02950411589701624	0.04580235691687544	-0.028866231260878714	-0.054814654320664	-0.018614681721080356
cldn4|edge_keratin_high|frac_50	cldn4	edge_keratin_high	frac_50	-0.016905706267814135	4	225	-0.029538236876650418	0.03801842046555831	-0.026303220870945297	-0.04149015091243897	-0.02521534314459431
adhesion|edge_keratin_high|count_100	adhesion	edge_keratin_high	count_100	-0.015953154065837832	3	225	-0.06004511308100382	0.023500093370980978	-0.02780447352782251	-0.051432495305869165	0.03601621821452536
adhesion|edge_keratin_high|frac_100	adhesion	edge_keratin_high	frac_100	-0.015550960467033895	3	225	-0.06143061323991243	0.02206303639436088	-0.03089360151316634	-0.020535955928345357	0.013042331951893771
cldn4|edge_keratin_high|count_75	cldn4	edge_keratin_high	count_75	-0.012352038508407829	4	225	-0.018711487025058888	0.0474196165729824	-0.025527916326710375	-0.059854918677603605	-0.005085487085648682
cldn4|edge_keratin_high|frac_75	cldn4	edge_keratin_high	frac_75	-0.008430097482680554	4	225	-0.018026689229199585	0.04493019757068506	-0.026098001406451146	-0.025349272622153342	-0.017606721726283754
cldn4|edge_keratin_high|count_100	cldn4	edge_keratin_high	count_100	-0.00233999106562564	3	225	-0.009967279688994857	0.05247164035622744	-0.018429846967301093	-0.04841131451066159	0.0126368454826019
cldn4|edge_keratin_high|frac_100	cldn4	edge_keratin_high	frac_100	-0.0018935330385487583	4	225	-0.010941801746244572	0.05348274416977178	-0.02264461415789291	-0.02148929160946376	-0.007874701848914324
