hmdb	metabolite	sensor	annotation	n	mean_delta	median_delta	p_w	n_high_gt_low	n_low_gt_high
HMDB0000265	Liothyronine	SLC16A2	Transporter	4	1.5708990841685717e-05	1.03510660060574e-05		2	2
HMDB0000182	L-Lysine	SLC7A3	Transporter	3	1.5357922586760496e-05	1.0730413054353918e-05		3	0
HMDB0000148	L-Glutamic acid	GRIA1	Receptor	2	1.4326960606166312e-05	1.4326960606166312e-05		1	1
HMDB0000660	D-Fructose	SLC2A2	Transporter	3	1.3420268945576242e-05	1.635654496504446e-05		3	0
HMDB0000538	Adenosine triphosphate	P2RY4	Receptor	3	1.269351525448946e-05	2.2897733619611536e-06		3	0
HMDB0000660	D-Fructose	SLC2A7	Transporter	4	1.1247338455173165e-05	7.805764917084382e-06		3	1
HMDB0000058	Cyclic AMP	CNGA3	Channel	1	1.091565632202868e-05	1.091565632202868e-05		1	0
HMDB0000148	L-Glutamic acid	GRIK5	Receptor	3	8.255941837160889e-06	-3.697388386310904e-05		1	2
HMDB0000895	Acetylcholine	CHRNB2	Receptor	1	7.990191251582692e-06	7.990191251582692e-06		1	0
HMDB0000148	L-Glutamic acid	GRIK1	Receptor	2	6.665282002405024e-06	6.665282002405024e-06		1	1
HMDB0000191	L-Aspartic acid	GRIN2A	Receptor	3	6.1461510332818945e-06	-1.7049062977372141e-06		1	2
HMDB0001043	Arachidonic acid	KCNJ4	Channel	3	5.727634921768896e-06	-1.67842357192613e-07		1	2
HMDB0000148	L-Glutamic acid	GRID1	Receptor	3	5.50306594028039e-06	2.398293135003046e-05		2	1
HMDB0000097	Choline	SLC22A2	Transporter	1	5.443320928989601e-06	5.443320928989601e-06		1	0
HMDB0000895	Acetylcholine	CHRM4	Receptor	1	5.3565480960868025e-06	5.3565480960868025e-06		1	0
HMDB0000148	L-Glutamic acid	GRIK3	Receptor	1	5.351124595176663e-06	5.351124595176663e-06		1	0
HMDB0001514	Glucosamine	SLC2A2	Transporter	1	5.263011589345659e-06	5.263011589345659e-06		1	0
HMDB0000517	L-Arginine	GPRC6A	Receptor	1	3.5295565203789387e-06	3.5295565203789387e-06		1	0
HMDB0001314	Cyclic GMP	CNGA3	Channel	1	3.28322033208592e-06	3.28322033208592e-06		1	0
HMDB0000123	Glycine	GPRC6A	Receptor	1	3.17967161777224e-06	3.17967161777224e-06		1	0
HMDB0000538	Adenosine triphosphate	P2RX3	Receptor	1	2.5972191285931664e-06	2.5972191285931664e-06		1	0
HMDB0000234	Testosterone	GPRC6A	Receptor	1	2.5905831553708202e-06	2.5905831553708202e-06		1	0
HMDB0001830	Progesterone	PGR	Nuclear Receptor	1	1.0117405293161145e-06	1.0117405293161145e-06		1	0
HMDB0000641	L-Glutamine	GPRC6A	Receptor	1	-6.74786733875001e-07	-6.74786733875001e-07		0	1
HMDB0000097	Choline	SLC5A7	Transporter	4	-1.9414140534693653e-06	-2.456970561970649e-06		2	2
HMDB0000148	L-Glutamic acid	GRIK2	Receptor	2	-2.688335814188177e-06	-2.688335814188177e-06		1	1
HMDB0000251	Taurine	GLRA2	Receptor	1	-3.3816614141755994e-06	-3.3816614141755994e-06		0	1
HMDB0000122	D-Glucose	SLC2A2	Transporter	1	-3.661355605168296e-06	-3.661355605168296e-06		0	1
HMDB0000148	L-Glutamic acid	GRM4	Receptor	3	-4.813100241436411e-06	4.889307731747999e-06		2	1
HMDB0000123	Glycine	GLRA2	Receptor	2	-5.091055188645194e-06	-5.091055188645194e-06		0	2
HMDB0000265	Liothyronine	THRB	Nuclear Receptor	2	-7.380872567526307e-06	-7.380872567526307e-06		0	2
HMDB0000187	L-Serine	GPRC6A	Receptor	1	-7.887659778859856e-06	-7.887659778859856e-06		0	1
HMDB0000122	D-Glucose	SLC2A7	Transporter	2	-8.047565040136553e-06	-8.047565040136553e-06		1	1
HMDB0000253	Pregnenolone	NR1I2	Nuclear Receptor	3	-8.182057103872604e-06	-1.6946730285560363e-05		1	2
HMDB0000302	Uridine diphosphategalactose	GPR17	Receptor	4	-8.482894884287416e-06	-6.93118441690882e-06		2	2
HMDB0000148	L-Glutamic acid	GRM5	Receptor	2	-8.961704719810847e-06	-8.961704719810847e-06		1	1
HMDB0000169	D-Mannose	SLC2A2	Transporter	3	-9.698612658934558e-06	-1.0575649946103066e-05		0	3
HMDB0001149	5-Aminolevulinic acid	TSPO2	Transporter	2	-1.167415189179486e-05	-1.167415189179486e-05		0	2
HMDB0000305	Vitamin A	RBP2	Transporter	1	-1.2430466059269104e-05	-1.2430466059269104e-05		0	1
HMDB0000641	L-Glutamine	SLC6A19	Transporter	4	-1.580082500197035e-05	-1.4450248076658937e-05		0	4
HMDB0000191	L-Aspartic acid	GRIN1	Receptor	4	-1.7761892496215707e-05	-1.4051224742915131e-05		1	3
HMDB0000123	Glycine	GRIN2B	Receptor	2	-2.143593194719227e-05	-2.143593194719227e-05		0	2
HMDB0000148	L-Glutamic acid	GRIA3	Receptor	3	-2.1982087970163283e-05	-1.1611261164507736e-05		1	2
HMDB0000073	Dopamine	SLC22A3	Transporter	3	-2.7807115751547253e-05	4.93152735386685e-05		2	1
HMDB0000148	L-Glutamic acid	GRM1	Receptor	1	-4.824377807803102e-05	-4.824377807803102e-05		0	1
HMDB0000148	L-Glutamic acid	GRM2	Receptor	3	-6.263855356838746e-05	-0.00010596967199174192		1	2
HMDB0000148	L-Glutamic acid	GRIN1	Receptor	2	-6.973460503323974e-05	-6.973460503323974e-05		1	1
HMDB0000870	Histamine	HRH3	Receptor	3	-9.14213768764839e-05	-8.769077903655198e-05		1	2
HMDB0000269	Sphinganine	TRPM3	Receptor; Channel	3	-0.00011140319545171843	-1.7369689121320187e-05		1	2
HMDB0000214	Ornithine	SLC7A1	Transporter	1	-0.00012400944402492817	-0.00012400944402492817		0	1
HMDB0000518	Chenodeoxycholic acid	NR1H4	Nuclear Receptor	1	-0.00027199485994032865	-0.00027199485994032865		0	1
HMDB0000073	Dopamine	DRD1	Receptor	1	-0.00041113320658771584	-0.00041113320658771584		0	1
HMDB0000259	Serotonin	HTR3A	Receptor	4	-0.0005192390907028815	-0.0005213754973892		2	2
HMDB0000259	Serotonin	DRD1	Receptor	1	-0.0005343450708660651	-0.0005343450708660651		0	1
HMDB0001178	Adenosine diphosphate ribose	TRPM2	Receptor	2	-0.0006801148147547157	-0.0006801148147547157		0	2
HMDB0000073	Dopamine	DRD2	Receptor	2	-0.001099595215736587	-0.001099595215736587		1	1
HMDB0000259	Serotonin	TRPC6	Receptor	1	-0.0015599036919920022	-0.0015599036919920022		0	1
HMDB0000085	Deoxyguanosine	SLC29A2	Transporter	1	-0.002111946880990015	-0.002111946880990015		0	1
HMDB0001178	Adenosine diphosphate ribose	CD38	Transporter	2	-0.009756811021163544	-0.009756811021163544		0	2
