rec_key	pmid	pmcid	doi	year	open_access	cited_by	pub_type	arms	queries	n_queries	title	journal_authors	abstract	has_cldn4	has_pdl1	has_loss	has_rise	has_trop2	has_trop2_adc	has_top1	has_icd	has_lookalike	has_combo_trial	is_reviewish	sent_a_causal	sent_b_causal	bucket
PMID:41862326	41862326		10.1016/j.bulcan.2026.02.003	2026	N	0		B	B01	1	[Summary of second-line treatment of stage IV NSCLC without oncogenic addiction].	Pierret T, Descourt R, Corre R, Tomasini P, Decroisette C.	Stage IV non-small cell lung cancer (NSCLC) without actionable mutations remains a major therapeutic challenge, especially following immunotherapy failure. The introduction of immune checkpoint inhibitors (anti-PD-1/PD-L1) has revolutionized first-line treatment, but second-line options remain largely dependent on older chemotherapies such as docetaxel or pemetrexed. A significant number of patients experience disease progression despite immunotherapy, highlighting tumor resistance mechanisms, whether primary (rapid failure) or acquired (after initial response). Resistance mechanisms include low CD8+ T-cell infiltration, genetic mutations (PTEN, JAK), loss of neoantigens, and tumor-induced immunosuppression. Innovative strategies are under investigation: antibody-drug conjugates (anti-TROP-2, anti-CEACAM-5), cancer vaccines (TEDOPI), external electric fields (TTFields), oncolytic viruses, and PROTACs. While some of these show promise in progression-free survival, global survival benefit remains modest. The identification of robust predictive biomarkers is essential for tailoring future therapies.	N	Y	N	Y	Y	Y	N	N	N	N	N	N	N	PRIORITY_B_trop2adc_pdl1_induction
PMID:38048058	38048058	PMC10870116	10.1158/1078-0432.ccr-23-2566	2024	Y	49		B	B01|B09	2	TROP2 Is Associated with Primary Resistance to Immune Checkpoint Inhibition in Patients with Advanced Non-Small Cell Lung Cancer.	Bessede A, Peyraud F, Besse B, Cousin S, Cabart M, Chomy F, Rey C, Lara O, Odin O, Nafia I, Vanhersecke L, Barlesi F, Guégan JP, Italiano A.	<h4>Purpose</h4>Mechanisms of primary resistance to inhibitors of the programmed cell death-1 (PD-1)/programmed death-ligand 1 (PD-L1) signaling axis in non-small cell lung cancer (NSCLC) are still poorly understood. While some studies suggest the involvement of trophoblast cell surface antigen 2 (TROP2) in modulating tumor cell resistance to therapeutic drugs, its specific role in the context of PD-1/PD-L1 axis blockade is not definitively established.<h4>Experimental design</h4>We performed high-throughput analysis of transcriptomic data from 891 NSCLC tumors from patients treated with either the PD-L1 inhibitor atezolizumab or chemotherapy in two large randomized clinical trials. To confirm our results at the protein level, we complemented this transcriptional approach by performing a multiplex immunofluorescence analysis of tumor tissue samples as well as a proteomic profiling of plasma.<h4>Results</h4>We observed a significant association of TROP2 overexpression with worse progression-free survival and overall survival on PD-L1 blockade, independent of other prognostic factors. Importantly, we found increased TROP2 expression to be predictive of survival in patients treated with atezolizumab but not chemotherapy. TROP2 overexpression was associated with decreased T-cell infiltration. We confirmed these results at the proteomic level both on tumor tissue and in plasma.<h4>Conclusions</h4>Our results suggest an important contribution of TROP2 expression to the primary resistance to PD-L1 blockade in NSCLC. TROP2-biomarker-based strategy may be relevant in selecting patients with NSCLC who are more likely to benefit from a combination of immunotherapy and an anti-TROP2 agent.	N	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	PRIORITY_B_trop2adc_pdl1_induction
PMID:41622936	41622936	PMC12883945	10.3779/j.issn.1009-3419.2025.102.44	2025	Y	0		B	B01	1	[A Case of Refractory Pulmonary Enteric Adenocarcinoma with EGFR Sensitive Mutation].	Wang X, Mu N, Li F, Liu M, Xu Y, Wu S, Lv H, Ma C.	Pulmonary enteric adenocarcinoma (PEAC) is a distinct subtype of non-small cell lung cancer (NSCLC) whose histomorphology and immunophenotype closely resemble those of metastatic colorectal adenocarcinoma; its pathogenesis and standard treatment strategies have yet to be clearly established. Here, we reported a case of PEAC harboring epidermal growth factor receptor (EGFR) exon 19 deletion mutation with high programmed cell death ligand 1 (PD-L1) expression. The patient showed no meaningful response to EGFR-tyrosine kinase inhibitors (EGFR-TKIs), including the first-generation (Icotinib), the second-generation (Afatinib) and the third-generation (Aumolertinib). Trophoblast cell surface antigen 2-antibody-drug conjugate (TROP2-ADC) and immune checkpoint inhibitors (ICIs) combined with Bevacizumab also resulted in limited efficacy. Based on the clinical features and treatment response of this case, we reviewed the published literature about the pathological characteristics, mutational landscape, and current therapeutic approaches for PEAC, with a particular focus on the therapeutic challenges and future research directions for EGFR-mutant PEAC, aiming to provide insights for clinical practice and further studies. .	N	Y	N	N	Y	Y	N	N	N	N	N	N	N	WATCH_B_trop2adc_pdl1_co_mention
PMID:37568617	37568617	PMC10417818	10.3390/cancers15153801	2023	Y	19		B	B01|B02|B05|B09	4	Systemic Therapy for Metastatic Triple Negative Breast Cancer: Current Treatments and Future Directions.	Morrison L, Okines A.	Until recently, despite its heterogenous biology, metastatic triple negative breast cancer (TNBC) was treated as a single entity, with successive lines of palliative chemotherapy being the only systemic option. Significant gene expression studies have demonstrated the diversity of TNBC, but effective differential targeting of the four main (Basal-like 1 and 2, mesenchymal and luminal androgen receptor) molecular sub-types has largely eluded researchers. The introduction of immunotherapy, currently useful only for patients with PD-L1 positive cancers, led to the stratification of first-line therapy using this immunohistochemical biomarker. Germline <i>BRCA</i> gene mutations can also be targeted with PARP inhibitors in both the adjuvant and metastatic settings. In contrast, the benefit of the anti-Trop-2 antibody-drug conjugate (ADC) Sacituzumab govitecan (SG) does not appear confined to patients with tumours expressing high levels of Trop-2, leading to its potential utility for any patient with an estrogen receptor (ER)-negative, HER2-negative advanced breast cancer (ABC). Most recently, low levels of HER2 expression, detected in up to 60% of TNBC, predicts benefit from the potent HER2-directed antibody-drug conjugate trastuzumab deruxtecan (T-DXd), defining an additional treatment option for this sub-group. Regrettably, despite recent advances, the median survival of TNBC continues to lag far behind the approximately 5 years now expected for patients with ER-positive or HER2-positive breast cancers. We review the data supporting immunotherapy, ADCs, and targeted agents in subgroups of patients with TNBC, and current clinical trials that may pave the way to further advances in this challenging disease.	N	Y	N	N	Y	Y	Y	N	N	N	N	N	N	WATCH_B_trop2adc_pdl1_co_mention
PMID:36291950	36291950	PMC9600273	10.3390/cancers14205167	2022	Y	11		B	B01|B02	2	Precision Medicine in the Treatment of Locally Advanced or Metastatic Urothelial Cancer: New Molecular Targets and Pharmacological Therapies.	Vitiello A, Ferrara F, Lasala R, Zovi A.	Many variants of urothelial cancer present diagnostic challenges and carry clinical implications that influence prognosis and treatment decisions. The critical issues of treatment-resistant clones are a crucial barrier to care in individuals affected by urothelial carcinoma. Laying the foundations for the resistance evolution, a wide mutational heterogeneity characterizes urothelial carcinoma, noticeable also in patients affected by a early stage disease. In recent years the growing knowledge of the pathogenesis and molecular paths underlying the onset and progression of urothelial cancer are leading to the development of new therapies based on immune checkpoints. Chemotherapy and immunotherapy both operate selectively by shaping the developmental trajectory of urothelial carcinoma in the course of the illness. To date, a promising new therapeutic treatment is represented by antibody-drug conjugates, therapeutic tools that exploit the targeted ability of an antibody to administer cytotoxic drugs directly to the tumor. Indeed, nowadays in the clinical setting there are several treatments available for the treatment of locally advanced or metastatic urothelial cancer, from classic chemotherapeutics such as Gemcitabine, Cisplatin and Carboplatin, Paclitaxel and Docetaxel, to Programmed cell death protein 1 (PD-1) or Programmed death-ligand 1 (PD-L1) inhibitors such as Atezolizumab, Avelumab, Nivolumab, Pembrolizumab, up to anti-nectin 4 Enfortumab Vedotin and Sacituzumab govitecan, which binds Tumor-associated calcium signal transducer 2 (Trop-2) and activates as a topoisomerase inhibitor. The aim of this work is to describe the molecular mechanisms underlying the onset of the urothelial cancer and provide an overview of the immunotherapies that can be used in the clinical setting to counteract it, deepening the efficacy and safety results of the pivotal studies and the place in therapy of these treatments.	N	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	PRIORITY_B_trop2adc_pdl1_induction
PMID:37509415	37509415	PMC10376290	10.3390/biomedicines11071775	2023	Y	10		B	B01|B02	2	Upper Tract Urothelial Carcinoma: A Rare Malignancy with Distinct Immuno-Genomic Features in the Era of Precision-Based Therapies.	Evmorfopoulos K, Mitrakas L, Karathanasis A, Zachos I, Tzortzis V, Vlachostergios PJ.	Upper tract urothelial carcinoma (UTUC) is a rare malignancy, occurring in 5-10% of patients diagnosed with UC, and involves the renal pelvis, calyces, or ureters. UTUC can be sporadic or hereditary as a clinical manifestation of Lynch syndrome. Therapeutic management of these patients is challenging. Following risk stratification of localized disease, patients with low-grade UTUC may undergo kidney-sparing surgery or radical nephroureterectomy (RNU) and/or chemoablation with mitomycin-c instillation to reduce recurrence. In high-grade disease, RNU followed by adjuvant chemotherapy remains the standard of care. For decades, platinum-based chemotherapy has been the cornerstone of treatment for locally advanced and metastatic disease. The aim of the present review is to summarize recent advances in UTUC's therapeutic management through the lens of its genomic and immune landscape. Accumulating knowledge on the genetic and immune aspects of UTUC tumors has increased our understanding of their underlying biology, supporting a luminal papillary, T-cell depleted contexture and enrichment in fibroblast growth factor receptor (FGFR) expression. These advances have fueled successful clinical testing of several precision-based therapeutic approaches, including immune checkpoint inhibitors (ICIs), the antibody-drug conjugates (ADCs) enfortumab vedotin and sacituzumab govitecan, and agents targeting the FGFR axis such as erdafitinib and other kinase inhibitors, allowing their entry into the therapeutic armamentarium and improving the prognosis of these patients. Not all patients respond to these precision-based targeted therapies; thus, validating and expanding the toolkit of potential biomarkers of response or resistance, including molecular subtypes, FGFR pathway gene alterations, DNA repair gene defects, tumor mutational burden (TMB), circulating tumor DNA (ctDNA), nectin-4, TROP2, and programmed death ligand-1 (PD-L1), are key to maximizing the benefit to these particular subgroups of patients.	N	Y	N	Y	Y	Y	N	N	N	N	N	N	N	PRIORITY_B_trop2adc_pdl1_induction
PMID:30268765	30268765		10.1016/j.clbc.2018.09.001	2019	N	43		B	B01|B02	2	Potential Novel Therapy Targets in Neuroendocrine Carcinomas of the Breast.	Vranic S, Palazzo J, Sanati S, Florento E, Contreras E, Xiu J, Swensen J, Gatalica Z.	<h4>Introduction</h4>Neuroendocrine carcinoma (NEC) of the breast is a rare, special type of breast cancer, reportedly constituting 2% to 5% of all breast cancers. Although breast NEC does not have a specific targeted therapy, several new targeted therapies based on specific biomarkers were recently investigated in the NEC of lung and in other types of breast carcinoma, which may provide guidance to their feasibility in breast NEC.<h4>Materials and methods</h4>Twenty breast NECs were profiled for biomarkers of therapy including antibody-drug conjugates (DLL3, TROP-2, and FOLR1), histone deacetylase (H3K36Me3) inhibitors, tropomyosin receptor kinases (NTRK1/2/3 gene fusions) targeted inhibitors, alkylating agents (MGMT), and immune checkpoint inhibitors (PD-L1, TMB, and MSI) using immunohistochemistry and DNA/RNA next-generation sequencing assays.<h4>Results</h4>Predictive expression of TROP-2, FOLR1, and H3K36Me3 were detected in different subsets of tumors and may pave the way for development of novel targeted therapies in some patients with breast NECs. There was no evidence of DLL3 expression, NTRK gene fusions, or MGMT hypermethylation. No biomarkers predictive of immune checkpoint inhibitor efficacy (programmed death-ligand 1 expression, tumor mutational burden, microsatellite instability) were identified. FGFR and CCND1 gene amplifications were detected in isolated cases.<h4>Conclusions</h4>This study identified several potential targets for novel therapies in breast NEC, including farletuzumab and mirvetuximab soravtansine (FOLR1), sacituzumab govitecan (TROP-2), and HDAC inhibitors (H3K36Me3). In some cases, CCND1 gene amplification may indicate the usefulness of investigational therapies. The reported results should serve as an early indication of potential clinical relevance in selected patients with breast NEC.	N	Y	N	N	Y	Y	N	N	N	N	N	N	N	WATCH_B_trop2adc_pdl1_co_mention
PMID:42459109	42459109		10.1701/4743.47609	2026	N	0		B	B02|B09	2	[Long-term treatment with sacituzumab govitecan in a patient with brain metastases from triple-negative breast cancer, PD-L1-negative, BRCA1/2 wild-type.]	Barbero V.	We report the clinical case of a 64-year-old female patient who underwent a mastectomy with sentinel lymph node biopsy followed by adjuvant chemotherapy with anthracyclines and taxanes for triple-negative, BRCA wild-type invasive ductal carcinoma. Approximately five years later, she presented with recurrence of the disease in the brain and mediastinal lymph nodes, which was treated with neurosurgical resection of the brain lesion, radiotherapy to the tumour bed and first-line chemotherapy with capecitabine. After 4 months, due to progression of extra-cranial disease and poor gastrointestinal tolerance to oral chemotherapy, the patient was started on second-line chemotherapy with a CMF regimen, achieving a complete metabolic response in the extra-cranial sites. Subsequently, due to clinically symptomatic brain progression in the absence of extracranial recurrence and following multidisciplinary assessment, the patient was started on third-line therapy with sacituzumab govitecan, resulting in symptomatic improvement and a long period of clinical and radiological stability despite dose reduction.	N	Y	N	N	N	Y	N	N	N	N	N	N	N	WATCH_B_trop2adc_pdl1_co_mention
PMID:41364253	41364253	PMC12689728	10.1007/s10549-025-07875-4	2025	Y	1		B	B02|B09	2	Efficacy and safety of sacituzumab govitecan in patients with metastatic metaplastic triple-negative breast cancer: a multinational retrospective case series from CEBCC-102 study.	Żubrowska J, Pieniążek M, Polakiewicz-Gilowska A, Malejčíková M, Holánek M, Soumarová R, Konieczna A, Danielewicz I, Lisik-Habib M, Łacko A, Kubeczko M, Pacholczak-Madej R, Bielčiková Z, Püsküllüoğlu 	<h4>Background</h4>Metastatic metaplastic triple-negative breast cancer (mMpTNBC) is a rare, aggressive subtype with poor responsiveness to standard therapies. Sacituzumab govitecan (SG) is effective in metastatic TNBC (mTNBC), but data in mMpTNBC are limited to case reports.<h4>Patients and methods</h4>This multinational, multicenter, retrospective case series was conducted within the CEBCC-102 real-world evidence project across 18 cancer centers. Female patients with histologically confirmed mMpTNBC treated with ≥ 2L SG outside of clinical trials in Poland, the Czech Republic and Slovakia between August 2021 and June 2025 were included. Clinical data, treatment outcomes, and adverse events (AEs) were collected from medical records and analysed.<h4>Results</h4>Among 303 patients with mTNBC treated with SG in second and later lines within the CEBCC-102 project, 13 women (4.3%) had mMpTNBC and were included in this analysis. Median age was 58 years. PD-L1 CPS ≥ 10 was found in 83% of tested cases. Overall response rate was 36.4%, clinical benefit rate 45.5%, median progression-free survival 3.2 months and median overall survival 8.9 months. Neutropenia (N = 9, 69%) was the most common AE; no febrile neutropenia or treatment discontinuations due to toxicity occurred.<h4>Conclusions</h4>This first international real-world series of SG in mMpTNBC shows clinically relevant activity and manageable toxicity, addressing a critical evidence gap and supporting further prospective studies, particularly in PD-L1-positive disease.	N	Y	N	N	N	Y	N	N	N	N	N	N	N	WATCH_B_trop2adc_pdl1_co_mention
PMID:38853740	38853740		10.1701/4274.42537	2024	N	1		B	B02|B09	2	[Long-term response to second-line treatment with sacituzumab govitecan in a patient affected by brain disease and early relpased TNBC.]	Di Lauro V.	The higher frequency of metastasization and poor prognosis of triple-negative breast cancer require suitable expertise in order to set up an appropriate and effective treatment plan for these patients. Our case describes the clinical history of a 63-year-old BRCA1/2 wild-type woman with excellent ECOG performance status and advanced PD-L1 negative breast cancer with brain, nodal and hepatic metastases. When occurred the brain progression within one year from neoadjuvant chemotherapy for a locally advanced tumor, the patient was treated with brain stereotaxis and a systemic platinum-based therapy that was not completed due to poor tolerance. Later instrumental examinations confirmed a new systemic and visceral progression, for which the patient underwent new therapy with sacituzumab govitecan (SG). During this treatment, we observed a reduction of the target liver and nodal lesions. The onset after several months of two very small cortico-subcortical metastases, on which stereotactic radiotherapy was performed, did not lead us to discontinuate the treatment, that was ongoing for another six months, with an excellent control both of brain and systemic disease without any symptoms, until a new disease progression at other sites requiring a therapeutic change. The use of antibody-drug conjugates allowed a significant prolongation of time to progression and overall survival in our clinical scenario characterized by poor prognosis due to early recurrence and brain involvement.	N	Y	N	Y	N	Y	N	N	N	N	N	N	N	PRIORITY_B_trop2adc_pdl1_induction
PMID:33422340	33422340		10.1016/j.bulcan.2020.11.007	2021	N	2		B	B02	1	[Recent therapeutic trends in triple-negative metastatic breast cancers: PARP inhibitors, immunotherapies and antibody-drug conjugates].	Dalenc F, Sarradin V, Nicolaï V, Franchet C, Ung M.	Compared with other breast cancer subtypes, patients with metastatic triple-negative breast cancer (TNBC) are younger and have a worst overall survival with a median of 15 to 18 months. These tumors have long suffered from a purely negative definition, but the last few years have witnessed many breakthrough genomic and molecular findings, that could dramatically improve our understanding of the biological heterogeneity of TNBC. Moreover, based on these genomic analyses, new generation of clinical trials, using many innovative therapies directed against novel targets, had been conducted. Some TNBC have DNA damage response defects, particularly linked to germinal BRCA1/2 mutations. At the present time, two poly(ADP-ribose) polymerase (PARP) inhibitors have been approved for patients with germinal BRCA1/2 mutation. Breast cancers are not the more immunogenic solid tumors, but some of them have a high percentage of tumor infiltrating lymphocytes (TILs), express PD-L1 (about 40%) or have a high tumor mutational burden. These features of TNBC have given a strong rational to investigate the role of immune checkpoint inhibitors. One of them has been approved by FDA in association with a cytotoxic as a first line treatment. At last, targeting surface receptors outside genomic landscape with antibody drug conjugate (ADC) is a new strategy for metastatic TNBC. Sacituzumab-govitecan is the first ADC approved by FDA in advanced TNBC beyond two lines of treatment.	N	Y	N	N	N	Y	N	N	N	N	N	N	N	WATCH_B_trop2adc_pdl1_co_mention
PMID:39418821	39418821		10.1016/j.colsurfb.2024.114318	2025	N	8		B	B04	1	Co-delivery of SN38 and MEF2D-siRNA via tLyp-1-modified liposomes reverses PD-L1 expression induced by STING activation in hepatocellular carcinoma.	Du J, Que Z, Aihaiti A, Zhai M, Zhang Z, Shao Y, Zhang Y, Miao F, Shen Y, Chen X, Zhang J.	Hepatocellular carcinoma (HCC) exhibits an immunosuppressive tumor microenvironment, leading to a low objective response rate when immune checkpoint inhibitors (ICIs) are utilized. The cGAS-STING pathway demonstrates a powerful immune stimulatory effect, nevertheless, activation of this pathway triggers an upregulation of PD-L1, which inhibits the anti-tumor function of immune cells. The present study discovered that knockdown of MEF2D by a siRNA in H22 cells decreases the expression of PD-L1. Subsequently, tLyp-1-modified liposomes were developed for the delivery of SN38 and MEF2D-siRNA. The outcomes indicated that the modification of tLyp-1 could enhance the uptake of liposomes by tumor cells. tLip/siMEF2D/SN38 liposomes can effectively knockdown the expression of MEF2D in HCC cells and reduce the expression of PD-L1 in vitro and in vivo, thereby enhancing proliferation inhibition and apoptosis induction, and effectively suppressing the growth of tumors. SN38 treatment elevated the expression of p-TBK1 and p-IRF3 in tumor tissue, signifying the activation of the cGAS-STING pathway and facilitating the maturation of dendritic cells in vitro and in vivo. At the same time, the co-delivery of MEF2D-siRNA reduced the expression of PD-L1, thereby decreasing the quantity of M2 macrophages and myeloid-derived suppressor cells (MDSCs) in tumors, increasing the number of CD4+ T cells within the tumor, and strengthening the anti-tumor immune efficacy. In conclusion, our results suggest that tLyP-1 modified, SN38- and MEF2D siRNA-loaded liposomes have the potential for the treatment of HCC and optimize the immunotherapy of HCC via STING activation.	N	Y	Y	Y	N	N	Y	Y	N	N	N	N	Y	MECH_top1_payload_pdl1
