,TACSTD2,CD8A,NKG7,NCAM1,LGALS1,LGALS3,LGALS9,PVR,TGFB1,TGFB2,TGFB3,CD47,SIRPA,CD274,EPCAM,CLDN4
TCGA-73-4670-01,13.1045,6.4401,6.2717,3.9273,12.3134,12.9726,9.9682,10.2207,10.0333,5.5936,8.3951,10.7066,10.2733,5.5605,13.1374,13.3303
TCGA-MP-A4T7-01,12.729,7.2508,7.4996,4.8026,11.1116,12.6847,10.7887,10.2996,10.2742,7.6403,7.8451,11.8534,10.3925,5.0722,12.0681,13.4278
TCGA-55-8203-01,12.2377,8.7978,7.5092,2.9773,11.1844,12.276,10.4062,10.4351,9.8131,7.4636,8.9027,11.387,9.7434,6.0988,13.6439,13.3033
TCGA-64-5774-01,10.7484,6.8882,5.1738,3.3061,11.2765,10.5288,9.0581,10.8099,9.1525,6.5849,8.2667,9.9571,8.4282,5.3985,14.0402,13.3238
TCGA-50-5933-01,12.5679,7.5837,6.5604,4.8863,12.8526,12.8957,10.299,11.5131,11.3334,9.8958,9.6812,11.7121,11.5098,9.0321,12.9528,12.5462
TCGA-50-5946-01,13.4889,6.8598,5.1065,6.0438,11.2813,11.2722,9.358,10.3759,10.4364,9.4852,7.8932,12.5861,8.6175,4.8888,13.7854,13.5318
TCGA-50-8460-01,13.0472,7.9626,7.7916,4.999,11.5787,13.4843,12.0336,9.306,11.6989,7.4571,8.0154,11.6821,10.0446,5.7788,12.9765,13.2652
TCGA-05-4250-01,12.5866,9.9113,8.9242,3.1632,13.0137,13.14,11.7145,12.1079,11.2608,8.6731,8.5824,12.3287,10.114,8.6625,13.5183,14.8158
TCGA-L9-A50W-01,13.6248,6.0827,5.7216,3.6587,11.3841,12.9305,11.1224,9.4354,11.9354,8.8163,11.0276,11.8821,9.2656,3.8585,13.7235,13.5969
TCGA-44-7662-01,13.1898,7.9429,8.16,5.4155,13.4953,12.1085,11.298,11.1989,10.4226,9.9835,9.5718,12.7071,10.8189,7.1425,12.5122,13.66
TCGA-97-A4M6-01,12.7254,7.842,7.5465,6.3685,11.4673,13.0508,12.6082,9.5601,10.7453,10.9617,8.3621,11.8095,10.1024,5.9163,13.2276,12.3803
TCGA-44-7669-01,10.1087,8.3189,6.8389,12.5339,10.582,10.6904,10.2029,10.3607,9.5792,9.9625,7.6791,10.979,10.256,6.544,12.9394,11.8764
TCGA-78-8640-01,15.2657,7.9667,7.7055,3.5954,11.457,12.814,9.9792,9.9733,9.5274,6.5779,7.0219,10.1992,9.6942,4.8291,13.2653,14.0946
TCGA-50-5931-01,12.6065,5.8216,4.0689,11.4023,11.3851,11.8623,10.4654,10.4394,9.7717,11.3349,8.6975,12.12,11.2109,2.9899,12.7373,13.0229
TCGA-44-3918-01,9.5339,10.0747,9.8864,3.6371,13.2404,14.4795,11.0514,10.2049,11.1921,6.5613,9.2228,12.6153,11.0488,9.4522,13.0435,13.4274
TCGA-93-7347-01,12.9182,10.0839,9.0062,6.7262,11.9275,12.638,11.7542,10.1105,11.4338,8.5134,9.2196,12.4243,10.6397,6.016,12.8326,13.2093
TCGA-38-7271-01,12.7628,10.4978,9.4298,6.1774,11.538,12.3962,11.3342,9.6004,11.6554,8.6963,9.2144,12.2111,10.926,6.3619,12.288,13.6993
TCGA-55-7724-01,12.8846,8.6359,7.2883,5.3247,10.6797,12.9447,10.4715,9.8886,9.5498,10.2293,8.96,11.9951,10.9965,5.9336,11.8499,10.7851
TCGA-73-A9RS-01,12.5357,7.9665,7.1119,2.1767,9.8957,12.3355,9.7231,10.6749,8.8852,4.2844,7.9512,10.2477,8.1386,6.7949,13.319,12.1329
TCGA-49-4494-01,12.6963,8.7417,8.2585,2.6114,13.6302,13.3939,12.4006,9.7857,10.3289,7.491,7.3773,12.15,9.4164,6.1057,13.0066,14.4296
TCGA-49-4512-01,12.242,5.5345,5.1842,4.6339,13.6199,13.0109,11.4423,10.1065,10.9587,7.6827,10.1877,12.1506,10.6561,4.2233,12.7616,13.6541
TCGA-62-8395-01,11.7416,6.9314,6.3051,5.6848,11.3752,11.3951,9.4864,9.7921,11.0102,10.2332,10.5702,12.6135,9.6433,3.471,12.6696,13.0498
TCGA-55-A57B-01,13.9708,6.4896,6.7338,6.0868,11.8418,12.532,11.7607,10.0583,10.7049,9.6215,8.9462,12.2751,10.1974,6.0799,12.795,14.5326
TCGA-97-A4M5-01,11.4288,7.1122,8.3091,6.2471,11.5746,12.8148,11.0484,10.3289,10.5067,8.3869,9.5543,11.8299,10.7202,6.0696,13.2562,12.0125
TCGA-67-3774-01,12.2719,7.9773,7.4646,6.8008,11.1961,12.2939,10.8993,10.9066,10.5581,7.735,8.366,12.8913,9.8967,5.703,12.9587,11.7095
TCGA-J2-8192-01,13.0322,7.5743,5.6382,6.7141,12.4094,13.4173,11.4007,9.2945,10.1821,9.5884,9.6558,11.6419,11.1705,7.0156,12.861,13.3771
TCGA-78-7535-01,13.6261,6.4312,6.7497,4.2027,12.8061,12.5345,12.065,10.1656,10.4638,8.267,8.0385,12.6499,11.2449,4.8078,13.1436,13.239
TCGA-95-A4VK-01,13.3084,8.4828,7.6898,5.0536,10.6477,13.6481,10.933,10.609,9.794,7.6019,7.8448,11.9978,9.4779,5.0105,13.7075,13.7725
TCGA-38-4629-01,13.5799,9.4195,9.248,4.7708,15.4537,13.5948,11.4347,10.1251,11.4573,9.7192,9.958,12.5613,11.3551,8.1602,12.9831,13.2428
TCGA-35-5375-01,13.8649,9.3886,9.0867,9.8934,12.709,13.3921,10.0004,9.2639,10.6719,7.0072,8.1555,11.4796,8.7903,6.3183,13.2666,13.1634
TCGA-38-4625-01,8.2507,8.5807,7.8852,3.9146,13.9008,12.4814,10.4842,10.6567,9.4719,7.242,7.9606,11.5361,10.1842,10.4492,13.9147,12.4624
TCGA-91-6836-01,12.366,7.7654,6.8375,3.4784,11.8413,10.2117,9.8929,11.1842,9.0351,5.2161,7.2756,12.3294,8.7854,7.7359,13.7918,13.8929
TCGA-73-4675-01,11.876,6.1437,4.942,3.3196,13.1629,12.7064,10.7788,10.7098,10.9632,5.3231,8.3541,9.7973,9.9903,3.4884,13.3758,12.6741
TCGA-62-8394-01,12.469,6.6672,6.3737,3.5622,11.3926,13.0574,12.2133,11.1106,10.4058,8.7612,8.0682,11.9636,9.2698,5.2002,13.8934,14.3344
TCGA-86-7711-01,12.7475,7.9031,7.8871,3.974,11.943,12.2592,9.7527,11.4873,10.7794,5.5427,9.323,11.8181,10.8853,5.9727,13.8891,11.1622
TCGA-78-7160-01,13.1854,9.8597,8.5488,5.8682,10.9769,12.2202,10.7803,9.5261,10.4555,9.4304,8.2412,11.8809,10.8495,6.3195,13.3061,13.0426
TCGA-55-6982-01,12.2599,7.4147,6.4986,4.6944,12.9843,13.0513,11.4775,10.6275,10.6021,9.0702,9.7298,12.5522,10.6301,6.3435,13.647,14.8829
TCGA-55-6712-01,14.1244,10.2819,8.5497,4.8914,12.4345,14.1835,11.0374,9.4788,10.6292,10.6406,8.6335,12.8708,10.3986,7.791,12.9992,13.9914
TCGA-55-7995-01,13.0846,10.0194,9.3802,5.608,11.2375,12.7947,12.2881,9.8011,10.4023,7.2486,7.7886,11.3074,11.2591,7.3116,12.7997,13.7061
TCGA-69-A59K-01,13.8621,8.7898,6.6441,5.878,12.0873,11.383,9.315,10.5303,10.2714,7.0308,7.4363,12.1011,9.9761,9.6668,13.673,12.3452
TCGA-50-5936-01,13.6587,6.5963,6.1826,3.8235,11.798,12.4087,9.8725,10.6243,10.4528,6.9348,8.9687,11.4699,10.4663,5.083,13.5143,14.0301
TCGA-73-4676-01,13.6673,7.9386,5.8709,3.6564,12.7578,12.9538,9.735,10.3729,9.5443,10.5865,7.5852,12.9046,9.7025,7.4172,13.9614,13.5947
TCGA-86-6562-01,12.9459,6.1432,5.7988,4.2648,12.2117,12.859,11.0967,9.5513,11.1104,9.5482,9.1403,11.5424,10.1642,6.1863,12.8953,14.4829
TCGA-35-4122-01,13.2624,9.7812,9.5894,3.5916,14.1095,14.344,11.4166,9.4156,10.9849,8.4017,8.6902,13.2717,10.7947,8.0894,13.6581,13.5875
TCGA-75-6205-01,13.0741,9.7921,8.4692,4.4154,12.6521,12.7209,11.8237,11.0611,12.1632,9.9289,10.0572,11.6293,11.9741,7.8654,11.8142,12.0092
TCGA-80-5611-01,13.1563,7.0922,7.5091,3.7293,12.4769,13.744,12.4019,9.6495,10.1714,9.2172,8.2958,12.3398,10.9625,5.6129,12.6498,12.4841
TCGA-93-A4JP-01,13.0413,7.0287,6.5668,5.57,11.4656,13.1891,11.0694,10.1789,10.0185,10.3313,8.0451,12.4748,11.3948,6.4667,12.0044,12.758
TCGA-50-5935-01,11.9592,7.9981,6.8208,7.0521,11.4621,13.5246,10.498,9.3352,10.8952,9.5104,8.4296,11.9748,9.7285,5.5883,13.3361,14.1507
TCGA-05-4389-01,12.4865,10.2236,8.9433,3.6334,11.4495,13.5363,11.196,10.4639,10.164,5.7099,9.8738,11.073,10.3353,6.71,13.7257,13.0411
TCGA-44-A479-01,9.3411,9.968,8.8566,5.4638,11.3579,11.8725,10.5921,10.7983,10.3431,6.3403,9.6774,11.5292,10.5085,6.8676,13.3527,10.89
TCGA-67-4679-01,12.7764,8.0275,6.4153,5.5159,11.2098,12.8323,10.025,9.8332,11.5334,8.5861,7.4828,12.6162,10.4399,6.1614,12.7057,13.4536
TCGA-44-8120-01,12.487,7.1094,6.229,5.2225,11.8818,11.6145,9.8313,9.5319,11.1948,11.3007,8.8903,13.5705,9.8815,5.4742,13.5923,13.6934
TCGA-55-8089-01,13.1224,10.5624,10.1077,5.9279,12.0731,12.8092,11.3986,10.0341,11.0983,10.8073,9.9899,12.0198,11.3653,7.9199,12.1159,11.6759
TCGA-67-3773-01,12.6291,8.7083,7.7672,4.8454,12.1946,14.4586,10.4845,9.2268,10.9776,7.0504,8.5511,12.8062,9.9221,6.6089,12.2809,13.3417
TCGA-MP-A4TA-01,12.4964,8.8286,8.0309,4.8107,11.5313,11.8912,11.0308,10.3507,9.5583,6.5281,7.9126,11.4522,10.1219,5.3572,13.0809,13.3887
TCGA-50-5072-01,13.3817,6.5162,6.2964,4.4144,11.7126,12.7171,9.897,10.5982,10.2455,7.5373,8.1875,10.6187,9.9792,5.5319,14.4209,13.0629
TCGA-55-8091-01,13.2772,7.1038,7.0103,5.8585,13.3275,13.5387,10.6896,9.877,10.6273,8.3858,9.7577,11.4819,10.6229,8.0089,12.8729,13.004
TCGA-97-A4LX-01,12.8382,9.6727,8.6891,4.4926,11.8809,11.6959,11.6708,9.151,11.4691,6.5451,9.2207,12.2242,11.2303,7.8848,13.0463,12.1535
TCGA-55-6968-01,10.289,8.7796,8.4401,11.9722,11.4656,10.8696,10.5564,10.5146,9.836,5.4382,8.9924,11.6416,10.6286,6.9145,13.1549,13.0584
TCGA-MP-A4TH-01,11.2277,8.8597,8.1105,5.6932,11.2714,11.8556,10.3861,11.1511,10.7667,7.2198,9.479,11.9095,10.0686,5.8164,12.762,12.2356
TCGA-NJ-A4YQ-01,15.289,10.1734,9.8553,4.3098,11.5855,12.2727,10.6578,10.0978,10.3703,8.5585,8.9857,11.3214,10.6601,6.3791,13.2964,12.7894
TCGA-44-A4SU-01,13.3357,7.0698,6.3027,6.5967,11.5626,13.0778,10.4251,10.1267,10.4172,8.6476,8.6238,11.6617,8.9783,5.4659,12.9313,13.7425
TCGA-49-4490-01,14.4022,6.848,5.9062,6.9929,12.1497,13.768,12.748,9.7674,11.1197,8.9383,8.3928,12.1108,9.3269,3.4978,13.7296,14.7058
TCGA-97-A4M3-01,12.6442,6.3384,5.32,4.3012,10.7577,12.1904,9.8078,10.6565,10.011,8.0279,8.6166,12.1551,8.6587,4.3012,13.6696,13.2097
TCGA-J2-A4AD-01,15.1143,6.6507,4.71,5.4473,12.6834,13.0495,9.1305,9.3193,10.2554,11.3003,8.4735,13.7039,8.8423,4.569,13.9198,14.5143
TCGA-55-7227-01,14.193,8.0979,7.5408,4.4418,11.7879,12.7285,11.6566,10.3229,11.1096,8.9355,8.6872,12.5644,10.705,7.2963,12.895,13.1812
TCGA-49-4505-01,13.4404,9.1952,8.5436,5.116,12.7496,13.4758,11.2882,9.7313,11.5745,7.8614,9.3828,12.8772,10.2275,6.553,13.3224,14.4127
TCGA-78-7153-01,10.6277,7.9462,6.7196,6.9231,11.1371,10.9775,10.0035,11.0834,9.2058,9.5439,7.283,11.5687,8.4655,2.4056,13.2226,12.5995
TCGA-50-5944-01,13.4726,6.5499,4.9487,7.2328,11.3936,12.5302,10.1984,9.5784,11.0595,10.2126,9.1424,13.3576,10.27,5.1103,13.3974,13.5533
TCGA-97-8172-01,11.7223,8.6733,7.134,7.3873,11.0488,12.2017,10.4237,10.17,11.0267,7.9855,9.0966,11.213,10.7743,5.6653,12.0997,13.4365
TCGA-97-8171-01,10.9471,3.7696,3.3601,1.425,9.8174,12.2535,10.8195,9.7352,9.4907,5.2718,7.836,10.419,8.1098,3.193,13.4074,13.4194
TCGA-69-7761-01,12.7153,9.9294,7.782,5.2771,10.8515,12.1781,11.6995,10.552,10.6468,9.153,7.8031,12.4145,10.6044,6.7384,12.8906,12.3437
TCGA-49-AARR-01,12.7474,8.5877,8.2676,6.0401,11.9445,12.8042,11.0102,9.764,10.5829,8.4743,9.9769,11.2632,10.6822,6.5759,11.3954,12.4642
TCGA-L4-A4E6-01,11.3251,7.7528,7.9827,5.3592,13.4298,14.1112,12.251,9.9832,11.2877,9.1771,9.2262,12.5568,11.9863,6.2067,11.1398,11.6867
TCGA-55-A48Y-01,12.5937,7.0817,7.2504,3.7661,12.1232,11.4061,9.9436,10.8771,10.3655,6.9221,9.73,13.6351,10.4643,4.5272,13.4921,11.1427
TCGA-93-7348-01,11.9384,7.8299,5.8364,6.6543,11.8792,12.7831,11.3783,9.7944,10.6174,8.4636,10.1007,11.3971,9.5595,4.9718,12.9349,13.8334
TCGA-91-6847-01,13.8423,7.4937,5.6141,4.9131,11.3793,10.9815,8.9824,10.0371,10.1225,7.7902,9.2957,11.072,6.6978,5.0236,13.4403,13.385
TCGA-55-6980-01,14.2994,7.6306,6.579,6.7665,12.5733,13.642,11.4695,9.9544,11.55,10.2467,9.0563,11.8774,10.4985,6.3942,13.3204,14.0199
TCGA-86-7953-01,13.2091,7.8545,6.9702,3.6348,11.5333,12.2133,11.0934,10.2223,10.3292,7.0236,8.1972,11.2902,10.685,5.5299,12.6567,13.6516
TCGA-86-7714-01,13.7111,6.4507,3.8235,5.2703,10.3473,13.0021,11.2097,8.8085,10.5271,8.4343,7.7564,12.3524,10.1418,4.6688,12.826,12.7505
TCGA-86-8585-01,12.1601,9.2124,8.8891,3.1243,11.7443,13.1452,10.7447,10.2444,10.416,7.9021,8.1122,10.7401,10.5757,5.9461,13.488,11.735
TCGA-55-8511-01,12.63,8.8618,8.1629,3.3548,11.6771,13.0135,10.362,9.9422,10.5524,8.1711,8.4517,11.8568,10.4385,8.4893,13.0706,13.6603
TCGA-55-8092-01,12.4001,10.1065,8.6066,4.9028,11.2345,12.2518,10.8333,10.3314,9.9447,6.6722,8.8611,12.0714,9.8753,6.4771,12.7005,12.4752
TCGA-62-A46U-01,11.4132,9.0884,8.4028,4.09,11.5885,12.9917,12.0328,10.1168,11.3284,5.6531,8.804,12.5355,12.2018,8.8211,12.8146,12.7864
TCGA-55-8208-01,12.6801,9.5071,9.0474,5.1519,12.3612,13.0038,11.7581,9.9732,10.8894,8.4834,9.5435,12.6066,11.5285,8.1892,12.9431,12.9167
TCGA-64-1676-01,14.273,8.7868,7.936,3.7518,14.5278,15.1311,10.4259,8.7005,10.016,7.3921,8.061,12.9672,9.9848,7.9603,15.7299,13.836
TCGA-91-A4BD-01,12.6054,6.7543,7.0688,4.0687,11.5767,14.1035,12.244,9.8561,10.5339,7.381,7.6439,12.2238,10.1788,3.8228,13.1496,13.2195
TCGA-78-7145-01,13.8694,5.1897,4.3775,3.5917,11.1907,13.3,10.6549,10.8667,10.6591,9.0145,8.4277,12.2928,10.0155,5.9966,14.1768,14.0899
TCGA-97-8179-01,12.3023,6.7354,5.6741,5.5118,11.0353,11.4024,10.2493,9.5143,9.7465,7.4176,7.8476,11.7018,9.2805,5.2279,13.4556,13.6446
TCGA-44-2662-01,13.3576,6.2421,6.3791,3.2109,12.9351,12.546,11.5736,11.5095,10.6217,9.467,9.1147,11.8694,11.5029,8.6592,13.5494,13.9337
TCGA-86-8074-01,13.6882,7.3542,6.2825,5.0516,11.8922,12.4923,11.407,9.9449,10.5517,10.9549,9.2778,12.6323,10.1136,6.3152,13.1548,12.9824
TCGA-78-7540-01,13.9274,6.4995,6.7818,5.1348,10.8842,14.0634,11.8559,11.1297,9.6379,8.0451,6.8161,11.349,10.3663,4.9147,14.135,14.5673
TCGA-05-4426-01,14.0765,6.7589,6.4953,4.6444,13.2977,13.8106,10.1784,10.4987,11.2851,8.4604,8.115,12.8946,10.0676,8.1975,12.5001,12.6853
TCGA-50-8457-01,12.4101,8.8824,7.6962,6.9484,11.1981,11.8575,11.2254,9.3152,11.1518,7.9189,8.79,12.0266,10.4802,5.7139,13.0931,13.6486
TCGA-75-5122-01,10.1676,12.1906,10.6929,1.4289,12.6696,12.3171,11.9218,10.769,11.6035,10.7293,7.5676,12.0221,12.0923,8.9641,10.7047,11.4644
TCGA-55-6975-01,13.0838,7.617,6.3776,4.4004,12.5943,13.0682,9.889,10.1119,10.8356,8.0906,9.7144,9.7625,9.9106,3.4671,13.618,12.4289
TCGA-86-8073-01,13.8375,7.4015,5.9179,5.2262,11.0245,13.4911,10.6178,10.607,9.8675,9.8849,8.3248,12.4662,10.4624,4.6473,13.6607,13.8745
TCGA-86-8076-01,11.3107,10.0969,8.6016,4.7402,11.5679,12.7023,11.4769,9.9477,10.3787,6.6773,9.7059,11.629,10.4055,6.1291,12.6481,12.4861
TCGA-62-A46P-01,12.0113,6.5923,7.4914,5.5034,10.9045,12.5513,10.76,11.2002,9.4377,8.4569,8.9292,11.4903,8.1134,3.7038,13.7357,11.2594
TCGA-J2-A4AE-01,12.6025,8.3411,6.9044,6.3466,10.6221,12.8025,11.203,9.7927,10.3437,8.5871,7.7908,12.4324,9.4589,6.0186,12.5596,12.8326
TCGA-67-3770-01,12.2964,7.6114,6.9224,4.1633,12.9805,14.8315,11.4429,8.6284,10.7709,8.2462,7.6456,13.4581,9.2121,5.4044,13.9336,13.0756
TCGA-55-A490-01,11.2339,7.0802,6.1669,4.3702,12.0912,12.6289,10.1586,11.421,11.9863,6.1167,8.5314,10.9071,10.3787,4.785,13.2879,13.1959
TCGA-44-4112-01,10.6411,8.0708,6.9899,5.2459,12.754,12.673,11.0048,10.0356,10.9546,7.0868,9.2322,13.1756,9.8591,6.2725,13.2562,13.5334
TCGA-49-6745-01,13.6585,9.4148,8.081,4.3685,12.8127,13.4886,11.6441,10.3657,10.7747,8.3802,9.1796,13.0269,10.6152,9.7282,13.1437,13.9721
TCGA-93-A4JN-01,13.9086,6.6957,6.2043,4.871,11.5164,11.9027,11.2675,9.8642,11.102,10.3185,9.4574,13.0072,9.636,5.7267,13.0178,12.635
TCGA-86-8054-01,8.5507,6.391,4.8732,8.6401,10.3315,9.7226,7.5012,10.9697,8.6072,9.975,7.5327,9.9645,8.706,5.0137,13.8552,12.8096
TCGA-55-A4DF-01,11.3025,8.8928,8.3344,5.8661,11.1776,12.6056,10.3779,10.5448,9.5055,5.7219,8.0698,10.634,10.3958,7.5775,13.0814,12.3733
TCGA-75-5146-01,12.9703,7.9807,6.6572,5.1873,11.4645,12.3551,9.9875,9.1058,10.7855,8.0245,8.6103,13.5177,9.1297,4.1127,14.3738,13.118
TCGA-05-4384-01,11.9826,6.856,6.4552,4.0775,11.316,12.1687,10.1294,9.8698,10.2894,7.4112,7.6711,12.1941,10.2695,5.0608,12.2827,12.5602
TCGA-55-8207-01,13.3362,7.9521,6.2922,5.7558,11.9722,13.1878,10.7758,10.1073,11.3421,9.347,9.1452,12.6616,10.7614,5.9378,13.2661,13.9501
TCGA-69-7760-01,12.8505,5.312,3.3742,4.5916,12.1343,10.2336,9.2862,10.7302,8.693,9.1358,6.7523,12.7075,8.3561,4.7673,14.2504,13.4997
TCGA-49-4510-01,12.9594,6.9828,7.2542,4.4218,12.3232,11.0955,8.7646,10.5899,10.3245,7.8003,7.9697,12.1975,8.7656,4.9548,13.8975,13.7191
TCGA-64-5815-01,12.7525,7.1617,6.3698,3.5847,14.4628,14.037,11.4381,10.4152,11.7132,7.5959,11.1818,11.2962,11.2771,6.2105,13.1713,13.4496
TCGA-55-8620-01,6.733,8.6605,7.8089,9.353,11.0082,10.0164,10.3737,10.4158,9.7342,5.6212,8.5864,9.3986,9.4535,5.8014,12.5045,13.4318
TCGA-73-4662-01,11.4804,8.5477,6.7122,4.0581,11.3713,12.4071,10.0775,9.828,10.8698,6.1846,8.1684,13.4392,10.2376,7.3794,14.5596,14.4697
TCGA-49-AAR4-01,13.5973,11.6511,10.6826,4.8764,12.7612,13.5712,11.7842,11.2792,11.4113,9.4374,9.2318,12.2619,10.1992,6.8706,13.2582,13.5861
TCGA-55-7910-01,8.9363,5.6724,5.7978,2.2338,10.8699,11.0413,8.6001,10.4778,9.13,5.8216,8.2773,12.2594,9.0003,4.9369,14.4432,12.1569
TCGA-55-8621-01,12.0211,8.517,8.8823,8.5274,12.4426,12.98,11.7951,10.0994,11.2171,8.9665,8.5504,12.1896,11.5212,7.8705,12.0207,12.3754
TCGA-55-6981-01,13.0765,5.3698,4.9044,3.6327,11.5613,12.8663,10.6837,10.7572,10.9934,9.3289,8.6818,12.5472,9.5357,6.2057,13.3976,14.9573
TCGA-MP-A4TJ-01,11.4167,10.1335,9.8147,4.8983,11.7161,12.093,11.1357,10.3056,10.5488,7.368,10.1569,11.575,11.0686,8.0674,12.506,12.2312
TCGA-50-5942-01,12.3809,8.0742,6.2196,5.7735,10.2346,12.6529,9.9307,9.8002,11.0631,9.1385,8.3951,12.0595,9.5853,5.0429,12.8737,12.384
TCGA-05-4434-01,14.0121,8.4747,7.8724,7.3851,12.8425,13.2071,11.6392,9.2028,11.2855,11.1121,9.2481,12.6365,11.2279,8.0329,12.4329,13.5778
TCGA-78-7148-01,13.4518,8.8928,7.502,3.7827,10.6231,13.2119,10.1829,10.5003,9.946,6.6804,7.8797,11.628,9.2773,4.6703,13.8109,13.4157
TCGA-69-8453-01,13.5481,8.6337,8.1871,4.5792,12.1418,13.7822,12.4209,10.4836,11.4789,8.0559,8.3956,12.1597,11.7861,6.5558,12.7246,13.4106
TCGA-97-8176-01,13.1248,7.0227,6.8916,4.0921,11.1067,11.933,10.8618,10.5531,9.7694,7.3252,8.2576,11.9222,10.8193,3.6203,13.204,13.2358
TCGA-67-3771-01,12.9513,8.5329,8.0203,9.8658,12.3891,14.019,10.9017,10.1462,11.1493,6.6995,8.5827,12.0578,10.3305,5.8336,13.7284,12.5918
TCGA-78-8655-01,13.5407,8.6665,8.019,4.1779,11.738,13.6377,11.0185,9.5908,11.1522,8.1275,8.6231,11.8204,10.2056,5.6733,13.3776,13.7552
TCGA-95-7948-01,13.1383,6.8182,6.0109,3.8235,12.0927,11.5541,10.5005,9.5012,11.2949,7.841,7.2969,12.34,9.1119,3.5675,13.6268,14.0887
TCGA-78-7161-01,12.3959,6.8396,6.1384,4.1321,10.7354,11.4674,9.0126,10.784,9.4949,7.1544,9.3448,10.9534,8.2433,3.7143,14.2523,12.2616
TCGA-05-4427-01,12.5083,8.2053,6.9729,2.8185,11.3698,11.6609,10.0778,11.3905,10.7113,6.3348,7.8987,11.9115,10.3157,8.1979,13.3319,13.2546
TCGA-97-A4M2-01,11.6955,9.1893,8.5198,6.0236,11.4197,12.9491,11.8755,9.7315,11.0483,8.3513,8.2993,12.4124,11.5667,6.478,11.6873,12.6453
TCGA-50-5068-01,13.2199,9.7169,8.5396,4.1082,14.1083,13.926,10.8254,8.2136,10.3018,8.3023,8.749,13.3809,9.3669,5.8222,12.8086,13.7123
TCGA-44-6148-01,12.8762,7.2125,6.4292,8.7284,12.0133,12.0414,10.5997,9.2427,10.4646,9.5902,10.4481,12.0667,10.8345,5.4895,12.1209,11.9937
TCGA-78-7536-01,12.2205,7.8977,7.7614,2.0253,10.8064,11.1833,10.3112,9.634,9.3271,7.4639,8.3656,12.1738,9.9059,5.0213,13.7985,13.2286
TCGA-50-5044-01,10.2587,8.9701,8.7339,6.7337,15.4893,12.2588,11.42,11.6162,11.6971,9.7512,10.1807,11.1865,11.2302,7.8536,11.4269,10.4577
TCGA-55-A48X-01,13.6229,8.5985,7.8652,5.6821,10.7946,12.8353,11.1456,9.0758,10.5194,8.7954,8.5142,12.8506,10.032,6.1174,12.6249,13.7898
TCGA-55-A494-01,12.0747,4.8768,4.0462,5.2557,11.2238,12.4371,9.2492,10.4417,10.7081,6.1421,7.0376,10.8873,7.1987,3.2366,14.2098,14.8775
TCGA-91-A4BC-01,6.9958,11.6524,11.2455,5.4561,12.3673,10.8702,10.8448,9.7807,10.8782,6.1859,10.2523,11.0092,10.2242,5.4187,12.8075,11.4798
TCGA-55-6986-01,12.2098,7.3428,6.2725,5.1056,10.8024,12.3441,11.641,10.6159,11.1466,8.1259,7.741,11.7606,9.9063,5.5921,12.7914,13.3351
TCGA-44-2657-01,12.9236,10.4646,9.4766,5.5844,11.8804,12.7988,11.1477,9.3111,11.1366,9.6661,9.4408,12.6861,10.6514,6.0466,12.0326,13.965
TCGA-49-6767-01,15.4511,9.3511,9.0482,3.3878,12.4259,13.3192,9.9723,10.5782,10.4083,9.3393,8.7201,12.0024,9.8866,7.7093,13.9357,14.9288
TCGA-67-6216-01,13.6824,8.1905,6.8789,4.08,11.104,13.7718,12.4098,10.2143,10.6326,6.5198,7.5442,12.6841,10.2447,6.7662,13.2578,13.0958
TCGA-50-5930-01,13.2571,9.1193,7.9388,3.836,11.9556,12.8467,9.7751,10.6221,10.6402,7.6549,8.5373,11.3735,10.6534,5.2039,13.1972,12.7199
TCGA-97-8552-01,12.6955,7.5037,7.1042,7.7603,11.7853,12.9445,11.1107,10.2576,11.1738,8.8228,8.5522,12.0637,10.6321,5.4287,11.8103,13.4122
TCGA-86-8281-01,12.4797,6.7157,5.7714,3.721,10.8136,12.9283,9.5023,10.4744,9.2252,7.4663,8.2343,12.1674,8.7678,3.8659,13.5819,12.7703
TCGA-95-8039-01,13.9826,7.361,6.7202,3.8567,12.3369,13.07,11.4041,9.7293,10.3546,10.4124,8.4676,12.7985,10.3036,6.6106,13.5105,13.4214
TCGA-55-8204-01,14.4312,7.993,7.0895,8.3345,11.7567,12.4001,9.8622,10.4508,11.0389,10.0838,10.0702,11.6896,9.7088,6.6241,10.8265,12.1725
TCGA-64-5781-01,13.8567,10.4882,9.5474,5.9712,13.1523,13.0138,11.2694,11.3095,10.1134,11.6958,9.2328,11.3117,10.6904,6.1776,12.6887,12.9169
TCGA-NJ-A4YI-01,12.6503,5.0831,4.5745,3.782,12.3248,12.6315,11.594,11.288,10.9962,7.0653,9.2824,12.182,10.7372,7.19,12.9685,13.6556
TCGA-L9-A444-01,12.1473,10.9855,9.804,4.8998,11.7699,13.0657,11.2363,10.2737,11.2784,8.372,8.8981,12.4337,10.3662,8.3043,13.4315,13.5689
TCGA-MP-A4SV-01,12.6984,9.3126,8.3139,4.7591,11.5061,12.4973,10.845,10.4656,10.5792,7.2349,9.1166,12.2176,10.0091,7.111,13.2932,13.4504
TCGA-55-8090-01,13.3182,6.7361,5.7702,2.8468,14.3821,13.0625,10.701,11.108,10.7615,8.0625,8.4779,10.9424,9.9973,7.9441,13.2324,13.9407
