sample,model,study,cohort,timepoint,responder,baseline,mouse_treatment,value,tismo_p,tismo_label,cell_line_label
SRX6884973,4T1,GSE137818,4T1_GSE137818_Brca1_KO_antiPD1,unspecified,Baseline,1,no_treatment,4.13196896960058,nan,NA,4T1_GSE137818_Brca1_KO_antiPD1(n=10)
SRX6884974,4T1,GSE137818,4T1_GSE137818_Brca1_KO_antiPD1,unspecified,Baseline,1,no_treatment,4.05649556810571,nan,NA,4T1_GSE137818_Brca1_KO_antiPD1(n=10)
SRX6884975,4T1,GSE137818,4T1_GSE137818_Brca1_KO_antiPD1,unspecified,Baseline,1,no_treatment,4.19207017775433,nan,NA,4T1_GSE137818_Brca1_KO_antiPD1(n=10)
SRX6095888,4T1,GSE132529,4T1_GSE132529_antiPD1,unspecified,Non-responders,0,antiPD1,5.06372322658123,0.999994158740348,NA,4T1_GSE132529_antiPD1(n=6)
SRX6095886,4T1,GSE132529,4T1_GSE132529_antiPD1,unspecified,Non-responders,0,antiPD1,4.50430625408492,0.999994158740348,NA,4T1_GSE132529_antiPD1(n=6)
SRX6095887,4T1,GSE132529,4T1_GSE132529_antiPD1,unspecified,Non-responders,0,antiPD1,4.2861010704808,0.999994158740348,NA,4T1_GSE132529_antiPD1(n=6)
SRX6095883,4T1,GSE132529,4T1_GSE132529_antiPD1,unspecified,Baseline,1,vehicle,3.95458627527212,nan,NA,4T1_GSE132529_antiPD1(n=6)
SRX6095884,4T1,GSE132529,4T1_GSE132529_antiPD1,unspecified,Baseline,1,vehicle,4.71476550712754,nan,NA,4T1_GSE132529_antiPD1(n=6)
SRX6095885,4T1,GSE132529,4T1_GSE132529_antiPD1,unspecified,Baseline,1,vehicle,5.14970171152115,nan,NA,4T1_GSE132529_antiPD1(n=6)
SRX5768499,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,2.49021918721877,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768497,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,1.9780335799421,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768498,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,1.85633666420644,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768496,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,1.76087737574441,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768503,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,1.60619433058944,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768500,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,1.33219264926314,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768502,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,1.18836231220822,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768495,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,1.1493548710688,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768494,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,0.909372689182251,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768501,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Responders,0,antiPDL1; young;,0.868854813540049,0.482356121607691,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768487,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Baseline,1,isotype; young;,1.54687602392963,nan,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768488,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Baseline,1,isotype; young;,1.15841687990908,nan,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768489,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Baseline,1,isotype; young;,2.0041692956078,nan,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768490,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Baseline,1,isotype; young;,2.11514841804815,nan,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768491,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Baseline,1,isotype; young;,2.50784297289597,nan,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768492,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Baseline,1,isotype; young;,2.36361595260428,nan,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768493,4T1,GSE130472,4T1_GSE130472_young_antiPDL1,unspecified,Baseline,1,isotype; young;,1.09994681634072,nan,NA,4T1_GSE130472_young_antiPDL1(n=17)
SRX5768482,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,2.75307706386218,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768485,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,2.36984066283938,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768480,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,2.34046306595297,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768476,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,2.23920308584807,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768483,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,2.20733640150782,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768486,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,2.06262528181374,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768477,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,2.02154366831821,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768475,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,1.93524609540804,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768484,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,1.82966282532518,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768478,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,1.67827029919625,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768481,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,1.56059126541372,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768479,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Responders,0,antiCTLA4; young;,1.27008881013749,0.482356121607691,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768487,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Baseline,1,isotype; young;,1.54687602392963,nan,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768488,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Baseline,1,isotype; young;,1.15841687990908,nan,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768489,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Baseline,1,isotype; young;,2.0041692956078,nan,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768490,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Baseline,1,isotype; young;,2.11514841804815,nan,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768491,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Baseline,1,isotype; young;,2.50784297289597,nan,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768492,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Baseline,1,isotype; young;,2.36361595260428,nan,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768493,4T1,GSE130472,4T1_GSE130472_young_antiCTLA4,unspecified,Baseline,1,isotype; young;,1.09994681634072,nan,NA,4T1_GSE130472_young_antiCTLA4(n=19)
SRX5768474,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,2.90146945360094,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768473,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,2.58827301132054,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768467,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,2.26595354711739,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768471,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,2.09767542623491,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768472,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,1.77037352314684,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768470,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,1.50104953164569,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768469,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,1.16700085560101,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768468,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Non-responders,0,antiPDL1; old;,1.05357460536766,0.364372932141465,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768460,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Baseline,1,isotype; old;,2.2674398078222,nan,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768461,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Baseline,1,isotype; old;,2.52574704290325,nan,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768462,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Baseline,1,isotype; old;,1.99813286046629,nan,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768463,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Baseline,1,isotype; old;,2.90190774760317,nan,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768464,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Baseline,1,isotype; old;,2.67625032292632,nan,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768465,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Baseline,1,isotype; old;,2.79358322378784,nan,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768466,4T1,GSE130472,4T1_GSE130472_old_antiPDL1,unspecified,Baseline,1,isotype; old;,2.43702142435574,nan,NA,4T1_GSE130472_old_antiPDL1(n=15)
SRX5768459,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,2.60845103441613,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768458,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,2.51115946763728,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768453,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,2.44930203817593,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768455,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,2.0359388940499,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768457,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,1.86950565990937,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768452,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,1.85055068131674,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768454,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,1.77532679832939,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768456,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Non-responders,0,antiCTLA4; old;,1.70803738018861,0.25528274159276,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768460,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Baseline,1,isotype; old;,2.2674398078222,nan,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768461,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Baseline,1,isotype; old;,2.52574704290325,nan,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768462,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Baseline,1,isotype; old;,1.99813286046629,nan,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768463,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Baseline,1,isotype; old;,2.90190774760317,nan,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768464,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Baseline,1,isotype; old;,2.67625032292632,nan,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768465,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Baseline,1,isotype; old;,2.79358322378784,nan,NA,4T1_GSE130472_old_antiCTLA4(n=15)
SRX5768466,4T1,GSE130472,4T1_GSE130472_old_antiCTLA4,unspecified,Baseline,1,isotype; old;,2.43702142435574,nan,NA,4T1_GSE130472_old_antiCTLA4(n=15)
