	protein	R2A	R9A	R13A	R25A	R31A	R40A	R41A	R70A	R77A	R96A	R101A	R102A	R111A	R113A	R116A	R138A	R141A	R37A	R43A	R87A	R97A	R99A	R108A	R124A	R133	R136A	R137A	R139A	R145A	R146A	NR10A	NR17A	NR20A	NR66A	NR68A	NR85A	NR88A	NR89A	NR100A	NR103A	NR104A	NR118A	NR125A	NR142A	NR51A	NR60A	NR128A	NR148A	p_val	foldchange	log_pval
3333	Q00688_FKBP3	15.03833538	17.53927698	16.40364321	14.61022718	14.26301749	15.22866515	15.44215057	16.18132844	12.01300861	14.17572143	15.01315137	14.25664826	14.87975365	14.4970054	14.66479305	14.05444074	13.81184032	13.44880065	14.95778572	14.60550454	18.1765297	13.60996091	13.93319557	14.11264849	13.87668776	14.67218945	13.81229286	14.76760319	15.13930928	14.79073274	15.30370569	15.00768049	13.78799676	15.18082076	14.37034848	15.68892036	15.13912924	14.36484869	13.4037411	15.16790096	14.35052929	13.96722424	14.71326843	14.6417545	15.11210992	15.85771515	16.64042961	15.67970397	0.54041602348112	-0.177337710333333	0.267271782510363
3334	Q71UM5_RS27L	14.11492104	13.33479928	14.06914565	9.008640643	11.02207203	10.28027131	13.78192652	10.92336926	9.831252408	10.34301297	9.087108815	14.30040493	12.23493525	10.79284496	9.547742478	11.1922468	13.07787654	11.41505965	10.37662593	10.7492943	8.829638374	12.86662196	14.8798813	10.29223904	12.26764459	11.47263142	10.85126601	10.64270632	13.23222372	11.64437017	11.80157064	11.40987294	9.140042948	12.08640206	12.93647492	10.35538553	9.120536721	11.82967816	11.99239314	11.09443298	9.024105572	12.9486633	12.01110785	11.17582843	12.44953746	10.61519455	12.72596818	10.50374673	0.552185707370528	0.258706782766666	0.257914838715307
3335	P42677_RS27	11.64141985	10.5087142	8.854405566	10.86451549	11.42220993	9.98725536	8.088578017	10.91875127	12.39875583	10.97263207	11.09020468	13.60059394	10.65928868	11.26865505	10.10317982	10.72771523	13.63733675	9.063600327	11.09065412	11.42719234	11.02206904	8.9861689	11.2970685	10.16411274	10.42621432	9.407288953	10.76420887	11.2896285	13.58752474	10.07341436	7.943457421	11.84447787	8.699450036	12.83858903	13.68096264	11.54566614	12.42188719	10.540964	12.67528202	11.95047959	10.99913691	11.59056839	10.45643715	11.85100606	10.82731678	9.53652833	11.26728321	12.05450553	0.324362626643014	-0.417665768400001	0.488969191383666
3336	Q6XZF7_DNMBP	12.09957817	11.74927482	12.19983585	11.43629227	12.34248975	14.07458492	10.23734334	12.16696814	12.77209531	11.47138664	13.42698378	9.572933556	10.89664445	11.69453939	12.57814104	12.71606161	13.89460405	10.90977352	13.34882242	10.96815791	14.23356123	14.52292079	13.32486078	10.3704222	11.71799946	11.42912861	11.61112489	13.63426749	10.80867846	13.46266632	12.60500625	12.20438505	12.83756249	9.986409812	12.81668273	11.04114859	14.21949656	14.22057128	10.27284923	12.82075466	11.14747883	13.11798148	11.37201918	11.96261881	12.67752885	12.48665417	13.91552217	12.97829037	0.627322439195662	-0.1822042118	0.202509177559812
3337	Q8N6N7_ACBD7	10.46709285	12.56325061	9.710557209	7.815640735	12.84196541	13.02145269	13.42064371	10.40661492	11.70162545	12.65225073	13.59252895	12.82159898	10.29853637	9.827238237	7.800841625	9.378367931	10.27937592	10.97579615	14.4429215	10.6345747	9.16475481	11.65230076	11.06753388	9.59768318	9.832990506	9.517058243	9.948732061	12.05835447	10.22009492	10.77441673	12.46116859	13.25093582	12.48706984	13.89394489	12.39159933	9.420021364	11.28372327	8.92431974	8.987600116	11.55593889	9.451511156	10.21849195	10.54242935	9.83284952	11.63049351	10.40324019	13.90207623	11.48952808	0.568887376270833	-0.279714738544444	0.244973703210161
3338	Q5JTC6_AMER1	12.85588154	13.33599106	10.03156987	10.25979787	12.3460477	10.36809677	12.5206973	15.36583381	11.85412939	12.37164847	12.17101866	12.03135289	13.73449344	11.14404057	9.984479988	13.44597814	11.54294879	13.75746775	10.71115813	11.51141409	11.40478084	10.90529738	13.67785539	10.81510001	10.60537972	12.42272568	8.817420919	12.37779892	13.30894105	13.39470912	12.68156465	11.75996686	11.55189442	13.86791116	14.27420206	12.81062677	12.40186148	10.55519039	13.15781991	12.20683831	9.510837333	12.14184719	13.67926075	12.36653451	10.00178357	11.44706218	11.37048664	9.591634487	0.993013539979059	0.00372836023333356	0.00304482975426587
3339	Q9ULD0_OGDHL	14.77328708	10.84369638	10.61387358	12.44787336	11.67661863	12.0880991	11.77764065	13.8034579	12.42219279	11.49047258	12.71389543	12.63962208	12.81725357	13.00987168	12.00727685	12.52509475	13.28199677	12.54398859	13.37083565	14.05782606	12.58234746	14.09816578	11.4104911	10.66612727	11.3280726	14.10760186	12.82901	13.06217237	12.68962553	12.79502756	11.96757514	9.665347805	12.2552431	10.98811322	11.63298445	12.4248926	12.83683322	13.7320366	12.73793297	13.13471691	12.47784414	11.02944907	12.35852256	12.88841545	13.27056257	13.45101635	10.33473776	11.39794422	0.218789650079186	0.405552270611112	0.659973226304845
3340	Q7Z7H5_TMED4	13.74259921	14.37494015	13.86484778	12.79105543	13.64701412	13.44597021	15.12150316	15.2272065	13.11792793	15.65306109	18.82776101	14.40426332	15.12697774	15.27219607	14.48862792	14.01170681	14.33717726	13.48571579	13.84049158	13.0600723	17.94495583	13.10941291	13.36899463	15.33590678	14.4993394	14.81378491	15.46856195	13.76076416	14.8250325	14.53857985	14.25131469	13.27388312	14.98878077	13.9098476	15.0066494	15.91099112	13.92943106	15.15425417	15.01937179	14.49870897	19.14919745	14.4561896	14.73758142	15.58967258	15.37339276	15.00663931	13.84778995	13.76484559	0.350648349646556	-0.364704020555555	0.455128200800791
3341	Q9UBL3_ASH2L	12.06710263	13.51500055	14.25836925	13.86477765	14.30925614	15.8505717	15.01873898	15.62489246	13.52784218	15.86805455	14.25058499	14.32868524	15.39053915	13.16950819	14.3271552	13.32732637	12.43343094	13.78297397	14.29645217	14.87649482	11.63811688	14.02387143	13.07111053	14.74865403	12.84208533	14.23058259	13.70632536	14.51458294	13.96608177	15.52109854	13.35924996	13.48991733	16.32684866	15.55757834	14.40338962	13.59398375	15.06880899	14.3906879	13.6734605	14.20564373	13.90308919	15.98861283	13.86055957	12.22764077	14.6873767	13.88107412	12.87972423	15.03520319	0.586243887870702	-0.173482747888889	0.231921672170872
3342	P41439_FOLR3	14.79841311	10.99845005	14.27611574	11.82485901	12.83226389	10.36577299	12.53120697	12.16556071	10.95050926	13.46439349	14.86939137	11.87015563	12.4100457	13.49503462	20.22151626	13.44460462	13.73868528	11.18291197	14.67605992	12.20503257	12.60305992	15.02339561	13.5478681	13.57539508	13.68403383	20.48414602	20.50768661	13.02666237	12.95584875	13.64592809	13.00106131	14.72832023	13.31391379	12.9178771	13.7355335	12.33818814	12.5504407	13.05358687	12.61793632	13.25361003	11.44896906	12.22004193	12.8311963	14.08256712	14.11444248	16.79136056	14.35757001	14.22489731	0.596826788403079	0.291305098	0.224151691911835
3343	Q96A33_CCD47	13.44594686	12.7893137	13.59575718	13.18581903	15.98329788	12.1983411	11.75736882	11.52768606	12.99051564	12.11684678	12.48517411	12.83773	12.82256942	12.97268998	12.08903472	12.875575	12.19298917	14.72901546	10.51076168	12.34239025	14.25243525	12.83954434	10.76706756	13.28555194	12.26432589	14.81159695	11.34286001	14.61716802	12.66896186	10.85849468	12.56061357	12.66176267	12.36092923	11.67888114	12.00572574	15.15206833	14.65360071	13.67554706	12.27510543	12.2340681	14.12864649	13.59606922	13.36429343	13.79709246	12.45338262	13.23110811	13.28733915	13.00943336	0.28136606030707	-0.346198289777776	0.550728290377871
3344	P08670_VIME	16.58851827	15.35927829	16.50917334	14.55316389	16.34115716	16.43410857	15.75147069	15.57663626	14.31380421	15.75683487	16.14578148	15.81244321	16.21302694	16.90727933	16.06544308	16.65910503	16.49973368	13.59768096	16.94382007	16.41160358	15.38546717	14.55157484	16.46570651	16.7657237	15.1765723	15.11738005	18.05333811	16.7532827	16.62068946	16.18121792	16.10919894	15.43169143	16.12025928	15.64327053	16.49273255	14.91641075	16.80341855	16.19143786	14.68926502	15.71090583	13.87910182	15.24587727	16.69146868	14.80079972	15.91186822	14.26897905	14.23441471	14.2002561	0.0434967732956753	0.575847394	1.36154295895017
3345	O75995_SASH3	14.75073389	16.15427815	12.82129254	14.69023978	14.91231659	16.13219264	14.15104556	14.41189226	11.38822929	15.9053819	15.95689027	22.58115626	15.17612237	14.43438548	14.63810522	12.69837609	16.1649822	15.27332541	14.8376545	14.18527482	14.11013715	14.37685409	14.07785683	14.20281387	14.34577964	14.13869842	14.18393137	15.88718102	16.70934736	14.56307694	15.16421532	15.54393289	14.99849925	14.9042433	14.37105234	14.58916794	16.33036233	13.56163443	12.67960069	16.56910703	13.30516021	16.83834762	14.72260534	13.56272833	15.18172053	14.95481871	16.40971338	14.38146671	0.934121028770586	0.0359641553333336	0.0295968510482991
3346	P55327_TPD52	12.03864813	14.12773091	12.98980961	12.21351795	12.2555802	13.18811968	11.47197923	13.7120306	10.47883404	13.45980244	12.37813983	13.77089559	12.27556099	13.10215075	12.07973566	12.82324994	14.16950847	10.13531183	10.44735082	13.44558322	14.93115668	12.97015907	13.20988965	13.79386843	14.18993447	13.99573608	13.53395384	12.81507178	12.58170838	12.57914784	12.96829209	12.00360051	13.11487791	12.70301717	15.75454373	16.81887091	13.21212654	13.82104827	11.91001698	12.41402156	12.34350885	13.58220927	12.34950468	11.10912884	12.4367698	12.11870277	16.32424957	13.20481551	0.360428459246085	-0.393933627444444	0.443180924669769
3347	Q9C0B0_UNK	12.47633942	12.71601991	11.31665915	13.70297564	11.44367429	9.480251508	11.4903857	11.66468129	12.48074893	8.408561804	11.5072433	12.34728233	11.1571633	12.29370817	12.35459886	12.32408632	13.67589859	12.5542911	10.04055014	11.74898958	12.17290206	13.04691183	12.85773335	12.19179272	13.80251825	8.831791591	11.33625551	12.13095752	13.17655386	13.33148551	11.74836538	12.16909432	11.6021013	13.15853615	12.96935368	11.18267919	12.60481641	9.962190539	12.36500487	13.1044473	11.088807	13.88565691	13.18356859	13.63250313	8.789699147	11.3895071	13.09750832	10.11231381	0.870384026496337	-0.067130345899999	0.0602890878528734
3348	Q9NV31_IMP3	12.20055574	12.24723679	11.31910059	9.279701497	12.13093756	11.72047844	11.53000731	10.81533258	12.40383406	11.62467834	11.6061585	10.33252989	10.15753463	9.978307982	10.48502458	10.77309258	10.16236949	10.0316245	9.299314912	12.8234333	10.17600324	10.19274154	12.78922405	10.53311556	13.74678637	11.41376741	12.93826625	13.69339669	13.18083842	12.92383406	10.84465869	12.25050256	11.86223031	13.54411659	11.99501554	11.12304591	11.83692859	12.84299347	9.073154825	13.19281194	8.353195613	11.00991081	10.46121583	8.787338061	13.04723656	12.69110382	9.533135582	11.07724084	0.803919423280835	0.109983365311113	0.0947874783388218
3349	Q9UBI6_GBG12	14.016939	11.54590795	14.70923293	11.85295438	11.72936131	13.68199971	13.06115434	16.61063458	12.25026375	17.74608804	12.36881491	15.20632382	15.0526893	14.66870018	12.69047995	14.37791655	13.60032323	12.63991735	14.84424328	12.63318291	13.23324587	14.69688325	10.47238076	14.24294656	13.30074126	18.33736632	12.77964409	12.40452771	12.69044378	12.40391932	15.54976174	12.29847415	15.7963293	13.24918215	12.37612944	14.42259073	10.86231979	14.9111973	12.24690127	16.17800388	11.60046753	12.06619179	15.14146568	12.49486687	14.99618326	15.1761237	15.20446913	16.73340349	0.577065459001486	-0.299695853666666	0.238774920170623
3350	Q9BRJ6_CG050	11.59866709	14.04774404	12.88082421	14.57433154	8.392518444	10.67559116	13.32664032	11.82944865	13.30871164	14.56979599	12.2100104	11.82276145	12.73013545	11.02424871	8.91089804	14.05902228	11.20409123	9.314294941	11.42380056	11.27718713	10.72200865	12.28500043	14.82199207	12.95346972	9.757049184	11.83945409	10.79283547	12.33633878	10.55500271	11.78902491	11.98084253	10.57152158	12.90708758	12.00520647	13.24561535	11.86113637	12.32277245	13.9705311	11.48483836	13.65864985	13.16405132	12.73022328	11.17718926	13.24736208	13.56296728	11.53258881	11.31058153	12.90027895	0.175999877305774	-0.522983587588888	0.754487634944054
3351	Q8N3C7_CLIP4	11.63637295	12.17398153	9.873243075	11.61995207	13.31618144	11.78419237	13.16852235	13.35408048	11.52330443	10.7053951	12.23184346	14.05488582	13.30398349	13.24947829	14.38264481	10.03952097	13.49729701	13.78798137	12.3025754	14.21949348	13.9833526	12.05019198	16.33724142	12.26760591	13.95777605	10.24329148	11.42195802	10.22330845	12.78003065	11.14039686	10.88127917	15.04338682	13.27813334	15.14687127	16.48783092	11.90029677	9.892610391	9.344613891	14.37152984	15.40167381	12.46253163	10.6982259	13.98986998	14.39059368	12.33790154	12.11469144	14.66123556	12.60645464	0.312267802411007	-0.568426700166667	0.505472793086815
3352	Q05707_COEA1	13.21546564	12.62084373	13.48819381	12.41809126	13.18328665	13.0280229	13.62424169	12.82275095	13.49973415	13.02184547	16.60519781	10.75823405	13.31434042	12.85144409	16.30183694	14.37869517	13.30370409	13.06710906	13.88099939	14.3570454	13.05118131	12.21621733	12.34787164	13.20785884	17.10726092	13.47550247	12.61691751	12.61487623	16.44545703	11.70652091	12.24890417	12.77755535	14.03124006	13.01779187	12.33882735	17.390527	15.62130047	12.70226528	12.28804341	12.99826354	12.67804399	14.14709767	15.43365439	14.22971898	14.18808492	11.94757377	13.76006354	13.01616329	0.78592786663208	-0.116481718555557	0.10461731218098
3353	P52732_KIF11	12.80948634	12.55715154	14.60730701	12.59739856	14.42152839	15.01431022	13.83606253	12.98441619	13.58325341	15.39957117	14.91817949	15.60027002	12.62566249	16.83759847	14.41887964	14.02588415	14.24380052	14.32710814	17.48171114	13.57091756	13.22901206	15.65591597	14.60703597	14.49188749	13.09253063	14.94308133	15.68243531	14.52575896	15.48414112	14.88546139	14.6428376	13.67826677	13.34249056	13.21948261	13.78709628	14.08794199	15.51760216	14.0489837	14.38134701	17.04936617	12.24582735	12.87866677	12.9772907	14.64644062	15.54798683	15.95887139	13.40783176	14.11684069	0.549346493962813	0.218860186999999	0.260153642892006
3354	P17050_NAGAB	13.23886726	14.90553187	13.86687147	11.62815784	15.32268791	14.6406517	13.55646227	13.6390377	10.96310538	15.40106256	15.09255665	14.32613763	12.68346649	16.40634562	13.65370671	14.63895083	14.11208982	14.19064207	13.63923129	14.23237416	14.55057891	14.70345235	14.5634086	13.81490427	13.93429598	13.23512347	14.15962546	14.03826922	14.16056655	16.16246997	14.14055996	14.63644833	14.41742333	14.61605296	14.1947618	15.47441059	15.37551893	14.33054063	12.65380151	14.52657344	12.70202573	13.97417138	13.76969677	15.76318366	12.73527266	13.32275679	12.45481603	14.31571946	0.90457993615377	0.0373691803333323	0.0435530492612677
3355	Q7Z6J0_SH3R1	11.41151516	11.71412563	8.83276146	12.45134793	11.11035161	9.375581068	11.70460204	8.381676458	11.17611322	9.460763469	12.19954283	15.19155824	9.21970857	12.08657641	11.74013819	17.81829422	16.87767507	13.86510151	11.68108987	12.69513707	14.64863482	10.89134041	14.04263293	13.71723571	17.45051467	10.05745637	10.83429218	12.29930817	18.85991615	17.88602651	14.17467304	14.27328605	10.43995163	15.28401959	12.81351917	13.41087796	12.40429977	11.33765661	13.89888793	14.98019951	9.998412789	12.6172375	12.01590433	13.49653643	9.38345928	11.99333562	12.4561469	10.82212882	0.865926270942354	0.111559879888889	0.062519084294461
3356	Q8TF64_GIPC3	19.66457294	13.14674653	12.58598194	12.7581395	11.51201604	13.75611911	14.40281928	17.13249005	11.42124561	11.48689127	14.57174256	10.26915443	14.35266619	11.29614049	14.19056068	11.20497868	11.87186978	16.45871614	13.03604532	12.49284427	10.48201191	12.50824967	9.457852673	11.87011985	12.9829198	10.73279694	12.21330883	12.638386	12.67033272	14.15623941	12.13325062	13.63576166	13.82502874	13.21886188	11.95943189	11.92952298	10.66374642	12.74504774	13.85720513	13.42467226	11.64483626	13.57458065	13.50372989	12.16374949	16.85438507	12.65909676	13.18880905	12.9433775	0.864335456273673	-0.0850399345666677	0.0633176712551978
3357	Q96BK5_PINX1	14.61214179	15.32510855	15.72157949	18.3941678	9.403288189	11.9285441	11.57172706	13.35135347	17.2043419	10.1019439	11.6433446	15.1381386	10.65153411	11.83894859	8.737499683	12.46509772	10.73510147	13.57599522	10.65595571	10.99383447	12.60679884	11.05811077	14.16550303	11.87388727	11.20367305	11.48124077	11.70260506	8.949410534	8.399593805	11.44333168	9.313031165	11.76382044	11.50164429	14.37956394	12.99218542	15.04386658	11.91799389	11.39601131	11.3397501	12.96177159	11.80403173	9.852964912	13.87955923	11.16500127	10.85665614	14.344564	9.513442666	13.19337173	0.784574695911979	0.163391685311112	0.105365702837901
3358	Q9NXV6_CARF	15.20498096	15.31276565	14.48350288	15.27073346	14.60131557	13.86671012	15.77545739	12.55358886	15.75521792	13.96195499	13.76543671	15.06501401	13.65620184	15.5314101	16.84988449	14.76112263	16.23391451	15.01929835	14.43526487	15.37180241	15.06827193	13.44704689	15.43602225	15.35954451	15.65218446	13.71330308	13.9831266	14.29499157	15.55807229	14.25088621	16.34893224	14.76742544	13.78309826	15.06613118	16.95006124	14.6069064	16.11980804	15.36775346	15.47650031	16.3703564	16.23487917	15.7289449	15.21297054	15.64986027	13.50455803	15.11161008	17.12456389	15.43920953	0.0217427710160854	-0.684452937444444	1.66268510788976
3359	Q9NQX7_ITM2C	11.09289663	10.07309137	12.98016972	9.535137215	17.0847032	14.73197931	17.14605569	15.02230521	12.97977883	14.40639063	14.03308774	12.72716837	15.15371833	10.66471064	13.39787398	17.16391961	12.88414084	9.868034811	12.6899027	13.0461004	10.57841624	10.50719594	12.24074648	17.78118134	12.35591436	11.90789883	12.22248542	17.97313689	11.88289042	14.07863513	13.04130552	14.01760438	12.6470337	13.33790893	10.95179568	10.94091716	17.69698435	11.67332819	10.18843847	12.04053403	10.31686167	14.38081808	12.68308127	16.95167034	14.52652426	10.84743406	16.65495545	12.35384838	0.770012336401327	0.204153102533335	0.113502316920888
3360	Q9H4G4_GAPR1	14.9762875	14.43997944	14.10995891	16.36018331	13.14792443	13.90276816	12.64255961	12.94625497	16.99383684	14.26180617	13.52597199	12.55672951	15.77444045	14.66955868	13.94098725	13.64653723	17.87380792	14.51464023	13.9572783	15.08476719	16.64700703	14.02325021	13.33718556	13.68817289	13.781833	13.73587979	16.38754127	12.6639392	15.46118516	13.23103502	14.13605809	15.56053607	13.07748513	15.29737323	12.38387085	15.08292425	13.32758711	14.14129675	14.7171178	12.67264978	14.37770259	14.63074732	13.24102379	12.57767729	13.81408883	13.59735328	13.25386061	13.55270819	0.107514400933313	0.551551298444446	0.968533360613552
3361	O75167_PHAR2	14.43061061	14.21349151	11.98123606	15.6280749	12.3530986	12.16883706	17.17177355	16.23919391	14.38020761	13.75605442	13.2410159	15.86618899	14.45993303	13.21950882	14.70901188	13.93379126	15.12227261	17.36056628	13.26478397	13.95399537	15.30611951	13.32854672	14.40211461	13.4463716	15.00532276	14.03161777	12.11640194	10.32290397	14.28606709	13.48472993	15.24548486	14.15318596	13.03939148	16.80560969	15.28107241	17.57875468	13.41515139	11.92882388	16.04500212	15.8016227	14.98197366	15.30795442	15.50081149	16.5448013	13.50801592	14.01001191	14.72909191	14.04552071	0.0836093519185188	-0.778443063666666	1.07774514290242
3362	Q5VU92_DC121	13.04646653	11.23256235	14.04588168	11.82363065	12.98969972	13.0271574	12.75225758	14.27318552	12.65519177	13.27430334	12.46425844	13.74583647	16.00205911	13.15047939	10.64396569	15.16557908	12.01490804	12.71570131	10.90708223	11.99513783	9.742011496	14.60812617	11.93561667	10.63872658	13.90427582	12.82741852	13.35329488	11.84927723	14.2007088	14.58067747	14.02045157	14.41786369	14.79967525	11.187356	13.45483713	12.34166468	13.49873852	10.77849261	11.97362459	14.95019507	14.3086096	11.31116826	10.93901016	13.4369645	14.22400604	13.07695518	10.73896472	14.12443807	0.776453528542583	-0.124651610022223	0.109884532081559
3363	Q5VWZ2_LYPL1	13.55808721	14.7676225	14.16032906	14.6345347	15.40375541	13.17097858	14.87295831	15.76309966	14.30966792	13.3934453	16.45516223	14.18788245	15.6875668	13.73697065	12.83349951	12.7472594	13.61105337	12.11026398	14.87836891	16.46075335	12.7411564	14.01582316	14.49219597	14.11192734	12.20407869	14.07736504	13.2076761	14.66513978	14.00916098	13.55441587	14.63339788	18.83656915	14.9400437	15.52284885	13.31051646	14.29049945	15.71179627	13.8809794	11.98144057	14.72523009	12.98796251	15.39178585	17.27662259	13.58790292	15.12248905	13.0102883	15.51004655	13.48858058	0.217888459838167	-0.550871166222223	0.66176577095303
3364	P21283_VATC1	11.36026029	13.18729431	12.49340346	12.9381499	13.31851563	14.6673412	13.9208143	15.79680517	13.41505744	16.9260007	13.36039348	14.48212888	13.40452952	15.33459897	12.43917229	13.55453154	14.79530468	12.86287261	13.76303381	12.33077038	12.77793769	11.67834449	10.59081862	10.3292062	13.46623396	11.39707737	10.9059242	13.28657907	11.87875885	15.69611469	11.77692953	13.26290659	14.02502088	11.07827848	11.99412442	11.70545088	12.13072008	14.83878892	12.98216296	13.09281697	11.56330928	14.92455289	12.02939796	11.73730135	12.78209815	11.25697017	14.16832767	10.78602658	0.125534997787454	0.648866692222223	0.901235180740177
3365	P02749_APOH	14.61855551	12.77826978	15.3256851	14.68088035	14.19912235	14.73434553	15.17784619	15.29307225	16.28255795	16.83289051	19.02722535	14.74782398	15.1185121	14.59038054	15.47201488	15.29373523	15.83942656	15.30968825	14.59043924	16.62551834	16.9532322	14.64590607	15.82765995	14.20552724	16.3669466	15.99045312	17.65337386	15.25857973	16.35295985	15.61971414	14.68911131	14.21392827	15.07492602	15.51771323	13.94012465	15.72572358	19.4821155	15.81630405	14.86104015	15.27718289	13.97945109	19.17981762	17.15995016	15.24706175	15.72018655	16.12406066	15.13544879	16.87352597	0.538813776048504	-0.265014810555556	0.268561309041546
3366	Q8TB61_S35B2	13.79560739	11.62881963	14.64009338	13.44237344	18.80423925	14.55395119	14.33374508	12.2897654	10.84198778	13.41522233	11.36200206	14.43251444	12.11441566	13.60585177	12.2338669	15.82563302	15.21138764	12.36042417	12.81447688	12.22251395	12.04353211	14.70818771	11.36839884	13.31944746	13.73967297	11.46069883	14.07528265	13.06458804	12.69197373	14.29151401	12.1930189	13.87517251	13.08593578	14.93946853	13.94967307	13.02097659	11.24560228	15.27260544	13.48639124	11.23952534	12.69258784	12.04177145	12.1962325	13.25322279	12.91730041	14.49696666	12.32148452	13.70510285	0.53976002062739	0.249015218111111	0.267799286255827
3367	Q8IV38_ANKY2	12.91948476	15.11947418	13.8689725	12.95233945	13.6673562	12.69622538	13.05695149	13.31331361	14.59761529	13.22904899	13.15211465	11.78542122	13.57116925	15.00154128	13.32469104	12.47054587	14.98161376	13.51344904	13.58720494	15.33107139	12.93392973	13.09791267	12.30961417	14.86328161	13.13646794	12.43926111	12.87543178	12.9805058	13.36481344	14.59533842	14.11570283	13.94466032	12.78006105	14.16551603	12.43691264	13.98439149	11.7081709	14.29639366	15.52932703	13.02899908	14.10246045	14.01518245	13.68685194	14.97605486	15.16711961	13.77382574	15.23336356	12.70781154	0.207952116934498	-0.378394922444446	0.682036654196419
3368	O96008_TOM40	13.55318823	13.46411239	17.27271607	12.75112236	17.89252085	15.31863324	13.37675306	14.25662959	13.82795642	14.78965999	13.57176609	14.56089035	13.50553052	13.77883982	13.6851172	16.29647144	13.81466952	13.43191604	12.85875576	13.45543335	15.4267056	15.44358392	14.02753902	16.30232456	14.17293076	14.29764087	13.3188763	13.91798409	13.69685043	14.29978946	13.77698335	14.7480368	13.66921177	11.51629849	13.77840545	13.88443047	14.89733925	16.71075871	12.977969	13.87276081	12.73761347	13.45791259	12.07312099	16.32900988	13.73366682	14.49779885	12.98139666	14.29299747	0.235001153859713	0.460246308333334	0.628930005329642
3369	Q7L5N1_CSN6	12.7302443	10.82597786	13.1437204	13.29115551	15.12914183	14.33867891	13.5409435	12.80698119	11.95429648	14.40340781	13.27439003	12.15082914	15.07209156	13.54614523	13.16712551	12.43999506	12.08969497	12.11134735	12.40466991	13.67158965	14.00146173	12.50677205	12.27529097	14.00610022	12.37849335	10.4759513	14.24158403	14.17550825	12.16504059	12.11472055	12.19898591	12.44671211	14.42236077	12.31545127	12.42314467	13.28869313	13.43516323	13.23230308	12.13367429	10.8494357	13.77788117	11.25327887	10.49692883	12.13858857	11.84659325	12.03287093	11.50873924	13.63428624	0.0696268875190852	0.601384349111111	1.15722301834587
3370	P55210_CASP7	16.07220731	13.55696561	12.97086039	13.36107114	12.75549695	15.51294975	13.76117467	15.32266558	13.12388736	13.93575573	14.74773403	13.70629258	14.69998574	13.49165104	14.90325918	14.44698472	12.99223113	13.59920801	14.05761399	12.80599317	13.23043283	13.9717411	12.0885392	13.61806958	13.39943285	13.49999558	13.24975544	13.33830729	13.44456203	13.98227801	13.93177783	12.55816845	14.25467103	13.85563919	12.51449121	12.56572336	16.17013387	13.60665506	13.16317756	14.45927508	13.38867958	14.58183199	13.57980701	12.05108054	15.1071112	12.86242557	15.01627184	13.16000159	0.802622861259898	0.0756299574444448	0.0954884743335236
3371	P05060_SCG1	14.89576306	14.79368749	14.80861765	12.94366879	14.93126846	14.85782922	13.61765633	14.17945406	13.65302632	14.79429582	14.76379479	14.00425859	14.74477974	14.59379865	15.30849745	14.4119932	14.19103463	14.14950886	13.93195225	13.83755379	14.47679523	15.97016945	14.21425854	15.1020002	14.59777431	13.80552414	13.72356419	13.998039	14.66338004	14.8194638	13.13906047	13.80371659	14.55586698	14.27364102	15.1497706	13.87350711	15.62794256	14.28189264	13.25142498	13.51875823	12.88484851	12.89264686	16.98177012	14.5923297	14.30474274	16.63431644	13.79806556	14.19626618	0.723158615116236	0.106082085555556	0.140766435603667
3372	Q14814_MEF2D	12.52194215	12.47054575	13.99730032	12.08677476	11.67100644	11.91493376	13.58467416	13.95047423	12.58520206	14.03999146	10.51558729	15.46257604	11.61066768	14.03453576	11.57624403	12.20349525	13.39526062	12.09157574	11.53326403	14.50966098	13.05851648	13.07242609	12.81618185	12.41068434	11.89848285	12.99182915	13.21443036	11.08315194	12.87691464	13.02533937	14.3352335	13.01832198	13.75345542	13.10608946	13.8854234	12.84727559	10.77872575	12.79985298	12.57124765	14.7866782	13.57012365	13.85183605	13.09067005	12.53223447	15.28492452	12.99409912	13.25722087	12.3593323	0.0961934494341311	-0.527807956222222	1.01685450147022
3373	Q9NRA8_4ET	13.85098657	13.82322963	14.45172385	13.79957164	14.97460283	14.96562596	13.7781127	15.9348026	15.99059876	14.83195788	14.93588527	14.77411508	15.16858864	14.77191312	13.9683258	13.99981429	15.11048503	15.29086336	14.21959396	16.12668413	15.42494335	13.41769596	15.64312183	14.09378986	15.08502916	14.47932471	14.65467505	13.38146398	14.2089701	14.51737367	16.78958087	15.14785523	14.49889644	15.96884122	15.48672394	13.78545622	14.27347257	15.48702044	14.6199781	14.04406054	15.40439175	15.8673886	14.0795168	15.03920697	14.78053241	15.95887139	15.75100303	14.60438542	0.0752617226466591	-0.432381148777779	1.12342584544512
3374	Q00013_EM55	12.39130854	12.44992724	14.15021764	15.71863969	14.51893063	9.631989691	12.16563416	13.08644539	12.80384466	12.34256959	12.15633965	12.22081446	11.86170001	13.29372576	15.54629024	13.00723409	12.89850619	14.99519314	14.23518868	14.81944442	13.00380362	12.67938181	11.66983555	17.48710013	11.62851317	16.20888374	11.1807328	12.29026441	14.79075221	12.90531221	10.19738753	11.84065454	12.53553265	12.78876808	11.88442051	12.70197066	13.80285175	14.43719618	11.46163802	13.73080593	13.49115965	10.59677886	12.40454166	14.17610691	13.10439014	10.63963052	10.56100704	12.69211466	0.0490222917788543	0.879786601255557	1.30960638946002
