	protein	R2A	R9A	R13A	R25A	R31A	R40A	R41A	R70A	R77A	R96A	R101A	R102A	R111A	R113A	R116A	R138A	R141A	R37A	R43A	R87A	R97A	R99A	R108A	R124A	R133	R136A	R137A	R139A	R145A	R146A	NR10A	NR17A	NR20A	NR66A	NR68A	NR85A	NR88A	NR89A	NR100A	NR103A	NR104A	NR118A	NR125A	NR142A	NR51A	NR60A	NR128A	NR148A	p_val	foldchange	log_pval
392	Q7Z417_NUFP2	13.25448662	14.03566102	11.60720164	13.61649228	12.79066744	11.17368799	13.08505482	12.7086508	12.70115473	11.54918342	12.579697	14.41216605	12.43331448	13.95522408	12.12297424	11.11023641	15.6830874	14.15132528	13.358371	13.66386218	13.59398479	11.85597253	14.83216877	12.48928172	13.98323399	11.29359653	12.05702099	12.5902967	14.92609933	11.51965003	14.64460726	13.56558875	12.64072409	13.50676921	15.04693331	13.15021532	12.7791933	12.82181648	14.96033994	16.05205068	12.97914527	13.20424844	15.54677895	13.93526699	12.13610745	12.3459315	13.96073464	11.56238579	0.0923067475714456	-0.631030823000001	1.03476655113079
393	Q9BY89_K1671	12.58583349	13.27077061	13.27512437	13.71073248	13.87825051	13.45272288	12.70508469	12.87619226	15.04425488	13.70893362	13.11229868	10.91743254	12.20233556	13.46150901	12.73430385	13.27335057	14.41368677	11.60546164	11.98796614	14.61212186	14.98540743	13.06994842	11.06593943	12.22808996	12.7518397	11.89517249	13.30283401	14.61997564	11.16247977	12.81840284	11.38570091	14.18199439	13.05011689	13.64628188	11.36287299	13.38994343	13.27527753	13.82458874	9.484510591	13.30272311	13.55104771	13.22466984	11.89503778	11.80525732	12.63576581	12.26242963	13.20664893	13.66182983	0.395407402381456	0.293909797166666	0.402955204563755
394	Q96AT1_K1143	15.09337395	15.78726975	15.93691377	13.87071713	11.89095823	16.27410983	11.92105253	13.41114131	14.89196713	14.37580375	13.45746202	14.91391177	14.65070268	15.036341	14.29435622	14.70288561	15.02687478	14.85887817	15.32980771	14.26890944	14.81399601	14.72082911	17.24893945	14.46321086	14.1529777	12.62505344	15.32742558	13.84055865	15.02843933	14.99333925	16.69463893	14.49230943	14.62086021	14.0658868	16.32348615	13.95957198	13.95164156	14.74082928	15.42666204	15.79915048	15.53035505	14.69587223	15.44957635	15.59276271	12.67825837	14.51324809	13.99721823	14.28985007	0.428463755367566	-0.249847459111113	0.368085910052618
395	P19338_NUCL	14.06259409	13.34191792	12.39196699	13.92940167	12.20575581	12.08309825	15.83499232	13.90717771	13.74874116	14.17962433	14.06050624	16.41871867	14.8319916	12.21007929	14.93964997	16.76959666	14.01743232	13.45817389	15.39298476	14.01073688	14.02053919	15.62926965	14.21671404	16.01194208	14.12519019	15.23413841	16.40521506	14.53496542	14.24254239	15.54370846	15.83943043	13.24975125	13.97316401	13.54350168	13.34423771	15.60958734	14.98208794	11.75719389	13.85923035	14.43534274	13.9192718	12.60163494	12.23639402	14.02834813	13.21834983	13.52973124	17.03972114	12.95560509	0.207299589490845	0.496279762333334	0.683401557925614
396	P62913_RL11	16.06230045	9.686167873	12.2191546	13.42473734	12.52999936	12.48599415	12.19421974	13.83293243	12.05396491	11.01385746	12.38371631	13.91443588	12.58212308	11.55287995	12.89355771	12.8826394	13.74481756	15.10723811	11.13767869	12.22950682	13.11046837	11.56197846	12.85393806	12.0822671	12.84704188	13.19320709	13.35044556	14.22845054	13.56882553	13.14057542	12.82366894	12.05041451	11.46140505	13.15550495	12.6775569	13.85696461	11.85586211	12.70654503	12.66706373	12.2332716	13.33389211	13.9509238	11.54448322	11.80083313	12.7102248	13.02932671	12.58184413	12.14985761	0.465417918644608	0.2073238311	0.332156900338779
397	P02765_FETUA	17.74187696	16.98534066	19.8941884	13.46310795	17.24938342	17.61190567	14.89005297	19.99315432	14.75829051	15.50014639	20.04641573	14.60681361	16.89271256	15.78357493	14.99159459	14.63802775	15.25811316	14.99203928	17.90038157	15.37180241	12.86354072	14.93529767	14.31075205	16.07955426	15.44516087	15.61894834	17.12106775	16.45787531	14.19632369	17.35555256	16.23706834	16.28262209	17.12948957	17.45633405	15.17372874	15.15882963	17.35165831	17.73445958	16.07091274	18.72352789	15.91629452	19.52765422	15.16541657	15.79378857	15.709483	16.93319233	17.83604675	16.56280501	0.174817119694524	-0.610639681888891	0.757416039523123
398	P50479_PDLI4	13.40734386	14.31071114	13.96018555	15.97995844	17.10052251	16.16042812	14.82234796	16.41216225	11.24050127	15.6232342	14.86569048	14.63569861	16.77552515	15.76039078	14.69578308	14.05016993	13.77923159	13.72906628	13.63659278	13.68136816	12.84197231	14.13327128	15.54397218	13.66256454	12.46977434	13.92100485	14.23392946	14.93132055	14.17181137	13.67268636	13.81844906	15.65657895	15.53279072	14.0996647	14.90584971	15.85885029	16.18108662	15.37153485	15.26035769	16.28785207	13.23396233	14.7800393	13.69172574	13.51503395	15.14393693	15.54193315	14.70494021	16.3363729	0.121033823331802	-0.521968196777777	0.917093247586994
399	A6NKD9_CC85C	13.51970919	13.76787348	13.16709076	14.73582863	13.52323447	11.78036986	14.35147857	13.91044419	13.98693539	13.64965058	9.308143797	14.54107365	14.26628675	14.19009127	12.90225299	14.99619459	14.72126424	14.18509032	12.57440488	15.37180241	14.48540976	12.54853447	15.52402899	13.24044958	15.03773656	13.19987678	13.2047079	13.12214021	12.49193991	13.15797995	14.92113537	14.5801311	12.44175108	14.42311619	12.40944305	14.37130283	10.23756163	13.10343304	14.04888741	13.80570786	12.85998076	14.616664	13.63003353	14.24010353	12.41252869	14.38015733	14.12459412	14.075734	0.876840643773324	0.0552749420111116	0.0570793277495562
400	Q69YQ0_CYTSA	17.50046895	12.87391399	13.50620746	13.92436835	11.1062007	13.09869939	8.776808315	11.56436511	10.77677156	12.51789166	12.49841384	9.486142391	11.96448266	13.05673873	10.83261053	11.65505209	10.85021535	13.58997581	12.32607812	13.09008444	14.05049666	14.20865442	9.30390388	12.25590486	11.01547166	15.55157162	15.14256166	12.34240089	10.73849178	9.806822946	12.04423203	14.11784571	10.9763908	12.51393966	7.840185428	15.64719198	12.6532446	14.27458183	12.42640933	10.10208976	13.92725487	15.09348911	10.21925629	11.08060558	11.1550674	14.26671123	13.05608645	13.09977516	0.789321395561071	-0.1581830736	0.102746124930383
401	P15144_AMPN	10.38775458	12.65393528	13.62357851	13.21683405	17.05408299	12.10055704	12.32413312	11.93439186	13.13492908	12.77775421	14.31521121	12.60077396	14.07232386	13.58539299	15.23727815	13.18537464	11.81278049	13.07208878	15.23716208	12.45058387	13.13222284	12.78185885	13.42443621	14.25914607	12.81774071	16.34180539	12.76564396	14.90443541	13.04819897	15.38669645	13.15804913	12.96103029	13.99078546	13.61610852	13.18698059	12.05653572	13.55844531	12.16753416	12.92608804	13.94395452	13.14665608	12.95891127	11.70939841	12.11454192	13.22549961	12.94832788	16.19747595	13.79334897	0.474328059104077	0.251321752000001	0.323921183689624
402	Q9HA77_SYCM	12.08148571	14.26617804	13.28102933	10.74508978	12.94940339	11.26690661	12.82131905	14.18634583	12.5378682	11.79194412	13.2209105	12.78526046	12.11899023	14.41982151	12.92179359	12.19443575	13.61673742	12.3416285	11.90842536	12.14714856	12.93597502	12.07185074	11.93478988	12.25838212	12.8889961	14.47581699	13.87446925	12.19385223	12.61103921	12.69959339	13.31603401	13.29126509	10.48387483	12.09051639	14.87691207	11.96065713	13.03273843	13.41956204	12.23667696	13.08775519	14.17912559	11.35832677	12.73578342	13.24437571	12.56060099	13.07886355	13.03091398	13.60063827	0.613401975371385	-0.147562683222221	0.212254829769394
403	Q9HC35_EMAL4	14.82217701	13.83724256	16.24435349	15.33986016	13.74298092	14.53037351	13.96034175	16.57661778	14.29845138	14.11148831	14.95907877	13.99794084	15.29052769	15.03139988	15.00056676	14.23998237	14.72629494	16.01421311	13.94267805	14.05282318	14.3621601	15.01232788	14.58969454	14.56190165	14.9057412	15.43098517	17.29261557	14.03464541	14.58514543	15.29887065	14.42331656	14.3194262	15.51829275	15.30173293	14.45353343	14.17382899	13.47915976	18.33636357	14.53923646	14.56880805	16.67203141	15.12249969	15.33625097	13.93379815	14.57507462	14.91775513	15.25795804	17.424439	0.364145780971264	-0.30430098188889	0.438724717459027
404	Q32P44_EMAL3	11.70556734	12.12703591	13.78397087	12.75164731	12.98976236	12.47686054	11.74180197	13.31812448	12.88418431	12.95572823	13.28911907	14.83039897	13.22572342	12.36585065	14.0931247	13.15137738	12.89265612	13.21384698	14.34591611	12.59100609	14.50505231	13.23335719	13.50004558	13.2777075	13.55737789	12.1640781	14.05205725	12.84831353	13.48648467	14.85385952	13.13763282	10.38935094	13.27329077	12.45766774	13.232509	10.84274925	13.11715456	13.43386079	12.8628819	11.90254188	16.51053806	11.71431376	14.17436122	13.62466687	15.04293406	12.80217413	11.8509142	13.17693894	0.534049013915918	0.232263384444444	0.27241888249134
405	Q9Y4F1_FARP1	14.65861927	11.18448852	12.58827865	12.59384308	12.44097161	13.69792087	12.46808952	11.76287345	12.78354888	13.71138686	14.18543468	13.7178531	12.40348639	13.74448786	12.64141923	12.71269608	12.94018066	12.72847732	12.0946304	12.4008744	11.97047983	14.90429849	10.56591521	14.94543098	13.07525565	14.37871299	13.005517	11.56815213	14.989354	12.63234361	12.55236665	11.94551409	12.97319396	11.80649582	14.52186143	12.2051232	13.56695661	11.37976447	12.56233211	13.1422174	11.59154871	9.926790332	11.80383391	12.54018473	13.20051749	13.60293633	12.96570893	15.30432083	0.343379006433992	0.339185857222223	0.464226260335782
406	Q96SY0_VWA9	11.56320944	13.99008811	10.36838116	10.83533607	8.439761142	12.16352946	14.04450326	12.46347683	11.90569141	8.757503344	11.60988276	12.95435683	13.02701295	10.96688857	12.64915985	14.78317186	12.87593066	13.05825309	11.9298839	11.17325237	12.72904313	10.41777519	12.50520446	12.34595668	10.76058527	12.51064354	9.932606415	9.577391853	12.08673602	11.59257042	14.59704621	11.72249133	13.77883114	14.16877101	15.49971762	10.84850003	14.47042902	9.861713125	14.87154565	13.99768257	12.27943819	13.9646414	15.24244491	14.89760883	11.67610594	10.47819764	12.55633364	12.63659861	0.00778581722286641	-1.39652362436667	2.10869579584419
407	Q14195_DPYL3	13.41726196	12.87907607	13.38105517	13.68258526	14.25385715	15.25433743	12.96192465	14.30113169	13.48433057	13.53154748	12.44776559	14.89982086	14.25116856	14.02338222	15.40942395	13.64395846	12.66406902	13.62051086	15.09905841	15.66541943	12.3860226	14.65753682	13.46932046	17.52586788	16.18812627	15.60534838	14.94873218	17.1007868	15.44904183	12.3051582	14.49543379	13.07397256	13.4012076	13.0768547	12.66046722	12.35810117	14.23648413	13.75011204	13.5958168	14.2999843	13.44555258	11.38522525	14.50481301	12.85274287	15.57398279	15.12118341	12.62033082	15.30891556	0.0875103924581131	0.630188618111111	1.0579403684725
408	P24941_CDK2	15.66441521	12.86935044	14.27871311	12.2405603	13.60532003	12.9953109	13.75079422	14.70338343	12.97073238	12.57294664	13.84765292	11.43393087	10.36987992	12.67991414	10.24024535	13.53006725	12.54494263	13.48145233	12.23586332	14.93770491	12.25122189	13.62514959	11.52024974	13.72062211	10.65936818	12.81788626	13.84717672	13.21142325	10.50043924	13.04239306	10.65296482	16.6709249	12.15601613	12.31470242	10.30698736	13.46413343	13.17036212	9.801453974	12.15715434	10.98067721	14.91238114	12.14264605	11.63817333	11.86074008	12.25451625	11.7550271	11.51087326	13.91148881	0.236759949297538	0.557124637777779	0.625691761704922
409	P54098_DPOG1	14.43455898	12.03909124	13.7637843	10.61743751	12.27583012	14.30235939	11.76796748	14.07658571	11.28661497	14.82184896	12.58458896	13.56825096	13.88793299	13.00925413	12.89039906	13.21375272	11.69934993	12.96863668	14.40938205	12.28993921	13.61809512	13.33107198	10.44753845	12.49518504	11.50374252	14.8280083	15.90501473	13.76827162	14.33371629	13.46665813	13.34426507	12.85973536	13.28711932	16.005841	12.26079743	14.0310612	13.11274262	12.49595887	14.43661822	12.92820149	11.39913891	13.0238862	12.81866077	14.50046515	13.21472278	15.7361775	15.79992077	12.84932907	0.258077612114224	-0.441206734	0.588249668284366
410	Q9BRR9_RHG09	11.86709593	12.37670866	13.09533994	14.56771067	14.71448101	11.48357426	12.43532483	14.80942467	12.05762462	12.58567383	10.47408541	11.05275675	12.5745776	13.05765373	12.93203672	13.64990648	9.866713884	13.24186129	14.24766214	12.58838979	13.97885888	11.49034233	10.90867122	14.92014291	11.30949184	10.70723398	12.31968328	11.91242132	11.94524989	12.48055913	11.88386102	12.3301939	12.10192639	14.81572429	12.96062976	15.76605761	10.6182014	13.36616509	12.04124337	10.60225072	11.67926148	12.28116639	10.64172498	12.45393919	10.47072947	13.97773749	12.83870895	12.60464657	0.796779354476715	0.108699229244444	0.0986619275374209
411	Q8IVF2_AHNK2	13.11102091	10.05381297	11.60880446	13.39233868	12.78871008	11.61303671	10.70933997	11.25146912	14.405091	14.67148499	14.09451286	11.73623732	12.65747596	13.55476808	12.66177004	14.14655258	12.18305167	12.75390443	11.98312655	12.78123942	12.2971606	13.00500857	11.84042652	15.52230011	11.71034038	11.1122289	14.09805144	13.16397398	12.85326417	13.67878647	12.65053032	12.38370934	12.26529835	11.36428904	13.59380436	12.29853294	12.29075559	13.94444753	11.83808205	12.70650423	12.33038653	13.40712735	12.61883726	11.84704919	15.0802564	12.6117392	11.6619242	12.87266402	0.845011084148882	0.0609797479999994	0.073137594301048
412	Q9NWZ5_UCKL1	14.27057218	13.99308671	14.47147433	13.54639823	13.09658005	14.19802337	16.61041982	15.5257697	13.68325891	14.24770343	13.46648462	14.04729773	16.5112075	13.79223213	15.63060618	15.61547053	13.98050166	15.22940672	15.0548214	15.07432828	13.10986958	13.93261005	13.50272619	15.86573179	14.00579949	13.40495383	15.77475728	12.69576579	13.71414548	14.04796027	15.03270351	12.81623141	15.95705598	15.73065404	13.64152534	13.20710135	12.12299665	15.15285362	15.3201673	14.39656395	14.71500687	15.53355764	14.24624298	14.57602239	14.5865818	13.5701321	14.05881	13.97372848	0.911461600512861	0.0345579182222231	0.0402616232642524
413	O43747_AP1G1	12.48188038	11.99815212	13.08526602	13.03662044	13.43610922	13.89963121	12.59249492	13.60266391	13.1440347	14.07537173	13.4044486	12.19670113	14.095022	14.05326476	12.42144258	13.0000109	12.44514731	12.2614554	13.62957466	11.90998652	13.92552604	13.29012515	14.47971227	15.7524062	12.23084779	15.09986567	15.27318687	13.55894901	13.50272521	13.51474815	12.64096852	13.66273933	13.76384368	11.88470691	13.21896523	14.75716638	15.36120384	12.35978583	12.26504195	13.50486812	12.39858299	12.54930665	13.74009655	12.26004805	13.19465413	15.0078288	13.89898896	13.3061606	0.842556026324656	0.0590814445555559	0.0744012107953324
414	P54920_SNAA	18.72523795	14.23120219	15.32302609	15.4296721	15.61450652	13.63355658	13.5577513	14.81039134	15.02692434	14.14438878	14.80449021	17.59485344	14.86136207	14.99790011	13.99036033	15.54358813	13.25719225	14.39915395	14.60099327	13.53912597	12.57445898	14.52376471	15.38749486	14.36196221	16.49165661	14.60925942	14.03798547	15.95819231	13.39768533	13.8896951	14.55486802	13.88265582	14.9761628	14.27029766	14.51750953	15.85359779	14.81509987	15.09245967	12.56706071	14.15579164	15.52814669	14.43121502	14.45833577	14.90477253	15.43514544	14.91450756	13.91616948	17.71434483	0.999665949278242	0.000142129000000324	0.000145100621968472
415	Q9H115_SNAB	15.34563929	12.89813273	13.85209246	14.0603585	15.29407785	13.52726471	13.06357415	12.60431844	13.60730946	14.6080216	12.27998033	13.24840987	16.45681134	18.12465533	13.14493884	13.84635281	13.47729205	14.3015097	13.28162398	15.40083443	16.84383475	16.25416637	14.30050588	15.23435547	13.39165371	14.03465419	12.78518878	15.44766556	13.43042703	11.88689837	11.85372242	15.5556046	14.87887324	15.85988718	14.08435018	14.67221193	13.08467836	15.33601583	14.4908431	12.55574489	14.85929571	14.46953989	12.94249594	14.91472617	11.95648202	15.03457835	13.61971264	14.16368442	0.854697009227734	0.0715045510000003	0.0681878157298324
416	Q68EM7_RHG17	14.63295017	11.09489313	13.03660708	12.48400443	17.92899373	14.42343034	15.12525423	14.56751905	11.87228978	13.51869011	14.15748836	12.7580128	19.00629425	13.57695495	18.17377938	13.64266809	11.77752571	14.66503317	17.86495245	16.03222705	11.86559559	14.46043436	12.71071239	12.90529073	13.98401992	14.81806433	13.09784094	13.29373017	12.93603857	13.96444929	12.36311483	13.95973649	15.5880443	11.87460727	11.50829611	12.89087801	14.59369208	12.81543575	12.99597581	13.2095928	14.05945727	13.19967539	12.13679684	12.5052204	13.16711965	15.33991436	13.95399276	15.00269779	0.107737450785449	0.747844378888889	0.967633304666346
417	Q12756_KIF1A	16.83588835	16.24739692	17.74206534	18.51431342	14.85331222	14.42714959	14.83523444	13.89139022	15.52878671	14.66284201	13.74234433	15.140762	16.88603304	17.14724561	17.69043782	14.02450044	13.23009282	15.32741492	14.77103582	19.34541123	19.25403379	14.61269669	15.03033287	15.41801621	12.44634456	14.6173432	18.87014701	15.83967811	16.73659861	14.11280194	15.36298143	15.99423196	14.75002839	17.71064877	14.06480406	15.28933117	14.00894261	15.83808505	13.6257077	13.29552925	19.077328	15.39018901	13.73051702	14.15008301	14.69172542	20.02721154	14.60007914	19.10765976	0.824536700013781	0.130772602999999	0.0837900092022972
418	P09417_DHPR	13.21617866	13.11856496	15.22514579	12.91642578	13.89213797	11.95885624	13.36647544	11.11659698	12.24529731	10.57498556	10.01129254	10.9156661	11.91151381	12.81755522	12.36587649	13.30723452	11.148355	12.37400805	13.76501358	12.20795224	12.48745834	12.49440402	10.46041531	15.05778509	11.6600795	10.20183351	14.38078405	12.8780061	11.5916834	12.20419587	11.74218262	12.06148749	11.33337063	12.2430103	12.49297231	14.3196772	12.13279929	12.79647075	11.38430745	9.812121065	12.91392785	14.22357532	11.36822374	12.52271975	12.33633688	13.76948739	14.23789273	14.98989235	0.618681100194153	-0.197632703166667	0.208533150840771
419	Q8NFW8_NEUA	13.09163072	13.05465234	14.47655557	14.39666201	14.4200556	14.99869305	13.42320945	14.32876755	14.91321626	14.27244382	15.33206156	12.17121919	12.47419629	14.52733162	14.91519404	15.14027699	13.54412724	11.7834634	13.45583877	13.87048533	15.43230416	14.59566708	13.10314126	18.59947534	14.45917438	14.86225139	14.73889685	13.89326507	14.85162345	14.66781832	15.1917161	14.82362325	14.01175396	13.9552098	14.30898998	14.48875111	17.6639167	17.83048871	12.43890711	13.79995203	14.36265214	16.01829648	15.19000862	13.48797451	14.10081238	14.20221858	13.13433028	14.66064559	0.335548353303461	-0.388557137222222	0.474244888133563
