gene	T47D_WT_rep1	T47D_WT_rep2	T47D_KO_rep1	T47D_KO_rep2	MCF7_WT_rep1	MCF7_WT_rep2	MCF7_KO_rep1	MCF7_KO_rep2
HMGN2P21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2P22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2P23	0.0	0.0	2.00273	0.0	0.0	1.00359	0.0	0.0
HMGN2P24	0.0	0.0	0.0	0.0	0.0	2.00113	0.0	0.0
HMGN2P25	1.0	0.0	0.0	0.0	1.00055	0.0	0.0	0.0
HMGN2P26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2P27	0.0	0.0	0.0	1.40045	0.0	0.0	0.0	1.34335
HMGN2P28	0.0	0.0	0.0	0.0	0.0	0.0	2.5746	4.91769
HMGN2P3	137.85	165.747	200.641	139.641	198.834	156.775	238.557	177.518
HMGN2P30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00132
HMGN2P31	2.74663	5.46675	7.07226	4.1466	5.19996	6.56494	9.43874	1.33037
HMGN2P32	0.0	0.0	1.65968	2.5306	0.0	0.0	0.0	0.0
HMGN2P34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2P35	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
HMGN2P36	2.24303	5.60376	1.13606	0.0	1.105	1.10969	1.11809	1.11691
HMGN2P38	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
HMGN2P39	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
HMGN2P4	0.0	4.75902	0.0	0.0	3.00801	2.45678	2.03031	0.0
HMGN2P40	0.0	0.0	3.00806	0.0	5.01084	2.01018	1.00217	0.0
HMGN2P46	29.047279999999997	37.800489999999996	25.7317	30.566899999999997	37.781259999999996	30.593609999999998	46.47539	32.151
HMGN2P47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2P5	137.85	165.747	200.641	139.641	198.834	156.775	238.557	177.518
HMGN2P6	50.2407	11.3898	31.6697	139.641	95.2162	69.4425	20.3314	177.518
HMGN2P7	0.0	1.40519	1.37255	0.0	2.86698	0.0	0.0	2.83146
HMGN2P8	2.02651	1.01416	1.01285	1.01163	1.01759	1.01289	2.03437	3.06539
HMGN2P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HMGN3	888.0	891.001	1265.0	1214.0	1240.0	1148.0	1794.0	1709.0
HMGN3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN4	1281.0	1299.0	1770.0	1689.0	1177.0	1141.0	1261.0	1101.0
HMGN5	12.0	10.000004	26.000003	29.00004	34.00001	35.99998	26.00003	33.000009999999996
HMGXB3	699.9381000000001	642.0914872999999	628.501858	666.862152	1165.73337	1147.113731	1288.4153000000001	1144.204
HMGXB4	464.00003722125	551.99985	423.00039000000004	402.999948504597	726.99965736045	709.99978	702.00008	663.0002086
HMHB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMMR	2812.0032422263	2850.9969899999996	3285.9974	3022.997864677	2155.99963	2173.99978	2752.99988	2680.99876
HMOX1	64.53293	69.9888	85.84165	102.91001	76.6613	74.8028	130.15528	123.37875
HMOX2	1893.4608477584	1789.77267254	1408.2307620286	1384.97960955374	1667.24462202	1800.7797261044782	2037.115430716	1911.61613887003
HMSD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNF1A	2.56411	5.41834	5.3634509999999995	1.59615	1.22157	6.11197	5.58027	4.29703
HNF1B	2.0	0.0	3.0	3.0	1.0	2.0	3.0	1.0
HNF4A	8.20115	7.22365	11.498	11.8811	13.9342	8.34948	7.26347	13.6542
HNF4G	49.00001700000001	49.1203	83.00004	53.99997	5.08799	7.618206	13.20796	13.28495
HNF4GP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNMT	108.15818999999999	96.38237	54.4275600395388	48.27164	153.72878	147.17076	136.30383	125.13306
HNRNPA0	1214.0	1238.0	1352.0	1311.0	1896.0	1945.0	2197.0	2089.0
HNRNPA1	23183.19244	25318.55026	25494.45342	24131.136420170023	21980.235	21831.10527	25963.82895	24328.89607
HNRNPA1L2	125.987	97.6072	91.401	114.251	91.7443	104.864	49.5208	65.9973
HNRNPA1P1	0.0	4.00365	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P10	28.7467	18.085	4.7216	15.2687	8.66645	18.5324	24.828	2.40562
HNRNPA1P11	0.0	1.01492	1.0149	0.0	0.0	0.0	0.0	0.0
HNRNPA1P12	2.62912	1.31081	0.0	5.34538	4.39668	3.89993	9.14199	6.57914
HNRNPA1P13	1.00538	1.3126	4.00036	2.00112	1.00048	1.00032	0.0	0.0
HNRNPA1P14	2.78511	0.0	7.20629	6.82868	1.25511	2.23828	5.11918	3.3733
HNRNPA1P15	3.27114	3.28346	2.21181	0.0	4.20567	1.07183	1.05185	3.15286
HNRNPA1P16	53.9925	50.1267	60.2876	63.4249	67.4484	43.2148	51.0524	58.2929
HNRNPA1P17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P19	0.0	0.0	0.0	0.0	1.0005	0.0	0.0	0.0
HNRNPA1P2	0.0	1.006025	1.0001820000000001	2.216475	2.0246	1.000275	1.005288	3.383965
HNRNPA1P20	0.0	3.16049	0.0	0.0	1.00491	2.00771	0.0	2.02124
HNRNPA1P21	0.0	0.0	2.37444	2.149	4.06635	0.0	4.20234	1.22631
HNRNPA1P22	1.04314	1.21809	0.0	0.0	0.0	0.0	1.05379	0.0
HNRNPA1P23	0.0	1.01463	1.01401	0.0	1.01406	2.02572	0.0	0.0
HNRNPA1P24	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HNRNPA1P25	0.0	0.0	1.16027	0.0	3.48559	0.0	1.0842	0.0
HNRNPA1P26	10.3454	6.37524	6.36634	7.80011	6.27033	10.5582	7.83894	7.17572
HNRNPA1P27	2.08024	0.0	2.10831	0.0	2.13126	1.03525	4.2191	1.06061
HNRNPA1P28	2.25578	2.43248	0.0	4.25257	2.49293	0.0	0.0	2.09899
HNRNPA1P29	3.0	2.0	5.0	12.0	2.0	7.0	2.0	5.0
HNRNPA1P3	1.1541	1.03718	3.71835	3.73009	4.02366	0.0	0.0	0.0
HNRNPA1P30	0.0	0.0	0.0	1.25851	1.31086	0.0	0.0	0.0
HNRNPA1P31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P32	1.00033	0.0	0.0	0.0	0.0	1.0	3.00094	0.0
HNRNPA1P33	0.0	0.0	1.37053	0.0	0.0	1.92875	2.59734	0.0
HNRNPA1P34	0.0	1.03521	1.03987	0.0	1.03443	0.0	0.0	1.03683
HNRNPA1P35	6.87605	9.63571	6.45607	5.96167	16.3034	12.8179	12.8969	12.4709
HNRNPA1P36	9.12201	7.09659	4.11164	3.04107	3.03584	9.10696	3.04274	6.16385
HNRNPA1P37	1.15685	0.0	0.0	1.03804	0.0	1.05418	1.03388	0.0
HNRNPA1P38	0.0	0.0	2.11432	0.0	2.13746	0.0	1.056388	1.063376
HNRNPA1P39	0.0	1.21526	1.25952	1.26048	2.51722	1.19216	2.43989	0.0
HNRNPA1P4	3.08899	0.0	3.20062	3.47881	5.955	8.15216	4.33214	1.70721
HNRNPA1P40	3.8999	2.25601	12.5707	10.981	12.8148	14.5224	7.15785	17.3034
HNRNPA1P41	1.0006	0.0	1.00049	1.00081	0.0	1.00077	0.0	0.0
HNRNPA1P42	1.03939	1.049	1.06101	0.0	1.01535	0.0	0.0	0.0
HNRNPA1P43	1.0715	0.0	3.22101	0.0	0.0	2.077	3.06703	2.61073
HNRNPA1P44	1.01654	2.03193	3.06539	0.0	4.06692	3.04759	2.02771	2.03195
HNRNPA1P45	2.01144	0.0	5.0076	1.00089	1.14494	1.00186	3.36959	5.67816
HNRNPA1P46	6.21104	13.4488	7.24335	11.9877	3.09514	3.10724	1.03305	2.06526
HNRNPA1P47	2.00054	1.0002	0.0	1.00039	1.00012	1.00029	0.0	2.00105
HNRNPA1P48	169.922000264329	154.627	241.248	225.4957	173.032	174.251	240.749	182.216
HNRNPA1P49	6.0	1.0	4.0	10.0	12.0	9.0	9.0	10.0
HNRNPA1P5	0.0	0.0	2.00065	3.22836	1.01318	0.0	0.0	2.00136
HNRNPA1P50	1.34385	1.26644	4.01559	2.61114	0.0	1.3308	0.0	3.64401
HNRNPA1P51	1.496198	2.34522	0.0	0.0	0.0	2.21264	2.34414	2.25272
HNRNPA1P52	5.16994	5.33379	5.31797	2.19265	6.2804	3.26372	4.57215	6.38087
HNRNPA1P53	0.0	1.74041	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P54	149.115	164.817	223.198	227.28	184.094	168.492	194.633	192.407
HNRNPA1P55	0.0	1.07431	0.0	0.0	0.0	2.14283	1.14054	0.0
HNRNPA1P56	0.0	2.97167	0.0	4.77112	0.0	0.0	0.0	1.10737
HNRNPA1P57	0.0	1.14152	1.14411	0.0	0.0	2.33866	1.00043	3.00105
HNRNPA1P58	0.0	0.0	0.0	1.00015	0.0	0.0	1.0004	0.0
HNRNPA1P59	9.00845	8.01085	7.01266	4.50643	28.5683	17.0353	21.2529	14.7202
HNRNPA1P6	5.06675	4.05311	4.05134	2.08374	2.08398	5.0777	3.05287	4.25758
HNRNPA1P60	3.2917	0.0	3.86647	1.09447	1.16841	1.13046	5.37958	1.15207
HNRNPA1P61	3.91515	8.6405	3.05726	7.66878	7.03665	6.61843	8.40104	5.21639
HNRNPA1P62	8.02377	5.01666	4.56649	3.01091	4.01249	5.01666	7.02193	3.01155
HNRNPA1P63	0.0	0.0	1.7479	0.0	0.0	0.0	0.0	0.0
HNRNPA1P64	3.16418	1.08638	1.04987	3.119	1.02471	3.33808	1.02642	0.0
HNRNPA1P65	0.0	2.0001	0.0	0.0	0.0	1.00017	0.0	0.0
HNRNPA1P66	0.0	1.0006	1.27867	0.0	1.00065	0.0	0.0	2.00073
HNRNPA1P67	13.3671	6.39003	6.94561	10.5117	10.1543	7.788	7.80689	8.93718
HNRNPA1P68	5.06225	4.06844	1.00005	2.0001	5.00027	4.00022	3.00014	7.0
HNRNPA1P69	0.0	1.01043	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P7	4.86474	0.0	2.26408	4.65548	2.44366	0.0	2.39257	2.33069
HNRNPA1P70	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
HNRNPA1P71	6.4906	2.02514	1.24373	3.03557	5.8753	5.05852	4.99068	2.69639
HNRNPA1P72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P73	0.0	1.00005	0.0	0.0	0.0	0.0	1.0001	0.0
HNRNPA1P74	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
HNRNPA1P76	1.68305	1.94419	0.0	1.78869	2.86989	3.05539	0.0	2.6101
HNRNPA1P8	1.51777	13.2984	6.19809	9.81524	9.95859	7.20496	14.4131	6.45025
HNRNPA1P9	0.0	0.0	1.0582	0.0	1.03079	1.03201	0.0	1.00041
HNRNPA2B1	13547.983	14740.139	14138.707999999999	13404.558	10383.092999999999	10133.211	11074.053	10764.8378
HNRNPA3	1526.6836	1629.2207	1836.7876999999999	1727.1184999999998	2103.6163	2079.023	2489.386	2285.654
HNRNPA3P1	0.0	0.0	0.0	1.2289	0.0	1.26984	0.0	0.0
HNRNPA3P10	0.0	0.0	2.04695	1.21733	0.0	0.0	2.93277	1.66264
HNRNPA3P11	3.0	2.0	2.7111	3.0	3.0	4.0	4.0	1.0
HNRNPA3P12	0.0	1.09406	0.0	1.07572	2.16437	0.0	1.10087	2.2049
HNRNPA3P13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA3P14	0.0	0.0	0.0	0.0	0.0	1.00617	0.0	0.0
HNRNPA3P15	0.0	0.0	1.30114	0.0	2.0	0.0	1.0	0.0
HNRNPA3P16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA3P2	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0
HNRNPA3P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA3P4	0.0	0.0	0.0	1.20334	0.0	0.0	0.0	0.0
HNRNPA3P5	0.0	0.0	0.0	0.0	0.0	1.54622	0.0	0.0
HNRNPA3P6	0.0	0.0	0.0	0.0	0.0	6.0478	0.0	6.91676
HNRNPA3P7	0.0	3.07683	0.0	0.0	1.02648	2.05262	2.06002	0.0
HNRNPA3P8	1.00535	0.0	2.00236	0.0	0.0	0.0	1.0006	0.0
HNRNPA3P9	11.145	7.0871	14.0974	10.0554	14.2141	19.2407	16.2385	21.2104
HNRNPAB	5180.984700000001	5301.709873	5946.67246321	5562.6807509	5525.005471099	5622.7489000000005	5383.0018	5174.997801240381
HNRNPABP1	0.0	2.29369	2.33168	2.312	0.0	2.24709	0.0	0.0
HNRNPC	15744.895444223348	16094.00750505	18896.47321782059	16952.26006093028	15504.412071499999	15448.84950506	18874.7104854777	17687.746882954514
HNRNPCL1	1.144806	3.907	2.2745	1.824342	1.908012	0.0	2.49116	2.74376
HNRNPCL2	0.0	1.56696	0.0	1.009192	1.426484	0.0	0.0	1.781576
HNRNPCL3	0.0	0.0	0.0	0.7508250000000001	0.0	0.0	0.0	0.0
HNRNPCL4	0.0	0.0	2.0024759999999997	0.0	0.0	1.001244	0.0	0.0
HNRNPCP1	9.21476	8.24217	17.3969	15.3535	6.15646	11.3255	13.3513	9.23871
HNRNPCP10	2.00049	1.0	0.0	0.0	1.0	1.00013	0.0	1.00022
HNRNPCP2	1.8961	3.76325	3.66285	1.83489	0.0	3.68604	1.84475	11.2427
HNRNPCP3	3.83369	5.05613	5.10853	5.85328	1.38755	1.10937	5.78965	1.62632
HNRNPCP4	3.83622	1.27741	2.5256	0.0	2.76834	1.11738	1.46322	1.43055
HNRNPCP6	8.39307	9.40876	10.4074	7.2788	10.3953	5.21408	9.41827	9.36339
HNRNPCP7	17.1327	18.1532	15.1094	7.05383	8.07072	7.05838	7.05789	9.94965
HNRNPCP8	0.0	0.0	0.0	1.01179	0.0	0.0	0.0	0.0
HNRNPCP9	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
HNRNPD	587.90613	555.23258	608.17008	578.88355	676.2618	714.01271	823.05758	761.9632700000001
HNRNPDL	5543.0882	5805.767030000001	6694.8354862	6505.114600019632	4396.738455	4498.988200474731	4774.9463451	4543.0363
HNRNPDLP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPDLP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HNRNPDLP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPDLP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPDP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPDP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPF	5917.995011746999	6329.998375	5586.30176540856	5299.0038055304	9680.0039332	9606.49774485	8898.0031	8746.4530036
HNRNPFP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPH1	10443.325039194802	11232.991432590128	14243.698542594	13865.858252095	8434.047128063066	8134.45832348959	8472.079818441278	8370.075750018877
HNRNPH1P1	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.00085
HNRNPH1P2	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
HNRNPH1P3	0.0	1.01212	2.02224	1.0105	1.00772	0.0	1.01227	0.0
HNRNPH2	2467.68	2563.57	2938.04	2833.96	2117.46	2145.54	2407.43	2409.63
HNRNPH3	1046.9241	1173.0000742	1284.97536	1289.0009	1424.222514	1339.93199	1485.3361	1408.000340223
HNRNPH3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPK	11997.26693	12759.970742000001	14424.443800000001	13020.460131	13970.8895	14034.5091	14180.2291	13314.6789108
HNRNPKP1	0.0	2.05926	1.02633	2.06319	5.14888	0.0	0.0	1.03339
HNRNPKP2	0.0	0.0	1.15162	1.13971	1.14581	2.28586	1.1399	1.13304
HNRNPKP3	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.00051
HNRNPKP4	10.7357	5.974	8.38745	8.33965	11.8053	4.80616	9.62372	7.0945
HNRNPKP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPL	3118.8687932446	2805.35372	3219.35028	3103.16742	3919.659521488376	3977.27752	4242.795040410772	4051.27301489062
HNRNPLL	1024.99997702594	1045.99994	1160.99967	1080.99957	1239.00027	1272.00035	1622.00344	1516.99965
HNRNPLP1	1.13249	1.10896	0.0	0.0	3.34182	2.23124	2.20728	2.22388
HNRNPLP2	0.0	4.53814	1.65013	4.66763	0.0	1.4898	0.0	1.5031
HNRNPM	1928.9959999999999	1856.00089	2085.00258	1881.9955	2445.99925	2488.00486	2563.99948	2601.0052
HNRNPMP1	2.0	2.0	3.0	1.0	3.0	2.0	1.0	4.0
HNRNPMP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPR	4210.5619	4174.75148347858	4781.79552	4559.85574	4302.264817573286	4291.54781214	4786.33530056959	4495.452587780001
HNRNPRP1	8.43775	5.2555	5.20194	4.14366	14.7337	10.4537	13.6674	11.5455
HNRNPRP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPU	6724.45131	7005.42529	7354.865	6936.76816	9350.3837	9125.86305	10159.60962	10324.89547
HNRNPUL1	2501.0659299999998	2573.1449000000002	2964.56581	2697.3994862944	3734.6478899999997	3627.57838	4032.1022197511998	3830.54425
HNRNPUL2	309.9806	311.22639999999996	308.427	253.53528	452.78402	455.4983	517.05814	457.9436
HNRNPUL2-BSCL2	509.031	530.034	490.459	498.426	710.901	677.697	774.975	610.241
HNRNPUP1	3.36484	2.03492	7.82763	19.1778	2.25405	0.0	5.21205	0.0
HOGA1	28.694580000000002	19.33438	28.32132	29.922410000000003	18.6726	26.384079999999997	29.5501	28.246
HOMER1	635.0001	616.9998	644.9999	553.0003	620.9996045835501	589.9997	1018.9996	994.0002000000001
HOMER2	534.12098	582.84383	718.92558	689.0145699999999	785.949639	823.102332	773.6705	742.78084679
HOMER2P1	0.0	1.045054	0.0	0.0	0.0	0.0	1.036102	0.0
HOMER2P2	0.0	0.0	0.0	0.0	1.02972	0.0	0.0	1.031204
HOMER3	156.4957	133.46417	129.05414000000002	132.4795300301371	219.05132999999998	250.12023	420.00807	414.21405
HOMEZ	244.6375	232.4867	233.75060000000002	164.085	426.4657	360.94239999999996	418.5151	446.39789999999994
HOOK1	1934.0041999999999	1964.0026	2239.00322	2161.9979000000003	1539.00071	1424.0003	1649.9988	1471.0022
HOOK2	388.184910275471	334.38691772995	339.623898	329.89191	530.774738	565.5475	535.7596790261999	504.0287704453
HOOK3	606.6885	673.6943	686.2206	642.3295	544.16282	487.70835	661.6012	616.02114
HOPX	16.3855	29.7263	16.746409999999997	14.81141	73.99956	69.3101670585	35.91497	22.87944
HORMAD1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
HORMAD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXA1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
HOXA10	1.0	0.0	1.0	0.0	5.0	8.0	7.0	5.000004000000001
HOXA11	6.0	7.0	10.0	5.0	4.0	3.0	4.0	10.0
HOXA13	11.0	8.999999	7.0	8.0	4.0	1.0	13.0	5.0
HOXA2	2.0	3.0	1.0	3.0	3.0	0.0	0.0	1.0
HOXA3	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
HOXA4	8.0	7.0	3.0	8.999999988214	4.0	3.0	8.9999990165784	9.000000608271
HOXA5	44.0	46.000046	49.000049999999995	32.0	38.99997	30.000020000000003	43.0	47.00004
HOXA6	4.0	4.0	3.74531	2.98001	9.017019999999999	3.013	17.07402	8.00968
HOXA7	2.0	5.0	1.0	0.0	0.0	3.0	2.999995	2.0
HOXA9	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXB1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
HOXB13	10.3567	7.27241	3.27876	6.77054	3.30726	4.38515	4.35607	4.2895
HOXB2	1.0	1.0	5.0	2.0	4.0	4.0	1.0	5.0
HOXB3	1.0	1.0	2.0	0.0	1.999998	1.999997	0.0	0.0
HOXB4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
HOXB5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXB6	39.0	35.1477	53.1348	46.196996	4.0	2.999996	3.0	3.045261
HOXB7	143.95499999999998	136.24667	133.5032	141.3325	70.4712	81.16250000000001	75.637	91.5458
HOXB8	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0
HOXB9	30.0	30.0	47.0	44.0	4.0	6.0	4.0	3.0
HOXC10	5.0000004	2.0	2.999997	1.0	8.000001000000001	4.999995599999999	10.000001	10.99999
HOXC11	63.999990000000004	72.0	64.0	68.0	101.0	86.99998	137.9998	110.00042
HOXC12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXC13	28.0	20.0	21.0	24.0	168.0	134.0	220.0	224.0
HOXC4	2.0	2.80859	2.51635	5.0	5.93013	1.3649	2.00112954	2.28241
HOXC5	6.24903	7.81128	7.81128	12.0	9.0	3.12451	19.0	22.0
HOXC6	27.999924999999998	20.19142	33.483689999999996	31.0	32.0699	22.635109999999997	48.99891	43.71764
HOXC8	7.0	6.0	13.0	7.0	10.0	8.0	19.0	16.0
HOXC9	87.0	80.9999	116.0	84.9999	69.99997	69.0	86.0	99.99995953999999
HOXD1	1.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0
HOXD10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXD11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXD12	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
HOXD13	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0
HOXD3	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0
HOXD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXD8	10.0	10.0	16.00005	10.0	4.0	3.0	3.0	5.0
HOXD9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HP	20.6607	15.1481	22.6265	25.2594	20.8687	17.5336	21.4554	17.842
HP1BP3	2175.93412	2253.221027	2365.98454	2239.7240844381	2633.3037	2760.8899	2631.414	2584.4584800000002
HPCA	5.6442499999999995	3.0	3.0000039999999997	4.29524	1.32069	4.37027	3.4100780000000004	2.29845
HPCAL1	327.29055	249.3186	260.17274618	264.43093459	713.45994	764.4199007	732.65018964	776.53682
HPCAL4	2.0	0.0	0.0	2.0	1.0	0.0	28.0	10.0
HPD	2.0	5.0	6.0	5.000000553843	12.0	17.0	21.0	22.00002
HPDL	15.0	15.0	10.0	2.0	499.0	502.0	432.0	411.0
HPF1	361.90419744999997	429.85979999999995	514.0	496.939895052	226.99952499999998	230.9998	266.99996	268.9997
HPGD	0.0	0.0	0.0	0.0	2.0	0.0	6.9999924	7.0000010365171
HPGDS	0.0	0.0	1.0	1.01567	0.0	1.0	0.0	0.0
HPN	3.0	2.79077	9.9273	2.10483	2.19426	3.35193	2.21457	1.13189
HPR	0.0	1.0	0.0	0.0	2.2443225	0.0	3.34795	2.0
HPRT1	393.0004	403.00038456699997	542.0001	527.9996	315.0	343.0004	440.9995	416.00046
HPRT1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HPRT1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HPRT1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HPS1	82.58379	82.0371140785	19.975	17.599300999999997	383.3716018482	399.67795005124657	367.95477	360.37938380009
HPS3	618.16885	718.3495	603.67761	636.49878	1210.0262	1210.14044	1009.9947300000001	977.5315
HPS4	475.41674	486.8318239493924	456.4267054531191	412.7689000147448	436.457026582774	540.0567043278	617.33724	637.77128
HPS5	603.5027	697.58221	781.35493	699.602054	987.218661	972.44679	1380.08987	1286.43188
HPS6	349.0	305.0	239.0	258.0	483.0	557.0	499.0	435.0
HPSE	41.693756840000006	41.17641116	44.507673474	44.439411463	40.363088032	32.521382378	72.3457375614	62.9374385182427
HPSE2	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
HPX	18.999989	13.0	3.999996	6.999995	7.0	12.0	9.00001	9.000002
HR	512.0002099999999	430.00022	449.99961	395.00042	340.99956000000003	366.00021	326.99993	328.000222
HRAS	587.99998	591.9998	979.99986	904.9994800000001	526.99946	537.9995200000001	674.000117476	683.99938
HRASLS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HRASLS2	67.0	81.0	81.0	86.0	67.0	85.0	58.0	41.0
HRASLS5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
HRC	5.0	8.00731	4.00277	3.01051	4.0005299999999995	6.00318	8.00892	10.00404
HRCT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HRG	14.394210000000001	20.450380000000003	16.4016	17.507070000000002	13.0201	23.28112	15.6429	15.7119
HRH1	8.20649	4.08175	11.1963	7.14489	14.1809	17.493	12.279	13.297909999999998
HRH2	1.0	6.0	1.0	4.0000029999999995	5.0	11.0	7.0	8.0
HRH3	0.0	1.0	3.0	0.0	8.0	1.0	5.0	5.0
HRH4	7.56789	6.56889	4.19509	9.75746	5.51904	8.4736	13.257	7.32966
HRK	28.3018	16.1327344	34.695663	39.42234	32.98713	29.805509999999998	29.49606	29.648887
HRNR	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
HS1BP3	342.00051	349.40155	350.99984	265.99951352	390.99996	381.03535999999997	409.03936	382.0
HS2ST1	576.00023	628.99989	681.56461	693.99975	728.0004	695.9999	849.6235	820.99951
HS3ST1	5.36258	9.1304	4.1251	4.22511	8.12864	8.44762	11.4168	5.09974
HS3ST2	1.0	2.0	0.0	1.0	4.0	3.0	1.0	1.0
HS3ST3A1	5.11665	5.98414	3.0	2.0	0.0	0.0	1.25157	0.0
HS3ST3B1	29.3294	26.8873	24.1268	21.6243	22.6307	26.7106	18.08168	33.7055
HS3ST4	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
HS3ST5	49.0	63.0	46.0	56.0	4.0	4.0	0.0	0.0
HS3ST6	3.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
HS6ST1	783.71654	655.31928	641.642	593.0	948.0975500000001	995.17873	1412.92217	1381.69127
HS6ST1P1	0.0	2.53258	0.0	0.0	0.0	2.14672	0.0	6.98789
HS6ST2	375.0	381.99960000000004	506.99972	496.00020001078474	351.0004	317.99959	481.0	433.9999
HS6ST3	318.3895	304.8568	296.3571	273.83125	349.90278	324.53	269.75696	260.86354
HSBP1	6892.289000000001	7306.289000000001	7969.478999999999	7659.793	7379.3719599999995	7221.715	8415.98	7997.74
HSBP1L1	112.7842	116.0891	132.2327	121.60900000000001	150.42516	168.20919999999998	171.9152	141.4651
HSBP1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSBP1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
