gene	T47D_WT_rep1	T47D_WT_rep2	T47D_KO_rep1	T47D_KO_rep2	MCF7_WT_rep1	MCF7_WT_rep2	MCF7_KO_rep1	MCF7_KO_rep2
AC004854.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC004858.1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004865.1	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0
AC004866.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004866.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004870.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004884.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004890.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC004890.2	50.334725	41.6922	29.621480000000002	45.99732	103.54220000000001	103.67489	203.26281	165.1858870347
AC004890.3	6.0	4.0	6.0	4.0	8.0	7.0	13.0	7.0
AC004893.1	2.0	0.0	1.0	1.0	4.00437	3.00234	5.0	6.0
AC004898.1	12.0496	15.054	16.7157	15.562	20.5233	13.2801	11.6987	26.4937
AC004899.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004910.1	9.17571	8.35722	9.21255	6.24007	15.1285	10.0125	17.16	10.1041
AC004911.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004922.1	1037.6329	1237.2239000000002	432.04448	538.748	1434.1914	1585.6747	1807.6840000000002	1572.5482
AC004923.1	4.05062	3.46307	10.6776	2.70202	2.55241	6.0	6.39623	1.0
AC004923.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004923.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004924.1	0.0	2.36633	4.92124	2.16929	0.0	0.0	0.0	0.0
AC004938.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC004941.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004945.1	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
AC004951.2	7.91786	11.472	3.86968	1.31265	9.80152	9.82101	10.8484	6.68874
AC004951.3	1.24914	2.16823	0.0	3.3597	4.4788	3.71662	10.1451	7.35604
AC004965.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC004967.1	23.494	39.5888	24.8694	15.3672	21.6975	25.1789	30.3619	44.61
AC004975.1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
AC004980.1	22.74389	20.38294	16.06089	14.3415957	42.424679999999995	31.030369999999998	33.48218	32.78497
AC004980.2	2.693	2.0671	1.95444	0.0	1.63943	3.1887	4.01622	10.5215
AC004980.3	9.46987	14.1613	11.2341	15.5687	16.6343	10.8863	31.9567	22.0229
AC004980.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004980.5	22.74389	22.5103	16.06089	14.281412999999999	44.198859999999996	32.598749999999995	33.48218	33.88076
AC004980.6	2.693	2.0671	1.95444	0.0	1.63943	3.1887	4.01622	10.5215
AC004986.1	0.0	0.0	0.0	1.03325	0.0	1.08326	0.0	0.0
AC004987.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004987.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004987.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004987.4	5.0	5.0	2.64539	0.000360537	0.000398883	0.0	1.66133	2.97834
AC004997.1	0.0	0.0	10.7713	13.4013	8.38259	22.71591	22.4484	21.5994
AC005000.1	0.0	9.61032e-06	0.0	0.0	0.0	0.0	0.0	0.0
AC005000.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005002.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005002.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005005.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
AC005005.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC005008.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005011.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005014.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005017.1	0.0	1.00008	2.0	0.0	0.0	3.0	0.0	0.0
AC005019.1	1.04064	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005020.1	1.0	1.0	0.0	2.01408	0.0	1.0	1.00452	1.00487
AC005020.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005033.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC005034.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005040.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005041.1	94.3563	124.244	72.2746	69.3372	87.9276	89.946	83.0399	82.8689
AC005041.2	4.59668	7.36373	3.28396	6.44802	0.0	0.0	1.0	1.0
AC005042.1	3.0	8.0	6.0	7.0	8.0	6.0	7.70133	8.0
AC005042.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005066.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC005070.1	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0
AC005070.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC005077.2	1.7237	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.4	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC005084.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AC005086.2	0.0	2.0	2.0	2.0	1.0	0.0	0.0	1.0
AC005086.3	0.0	0.0	0.0	0.0	1.18149	1.56121	0.0	0.0
AC005086.4	1.01501	0.0	0.0	0.0	0.909351	1.19275	0.0	0.0
AC005088.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC005094.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005099.1	3.00038	0.0	0.0	2.00015	2.00037	0.0	1.00015	0.0
AC005102.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0297	0.0
AC005104.2	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC005105.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005154.2	1.0	0.252882	0.0	0.0	0.0	0.0	0.0	0.0
AC005154.3	12.6573	14.4479	6.27474	3.50859	5.32529	9.93961	12.857	7.19649
AC005154.6	0.0	0.0	0.0	0.0	0.0	0.0	4.42416	0.0
AC005156.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005165.2	0.0	0.0	1.00214	0.0	0.0	0.0	2.01019	0.0
AC005176.1	6.61823	1.53184	3.03697	7.60566	10.1804	9.4301	7.92277	10.3315
AC005176.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005178.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005181.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005183.1	20.0	29.0	21.0	13.0	30.0	33.0	9.0	13.0
AC005185.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005189.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005191.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005225.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005230.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
AC005237.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC005242.1	1.00053	0.0	4.00728	3.00214	0.0	0.0	0.0	0.0
AC005244.1	1.0	1.0	2.0	2.0	1.0	4.0	0.0	1.0
AC005252.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005255.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005258.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005261.5	0.0	0.0	0.0	0.0	0.0	0.0	1.577	0.0
AC005262.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005294.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005296.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005297.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005297.2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005297.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005300.1	1.00009	1.00008	0.0	2.00018	0.0	0.0	0.0	2.00018
AC005324.3	2.42199	3.16581	4.1258	9.63318	14.3878	7.97303	7.89342	10.1701
AC005324.4	0.0	0.0	0.0	3.14985	0.0	2.20539	0.0	0.0
AC005324.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005326.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005332.2	27.5512	29.7673	10.487	19.6971	64.2834	56.8697	71.4258	54.057
AC005332.3	1.0	1.0	1.0	1.0	6.0	2.0	22.0	18.0
AC005332.4	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0
AC005336.1	0.0	4.68552	3.25309	1.23083	17.9087	15.8232	11.6777	17.5718
AC005336.2	1.0	1.01036	1.0	0.0	1.0165	1.0259	4.04842	3.02009
AC005341.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005345.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005351.1	1.03414	0.0	0.0	0.0	1.04267	1.00924	0.0	0.0
AC005357.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005357.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC005363.1	2.08959	5.43084	3.5787	6.57506	4.88896	4.64965	7.21766	7.86808
AC005377.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005410.1	9.94227	1.34003	2.84042	3.2353699999999996	2.77763	4.9615100000000005	6.76053	9.84245
AC005412.1	2.66789	5.46749	7.37044	2.59016	2.64463	2.50688	10.3804	10.5186
AC005412.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005412.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005476.1	2.28049	0.0	0.0	1.19364	2.34303	4.53776	1.1149	2.24175
AC005479.1	4.0	6.13457	2.04922	5.18521	5.21517	4.04146	9.0	10.1794
AC005480.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005495.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005517.1	29.8764	24.8386	26.0066	26.0188	25.9784	24.0183	29.9475	25.796
AC005517.2	0.0	1.00016	3.00047	1.00029	0.0	1.0	0.0	3.00026
AC005518.2	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
AC005519.1	0.0	0.0	2.00728	0.0	0.0	0.0	0.0	0.0
AC005520.1	65.2571	116.68	87.0122	127.156	131.89	118.197	104.161	107.644
AC005520.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005521.1	1.88973	0.0	0.0	0.0	3.00138	0.0	0.0	1.40374
AC005522.1	0.0	0.0	1.0	0.0	2.00043	1.0	0.0	2.00041
AC005524.1	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC005531.1	14.4092	14.3726	22.4132	20.7848	16.2377	9.30087	12.5127	16.8253
AC005532.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005534.2	5.0039	5.00434	5.00194	3.00063	2.00093	5.23487	6.73526	3.54202
AC005539.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005550.2	1.00018	0.0	0.0	0.0	0.0	0.0	2.00191	0.0
AC005551.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005559.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
AC005562.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005587.1	1.0	2.00016	1.00008	3.00026	1.0001	0.0	1.00027	0.0
AC005588.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005618.2	3.0	6.0	5.0	6.0	4.0	9.0	6.0	7.0
AC005622.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005632.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005632.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50011
AC005668.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
AC005670.2	30.757	24.5917	30.4368	31.1516	29.16676	44.0496	18.220402692140002	31.5732
AC005682.1	6.0	6.0	4.0	1.0	0.0	0.0	0.0	0.0
AC005697.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005702.2	55.0	33.0	54.0	58.0	64.0	58.0	83.0	68.0
AC005702.3	26.4478	18.5897	31.1151	17.7766	33.9217	36.256	46.3991	39.4638
AC005702.4	3.65009	5.0	6.99301	3.5817	8.66977	5.90158	19.1908	7.7541
AC005702.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.5
AC005722.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005726.1	0.0	0.438256	0.0	0.0	0.905081	1.01096	0.0	0.0
AC005726.2	273.3933	236.744	235.5083	279.55830000000003	307.904	278.46063999999996	252.9998	272.4584
AC005730.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC005740.1	1.34705	4.24538	4.10626	5.58984	4.22903	5.83428	1.44262	2.82641
AC005740.2	0.0	0.0	0.0	0.0	0.0	1.00216	0.0	0.0
AC005741.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005758.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005771.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005776.1	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
AC005777.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005779.2	2.0	1.0	1.0	0.0	1.0	3.0	2.06704	2.0
AC005786.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005798.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005822.1	0.0	0.0	0.0	0.0	0.0	1.76704	1.75882	1.74034
AC005828.6	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC005828.7	1.00294	0.0	2.0125	4.0	2.0	2.00386	0.0	3.00597
AC005829.1	6.0	5.53507	3.01784	2.5	2.0	3.5	5.53172	0.0
AC005829.2	0.0	0.0413413	0.0	0.0	6.70026e-06	0.0	0.0	0.0
AC005832.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005832.3	0.0	0.0	0.0	0.0	2.30228	0.0	0.0	0.0
AC005832.4	199.108	237.129	192.54	228.226	204.213	163.762	132.631	98.7377
AC005833.1	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
AC005833.3	45.1901	49.4063	67.8607	54.3793	25.4485	42.5633	46.0057	27.8736
AC005837.2	1.47642	1.8105	0.0	0.0	2.2178	0.0	1.74608	3.85028
AC005838.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005840.1	1.14588	2.0058	2.00866	4.01074	0.0	0.0	0.0	1.00316
AC005840.2	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AC005840.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005841.2	3.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0
AC005865.2	28.67003	44.529520000000005	52.0966	68.11012	24.01189	16.61356	23.29803	21.83589
AC005868.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005885.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005899.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005906.1	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
AC005908.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005912.1	0.0	0.0	3.04785	6.79158	0.0	4.23304	0.0	4.24521
AC005921.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005943.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005951.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005951.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005962.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005972.2	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
AC005972.3	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
AC005996.1	20.0641	16.1488	8.84086	8.26613	23.7631	22.2366	17.5401	37.1516
AC006001.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006001.3	242.47521999999998	255.23844	240.06	223.86382	352.9396	342.5667	428.2478	374.13980000000004
AC006001.4	2.65938	11.1882	0.18585	7.68914	9.03787	2.00021	0.0	2.84609e-07
AC006006.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006011.1	16.0974	0.0	21.6392	4.84439e-06	4.04012	13.8424	0.820541	19.5152
AC006011.2	0.0	1.0034	0.0	0.0	2.01045	1.00269	1.0	1.0
AC006015.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006020.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006022.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006023.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC006023.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006026.1	1.04954	1.03884	0.0	1.04887	0.0	0.0	2.0905	1.04374
AC006026.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006028.1	2.0	0.0	0.0	0.0	1.0	1.00059	1.0	2.00269
AC006030.1	5.77809	1.52963	2.3101	0.0	0.0	1.44708	2.45401	2.49822
AC006033.1	2.10895	0.0	0.0	2.0	8.0	6.22429	6.14054	7.1801
AC006042.3	10.0	8.01387	8.0	9.01468	8.01366	9.0	7.00968	15.0408
AC006065.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006065.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006070.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006077.1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006115.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006116.1	0.0	0.0	1.06155	0.0	3.16775	2.10522	0.0	0.0
AC006116.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006116.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006116.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006120.1	0.0	1.07333	1.10395	0.0	2.15475	1.06192	2.16515	1.0668
AC006122.1	0.0	2.12279	4.22893	2.10912	3.18614	1.07228	4.28635	1.0633
AC006130.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006133.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006144.1	8.22558	8.57108	10.3467	8.4877	9.90788	3.56201	7.80438	8.28524
AC006158.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006160.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006195.1	2.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0
AC006197.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006199.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006210.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006210.2	0.0	0.0	0.0	0.0	0.0	0.0	2.34214	0.0
AC006236.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006254.1	3.70177	4.06919	1.83851	3.50024	2.02223	0.0	5.68036	3.56465
AC006254.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006254.3	2.05751	2.03312	1.02127	0.0	2.0362	1.01008	0.0	0.0
AC006262.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006269.1	15.045449999999999	8.76379	13.14203	14.158570000000001	17.31047	19.273690000000002	21.337040000000002	17.14867
AC006270.2	3.0	0.0	2.0	3.0	3.0	7.0	3.0	3.0
AC006270.3	7.0	2.0	7.0	5.0	18.0	24.0	10.0	11.0
AC006272.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006326.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006328.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006328.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006329.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006335.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006338.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006338.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006349.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006355.1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
AC006362.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006363.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006366.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006380.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006386.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006386.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006390.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006427.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006441.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006441.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006445.1	0.0	0.0	0.0	1.00023	0.0	0.0	0.0	1.00007
AC006445.2	1.0	2.0	1.0	2.0	2.0	2.0	2.00026	0.0
AC006449.4	4.18953	16.4902	4.0776	7.50361	8.80301	9.54999	0.556141	6.97528
AC006453.1	0.0	0.0	7.76439e-08	0.0	0.0	0.0	0.0	0.0
AC006453.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006453.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006453.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006457.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006461.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006463.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006463.2	0.0	0.0	0.0	1.94456	0.0	0.0	1.97823	0.0
AC006466.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006480.1	0.0	1.0	2.0	0.0	3.0	0.0	1.0	2.0
AC006483.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02139
AC006484.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006486.1	34.6482	67.461	76.3551	30.0729	58.6603	74.6224	66.1227	49.3844
AC006499.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006504.3	0.0	1.0	1.0	0.0	1.0	2.0	2.0	4.0
AC006504.4	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
AC006504.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006509.1	19.1326	13.0452	12.7191	21.0278	22.1244	23.2427	27.7716	28.8385
AC006509.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006511.1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
AC006511.2	1.0222	1.02777	0.0	0.0	1.02343	0.0	0.0	1.02679
AC006512.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006512.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006517.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006518.1	0.0	0.0	0.0	0.333333	0.333333	0.333333	0.0	0.333333
AC006518.2	1.097448	0.666667	2.5769490000000004	2.666665	1.33333	2.1948980000000002	0.0	0.715391
AC006518.3	0.0	0.0	0.0	0.333333	0.333333	0.333333	0.0	0.333333
AC006518.4	0.880574	0.384137	2.20143	2.30482	1.33333	1.76115	0.0	0.440287
AC006518.5	0.0	0.0	0.0	0.333333	0.333333	0.333333	0.0	0.333333
AC006518.6	1.097448	0.666667	2.5769490000000004	2.666665	1.33333	2.1948980000000002	0.0	0.715391
AC006529.1	2.00477	0.0	0.0	2.0	2.00367	2.01102	4.00674	0.0
AC006530.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006534.1	1.00335	3.01663	0.0	0.0	0.0	0.0	0.0	0.0
AC006538.2	0.0	3.78719	0.0	0.0	0.0	0.0	2.3716	0.0
AC006539.1	2.00093	1.33752	1.00027	1.13172	0.0	0.0	1.00025	3.00049
AC006539.2	0.0	5.0	0.0	3.0	3.0	6.0	2.0	4.0
AC006539.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006548.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006548.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006557.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006557.4	0.0	3.34179	0.0	0.0	0.0	0.0	0.0	0.0
AC006557.5	0.0	0.0	1.0	1.0	0.0	0.0	1.00228	0.0
AC006600.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006924.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006927.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
