k	d	contrast	rule	n_high	n_low	n_nhoods_sampled	median_ncells_graph	n_samples	rank	n_coef	singular	n_tested	n_tnk_tested	n_tnk_down_sfdr05	n_tnk_up_sfdr05	frac_tnk_down_sfdr05	median_logfc_tnk	median_abs_logfc_tnk_down	median_logfc_tnk_down	median_ncells_tnk_down	median_ncells_tnk	n_mal_tested	n_mal_up_sfdr05	n_mal_down_sfdr05	median_logfc_mal	min_spatial_fdr	n_tnk_down_sfdr001	median_abs_logfc_down_sfdr001	n_tnk_down_sfdr010	median_abs_logfc_down_sfdr010	n_tnk_down_sfdr020	median_abs_logfc_down_sfdr020	status	n65	joint_score	pareto	selected_count	selected_abs_logfc	selected_joint
50	15	half	within-cohort top 0.500 vs rest	34	31	1586	100.5	65	5	5	False	1490	577	12	0	0.02079722703639515	-0.671535218108064	1.94007793167376	-1.94007793167376	129.0	119.0	413	142	2	1.531350241307	3.509884052739601e-05	1	2.09056188793077	31	1.6818686322771	74	1.39213340940114	fit	True	23.28093518008512	False	False	False	False
40	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	1899	70.0	65	5	5	False	1809	726	12	0	0.01652892561983471	-0.432787204845773	1.865396383553505	-1.865396383553505	68.0	73.0	509	216	1	1.4921465820988	4.725586946840669e-09	2	2.071286361780025	38	1.51720538300563	84	1.4038596825918601	fit	True	22.38475660264206	False	False	False	False
5	10	top33	within-cohort top 0.333 vs rest	23	42	2057	10.0	65	5	5	False	1426	696	12	1	0.017241379310344827	-0.451701958225905	1.61867994109377	-1.61867994109377	13.0	10.0	188	21	2	0.2099663474813355	0.00017925214279129943	0		52	1.37996118230368	104	1.253391724216815	fit	True	19.42415929312524	False	False	False	False
5	10	half	within-cohort top 0.500 vs rest	34	31	2057	10.0	65	5	5	False	1426	696	12	0	0.017241379310344827	-0.35909948635998	1.59891113762425	-1.59891113762425	9.5	10.0	188	16	0	0.5663499963077405	0.011290312754295834	0		29	1.44167476164226	64	1.25970710470013	fit	True	19.186933651491	False	False	False	False
40	15	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1636	81.0	65	5	5	False	1516	602	11	0	0.018272425249169437	-0.729230364635175	2.78368870544725	-2.78368870544725	91.0	95.0	410	121	29	1.022801161958065	1.1976406250086622e-10	4	3.230677267297925	23	2.29475941039463	57	1.84173185312835	fit	True	30.620575759919753	False	False	False	False
25	20	top15	within-cohort top 0.150 vs rest	12	53	1631	53.0	65	5	5	False	1421	591	11	0	0.018612521150592216	-0.690859023906354	2.69981240060852	-2.69981240060852	53.0	64.0	321	79	27	0.457676877388989	1.951943597567252e-09	4	3.1347763887346902	25	2.38359422229702	37	2.28799154574448	fit	True	29.697936406693717	False	False	False	False
20	20	top15	within-cohort top 0.150 vs rest	12	53	1684	43.0	65	5	5	False	1432	610	11	0	0.018032786885245903	-0.484266167072646	2.50667747340019	-2.50667747340019	45.0	50.0	299	70	28	0.367845059033129	1.274722559610604e-09	0		13	2.41130079337997	27	2.17966568538412	fit	True	27.57345220740209	False	False	False	False
40	8	top20	within-cohort top 0.200 vs rest	15	50	1899	70.0	65	5	5	False	1809	726	11	0	0.015151515151515152	-0.7001379002862855	2.47102726824515	-2.47102726824515	60.0	73.0	509	171	7	1.25974297357211	3.1932868801686865e-07	1	3.00704365371109	37	2.21005635625214	76	1.931748430421935	fit	True	27.181299950696648	False	False	False	False
8	10	top20	within-cohort top 0.200 vs rest	15	50	2024	15.0	65	5	5	False	1625	741	11	0	0.014844804318488529	-0.588757081188399	2.02827266306049	-2.02827266306049	22.0	15.0	299	56	2	0.406170433902817	9.174555524903003e-06	0		83	1.62749809343505	132	1.50444460548269	fit	True	22.31099929366539	False	False	False	False
60	15	top40	within-cohort top 0.400 vs rest	28	37	1535	119.0	65	5	5	False	1449	558	11	0	0.01971326164874552	-0.451551108935823	1.9108210282377	-1.9108210282377	127.0	144.0	419	161	22	1.44161044073991	1.9878064078571618e-08	0		36	1.634815625650365	80	1.43848123641986	fit	True	21.0190313106147	False	False	False	False
40	20	q34	locked Q3+Q4 vs Q1+Q2	31	34	1503	84.0	65	5	5	False	1370	538	11	0	0.020446096654275093	-0.479883263588384	1.87202131718814	-1.87202131718814	85.0	100.0	351	158	8	1.67693736562978	2.5801965232133533e-07	0		28	1.60524360917139	59	1.43095438788618	fit	True	20.59223448906954	False	False	False	False
50	30	top25	within-cohort top 0.250 vs rest	19	46	1314	111.5	65	5	5	False	1189	445	10	0	0.02247191011235955	-0.710308635525025	2.7832891966197097	-2.7832891966197097	117.5	140.0	302	91	24	0.777558980012617	7.791968758948934e-08	3	3.39538234730255	17	2.54723590978779	41	1.92576314766445	fit	True	27.832891966197096	False	False	False	False
50	30	top33	within-cohort top 0.333 vs rest	23	42	1314	111.5	65	5	5	False	1189	445	10	0	0.02247191011235955	-0.685342760618785	2.69218947572089	-2.69218947572089	117.5	140.0	302	78	26	1.055923097971645	1.462630869553979e-08	4	3.12881003102845	18	2.1375809633482152	50	1.5537306125038	fit	True	26.921894757208904	False	False	False	False
60	30	top33	within-cohort top 0.333 vs rest	23	42	1268	132.0	65	5	5	False	1159	434	10	0	0.02304147465437788	-0.6685820197357686	2.668997205294505	-2.668997205294505	136.5	171.0	311	79	30	0.910832129514747	6.063804865276553e-10	4	3.1702415826835697	22	2.01134219268817	53	1.57023679885322	fit	True	26.689972052945052	False	False	False	False
40	20	top20	within-cohort top 0.200 vs rest	15	50	1503	84.0	65	5	5	False	1370	538	10	0	0.01858736059479554	-0.664098391469629	2.655608767133355	-2.655608767133355	76.0	100.0	351	131	32	1.09621539511251	1.5995445030168368e-10	3	3.47207206570415	15	2.52749643328168	33	2.01236671933071	fit	True	26.55608767133355	False	False	False	False
40	30	top25	within-cohort top 0.250 vs rest	19	46	1399	90.0	65	5	5	False	1220	476	10	0	0.02100840336134454	-0.7204222167327535	2.6021590760618603	-2.6021590760618603	103.0	113.0	283	84	18	0.859009518734508	2.3401116264689365e-09	3	3.57764510135005	29	2.22782095078853	59	1.92173726046687	fit	True	26.0215907606186	False	False	False	False
25	10	top25	within-cohort top 0.250 vs rest	19	46	1901	47.0	65	5	5	False	1731	706	10	0	0.014164305949008499	-0.6233471510883974	2.206743655624055	-2.206743655624055	49.0	49.0	451	125	3	0.98151911904957	6.528684053854824e-08	3	2.72466592096394	28	1.92565625804844	70	1.699717676521295	fit	True	22.06743655624055	False	False	False	False
40	20	half	within-cohort top 0.500 vs rest	34	31	1503	84.0	65	5	5	False	1370	538	10	0	0.01858736059479554	-0.500067377871195	2.081585902071405	-2.081585902071405	80.5	100.0	351	136	1	1.52380403392945	8.990834956050248e-07	4	2.17496935285795	18	1.873543397118845	38	1.521112584210675	fit	True	20.81585902071405	False	False	False	False
40	15	half	within-cohort top 0.500 vs rest	34	31	1636	81.0	65	5	5	False	1516	602	10	0	0.016611295681063124	-0.550704370323368	1.834255025699905	-1.834255025699905	94.0	95.0	410	140	2	1.3354342194471451	2.7688446413187183e-06	0		21	1.7648387797284	37	1.60201653418544	fit	True	18.34255025699905	False	False	False	False
30	10	half	within-cohort top 0.500 vs rest	34	31	1857	56.0	65	5	5	False	1729	707	10	0	0.014144271570014143	-0.556739819781737	1.8314628920919551	-1.8314628920919551	58.5	61.0	461	150	2	1.09859136360404	1.7095894058481241e-07	1	2.05558628125035	38	1.59707456482719	78	1.48085965855073	fit	True	18.314628920919553	False	False	False	False
60	8	half	within-cohort top 0.500 vs rest	34	31	1815	106.0	65	5	5	False	1764	695	10	0	0.014388489208633094	-0.524619341525426	1.827207523891155	-1.827207523891155	104.5	112.0	517	193	2	1.50631459872601	1.820466643421841e-06	0		21	1.61501006870608	59	1.38963426836977	fit	True	18.272075238911548	False	False	False	False
40	10	half	within-cohort top 0.500 vs rest	34	31	1777	75.0	65	5	5	False	1679	679	10	0	0.014727540500736377	-0.530681389601247	1.8225765497039048	-1.8225765497039048	73.0	80.0	467	170	2	1.39292669593196	1.3518593530262665e-06	1	2.16592320113025	27	1.57726561986036	73	1.3952886784866	fit	True	18.22576549703905	False	False	False	False
60	3	half	within-cohort top 0.500 vs rest	34	31	2091	76.0	65	5	5	False	2071	738	10	0	0.013550135501355014	-0.6174142623109244	1.680073792436725	-1.680073792436725	76.0	74.0	653	221	0	1.32959872411933	1.5967685196442134e-08	1	1.7666269400542	33	1.45238231543009	106	1.22036916998775	fit	True	16.80073792436725	False	False	False	False
8	3	half	within-cohort top 0.500 vs rest	34	31	2084	11.0	65	5	5	False	1948	733	10	0	0.013642564802182811	-0.45844712403284	1.5730128672480599	-1.5730128672480599	12.0	11.0	540	83	0	0.73548768967236	0.007940312097014752	0		42	1.421611220775775	82	1.2847170519020001	fit	True	15.7301286724806	False	False	False	False
40	10	top20	within-cohort top 0.200 vs rest	15	50	1777	75.0	65	5	5	False	1679	679	9	0	0.013254786450662739	-0.745586592869323	2.66430613082596	-2.66430613082596	67.0	80.0	467	167	13	1.19158202512304	2.887165669355733e-07	1	2.99291045869089	26	2.184541914117605	87	1.8315178038509	fit	True	23.97875517743364	False	False	False	False
25	10	top15	within-cohort top 0.150 vs rest	12	53	1901	47.0	65	5	5	False	1731	706	9	0	0.012747875354107648	-0.495174767370827	2.56119602455192	-2.56119602455192	46.0	49.0	451	113	10	0.743247788997758	3.0804108869097266e-08	1	3.16711650437104	19	2.46039468465644	31	2.28228699414185	fit	True	23.050764220967277	False	False	False	False
60	8	top25	within-cohort top 0.250 vs rest	19	46	1815	106.0	65	5	5	False	1764	695	9	0	0.012949640287769784	-0.820180769675552	2.16644853291142	-2.16644853291142	94.0	112.0	517	152	3	1.14839412360123	3.205802633625185e-07	0		25	2.03416852603858	127	1.59159819061932	fit	True	19.49803679620278	False	False	False	False
60	10	top33	within-cohort top 0.333 vs rest	23	42	1680	113.0	65	5	5	False	1627	645	9	0	0.013953488372093023	-0.611412233382973	2.14311358347781	-2.14311358347781	121.0	123.0	490	186	5	1.4092187424669151	5.7071069442667e-10	0		27	1.77511241221748	90	1.5187752393239702	fit	True	19.28802225130029	False	False	False	False
50	10	half	within-cohort top 0.500 vs rest	34	31	1745	94.0	65	5	5	False	1667	660	9	0	0.013636363636363636	-0.570414759448197	1.8382875396733	-1.8382875396733	85.0	101.5	487	167	3	1.46356985393243	2.769356184339725e-06	1	2.25324586542329	20	1.71748842063262	62	1.385227877648795	fit	True	16.5445878570597	False	False	False	False
60	20	q34	locked Q3+Q4 vs Q1+Q2	31	34	1391	123.0	65	5	5	False	1297	490	9	0	0.018367346938775512	-0.572383148480922	1.81035238072515	-1.81035238072515	177.0	153.5	360	148	7	1.80401607356992	1.2494676731400745e-06	0		30	1.5626614650186599	82	1.3102885391821748	fit	True	16.29317142652635	False	False	False	False
60	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	1815	106.0	65	5	5	False	1764	695	9	0	0.012949640287769784	-0.524768391377972	1.72526929729542	-1.72526929729542	105.0	112.0	517	198	2	1.51337847928455	2.587591615415194e-07	1	2.19541790780184	32	1.5551423132114102	99	1.32265558446919	fit	True	15.52742367565878	False	False	False	False
60	10	half	within-cohort top 0.500 vs rest	34	31	1680	113.0	65	5	5	False	1627	645	9	0	0.013953488372093023	-0.510712666689551	1.72002191243358	-1.72002191243358	94.0	123.0	490	170	4	1.529740970428275	4.302065839626344e-06	0		15	1.72002191243358	36	1.45699099942316	fit	True	15.48019721190222	False	False	False	False
40	30	top15	within-cohort top 0.150 vs rest	12	53	1399	90.0	65	5	5	False	1220	476	8	0	0.01680672268907563	-0.511198894558716	3.4660708824918753	-3.4660708824918753	77.5	113.0	283	78	14	0.354108285035112	1.5607055503320052e-09	0		16	3.115710535600135	24	2.858878097932315	fit	True	27.728567059935003	True	False	False	False
60	30	top25	within-cohort top 0.250 vs rest	19	46	1268	132.0	65	5	5	False	1159	434	8	0	0.018433179723502304	-0.6592565182933565	3.08815985394891	-3.08815985394891	136.5	171.0	311	87	22	0.783745375565087	2.1409937703432083e-07	1	3.76705499852567	19	2.52036272048428	34	2.118426016413765	fit	True	24.70527883159128	False	False	False	False
40	15	top20	within-cohort top 0.200 vs rest	15	50	1636	81.0	65	5	5	False	1516	602	8	0	0.013289036544850499	-0.721734130171277	2.9666309110531346	-2.9666309110531346	100.0	95.0	410	135	27	1.08912916588097	4.1278468663287705e-11	4	3.135859321447045	19	2.34552745598271	44	1.989708389760835	fit	True	23.733047288425077	False	False	False	False
30	8	top15	within-cohort top 0.150 vs rest	12	53	1921	52.0	65	5	5	False	1803	732	8	0	0.01092896174863388	-0.4814833502511775	2.70064006686701	-2.70064006686701	39.0	54.0	497	125	10	0.873015628672377	3.1591507672934266e-08	0		18	2.5141878002735547	37	2.32145915335912	fit	True	21.60512053493608	False	False	False	False
40	10	top25	within-cohort top 0.250 vs rest	19	46	1777	75.0	65	5	5	False	1679	679	8	0	0.011782032400589101	-0.722182126600838	2.48650284985652	-2.48650284985652	70.5	80.0	467	144	6	1.23806566258999	7.462066827847688e-06	3	2.73252434091188	17	2.23819526447947	77	1.70375943532525	fit	True	19.89202279885216	False	False	False	False
40	8	top25	within-cohort top 0.250 vs rest	19	46	1899	70.0	65	5	5	False	1809	726	8	0	0.011019283746556474	-0.6818675177659805	2.34108877025942	-2.34108877025942	57.5	73.0	509	151	4	1.17839210959429	3.997365948457029e-06	2	2.743133465333885	23	1.97197640780981	79	1.69075256395059	fit	True	18.72871016207536	False	False	False	False
50	3	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2086	63.0	65	5	5	False	2063	727	8	0	0.011004126547455296	-0.663823493829173	2.2168276632432002	-2.2168276632432002	61.5	61.0	644	215	0	1.35628242469113	1.221130130038568e-06	0		37	1.93941359907748	98	1.699832742475325	fit	True	17.734621305945602	False	False	False	False
60	20	top33	within-cohort top 0.333 vs rest	23	42	1391	123.0	65	5	5	False	1297	490	8	0	0.0163265306122449	-0.7027267608410706	2.094855428856195	-2.094855428856195	183.0	153.5	360	112	13	1.23937865897581	5.600349151913073e-10	0		34	1.69774422613424	71	1.57844389196488	fit	True	16.75884343084956	False	False	False	False
40	8	half	within-cohort top 0.500 vs rest	34	31	1899	70.0	65	5	5	False	1809	726	8	0	0.011019283746556474	-0.420614360231577	1.850337519412175	-1.850337519412175	68.5	73.0	509	209	1	1.51472589488986	3.825213942611008e-08	2	1.962562604882435	23	1.56111777244111	50	1.4281783452494698	fit	True	14.8027001552974	False	False	False	False
50	8	half	within-cohort top 0.500 vs rest	34	31	1844	87.0	65	5	5	False	1784	711	8	0	0.011251758087201125	-0.472104874823823	1.781309986137315	-1.781309986137315	76.5	91.0	522	207	3	1.496165378059435	2.733200045570747e-07	0		17	1.62941083087628	38	1.4312039312518552	fit	True	14.25047988909852	False	False	False	False
50	5	half	within-cohort top 0.500 vs rest	34	31	1995	74.0	65	5	5	False	1956	765	8	0	0.01045751633986928	-0.50784077328346	1.73021629968882	-1.73021629968882	69.5	72.0	582	219	0	1.4537669848577148	8.21257255141641e-08	2	2.15661403337665	30	1.5239266452421898	62	1.427377328081025	fit	True	13.84173039751056	False	False	False	False
50	15	top20	within-cohort top 0.200 vs rest	15	50	1586	100.5	65	5	5	False	1490	577	7	0	0.012131715771230503	-0.854679717093415	3.11310578540247	-3.11310578540247	129.0	119.0	413	140	20	1.31793467928757	1.1510089149116474e-09	2	3.484286835737065	22	2.36367250530824	83	1.74035705966584	fit	True	21.79174049781729	False	False	False	False
60	20	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1391	123.0	65	5	5	False	1297	490	7	0	0.014285714285714285	-0.792313625836649	2.65292682509062	-2.65292682509062	129.0	153.5	360	127	22	1.195101121544555	1.0591495810647442e-08	2	3.420309223927895	20	2.24958546108319	42	1.9983410972431548	fit	True	18.57048777563434	False	False	False	False
50	20	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1449	105.0	65	5	5	False	1336	515	7	0	0.013592233009708738	-0.75718114426196	2.61888253884542	-2.61888253884542	92.0	128.0	353	115	25	1.1368766708736	1.1273289340616111e-09	2	3.60294578832461	15	2.39864011966721	47	1.90987996545921	fit	True	18.33217777191794	False	False	False	False
60	8	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1815	106.0	65	5	5	False	1764	695	7	0	0.010071942446043165	-0.857071853371816	2.47235233020823	-2.47235233020823	108.0	112.0	517	170	9	1.28558044934598	3.893849995585731e-08	2	3.22078150919213	37	2.08665684031546	106	1.79028329285408	fit	True	17.30646631145761	False	False	False	False
60	15	top33	within-cohort top 0.333 vs rest	23	42	1535	119.0	65	5	5	False	1449	558	7	0	0.012544802867383513	-0.6479089715050415	2.33036500685164	-2.33036500685164	172.0	144.0	419	128	11	1.09372400673746	9.672882453095029e-10	1	2.53763731891143	23	1.88782677710205	82	1.51879632154056	fit	True	16.31255504796148	False	False	False	False
50	10	top25	within-cohort top 0.250 vs rest	19	46	1745	94.0	65	5	5	False	1667	660	7	0	0.010606060606060607	-0.740797226617	2.24751162538626	-2.24751162538626	85.0	101.5	487	158	7	1.27729768011248	3.829462371499139e-06	2	2.938507729750345	22	2.10494039132073	94	1.66359621149456	fit	True	15.73258137770382	False	False	False	False
20	20	top25	within-cohort top 0.250 vs rest	19	46	1684	43.0	65	5	5	False	1432	610	7	0	0.011475409836065573	-0.643373700128148	2.19686901218376	-2.19686901218376	39.0	50.0	299	72	18	0.598940562737716	7.468921736236351e-09	1	3.02797122710634	19	1.91031517406918	61	1.65491947645971	fit	True	15.37808308528632	False	False	False	False
50	3	top25	within-cohort top 0.250 vs rest	19	46	2086	63.0	65	5	5	False	2063	727	7	0	0.009628610729023384	-0.66931933302526	2.01663050581183	-2.01663050581183	60.0	61.0	644	201	0	1.3381009887125601	2.1775631359284586e-05	0		26	1.8082191537061498	101	1.44623965042674	fit	True	14.11641354068281	False	False	False	False
60	20	half	within-cohort top 0.500 vs rest	34	31	1391	123.0	65	5	5	False	1297	490	7	0	0.014285714285714285	-0.5582356855589045	1.79229148006819	-1.79229148006819	105.0	153.5	360	132	3	1.68258401796218	3.24504582526664e-06	1	2.30141019096704	18	1.73321373205684	26	1.6973467468165802	fit	True	12.54604036047733	False	False	False	False
50	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	1844	87.0	65	5	5	False	1784	711	7	0	0.009845288326300985	-0.444143723034068	1.76514803596918	-1.76514803596918	75.0	91.0	522	220	2	1.4932647915435648	3.292325638822841e-08	0		21	1.63100388719783	58	1.3988950004210299	fit	True	12.35603625178426	False	False	False	False
50	20	top20	within-cohort top 0.200 vs rest	15	50	1449	105.0	65	5	5	False	1336	515	6	0	0.011650485436893204	-0.731757575289106	2.82279536529654	-2.82279536529654	100.5	128.0	353	123	23	1.20000534591471	4.060191941941497e-10	2	3.561686897071	17	2.31462067376324	39	2.02415650212169	fit	True	16.93677219177924	False	False	False	False
50	10	top20	within-cohort top 0.200 vs rest	15	50	1745	94.0	65	5	5	False	1667	660	6	0	0.00909090909090909	-0.7727196038870845	2.781794406636965	-2.781794406636965	83.0	101.5	487	180	11	1.37665733804931	1.0353592609308975e-07	1	3.0357447143737	18	2.3760143970837353	77	1.90765106455939	fit	True	16.69076643982179	False	False	False	False
5	30	top20	within-cohort top 0.200 vs rest	15	50	1873	12.0	65	5	5	False	1135	594	6	0	0.010101010101010102	-0.529977506232036	2.339427010228065	-2.339427010228065	31.5	16.0	74	12	3	-0.1197058013192581	6.217560397942023e-08	0		45	1.7529043296959	98	1.52532254853348	fit	True	14.036562061368391	False	False	False	False
5	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1873	12.0	65	5	5	False	1135	594	6	0	0.010101010101010102	-0.5555430437835805	2.255679375572765	-2.255679375572765	31.5	16.0	74	11	3	0.02214865972475595	1.2610500592294168e-07	0		52	1.7040873086882549	103	1.52604757220714	fit	True	13.534076253436591	False	False	False	False
30	20	top25	within-cohort top 0.250 vs rest	19	46	1566	64.0	65	5	5	False	1374	562	6	0	0.010676156583629894	-0.685255398911922	2.2425892789948403	-2.2425892789948403	54.0	77.0	318	98	21	0.8891789765556479	1.4539214435902565e-10	0		19	1.96037765071537	53	1.70481956888191	fit	True	13.455535673969042	False	False	False	False
60	3	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2091	76.0	65	5	5	False	2071	738	6	0	0.008130081300813009	-0.7031200725284634	2.1616515834731302	-2.1616515834731302	73.5	74.0	653	206	1	1.23147245679531	7.004109215683668e-06	1	2.91662888307835	43	1.93525375614542	130	1.546044190821425	fit	True	12.969909500838781	False	False	False	False
60	15	half	within-cohort top 0.500 vs rest	34	31	1535	119.0	65	5	5	False	1449	558	6	0	0.010752688172043012	-0.475842066439886	1.90686521356555	-1.90686521356555	113.5	144.0	419	160	3	1.58560416180285	1.0618852374520122e-05	0		11	1.74656704769196	24	1.572237133608265	fit	True	11.4411912813933	False	False	False	False
40	15	q34	locked Q3+Q4 vs Q1+Q2	31	34	1636	81.0	65	5	5	False	1516	602	6	0	0.009966777408637873	-0.5539649229819581	1.8725900016023749	-1.8725900016023749	97.0	95.0	410	163	11	1.53860171402879	6.584534711005531e-07	0		20	1.609820508016395	77	1.34431291990807	fit	True	11.23554000961425	False	False	False	False
50	30	top15	within-cohort top 0.150 vs rest	12	53	1314	111.5	65	5	5	False	1189	445	5	0	0.011235955056179775	-0.60805152673481	3.54421950186621	-3.54421950186621	100.0	140.0	302	85	23	0.1798327655482935	7.42350916313102e-10	0		15	2.91851159777912	28	2.677065205517065	fit	True	17.72109750933105	True	False	False	False
40	5	top15	within-cohort top 0.150 vs rest	12	53	2029	59.0	65	5	5	False	1978	773	5	0	0.00646830530401035	-0.596777327008362	3.07035854207623	-3.07035854207623	62.0	57.0	585	124	5	0.924418695552117	1.908896222808884e-09	1	3.26502212605964	19	2.54434704415443	39	2.18632744884962	fit	True	15.35179271038115	False	False	False	False
30	15	top15	within-cohort top 0.150 vs rest	12	53	1720	60.5	65	5	5	False	1561	641	5	0	0.0078003120124804995	-0.585020147047288	2.98272350930717	-2.98272350930717	74.0	70.0	397	111	15	0.835562668023377	2.3971541861143547e-12	2	3.318788035789945	11	2.67582631219571	19	2.4402678775391	fit	True	14.91361754653585	False	False	False	False
50	8	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1844	87.0	65	5	5	False	1784	711	5	0	0.007032348804500703	-0.736865539588347	2.62814643029307	-2.62814643029307	91.0	91.0	522	168	11	1.0621591881114552	1.3188002028368238e-08	1	2.97165733238905	21	2.17527275973203	66	1.890864751025335	fit	True	13.14073215146535	False	False	False	False
60	10	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1680	113.0	65	5	5	False	1627	645	5	0	0.007751937984496124	-0.636494946388637	2.4161041038889	-2.4161041038889	97.0	123.0	490	193	9	1.637328413473805	5.634462564688422e-10	0		13	2.32486235508139	32	1.9143347531221049	fit	True	12.0805205194445	False	False	False	False
50	3	top33	within-cohort top 0.333 vs rest	23	42	2086	63.0	65	5	5	False	2063	727	5	0	0.0068775790921595595	-0.642260076491407	1.80607634966678	-1.80607634966678	57.0	61.0	644	257	0	1.56536822099264	9.263298232255126e-09	0		31	1.5512763766296	98	1.346610644343365	fit	True	9.0303817483339	False	False	False	False
60	15	q34	locked Q3+Q4 vs Q1+Q2	31	34	1535	119.0	65	5	5	False	1449	558	5	0	0.008960573476702509	-0.442092939730664	1.72175660348413	-1.72175660348413	127.0	144.0	419	182	10	1.78007256772912	1.6240338560459488e-06	0		8	1.69146824051283	39	1.39644769320518	fit	True	8.60878301742065	False	False	False	False
30	20	top15	within-cohort top 0.150 vs rest	12	53	1566	64.0	65	5	5	False	1374	562	4	0	0.0071174377224199285	-0.5545482489117305	3.2049348382381897	-3.2049348382381897	65.0	77.0	318	97	20	0.797715494380827	1.9943241081796942e-13	1	3.4117638990132	11	2.54686864264826	19	2.43070636468732	fit	True	12.819739352952759	False	False	False	False
30	10	top15	within-cohort top 0.150 vs rest	12	53	1857	56.0	65	5	5	False	1729	707	4	0	0.005657708628005658	-0.553568593225036	3.114816522995795	-3.114816522995795	58.5	61.0	461	133	15	0.776452202256879	1.8776644630168934e-08	2	3.344392143966865	10	2.49178468230518	32	2.20223762581009	fit	True	12.45926609198318	False	False	False	False
40	3	top15	within-cohort top 0.150 vs rest	12	53	2100	50.0	65	5	5	False	2076	728	4	0	0.005494505494505495	-0.6255965141403286	2.9951043942965248	-2.9951043942965248	46.5	49.0	644	118	7	0.714987669246375	2.246999766110912e-06	2	3.1212467517731053	14	2.41763638990499	48	1.992084489813735	fit	True	11.980417577186099	False	False	False	False
60	15	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1535	119.0	65	5	5	False	1449	558	4	0	0.007168458781362007	-0.64426819211212	2.931789782241625	-2.931789782241625	133.5	144.0	419	120	16	1.25626502981428	4.923935247381411e-09	1	3.83064607335598	11	2.52457682730167	26	2.143536079818895	fit	True	11.7271591289665	False	False	False	False
60	8	top20	within-cohort top 0.200 vs rest	15	50	1815	106.0	65	5	5	False	1764	695	4	0	0.0057553956834532375	-0.842036275494621	2.69459651715411	-2.69459651715411	108.0	112.0	517	172	8	1.41181564725517	2.076862464389978e-08	0		14	2.25305537445967	73	1.85148532846724	fit	True	10.77838606861644	False	False	False	False
50	15	top25	within-cohort top 0.250 vs rest	19	46	1586	100.5	65	5	5	False	1490	577	4	0	0.006932409012131715	-0.84521215243842	2.454333212186465	-2.454333212186465	121.5	119.0	413	119	8	1.12944785947263	6.291823265976368e-08	0		17	1.99786876038589	83	1.60744859188673	fit	True	9.81733284874586	False	False	False	False
30	15	top25	within-cohort top 0.250 vs rest	19	46	1720	60.5	65	5	5	False	1561	641	4	0	0.0062402496099844	-0.733093928051821	2.3189924988298047	-2.3189924988298047	61.5	70.0	397	94	20	0.937494933416637	1.4793629193391546e-09	1	2.82412958954116	15	2.11038761137747	79	1.66621790334106	fit	True	9.275969995319219	False	False	False	False
8	8	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2057	14.0	65	5	5	False	1676	750	4	0	0.005333333333333333	-0.5890215121191109	1.928173981963275	-1.928173981963275	21.0	14.0	333	42	3	0.251355191231396	1.070389937404464e-05	0		99	1.52680667756196	143	1.44091735228054	fit	True	7.7126959278531	False	False	False	False
60	3	top33	within-cohort top 0.333 vs rest	23	42	2091	76.0	65	5	5	False	2071	738	4	0	0.005420054200542005	-0.727230448148388	1.73035374678794	-1.73035374678794	71.5	74.0	653	239	0	1.40029303584947	4.800012414508712e-07	0		36	1.54560148220131	213	1.19920144102413	fit	True	6.92141498715176	False	False	False	False
40	20	top15	within-cohort top 0.150 vs rest	12	53	1503	84.0	65	5	5	False	1370	538	3	0	0.0055762081784386614	-0.4229254290898875	3.36305306573409	-3.36305306573409	66.0	100.0	351	105	21	0.727678464745736	1.4072603051696463e-11	2	3.537600095658415	6	2.911232938235345	12	2.411082263815345	fit	True	10.089159197202271	False	False	False	False
8	30	top15	within-cohort top 0.150 vs rest	12	53	1783	19.0	65	5	5	False	1259	611	3	1	0.004909983633387889	-0.470583773133842	3.17770161781495	-3.17770161781495	54.0	24.0	127	13	1	-0.243058734156515	1.3904868302979885e-09	0		50	1.87138865127807	89	1.72589258564811	fit	True	9.53310485344485	False	False	False	False
60	20	top20	within-cohort top 0.200 vs rest	15	50	1391	123.0	65	5	5	False	1297	490	3	0	0.006122448979591836	-0.7729682179535755	3.10422364983218	-3.10422364983218	129.0	153.5	360	133	15	1.3417527059251	3.1180766704716033e-09	1	3.60814152810662	14	2.4003861622727802	33	2.08116162162816	fit	True	9.312670949496539	False	False	False	False
