set	set_class	symbol	in_rank	logFC	logCPM	FDR	ifn_overlap	expressed_logCPM_ge_0
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	Uba7	yes	-0.140906667	5.577958066	1.0	yes	yes
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	Ube2l6	yes	0.536435682	5.498557497	0.421093679	yes	yes
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	Usp18	yes	0.119993902	4.179000307	1.0	yes	yes
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	C1s1	no					
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	Cmtr1	no					
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	Ifi27	no					
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	Tent5a	no					
HALLMARK_INTERFERON_ALPHA_RESPONSE	output	Wars1	no					
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Adar	yes	0.221657554	6.267438271	0.687704255	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Apol6	yes	-1.117183539	0.811344938	0.265727935	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Arid5b	yes	-0.086220231	6.337562325	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Arl4a	yes	-0.32546974	5.210631916	0.372682089	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Auts2	yes	-0.121690227	3.841591225	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	B2m	yes	0.655249264	9.732933766	0.033588316	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Bank1	yes	-1.893307623	3.162321566	4.56334e-08	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Batf2	yes	0.521852457	2.286253893	0.583769674	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Bpgm	yes	0.341972594	5.77967004	0.892786308	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Bst2	yes	0.442283218	5.201331674	0.10006632	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Btg1	yes	-0.232030689	7.294750839	0.617591986	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Casp1	yes	0.053315815	2.736056811	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Casp3	yes	0.179295524	3.428547776	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Casp4	yes	-0.204164514	2.799066608	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Casp7	yes	0.218905735	4.983984324	0.783786536	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Casp8	yes	0.044319994	5.48424966	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ccl5	yes	2.710310881	4.955225331	0.001144781	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ccl7	yes	0.965234582	-0.547736155	0.978474971	yes	no
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cd274	yes	0.141225695	5.124689187	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cd38	yes	0.359157093	6.700191358	0.20553706	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cd40	yes	-0.144239409	3.859439226	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cd69	yes	-0.601554054	2.622188846	0.309376169	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cd74	yes	0.486238793	10.09866603	0.085505885	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cd86	yes	0.245683071	2.026733972	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cdkn1a	yes	0.920669029	5.315642134	1.95148e-06	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cfb	yes	0.067309935	5.167106628	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cfh	yes	-0.330943374	7.636276719	0.421185963	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ciita	yes	0.279209397	5.169493221	0.74150462	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cmklr1	yes	0.2827178	7.193730831	0.555204863	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cmpk2	yes	0.209050053	4.348662067	0.903648486	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cxcl10	yes	2.542898441	0.761591903	0.093900892	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cxcl11	yes	5.044394119	-1.071298111	0.167807069	yes	no
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cxcl9	yes	2.883303775	1.338092825	0.06232753	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ddx60	yes	-0.275634443	2.622188846	0.968555719	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Dhx58	yes	0.427253449	2.983984324	0.644104695	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Eif2ak2	yes	-0.140057489	4.977188763	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Eif4e3	yes	0.162681664	5.670168875	0.897267094	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Epsti1	yes	0.04759838	2.894486173	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Fas	yes	0.078093011	5.274107135	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Fcgr1	yes	0.184706045	1.799066608	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Fgl2	yes	-0.291579694	5.714154357	0.391534408	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Fpr1	yes	0.609827849	3.088573226	0.667243292	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Gbp3	yes	0.718229032	5.271887604	0.022326997	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Gch1	yes	0.379999705	4.070808946	0.405939787	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Gpr18	yes	-0.79445848	2.683589391	0.104627344	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Gzma	yes	2.120381315	4.321019312	0.000863157	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	H2-Aa	yes	-0.19803064	8.476319444	0.887883916	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	H2-DMa	yes	0.354197551	5.453243604	0.407067214	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Helz2	yes	0.126550666	7.319139578	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Herc6	yes	0.054749148	4.250629984	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Hif1a	yes	-0.136041735	6.679408875	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Icam1	yes	-0.122942399	9.117677009	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ido1	yes	1.328325866	0.48329074	0.463966381	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifi30	yes	0.002523849	6.092351565	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifi35	yes	0.286246407	5.372681431	0.421508208	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifi44	yes	0.749481166	3.363330116	0.031234037	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifi44l	yes	0.498119241	0.973096008	0.942741585	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifih1	yes	0.055694069	5.759217096	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifit2	yes	-0.369023039	5.378882136	0.19255841	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifit3	yes	-0.206965942	6.490944313	0.967196558	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifitm2	yes	0.293262885	7.368532773	0.369611412	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifitm3	yes	0.471150083	8.090463632	0.031556571	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifnar2	yes	0.020300128	6.254007344	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il10ra	yes	-0.469645895	4.74248308	0.507153855	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il15	yes	0.384765825	2.428547776	0.843223601	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il15ra	yes	-0.235034926	3.388133507	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il18bp	yes	0.466067152	3.162321566	0.512968815	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il2rb	yes	0.811975899	3.975825801	0.04876312	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il4ra	yes	0.318341959	7.198997215	0.296824345	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il6	yes	-0.956931278	-0.749370016	1.0	yes	no
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Il7	yes	-0.192109854	2.48329074	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Irf1	yes	0.381826817	7.037226346	0.20707363	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Irf2	yes	0.050003705	6.210052404	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Irf4	yes	0.190596926	3.683589391	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Irf5	yes	-0.420341955	4.77419194	0.30155798	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Irf7	yes	0.227316665	3.975825801	0.983132036	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Irf8	yes	-0.286672245	5.663411509	0.440560295	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Irf9	yes	0.388118792	5.738470017	0.160767716	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Isg15	yes	1.075372735	2.786682884	0.003095569	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Isg20	yes	0.24024622	4.576160315	0.849964675	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Isoc1	yes	-0.124814641	6.246114503	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Itgb7	yes	0.260532048	5.517416524	0.51403881	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Jak2	yes	-0.116144688	6.323164583	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Lap3	yes	0.293676259	5.109854146	0.454580834	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Lats2	yes	0.196113737	8.047156359	0.760252287	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Lcp2	yes	0.179168846	4.128374234	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Lgals3bp	yes	0.232843219	6.80445124	0.658698524	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ly6e	yes	0.547656164	9.878437425	0.049627144	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Lysmd2	yes	0.300037285	5.357062061	0.450626208	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Mettl7b	yes	3.169925001	-1.749370016	1.0	yes	no
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Mthfd2	yes	0.525236156	2.663411509	0.424933206	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Mvp	yes	0.064385332	6.860547429	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Mx2	yes	0.236067358	1.951069702	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Myd88	yes	0.18866472	5.558969014	0.834255816	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Nampt	yes	-0.057540774	6.388133507	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ncoa3	yes	0.168937027	6.975484859	0.861051649	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Nfkb1	yes	0.035143205	6.963156984	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Nfkbia	yes	-0.095192127	6.930461917	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Nlrc5	yes	0.747974933	4.594037806	0.092615153	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Nmi	yes	0.365496439	4.086048824	0.447158332	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Nod1	yes	0.395864519	6.541570386	0.115214672	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Nup93	yes	0.008953916	4.277430043	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Oas2	yes	1.488747185	2.670168875	0.001526145	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Oas3	yes	1.81579999	1.420554985	0.001643963	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Oasl1	yes	1.10744629	1.321019312	0.335645718	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ogfr	yes	0.193867003	5.763172939	0.758494549	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	P2ry14	yes	-0.344208258	3.882898199	0.750179824	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Parp12	yes	0.186874897	6.054115359	0.780027359	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Parp14	yes	0.266289295	7.170387176	0.469842565	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Pde4b	yes	0.546643568	7.275769546	0.081218925	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Peli1	yes	-0.140267642	6.465920289	0.983132036	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Pfkp	yes	0.004490883	5.84681974	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Pim1	yes	0.291288061	4.993444654	0.522218845	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Pla2g4a	yes	-0.025326958	4.581546862	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Plscr1	yes	0.151681745	5.99209697	0.98224334	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Pml	yes	0.051029017	5.663411509	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Pnp	yes	0.278343241	5.897368682	0.414146776	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Pnpt1	yes	0.031262221	3.802146001	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psma2	yes	0.159495119	5.557147429	0.916992841	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psma3	yes	0.06718315	5.448338142	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psmb10	yes	0.367612833	5.545250733	0.203986117	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psmb2	yes	0.140365582	5.407471508	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psmb8	yes	0.431991771	6.019475943	0.290707433	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psmb9	yes	0.901806032	5.006852697	0.037343278	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psme1	yes	0.199192675	6.267438271	0.782806359	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Psme2	yes	0.239154212	4.875608163	0.702189081	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ptgs2	yes	-0.498474546	4.800607126	0.136194933	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ptpn1	yes	0.173487672	6.859439226	0.8611183	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ptpn2	yes	-0.098124725	4.726363415	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ptpn6	yes	-0.355364857	5.534181407	0.266728365	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Rapgef6	yes	-0.351834068	6.571204918	0.203986117	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Rbck1	yes	0.079047225	6.598029893	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ripk1	yes	0.258783844	6.001504423	0.463823129	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ripk2	yes	-0.006334566	3.783570272	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Rnf31	yes	0.105044524	5.389157785	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Rsad2	yes	1.198246334	2.615202416	0.218459763	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Rtp4	yes	0.665907312	4.361243789	0.050188958	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Samd9l	yes	-0.623572811	6.400885005	0.005427986	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Samhd1	yes	-0.180623047	8.051044591	0.904430956	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Sectm1a	yes	4.392317423	-1.370858393	0.492462874	yes	no
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Selp	yes	0.167186919	2.277430043	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Serping1	yes	-0.044932914	8.934326438	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Slamf7	yes	0.672504578	2.829568697	0.376994602	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Slc25a28	yes	-0.126355987	5.096120035	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Socs1	yes	0.079892801	2.176629402	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Socs3	yes	0.211625136	5.449320569	0.739420112	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Sod2	yes	0.065494208	6.835968137	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Sp110	yes	-0.214639571	3.66002092	0.966297626	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Sppl2a	yes	0.006113712	7.272720329	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Sri	yes	-0.059754338	7.016827581	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Sspn	yes	-0.262980745	6.200164917	0.542749673	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	St3gal5	yes	0.017725305	5.092351565	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	St8sia4	yes	-1.065854078	5.835592484	0.000465929	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Stat1	yes	0.390851313	6.948292617	0.29079192	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Stat2	yes	0.445880011	5.910982493	0.071324478	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Stat3	yes	0.215626884	7.872132449	0.674587456	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Stat4	yes	0.361618434	2.572558079	0.801266748	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tap1	yes	0.183633493	6.194316935	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tapbp	yes	0.104827622	8.105498367	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tdrd7	yes	0.040153497	6.144841445	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tnfaip2	yes	0.337923746	5.479448674	0.418164921	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tnfaip3	yes	0.095312073	5.316719174	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tnfaip6	yes	1.427010141	0.543411733	0.188163883	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tnfsf10	yes	0.281203528	8.031661775	0.433932384	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Tor1b	yes	0.072419885	6.082887098	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Trafd1	yes	0.167352863	5.913832262	0.861755164	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Trim14	yes	0.133634181	3.204826294	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Trim21	yes	0.094275997	4.783570272	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Trim25	yes	-0.040809002	7.284052985	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Trim26	yes	0.008945241	6.266323791	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Txnip	yes	-0.365349716	10.10853325	0.184145313	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ube2l6	yes	0.536435682	5.498557497	0.421093679	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Upp1	yes	0.704175659	3.98939782	0.015569648	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Usp18	yes	0.119993902	4.179000307	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Vamp5	yes	-0.019850663	4.930110083	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Vamp8	yes	-0.029476918	7.426304276	1.0	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Vcam1	yes	0.357009527	6.164716081	0.265146966	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Xaf1	yes	0.437335138	6.559878944	0.063178639	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Xcl1	yes	-3.700439718	-1.611866493	0.896621925	yes	no
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Zbp1	yes	0.997190466	2.572558079	0.046295608	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Znfx1	yes	0.449060204	7.328246855	0.045711795	yes	yes
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	C1s1	no					
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Cmtr1	no					
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Ifi27	no					
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Marchf1	no					
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Rigi	no					
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Rnf213	no					
HALLMARK_INTERFERON_GAMMA_RESPONSE	output	Wars1	no					
HALLMARK_INFLAMMATORY_RESPONSE	output	Abca1	yes	-0.300984894	7.252319652	0.519607722	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Abi1	yes	0.01206088	7.081303633	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Acvr1b	yes	0.064982614	6.050235406	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Acvr2a	yes	-0.093897481	6.104251439	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Adm	yes	0.804147744	2.057984906	0.194436728	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Adora2b	yes	0.56199806	3.868281103	0.159115148	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Adrm1	yes	0.262380271	5.763962807	0.483253063	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Ahr	yes	-0.19968118	7.321287645	0.778905816	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Aplnr	yes	-0.426854082	7.210052404	0.146857107	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Aqp9	yes	1.205469118	0.513664389	0.324058147	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Atp2a2	yes	-0.398814098	8.615421255	0.164769062	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Atp2b1	yes	-0.089991779	8.062486298	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Atp2c1	yes	0.002001196	7.00985241	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Axl	yes	0.084671871	7.298026591	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Bdkrb1	yes	-0.962329582	1.232482637	0.25982566	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Best1	yes	1.776621795	1.157520579	0.042312032	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Bst2	yes	0.442283218	5.201331674	0.10006632	yes	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Btg2	yes	-1.403299602	8.374104782	4.59985e-15	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	C3ar1	yes	0.187932951	2.513664389	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Calcrl	yes	0.143074489	10.46616298	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccl17	yes	0.4398206	0.994791079	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccl20	yes	2.22650853	0.354966643	0.026807208	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccl22	yes	-0.112110366	2.268551892	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccl24	yes	0.770518154	-0.823370598	1.0	no	no
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccl5	yes	2.710310881	4.955225331	0.001144781	yes	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccl7	yes	0.965234582	-0.547736155	0.978474971	yes	no
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccr7	yes	-0.652414465	4.903116479	0.215711971	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Ccrl2	yes	0.265447228	5.840093877	0.445290422	yes	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Cd14	yes	0.588268728	4.259618767	0.043555165	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Cd40	yes	-0.144239409	3.859439226	1.0	yes	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Cd48	yes	0.288713928	4.055406362	0.891029147	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Cd69	yes	-0.601554054	2.622188846	0.309376169	yes	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Cd70	yes	0.0	-2.071298111	1.0	no	no
HALLMARK_INFLAMMATORY_RESPONSE	output	Cd82	yes	0.181355225	6.913832262	0.866603759	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Cdkn1a	yes	0.920669029	5.315642134	1.95148e-06	yes	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Chst2	yes	0.244315517	6.14968474	0.556592718	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Clec5a	yes	-0.069962558	1.420554985	1.0	no	yes
HALLMARK_INFLAMMATORY_RESPONSE	output	Cmklr1	yes	0.2827178	7.193730831	0.555204863	yes	yes
