cohort	patient_id	split	interaction_name	ligand	receptor	prob_high	prob_low	delta	detected	detected_high	detected_low	n_mal_high	n_mal_low	n_tnk	n_mal
GSE131907	NS_03	median	HLA-A_CD8A	HLA-A	CD8A	0.5404781297259894	0.5228932033844854	0.017584926341503992	True	True	True	1356	1357	145	2713
GSE131907	NS_03	median	HLA-B_CD8A	HLA-B	CD8A	0.5114991114463658	0.490382086260556	0.021117025185809823	True	True	True	1356	1357	145	2713
GSE131907	NS_03	median	HLA-C_CD8A	HLA-C	CD8A	0.4908022307862645	0.4718297474718696	0.018972483314394883	True	True	True	1356	1357	145	2713
GSE131907	NS_03	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	1356	1357	145	2713
GSE131907	NS_03	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	905	905	145	2713
GSE131907	NS_03	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	905	905	145	2713
GSE131907	NS_03	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	905	905	145	2713
GSE131907	NS_03	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	905	905	145	2713
GSE131907	NS_03	tertile	LGALS9_CD45	LGALS9	PTPRC	0.05747616436545222	0.02581416069402119	0.03166200367143103	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	905	905	145	2713
GSE131907	NS_03	tertile	LGALS9_CD44	LGALS9	CD44	0.03411837990241654	0.015117146988455269	0.019001232913961275	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.309419501171791	0.23523894897069716	0.07418055220109385	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	CDH1_KLRG1	CDH1	KLRG1	0.14633229950422716	0.10528926484379024	0.04104303466043692	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.26388933297768535	0.18242195773756228	0.08146737524012307	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	HLA-A_CD8A	HLA-A	CD8A	0.5448121504156118	0.5196158368970499	0.025196313518561886	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	HLA-B_CD8A	HLA-B	CD8A	0.515068890247432	0.48594920395582053	0.029119686291611435	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	HLA-C_CD8A	HLA-C	CD8A	0.49479968048097733	0.46609742151507544	0.028702258965901895	True	True	True	905	905	145	2713
GSE131907	NS_03	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	905	905	145	2713
GSE131907	NS_03	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	679	679	145	2713
GSE131907	NS_03	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	679	679	145	2713
GSE131907	NS_03	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	679	679	145	2713
GSE131907	NS_03	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	679	679	145	2713
GSE131907	NS_03	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0598869570782917	0.014500916116484948	0.04538604096180675	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	679	679	145	2713
GSE131907	NS_03	q4q1	LGALS9_CD44	LGALS9	CD44	0.0355864396225692	0.008451277023164155	0.027135162599405047	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.3052410428014445	0.21760575660158682	0.08763528619985766	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.14389729195782103	0.09617197067441759	0.04772532128340344	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.2605376891735124	0.17111833584947445	0.08941935332403794	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.5444892498731365	0.5171005436831845	0.02738870618995204	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.512855849867963	0.4817944554654434	0.031061394402519538	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.4918728606534314	0.4608103719917602	0.03106248866167116	True	True	True	679	679	145	2713
GSE131907	NS_03	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	679	679	145	2713
GSE131907	NS_04	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	614	615	131	1229
GSE131907	NS_04	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	614	615	131	1229
GSE131907	NS_04	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	614	615	131	1229
GSE131907	NS_04	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	614	615	131	1229
GSE131907	NS_04	median	LGALS9_CD45	LGALS9	PTPRC	0.49636319479164304	0.43387400887588434	0.062489185915758694	True	True	True	614	615	131	1229
GSE131907	NS_04	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.05393131133445249	0.04244723965666096	0.01148407167779153	True	True	True	614	615	131	1229
GSE131907	NS_04	median	LGALS9_CD44	LGALS9	CD44	0.5096545142095927	0.4469770802845629	0.06267743392502984	True	True	True	614	615	131	1229
GSE131907	NS_04	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.22039082628340717	0.1706031782678607	0.04978764801554647	True	True	True	614	615	131	1229
GSE131907	NS_04	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	614	615	131	1229
GSE131907	NS_04	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	614	615	131	1229
GSE131907	NS_04	median	HLA-A_CD8A	HLA-A	CD8A	0.41635275654584525	0.3998719920454815	0.01648076450036373	True	True	True	614	615	131	1229
GSE131907	NS_04	median	HLA-B_CD8A	HLA-B	CD8A	0.4130151740373298	0.3930112909322404	0.02000388310508938	True	True	True	614	615	131	1229
GSE131907	NS_04	median	HLA-C_CD8A	HLA-C	CD8A	0.4730076470569826	0.45619632929743703	0.016811317759545585	True	True	True	614	615	131	1229
GSE131907	NS_04	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	614	615	131	1229
GSE131907	NS_04	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	410	410	131	1229
GSE131907	NS_04	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	410	410	131	1229
GSE131907	NS_04	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	410	410	131	1229
GSE131907	NS_04	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	410	410	131	1229
GSE131907	NS_04	tertile	LGALS9_CD45	LGALS9	PTPRC	0.4924053973972638	0.39915700619612077	0.09324839120114303	True	True	True	410	410	131	1229
GSE131907	NS_04	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.05312913707043019	0.03700357056988782	0.016125566500542372	True	True	True	410	410	131	1229
GSE131907	NS_04	tertile	LGALS9_CD44	LGALS9	CD44	0.5056971503706178	0.4119745907759798	0.09372255959463799	True	True	True	410	410	131	1229
GSE131907	NS_04	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.22294948049219337	0.15028553911866954	0.07266394137352383	True	True	True	410	410	131	1229
GSE131907	NS_04	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	410	410	131	1229
GSE131907	NS_04	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	410	410	131	1229
GSE131907	NS_04	tertile	HLA-A_CD8A	HLA-A	CD8A	0.4181807016081652	0.38701760609893043	0.03116309550923474	True	True	True	410	410	131	1229
GSE131907	NS_04	tertile	HLA-B_CD8A	HLA-B	CD8A	0.41326246895217705	0.3725922057413882	0.04067026321078887	True	True	True	410	410	131	1229
GSE131907	NS_04	tertile	HLA-C_CD8A	HLA-C	CD8A	0.47368091887554026	0.44269651993434184	0.03098439894119842	True	True	True	410	410	131	1229
GSE131907	NS_04	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	410	410	131	1229
GSE131907	NS_04	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	308	308	131	1229
GSE131907	NS_04	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	308	308	131	1229
GSE131907	NS_04	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	308	308	131	1229
GSE131907	NS_04	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	308	308	131	1229
GSE131907	NS_04	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.5030192966447765	0.38265406204916497	0.12036523459561155	True	True	True	308	308	131	1229
GSE131907	NS_04	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.05530602733067156	0.03461116401962319	0.02069486331104837	True	True	True	308	308	131	1229
GSE131907	NS_04	q4q1	LGALS9_CD44	LGALS9	CD44	0.5163061324862933	0.3952903515869878	0.12101578089930554	True	True	True	308	308	131	1229
GSE131907	NS_04	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.2226128272598524	0.1347654034300265	0.08784742382982591	True	True	True	308	308	131	1229
GSE131907	NS_04	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	308	308	131	1229
GSE131907	NS_04	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	308	308	131	1229
GSE131907	NS_04	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.4168177701949296	0.37725120144760277	0.039566568747326836	True	True	True	308	308	131	1229
GSE131907	NS_04	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.4126672380998523	0.35915911328125333	0.05350812481859896	True	True	True	308	308	131	1229
GSE131907	NS_04	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.47291511957514476	0.4320680266665549	0.040847092908589844	True	True	True	308	308	131	1229
GSE131907	NS_04	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	308	308	131	1229
GSE131907	NS_06	median	CCL5_CCR1	CCL5	CCR1	0.013169581510109322	0.002031620429076998	0.011137961081032325	True	True	True	41	42	383	83
GSE131907	NS_06	median	CCL5_CCR5	CCL5	CCR5	0.018491987177683418	0.0028657592809817243	0.015626227896701695	True	True	True	41	42	383	83
GSE131907	NS_06	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0022560732838547157	0.0	0.0022560732838547157	True	True	False	41	42	383	83
GSE131907	NS_06	median	CXCL10_CXCR3	CXCL10	CXCR3	0.010767776001198109	0.0	0.010767776001198109	True	True	False	41	42	383	83
GSE131907	NS_06	median	LGALS9_CD45	LGALS9	PTPRC	0.006705487070810677	0.0	0.006705487070810677	True	True	False	41	42	383	83
GSE131907	NS_06	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.002115238579573255	0.0	0.002115238579573255	True	True	False	41	42	383	83
GSE131907	NS_06	median	LGALS9_CD44	LGALS9	CD44	0.004150042664558151	0.0	0.004150042664558151	True	True	False	41	42	383	83
GSE131907	NS_06	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.1410748107156465	0.0	0.1410748107156465	True	True	False	41	42	383	83
GSE131907	NS_06	median	CDH1_KLRG1	CDH1	KLRG1	0.0007690907253216607	0.0	0.0007690907253216607	True	True	False	41	42	383	83
GSE131907	NS_06	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.13148484272342115	0.008419654986413935	0.12306518773700721	True	True	True	41	42	383	83
GSE131907	NS_06	median	HLA-A_CD8A	HLA-A	CD8A	0.8792013596505873	0.8525112299694863	0.02669012968110107	True	True	True	41	42	383	83
GSE131907	NS_06	median	HLA-B_CD8A	HLA-B	CD8A	0.8847773359985962	0.8481010614315827	0.0366762745670135	True	True	True	41	42	383	83
GSE131907	NS_06	median	HLA-C_CD8A	HLA-C	CD8A	0.8671315022213844	0.8156013248809001	0.05153017734048426	True	True	True	41	42	383	83
GSE131907	NS_06	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	41	42	383	83
GSE131907	NS_06	tertile	CCL5_CCR1	CCL5	CCR1	0.01048722741461006	0.0	0.01048722741461006	True	True	False	28	33	383	83
GSE131907	NS_06	tertile	CCL5_CCR5	CCL5	CCR5	0.014741770300807403	0.0	0.014741770300807403	True	True	False	28	33	383	83
GSE131907	NS_06	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	28	33	383	83
GSE131907	NS_06	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.014662553090732968	0.0	0.014662553090732968	True	True	False	28	33	383	83
GSE131907	NS_06	tertile	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	28	33	383	83
GSE131907	NS_06	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	28	33	383	83
GSE131907	NS_06	tertile	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	28	33	383	83
GSE131907	NS_06	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.13879488983875277	0.0	0.13879488983875277	True	True	False	28	33	383	83
GSE131907	NS_06	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0007546691267496477	0.0	0.0007546691267496477	True	True	False	28	33	383	83
GSE131907	NS_06	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.10517041957578561	0.0	0.10517041957578561	True	True	False	28	33	383	83
GSE131907	NS_06	tertile	HLA-A_CD8A	HLA-A	CD8A	0.882004887575299	0.8507648161123798	0.031240071462919294	True	True	True	28	33	383	83
GSE131907	NS_06	tertile	HLA-B_CD8A	HLA-B	CD8A	0.8855454985839711	0.8487805923003645	0.036764906283606624	True	True	True	28	33	383	83
GSE131907	NS_06	tertile	HLA-C_CD8A	HLA-C	CD8A	0.8664143033919013	0.8217983466755127	0.04461595671638863	True	True	True	28	33	383	83
GSE131907	NS_06	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	28	33	383	83
GSE131907	NS_06	q4q1	CCL5_CCR1	CCL5	CCR1	0.011047590688977019	0.0	0.011047590688977019	True	True	False	21	33	383	83
GSE131907	NS_06	q4q1	CCL5_CCR5	CCL5	CCR5	0.015525899309889936	0.0	0.015525899309889936	True	True	False	21	33	383	83
GSE131907	NS_06	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	21	33	383	83
GSE131907	NS_06	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.020575846805062553	0.0	0.020575846805062553	True	True	False	21	33	383	83
GSE131907	NS_06	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	21	33	383	83
GSE131907	NS_06	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	21	33	383	83
GSE131907	NS_06	q4q1	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	21	33	383	83
GSE131907	NS_06	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.1064708310449504	0.0	0.1064708310449504	True	True	False	21	33	383	83
GSE131907	NS_06	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0005580807568682246	0.0	0.0005580807568682246	True	True	False	21	33	383	83
GSE131907	NS_06	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.09826275609961535	0.0	0.09826275609961535	True	True	False	21	33	383	83
GSE131907	NS_06	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.8823362152059716	0.8507648161123798	0.031571399093591856	True	True	True	21	33	383	83
GSE131907	NS_06	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.8840170684964931	0.8487805923003645	0.035236476196128574	True	True	True	21	33	383	83
GSE131907	NS_06	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.8606978356306069	0.8217983466755127	0.03889948895509421	True	True	True	21	33	383	83
GSE131907	NS_06	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	21	33	383	83
GSE131907	NS_07	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	2554	2554	166	5108
GSE131907	NS_07	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	1703	1703	166	5108
GSE131907	NS_07	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_07	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	1277	1277	166	5108
GSE131907	NS_12	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	median	LGALS9_CD45	LGALS9	PTPRC	0.011423648144010552	0.01782514892604333	-0.00640150078203278	True	True	True	1405	1406	22	2811
GSE131907	NS_12	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.002165047211053126	0.003396104111159521	-0.0012310569001063947	True	True	True	1405	1406	22	2811
GSE131907	NS_12	median	LGALS9_CD44	LGALS9	CD44	0.010576175757559187	0.016510707682338126	-0.005934531924778939	True	True	True	1405	1406	22	2811
GSE131907	NS_12	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	median	HLA-A_CD8A	HLA-A	CD8A	0.3806067779024201	0.3618809401175376	0.018725837784882515	True	True	True	1405	1406	22	2811
GSE131907	NS_12	median	HLA-B_CD8A	HLA-B	CD8A	0.3524242620810073	0.3295084928721404	0.0229157692088669	True	True	True	1405	1406	22	2811
GSE131907	NS_12	median	HLA-C_CD8A	HLA-C	CD8A	0.32338253770721936	0.3002643777219899	0.02311815998522948	True	True	True	1405	1406	22	2811
GSE131907	NS_12	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	1405	1406	22	2811
GSE131907	NS_12	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	tertile	LGALS9_CD45	LGALS9	PTPRC	0.002749736812307221	0.009566240509327235	-0.006816503697020014	True	True	True	937	937	22	2811
GSE131907	NS_12	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0005174593492352235	0.0018102685894436866	-0.0012928092402084632	True	True	True	937	937	22	2811
GSE131907	NS_12	tertile	LGALS9_CD44	LGALS9	CD44	0.0025440894181541214	0.008855327074924438	-0.006311237656770316	True	True	True	937	937	22	2811
GSE131907	NS_12	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	tertile	HLA-A_CD8A	HLA-A	CD8A	0.3855622131034914	0.3593274717667739	0.02623474133671755	True	True	True	937	937	22	2811
GSE131907	NS_12	tertile	HLA-B_CD8A	HLA-B	CD8A	0.357460705109997	0.3239061232249498	0.033554581885047174	True	True	True	937	937	22	2811
GSE131907	NS_12	tertile	HLA-C_CD8A	HLA-C	CD8A	0.3248043913510779	0.290709765223663	0.03409462612741493	True	True	True	937	937	22	2811
GSE131907	NS_12	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	937	937	22	2811
GSE131907	NS_12	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	703	703	22	2811
GSE131907	NS_12	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	703	703	22	2811
GSE131907	NS_12	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	703	703	22	2811
GSE131907	NS_12	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	703	703	22	2811
GSE131907	NS_12	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0013934379735603755	-0.0013934379735603755	True	False	True	703	703	22	2811
GSE131907	NS_12	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0002619349871881826	-0.0002619349871881826	True	False	True	703	703	22	2811
