PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.Completeness	PG.MolecularWeight	[1] 4351_WP_01.htrms.PG.NrOfStrippedSequencesIdentified	[2] 4351_WP_02.htrms.PG.NrOfStrippedSequencesIdentified	[3] 4351_WP_03.htrms.PG.NrOfStrippedSequencesIdentified	[4] 4351_WP_04.htrms.PG.NrOfStrippedSequencesIdentified	[5] 4351_WP_05.htrms.PG.NrOfStrippedSequencesIdentified	[6] 4351_WP_06.htrms.PG.NrOfStrippedSequencesIdentified	[7] 4351_WP_07.htrms.PG.NrOfStrippedSequencesIdentified	[8] 4351_WP_08.htrms.PG.NrOfStrippedSequencesIdentified	[9] 4351_WP_09.htrms.PG.NrOfStrippedSequencesIdentified	[10] 4351_WP_10.htrms.PG.NrOfStrippedSequencesIdentified	[11] 4351_WP_11.htrms.PG.NrOfStrippedSequencesIdentified	[12] 4351_WP_12.htrms.PG.NrOfStrippedSequencesIdentified	[13] 4351_WP_13.htrms.PG.NrOfStrippedSequencesIdentified	[14] 4351_WP_14.htrms.PG.NrOfStrippedSequencesIdentified	[15] 4351_WP_15.htrms.PG.NrOfStrippedSequencesIdentified	[16] 4351_WP_16.htrms.PG.NrOfStrippedSequencesIdentified	[1] 4351_WP_01.htrms.PG.Quantity	[2] 4351_WP_02.htrms.PG.Quantity	[3] 4351_WP_03.htrms.PG.Quantity	[4] 4351_WP_04.htrms.PG.Quantity	[5] 4351_WP_05.htrms.PG.Quantity	[6] 4351_WP_06.htrms.PG.Quantity	[7] 4351_WP_07.htrms.PG.Quantity	[8] 4351_WP_08.htrms.PG.Quantity	[9] 4351_WP_09.htrms.PG.Quantity	[10] 4351_WP_10.htrms.PG.Quantity	[11] 4351_WP_11.htrms.PG.Quantity	[12] 4351_WP_12.htrms.PG.Quantity	[13] 4351_WP_13.htrms.PG.Quantity	[14] 4351_WP_14.htrms.PG.Quantity	[15] 4351_WP_15.htrms.PG.Quantity	[16] 4351_WP_16.htrms.PG.Quantity	[1] 4351_WP_01.htrms.PG.IBAQ	[2] 4351_WP_02.htrms.PG.IBAQ	[3] 4351_WP_03.htrms.PG.IBAQ	[4] 4351_WP_04.htrms.PG.IBAQ	[5] 4351_WP_05.htrms.PG.IBAQ	[6] 4351_WP_06.htrms.PG.IBAQ	[7] 4351_WP_07.htrms.PG.IBAQ	[8] 4351_WP_08.htrms.PG.IBAQ	[9] 4351_WP_09.htrms.PG.IBAQ	[10] 4351_WP_10.htrms.PG.IBAQ	[11] 4351_WP_11.htrms.PG.IBAQ	[12] 4351_WP_12.htrms.PG.IBAQ	[13] 4351_WP_13.htrms.PG.IBAQ	[14] 4351_WP_14.htrms.PG.IBAQ	[15] 4351_WP_15.htrms.PG.IBAQ	[16] 4351_WP_16.htrms.PG.IBAQ
A2AH22	Ambra1	Activating molecule in BECN1-regulated autophagy protein 1	3	93.8	142878.51	1	1	3	1	1	0	2	2	3	2	1	1	1	1	1	1	18042.064453125	19191.27734375	8439.6064453125	7373.35302734375	18219.53125	NaN	11624.6376953125	4636.849609375	3029.197509765625	15591.041015625	14815.1630859375	11807.62109375	8236.046875	16344.82421875	3585.91357421875	10699.0166015625	342.2	364	431.6	139.9	345.6	NaN	220.5	146.6	199	332.1	281	224	156.2	310	68	202.9
A2AHC3	Camsap1	Calmodulin-regulated spectrin-associated protein 1	23	100	175887.28	18	17	16	22	16	19	18	21	15	20	19	21	18	19	20	20	89064.1171875	90460.3203125	110830.296875	102422.890625	56346.48828125	89964.296875	62221.02734375	89436.3984375	80140.78125	80952.0546875	81610.1953125	97388.6640625	80923.3046875	86740.8359375	88865.0078125	80932.0625	28435.7	34536.4	28258.7	47476.5	18049.1	45890.5	40623.3	38011.2	31539.8	50439.6	35557.5	40300.6	30232.5	31074.5	41162	54636.5
A2AI05	Ndor1	NADPH-dependent diflavin oxidoreductase 1	6	100	67183.17	5	6	6	6	6	5	6	6	6	6	5	6	4	6	5	5	119806.296875	134129.84375	139455.0625	93052.2890625	131584.203125	115280.4921875	116261.6015625	120039.84375	104889.3203125	111685.46875	104584.953125	90138.203125	63039.0546875	70647.4765625	68214.625	58733.55078125	28211.5	35157.8	37454.6	25479.3	36830.4	21617.9	28634.6	29862.5	26643.5	30395.3	22401.1	22373.1	9677.8	18369	14645.5	14081.8
A2AI08	Tprn	Taperin	15	100	80088.92	10	12	13	13	13	12	12	13	11	14	12	14	10	9	10	10	276815.34375	297623.09375	309570.90625	270199	332789.34375	299823.6875	352665.53125	299182.125	325252.71875	358673.21875	328686.90625	327294.8125	120570.546875	170867.390625	133646.703125	186467.109375	76468	84244.7	109862.3	73018.9	88340.5	68962.7	109305.6	76225.1	79635.1	105474.1	104862.3	97163.5	27055	37158.2	39346	51142.1
A2AIV2	Virma	Protein virilizer homolog	13	100	201439.2	9	9	9	10	8	8	8	6	9	8	8	7	9	8	10	10	45254.64453125	59456.00390625	53398.56640625	49711.26171875	50224.70703125	52417.83203125	45056.59765625	43594.75390625	46076.64453125	39024.12109375	54011.921875	42260.55859375	55717.55859375	58658.234375	61461.0859375	44886.41015625	5825.6	7428.1	5711	7455.9	4730.2	5962.7	5555.5	2397.5	6557.7	4704.1	7189.1	4748.8	6691	6375	8276.4	6074.5
A2AJ15	Man1b1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	10	100	75149.93	7	5	8	5	9	6	6	7	6	8	6	5	7	9	10	8	185646.9375	137523.5625	207779.125	152963.84375	192289.375	176839.921875	156452.859375	199295.953125	154510.421875	189197.8125	135251.96875	86223.3828125	169670.421875	216464	282821.8125	174628.546875	129221	12476.3	72006.5	17487.8	136112.5	166499.8	135051.7	206522	144413.7	138737.7	44355.9	9823.2	165176.6	114615.5	74720.8	20608.4
A2AJ76	Hmcn2	Hemicentin-2	3	100	547197.55	3	2	2	3	3	2	2	2	3	2	2	2	3	2	2	2	252423.671875	312530.875	253355.140625	340655.65625	226967.078125	367345.53125	318001.9375	202518.21875	289876.09375	292446.15625	233774.0625	292168.1875	313227.34375	281389.3125	335353.375	284323.78125	2822.1	2740.3	2113.5	3676.3	2685.3	2991.5	2609.8	2042	3230.6	2411.1	2215.7	2524.8	3203.8	2411.1	2745.4	2359.8
A2AJI0	Map7d1	MAP7 domain-containing protein 1	8	100	93275.68	7	7	7	8	4	6	6	7	7	6	8	8	7	7	8	8	79430.484375	83899.8359375	90888.7734375	131407.125	79918.75	102483.953125	78172.265625	87846.734375	104744.15625	76074.5390625	158304.234375	137816.46875	155352.59375	146983.625	128074.71875	129165.7109375	18585.3	15917.4	25205.4	25291.4	9268.6	14507.3	10773	18450	22396.9	13112.4	38507.6	30435.8	37273.2	37581.8	32831.8	35571.5
A2AJN7	Slc4a11	Solute carrier family 4 member 11	19	87.5	96750.73	16	18	17	16	17	15	15	15	18	15	17	18	2	0	5	0	104409.84375	100952.6015625	103940.9375	73254.7265625	66108.8671875	58637.7890625	65951.9140625	59655.48046875	79735.5078125	86069.890625	79916.59375	66813.6171875	87523.7578125	NaN	9916.625	NaN	139258.5	128433.9	146350.5	95935.2	87739.3	49799	83111.3	90849.8	113888.8	106719.7	109039.5	96931.9	5275.6	NaN	1463.2	NaN
A2AJT4	Pnisr	Arginine/serine-rich protein PNISR	2	100	92115.18	1	2	1	1	2	1	2	2	1	1	2	1	1	2	2	2	78072.4765625	79492.5	53363.4609375	65601.234375	87121.671875	63637.69921875	81313.9921875	79559.28125	93772.765625	62392.90234375	124297.15625	74705.046875	105622.625	121744.2109375	131528.078125	106349.8046875	3275	5750.3	2238.5	2751.9	9478.3	2669.5	6319.8	5614.4	3933.6	2617.3	11049.9	3133.8	4430.7	9314.5	9520.3	7712.5
A2AKX3	Setx	Probable helicase senataxin	4	87.5	297589.03	4	4	4	3	3	0	3	3	4	1	3	0	2	3	3	3	661805.625	879875.25	842601.5625	718013.5	1070026.625	NaN	367517.34375	644868.8125	947377.625	372267.375	1352321.625	NaN	558275.9375	467708.21875	760512.9375	1167427.875	4413.8	23454.8	25462.5	34221.4	950.8	NaN	287	1949.2	26580.6	13.5	25312.4	NaN	79	14688.6	16547.9	16601.2
A2AL36	Cntrl	Centriolin	3	87.5	268879.53	1	2	1	2	2	0	0	2	2	2	2	2	2	2	3	3	40255.25	15442.0078125	37299.44921875	29960.6796875	30128.505859375	NaN	NaN	44377.72265625	30996.71875	45367.95703125	42542.05859375	33974.04296875	46613.82421875	60722.44921875	55282.84765625	46604.96484375	323.6	234.1	299.9	308.3	677.5	NaN	NaN	1001.7	460.6	1045.5	1153.9	777.6	490.7	647.3	1372	1169.7
A2ALU4	Shroom2	Protein Shroom2	37	100	164703.35	29	32	30	32	32	32	33	32	30	29	31	33	18	18	24	21	231225.640625	220104.671875	202842.578125	218305.03125	279957.5	302592.125	275087.1875	278677.59375	238521.015625	246903.453125	246064.28125	219180.078125	68040.3671875	84140.546875	83504.8984375	115991.125	53372.5	54347.5	50930.3	50245.9	68431.1	69699.9	74487.1	63508.7	59191	66918.4	57433.1	54824.8	14662.4	18005.9	16363.6	23534.6
A2ALV5	Shoc1	Protein shortage in chiasmata 1 ortholog	1	93.8	168064.56	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	270463.25	379174.84375	NaN	321449.0625	154807.75	194812.984375	201894.46875	262468.84375	295261.6875	217521.609375	275341.125	268686.40625	348922.5	329748.125	311607.5625	295037.96875	3144.9	4409	NaN	3737.8	1800.1	2265.3	2347.6	3052	3433.3	2529.3	3201.6	3124.3	4057.2	3834.3	3623.3	3430.7
A2AN08	Ubr4	E3 ubiquitin-protein ligase UBR4	104	100	572289.85	79	85	89	88	88	87	88	84	87	87	91	91	88	95	96	91	243454.46875	243093.75	252778.734375	292857	306657.6875	337900.25	292343.96875	288116.03125	292596.46875	277245.5	289245.375	263545.0625	322623.8125	344981.90625	383859.8125	251806.765625	45236.5	52519.6	47401.8	57130.9	61997.2	68158.2	55983.8	59688.9	65025.8	58411.3	57889.6	54596.6	73600.3	83405.8	89331.9	57143.2
A2APB8	Tpx2	Targeting protein for Xklp2	29	100	85894.06	25	26	25	26	24	21	25	23	25	25	28	27	24	24	25	25	171640.578125	153065.171875	170038.390625	173107.796875	89445.5390625	122367.140625	87793.578125	134815.109375	170408.34375	136470.9375	178646.390625	174674.9375	151742.53125	161032.4375	140363.265625	147986.328125	281502	227256.5	241329.3	267563.7	136389.6	164887.1	162017.7	195530.6	264766.4	184887.2	270919.7	276923.5	198337.6	223008.1	212439.6	234107.9
A2APV2	Fmnl2	Formin-like protein 2	11	100	123101.25	3	4	5	4	2	2	5	2	5	5	5	2	10	11	8	9	44282.11328125	57535.34765625	39548.09765625	34095.91796875	49629.6796875	59779.8046875	55097.4140625	20266.302734375	51493.421875	30784.009765625	57610.48046875	27109.822265625	143648.203125	153507.875	264124.03125	143858.546875	3417.2	3925.9	3081.4	3033.3	949.6	1670.7	4119.5	277.4	4250.3	3538.6	4423	993.1	18578.7	23859.8	21550.7	17189.2
A2APY7	Ndufaf5	Arginine-hydroxylase NDUFAF5, mitochondrial	7	100	38404.67	5	6	6	5	7	7	6	6	5	6	7	6	7	7	6	6	94693.234375	88725.3984375	95619.046875	76713.6484375	104737.2890625	106061.28125	95444.4140625	97572.8359375	89029.8984375	85830.3125	88359.3984375	80553.921875	87026.1015625	94204.4765625	109432.40625	105097.8046875	40067.3	41727.1	29861.3	30163.8	46645.7	52352.5	48920	46007.2	38761.4	43715.8	37550.7	40322.3	49215.3	45754.3	42589.5	51760.9
A2AQ07	Tubb1	Tubulin beta-1 chain	1	81.2	50440.93	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	350050.625	219466.875	262048.671875	148458.25	274090.71875	88732.7265625	164617.953125	174711.1875	166213.234375	87668.8984375	146361.671875	NaN	NaN	127092.0390625	63517.31640625	NaN	15219.6	9542	11393.4	6454.7	11917	3857.9	7157.3	7596.1	7226.7	3811.7	6363.6	NaN	NaN	5525.7	2761.6	NaN
A2AQ19	Rtf1	RNA polymerase-associated protein RTF1 homolog	15	100	80797.06	15	14	13	15	13	8	15	11	14	13	14	15	13	15	12	14	275717.4375	299936.40625	324204.59375	263275.0625	145017.59375	87011.8671875	135460.359375	154586.265625	280159.65625	256493.265625	286336.34375	259902.921875	273201.4375	252673.53125	262643.03125	277303.25	103028.6	92415.8	90322.1	83259.7	38833.1	17895.8	43480.6	37714	82420	77687.7	84117.8	83093.4	88613.6	78665.1	64041.4	91259.1
A2AQ25	Skt	Sickle tail protein	36	100	213036.78	24	28	26	33	32	29	30	28	26	28	28	27	13	14	7	10	156316.90625	155665.375	185573.421875	168709.375	252724.578125	261367.671875	254677.921875	260536.984375	164007.890625	184610.828125	156769.875	166965.421875	34929.015625	39219.16015625	55719.2265625	46056.21875	28478.3	24837.1	29280.5	27350.6	44104.9	39383.8	41903.1	40541.5	25158.1	28318.3	25534.6	27762.1	4136.5	5329.2	2785	5932.8
A2AR02	Ppig	Peptidyl-prolyl cis-trans isomerase G	12	100	88324.58	10	12	10	11	9	12	9	11	12	11	11	11	12	10	11	11	582168	503751.0625	483940.625	478796.78125	346013.40625	291408.28125	348108.4375	405524.125	449131.21875	508065.90625	459455.09375	514009.5625	513959.25	465149.8125	430785.875	401217.03125	333898.2	284210.4	280093.7	271112.8	185207.5	158927.2	184768.3	229678.9	257634.1	289439.7	251170.4	272455.8	271548.5	262971	237900.4	229190.9
A2ARV4	Lrp2	Low-density lipoprotein receptor-related protein 2	9	100	519208.07	2	3	2	6	6	5	6	5	3	4	4	3	2	2	2	2	66887.0859375	64623.37890625	49187.18359375	63971.35546875	80049.390625	55917.3359375	68909.0625	53449.484375	28975.86328125	35263.66015625	31991.861328125	29354.4375	19731.6796875	37437.77734375	30541.474609375	71788.1328125	721.9	1068.4	584	1118.3	1122.6	821.9	1178	1073.5	400.4	691.1	410.2	514.8	194.1	421.9	249.4	637.8
A2ASQ1	Agrn	Agrin	6	100	207538.68	4	5	5	5	6	2	6	5	3	3	4	1	3	3	5	4	197420.921875	252783.625	209514.734375	89783.40625	250516.53125	157981.21875	216317.25	163251.921875	128343.890625	112334.9609375	154522.125	102986.90625	95108.46875	111332.3515625	97153.25	108288.7109375	7363.8	2102	7190.6	4139.7	6643.3	341.6	7277.7	6059.8	4302.3	4757.9	6120.3	222.7	3806.3	4232.5	5933.3	3657.5
A2ASS6	Ttn	Titin	8	100	3906487.62	6	4	4	4	4	4	4	3	6	2	6	2	5	5	5	3	494009.9375	594759.9375	719690.1875	323752	204985.65625	290414.9375	285326.375	437484.28125	421393.1875	303672.5	334582.6875	203273.546875	191215.046875	554011.375	588029.4375	672769.6875	949	841.7	956.8	391	267.4	447	388.1	662.4	630.6	360.3	670.1	373.6	642	802.6	787.5	762.4
A2ASZ8	Slc25a25	Mitochondrial adenyl nucleotide antiporter SLC25A25	2	50	52621	1	1	1	2	0	0	0	0	1	1	2	2	0	0	0	0	131609.78125	136436.609375	83812.53125	115503.8203125	NaN	NaN	NaN	NaN	190068.171875	161486.375	134124.3125	115554.453125	NaN	NaN	NaN	NaN	1105.4	1146	5790.7	6134.2	NaN	NaN	NaN	NaN	13132	1356.3	12120.8	12105.7	NaN	NaN	NaN	NaN
A2AT37	Upf2	Regulator of nonsense transcripts 2	21	100	147552.81	15	17	13	17	16	16	15	17	17	15	15	17	15	16	16	14	114864.265625	112610.4921875	103921.28125	90944.2890625	124517.515625	124481.3359375	107631.2109375	104797.15625	87287.84375	100495.46875	102754	102957.3984375	91935.21875	94819.8515625	112261.7421875	82198.1015625	16630	26482.7	24135.9	14680.9	32518.2	33095.6	18662	35275.3	24038.1	16004.2	40064.9	33152.4	13398.5	22455.4	27928.5	9738.4
A2AUY4	Baz2b	Bromodomain adjacent to zinc finger domain protein 2B	2	87.5	234001.34	2	2	2	0	1	1	0	1	1	2	1	1	2	2	1	1	42727.8046875	36504.6640625	31988.185546875	NaN	29200.853515625	12987.5322265625	NaN	29787.25	34546.04296875	39604.1484375	55256.96484375	35384.12890625	22199.8046875	37187.796875	24206.005859375	42022.05859375	760.1	658.1	624	NaN	353.2	157.1	NaN	360.3	417.9	854.1	668.4	428	472.9	449.9	292.8	508.3
A2AWA9	Rabgap1	Rab GTPase-activating protein 1	25	100	120797.77	20	23	18	22	23	23	23	21	22	21	24	23	22	21	21	20	258396.0625	256915.0625	266990.84375	241741.375	310850.875	349599.90625	328739.4375	309505.3125	337222.8125	314336.59375	350992.125	351080.34375	240622.21875	224144.6875	260467.125	171521.15625	65634.3	69878.5	65792.6	65764.6	83726.2	95770.2	86268.6	83381.8	87804	71454.2	93007.2	97562.8	62777.8	57473.1	64699.8	42175.2
A2AWL7	Mga	MAX gene-associated protein	1	100	328801.71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92445.578125	78674.5625	88992.5546875	15074.771484375	332229	123505.3984375	332329.5625	313430.75	152577.859375	149425.953125	318650.5625	230760.140625	81398.6015625	54817	118615.9375	48388.04296875	600.3	510.9	577.9	97.9	2157.3	802	2158	2035.3	990.8	970.3	2069.2	1498.4	528.6	356	770.2	314.2
A2AWP8	Arhgef10l	Rho guanine nucleotide exchange factor 10-like protein	18	100	139986.77	10	11	10	14	11	9	13	10	8	10	12	12	17	18	17	17	131113.578125	127139.453125	129945.6796875	89409.765625	105980.390625	115357.53125	102416.65625	101957.859375	110279.796875	129431.703125	94856.7109375	118628.296875	304182.625	305199.875	323037.8125	326991.96875	26993.7	17194.2	14094.4	63175.7	13356.1	11675.5	16384.5	13478.5	14935.6	47333.1	12716.2	19641.8	64187.4	59759	51846.6	106654.3
A2BDX3	Mocs3	Adenylyltransferase and sulfurtransferase MOCS3	14	100	49375	10	12	14	13	12	10	14	12	11	10	12	13	7	8	7	7	290666.96875	334884.46875	367493	272166.34375	322188.0625	320843.96875	302183.875	311056.71875	266493.34375	273513.375	283582.59375	267067.71875	73684.390625	100987.25	76150.6953125	90471.5234375	55554.5	75512.8	99402.1	60711.3	84292.7	66630.2	63780.7	69712.1	60571.9	54279	74687.1	57879.3	18356.4	38927.7	30891.8	25744.3
A2BE28	Las1l	Ribosomal biogenesis protein LAS1L	21	100	89414.35	17	20	16	21	20	19	18	19	19	19	17	19	19	18	19	19	280101.96875	307736.21875	342305.21875	224366.59375	255166.546875	313253.03125	241615.515625	234215.9375	274380.40625	249926.9375	293633.78125	225914.3125	300338.375	343005.15625	348171.90625	275467.625	73393.2	86182.8	91235.8	62660.7	71445.7	80920	62963.7	64369.6	77014.6	67129.8	72547.8	63102.2	73286	89707	92013.6	78962.4
A2BH40	Arid1a	AT-rich interactive domain-containing protein 1A	29	100	242091.68	20	24	22	19	20	19	24	21	26	22	23	21	19	17	19	23	4247125.5	4158478	3684799.25	3496072	4168325.5	4829489.5	3907979	3797263	3490702.5	3238063.25	3582406.25	3211712.75	3247785.5	3360381.25	3127060.5	3132410	99787.3	146567.7	92321.5	131445.7	226832.3	229513.6	194949	153027.2	180312.1	143906.3	217292	210512.1	75830.2	58577.8	62432.7	36265.8
A2CG63	Arid4b	AT-rich interactive domain-containing protein 4B	3	87.5	147643.01	3	2	2	3	3	3	3	3	2	2	0	0	3	3	3	2	247646.9375	301649.21875	221902.734375	175013.703125	216812.546875	84373.9609375	72206.4765625	156283.515625	196513.875	96224.8515625	NaN	NaN	108754.3125	97589.7578125	81833.5	390477.59375	36486.9	26957.7	4091	26563.5	53511.4	3059	5975.8	22432.8	5089.8	44716.9	NaN	NaN	4334.5	8744.3	6221	5400.9
A2RSJ4	Bltp3b	Bridge-like lipid transfer protein family member 3B	5	100	161939.87	3	4	3	2	4	2	3	4	4	4	4	3	3	5	3	5	36173.3359375	23972.392578125	16714.08984375	13492.6748046875	33727.9765625	29001.150390625	26036.6796875	14628.75	29092.431640625	27578.73828125	22089.142578125	50774.26171875	27278.298828125	38556.52734375	28825.33984375	20789.48046875	2080.4	1709.4	502.3	375.5	1040.1	700.4	1500	1674.2	983.2	1138	1719.4	1525.8	1727.2	2942.4	1910.2	1631
A2RST1	Mgst2	Microsomal glutathione S-transferase 2	1	50	16785.83	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	NaN	NaN	NaN	NaN	85641.03125	84725.0703125	77494.890625	NaN	NaN	NaN	64169.9375	NaN	1219184.25	1081581.75	1287458.75	396191.46875	NaN	NaN	NaN	NaN	12234.4	12103.6	11070.7	NaN	NaN	NaN	9167.1	NaN	174169.2	154511.7	183922.7	56598.8
A2RSX7	Tyw5	tRNA wybutosine-synthesizing protein 5	1	31.2	36632.75	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	50943.62890625	36123.2265625	NaN	NaN	61777.60546875	NaN	45608.8125	NaN	NaN	NaN	NaN	60462.59765625	NaN	NaN	NaN	NaN	2830.2	2006.8	NaN	NaN	3432.1	NaN	2533.8	NaN	NaN	NaN	NaN	3359	NaN	NaN	NaN	NaN
A2RSY6	Trmt1l	TRMT1-like protein	13	100	80861.17	8	10	10	9	9	11	12	11	10	8	12	10	10	8	11	9	155260.015625	132896.9375	132917.609375	111861.34375	135742.875	125619.8984375	123610.1484375	134244.171875	134696.546875	143039.625	137849.71875	136916.109375	101580.4453125	112929.4375	104263.8359375	101391.2109375	31487.7	44423.7	30909.5	27510.9	30251.8	59384.1	33705.5	71241.9	62936.6	33519	33811.9	33976.7	25684.7	64058.5	51433.9	21669.5
A2RT67	Dennd3	DENN domain-containing protein 3	1	0	143888.35	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	0	NaN	0	0	NaN	NaN	NaN	NaN
A2RTL5	Rsrc2	Arginine/serine-rich coiled-coil protein 2	5	100	43876.49	5	4	5	4	4	2	3	4	4	4	5	4	5	5	5	5	82815.3671875	121862.828125	100805.359375	159155.828125	113558.6328125	116678.09375	148486.609375	129202.7265625	129092.171875	150686.640625	191826.609375	122929.2734375	169633.984375	133892.421875	150134.671875	199262.375	55267.8	85669.2	63825	99193	67058.6	30151.7	78192.3	56385.4	79705.1	156885.7	200494.4	67645.6	264882.9	147815.2	214572.5	152043.7
A2TJV2	Palm3	Paralemmin-3	12	81.2	78788.33	11	11	10	10	10	10	12	10	11	10	11	10	0	0	2	0	106483.78125	115590.1015625	141891.40625	157308.96875	128649.8203125	133727.625	136540.5	148680.03125	131564.796875	150685.03125	150697.859375	142991.359375	NaN	NaN	12130.3759765625	NaN	38776.5	35041.2	40576	42900.9	30221.9	31734.4	40163.5	42768.3	38959.5	40939.7	42543.7	39349.6	NaN	NaN	342.5	NaN
A3KGB4	Tbc1d8b	TBC1 domain family member 8B	11	100	127892.75	10	9	6	9	9	7	9	5	11	7	10	10	9	11	10	10	179327.109375	179991.65625	150051.046875	148963.484375	109447.078125	106540.1171875	137275.671875	116016.515625	137173.765625	137041.25	131765	136210.46875	200751.5625	232651.234375	211890.28125	175989.515625	22939.1	18260.8	8074.7	17923.7	11814.9	7065.5	16850.7	8004.9	15914.9	15941.3	15128.8	17999.3	20851.5	27592	22259.1	19031
A3KGF9	Ccdc9b	Coiled-coil domain-containing protein 9B	2	75	58688.27	0	0	1	2	2	2	2	1	2	2	2	2	1	0	2	0	NaN	NaN	75437.8046875	63545.11328125	85238.2578125	37850.12109375	66135.140625	63958.05859375	52983.6640625	60744.375	49617.34375	38350.68359375	104437.3046875	NaN	28281.466796875	NaN	NaN	NaN	7425.6	7843.6	7384.1	4184.5	5578.1	5057.6	4365.1	5765.8	6453.6	1444.6	10185.2	NaN	3096	NaN
A3KGS3	Ralgapa2	Ral GTPase-activating protein subunit alpha-2	8	100	210288.28	7	7	7	6	6	5	3	6	5	3	6	6	4	2	2	4	24811.87109375	34427.15234375	36998.16015625	40755.390625	22985.59375	44828.26953125	45480.9765625	32630.833984375	33953.4921875	17122.841796875	38500.0546875	24341.11328125	16206.5595703125	49702.6328125	35044.70703125	29619.2421875	2609	2714.1	2376	1916.2	1220.5	481	1162.3	1520.7	1397.9	765.8	1867.2	1907.4	1364.5	2181.2	245.7	1700.4
A3KGV1	Odf2	Outer dense fiber protein 2	3	100	95541.41	1	2	2	3	2	1	1	1	1	2	3	2	1	2	1	1	10172.78125	23491.26953125	19716.38671875	13449.60546875	14887.126953125	10157.7744140625	14478.0556640625	16866.39453125	13727.548828125	19912.275390625	16741.990234375	13765.818359375	6034.0009765625	10259.22265625	5972.5537109375	16313.982421875	259.6	1092.9	861.1	901.5	613.1	259.2	369.4	430.4	350.3	857.4	1141.7	594.9	154	448.5	152.4	416.3
A3KGW5	Cercam	Inactive glycosyltransferase 25 family member 3	1	43.8	67672.19	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	5541.20166015625	9696.013671875	30827.103515625	NaN	NaN	NaN	5767.08203125	NaN	NaN	10538.0673828125	2970.53564453125	10302.1337890625	NaN	NaN	NaN	NaN	167.9	293.8	934.2	NaN	NaN	NaN	174.8	NaN	NaN	319.3	90	312.2	NaN	NaN	NaN	NaN
A3KMP2	Ttc38	Tetratricopeptide repeat protein 38	2	100	52223.81	2	1	2	1	2	2	2	2	2	1	1	2	1	1	2	1	11746.0517578125	12618.5595703125	9926.5234375	10421.9189453125	32129.9609375	31062.033203125	31745.365234375	26615.52734375	24082.498046875	18638.541015625	43939.0859375	24701.34765625	2220.494384765625	18932.603515625	19914.595703125	392.80511474609375	272.1	466.1	1198.5	385	2458	1721.1	2567.6	2956.1	1478.9	688.5	1623.1	1635.1	82	699.4	1763.3	14.5
A6H5Y3	Mtr	Methionine synthase	3	81.2	139069.08	2	0	2	1	3	0	3	2	1	0	2	2	2	3	3	3	19738.30078125	NaN	25131.49609375	26750.931640625	29128.775390625	NaN	21579.09375	17839.220703125	36934.33984375	NaN	27325.7265625	22954.90625	63099.04296875	60523.88671875	55420.68359375	49669.2109375	728.7	NaN	553.9	495.5	1031.3	NaN	775	380.2	684.1	NaN	506.2	391.8	1149.6	2224	2027.3	1831.2
A6H5Z3	Exoc6b	Exocyst complex component 6B	9	100	94129.59	4	5	2	5	6	6	7	6	6	7	6	3	7	5	7	4	37332.859375	23291.671875	29211.984375	22858.888671875	26294.767578125	31221.53515625	30643.23828125	36028.92578125	33617.328125	30707.22265625	22437.09375	18190.298828125	47249.92578125	25060.169921875	39106.08203125	33805.62890625	4569.8	1849.5	1090.4	6510.9	9440.6	5718.7	7912.2	8229.3	6914.5	12621.6	3909.8	2409.6	12080.3	7597.9	13128.3	2680.1
A6H611	Mipep	Mitochondrial intermediate peptidase	1	87.5	80852.07	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	30292.501953125	38135.28125	NaN	38529.62890625	19549.51171875	NaN	38468.4375	13949.7578125	31721.369140625	25780.837890625	31262.3828125	26009.4609375	32608.97265625	21200.095703125	33084.9140625	32922.66796875	673.2	847.5	NaN	856.2	434.4	NaN	854.9	310	704.9	572.9	694.7	578	724.6	471.1	735.2	731.6
A6H630	Armt1	Damage-control phosphatase ARMT1	2	100	50548.8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	138591.109375	163939.140625	195652.015625	112834.7109375	160205.3125	92024.21875	122305.4609375	192724.671875	163498	196119.71875	146765.015625	147979.671875	88652.65625	98879.7734375	100323.5625	103221.3984375	18640.4	19670.7	25111.2	14111.9	15498.2	11686.4	16335.2	24674.4	20627.5	24762.1	18121.5	9460.6	9589.3	12341.2	9289.5	13414
