cohort	study	subset	method	alpha	size	purity	endpoint	n	rho	p	k	n_genes_present
OncoSG	OncoSG	all	z-mean	0.25	119	none	CD8A	169	-0.557794241957138	3.327904389405107e-15	0	115
OncoSG	OncoSG	all	z-mean	0.25	119	none	ImmuneScore	169	-0.6049823479687734	3.00669653880375e-18	0	115
OncoSG	OncoSG	all	z-mean	0.25	120	none	CD8A	169	-0.5613221620008951	2.046876578112406e-15	0	116
OncoSG	OncoSG	all	z-mean	0.25	120	none	ImmuneScore	169	-0.6086693849137288	1.6545271172405242e-18	0	116
OncoSG	OncoSG	all	z-mean	0.25	121	none	CD8A	169	-0.5594898314355329	2.6365348813081773e-15	0	117
OncoSG	OncoSG	all	z-mean	0.25	121	none	ImmuneScore	169	-0.6060041768186565	2.5499492948524644e-18	0	117
OncoSG	OncoSG	all	z-mean	0.25	122	none	CD8A	169	-0.5586569539058228	2.9565430447725244e-15	0	118
OncoSG	OncoSG	all	z-mean	0.25	122	none	ImmuneScore	169	-0.6060439560439561	2.533615055529183e-18	0	118
OncoSG	OncoSG	all	z-mean	0.25	123	none	CD8A	169	-0.5571204813286261	3.64921678190292e-15	0	119
OncoSG	OncoSG	all	z-mean	0.25	123	none	ImmuneScore	169	-0.60615334891353	2.489221859439692e-18	0	119
OncoSG	OncoSG	all	z-mean	0.25	124	none	CD8A	169	-0.5625354283725326	1.7295029077812552e-15	0	120
OncoSG	OncoSG	all	z-mean	0.25	124	none	ImmuneScore	169	-0.6110536522301229	1.1197360703779468e-18	0	120
OncoSG	OncoSG	all	z-mean	0.25	125	none	CD8A	169	-0.5632415096216001	1.5674764199058948e-15	0	121
OncoSG	OncoSG	all	z-mean	0.25	125	none	ImmuneScore	169	-0.6116627716175228	1.0129038506235905e-18	0	121
OncoSG	OncoSG	all	z-mean	0.25	126	none	CD8A	169	-0.5638705186216499	1.4356822743896838e-15	0	122
OncoSG	OncoSG	all	z-mean	0.25	126	none	ImmuneScore	169	-0.6104992292775099	1.2265104197925406e-18	0	122
OncoSG	OncoSG	all	z-mean	0.25	127	none	CD8A	169	-0.5672691561831834	8.903563771984386e-16	0	123
OncoSG	OncoSG	all	z-mean	0.25	127	none	ImmuneScore	169	-0.6142384764556711	6.612751813684723e-19	0	123
OncoSG	OncoSG	all	z-mean	0.25	128	none	CD8A	169	-0.5677763413057532	8.286949326920159e-16	0	124
OncoSG	OncoSG	all	z-mean	0.25	128	none	ImmuneScore	169	-0.6143080900999454	6.536626494320594e-19	0	124
OncoSG	OncoSG	all	z-mean	0.25	129	none	CD8A	169	-0.5656705285664562	1.1154746610829553e-15	0	125
OncoSG	OncoSG	all	z-mean	0.25	129	none	ImmuneScore	169	-0.6120133260404754	9.560126120705745e-19	0	125
OncoSG	OncoSG	all	z-mean	0.25	130	none	CD8A	169	-0.5699666848988117	6.069761621999603e-16	0	126
OncoSG	OncoSG	all	z-mean	0.25	130	none	ImmuneScore	169	-0.6155487046889763	5.315311067131718e-19	0	126
OncoSG	OncoSG	all	z-mean	0.25	131	none	CD8A	169	-0.5748321813932674	3.01428029157392e-16	0	127
OncoSG	OncoSG	all	z-mean	0.25	131	none	ImmuneScore	169	-0.6200188951320174	2.5035573029521757e-19	0	127
OncoSG	OncoSG	all	z-mean	0.25	132	none	CD8A	169	-0.5717070260056686	4.73165945066665e-16	0	128
OncoSG	OncoSG	all	z-mean	0.25	132	none	ImmuneScore	169	-0.6172144597483964	4.020652617534733e-19	0	128
OncoSG	OncoSG	all	z-mean	0.25	133	none	CD8A	169	-0.573119188503804	3.861722183179705e-16	0	129
OncoSG	OncoSG	all	z-mean	0.25	133	none	ImmuneScore	169	-0.6179255134006265	3.567196951821459e-19	0	129
OncoSG	OncoSG	all	z-mean	0.25	134	none	CD8A	169	-0.5723037143851624	4.342938572056433e-16	0	130
OncoSG	OncoSG	all	z-mean	0.25	134	none	ImmuneScore	169	-0.6175650141713491	3.790458272424094e-19	0	130
OncoSG	OncoSG	all	z-mean	0.25	135	none	CD8A	169	-0.5733827258714137	3.717648080653512e-16	0	131
OncoSG	OncoSG	all	z-mean	0.25	135	none	ImmuneScore	169	-0.618116950922381	3.453923885364153e-19	0	131
OncoSG	OncoSG	all	z-mean	0.25	136	none	CD8A	169	-0.5748321813932674	3.01428029157392e-16	0	132
OncoSG	OncoSG	all	z-mean	0.25	136	none	ImmuneScore	169	-0.6183481676694347	3.3218008554195827e-19	0	132
OncoSG	OncoSG	all	z-mean	0.25	137	none	CD8A	169	-0.5731042712943166	3.870038357405022e-16	0	133
OncoSG	OncoSG	all	z-mean	0.25	137	none	ImmuneScore	169	-0.6167147332305705	4.37262029046032e-19	0	133
OncoSG	OncoSG	all	z-mean	0.25	138	none	CD8A	169	-0.5712719407289544	5.03631394304648e-16	0	134
OncoSG	OncoSG	all	z-mean	0.25	138	none	ImmuneScore	169	-0.6137213465267765	7.206067035319969e-19	0	134
OncoSG	OncoSG	all	z-mean	0.25	139	none	CD8A	169	-0.57374073889911	3.530304703876298e-16	0	135
OncoSG	OncoSG	all	z-mean	0.25	139	none	ImmuneScore	169	-0.6155661081000449	5.299877053999981e-19	0	135
OncoSG	OncoSG	all	z-mean	0.25	140	none	CD8A	169	-0.57325344338919	3.7876576299819955e-16	0	136
OncoSG	OncoSG	all	z-mean	0.25	140	none	ImmuneScore	169	-0.6166376609815525	4.42952230975454e-19	0	136
OncoSG	OncoSG	all	z-mean	0.25	141	none	CD8A	169	-0.57506091193874	2.915876079469201e-16	0	137
OncoSG	OncoSG	all	z-mean	0.25	141	none	ImmuneScore	169	-0.617020536025061	4.153815289262765e-19	0	137
OncoSG	OncoSG	all	z-mean	0.25	142	none	CD8A	169	-0.57506091193874	2.915876079469201e-16	0	137
OncoSG	OncoSG	all	z-mean	0.25	142	none	ImmuneScore	169	-0.617020536025061	4.153815289262765e-19	0	137
OncoSG	OncoSG	all	z-mean	0.25	143	none	CD8A	169	-0.5763562229625578	2.415054372229543e-16	0	138
OncoSG	OncoSG	all	z-mean	0.25	143	none	ImmuneScore	169	-0.618116950922381	3.453923885364153e-19	0	138
OncoSG	OncoSG	all	z-mean	0.25	144	none	CD8A	169	-0.5762866093182836	2.4396892553620063e-16	0	139
OncoSG	OncoSG	all	z-mean	0.25	144	none	ImmuneScore	169	-0.6182039679777237	3.4036073084899674e-19	0	139
OncoSG	OncoSG	all	z-mean	0.25	145	none	CD8A	169	-0.5795385609865248	1.5146650910902441e-16	0	140
OncoSG	OncoSG	all	z-mean	0.25	145	none	ImmuneScore	169	-0.6208840932822834	2.1610618373878943e-19	0	140
OncoSG	OncoSG	all	z-mean	0.25	146	none	CD8A	169	-0.5780020884093283	1.898513817984735e-16	0	141
OncoSG	OncoSG	all	z-mean	0.25	146	none	ImmuneScore	169	-0.6211600616577992	2.061800682462652e-19	0	141
OncoSG	OncoSG	all	z-mean	0.25	147	none	CD8A	169	-0.5821068072199295	1.0355993419138247e-16	0	142
OncoSG	OncoSG	all	z-mean	0.25	147	none	ImmuneScore	169	-0.6249117398438666	1.0829812924972794e-19	0	142
OncoSG	OncoSG	all	z-mean	0.25	148	none	CD8A	169	-0.5825294614887376	9.724741513182653e-17	0	143
OncoSG	OncoSG	all	z-mean	0.25	148	none	ImmuneScore	169	-0.6240042762667198	1.2664957359727853e-19	0	143
OncoSG	OncoSG	all	z-mean	0.25	149	none	CD8A	169	-0.5846651086470092	7.06735980086594e-17	0	144
OncoSG	OncoSG	all	z-mean	0.25	149	none	ImmuneScore	169	-0.6244319029386903	1.1765101996761529e-19	0	144
OncoSG	OncoSG	all	z-mean	0.25	150	none	CD8A	169	-0.5864203669633534	5.4270504303954195e-17	0	145
OncoSG	OncoSG	all	z-mean	0.25	150	none	ImmuneScore	169	-0.6257645069862264	9.343999195897748e-20	0	145
OncoSG	OncoSG	all	z-mean	0.25	151	none	CD8A	169	-0.5849336184177814	6.788233806750468e-17	0	146
OncoSG	OncoSG	all	z-mean	0.25	151	none	ImmuneScore	169	-0.6241261001441997	1.2401955921350884e-19	0	146
OncoSG	OncoSG	all	z-mean	0.25	152	none	CD8A	169	-0.5859405300581771	5.834268425216346e-17	0	147
OncoSG	OncoSG	all	z-mean	0.25	152	none	ImmuneScore	169	-0.6251628462035702	1.0369790499029198e-19	0	147
OncoSG	OncoSG	all	z-mean	0.25	153	none	CD8A	169	-0.5846551638406842	7.077910319837395e-17	0	148
OncoSG	OncoSG	all	z-mean	0.25	153	none	ImmuneScore	169	-0.6233131122271395	1.426374607353847e-19	0	148
OncoSG	OncoSG	all	z-mean	0.25	154	none	CD8A	169	-0.5861916364178809	5.617575838379114e-17	0	149
OncoSG	OncoSG	all	z-mean	0.25	154	none	ImmuneScore	169	-0.6232534433891901	1.441069202770222e-19	0	149
OncoSG	OncoSG	all	z-mean	0.25	155	none	CD8A	169	-0.5858758888170653	5.891359674253142e-17	0	150
OncoSG	OncoSG	all	z-mean	0.25	155	none	ImmuneScore	169	-0.6229998508279052	1.5051921622887438e-19	0	150
OncoSG	OncoSG	all	z-mean	0.25	156	none	CD8A	169	-0.5873452339515689	4.7190185523992444e-17	0	151
OncoSG	OncoSG	all	z-mean	0.25	156	none	ImmuneScore	169	-0.6239694694445825	1.2741098374393696e-19	0	151
OncoSG	OncoSG	all	z-mean	0.25	157	none	CD8A	169	-0.5881830838844414	4.156087256443093e-17	0	152
OncoSG	OncoSG	all	z-mean	0.25	157	none	ImmuneScore	169	-0.6247774849584805	1.1083902436894084e-19	0	152
OncoSG	OncoSG	all	z-mean	0.25	158	none	CD8A	169	-0.5864203669633534	5.4270504303954195e-17	0	153
OncoSG	OncoSG	all	z-mean	0.25	158	none	ImmuneScore	169	-0.6247252747252747	1.118428347724258e-19	0	153
OncoSG	OncoSG	all	z-mean	0.25	159	none	CD8A	169	-0.5871363930187461	4.8705473463548226e-17	0	154
OncoSG	OncoSG	all	z-mean	0.25	159	none	ImmuneScore	169	-0.6255084282233604	9.767842305382794e-20	0	154
OncoSG	OncoSG	all	z-mean	0.25	160	none	CD8A	169	-0.5874073889910995	4.6748172270993794e-17	0	155
OncoSG	OncoSG	all	z-mean	0.25	160	none	ImmuneScore	169	-0.6239868728556511	1.2702972011476024e-19	0	155
OncoSG	OncoSG	all	z-mean	0.25	161	none	CD8A	169	-0.5851001939237235	6.620517667172509e-17	0	156
OncoSG	OncoSG	all	z-mean	0.25	161	none	ImmuneScore	169	-0.62361891502163	1.3533371514232116e-19	0	156
OncoSG	OncoSG	all	z-mean	0.25	162	none	CD8A	169	-0.5866913629357069	5.2094818862235186e-17	0	157
OncoSG	OncoSG	all	z-mean	0.25	162	none	ImmuneScore	169	-0.6244865993734773	1.1654619218306145e-19	0	157
OncoSG	OncoSG	all	z-mean	0.25	163	none	CD8A	169	-0.5890830888568446	3.6244952025486897e-17	0	158
OncoSG	OncoSG	all	z-mean	0.25	163	none	ImmuneScore	169	-0.626535229476406	8.174112838880093e-20	0	158
OncoSG	OncoSG	all	z-mean	0.25	164	none	CD8A	169	-0.5882601561334594	4.1077305558313025e-17	0	159
OncoSG	OncoSG	all	z-mean	0.25	164	none	ImmuneScore	169	-0.6244319029386903	1.1765101996761529e-19	0	159
OncoSG	OncoSG	all	z-mean	0.25	165	none	CD8A	169	-0.5888220376908161	3.771434426995935e-17	0	160
OncoSG	OncoSG	all	z-mean	0.25	165	none	ImmuneScore	169	-0.6258117448162698	9.267806398795149e-20	0	160
OncoSG	OncoSG	all	z-mean	0.25	166	none	CD8A	169	-0.5897518770821939	3.273109994820737e-17	0	161
OncoSG	OncoSG	all	z-mean	0.25	166	none	ImmuneScore	169	-0.6272288797175676	7.244679949233165e-20	0	161
OncoSG	OncoSG	all	z-mean	0.25	167	none	CD8A	169	-0.5891079508726569	3.610796409178352e-17	0	162
OncoSG	OncoSG	all	z-mean	0.25	167	none	ImmuneScore	169	-0.6264158918005073	8.345380201608834e-20	0	162
OncoSG	OncoSG	all	z-mean	0.25	168	none	CD8A	169	-0.5875814231017852	4.553194970651406e-17	0	163
OncoSG	OncoSG	all	z-mean	0.25	168	none	ImmuneScore	169	-0.6263089851325147	8.501787724444124e-20	0	163
OncoSG	OncoSG	all	z-mean	0.25	169	none	CD8A	169	-0.5895107155288152	3.39579927885989e-17	0	164
OncoSG	OncoSG	all	z-mean	0.25	169	none	ImmuneScore	169	-0.626391029784695	8.381500671528233e-20	0	164
OncoSG	OncoSG	all	z-mean	0.25	170	none	CD8A	169	-0.5873601511610562	4.708373131239306e-17	0	165
OncoSG	OncoSG	all	z-mean	0.25	170	none	ImmuneScore	169	-0.6252498632589131	1.0214885065040886e-19	0	165
OncoSG	OncoSG	all	z-mean	0.25	171	none	CD8A	169	-0.5892770125801801	3.5189773974082814e-17	0	166
OncoSG	OncoSG	all	z-mean	0.25	171	none	ImmuneScore	169	-0.626435781413157	8.316593612587306e-20	0	166
OncoSG	OncoSG	all	z-mean	0.25	172	none	CD8A	169	-0.5889165133509024	3.717596307703165e-17	0	167
OncoSG	OncoSG	all	z-mean	0.25	172	none	ImmuneScore	169	-0.6261871612550346	8.683520216657678e-20	0	167
OncoSG	OncoSG	all	z-mean	0.25	173	none	CD8A	169	-0.589321764208642	3.495056871615286e-17	0	168
OncoSG	OncoSG	all	z-mean	0.25	173	none	ImmuneScore	169	-0.6268410322708965	7.750796004312478e-20	0	168
OncoSG	OncoSG	all	z-mean	0.25	174	none	CD8A	169	-0.5885460693153002	3.93309964764823e-17	0	169
OncoSG	OncoSG	all	z-mean	0.25	174	none	ImmuneScore	169	-0.6261399234249914	8.755006672169726e-20	0	169
OncoSG	OncoSG	all	z-mean	0.25	175	none	CD8A	169	-0.5884689970662822	3.979446457359751e-17	0	170
OncoSG	OncoSG	all	z-mean	0.25	175	none	ImmuneScore	169	-0.6272835761523545	7.175960190859632e-20	0	170
OncoSG	OncoSG	all	z-mean	0.25	176	none	CD8A	169	-0.5872507582914823	4.78698785373472e-17	0	171
OncoSG	OncoSG	all	z-mean	0.25	176	none	ImmuneScore	169	-0.6253319079110935	1.0070907839120936e-19	0	171
OncoSG	OncoSG	all	z-mean	0.25	177	none	CD8A	169	-0.5855228481925315	6.212931128781757e-17	0	172
OncoSG	OncoSG	all	z-mean	0.25	177	none	ImmuneScore	169	-0.6236760976579981	1.3400920840867898e-19	0	172
OncoSG	OncoSG	all	z-mean	0.25	178	none	CD8A	169	-0.5861394261846752	5.661973107617548e-17	0	173
OncoSG	OncoSG	all	z-mean	0.25	178	none	ImmuneScore	169	-0.6246581472825817	1.131465358559893e-19	0	173
OncoSG	OncoSG	all	z-mean	0.25	179	none	CD8A	169	-0.5862363880463429	5.579791952093471e-17	0	174
OncoSG	OncoSG	all	z-mean	0.25	179	none	ImmuneScore	169	-0.6253642285316494	1.0014736765639656e-19	0	174
OncoSG	OncoSG	all	z-mean	0.25	180	none	CD8A	169	-0.5864750633981404	5.3824340997347697e-17	0	175
OncoSG	OncoSG	all	z-mean	0.25	180	none	ImmuneScore	169	-0.6260678235791359	8.865229945076711e-20	0	175
OncoSG	OncoSG	all	z-mean	0.25	181	none	CD8A	169	-0.5877007607776839	4.4715898361080155e-17	0	176
OncoSG	OncoSG	all	z-mean	0.25	181	none	ImmuneScore	169	-0.6273258415792353	7.123296141398373e-20	0	176
OncoSG	OncoSG	all	z-mean	0.25	182	none	CD8A	169	-0.5858684302123216	5.897982151844436e-17	0	177
OncoSG	OncoSG	all	z-mean	0.25	182	none	ImmuneScore	169	-0.6254263835711801	9.907576370455729e-20	0	177
OncoSG	OncoSG	all	z-mean	0.25	183	none	CD8A	169	-0.5856198100541993	6.12294246353733e-17	0	178
OncoSG	OncoSG	all	z-mean	0.25	183	none	ImmuneScore	169	-0.6264929640495251	8.234372702293138e-20	0	178
OncoSG	OncoSG	all	z-mean	0.25	184	none	CD8A	169	-0.5843394162398687	7.421008429700403e-17	0	179
OncoSG	OncoSG	all	z-mean	0.25	184	none	ImmuneScore	169	-0.625038536124509	1.0595080964453216e-19	0	179
OncoSG	OncoSG	all	z-mean	0.25	185	none	CD8A	169	-0.5854756103624883	6.257238665683394e-17	0	180
OncoSG	OncoSG	all	z-mean	0.25	185	none	ImmuneScore	169	-0.6249540052707474	1.075100869244124e-19	0	180
OncoSG	OncoSG	all	z-mean	0.25	186	none	CD8A	169	-0.5821441002436478	1.0298721699874796e-16	0	181
OncoSG	OncoSG	all	z-mean	0.25	186	none	ImmuneScore	169	-0.6224354830689672	1.6580886204637215e-19	0	181
OncoSG	OncoSG	all	z-mean	0.25	187	none	CD8A	169	-0.5805405002237581	1.3063798967593498e-16	0	182
OncoSG	OncoSG	all	z-mean	0.25	187	none	ImmuneScore	169	-0.6205484560688181	2.2881039521889382e-19	0	182
OncoSG	OncoSG	all	z-mean	0.25	188	none	CD8A	169	-0.579672815871911	1.4849798724116134e-16	0	183
OncoSG	OncoSG	all	z-mean	0.25	188	none	ImmuneScore	169	-0.6183879468947343	3.2995743303674263e-19	0	183
OncoSG	OncoSG	all	z-mean	0.25	189	none	CD8A	169	-0.5775297101088958	2.034557410127235e-16	0	184
OncoSG	OncoSG	all	z-mean	0.25	189	none	ImmuneScore	169	-0.6159813037641092	4.9444003111531895e-19	0	184
OncoSG	OncoSG	all	z-mean	0.25	190	none	CD8A	169	-0.5748122917806175	3.0229888515552206e-16	0	185
OncoSG	OncoSG	all	z-mean	0.25	190	none	ImmuneScore	169	-0.6153348913529909	5.508556655284631e-19	0	185
OncoSG	OncoSG	all	z-mean	0.25	191	none	CD8A	169	-0.5758490378399881	2.600252621372313e-16	0	186
OncoSG	OncoSG	all	z-mean	0.25	191	none	ImmuneScore	169	-0.6158793694992791	5.0294486828641495e-19	0	186
OncoSG	OncoSG	all	z-mean	0.25	192	none	CD8A	169	-0.5764606434289693	2.378556948392357e-16	0	187
OncoSG	OncoSG	all	z-mean	0.25	192	none	ImmuneScore	169	-0.6166948436179207	4.387235816100511e-19	0	187
OncoSG	OncoSG	all	z-mean	0.25	193	none	CD8A	169	-0.577099597235344	2.1666804339081857e-16	0	188
OncoSG	OncoSG	all	z-mean	0.25	193	none	ImmuneScore	169	-0.6167147332305705	4.37262029046032e-19	0	188
OncoSG	OncoSG	all	z-mean	0.25	194	none	CD8A	169	-0.5789841380339118	1.643514079492282e-16	0	189
OncoSG	OncoSG	all	z-mean	0.25	194	none	ImmuneScore	169	-0.6182238575903736	3.392207513142741e-19	0	189
OncoSG	OncoSG	all	z-mean	0.25	195	none	CD8A	169	-0.579374471682164	1.5517349805960836e-16	0	190
OncoSG	OncoSG	all	z-mean	0.25	195	none	ImmuneScore	169	-0.617885734175327	3.591186454134452e-19	0	190
OncoSG	OncoSG	all	z-mean	0.25	196	none	CD8A	169	-0.5800706081249069	1.400321151471384e-16	0	191
OncoSG	OncoSG	all	z-mean	0.25	196	none	ImmuneScore	169	-0.6181617025508428	3.4279565230320353e-19	0	191
OncoSG	OncoSG	all	z-mean	0.25	197	none	CD8A	169	-0.5805777932474766	1.2991937113673997e-16	0	192
OncoSG	OncoSG	all	z-mean	0.25	197	none	ImmuneScore	169	-0.6190567351200836	2.9469719872647183e-19	0	192
OncoSG	OncoSG	all	z-mean	0.25	198	none	CD8A	169	-0.583742727860375	8.11431217058136e-17	0	193
OncoSG	OncoSG	all	z-mean	0.25	198	none	ImmuneScore	169	-0.6216821639898564	1.8860706134085012e-19	0	193
OncoSG	OncoSG	all	z-mean	0.25	199	none	CD8A	169	-0.5847496395007709	6.97829865971789e-17	0	194
OncoSG	OncoSG	all	z-mean	0.25	199	none	ImmuneScore	169	-0.6227586892745265	1.5687591014705525e-19	0	194
OncoSG	OncoSG	all	z-mean	0.25	200	none	CD8A	169	-0.5839416239868729	7.87645746740039e-17	0	195
OncoSG	OncoSG	all	z-mean	0.25	200	none	ImmuneScore	169	-0.622577196559097	1.618324196905948e-19	0	195
OncoSG	OncoSG	all	z-mean	0.25	201	none	CD8A	169	-0.5856919099000547	6.056854729033858e-17	0	196
OncoSG	OncoSG	all	z-mean	0.25	201	none	ImmuneScore	169	-0.6240117348714634	1.264869948402298e-19	0	196
OncoSG	OncoSG	all	z-mean	0.25	202	none	CD8A	169	-0.5823405101685646	1.0002159610462804e-16	0	197
OncoSG	OncoSG	all	z-mean	0.25	202	none	ImmuneScore	169	-0.6209064690965144	2.1528423548597374e-19	0	197
OncoSG	OncoSG	all	z-mean	0.25	203	none	CD8A	169	-0.5817885734175328	1.0857537043188166e-16	0	198
OncoSG	OncoSG	all	z-mean	0.25	203	none	ImmuneScore	169	-0.6211128238277561	2.078468829125498e-19	0	198
OncoSG	OncoSG	all	z-mean	0.25	204	none	CD8A	169	-0.582300730943265	1.0061541046655926e-16	0	199
OncoSG	OncoSG	all	z-mean	0.25	204	none	ImmuneScore	169	-0.6220178012033216	1.780936051195175e-19	0	199
OncoSG	OncoSG	all	z-mean	0.25	205	none	CD8A	169	-0.583944110188454	7.87352782595557e-17	0	200
OncoSG	OncoSG	all	z-mean	0.25	205	none	ImmuneScore	169	-0.6228655959425191	1.5402620656206364e-19	0	200
OncoSG	OncoSG	all	z-mean	0.25	206	none	CD8A	169	-0.5848391427576949	6.885194013843724e-17	0	201
OncoSG	OncoSG	all	z-mean	0.25	206	none	ImmuneScore	169	-0.6232260951717965	1.4478536608054068e-19	0	201
OncoSG	OncoSG	all	z-mean	0.25	207	none	CD8A	169	-0.5814902292277858	1.134924194933238e-16	0	202
OncoSG	OncoSG	all	z-mean	0.25	207	none	ImmuneScore	169	-0.6190915419422207	2.9296675832413356e-19	0	202
OncoSG	OncoSG	all	z-mean	0.25	208	none	CD8A	169	-0.5843593058525186	7.398924539067419e-17	0	203
OncoSG	OncoSG	all	z-mean	0.25	208	none	ImmuneScore	169	-0.6217343742230621	1.869326180844152e-19	0	203
OncoSG	OncoSG	all	z-mean	0.25	209	none	CD8A	169	-0.5835363731291333	8.368501790234652e-17	0	204
OncoSG	OncoSG	all	z-mean	0.25	209	none	ImmuneScore	169	-0.6210979066182687	2.0837598077276303e-19	0	204
OncoSG	OncoSG	all	z-mean	0.25	210	none	CD8A	169	-0.585383620903983	6.344409621678059e-17	0	205
OncoSG	OncoSG	all	z-mean	0.25	210	none	ImmuneScore	169	-0.62361891502163	1.3533371514232116e-19	0	205
OncoSG	OncoSG	all	z-mean	0.25	211	none	CD8A	169	-0.585383620903983	6.344409621678059e-17	0	205
OncoSG	OncoSG	all	z-mean	0.25	211	none	ImmuneScore	169	-0.62361891502163	1.3533371514232116e-19	0	205
OncoSG	OncoSG	all	z-mean	0.25	212	none	CD8A	169	-0.5824772512555318	9.800635809619739e-17	0	206
OncoSG	OncoSG	all	z-mean	0.25	212	none	ImmuneScore	169	-0.6213987370095968	1.9795632909658485e-19	0	206
OncoSG	OncoSG	all	z-mean	0.25	213	none	CD8A	169	-0.5792949132315649	1.5700258254643863e-16	0	207
OncoSG	OncoSG	all	z-mean	0.25	213	none	ImmuneScore	169	-0.6173288250211327	3.9440891319188235e-19	0	207
OncoSG	OncoSG	all	z-mean	0.25	214	none	CD8A	169	-0.5784346874844613	1.7817474440823848e-16	0	208
OncoSG	OncoSG	all	z-mean	0.25	214	none	ImmuneScore	169	-0.6166351747799713	4.431369873859621e-19	0	208
OncoSG	OncoSG	all	z-mean	0.25	215	none	CD8A	169	-0.580150166575506	1.3839643670213025e-16	0	209
OncoSG	OncoSG	all	z-mean	0.25	215	none	ImmuneScore	169	-0.6191064591517081	2.922281894487127e-19	0	209
OncoSG	OncoSG	all	z-mean	0.25	216	none	CD8A	169	-0.5796106608323803	1.4986516950917069e-16	0	210
OncoSG	OncoSG	all	z-mean	0.25	216	none	ImmuneScore	169	-0.6165257819103974	4.513413687689854e-19	0	210
OncoSG	OncoSG	all	z-mean	0.25	217	none	CD8A	169	-0.5775147928994083	2.0390050628586113e-16	0	211
OncoSG	OncoSG	all	z-mean	0.25	217	none	ImmuneScore	169	-0.6137238327283576	7.2030935886665865e-19	0	211
OncoSG	OncoSG	all	z-mean	0.25	218	none	CD8A	169	-0.5785987767888221	1.739317319527562e-16	0	212
OncoSG	OncoSG	all	z-mean	0.25	218	none	ImmuneScore	169	-0.6151832330565362	5.649777400248823e-19	0	212
OncoSG	OncoSG	all	z-mean	0.25	219	none	CD8A	169	-0.5777012580180002	1.984085581959083e-16	0	213
OncoSG	OncoSG	all	z-mean	0.25	219	none	ImmuneScore	169	-0.6147158271592661	6.10767227014276e-19	0	213
OncoSG	OncoSG	all	z-mean	0.25	220	none	CD8A	169	-0.5781686639152703	1.8526929879369678e-16	0	214
OncoSG	OncoSG	all	z-mean	0.25	220	none	ImmuneScore	169	-0.6152180398786734	5.617056071686076e-19	0	214
OncoSG	OncoSG	all	z-mean	0.25	221	none	CD8A	169	-0.5779846849982597	1.9033644528966006e-16	0	215
OncoSG	OncoSG	all	z-mean	0.25	221	none	ImmuneScore	169	-0.6145964894833673	6.230283912009446e-19	0	215
OncoSG	OncoSG	all	ssGSEA	0.0	5	none	CD8A	169	-0.3560404480387342	2.026241203496646e-06	0	5
OncoSG	OncoSG	all	ssGSEA	0.0	5	none	ImmuneScore	169	-0.39456789478893234	1.1066540949116874e-07	0	5
OncoSG	OncoSG	all	ssGSEA	0.0	6	none	CD8A	169	-0.4123738252697529	2.5329609221286087e-08	0	6
OncoSG	OncoSG	all	ssGSEA	0.0	6	none	ImmuneScore	169	-0.4564666103127643	4.4487077933808247e-10	0	6
OncoSG	OncoSG	all	ssGSEA	0.0	7	none	CD8A	169	-0.43063746208542597	5.091805068910929e-09	0	7
OncoSG	OncoSG	all	ssGSEA	0.0	7	none	ImmuneScore	169	-0.46837302968524697	1.34788270538848e-10	0	7
OncoSG	OncoSG	all	ssGSEA	0.0	8	none	CD8A	169	-0.4312664710854756	4.809829767903452e-09	0	8
OncoSG	OncoSG	all	ssGSEA	0.0	8	none	ImmuneScore	169	-0.4812963055044503	3.4973594976897476e-11	0	8
OncoSG	OncoSG	all	ssGSEA	0.0	9	none	CD8A	169	-0.4227114514444832	1.033583766740432e-08	0	9
OncoSG	OncoSG	all	ssGSEA	0.0	9	none	ImmuneScore	169	-0.47299239222316153	8.375771127619393e-11	0	9
OncoSG	OncoSG	all	ssGSEA	0.0	10	none	CD8A	169	-0.4438143304659143	1.506137957178949e-09	0	10
OncoSG	OncoSG	all	ssGSEA	0.0	10	none	ImmuneScore	169	-0.48844164884888874	1.6185356787033016e-11	0	10
OncoSG	OncoSG	all	ssGSEA	0.0	11	none	CD8A	169	-0.4691387797722639	1.246270790077343e-10	0	11
OncoSG	OncoSG	all	ssGSEA	0.0	11	none	ImmuneScore	169	-0.5127890209338174	1.0207789607958266e-12	0	11
OncoSG	OncoSG	all	ssGSEA	0.0	12	none	CD8A	169	-0.4569464472179405	4.2434409228523117e-10	0	12
OncoSG	OncoSG	all	ssGSEA	0.0	12	none	ImmuneScore	169	-0.5110536522301229	1.252146191913237e-12	0	12
OncoSG	OncoSG	all	ssGSEA	0.0	13	none	CD8A	169	-0.46297051364924674	2.330402713012882e-10	0	13
OncoSG	OncoSG	all	ssGSEA	0.0	13	none	ImmuneScore	169	-0.5178136343294716	5.612940964038363e-13	0	13
OncoSG	OncoSG	all	ssGSEA	0.0	14	none	CD8A	169	-0.460777683854607	2.902454390361084e-10	0	14
OncoSG	OncoSG	all	ssGSEA	0.0	14	none	ImmuneScore	169	-0.5208269106459151	3.902705628334365e-13	0	14
OncoSG	OncoSG	all	ssGSEA	0.0	15	none	CD8A	169	-0.47857640097459103	4.667623174186819e-11	0	15
OncoSG	OncoSG	all	ssGSEA	0.0	15	none	ImmuneScore	169	-0.5240042762667197	2.650042024372449e-13	0	15
