cohort	study	subset	method	alpha	size	purity	endpoint	n	rho	p	k	n_genes_present
GSE273377 validation	GSE273377	all	ssGSEA	0.75	8	partial	CD8A	60	-0.23628052968659596	0.07159601572516851	1	8
GSE273377 validation	GSE273377	all	ssGSEA	0.75	8	partial	ImmuneScore	60	-0.18350051454451502	0.1641704006063378	1	8
GSE273377 validation	GSE273377	all	ssGSEA	0.75	9	partial	CD8A	60	-0.3113413639656256	0.01638254153087531	1	9
GSE273377 validation	GSE273377	all	ssGSEA	0.75	9	partial	ImmuneScore	60	-0.24126018376367644	0.06565092768247258	1	9
GSE273377 validation	GSE273377	all	ssGSEA	0.75	10	partial	CD8A	60	-0.3290027005129525	0.01094936627787183	1	10
GSE273377 validation	GSE273377	all	ssGSEA	0.75	10	partial	ImmuneScore	60	-0.24042086177074787	0.06662423545548775	1	10
GSE273377 validation	GSE273377	all	ssGSEA	0.75	11	partial	CD8A	60	-0.32635263347998617	0.011648728063233317	1	11
GSE273377 validation	GSE273377	all	ssGSEA	0.75	11	partial	ImmuneScore	60	-0.24166740044289042	0.06518283265737367	1	11
GSE273377 validation	GSE273377	all	ssGSEA	0.75	12	partial	CD8A	60	-0.32854244983871184	0.011068155786482738	1	12
GSE273377 validation	GSE273377	all	ssGSEA	0.75	12	partial	ImmuneScore	60	-0.22757006362434198	0.08302059526231387	1	12
GSE273377 validation	GSE273377	all	ssGSEA	0.75	13	partial	CD8A	60	-0.330310457763191	0.010617835844308516	1	13
GSE273377 validation	GSE273377	all	ssGSEA	0.75	13	partial	ImmuneScore	60	-0.2443956806749807	0.062115377437590664	1	13
GSE273377 validation	GSE273377	all	ssGSEA	0.75	14	partial	CD8A	60	-0.30696171208485573	0.018041208326441575	1	14
GSE273377 validation	GSE273377	all	ssGSEA	0.75	14	partial	ImmuneScore	60	-0.23331817965250176	0.07533153379031148	1	14
GSE273377 validation	GSE273377	all	ssGSEA	0.75	15	partial	CD8A	60	-0.31870103893399393	0.013888562796826058	1	15
GSE273377 validation	GSE273377	all	ssGSEA	0.75	15	partial	ImmuneScore	60	-0.22317479300595225	0.08930732239945699	1	15
GSE273377 validation	GSE273377	all	ssGSEA	0.75	16	partial	CD8A	60	-0.3117753676609462	0.016225515092296423	1	16
GSE273377 validation	GSE273377	all	ssGSEA	0.75	16	partial	ImmuneScore	60	-0.2164160924708979	0.09969557927318859	1	16
GSE273377 validation	GSE273377	all	ssGSEA	0.75	17	partial	CD8A	60	-0.2704076739371534	0.038325031178473926	1	17
GSE273377 validation	GSE273377	all	ssGSEA	0.75	17	partial	ImmuneScore	60	-0.19765914368461504	0.13345577180195609	1	17
GSE273377 validation	GSE273377	all	ssGSEA	0.75	18	partial	CD8A	60	-0.2811181761912048	0.031020490649364397	1	18
GSE273377 validation	GSE273377	all	ssGSEA	0.75	18	partial	ImmuneScore	60	-0.19520038721694127	0.13845323087191097	1	18
GSE273377 validation	GSE273377	all	ssGSEA	0.75	19	partial	CD8A	60	-0.31509101745134144	0.01506781490099058	1	19
GSE273377 validation	GSE273377	all	ssGSEA	0.75	19	partial	ImmuneScore	60	-0.21562892357012114	0.10096406318041967	1	19
GSE273377 validation	GSE273377	all	ssGSEA	0.75	20	partial	CD8A	60	-0.3084191422687247	0.017474034227082217	1	20
GSE273377 validation	GSE273377	all	ssGSEA	0.75	20	partial	ImmuneScore	60	-0.22158060564326293	0.09167763301606928	1	20
GSE273377 validation	GSE273377	all	ssGSEA	0.75	21	partial	CD8A	60	-0.3126821883506944	0.015901570054690395	1	21
GSE273377 validation	GSE273377	all	ssGSEA	0.75	21	partial	ImmuneScore	60	-0.21931135947568287	0.09513619001528204	1	21
GSE273377 validation	GSE273377	all	ssGSEA	0.75	22	partial	CD8A	60	-0.3320570791604599	0.010188622799130808	1	22
GSE273377 validation	GSE273377	all	ssGSEA	0.75	22	partial	ImmuneScore	60	-0.22895492657457278	0.08111379427815167	1	22
GSE273377 validation	GSE273377	all	ssGSEA	0.75	23	partial	CD8A	60	-0.32235774862042094	0.01277579647639237	1	23
GSE273377 validation	GSE273377	all	ssGSEA	0.75	23	partial	ImmuneScore	60	-0.20937518035610056	0.11149099579016526	1	23
GSE273377 validation	GSE273377	all	ssGSEA	0.75	24	partial	CD8A	60	-0.31729468107642506	0.014338178702591757	1	24
GSE273377 validation	GSE273377	all	ssGSEA	0.75	24	partial	ImmuneScore	60	-0.20834938872814585	0.1132953787133231	1	24
GSE273377 validation	GSE273377	all	ssGSEA	0.75	25	partial	CD8A	60	-0.3430117673403655	0.007824153107133502	1	25
GSE273377 validation	GSE273377	all	ssGSEA	0.75	25	partial	ImmuneScore	60	-0.2255994551095793	0.08579464171298445	1	25
GSE273377 validation	GSE273377	all	ssGSEA	0.75	26	partial	CD8A	60	-0.346186019990068	0.007235401705376949	1	26
GSE273377 validation	GSE273377	all	ssGSEA	0.75	26	partial	ImmuneScore	60	-0.23537686981263262	0.07271952613485753	1	26
GSE273377 validation	GSE273377	all	ssGSEA	0.75	27	partial	CD8A	60	-0.3889197525858998	0.0023325300308081054	1	27
GSE273377 validation	GSE273377	all	ssGSEA	0.75	27	partial	ImmuneScore	60	-0.29724099063230075	0.02224015103081931	1	27
GSE273377 validation	GSE273377	all	ssGSEA	0.75	28	partial	CD8A	60	-0.3571840615868584	0.005484062727781605	1	28
GSE273377 validation	GSE273377	all	ssGSEA	0.75	28	partial	ImmuneScore	60	-0.25958433461325287	0.04709764202275024	1	28
GSE273377 validation	GSE273377	all	ssGSEA	0.75	29	partial	CD8A	60	-0.34850842515330893	0.006829522862013803	1	29
GSE273377 validation	GSE273377	all	ssGSEA	0.75	29	partial	ImmuneScore	60	-0.26135627970033676	0.04555821501644937	1	29
GSE273377 validation	GSE273377	all	ssGSEA	0.75	30	partial	CD8A	60	-0.3460482124062315	0.007260134515977805	1	30
GSE273377 validation	GSE273377	all	ssGSEA	0.75	30	partial	ImmuneScore	60	-0.2614563418621849	0.04547252919209648	1	30
GSE273377 validation	GSE273377	all	ssGSEA	0.75	31	partial	CD8A	60	-0.3455149265190294	0.007356542283615671	1	31
GSE273377 validation	GSE273377	all	ssGSEA	0.75	31	partial	ImmuneScore	60	-0.26184764014974043	0.04513871864169445	1	31
GSE273377 validation	GSE273377	all	ssGSEA	0.75	32	partial	CD8A	60	-0.3595506427967625	0.005160104371041477	1	32
GSE273377 validation	GSE273377	all	ssGSEA	0.75	32	partial	ImmuneScore	60	-0.27072759848040845	0.03808786750491103	1	32
GSE273377 validation	GSE273377	all	ssGSEA	0.75	33	partial	CD8A	60	-0.36902879512283515	0.004025120901020647	1	33
GSE273377 validation	GSE273377	all	ssGSEA	0.75	33	partial	ImmuneScore	60	-0.2763603624300114	0.034107285869945346	1	33
GSE273377 validation	GSE273377	all	ssGSEA	0.75	34	partial	CD8A	60	-0.3617998317117456	0.004867938821619745	1	34
GSE273377 validation	GSE273377	all	ssGSEA	0.75	34	partial	ImmuneScore	60	-0.26886470113966116	0.03948607590065701	1	34
GSE273377 validation	GSE273377	all	ssGSEA	0.75	35	partial	CD8A	60	-0.3563715302300976	0.005599338027506491	1	35
GSE273377 validation	GSE273377	all	ssGSEA	0.75	35	partial	ImmuneScore	60	-0.2606399013650331	0.04617554378521168	1	35
GSE273377 validation	GSE273377	all	ssGSEA	0.75	36	partial	CD8A	60	-0.36270202620566677	0.004754901841853263	1	36
GSE273377 validation	GSE273377	all	ssGSEA	0.75	36	partial	ImmuneScore	60	-0.258095154564206	0.04842411151717971	1	36
GSE273377 validation	GSE273377	all	ssGSEA	0.75	37	partial	CD8A	60	-0.393896386872168	0.0020241204131099706	1	37
GSE273377 validation	GSE273377	all	ssGSEA	0.75	37	partial	ImmuneScore	60	-0.3019102962037021	0.02013005178020341	1	37
GSE273377 validation	GSE273377	all	ssGSEA	0.75	38	partial	CD8A	60	-0.4046290658850704	0.0014796556685801176	1	38
GSE273377 validation	GSE273377	all	ssGSEA	0.75	38	partial	ImmuneScore	60	-0.30289788816769075	0.019706241910201868	1	38
GSE273377 validation	GSE273377	all	ssGSEA	0.75	39	partial	CD8A	60	-0.4118606066506394	0.0011910139894680336	1	39
GSE273377 validation	GSE273377	all	ssGSEA	0.75	39	partial	ImmuneScore	60	-0.31295757203563124	0.01580429667466029	1	39
GSE273377 validation	GSE273377	all	ssGSEA	0.75	40	partial	CD8A	60	-0.4128434388276332	0.0011559695495604097	1	40
GSE273377 validation	GSE273377	all	ssGSEA	0.75	40	partial	ImmuneScore	60	-0.31300433940046724	0.015787827805662864	1	40
GSE273377 validation	GSE273377	all	ssGSEA	0.75	41	partial	CD8A	60	-0.39563370411184107	0.0019253624230019541	1	41
GSE273377 validation	GSE273377	all	ssGSEA	0.75	41	partial	ImmuneScore	60	-0.30686722521993803	0.018078514373644133	1	41
GSE273377 validation	GSE273377	all	ssGSEA	0.75	42	partial	CD8A	60	-0.3956475359741729	0.0019245937399293236	1	42
GSE273377 validation	GSE273377	all	ssGSEA	0.75	42	partial	ImmuneScore	60	-0.303003481568605	0.019661380243033287	1	42
GSE273377 validation	GSE273377	all	ssGSEA	0.75	43	partial	CD8A	60	-0.4073187737837574	0.0013656869074768377	1	43
GSE273377 validation	GSE273377	all	ssGSEA	0.75	43	partial	ImmuneScore	60	-0.31604229622869584	0.014749031347171593	1	43
GSE273377 validation	GSE273377	all	ssGSEA	0.75	44	partial	CD8A	60	-0.39451140598962425	0.0019886540694883203	1	44
GSE273377 validation	GSE273377	all	ssGSEA	0.75	44	partial	ImmuneScore	60	-0.2998177527366191	0.021053665730943125	1	44
GSE273377 validation	GSE273377	all	ssGSEA	0.75	45	partial	CD8A	60	-0.4278781717226521	0.0007237557155523711	1	45
GSE273377 validation	GSE273377	all	ssGSEA	0.75	45	partial	ImmuneScore	60	-0.33282046895219786	0.010005801060504459	1	45
GSE273377 validation	GSE273377	all	ssGSEA	0.75	46	partial	CD8A	60	-0.43134431799173034	0.0006476922804275349	1	46
GSE273377 validation	GSE273377	all	ssGSEA	0.75	46	partial	ImmuneScore	60	-0.333969258466357	0.009736042033083744	1	46
GSE273377 validation	GSE273377	all	ssGSEA	0.75	47	partial	CD8A	60	-0.4351116207927669	0.0005732876135895977	1	47
GSE273377 validation	GSE273377	all	ssGSEA	0.75	47	partial	ImmuneScore	60	-0.33965056324042	0.008492697074906247	1	47
GSE273377 validation	GSE273377	all	ssGSEA	0.75	48	partial	CD8A	60	-0.4373660571903708	0.0005325559278589351	1	48
GSE273377 validation	GSE273377	all	ssGSEA	0.75	48	partial	ImmuneScore	60	-0.3399629482047428	0.00842853511269065	1	48
GSE273377 validation	GSE273377	all	ssGSEA	0.75	49	partial	CD8A	60	-0.44896253473930364	0.000361568229559743	1	49
GSE273377 validation	GSE273377	all	ssGSEA	0.75	49	partial	ImmuneScore	60	-0.3552709434215132	0.005758870570225005	1	49
GSE273377 validation	GSE273377	all	ssGSEA	0.75	50	partial	CD8A	60	-0.4431633902310215	0.00043957890044585133	1	50
GSE273377 validation	GSE273377	all	ssGSEA	0.75	50	partial	ImmuneScore	60	-0.3470722472926512	0.007078098646073003	1	50
GSE273377 validation	GSE273377	all	ssGSEA	0.75	51	partial	CD8A	60	-0.44373431956536624	0.00043127105887459584	1	51
GSE273377 validation	GSE273377	all	ssGSEA	0.75	51	partial	ImmuneScore	60	-0.34680152041842427	0.0071258318652926275	1	51
GSE273377 validation	GSE273377	all	ssGSEA	0.75	52	partial	CD8A	60	-0.44335567623358685	0.000436764767134222	1	52
GSE273377 validation	GSE273377	all	ssGSEA	0.75	52	partial	ImmuneScore	60	-0.3501392338814043	0.006556546499500022	1	52
GSE273377 validation	GSE273377	all	ssGSEA	0.75	53	partial	CD8A	60	-0.45163756987759995	0.00033002097212289427	1	53
GSE273377 validation	GSE273377	all	ssGSEA	0.75	53	partial	ImmuneScore	60	-0.3613194620615877	0.004929084773187845	1	53
GSE273377 validation	GSE273377	all	ssGSEA	0.75	54	partial	CD8A	60	-0.4506096670325203	0.00034183403860416035	1	54
GSE273377 validation	GSE273377	all	ssGSEA	0.75	54	partial	ImmuneScore	60	-0.3641363390362459	0.004579951661728341	1	54
GSE273377 validation	GSE273377	all	ssGSEA	0.75	55	partial	CD8A	60	-0.44621849972840366	0.0003967579640407326	1	55
GSE273377 validation	GSE273377	all	ssGSEA	0.75	55	partial	ImmuneScore	60	-0.3607943003295766	0.0049967049115481445	1	55
GSE273377 validation	GSE273377	all	ssGSEA	0.75	56	partial	CD8A	60	-0.4472550975769088	0.00038311415817064254	1	56
GSE273377 validation	GSE273377	all	ssGSEA	0.75	56	partial	ImmuneScore	60	-0.3584911565479933	0.005302994430695854	1	56
GSE273377 validation	GSE273377	all	ssGSEA	0.75	57	partial	CD8A	60	-0.43376923000802536	0.0005988617432804516	1	57
GSE273377 validation	GSE273377	all	ssGSEA	0.75	57	partial	ImmuneScore	60	-0.34924706291622454	0.006704676966080234	1	57
GSE273377 validation	GSE273377	all	ssGSEA	0.75	58	partial	CD8A	60	-0.43417398913743366	0.0005910438844500056	1	58
GSE273377 validation	GSE273377	all	ssGSEA	0.75	58	partial	ImmuneScore	60	-0.3541323082341616	0.005928102887243164	1	58
GSE273377 validation	GSE273377	all	ssGSEA	0.75	59	partial	CD8A	60	-0.4247187357928633	0.0008000276865322329	1	59
GSE273377 validation	GSE273377	all	ssGSEA	0.75	59	partial	ImmuneScore	60	-0.3441056284405392	0.007616715198075451	1	59
GSE273377 validation	GSE273377	all	ssGSEA	0.75	60	partial	CD8A	60	-0.42654252206292775	0.000755159030231935	1	60
GSE273377 validation	GSE273377	all	ssGSEA	0.75	60	partial	ImmuneScore	60	-0.34430154889410475	0.007580072267247742	1	60
GSE273377 validation	GSE273377	all	ssGSEA	0.75	61	partial	CD8A	60	-0.4436160231167488	0.000432980632402261	1	61
GSE273377 validation	GSE273377	all	ssGSEA	0.75	61	partial	ImmuneScore	60	-0.35887186326994897	0.0052512541604200925	1	61
GSE273377 validation	GSE273377	all	ssGSEA	0.75	62	partial	CD8A	60	-0.4398100948584801	0.0004913780771616644	1	62
GSE273377 validation	GSE273377	all	ssGSEA	0.75	62	partial	ImmuneScore	60	-0.3557254362423362	0.005692513656774173	1	62
GSE273377 validation	GSE273377	all	ssGSEA	0.75	63	partial	CD8A	60	-0.44234541756017276	0.00045173503306235443	1	63
GSE273377 validation	GSE273377	all	ssGSEA	0.75	63	partial	ImmuneScore	60	-0.35889141908733974	0.0052486084367082105	1	63
GSE273377 validation	GSE273377	all	ssGSEA	0.75	64	partial	CD8A	60	-0.4569811727353593	0.00027438504993277074	1	64
GSE273377 validation	GSE273377	all	ssGSEA	0.75	64	partial	ImmuneScore	60	-0.37321872244112486	0.0035980684267500084	1	64
GSE273377 validation	GSE273377	all	ssGSEA	0.75	65	partial	CD8A	60	-0.4664095642439476	0.00019662655542599132	1	65
GSE273377 validation	GSE273377	all	ssGSEA	0.75	65	partial	ImmuneScore	60	-0.3758733131930363	0.0033487321229044935	1	65
GSE273377 validation	GSE273377	all	ssGSEA	0.75	66	partial	CD8A	60	-0.46592060439934746	0.0002001016848476459	1	66
GSE273377 validation	GSE273377	all	ssGSEA	0.75	66	partial	ImmuneScore	60	-0.37565257115116396	0.0033688656569300836	1	66
GSE273377 validation	GSE273377	all	ssGSEA	0.75	67	partial	CD8A	60	-0.4575132799874374	0.0002693419561492795	1	67
GSE273377 validation	GSE273377	all	ssGSEA	0.75	67	partial	ImmuneScore	60	-0.36616000798558873	0.004342770355912845	1	67
GSE273377 validation	GSE273377	all	ssGSEA	0.75	68	partial	CD8A	60	-0.4577214384719803	0.00026739222951248717	1	68
GSE273377 validation	GSE273377	all	ssGSEA	0.75	68	partial	ImmuneScore	60	-0.36690191290909785	0.004258570854036072	1	68
GSE273377 validation	GSE273377	all	ssGSEA	0.75	69	partial	CD8A	60	-0.4557104564250427	0.00028677863561511703	1	69
GSE273377 validation	GSE273377	all	ssGSEA	0.75	69	partial	ImmuneScore	60	-0.36573918207844464	0.004391180270223358	1	69
GSE273377 validation	GSE273377	all	ssGSEA	0.75	70	partial	CD8A	60	-0.4620854784526523	0.00022936835779564598	1	70
GSE273377 validation	GSE273377	all	ssGSEA	0.75	70	partial	ImmuneScore	60	-0.36645381354625783	0.0043092520159351165	1	70
GSE273377 validation	GSE273377	all	ssGSEA	0.75	71	partial	CD8A	60	-0.463592460147753	0.00021743129472728744	1	71
GSE273377 validation	GSE273377	all	ssGSEA	0.75	71	partial	ImmuneScore	60	-0.367457569408017	0.004196455860442134	1	71
GSE273377 validation	GSE273377	all	ssGSEA	0.75	72	partial	CD8A	60	-0.45933957693492644	0.00025266933328795004	1	72
GSE273377 validation	GSE273377	all	ssGSEA	0.75	72	partial	ImmuneScore	60	-0.36879980157583575	0.004049700397593738	1	72
GSE273377 validation	GSE273377	all	ssGSEA	0.75	73	partial	CD8A	60	-0.4633828191706994	0.00021905718583791224	1	73
GSE273377 validation	GSE273377	all	ssGSEA	0.75	73	partial	ImmuneScore	60	-0.37296072723439133	0.0036231556966321503	1	73
GSE273377 validation	GSE273377	all	ssGSEA	0.75	74	partial	CD8A	60	-0.4539511684763224	0.0003047803477810748	1	74
GSE273377 validation	GSE273377	all	ssGSEA	0.75	74	partial	ImmuneScore	60	-0.3588239168447079	0.005257745836513185	1	74
GSE273377 validation	GSE273377	all	ssGSEA	0.75	75	partial	CD8A	60	-0.4610670984713806	0.0002377708084094912	1	75
GSE273377 validation	GSE273377	all	ssGSEA	0.75	75	partial	ImmuneScore	60	-0.3733035011950998	0.003589858232977919	1	75
GSE273377 validation	GSE273377	all	ssGSEA	0.75	76	partial	CD8A	60	-0.4612436672320167	0.00023629413030435898	1	76
GSE273377 validation	GSE273377	all	ssGSEA	0.75	76	partial	ImmuneScore	60	-0.3740284540314879	0.0035203264042198566	1	76
GSE273377 validation	GSE273377	all	ssGSEA	0.75	77	partial	CD8A	60	-0.458783111495038	0.00025764681036085155	1	77
GSE273377 validation	GSE273377	all	ssGSEA	0.75	77	partial	ImmuneScore	60	-0.37487046428358245	0.0034410664437797855	1	77
GSE273377 validation	GSE273377	all	ssGSEA	0.75	78	partial	CD8A	60	-0.44291894760616146	0.00044318012783593026	1	78
GSE273377 validation	GSE273377	all	ssGSEA	0.75	78	partial	ImmuneScore	60	-0.35818758395982764	0.00534457230700979	1	78
GSE273377 validation	GSE273377	all	ssGSEA	0.75	79	partial	CD8A	60	-0.43859970112655566	0.0005113955217919294	1	79
GSE273377 validation	GSE273377	all	ssGSEA	0.75	79	partial	ImmuneScore	60	-0.35226948754505233	0.006214382918292035	1	79
GSE273377 validation	GSE273377	all	ssGSEA	0.75	80	partial	CD8A	60	-0.43086025568769204	0.0006578608761525179	1	80
GSE273377 validation	GSE273377	all	ssGSEA	0.75	80	partial	ImmuneScore	60	-0.3472579738643124	0.007045514067473078	1	80
GSE273377 validation	GSE273377	all	ssGSEA	0.75	81	partial	CD8A	60	-0.4373825658520838	0.0005322675949865696	1	81
GSE273377 validation	GSE273377	all	ssGSEA	0.75	81	partial	ImmuneScore	60	-0.3528679318492939	0.006121120373041613	1	81
GSE273377 validation	GSE273377	all	ssGSEA	0.75	82	partial	CD8A	60	-0.43257231761743414	0.0006225310082867131	1	82
GSE273377 validation	GSE273377	all	ssGSEA	0.75	82	partial	ImmuneScore	60	-0.3492312652239936	0.0067073260821419005	1	82
GSE273377 validation	GSE273377	all	ssGSEA	0.75	83	partial	CD8A	60	-0.43196671203829706	0.0006348268754172752	1	83
GSE273377 validation	GSE273377	all	ssGSEA	0.75	83	partial	ImmuneScore	60	-0.35061448061508754	0.006478815075570919	1	83
GSE273377 validation	GSE273377	all	ssGSEA	0.75	84	partial	CD8A	60	-0.4351764206181914	0.0005720785194155789	1	84
GSE273377 validation	GSE273377	all	ssGSEA	0.75	84	partial	ImmuneScore	60	-0.3524528163182229	0.0061856812545741215	1	84
GSE273377 validation	GSE273377	all	ssGSEA	0.75	85	partial	CD8A	60	-0.435887493877971	0.0005589616440704041	1	85
GSE273377 validation	GSE273377	all	ssGSEA	0.75	85	partial	ImmuneScore	60	-0.354235975356437	0.0059125166708973885	1	85
GSE273377 validation	GSE273377	all	ssGSEA	0.75	86	partial	CD8A	60	-0.4447782737496894	0.000416447992679703	1	86
GSE273377 validation	GSE273377	all	ssGSEA	0.75	86	partial	ImmuneScore	60	-0.36050533508659116	0.005034259325442257	1	86
GSE273377 validation	GSE273377	all	ssGSEA	0.75	87	partial	CD8A	60	-0.4330745821489687	0.0006124973382669219	1	87
GSE273377 validation	GSE273377	all	ssGSEA	0.75	87	partial	ImmuneScore	60	-0.3539721970916925	0.0059522462003654755	1	87
GSE273377 validation	GSE273377	all	ssGSEA	0.75	88	partial	CD8A	60	-0.4352251589409846	0.0005711706384738321	1	88
GSE273377 validation	GSE273377	all	ssGSEA	0.75	88	partial	ImmuneScore	60	-0.35747467334812394	0.005443342200873217	1	88
GSE273377 validation	GSE273377	all	ssGSEA	0.75	89	partial	CD8A	60	-0.432294109471498	0.0006281525567678695	1	89
GSE273377 validation	GSE273377	all	ssGSEA	0.75	89	partial	ImmuneScore	60	-0.3586262484082124	0.005284583591694847	1	89
GSE273377 validation	GSE273377	all	ssGSEA	0.75	90	partial	CD8A	60	-0.43324462053005747	0.0006091338312669161	1	90
GSE273377 validation	GSE273377	all	ssGSEA	0.75	90	partial	ImmuneScore	60	-0.35863754469074394	0.005283046639549787	1	90
GSE273377 validation	GSE273377	all	ssGSEA	0.75	91	partial	CD8A	60	-0.43764816642675475	0.0005276481515092102	1	91
GSE273377 validation	GSE273377	all	ssGSEA	0.75	91	partial	ImmuneScore	60	-0.3625668432224276	0.004771690413528835	1	91
GSE273377 validation	GSE273377	all	ssGSEA	0.75	92	partial	CD8A	60	-0.43924364150605144	0.00050065581999107	1	92
GSE273377 validation	GSE273377	all	ssGSEA	0.75	92	partial	ImmuneScore	60	-0.36188764620118696	0.004856833461734935	1	92
GSE273377 validation	GSE273377	all	ssGSEA	0.75	93	partial	CD8A	60	-0.445652800646841	0.0004043886810026619	1	93
GSE273377 validation	GSE273377	all	ssGSEA	0.75	93	partial	ImmuneScore	60	-0.364202955788912	0.004571965808322475	1	93
GSE273377 validation	GSE273377	all	ssGSEA	0.75	94	partial	CD8A	60	-0.4457477438467696	0.00040309874753740276	1	94
GSE273377 validation	GSE273377	all	ssGSEA	0.75	94	partial	ImmuneScore	60	-0.36661321578012057	0.004291162561119763	1	94
GSE273377 validation	GSE273377	all	ssGSEA	0.75	95	partial	CD8A	60	-0.4471234563962898	0.0003848228516744601	1	95
GSE273377 validation	GSE273377	all	ssGSEA	0.75	95	partial	ImmuneScore	60	-0.3849503537394541	0.0026078406377502616	1	95
GSE273377 validation	GSE273377	all	ssGSEA	0.75	96	partial	CD8A	60	-0.4536492021615844	0.0003079717395546167	1	96
GSE273377 validation	GSE273377	all	ssGSEA	0.75	96	partial	ImmuneScore	60	-0.39300306080877323	0.002076642135672605	1	96
GSE273377 validation	GSE273377	all	ssGSEA	0.75	97	partial	CD8A	60	-0.46155886375729704	0.00023367888099627696	1	97
GSE273377 validation	GSE273377	all	ssGSEA	0.75	97	partial	ImmuneScore	60	-0.39521127878968465	0.0019489705472077365	1	97
GSE273377 validation	GSE273377	all	ssGSEA	0.75	98	partial	CD8A	60	-0.46550132844939973	0.0002031261753551457	1	98
GSE273377 validation	GSE273377	all	ssGSEA	0.75	98	partial	ImmuneScore	60	-0.3979382924269269	0.001801009104194245	1	98
GSE273377 validation	GSE273377	all	ssGSEA	0.75	99	partial	CD8A	60	-0.466394712750746	0.0001967312899751946	1	99
GSE273377 validation	GSE273377	all	ssGSEA	0.75	99	partial	ImmuneScore	60	-0.3982736950208637	0.0017835229786270861	1	99
GSE273377 validation	GSE273377	all	ssGSEA	0.75	100	partial	CD8A	60	-0.46934813995330127	0.0001768781405845961	1	100
GSE273377 validation	GSE273377	all	ssGSEA	0.75	100	partial	ImmuneScore	60	-0.4000810481214337	0.0016918851576232987	1	100
GSE273377 validation	GSE273377	all	ssGSEA	0.75	101	partial	CD8A	60	-0.4685761368701556	0.0001818824580915484	1	101
GSE273377 validation	GSE273377	all	ssGSEA	0.75	101	partial	ImmuneScore	60	-0.3989868968369519	0.0017468442933726582	1	101
GSE273377 validation	GSE273377	all	ssGSEA	0.75	102	partial	CD8A	60	-0.4706346603367292	0.00016881774878983011	1	102
GSE273377 validation	GSE273377	all	ssGSEA	0.75	102	partial	ImmuneScore	60	-0.40385774670389163	0.001513875111943665	1	102
GSE273377 validation	GSE273377	all	ssGSEA	0.75	103	partial	CD8A	60	-0.47323445977770134	0.00015354623068449522	1	103
GSE273377 validation	GSE273377	all	ssGSEA	0.75	103	partial	ImmuneScore	60	-0.40765089890097816	0.0013521750953478478	1	103
GSE273377 validation	GSE273377	all	ssGSEA	0.75	104	partial	CD8A	60	-0.47402145746809593	0.00014917930354886084	1	104
GSE273377 validation	GSE273377	all	ssGSEA	0.75	104	partial	ImmuneScore	60	-0.40772458698637126	0.0013491935668293923	1	104
GSE273377 validation	GSE273377	all	ssGSEA	0.75	105	partial	CD8A	60	-0.471533332210944	0.00016338832882019236	1	105
GSE273377 validation	GSE273377	all	ssGSEA	0.75	105	partial	ImmuneScore	60	-0.4115532386126465	0.001202168110863026	1	105
GSE273377 validation	GSE273377	all	ssGSEA	0.75	106	partial	CD8A	60	-0.4662407059965869	0.00019782037536943242	1	106
GSE273377 validation	GSE273377	all	ssGSEA	0.75	106	partial	ImmuneScore	60	-0.4048379562236288	0.0014705084406324894	1	106
GSE273377 validation	GSE273377	all	ssGSEA	0.75	107	partial	CD8A	60	-0.4655212539301041	0.00020298150036572634	1	107
GSE273377 validation	GSE273377	all	ssGSEA	0.75	107	partial	ImmuneScore	60	-0.40432776662080117	0.0014929393271978545	1	107
GSE273377 validation	GSE273377	all	ssGSEA	0.75	108	partial	CD8A	60	-0.4611763721614093	0.00023685594138829214	1	108
GSE273377 validation	GSE273377	all	ssGSEA	0.75	108	partial	ImmuneScore	60	-0.4022200475893683	0.0015888938010938268	1	108
GSE273377 validation	GSE273377	all	ssGSEA	0.75	109	partial	CD8A	60	-0.46259886989778515	0.00022523609673870163	1	109
GSE273377 validation	GSE273377	all	ssGSEA	0.75	109	partial	ImmuneScore	60	-0.4075715186801294	0.0013553935526917967	1	109
GSE273377 validation	GSE273377	all	ssGSEA	0.75	110	partial	CD8A	60	-0.4623660464480377	0.000227101580127667	1	110
GSE273377 validation	GSE273377	all	ssGSEA	0.75	110	partial	ImmuneScore	60	-0.40401908765194156	0.0015066591305923315	1	110
GSE273377 validation	GSE273377	all	ssGSEA	0.75	111	partial	CD8A	60	-0.46573630591962556	0.00020142603344644393	1	111
GSE273377 validation	GSE273377	all	ssGSEA	0.75	111	partial	ImmuneScore	60	-0.4068106486182167	0.0013865935400718709	1	111
GSE273377 validation	GSE273377	all	ssGSEA	0.75	112	partial	CD8A	60	-0.4588115148483058	0.0002573905967887767	1	112
GSE273377 validation	GSE273377	all	ssGSEA	0.75	112	partial	ImmuneScore	60	-0.4054913327488952	0.0014422237935723184	1	112
GSE273377 validation	GSE273377	all	ssGSEA	0.75	113	partial	CD8A	60	-0.4664809628595193	0.00019612375495416576	1	113
GSE273377 validation	GSE273377	all	ssGSEA	0.75	113	partial	ImmuneScore	60	-0.4098276167641745	0.0012665511682089907	1	113
GSE273377 validation	GSE273377	all	ssGSEA	0.75	114	partial	CD8A	60	-0.4850885267780488	9.868264257343365e-05	1	114
GSE273377 validation	GSE273377	all	ssGSEA	0.75	114	partial	ImmuneScore	60	-0.42973135769688786	0.0006821389884807442	1	114
GSE273377 validation	GSE273377	all	ssGSEA	0.75	115	partial	CD8A	60	-0.47187760556973657	0.00016135106925653145	1	115
