	mean_delta
Nubpl	0.007817272909337114
Sqle	0.007813340724552326
Pde1c	0.00781296673802984
Itgbl1	0.007805637511283754
Arf2	0.007803202870899971
Arl4d	0.007802273778106287
Prickle3	0.007798571963106346
Trim6	0.007789001024809551
E430018J23Rik	0.0077860514040084955
Ripk2	0.00778440944724447
Dubr	0.007781354751141442
Sox2	0.007766230847888106
Arvcf	0.007763094535762055
Agbl3	0.007748858966641389
Glt8d1	0.007745624850678124
Arsg	0.007743870914745002
Dok2	0.007743452773990205
Foxred1	0.007734738648252679
Bzw2	0.007731992643944997
Irak1bp1	0.007730218912977406
G6b	0.007729002261887521
Kazn	0.007728354432044298
Flcn	0.0077179588213932716
Sap130	0.007717196561654889
Bag4	0.007715461590257086
Rfx2	0.007711752377463909
Phxr4	0.007711155566860674
Gm20632	0.007706925648397839
Mfn2	0.007705650829333069
Ikbkg	0.007703957279026189
Invs	0.007702619535627583
Qpct	0.00769235358791339
AC174678.1	0.00769219702635025
Kdm4b	0.0076840273345834135
Wdr72	0.007677160884690226
Cdc25b	0.007675617032186795
1810032O08Rik	0.00767478253245004
Zfp959	0.007673052361603723
Rnf138	0.007655072912175986
1700052K11Rik	0.0076545945530697105
Isoc2b	0.007649528837715793
AI463170	0.007644538117478259
Mcm10	0.007632418009859012
Gtf2ird2	0.007631289191063752
Bend3	0.007625515654940729
Kctd15	0.0076176352502614645
Heatr3	0.007615093885398075
Stc2	0.007615050141504457
Map3k3	0.007604055698058603
Rspo1	0.007603013157117036
Rad51b	0.007598339041192917
Tmc7	0.007594235470724623
Smpd5	0.007589642036029826
AC129328.1	0.0075882217863957185
Tubd1	0.007586639138077938
Fam178a	0.00757547343084124
Pcdhga12	0.007573472188204964
9130008F23Rik	0.007554407737217396
Prpf4	0.007551809891001711
Mafa	0.007547885896368819
S100a4	0.007547274316980171
Tbccd1	0.007544858988734466
Kdelc1	0.0075404819175016674
Fam120c	0.007531074251207829
Lrig2	0.007527245729664872
9230112J17Rik	0.0075262162284912585
Apex2	0.007523968554925179
2810402E24Rik	0.007522029615574898
Adap1	0.007520412265343085
Zmym1	0.0075196371093043625
Pigg	0.007514593798130865
Fkbpl	0.00751191792631073
Rad9b	0.007507155940411756
Asb13	0.007505112535036565
Zkscan5	0.007504012397343419
Gm20554	0.007499806143360085
Lipg	0.007491856469419542
Zfp213	0.007483657243666431
Artn	0.007478638668500354
AC161165.6	0.007473720221867957
Rbm10	0.007472603094224526
Gm15912	0.007468712953123541
AW146154	0.007468288527964128
9030622O22Rik	0.007461024123947867
Atxn7l3	0.007447079947446101
B230354K17Rik	0.007445241858111353
1700008J07Rik	0.007439856026831501
Zswim9	0.00743753427543984
Amd2	0.007429851312842414
Zfp60	0.007413529639142227
Gm35166	0.007411936305821098
Vps33a	0.007407549027186123
Prr3	0.007393300747913713
Adamts2	0.007383531721541917
Ifit2	0.0073752003927903915
Galnt2	0.00737199248219477
Gzmb	0.007366335446946416
Taf5	0.007365357084478198
Lhpp	0.007362442521980435
Akr7a5	0.007352190906813434
Agl	0.007350500345773636
Zmynd19	0.007334218719850303
Slc44a4	0.007331692266377423
Bend5	0.0073298729443912105
Zfp970	0.0073293354177528915
C130013H08Rik	0.007328087444439861
Trpm7	0.007322123188457303
Nmnat3	0.007320044387579781
Ogfod1	0.00731827196305306
Tchh	0.0073158807865145855
AI429214	0.007302741638683689
Brpf1	0.007300802717520762
Dhx34	0.007288346464115239
St3gal3	0.007286969974680879
Sfmbt2	0.00728407902889962
Gm17690	0.0072804175707439755
4833418N02Rik	0.007276102548727209
Fhod3	0.007271309993406481
4930513N10Rik	0.007267228747071482
Cc2d1a	0.007266918324945694
1700113A16Rik	0.007265311432937307
Nfatc2	0.007265074985255406
Abcb8	0.007263109109751619
Pyroxd1	0.007262129630667072
Dnmbp	0.0072621098399316625
Klc2	0.007260305175632665
Dll1	0.007259854321623466
Csf1r	0.0072592876791726995
Dzip3	0.007257892051470031
Klf12	0.007254929794423073
Tefm	0.007248300397677868
Trmt10b	0.00724377979784293
Sirt6	0.0072370554758258545
Zfp949	0.007231149002721245
Gm19426	0.007230531112463402
Ankrd22	0.007227769700710983
Alms1	0.007227165765663779
Gm48551	0.007226610340237245
Slc5a5	0.007209158640108753
Ghdc	0.007196982031546078
Kcnc4	0.007196410595313557
Fam199x	0.0071925885299174925
Vipr2	0.007192228454685186
Fcer2a	0.007177844501953031
Pus7	0.007177624719522074
3110043O21Rik	0.007176304875165262
Tbcel	0.007170793049174021
Zfp39	0.007170745687059775
Bmf	0.007165264940533537
Tesk2	0.007163998164868313
Fancg	0.007163321090751555
Crocc	0.007157936153170765
Clec11a	0.007151920158287637
Slc22a4	0.007151073980913781
BC030870	0.0071471771905470905
9330020H09Rik	0.007146488771745735
9430016H08Rik	0.007144168652700275
Mtmr4	0.007142491934082513
Bbs5	0.00713754680616656
Pgm1	0.007133888280246698
Ppp2r2b	0.007125073272105468
Fam216a	0.007121674842031122
Pus10	0.007119214790894412
Stx1a	0.007106801877266483
Glrp1	0.0070928772144059704
Thoc5	0.007089200782249792
Zfp169	0.007083518717744106
Eogt	0.007083177558395966
Ddb2	0.007080004583171402
Brf2	0.0070799436280340276
A330084C13Rik	0.007074079453471963
2900089D17Rik	0.007070971441600076
Sprtn	0.007063241562687
Gda	0.00706103139081709
Gm31410	0.007059400532193879
Kcnn4	0.007057551843232402
Tle6	0.007053875441182023
Gdap10	0.007045165572596057
Coq3	0.007040455079800239
0610010F05Rik	0.007036939457698258
Gar1	0.007027369179407972
1700112E06Rik	0.007020007350511788
Zfp182	0.007019440884539375
3110021N24Rik	0.007018916195965592
Tstd3	0.007010415456481772
Slfn9	0.007009563662963922
Upk1b	0.007009502821636545
Mmab	0.007009084260804864
Eef1akmt4	0.007008108205870195
Fkbp9	0.007004682175855972
Kbtbd7	0.006997646124271647
Lins1	0.006994454908231454
Esp15	0.006993909069610029
Prkd1	0.006985903642490303
Rnf113a1	0.006985821369275201
Gas2	0.006984912363884232
Ddr2	0.006980971345475351
Ints3	0.006980808929712705
Gm26690	0.006980393572566766
Ebpl	0.006978784021796477
Ddias	0.006977736302414688
Gm30893	0.006975995248321979
Usp45	0.006974290173831778
3110009E18Rik	0.006972944620907656
Gm46447	0.00695899650179318
Gm13157	0.006948862387932676
Mknk1	0.006948196405358486
Fbxo34	0.006939952585983093
Gm15800	0.006938357418483775
Acad8	0.006932461179048596
Defb1	0.0069180377827286555
Gm20517	0.006917271164118765
Mcph1	0.006912926031858143
Alg13	0.006911064802058795
Shpk	0.006910870866523096
Rad9a	0.006910210529180291
Casp4	0.00690764281709428
Zfp563	0.006907260961558433
Adnp	0.00689505351837702
Gm44837	0.0068883858013161214
Hist2h2ac	0.006886029438165611
Tdp2	0.006885182596713127
Efcab7	0.006883218707675239
Rassf10	0.006882506630581959
Eaf2	0.006877854452480543
P2ry1	0.006877289369136933
Milr1	0.006875327236821783
Rgma	0.006874010800689173
A730085K08Rik	0.006866545740236342
Gm43796	0.006864241443064034
Crim1	0.00686410564392842
Pomgnt2	0.006862844777626971
Dynlt1c	0.006860832564729116
Parp6	0.0068601814424776985
Ankrd35	0.006858007171135244
Bcs1l	0.006853637713230982
Lppos	0.006851837161914668
Slain1	0.006845761528437216
Gm4117	0.00683816739364964
Cand2	0.006837639863677196
Pold1	0.006835935028327264
Slc9a2	0.006829482372348213
Gatb	0.0068294166563020115
Rpl36	0.0068238223786591945
Fbn2	0.00682249506650009
Gm45844	0.0068156595238235045
Ighg2c	0.006813573500081363
Csnk1g3	0.006809097651567207
3110082I17Rik	0.006803555611747782
Uchl1	0.006802439869229619
E030030I06Rik	0.006801268410349735
Ttc28	0.0067987567290667406
Phyhip	0.006794812958470004
Jakmip1	0.006793266633127274
Setdb2	0.006789786983772026
Ncoa7	0.006779914240897481
Casp6	0.006774038576225778
Nfatc2ip	0.006769242914519428
Pcdhga6	0.006766034052806501
Fam162b	0.006761037679222058
Gpr171	0.006758729040263363
Zc3h3	0.006757135686462359
Arhgap28	0.006753556987389274
Alkbh8	0.006751412097602762
Smc2	0.006749026217076552
Rrnad1	0.006748120525026326
Hist3h2a	0.006743355055225483
Camta2	0.006738553347189325
Slc35c2	0.006736163137701546
Sag	0.006735411516597829
6330403L08Rik	0.006734908594017678
Fut4	0.006734068497435262
Lpar2	0.006733962841386173
Gm16137	0.006730734859015221
Ltf	0.006729184962281151
A530053M12Rik	0.006721421093470115
Pcgf6	0.006720925947435266
Endov	0.00671651441036099
Rab6b	0.0067164491498929915
Snai3	0.006707055893159315
Slc19a1	0.006706031246332141
I830134H01Rik	0.0067046629940053434
Tmem53	0.006704569476455637
Noc3l	0.006688704132155354
Enthd2	0.006685952909659496
Gm42532	0.006685232155986706
Gm7467	0.00667644091504298
Lox	0.0066658150840573525
Slc38a1	0.006661590012758388
Carmil3	0.00665412485705676
Letm2	0.006645645829026288
Arhgef4	0.00664404524975096
Rimbp2	0.00664055947900518
Magix	0.006637813461171268
Drd4	0.006637657103171666
Rab3gap2	0.006636833195738224
P2ry10	0.0066367734943074425
Ppp1r26	0.006633025562228949
Uroc1	0.006629894825732734
Gas1	0.006626996582989307
Lurap1	0.006622826415104313
Fam35a	0.006619193070353848
Gm49207	0.006618799585433236
Gm4285	0.0066157514789155925
Klhl36	0.006614595640125828
Asb8	0.0066088685606896696
Ccdc3	0.0066051502826935645
Ncbp3	0.00660194215695864
Lcmt2	0.006600542883403409
Apol8	0.006596574199233134
Dirc2	0.006596291315627465
Numbl	0.006592634234583257
Itga7	0.006592277007150658
Tmc8	0.0065901128897369555
Cryl1	0.0065835002177561785
Adprhl1	0.006577738193503178
Ylpm1	0.006576857714716944
Cped1	0.006574866309841859
Srgap2	0.006574226575759139
Gm15406	0.00656616999934013
Ltbp2	0.006562827430746142
Napg	0.006553313608680076
Vps45	0.0065488436742674365
Lgals7	0.006546380524659554
B4galnt3	0.006540898599046885
Gm47512	0.006534716167185324
Tsr2	0.006528053449735635
Ovca2	0.006527590559650289
Tceal1	0.006526454946871116
Ascc1	0.006526111392417909
Irf1	0.006523785794581466
Cmss1	0.0065185046455237755
4930481A15Rik	0.006518159423746433
Zfp646	0.0065168726109943054
Ano9	0.0065156586769538494
Cops7b	0.00651268340350198
Lmtk3	0.006511164290037314
Zdhhc2	0.0065002147007050546
Ttf2	0.006499446254087334
Gtf2h2	0.0064960804671201034
Toporsos	0.006492695350891333
Mfsd7b	0.00648964527813105
Tmem82	0.006477648318380986
Gm38394	0.00647394776847295
Smoc2	0.00647227431041261
Ctc1	0.006469136957982678
Cd226	0.006467900675846113
Ddx31	0.00646769141942815
Zfp74	0.006467477172837908
Ptafr	0.006467432108209886
Slc52a3	0.006466711228127987
Prr14l	0.006465243294743984
Mctp2	0.006457073615575683
Faim2	0.006454308660081634
Camk2n2	0.006454046573590185
Galnt12	0.006451274095708724
Lrwd1	0.006446273267233895
Zfp595	0.006440389279812257
Zfp526	0.006440074090198024
Ppara	0.006440005693956713
Gm35507	0.006436347591609625
Gm26903	0.006429415059860333
Fbxl8	0.006426339410698016
Apol6	0.006425959643195022
Hist1h1b	0.0064221379556571815
Uba7	0.006419332200572336
Oxsm	0.006412242600579027
Gm4631	0.006409976768886369
Cecr5	0.006407862244995351
Pcnxl4	0.006405259947474734
Slc39a14	0.006404006945815455
Gorasp1	0.0064030127640025605
Rnf152	0.006402241095653065
Vps16	0.006400642897776718
2500002B13Rik	0.0063954103696963705
Angel1	0.006392994461853459
Vps13c	0.0063920886064937135
Tac1	0.0063859169263946825
Gm26569	0.006379279031220665
St6galnac1	0.006374648599443521
Fastkd5	0.006373489358790482
Ngef	0.006367949340962701
D6Ertd527e	0.006367806479421335
Samd8	0.0063600396122000386
Xpnpep3	0.006343541473540918
Phf8	0.006342973246883753
Ube2cbp	0.00633413966585146
Hist2h3c2	0.0063273145473217805
Iba57	0.0063269199219577205
Nupr1l	0.0063267641828530985
Tmem81	0.006326646363906028
Slc9b2	0.006322428210326523
Tdrd7	0.0063217516384938294
Rnasek	0.006320518200707603
Tbc1d7	0.006316236650540665
Eid3	0.006316007161739013
Lor	0.006315888684692679
Khdrbs3	0.006311368791678338
Zfp326	0.006310870553479917
Hs3st3b1	0.006310350038311756
Slit3	0.0063099014768715
Vstm5	0.006306945938770998
Nkrf	0.0063055059175902
Zbtb11os1	0.006301694754092616
Rsl1	0.006295433355057541
Dnajc28	0.00629241915700726
Cdc34b	0.006287705424305692
Csrnp2	0.006287403726127203
Apol9a	0.006285223405490397
Dnajb3	0.006280101004969222
Suv39h1	0.006273198382339999
Map9	0.006269938658019702
Zc3hc1	0.006269714239244264
Alkbh3	0.0062645088090017426
Mmp2	0.006263526021159988
Dlc1	0.006262386414395297
Lrrc57	0.006261521790218855
Zfp398	0.0062594804308288956
2210408I21Rik	0.006257497424302427
Hist1h2br	0.006255371568275361
Trap1	0.006254450870159157
Elfn1	0.0062527699150823025
Ulk3	0.00625184502638809
Med22	0.006250621904743478
Gm45894	0.006249403221213132
Lrrtm2	0.006244300159390705
Frrs1	0.006243117539129637
Arsk	0.006232931064893566
9330121J05Rik	0.006221666305579053
Fam179a	0.006216502777458874
Lmln	0.006209992102269101
Herc3	0.006203727859452113
BC024063	0.006196569691708102
Mageh1	0.006194344063314598
Oxld1	0.00619235239532501
Hexim1	0.006190595120647798
Rpain	0.006183773265348029
Gm28760	0.00618250496565283
Lrch2	0.006179318866941246
Focad	0.006178625360792968
Rab4a	0.006170881669344495
Fgl1	0.006162616860898069
Pcdhgb4	0.0061562291486159755
Gm45799	0.006155290999188549
1300014J16Rik	0.006153333663710365
Ascl4	0.006147241745486137
Klf15	0.006140632508481716
Gm16568	0.006136160262109979
Syt17	0.006131631570586131
Ccl11	0.006124626334090237
Emc2	0.00611532650953156
Gm49077	0.006112057418896341
Gm10561	0.006104213182042679
Gjb6	0.006103404871470091
AI987944	0.006095529869224172
Gm26733	0.006095127963259416
Tango6	0.006081059662030953
Dnajb5	0.00607944223532765
Degs2	0.006079359465844962
Jaml	0.006078516663190564
Cby1	0.006075896617749936
Aste1	0.00605775196878766
Sdsl	0.006052768861860506
Haus6	0.006050021280956544
Prdm11	0.006037609541826974
Nrg2	0.006035868356412625
Yme1l1	0.006034896108295591
Aars2	0.006031681967062104
Slc25a22	0.00603048044508968
Pla1a	0.006029000850821371
Msantd3	0.006028833926519179
Fbxo36	0.006028622638952878
Exo5	0.006027113299911053
Tbx4	0.006018254773070765
Chst14	0.006012952348422016
Rilpl1	0.00601057499926055
Gm19557	0.006005342395866144
Gm17655	0.006004867021623262
Cenpu	0.0059992188093132195
Arhgef38	0.00599620993970134
Shroom1	0.005995978945011962
Slc9a5	0.005994073315781588
9130230L23Rik	0.005991548951668392
Rom1	0.005985037534938141
Sh2b3	0.0059845228176903095
Gm49201	0.0059843749967302805
Sct	0.005981224742037267
BC002059	0.005977942744385873
Adamdec1	0.005969327936805397
Gm45447	0.005966955573054533
Ccdc173	0.005963829482512085
Arhgap33	0.005954629018972783
Pcolce2	0.005953660728719763
Nup107	0.005942611680499764
Npepl1	0.005941152574431278
Zfp54	0.005934072825890889
Nnmt	0.005933870656595484
Fabp3	0.005932624014900414
Tiam1	0.005921634704910099
Pgbd1	0.00591901979221693
Gm7324	0.005918951310205943
Bex2	0.005917439805500433
Zfp280c	0.005907613175729611
Dcp2	0.005907273913991383
Eif2ak4	0.005905606713990307
Tes3-ps	0.0059053929307948646
Stard13	0.005904546839828713
Colca2	0.005901050108453316
Krt78	0.005900552199122339
Ptprg	0.005898956658905251
Ice2	0.005893094801801078
Aldh5a1	0.005892104999045579
3110045C21Rik	0.00588977750480438
Omp	0.00588429983870492
Zfp972	0.005884131297519911
Snta1	0.005875280697786413
Slc36a1	0.005869360897196014
Zcchc12	0.005867558140336948
Dlgap1	0.005866062106899827
Vrk2	0.005853375814203037
Fam110b	0.005841818601020084
Rab23	0.0058376114607530385
Gmeb2	0.0058345484882781655
Dpep1	0.005827646193898228
Diexf	0.005825704344759426
Zbtb39	0.0058252390326373315
Myo9a	0.005825147353872269
1810007D17Rik	0.005823089124327743
Gm12184	0.005815467504973369
Adm	0.005814896340314783
Gm44275	0.005812433144011707
Ucn2	0.005812415223715184
Olfr266	0.005809673806480386
Snai1	0.005807643556932445
Zdhhc24	0.0058070275267534666
Dcn	0.005799973426078692
1700008O03Rik	0.005797165952181425
Gm31683	0.005793401714207492
Mtg1	0.005791782538841746
Ehbp1	0.005787365576293811
Bcdin3d	0.005772959528284271
Gm17087	0.005768704579147305
Extl2	0.005767732140062494
Zfp65	0.005763099145327839
Dhx8	0.005763081763608169
March3	0.005762118344590074
Gm3550	0.005761762815593188
Ppm1m	0.005756242254731843
Zfp947	0.005754507916569863
Gm12166	0.005753288645311337
1600020E01Rik	0.005748447032726893
Ino80b	0.005744878872998867
Taf6	0.005733358282338281
Nupl2	0.0057219264027165775
Zfp142	0.00571976454706682
Gm15417	0.005715685976388504
Gm16174	0.0057145842454596075
Spink2	0.00571015077011907
Gopc	0.005709256157645948
AY512931	0.005695031131923431
Gsta2	0.005691963370397333
Zfp87	0.005691141652112941
Pcnx4	0.005690679004300633
Wdr4	0.005687130644975009
Ect2	0.005682536456558105
Mblac2	0.005679205633688456
Top2a	0.005679067872013622
Klrb1a	0.005673711589310501
Zfp991	0.005672233608733497
Krt16	0.0056686095813033134
Mmp3	0.005666780644618771
Wdcp	0.005664746267616522
1110020A21Rik	0.005653260529716098
Zfp72	0.005646288559782046
Kcnk3	0.0056338232743766035
Farp2	0.005632395817070937
Zfat	0.005632071955105384
Dtx2	0.005608489884467547
Ercc6	0.005608365466858269
Acp2	0.005600729907227098
R3hcc1l	0.005600269475781583
Tmem202	0.005595708263921838
Gm49035	0.0055933509095969156
Tert	0.005592839453945861
Slc25a21	0.005591459389259068
Loxl1	0.005589579197825656
Zfp365	0.005587519895101458
Gm44096	0.005582918384475727
A230065N10Rik	0.005571512899399043
Gprc5c	0.0055616607230796105
Zfp759	0.0055615637074453396
Pigz	0.005558128057560469
1700026D11Rik	0.005556867946138015
Mlst8	0.005555626690396953
Ces2b	0.0055530634740398295
Adam15	0.0055490590859082
Cdca4	0.005542508001328657
Art4	0.005537761687115068
P2rx5	0.00553654019850866
Lzts3	0.005532112016807277
Elk1	0.0055315459685579705
Rfx7	0.005530661817289899
N4bp2	0.005527945605500775
Gm42788	0.005521965729822643
Mb21d2	0.005513640189861722
Cep70	0.005502533090231872
AC164424.1	0.005501474968288829
Gm40773	0.0055002988459286065
Tasp1	0.005496129105607303
Hinfp	0.005495542483847504
Rnls	0.005494510960535289
Synpr	0.005492176350104322
Gm12942	0.005492061357213435
Pdss1	0.005486898645873934
Adh7	0.005481222109045926
1700125H20Rik	0.0054743828332631805
Spata2	0.005472954793000464
Penk	0.005468396762467453
Zfp719	0.0054672384866688494
Gm16380	0.005465051370785346
Zfp775	0.0054639270749174814
Brca1	0.0054610829654388555
Gm20604	0.005459790791302654
Olfr90	0.005448698462389608
Grin2d	0.0054417031598807996
Oplah	0.005435498718730494
Tfap2b	0.005435217443037933
Steap2	0.005434727218365152
Dand5	0.005431137430985938
Hipk2	0.005424536238193329
Mst1r	0.005418060921404636
Abca8a	0.005416188667709054
Col6a1	0.005408189536381318
Il7	0.005402921310464404
Mbl1	0.005402882504727499
Sclt1	0.0053976712705170685
Zfp689	0.005394560456598383
Itga2b	0.005388386985021321
1810026J23Rik	0.005387673949885426
Elmsan1	0.005384233849271893
Gm14326	0.0053819945064372335
Plekha4	0.0053713133357431815
Mfsd9	0.005370805326291778
Gm43597	0.005365935790773854
Rab43	0.005365531022521248
Zfp780b	0.00536498620972105
Krt15	0.005361707901968376
Kctd8	0.005361535451490546
Gm42031	0.005360427938859955
Fndc10	0.005351455689973379
Slc25a29	0.005351188968622925
Gins1	0.0053497979345787094
Nppb	0.005338478694697175
Gm11273	0.0053380734379762694
Wdr59	0.0053377782645322586
Gm21887	0.00533749479971701
Pask	0.005336765137429969
Adat3	0.005316262533599667
Ttc22	0.0053131565327335945
Intu	0.0053049442366280885
Npr2	0.005304685216881666
Guca1a	0.005303119922942682
Col6a2	0.005295788814361698
Deb1	0.005292840239096881
Zbtb37	0.005285528525568389
Dkk3	0.005284555213364387
Tubgcp2	0.0052827073194537865
Gm47754	0.005282272587279566
Cdon	0.005280129795980811
Casc1	0.005278260159512529
Lonrf3	0.005274298677192274
Rbks	0.005274160185366327
Lysmd2	0.005271806625544168
Map4k1	0.0052716470359863805
Rbak	0.00526355073256027
Ankdd1b	0.005259221697548866
Tslp	0.005258625498255077
AI480526	0.005254758000613459
Srrt	0.00525417359899759
Hist3h2ba	0.005252838592812248
Gm14317	0.005252400963426335
Zbtb3	0.005251178701014399
Gnpda1	0.005247391521945074
Entpd5	0.00524513954310768
Smpd3	0.005244859222119483
Gpr37l1	0.00521911632487471
Arid4a	0.005217941776290932
Irx3os	0.005214389511810735
Tbc1d24	0.005206859795354187
Dmac2	0.005206323592598638
Dck	0.005205380003614071
Zfp955a	0.005202226629938534
Pcx	0.005200761017519559
Rab30	0.005199329675457409
Gm4944	0.005192920104464075
Taco1os	0.005190851610524889
Grik3	0.005186726588520292
Efnb2	0.005185824848516873
A630089N07Rik	0.00518562586182408
Zfp712	0.005184135715372941
Zfp2	0.0051834306787402
Smpd4	0.005178869402485607
Meltf	0.005177729720472268
Rbm4	0.0051749608615217985
Olfr920	0.005173847542943941
2010300F17Rik	0.005172033370701284
Gm29237	0.005171236115997227
Dcp1a	0.00516955458985742
Hgfac	0.005168422240269164
2010005H15Rik	0.005167993739682523
Zfp446	0.0051679627761554705
Tsen54	0.005167120127489515
Gm4707	0.005166280634904339
Als2cr12	0.005165746833668391
Ube2t	0.005156311197052551
5430431A17Rik	0.0051545687398560315
Gm16143	0.005150699136899869
Helb	0.005144001596472396
C920021L13Rik	0.005141772098949054
Gm49380	0.005135526903265969
Cox4i2	0.005135183644595724
Ahsa2	0.005132831986823296
Zfp3	0.005132110035061108
Slc38a9	0.005131828369444466
Plxna3	0.005125582674513558
L2hgdh	0.0051248209492038834
Fam187b	0.005123105824384881
Rtel1	0.005121816874630826
Gm7879	0.0051182070044363615
Pyurf	0.005116419058888118
Mettl4	0.0051088126292748596
Eid2b	0.005101470674173518
C1rl	0.005093088409426322
Mob3a	0.005091458877946217
Carmil2	0.005086664463075088
Nudt13	0.0050823669258673815
Islr	0.0050810548057180745
Ctns	0.005079998294586572
Fancc	0.005077979970651085
Sirt4	0.005077128969129832
Fzd6	0.005068606978083768
P2ry12	0.005064147864634566
Zfp97	0.00506183122183584
4833413G10Rik	0.005058850703689569
Ankrd13d	0.005055997805000552
Espl1	0.005054547624994135
Pcdhga2	0.005053209269954508
Gm26879	0.005052662573953817
Crxos	0.005052656678342258
Olfr552	0.005046155784232645
Bpifb3	0.005043311480417318
9130019O22Rik	0.005032536533029762
Mroh4	0.005032436937927682
Mul1	0.005029657229978807
Krt4	0.005019917239254456
Tprg	0.005015578005603482
CT025624.1	0.0050135332936198825
Bora	0.005013076060697226
Acot10	0.0050086024638524235
Map1s	0.00500141565396339
Wdr12	0.004999039668213701
Gm31805	0.004997319889828143
Sfswap	0.0049885654419117575
Hist1h2bb	0.00498631128984933
1010001N08Rik	0.00498516219250746
A530084C06Rik	0.0049839013492254105
Tubgcp3	0.004979915959933501
Olfr921	0.004969596614869847
Cdc6	0.004966809837423369
C230035I16Rik	0.00496632112871145
Zbtb32	0.004962961225030969
1110035H17Rik	0.004961825520699679
Prr36	0.004960940642948233
Tmem181a	0.004958654573239976
Rhob	0.0049543713567098335
Nipal4	0.00495344784117945
Rbm33	0.004941275620286488
Nacad	0.004936184670330884
Stat5b	0.00493417162300904
Gm45733	0.004933228055149036
Vprbp	0.004932270800896758
Rnf40	0.004931563472771439
Hhat	0.004931375160243288
Nat2	0.004926635633499182
Rimkla	0.00492415525441796
Vegfd	0.004923204973939631
Gm48427	0.00491596912008971
Foxo6	0.0049104554582348695
D830025C05Rik	0.004907939146566439
Trdc	0.004897027556448414
Prl2c5	0.004890012985998838
Rnf24	0.004883693162856882
Aph1b	0.004883000585369381
Ckap2l	0.004882679609495789
Rap1gap2	0.004881500097610539
Egr4	0.004879875897636181
Mrm1	0.004874009015847317
A830035O19Rik	0.00486886227258097
Olfml1	0.004866697379099054
5031439G07Rik	0.004865236745821222
Lin52	0.004863125886059537
Ripk3	0.004862124193693493
Wdr5b	0.004859184988630617
Slc19a2	0.004857314610114285
Ftx	0.004850596935246871
4732471J01Rik	0.004849148972638571
Kcnk4	0.004848621281843354
Vps37d	0.004846862139848674
Bace2	0.004845371739172165
Prl2c2	0.004843951490423542
Cers4	0.004842979178838629
Zfp983	0.0048397545105804355
Trp53rkb	0.00483901963522284
Spryd4	0.004835663598272791
Dars	0.004830447051814897
Rfx1	0.004829774365041292
Pomk	0.004827228626255611
Gm37494	0.004826150882833163
Pou2f3	0.004825536200843223
A330032B11Rik	0.00482255080968388
Crispld2	0.004821322369401767
Brdt	0.0048188448559075185
Gm10382	0.004806380208615732
Gm48435	0.00480207796508828
Zfp317	0.004793231783287763
1500015A07Rik	0.004793155808994961
Il23a	0.004790727592316328
Foxred2	0.004788814289311742
5930412G12Rik	0.004784903733421828
Platr22	0.004783888500582236
Tyw3	0.00478068780885228
Wfdc12	0.004772658010884308
Apitd1	0.0047715890934878465
Espn	0.004770757933105654
Smek2	0.004770268620967126
Ccl20	0.004768171475807196
2610524H06Rik	0.0047658496965688165
Zfp653	0.004762170579215178
Rab29	0.004756413539936327
Gm16124	0.00475631415179059
6330562C20Rik	0.004755392397848046
A730015C16Rik	0.0047463033984771405
Psd3	0.004745686500341418
Etv1	0.00474160436793393
Gm13111	0.004738513382902433
Mrpl47	0.00473505507800535
Acod1	0.004734674287973098
Kcnq5	0.004733257184692602
Nt5dc3	0.00473193522752014
Cacna2d4	0.004731406067460391
Rsf1os1	0.0047211586094544015
Ppp1r13b	0.004720791292369333
Gm47439	0.0047193074239197785
Slc17a6	0.004714768603532626
Taco1	0.004712660520375328
Rpl27-ps3	0.004710729391272061
Pmm2	0.004707423572763444
Fbxl19	0.00470595844994805
Fam71d	0.004704057653567173
Efs	0.0047020282805882874
Slfn2	0.004698302031146648
Ppip5k1	0.004697742224723316
Metrn	0.004696911567159065
Myl7	0.004692813740040258
Pik3cg	0.004688799015834325
Polr3g	0.004685303492115431
Gm47123	0.004682886788906177
Gm5086	0.004680810579245131
Paqr6	0.004679452056634612
Exoc6	0.004678554324346441
Zfp94	0.004674613054044824
E2f8	0.004672910067439731
Serpinb1b	0.004668273206500226
Sco2	0.004667797350951269
Cyb5rl	0.004662433841375023
Spink4	0.004655655956361822
Rncr4	0.004655383572570798
CT025678.1	0.004654948377986275
Gm12279	0.004654578426791669
Trp73	0.004654455210155933
Adck2	0.004649647070927365
Gm26797	0.00463884164444702
Zfp688	0.004636898136106736
Pgm5	0.004636135478829022
Nol10	0.004635991795850282
Pex12	0.004631913835213432
Ntm	0.004629585374210442
Hunk	0.00462781584411298
Alyref2	0.004624876319669549
Aldh1l2	0.004620448353942069
Kdm6bos	0.0046204450006467656
Cdkn3	0.004605282504176476
A430106G13Rik	0.004601530090335972
Mtcp1	0.004599831454370248
Gm28050	0.00459950964652904
Hist2h2be	0.004599432773181156
Gm31718	0.004598078679985482
Bdh2	0.004594615142857541
Smyd5	0.004592742911834187
Xndc1	0.004587542945759076
Zgrf1	0.004581234226285246
Ptger3	0.004578815833930717
Trim69	0.004578435961083071
Dhx35	0.004574698633162816
Ehhadh	0.004574582025572183
Zfp850	0.004573197114897927
Trim32	0.004569408217165749
3110002H16Rik	0.004565621172149001
Krt12	0.004563363492963831
Nup160	0.00455857138561437
Gm48623	0.004553544437561784
