	mean_delta
Pttg1ip	0.13297353260884964
Xrn2	0.13271740221715883
Derl1	0.13270672865488262
Emc7	0.13267727260762188
Itgb6	0.13256880637676624
Tecr	0.13249665407774164
Gng12	0.13248477216964794
Dag1	0.1324568910185131
Ndufb10	0.13242026081255695
Ppig	0.13225418172160014
Gjb4	0.1322054392327987
Anp32b	0.132169234375243
Osgin1	0.13209964851635797
Ssx2ip	0.1320820239511779
Kcmf1	0.13200657545331357
Ndufab1	0.13198076363483227
Irs2	0.13184966499626796
Arpc5l	0.13180743102715797
Tspan2	0.13178477000987251
Syf2	0.13174964982683895
Krcc1	0.13173737269365307
Acaa1a	0.13170671509268014
Rps12	0.131692349729468
Ptrf	0.13168147675106012
Rpl18	0.13162542630134982
Coa3	0.1314825273294235
Vps29	0.13147140126540208
Carmil1	0.13143180244882519
Tra2b	0.1313773288290278
AU021092	0.13134558921569162
Nfkbia	0.1312653560940232
Rap1a	0.13126430647554943
Psmd13	0.13125402702432337
Mtfr1l	0.1312478609584227
Bmpr1a	0.13121360858217881
Rbm25	0.13111892242983395
Fam213a	0.1308851472202096
Runx1	0.1308738809793138
Sumo1	0.13082545026641143
Prdx6	0.130771028926014
Pthlh	0.13073011775965965
Ahnak2	0.1306053315620506
Tm2d1	0.13043329102653942
Baiap2	0.13037050174047973
Cyth2	0.13032240245626095
Ndufb6	0.13002620662784103
Parva	0.1299679868615237
Wasl	0.129965614603315
Psma7	0.12993527813187264
Arf6	0.12986590860371208
Ube3a	0.12983500340873805
Ckmt1	0.12982625353957342
Sgms1	0.1296705015211369
Brd4	0.12965309470593273
Tgif1	0.12959704936645552
Plin2	0.12953061022921936
Cnpy2	0.12948206862957637
Sarnp	0.12935724616862904
Atg101	0.1293308165910334
Rpl13a	0.12929623041962976
Tm2d3	0.12928111741515289
Ubxn4	0.1291699443187377
Fam96b	0.12915314689186144
Psmb6	0.1291375281584314
Chmp4b	0.12892116811548607
Lrrk1	0.12886920561925921
Prss22	0.12885183430482203
Tmem205	0.12871273605703082
Srrm1	0.128675278993147
Sertad1	0.12864784614702973
Tomm20	0.12860570990815864
Snx7	0.12859291120594404
Lpin2	0.12857674657267695
Atp6ap1	0.1285760676506353
Rraga	0.12851609022519137
Os9	0.12849703215666738
Csnk2b	0.12837519117007917
Igf2r	0.12834294749676436
Gfpt1	0.12827589547590457
Tax1bp3	0.12822974923133124
Ndufv3	0.12821950056011328
Clip1	0.1282047214325615
Fam3c	0.12818065490389638
Ndufa13	0.12817675615555257
Imp3	0.1281756737586611
Btg3	0.1280532645312403
Slco2a1	0.12787991577518862
G3bp1	0.1278484416904721
Kmt5b	0.12784166459259652
Etfb	0.12781444426728955
Cxcl17	0.12777717140839964
Tgfbr2	0.12776615416478937
2310007B03Rik	0.12773141006712752
Ghitm	0.12766591642396327
Cd200	0.12765038107618057
Lrp10	0.12760121988417714
Myh9	0.12750138918198126
Sdf2	0.12734062416776157
Epha4	0.12728074115679797
Twf1	0.12727523381321598
Rps27	0.12725903150049073
Rrp1	0.12718608871170356
Ube2k	0.12714947346580346
Mmp14	0.12712248850786415
Rab18	0.1270649599534076
Timm8b	0.12684917076911947
Gsr	0.12667973852778672
Srsf3	0.12663570859733983
Lgals9	0.12657653476591216
Rab38	0.1264732913371965
Supt4a	0.1264569841000506
Rab27b	0.12637560276484794
Adipor1	0.12627829311666558
Dbi	0.12622393601546936
Hdlbp	0.12621088086275087
Mrpl58	0.12618446818496032
Chd4	0.12614631288205544
Tor1aip2	0.12577410744468517
2010111I01Rik	0.12567341037153776
Cacybp	0.1256103987302161
Cox6a1	0.12560217608958
G3bp2	0.1255932114655781
Ndufv1	0.12558687390007608
Cct8	0.12552323449177025
Slc35b1	0.12550567136465365
Nhp2	0.12544876503240587
Igfbp7	0.12543148491150877
Ptprs	0.12541704008134344
Tmem167	0.12538053347424183
Mrps33	0.12534555265683364
Ywhae	0.12520925817708486
Ppp1r12a	0.12515060967018132
Srp19	0.1251018957453291
Bub3	0.12509156894923776
Ppp2r2a	0.12504457837831576
Ahr	0.12498179622340332
Rab1a	0.12494221971943441
Rpp21	0.12478181874199488
Btg1	0.1247294968484689
Mcrip1	0.12468710543242122
Krtap17-1	0.12468650338277869
Acaa2	0.12455554071425835
Gk	0.12450304841007982
Tprgl	0.12445789878259951
Mrpl43	0.12444473689585056
Arpc1a	0.12435856375756438
Hsd17b10	0.12435744933470629
Kdelr1	0.12417944075020496
Srd5a1	0.12413748288297535
Cirbp	0.12411108259610419
Asah1	0.12408422369840401
Tram1	0.12399893204697429
Wdr45	0.12398663534199024
Med10	0.12379777609158057
Suds3	0.12375749313729012
Cox7b	0.1236867064975389
Rps16	0.12367743935273749
Cdc42ep3	0.12365407912213214
Zfand5	0.12362463058678763
Trmt112	0.1235596770136843
Ckap4	0.12345622575294557
Foxa2	0.12342885933121588
Nop53	0.12340658803244843
Enpep	0.12340414914970646
Ubap2l	0.12329233443990854
Ptgfrn	0.12324143959770252
Tead1	0.1232073465187938
Ncor1	0.12317944305370346
Orai1	0.12314756511456984
Lman1	0.1231287502946656
Huwe1	0.12311537387825412
Sumo3	0.123103639215338
Arl8b	0.1230627931099376
Bzw1	0.12298932927654452
Foxp1	0.12295820785254065
Tmem208	0.12291614856221537
Rock2	0.12278433067660537
Mapk3	0.12266272552590761
Nab1	0.12261229491817101
Polr1d	0.12230599769671555
Ssr2	0.12225319225395992
Cdc42ep5	0.1222529189541739
Eif3h	0.12223142303714585
Prelid3b	0.12212515013008518
Epn3	0.12205428302582078
Chmp3	0.12204212814920438
Snrnp70	0.12198304359978909
Tsen34	0.1219017579859295
Kcnj15	0.12183812004564654
Ndufb8	0.12178144141987124
Sec61g	0.12168762047232959
Actr3	0.1216502456479628
Pcmt1	0.12164035776476427
Retreg1	0.12143498453413437
Ten1	0.12123392696478108
Cd47	0.12103895040232418
Cdc37	0.12097007449387366
Fam104a	0.12096201589504196
Tpd52	0.12079052592450415
Psmc6	0.12073040150596874
Tmc4	0.12059022668980554
Txndc5	0.12046819078271323
Ppa2	0.12042927976421222
Sdf4	0.1204227741236816
Mrps21	0.12025446629341331
Atp5a1	0.12024198360734849
Tgfbr1	0.12021873868591489
Guk1	0.12009468145636538
Txndc9	0.12007788327201961
Zbtb7a	0.12007256036617829
Myo1e	0.11972358549201186
Ech1	0.11964524206264594
Wwc2	0.11962966293390036
Erp44	0.11954037991914736
Mapkapk2	0.11940702019714051
Tpd52l2	0.11939709934788437
Rfk	0.11935714553851982
Sema3c	0.11928571968831873
Anp32a	0.11927458673697114
Bcl10	0.11922145404763738
Ebna1bp2	0.11914096651489928
Nars	0.11908921784530944
Ube2r2	0.1190384554465137
Ash1l	0.11899721126565865
Mark2	0.11889461902841011
Arl6ip5	0.1188258055705861
Tsn	0.11882507446045718
Tmem147	0.11879366715530328
Tubb5	0.11879163472269279
Hmox2	0.11878651380492226
Vcl	0.11878181125342342
Mrpl38	0.11872402728860974
Endod1	0.11859966234860639
Vdac1	0.1185635057814007
Ndufb2	0.11851096303264327
Usp25	0.11837345833284453
Psmd1	0.11833905147829404
Mrps18c	0.11831491477495766
Gm10076	0.11826999398333879
Mob4	0.11825933503034215
Rpl4	0.1180562147637352
Bptf	0.11804591236127757
Canx	0.1179507343039479
Mat2b	0.11777920555384933
2210016F16Rik	0.1177666353487664
Nsmce4a	0.11775703497878331
Ncl	0.11768727742373618
Nedd4	0.11765155643381484
Denr	0.11755261527969009
Stat3	0.11749974906350494
Ctse	0.11749553772866723
Ap1s1	0.11744617414037052
Kctd10	0.11743502417324228
Cul1	0.1174272932207522
Arid4b	0.11733171421012815
Cdc42se1	0.11731745145915833
Rab14	0.11721641450813966
Gstp1	0.11716471916710477
Spry1	0.11715424938503242
AI413582	0.1171221392078141
Tmem33	0.11707024371388665
Lama5	0.11701585454771972
Pa2g4	0.11698675578846947
Myo1c	0.11692651278156847
Krtcap3	0.11687814536447565
Glrx2	0.11681116057439926
Ypel5	0.11669930796273567
U2af1	0.11669477574985385
Fmc1	0.11665176310818055
Abhd17c	0.11663046803937151
Arhgef28	0.11662378739625014
Amfr	0.11657664766107668
Sypl	0.11652178859709948
Hspa4l	0.11647125640145498
AA986860	0.11646470554182538
Smim22	0.11643493725852956
Snrnp27	0.11642691074669483
Rps5	0.11633769510036045
Pin4	0.11631865495930963
Tbc1d15	0.11628492085305886
Ss18l2	0.1161731779424956
Cd24a	0.11613995460367166
Cs	0.11612653733365642
Tspan31	0.11608657927858194
R3hdm4	0.11608262851266836
Metrnl	0.11605693755970926
Mdh2	0.11596765300642406
Mea1	0.11593888313843845
Rab21	0.1158761580275243
Atp6v0a1	0.11582996276750938
Vcp	0.11570285581441198
Rps19bp1	0.11567250667763992
Rpl27	0.11564749642049683
Smap1	0.11560980275618322
Samd4b	0.11552431808809097
Cct2	0.11551306250444145
Smim11	0.11542133913593496
Insig2	0.1153298800631606
Mrps24	0.11518660645271601
Ube2e1	0.11507235807894693
Gsn	0.11503268154606808
Ddx24	0.11499289376145293
Pgs1	0.11497867390957876
Mxd1	0.11496774309906208
Cda	0.11494442053116524
Tcp1	0.11492343042360996
Por	0.11484584680807909
Ptbp1	0.1147135867592874
Ubl5	0.11464985793692753
Ociad1	0.11461943429083725
Fibp	0.11454582243734447
Yipf3	0.11440842193220194
Pfdn6	0.11435360088784344
Hspe1	0.11432387734288349
Atp5c1	0.1142868537404461
Gdi2	0.11417806570249835
Sh3glb1	0.11415900142189953
Fam129b	0.1141546772769896
Fus	0.11409421837658451
Tbca	0.11406778542361687
Polr2i	0.11398740646839094
Btf3	0.11397422568723038
Gm19990	0.11395487562076101
Ethe1	0.11393665277828637
Ssr3	0.11386263283522435
Nadk	0.11361541723528602
Rab12	0.11355396519641998
Rwdd1	0.11353031122981598
Atraid	0.11343957882997373
Ctsb	0.11343071112266183
Chchd1	0.11341796161222671
Psmc2	0.11335818373097349
Usp9x	0.1133568754264671
Timp3	0.11316663105184063
Cct5	0.11313856099967441
Midn	0.11313004892264401
Isg20	0.1131065798240691
1810058I24Rik	0.11309751214470214
Ppp1cb	0.11308627452061755
Slc25a24	0.11308310107110917
Slc25a51	0.11303539748543288
Gatad2a	0.11303174232925102
Bnip3l	0.11292409117416309
Zfp36l1	0.11287485975310149
Apbb1	0.11286972941684163
Pten	0.11284380151460192
Urah	0.11284221164502682
Dek	0.11276828261190906
Shc1	0.11270539014338918
Ncstn	0.11270342328780236
Polr2g	0.11262836693445169
Fuca2	0.11259298359060509
Pi4k2b	0.11252626449953433
Tmem160	0.11251793217687421
Lamtor1	0.11249839015843077
F2r	0.11242450164964017
Aimp1	0.11241432447149394
Vps35	0.11239831141898982
Plin3	0.11235939012885006
Znhit1	0.1123187270045335
Spag7	0.11226031787778187
Efna1	0.11223911897894011
Bok	0.11216216135312451
Mrpl28	0.11212947286718526
Acly	0.11194413621748271
AA467197	0.11188212879348612
Arf3	0.11181242691790254
Ubr4	0.11176507148432366
Tsta3	0.11175202611557485
Surf4	0.11173567961009082
Ndufa1	0.11172855508342515
H3f3a	0.11172647400616628
Rb1cc1	0.11162138726958717
Atp8a1	0.11154441880146501
Nfe2l1	0.11153154581005631
Qk	0.11147494045437835
Llph	0.11142627310542948
Arhgef12	0.11136265178741067
Agrn	0.11134019767189011
Scp2	0.11105662677546449
Pum1	0.11104172197966064
Stx7	0.11091946710219082
Mrps34	0.1107602806546316
Ddx39	0.11075400392834123
Uqcc2	0.11068442649119915
Mgat4b	0.11068105282848086
Ilk	0.11065249024725377
Mrpl12	0.1105912630937801
Hnrnpa0	0.11058461289829255
Hmg20b	0.11037286194039075
Ccdc186	0.11024925626791807
Tmem14c	0.11024338777331665
Eif1a	0.11023097229966097
Sec14l1	0.11022204008917484
Gm20186	0.11019096073557597
Rpl28	0.11013501838641566
Kif1b	0.11011440746134238
Krt6a	0.11009181353537502
Fbp2	0.1100731738147772
Kctd14	0.11000442540325363
Scaf11	0.10988788528920869
Psmd14	0.10985454331463683
Eif3d	0.109836609487413
Smarca5	0.10981268908210018
Fam91a1	0.10980239514397856
Rpl22	0.10979621075808318
Sec63	0.10976175852332921
Bud23	0.10974599643358691
Phlda3	0.1097244745865764
Rbm42	0.10968545446409397
Irx2	0.10961061808329171
Cadm4	0.10959537890337955
Clptm1	0.10959185785783454
Clic4	0.10947894224161438
Acer3	0.10946415241139898
Alad	0.10944283075720508
Dpy30	0.10936280525688358
Cnbp	0.10918527865406162
Rpl38	0.10907191532366932
Eef1d	0.10906492142094151
Anxa8	0.10898818305171333
Slc39a8	0.10889757318239528
Cox8a	0.10888197647840868
Zfp91	0.1088363853353208
Rps15a	0.108811715888808
2410015M20Rik	0.108774496704297
Rbm3	0.10862235487610139
Elf3	0.10859671848139503
Cxcl3	0.10855222396049201
Gemin7	0.10830467418499455
Rab5a	0.10826960922040876
Mpzl2	0.10822335714740697
Ppp4c	0.1081167528502693
Mef2a	0.10809815854657134
Hk2	0.10806737458166836
Mast4	0.10801655272249033
Atp5l	0.10794612951919727
Ttc9	0.10793846482414622
Fryl	0.10788136171593458
Etf1	0.10782884312745399
Mrpl32	0.10779586954218599
Pdlim5	0.10773649232623982
Nus1	0.10767105543755005
Rab9	0.10762723445944299
Pgap2	0.1075181792789326
Mrpl51	0.1075122449898718
Tspan15	0.10749413788668007
Sub1	0.10746308921152152
Atp6ap2	0.10745570446990885
Clint1	0.10741115481722814
Timm17a	0.10739278664501602
Rps3	0.10739114922633121
Clptm1l	0.10738816589150295
Jtb	0.10738441525193047
Rpl14	0.1073776318411445
Igsf5	0.10736303671140764
Apc	0.10732264455586457
Mvb12a	0.1072333426482235
Tpt1	0.10716413531383129
Ddx5	0.10710138802224724
Cox7c	0.10694065664412407
Tusc3	0.10685838767501932
Pdap1	0.1068388698911037
Eif3g	0.10680040324380302
Ifngr2	0.10675825235055524
Dync1i2	0.10672982664725898
Dhrs1	0.10672798404351866
Jade1	0.10663568503770761
Hnrnpc	0.10660434573765387
Pmm1	0.10654747587879401
Pitpna	0.10652115681381781
Map7d1	0.10650521355178565
Copa	0.10650124456477514
Marveld1	0.10637363521539325
Thoc7	0.10628190738979701
Klf9	0.10594057485047549
Acot9	0.10593278136114877
Hsd17b12	0.10585454183503133
Cxcl1	0.10579564600413904
Mrpl18	0.105789854953955
Cops7a	0.10573365404513721
Setd3	0.10572622712355433
Elovl7	0.105561848786185
Hint2	0.10552647475171935
Sssca1	0.10550626152457883
Psmc5	0.10547300731541606
Fam107b	0.10545583407158762
Emc10	0.10544364685849894
Hadha	0.10540771975117254
Nmt1	0.10532359854160726
Psmb7	0.10531532824080655
Eif3b	0.10529389873354265
Gnaq	0.10523490523796881
Eef1a1	0.10516880786876508
Trabd	0.10509915803391964
Ppm1g	0.10506462388917247
Rab24	0.10494049547739596
Psmd12	0.10493894805364755
Pdgfa	0.10493677840594115
Itpr3	0.10493453748365797
Comt	0.10490582609017106
Rad23b	0.1048981998474433
Trappc3	0.10488733515195237
Eps8l2	0.1047606331303196
Atp6v0d1	0.10471912376907824
Gclm	0.10469322472408035
Ucp2	0.10469178482844037
Alkbh5	0.10462654422468584
Rasgef1b	0.10459882611887071
Mrps18a	0.10453510546784801
Rsl1d1	0.10448475702107674
Smim15	0.10434326439192407
Adk	0.1043406188239248
Ero1l	0.10433614653527123
Pxn	0.1043204753093409
Ube2d2a	0.10429512687379472
Slc25a39	0.10428465328742799
Nab2	0.10421637536363135
Fam103a1	0.10416670345051263
Slk	0.1041657465364986
Snx6	0.10416431017516223
Ccdc25	0.10411649022123845
Ube2e3	0.10407023954747803
Ppl	0.1040465714248082
Tmem50b	0.10404134642324278
Ccnt2	0.10403076978478586
Polr2c	0.10402197711897469
Knop1	0.10398613156832281
Hikeshi	0.10396443060628346
Pkn2	0.10394084765178324
Lamb2	0.10393867224565204
Celf1	0.1039101486998701
Ostc	0.1038913639671566
Zranb2	0.10381189341872579
Npepps	0.1037717584857941
Echs1	0.1037044630385913
Tuba1c	0.10366061852512018
Eif1ax	0.10361347975568089
Dnajb11	0.10354972137502508
Lima1	0.10354580508420266
Sertad2	0.10354297909222379
Esyt2	0.10343244132867094
Chtop	0.10341628301755264
Nubp1	0.10339191848684637
Unc50	0.10338580970797887
Skil	0.10332581400085132
Cnih4	0.10316745086728982
Larp4b	0.10315905006409828
Ndufa10	0.10313658610819927
Mbd2	0.10309543832918817
Samm50	0.10306736973263946
Tmem183a	0.10294961718631872
Mprip	0.10288269766849563
Ctbp1	0.10287761922715023
Trappc1	0.10282454673994405
Eif3i	0.10281827214918636
Pak2	0.10281624976282029
Hprt	0.10269202821369149
Flii	0.1026625160670264
Tonsl	0.10263911766854779
Prrc2c	0.10254535794190521
Ergic2	0.10252689897694109
Arpp19	0.10249279017684221
Efhd2	0.10247640714957204
Ets2	0.10242191560668634
Ryk	0.10241099949290909
Mrpl42	0.10236672952781256
Mapk1	0.10236419156084471
Cdc5l	0.10232666041384848
Foxa1	0.1023089498277162
Serpine2	0.10222950774322062
Srebf1	0.10216804501768616
Sar1b	0.10209558356009893
Eprs	0.10208305073976488
Fndc3b	0.10198338258412853
Pacsin2	0.10193298626399326
Ltbr	0.10190939155049435
Derl2	0.1018625724180638
Cisd2	0.10183184994543426
Adrm1	0.1017674575527416
Diaph1	0.10165815031391613
Ndufa2	0.1016415067439651
Ppic	0.10157951052775996
Eva1a	0.10144497985414978
Uqcc3	0.10141460658130086
Ifrd1	0.10133697109504473
Rbbp7	0.1013022490447587
Rad21	0.10124900389969582
Amdhd2	0.10124261392906926
Epb41l5	0.10122710144445882
Bad	0.1011638722252992
Atp5o	0.10110674193308959
Papss1	0.10110017759353715
Bag3	0.10094759593372224
Baz2a	0.10085814266860962
Coq7	0.10081734865739199
Naa50	0.10081085926415154
Sqor	0.10075444150028778
Hnrnpul2	0.10075295491545168
Rpl30	0.10073797717484823
Dhx40	0.10073436652886157
Cop1	0.10072988379538304
Rela	0.10064730087129643
Ccdc47	0.10063847475057229
Tns1	0.10062769048111904
Wnk1	0.10054431548204032
Med28	0.10050059328393747
Ctcf	0.10049550889166015
Selenoi	0.10049482499002677
Stx12	0.10049307974107582
Lmo4	0.10045304922640123
Sec22b	0.10036611750989934
Pam16	0.10034759453624963
Mbd3	0.10032772491059073
Arpc1b	0.1003276927047539
Abcd3	0.10027234921592088
Eya2	0.10025907252748145
Spr	0.10021504699692015
Psmd3	0.10020353644205608
Khdrbs1	0.10015511424876018
Ifngr1	0.10008942967402899
Smarcb1	0.10005740288424267
Zmynd11	0.10001354547495375
Lap3	0.0999982236692062
Erg28	0.09994388742278752
Pip4k2c	0.09993352589070947
Rasa1	0.09985822851323937
Dnajc5	0.09984977415909577
Dnajb9	0.09978261114270846
Med29	0.09976141958074712
Rpl10	0.09965148928885958
2810428I15Rik	0.09962255225363931
Csde1	0.09962119879201804
Rock1	0.09959398627634788
Psmb8	0.09956622868290652
Ptpa	0.09955188910257858
Smpd1	0.09951388895241982
Dpm3	0.0994917151022446
Tmem9b	0.09948876634974924
Eif4e	0.0994716164785239
Pak1	0.09943062234832785
Rpl37	0.09940014737940515
Npc1	0.09937821270627588
Trappc6b	0.0993366774754451
F2rl1	0.0992760868880068
Sec31a	0.09927127304964996
Fndc3a	0.09925169785658058
Smagp	0.09916652802431859
Utp11	0.09914417109386224
Gatad1	0.09912298976881037
Pkib	0.0991155849869483
Cisd1	0.0991075747436841
Slc26a2	0.09909505114988959
Tmco1	0.09900503593021193
Eva1b	0.0989604498778439
Otud7b	0.09893743474509933
Syngr2	0.09891919704087378
Rab1b	0.09890656992322434
Snx17	0.09881603480744024
Mtcl1	0.09879085261525074
Slc25a11	0.09878668156774584
Tnks2	0.09878666500409994
Tceb1	0.0987678970840235
Mif4gd	0.09872965099877318
Ndufv2	0.09872788220455986
Dynlrb1	0.09867256510280666
Rtf2	0.09859278376489594
Ier2	0.09854593773230051
Arpc4	0.0985283751357444
Ppp2ca	0.09852362620930159
Rnf186	0.09842995282564293
Il10rb	0.09836813990958869
Rpl39	0.09832242244850908
Nudt4	0.09819644621593046
Lsm4	0.09817057185580287
Sh2d4a	0.09813336965476263
Mtch2	0.09811056680778778
Tex261	0.09806592990515559
Cdkn2b	0.0980536903486707
Lamtor3	0.09798955010974542
Banf1	0.09798073361469258
Bod1l	0.0979788897672632
Rtcb	0.0979694590886322
Exoc5	0.09795546898543019
Eif1b	0.09787151795284202
Sdf2l1	0.09786442350418037
Ube2q1	0.09781510995526968
Ndufa5	0.09777067697882934
Pet100	0.097656577997096
Pnpla2	0.09759576000528734
Pvrl4	0.09755788398403131
Chrac1	0.09738264561173118
Tbl1x	0.0973583700342701
Ptgs2os2	0.09733405360640532
Memo1	0.09729335802479014
Slc44a1	0.09722697535451445
Arl6ip4	0.09721706635371116
Cfl2	0.09719364167467608
Mff	0.09714969258118421
Pfkl	0.09712810636483468
Ppp1r14c	0.09699085730216449
Ahcyl2	0.09690882658474867
Fasn	0.09689417167242222
Abhd11	0.0968827871701222
Sms	0.09681612597383217
Pxdc1	0.0967902415855515
Wars	0.0967800771317271
Clcn5	0.09674100468655775
Ndufa9	0.0967377345625614
Apobec3	0.09667122821809838
Wnt7a	0.0966309281841803
Polr2l	0.096618639486214
Manbal	0.09660388443387714
Atp5k	0.09658893543431467
Spred1	0.0964921916278976
Mien1	0.09632934707060861
Dsp	0.09630707119912406
Zbtb8os	0.0963001244717976
Cox7a2l	0.09624789714773581
Babam2	0.0962359712983905
Shb	0.09606391418546237
Sorl1	0.09605203017521609
Ndufb3	0.09589743845079265
Pbxip1	0.09586999803816673
Pglyrp1	0.09582161227426798
Gstk1	0.09580668052200594
Rnf19b	0.09573183956592865
Ddx47	0.09569146698117623
Mesd	0.09563098019091647
Uba52	0.09562413063379775
Cdc34	0.09555205781233414
Ank3	0.09551762103304584
Med30	0.09551659261614394
Tbrg1	0.09550155874104317
Paqr8	0.09550111265498107
Hibadh	0.09545304194554162
Tab2	0.09542966086853011
Tfdp2	0.09542813505403795
Fam134b	0.0953458829455815
Fam32a	0.09524760002078388
Nsmce3	0.09523752727138322
Bmt2	0.09521813318639805
Gnai2	0.09517338359921405
Napa	0.09515937806614519
Washc2	0.0950973435192481
Map2k1	0.09504559647260044
Maf1	0.09500226808342768
Cab39	0.0949226524773126
Tmem40	0.09488596661304093
Pik3ca	0.0948622195793967
Ppp4r3b	0.0948324131000024
Mob1b	0.09481800584150701
Bod1	0.09480496102004532
Thrap3	0.09476685783852454
Cenpx	0.09476321042618652
Dbnl	0.09463408062815959
Usp34	0.09457880163571483
Cript	0.09456852653216737
Dnpep	0.09455562145215561
Emc8	0.09453511553942885
St8sia6	0.09452100193541635
Zc3h15	0.09451412608842107
Mif	0.0944884535080056
Emd	0.09448036947978124
Senp6	0.09445944492411891
Ecm1	0.09442091396685315
Ccdc68	0.09437803146961539
Smim7	0.09435709894450814
Faf2	0.09418315076337588
Crip1	0.09417160146215808
Mbip	0.09416337946414981
Mtap	0.09413069137716845
Mfsd14a	0.0941201197830724
Scnn1a	0.09408292285963252
Ddx39b	0.09407778855341561
Acsl3	0.09406763601188904
Uba2	0.09400509133066935
Fam120a	0.0939997217403704
Susd6	0.09396946610552859
Pkp3	0.09386727777159498
Stip1	0.09379499881457418
Man1a2	0.09378871343772441
Cebpg	0.09371520167212477
Anxa11	0.0937086815827185
Ak3	0.0935945076351213
Rps3a1	0.09358782692451882
Cldnd1	0.09355377484945
Ptpn13	0.09352682912504592
H2-T22	0.09348047113585375
Wsb2	0.09343844134322181
Sik1	0.093435694204534
Dph3	0.09342887070137519
Etl4	0.09338377682722435
Csnk1a1	0.09334532747931704
Chd1	0.09333116094575035
