gene	stat_low_vs_high
TMEM17	-0.8374902797834533
UMPS	-0.8379165058399817
TRPV3	-0.8382569855898446
GPBP1	-0.8383174929940294
MTRR	-0.8388296106783518
VPS4A	-0.8393318976310244
SCIN	-0.8394887328569696
NDNF	-0.8395560098879347
FAAH2	-0.8398582572886215
TNFRSF11A	-0.839905989096637
CALY	-0.840065351332019
KLHL15	-0.8401628056454478
PLA2G4B	-0.8403201148598503
SPCS2	-0.8406366463779714
TGFB2	-0.8406593721017384
USP1	-0.8407377254467048
HFE	-0.8411798790727603
LINC00589	-0.8418574647497205
ZFP30	-0.8429297165352356
GSDMC	-0.8432338125769784
IZUMO2	-0.8435389921090929
PVALB	-0.843656039371798
GADD45GIP1	-0.8436832812395201
LEMD3	-0.8437452439632187
CNOT6L	-0.8438678962371737
CREB3L2	-0.8438846513265521
LINC00562	-0.8442599369553972
LINC00667	-0.8444350303069861
DGKZ	-0.8444360482372504
LIG4	-0.8445587879809386
CEP126	-0.844594489264871
ARMCX2	-0.8446067161792556
USP18	-0.8448958827271313
TMEM82	-0.8452630872375142
KCNH5	-0.845408233496731
TXNDC12	-0.8455613686696533
TFE3	-0.8464132479260327
UTP4	-0.846660488104655
RAPGEFL1	-0.8472952017490704
SYTL1	-0.8473934614487947
GSK3B	-0.8479273065254391
MIF4GD	-0.848188659595631
TTC37	-0.8483840443369354
PTPRK	-0.8491708690235357
PLD2	-0.8495340659783704
NTM	-0.8498320482140083
FBXW8	-0.8500690037839809
PSMA1	-0.8501667338514661
SOCS2	-0.8503107015358647
TJP1	-0.8504999795229102
NAA16	-0.8505215341780351
FRRS1L	-0.8505417269353205
DDX25	-0.8508048667041382
CLUH	-0.8517940822881668
NFASC	-0.8521285773021933
IKZF2	-0.8523497972063425
SPTLC3	-0.8524750032492281
PGR	-0.8525634215134905
TSIX	-0.8526492673144542
MCM2	-0.8536499374102978
MTPAP	-0.8541169504745002
MAP3K14	-0.8541588068921491
TYRO3	-0.8545208277484306
CHID1	-0.8547315863525508
TOR1A	-0.8553077690396285
NEURL4	-0.8553814953059
IL17C	-0.8555892698702022
USP28	-0.8557918827022473
CTTNBP2NL	-0.8560299471610484
KIF3C	-0.8562179119653915
CTIF	-0.8562507898252889
KRBA1	-0.8565418766502951
ZNF223	-0.8565723981714118
C6ORF141	-0.8565909507750301
SCNN1G	-0.8566472319525903
XYLT1	-0.8566974638174961
KIAA1143	-0.85687718623582
GDF9	-0.8568916862669177
FGF5	-0.8569481367530084
ZNF407	-0.8570354422276356
HOMER1	-0.8574810158977892
TOR4A	-0.8578048207123928
HOXA11	-0.8581065274200436
ASCL5	-0.8585161300566208
ARHGAP4	-0.8586375653099894
E2F2	-0.8594599919230175
SUV39H2	-0.8596209567798696
C5ORF22	-0.8597070028319179
HNRNPDL	-0.8601234408549954
CLK3	-0.8601849893231213
GTF2H1	-0.860273936951609
UCHL1	-0.860444002895353
ALKBH7	-0.8607366266285004
DNAJC17	-0.8608696025405577
ZMYND15	-0.8608901611144014
KIAA1211	-0.8611835140158928
MCCC1	-0.8612452497490583
ADM2	-0.8613162816346628
ZNF142	-0.8613385285768489
ATP8B2	-0.8614569849615166
NDUFS7	-0.8620158278880516
PIK3CB	-0.8621187934315411
ZACN	-0.8621859397674257
PCGF6	-0.8622331046871096
UGT2B11	-0.8627391068250218
PDLIM3	-0.8627493906125974
RFNG	-0.8633081469875038
NCOA2	-0.8638117830676606
PFDN2	-0.8638189107086566
DNAJC8	-0.8639677280270267
CDC23	-0.8640825364787103
ZNF221	-0.86423661784833
DEGS2	-0.8644716308460094
CYP51A1	-0.8647415782361529
CBLN2	-0.8649363073958539
ACOX2	-0.8650572008266029
ZNF527	-0.8651698389572792
RNF217	-0.8655458766490501
EPHX2	-0.865673342357309
INO80C	-0.8658035077349612
SGPP2	-0.865868265153707
VPS11	-0.8659053626034738
DCAF15	-0.866024118764278
ZNF681	-0.8660352151622046
SLC43A2	-0.866133167033977
SUMF1	-0.8665439069896496
TMEM99	-0.8667096492198997
N4BP2L2	-0.8673676407001543
WSCD1	-0.8674058760476041
TRAM2-AS1	-0.8676134197723259
ADGRB2	-0.8677221910945382
CCDC169	-0.8677943087120269
CADPS	-0.867961636323648
STX4	-0.8679874828097223
POLR1B	-0.8679946438401321
MYO3B	-0.8682987443750297
GTF3C2	-0.868540028642259
NBPF20	-0.8691088468943324
BLZF1	-0.86920137682453
C5ORF38	-0.8694500715951744
MRPL34	-0.8696187749564398
DHX38	-0.8697017148109915
IGHMBP2	-0.8698583881181907
NUDC	-0.8698653136001414
TCTA	-0.8699153001718232
RAP1GAP2	-0.8703805659269024
SRSF3	-0.8704029696441693
ZNF284	-0.8710788338671441
ACIN1	-0.8713310951139377
ZNF488	-0.871349391463736
ISCA2	-0.8713979187744014
MAP3K11	-0.8719134908372113
MFHAS1	-0.8721549944625739
RUNDC3B	-0.8727666370419265
KCNT2	-0.8730467063998213
HEATR3	-0.8736368307369422
ANO5	-0.87381150157485
RMDN2	-0.8738877451063952
LINC00683	-0.8740041907529718
ZNF721	-0.8740382846384357
PPM1E	-0.8741989081365146
IGSF10	-0.8747237139102911
MED30	-0.874962041148523
MS4A15	-0.8752603607930078
PDE7A	-0.8753525010901623
TIGD6	-0.8755041730218246
TTLL12	-0.8756686217987378
TBL3	-0.8756692953212079
PCBD2	-0.8758223539778526
IFT81	-0.8760595612744158
CACNG4	-0.8761820967011331
WDR18	-0.8763472218854453
ALMS1	-0.8766736305035145
HPGD	-0.8766968294708095
MUTYH	-0.8767939163752666
GNG4	-0.877396909788604
ARFGEF1	-0.8774516836778514
NRP1	-0.8775260243139842
CAMK2N2	-0.8778884164425174
NXN	-0.8783484942247347
COX17	-0.878980586426339
UQCR11	-0.8790658125674119
KCNMB3	-0.8792067915987907
ZNF706	-0.8801375527674675
FOSB	-0.880216125985517
MIAT	-0.8805464320144106
UQCRQ	-0.8805479810566706
WDR7	-0.8806062693805086
RBM34	-0.8807785611999219
PCDHB11	-0.8809856255141939
CCDC150	-0.8811712874150124
N4BP2L1	-0.8813213037251593
ST7L	-0.881411567372961
ENDOD1	-0.8815528180068111
XPC	-0.88167201611873
SLC25A1	-0.8819918897600052
RIC8A	-0.8824896749222624
GPR161	-0.8828952699069929
SLC17A8	-0.88300895683359
NEB	-0.8836867720199575
STMN2	-0.884290402879413
NOXO1	-0.8846016700636933
SPATA2L	-0.8846252602774505
INTS4	-0.8851123223393075
BTRC	-0.885134358935181
NCAPH2	-0.8854577468921466
PPOX	-0.885851612311871
GTF2IRD2B	-0.8858621292380683
SCTR	-0.8861100695043828
TCEA2	-0.8861103381560698
ZNF10	-0.8864714265663124
PLIN5	-0.886797056680203
EYA1	-0.8868283456957424
CAPRIN2	-0.8869476167252629
POLR1D	-0.8870117279806474
SULT4A1	-0.8874310071470147
SUGP1	-0.8874555483665966
CNBD2	-0.8876870619167981
TSPYL2	-0.8878487327649686
SMYD3	-0.888295654851877
PLCD4	-0.8884800374520273
ZSCAN20	-0.8886054835025573
POPDC2	-0.8897122517864378
MTBP	-0.8901856975237641
NKX2-8	-0.8903678943097288
ISCU	-0.8908625242065499
ZNF420	-0.8908898174858563
YY1	-0.8916973157229864
PLXNA1	-0.8917106381349261
SLCO2A1	-0.891852030743601
ASB8	-0.8923907257315261
TMEM59	-0.8926083847531537
KCNJ2	-0.8928867835357187
NIPAL2	-0.8933120305018826
AR	-0.893323321487824
MT-ND3	-0.8935984322359711
METTL3	-0.8936579521594761
ARHGEF5	-0.8939981755853919
ERH	-0.8944475256334874
PTDSS2	-0.8945013108591278
NACC1	-0.8945782908196273
PXDC1	-0.8949173923357302
UQCC3	-0.8951010579887823
RUNX1T1	-0.8951159301191598
EXOSC5	-0.8952731549754166
MBTPS1	-0.8956682869494624
SUN1	-0.8964476970048013
FAM172A	-0.8964514777064565
CEP76	-0.8968529159312993
GMFB	-0.8976231139444979
MTA1	-0.8976516141595303
TXNDC17	-0.8989996568825487
RAB1A	-0.899008130178244
TDRD7	-0.8997105410144054
GCHFR	-0.899936410814822
BAX	-0.9001184974369668
PEAK1	-0.9002318522586047
DCAF8	-0.9003091038835995
ZMYND19	-0.9003887235627942
MTFR1L	-0.9004288463587391
ATG9A	-0.90050888749139
DUSP23	-0.9007605825067865
MRPL9	-0.9009998883077176
NAA25	-0.9012470139358773
KIF5B	-0.901277760346009
ARL5A	-0.9013918167053968
RNF113A	-0.9014026109508468
SNHG15	-0.9017069851231551
CREB3	-0.9017440844179835
PARVA	-0.9017927458051783
PCNP	-0.9019591634350141
BCDIN3D	-0.9020996937767566
BCL2L2	-0.9023866963998695
APCDD1	-0.9026802387016432
ANAPC16	-0.903504468222129
NEIL1	-0.9037679913097049
KRT83	-0.9040293923396377
ZNF236	-0.9040522213642883
ZDHHC12	-0.9041741270936051
PELI3	-0.904368296910891
PRIMA1	-0.9044254673067857
NISCH	-0.9045059366208651
EGLN2	-0.9045509293771601
APOO	-0.9046347608496144
MIR9-3HG	-0.9046761605972369
NANS	-0.9048411600695824
CSAD	-0.9051554928980218
SRGAP3	-0.9051832009486389
PIFO	-0.905786745804607
CNTN6	-0.9060354406516783
EGFLAM	-0.906328141161085
WDR81	-0.9064448885632092
ADAL	-0.9066531250235008
CREG1	-0.9070241269087781
BBS9	-0.9071876609860502
ENTPD7	-0.9072212059831668
MTERF3	-0.9073517905483152
ZNF549	-0.9076738643820516
KLF14	-0.9083213530999266
RALGDS	-0.9087962915607514
VWDE	-0.9088418814064829
ANKRD26	-0.90900687010038
TMPRSS7	-0.9092381290388916
ALOX12B	-0.9092964316625382
ZNF567	-0.9093486197239469
SCGN	-0.9095682641733704
SCRN3	-0.9097442107523259
DNAJC6	-0.9099484974749905
TTI1	-0.9100523755853105
CCDC88B	-0.9101606721606579
ST3GAL6	-0.9102872737288075
TNC	-0.9109669943585054
MST1R	-0.9111088236695666
PDGFRL	-0.9115876720181874
C19ORF44	-0.9117686617638978
ARL9	-0.9117816002961281
FEZF1	-0.9119680701185122
ACSS3	-0.9126271532368099
MICU3	-0.9126672649417457
LINC00092	-0.9133199676325405
APOM	-0.9133710830635016
SLC35F3	-0.9136321651759085
RNASEH2C	-0.9137153818112537
USP27X-AS1	-0.9137383182239375
NSRP1	-0.9137783298871817
ITGB6	-0.9139851700539932
MYH14	-0.9144110728752419
ASGR1	-0.9147295361567446
RNF220	-0.9150203548295937
SETDB2	-0.9153547763091495
ATP2C2	-0.9156197950692718
PDE8A	-0.915806132615388
TNK2	-0.9166400622655608
GLCCI1	-0.9166930325567495
APOD	-0.9167450354562232
FN3KRP	-0.9169040145752039
FLNB	-0.9172635755878612
AL023806.1	-0.9172822714417764
TRIM66	-0.9174050209894402
ERICD	-0.9176693799640696
SLC25A19	-0.9178865521871167
KIF3A	-0.9179289575193661
PPP2R3B	-0.9182872555044459
DENND4C	-0.9185029687683267
SPDEF	-0.9185403010333731
SLFN11	-0.9197636997795581
ZNF367	-0.9199678853400927
OXCT1	-0.9200405852700481
PAK4	-0.9200703384830913
PSTK	-0.9201638860405137
THBS3	-0.9205198704020494
FBXO46	-0.9206263185734896
NPRL2	-0.9207390918052494
ERCC6	-0.9211428087556062
FDPS	-0.9212928510777344
KLC2	-0.9213529920041438
NFATC2IP	-0.921450044992116
FAM220A	-0.9219157988161765
NELFA	-0.9219722624993593
CD3EAP	-0.9220304874778414
HAX1	-0.9223737349271552
CBFB	-0.9232031093206831
NEURL1	-0.9236750669899264
CYP2J2	-0.9236764467916224
BACE1	-0.92370626845739
SCGB3A1	-0.9237351302313805
EIF4E3	-0.9237662169669824
PAFAH1B2	-0.9237780751977257
NACC2	-0.9238177858588126
ZNF503-AS1	-0.9243151286174741
KLRG2	-0.9243801026058679
PHF21B	-0.9245093879689051
GALNT16	-0.924535569400576
CPA6	-0.9246348849229691
C15ORF41	-0.9251799647210761
RIMS4	-0.9254351863498481
SIRT5	-0.9257918231817464
LINC01471	-0.9260491827286359
EFNA3	-0.9264432559147268
TMED2	-0.926603510186014
CD207	-0.926668917049858
KDELR1	-0.9269314464234573
NMU	-0.9272041960377029
CPLX1	-0.9273102641377295
HMX2	-0.9286690772035403
PIK3R2	-0.9296996021173641
ZNF559	-0.9298823243950068
TMEM150A	-0.9299150953079122
GJB1	-0.9300383148533239
ZNF638	-0.9304944396821697
ZSCAN12	-0.9311250649282378
LINC01266	-0.9312871327605855
WDR83OS	-0.9320191347350147
GPR3	-0.9321132739981556
RAB3B	-0.9322015097110383
LDAH	-0.9323353211348139
ARHGEF40	-0.9327024869906637
BMP2	-0.9327659584994935
NUDCD1	-0.9329042434198358
NCOA7	-0.9330704953635095
PFN2	-0.9332989607795823
RAD18	-0.9334401360309984
UCN3	-0.9334740999311923
GRAMD1A	-0.9334743641361423
SPRY1	-0.9337206542343156
MCMDC2	-0.9344924293516262
SLC29A3	-0.9346815196628444
PTPN12	-0.935294562217698
ZCCHC10	-0.9357365128012466
ANXA13	-0.9357443546908298
CDK2AP1	-0.9359549149611522
POU5F1	-0.9368461333062427
KIF18B	-0.93696057307245
ALKBH3	-0.9376008179831486
AKAP11	-0.9380321444325125
NFYB	-0.9381372183169145
ABCB10	-0.9384871405988184
UBAC1	-0.9388093715207886
ATN1	-0.9389327134077909
CPSF2	-0.9389925964786829
TSPAN14	-0.9392024097252095
ANGEL1	-0.9393388706366153
MPST	-0.939339900963753
ZSCAN21	-0.9394403633747738
RRAGC	-0.9396618319337399
CTNNA2	-0.9402743173676076
ZKSCAN3	-0.9410951141224314
B3GALNT2	-0.9411741908810919
NOMO3	-0.9412843459689966
DLGAP3	-0.9414891364963345
EXOSC10	-0.9427002111180667
CYP2U1	-0.9428829044766339
SGK3	-0.9429945334561268
EI24	-0.9432364283210646
B4GALT3	-0.9432903604964368
P2RY2	-0.943630690237873
PSMC6	-0.9436830329170766
NUDT17	-0.9443587081733429
CARD10	-0.9445395878116157
ZNF586	-0.9446554269290063
ANKRD30BL	-0.9449320722325267
NKX1-2	-0.9450429730282564
SLC8A3	-0.9451838220783133
TMEM141	-0.9452783285655043
OAT	-0.9461087768613555
ST6GAL1	-0.9464248168588715
AMT	-0.9465196857952127
IKBKB	-0.9466052593030415
SIGLEC15	-0.946878639559044
HOXB13	-0.9470141236843134
SLC25A45	-0.9472925330323715
CCNY	-0.9475394632861726
PIGH	-0.9475975347715758
SAMD5	-0.9478588428767134
KLHL7	-0.9479556692469528
VSTM2L	-0.9479712170992122
KANSL1L	-0.9480909677751688
DRD4	-0.9481501655597104
CX3CL1	-0.9481924709418196
GUF1	-0.9482251210566554
SAMD13	-0.948304716928808
SOCS1	-0.9483464655458117
PDZD2	-0.9487472127189334
TSPAN10	-0.948927527005471
KATNB1	-0.9490715605344606
PRIMPOL	-0.9492896680740721
RND2	-0.9495293902536099
SUFU	-0.9503177930281775
CST3	-0.9512112688911611
CTU2	-0.9513351305206362
CACNA1E	-0.9513439736618003
TOX4	-0.951489034000982
RFFL	-0.9515062961948535
ACTR3B	-0.9515451370728836
GOLGA4	-0.9518534601382558
SERTM1	-0.951872588144111
NSD1	-0.951916364419122
PPT1	-0.9521475074740451
BBIP1	-0.952195076142889
PIKFYVE	-0.9523468558523603
PIGB	-0.9526118766423992
TMEM183A	-0.9526749284517239
DLL1	-0.9540222430831925
ZNF226	-0.9540761670612968
FANCM	-0.954239110072951
ZBTB11	-0.9554263439121716
TUBG1	-0.9555417559350787
SEC14L6	-0.9556862288549776
EHMT1	-0.9559032823733868
PRMT2	-0.9560028297505502
SLC12A6	-0.9568006717839697
FAM53C	-0.9571730381736504
CUL3	-0.9572799614899703
CCDC87	-0.9577985300976437
RHBDF1	-0.9579714483712556
TPRG1L	-0.9580502304498598
ACP2	-0.9580571817179429
IFT46	-0.9584255969615414
TNIK	-0.958769891055261
KLF10	-0.9592013206587235
CATSPERG	-0.9595155444068056
APLP2	-0.9595632176062464
TOR1B	-0.9603547673141075
RHOQ	-0.9606614948665007
RBM27	-0.9611283483873649
PHACTR1	-0.9611966706988143
ASCC2	-0.9612427216315977
SLF2	-0.9616016519482754
CRHR1	-0.9616235148945214
AGTR2	-0.9617065476176591
SDR16C5	-0.9617295273097743
PALM2-AKAP2	-0.9622065154497462
TACC2	-0.9624336824627325
THAP4	-0.9624518083901791
PACERR	-0.9632470529469285
GNS	-0.9633237718639727
ARHGAP33	-0.9635584843812739
AKNAD1	-0.9639187671077629
RELL2	-0.9640493260212439
CLASP2	-0.9646481742558702
RNF139-AS1	-0.965032069511118
ZNF493	-0.9654699475213352
CTBP2	-0.9656694979385371
CPT1B	-0.9657213946508257
CSNK1G3	-0.9658215010544793
DCAF10	-0.9659352794670234
NUP98	-0.9665661947549249
HLA-DQB2	-0.9670971106809382
POLDIP2	-0.9673349910275635
UBAP1L	-0.9673691280348193
POLH	-0.9675635687990033
RUFY1	-0.9679909629925098
CDKN2C	-0.9679928478464448
S100Z	-0.9683949043831506
EIF2AK4	-0.9685603781169676
ANKRD11	-0.9689756242935352
XKRX	-0.9690260075780482
RPS4X	-0.9693721963137243
HOXC10	-0.9694761394911864
ANAPC7	-0.9695997940176323
ITGB3BP	-0.9696077994018972
SF3A1	-0.9697122553736642
PRDM13	-0.9697753100313886
BGLAP	-0.969910626924524
LHX9	-0.9699771629053437
CCNC	-0.9700912712697661
ZNF280B	-0.9701031544170605
TNNC1	-0.9703131828260942
KIF7	-0.9709424038130323
TMEM30A	-0.9710156529791205
NEK6	-0.9712614676124018
COL27A1	-0.9717657259470643
ZCCHC18	-0.9718071993568287
FRMD3	-0.9720562919537628
CHAF1A	-0.9722293495607682
STK36	-0.9726833453856195
GID8	-0.9726842613334048
PKIG	-0.9728768780244733
HSD17B1	-0.9730025367214662
U2AF1	-0.973142985146022
TRMT5	-0.9739375400427839
ZNF117	-0.9739472365444234
COMT	-0.9739754648597616
HAUS7	-0.9739755068855158
IP6K3	-0.9743682855093786
TBC1D5	-0.974523605454227
NSDHL	-0.9747275704031141
SRGAP2	-0.974923636302197
LZTR1	-0.9753402617346372
ZNF451	-0.9753737406665964
GJC2	-0.9753962443461066
AAMDC	-0.9754981801965653
SYNGR2	-0.9755472265912308
CES4A	-0.9761859609156177
DAGLA	-0.9761927540411701
NIT1	-0.9761972536632915
SLC5A8	-0.976370008086461
WDR62	-0.9764540185683996
RGS9	-0.9764927390655818
ZBTB39	-0.9767674023975177
FAM32A	-0.9769829954691313
TRIM9	-0.9771214001598448
HAP1	-0.977470444923372
LMBR1	-0.9776046246680345
ST8SIA2	-0.977833394728316
MAGEE1	-0.9781787964992487
CXXC4	-0.978397315385691
LRRK2	-0.9790592611600213
KL	-0.9791005861017973
FAM177B	-0.9792553323620565
MYSM1	-0.9796866809286766
EPC1	-0.9796998086484151
CBLN3	-0.9797851313704853
KAT5	-0.9798757337997399
WBP2NL	-0.979988521788115
ECHDC3	-0.980128794818703
TMED8	-0.9802612149544739
IP6K2	-0.9804202782888858
CTR9	-0.9804760368717845
MRPL46	-0.9805123548405026
XRCC2	-0.9808782426986715
ALDH3A1	-0.9820229145984922
CA13	-0.982180936488998
CLPSL1	-0.982472255954143
GOT2	-0.982475550019388
COA1	-0.9825800567697602
USP45	-0.9827883522498232
SNRPD3	-0.9828088848857618
PTPRN	-0.983309011546152
NF2	-0.9833526707698285
CCDC85C	-0.9834282108708169
RNASEH2B	-0.9835987536211034
ACAA2	-0.9836126675371087
LINC00923	-0.9836326090377108
KIF19	-0.9836988640664378
TLCD1	-0.9838869306689039
AFF4	-0.9846174155599288
NASP	-0.9848120262607589
OVGP1	-0.984872581466516
C6ORF47	-0.9849075960772499
MAP9	-0.9851523690299633
KALRN	-0.9857264173476118
SERPIND1	-0.9858692974021537
COLEC11	-0.9858910325695293
ZNF780B	-0.9859742550660466
WWC1	-0.9864299818199896
PANO1	-0.9865355106794763
TXN	-0.9865642701376023
CTNNB1	-0.986732140955654
ARHGEF37	-0.9876633251875592
SRSF2	-0.9877068883887133
SIX3-AS1	-0.9879889906653846
ZNF354B	-0.9884282540382483
CELF6	-0.9885443100184764
FBXO16	-0.9885467766517263
ISYNA1	-0.9885994608194635
PIGN	-0.9891672713935342
ZNF136	-0.9891824535661419
CHPF2	-0.9892365330761557
PSMC3IP	-0.9894067764242421
SF3B3	-0.9895558314357505
HNF1B	-0.9895846794282068
YWHAQ	-0.9899761599674157
GCH1	-0.9900722192398663
RECK	-0.99035287507632
FASTKD2	-0.9903956067923309
KIAA1522	-0.9907414362028931
ARHGEF33	-0.9907720167130125
CCZ1	-0.9921408842097816
YIPF2	-0.9923783892491493
GINS2	-0.9925780025518104
CST5	-0.9928378176845682
DGKG	-0.9929664918447778
VAMP2	-0.9930092434928358
BRAP	-0.9930445397692137
GTPBP10	-0.9931532625100142
SASS6	-0.9931981515916755
PROCA1	-0.9932595689402913
LINC00543	-0.9935646128010577
CH25H	-0.9936234201471164
SNTB2	-0.9938442690167134
CYP27B1	-0.9945337088484224
GCNT3	-0.9948844393825721
FEZ2	-0.9952891443489534
APIP	-0.9954028795415343
PAFAH2	-0.995949816938379
SZRD1	-0.9965537672492791
DVL3	-0.9965617010513298
THSD7B	-0.9972440925390882
IL36G	-0.9973695819189211
CANX	-0.9974253716329982
SMS	-0.9977476352605379
ARHGAP29	-0.998000453683488
ZNF230	-0.9984021462562166
ZFYVE16	-0.9986294501736449
HERPUD1	-0.9987204311147514
PIBF1	-0.9987464736658704
SULT1A3	-0.9987793210406767
TMEM240	-0.9989722454799096
CCDC144NL	-0.9992309535897642
JAZF1	-0.9993509587621028
PRDX5	-0.9996348089938945
PRMT6	-0.9999480850297953
ARL4A	-1.0000882872020906
C10ORF88	-1.001513981933261
NFKBIL1	-1.001587286084122
ST3GAL2	-1.0016032378721993
GLIS1	-1.001958699374722
SKIDA1	-1.0019658002490213
VPS29	-1.0021289598428973
LINC00862	-1.0022844962789605
NDRG4	-1.0024798880720895
NAIF1	-1.0028375953092274
ENOPH1	-1.0031482553860593
FLCN	-1.0032150699903195
TMEM201	-1.003650491238629
TTC9B	-1.0037209142175996
GRHL1	-1.004731204233711
PIWIL4	-1.0051596282146373
RPAP1	-1.0053775709942951
MBD4	-1.005415414277935
C3ORF80	-1.0054627108412175
RBM11	-1.0056301780750323
RREB1	-1.005936537120543
ZNF425	-1.0062969114663727
ME3	-1.006517895065816
MAFB	-1.0065219273112735
KLHL28	-1.006607007049971
LRRC24	-1.006643788844096
HIST1H2BJ	-1.0068514301806135
TMEM70	-1.0070073568380355
CD2BP2	-1.0072625633233943
TESK1	-1.0073639054404018
ZC3H4	-1.0077451175312224
CNPPD1	-1.0084334028752995
CLK1	-1.0085865339865512
ICA1L	-1.0089209934992391
PGAP2	-1.0091971473048376
AC004012.1	-1.0092903657894245
LINC01209	-1.0095259292902998
PDCL	-1.0096167165663916
LINC00265	-1.0096489305936198
KRAS	-1.0096899673553112
GABRE	-1.0097739116260533
CHML	-1.009846796307923
MSI1	-1.009956592266967
CKLF	-1.0101269903735606
GPR108	-1.0103333568556685
SLC16A8	-1.0106280750871968
HIPK1	-1.0111187755453295
DGKD	-1.011142539864381
RNF141	-1.011295212005093
CUZD1	-1.0122700358137542
AQP7	-1.0123925660611928
ZNF131	-1.012424045806909
ANKRD22	-1.012551108824374
C1ORF122	-1.0126090218235937
ZNF711	-1.0128226711694872
KCNAB3	-1.0129611714638718
NATD1	-1.0130323685733884
RAB40AL	-1.0131639999436968
ERCC4	-1.0134523772371409
KIAA1324L	-1.0135275273836162
TALDO1	-1.0136602512895596
PCDHGB5	-1.0140377432114895
ATP11A	-1.0143104079475467
PDHA1	-1.0144167700618023
WDR61	-1.014526462255312
DOCK1	-1.0147006311493005
PAAF1	-1.0147064386056144
COL8A2	-1.014743684928657
ZNF703	-1.0148783344333716
PIP4K2C	-1.0151726982066898
F12	-1.0152207317761088
THEG	-1.0154711151003581
GLB1L3	-1.0155058223617668
AC005480.1	-1.0156280002514022
OPRL1	-1.015656624367625
RWDD2B	-1.0157065453325778
KPNA5	-1.0157296882713516
DMWD	-1.0159111386191269
IRAK1	-1.016169805194239
VPS36	-1.016192588154476
TTBK2	-1.0162587030565708
CLIC2	-1.0166395740889151
PRDM15	-1.016806227493723
ZBTB14	-1.0168831606018789
EIF5	-1.0170491669230073
PRDX2	-1.0171542529803945
LHX3	-1.0179284704129798
COPRS	-1.0184384336958683
SLC7A8	-1.018531895973407
SYS1	-1.0185743866379569
METTL18	-1.0186797717605234
PPP2R2C	-1.0187431170450714
METTL14	-1.019003629262751
NUP205	-1.019195938581275
ESRRG	-1.0193741334265112
REEP3	-1.019538338305852
LRRC7	-1.019791364035758
DBI	-1.0198942571576846
ZNF318	-1.0199967909728773
IER3IP1	-1.020131899498266
SH3PXD2B	-1.0202153846662354
PCDHGA6	-1.021625095400231
CCER2	-1.0217338228507578
PNMA2	-1.022424741210179
C1QL1	-1.0225337792978444
TSG101	-1.0230592603393172
VIPAS39	-1.024087427919743
SGCG	-1.0243471958531267
LSM3	-1.0247292950241942
IDNK	-1.0251356655754726
MZF1	-1.0258110704754417
PTRH1	-1.025831519014548
TMEM31	-1.0262984007036469
RNF11	-1.0264655468468389
CYP4X1	-1.0269855900096925
CDC14B	-1.027040427617302
PIAS1	-1.0275104493688563
ARHGEF39	-1.0277423000254473
DHDDS	-1.0280849879099232
ART5	-1.0281825037555163
ZNF222	-1.028293651023361
PAN2	-1.0284654591562739
ACER2	-1.0287762047565554
GPN2	-1.0288717903116429
HNRNPUL2	-1.0289745791924825
NINJ1	-1.0290962274249442
KIAA0040	-1.0291125749143901
ATP6AP2	-1.0293762212205788
SHPRH	-1.0295838938205761
IGF1R	-1.0298545428233787
METTL7B	-1.0302614610340028
KCTD18	-1.030304617993241
IL17D	-1.0303838716611018
SHROOM4	-1.0307443149482982
PITPNA	-1.0307579224668084
FGFBP3	-1.0307892202889402
COLEC12	-1.0313406635851106
SDC2	-1.0313630788326715
FAM155A	-1.0316117430232468
ZNF708	-1.0316586819628812
P4HTM	-1.0316600946581629
METTL2B	-1.0322149533271614
CHCHD2	-1.0325652133672765
ZNF696	-1.0326038325726727
CADM2	-1.0327944071583401
THAP6	-1.033868833512524
RWDD4	-1.0339438319446925
RAB12	-1.0343079325765867
HSD17B10	-1.034594424766926
MDM2	-1.0346408531346547
NAA40	-1.0350977289109848
NAA10	-1.0351531839330088
PHYHIPL	-1.03531659197665
KRT15	-1.0353517002460744
PKP3	-1.035556692605832
AASDH	-1.0365088497903439
ASS1	-1.036669958802236
CREBRF	-1.0369850040673767
SCNN1B	-1.0372598215122495
SPIRE1	-1.0373258476045473
SLC25A39	-1.0378733584600632
ZBTB45	-1.0383130506205873
KIAA1841	-1.0389290875984902
SFTPA1	-1.0391962483389061
UBXN6	-1.0392472689899013
ZDHHC5	-1.0392650537577939
TMOD1	-1.0395925582318728
ALG10B	-1.0399001805529704
ABCC3	-1.0401730200319363
TCFL5	-1.0403733673610676
HDAC5	-1.0408021842879285
PADI3	-1.0409063596638195
ZNF580	-1.041114676916845
SMC2	-1.041174082971025
LINC01608	-1.0418986597470938
B3GALT6	-1.042260542287859
ZNF525	-1.0423037702448918
CASK	-1.0426204380517208
MIRLET7BHG	-1.0426924187312419
TNKS2	-1.0428511368328168
SLC24A4	-1.0430594653165715
DOHH	-1.0430682959625732
USP32	-1.0435428686745034
PRUNE2	-1.0436804352155804
STYK1	-1.043681333373353
CALCOCO2	-1.0437532267462586
C8ORF37	-1.0441219576704137
REEP1	-1.0441580691568264
PIP5KL1	-1.0448139439478914
SNAPC1	-1.0450081754800808
TYW1	-1.045245706811907
FTO	-1.0453981127816667
CCDC30	-1.045436004222625
NYAP1	-1.0458304520952422
TTPAL	-1.045992336413798
PDAP1	-1.0461182694435294
ZNF66	-1.0462170567220752
