gene	logFC	t	se	p	df	stat_low_vs_high
GNLY	-2.7446098358369326	-5.174418338927389	0.5304190067488563	1.5620574188938647e-05	29	5.174418338927389
CD3D	-2.424591850069385	-5.140914146170946	0.4716265981363001	1.71450577474773e-05	29	5.140914146170946
HCST	-1.7986005833328589	-5.077198468162091	0.35425059599530273	2.0467174616171768e-05	29	5.077198468162091
NKG7	-2.7223565882232243	-5.065117321640759	0.5374715757504631	2.1166217372198593e-05	29	5.065117321640759
ALOX5AP	-1.8811404480621727	-5.030579903554402	0.37394107322160525	2.3299132056268357e-05	29	5.030579903554402
DOK2	-1.7315492904507206	-5.018112592281869	0.34505987233406	2.412076723315828e-05	29	5.018112592281869
CD8A	-1.6912272090428717	-5.0080882167991465	0.33769916499669755	2.480236200284969e-05	29	5.0080882167991465
LSP1	-2.360098745513213	-4.980360518255399	0.4738811049646556	2.6789592722809877e-05	29	4.980360518255399
ENTPD1	-1.3582303615763105	-4.936845499199444	0.27512109945441077	3.0233776997420346e-05	29	4.936845499199444
CD2	-2.1773215585447914	-4.93044151200885	0.4416078262446861	3.077668399713186e-05	29	4.93044151200885
CCDC69	-2.105804928851876	-4.910893157680445	0.428802839165515	3.24948605914443e-05	29	4.910893157680445
HMOX1	-1.4782470748520775	-4.8523358090769255	0.30464649047718917	3.8235927628343235e-05	29	4.8523358090769255
PTGER2	-1.3193750697075812	-4.830997935343887	0.2731061133466752	4.057059244359675e-05	29	4.830997935343887
SLC2A3	-2.617419698704877	-4.813676009071181	0.543746545004785	4.2569969824117734e-05	29	4.813676009071181
GBP5	-2.31988486392733	-4.762752878618905	0.487089068664853	4.9034539508558784e-05	29	4.762752878618905
AC133644.2	-1.1409254112763083	-4.756323572725588	0.23987548236179118	4.9917370571214675e-05	29	4.756323572725588
CD3E	-2.36032225756692	-4.756250145386801	0.4962569640825666	4.992754403499177e-05	29	4.756250145386801
KLRD1	-1.418760917062907	-4.7417835708053735	0.2992040644364407	5.1972724825974045e-05	29	4.7417835708053735
BIN2	-1.9445706249050867	-4.73173271062282	0.4109637512997073	5.3442547447245455e-05	29	4.73173271062282
HAVCR2	-1.5360312825778593	-4.710423879697489	0.3260919445484184	5.6697002980983966e-05	29	4.710423879697489
XCL2	-1.686819696658991	-4.658354881470232	0.36210630996980003	6.550309377044754e-05	29	4.658354881470232
CD247	-1.947723872688781	-4.643635350694479	0.41943945327177534	6.823047259399989e-05	29	4.643635350694479
PLEK	-1.648860131557413	-4.628445838330657	0.35624487984763975	7.116332923116873e-05	29	4.628445838330657
FGR	-1.2241051709788806	-4.618851440552075	0.26502371568646244	7.308008522914832e-05	29	4.618851440552075
CLEC2D	-1.2181135406345949	-4.6106205852287125	0.264197306656967	7.476526673767769e-05	29	4.6106205852287125
GBP2	-2.346936875020414	-4.6067535750456505	0.5094557016753728	7.557027469378334e-05	29	4.6067535750456505
ABI3	-1.5477521542812571	-4.6018222901035335	0.33633462065881625	7.660934181857362e-05	29	4.6018222901035335
CD3G	-1.9523405563376377	-4.595637454360988	0.42482475515665014	7.793263121588883e-05	29	4.595637454360988
LAPTM5	-2.204699947749222	-4.548308731733372	0.48472961660828273	8.883955110187882e-05	29	4.548308731733372
CD79B	-1.9649211184399575	-4.531578949932338	0.433606286053848	9.304694562829542e-05	29	4.531578949932338
TIGIT	-1.6672258026910907	-4.46942163099459	0.3730294298325306	0.00011048458342509917	29	4.46942163099459
STX11	-1.7979113120997317	-4.458174518030708	0.4032841928525302	0.00011396953387127293	29	4.458174518030708
CSF2RB	-1.1115547222359963	-4.435925709585488	0.2505801032316803	0.00012118746658168117	29	4.435925709585488
GIMAP7	-1.8596977426403374	-4.4284619150085724	0.4199421330321495	0.00012370890837479275	29	4.4284619150085724
LCK	-2.0351132013844495	-4.426061454132386	0.459802292054569	0.00012453083229334782	29	4.426061454132386
MYLK	-2.043113541505599	-4.414664676113496	0.4628015243287467	0.00012850752481932193	29	4.414664676113496
MSC	-1.2003157020430584	-4.405861119907367	0.27243611847399646	0.00013166523484890795	29	4.405861119907367
GBP4	-2.1545102082042886	-4.356426656833784	0.4945590452727074	0.00015087704570172054	29	4.356426656833784
SP140	-1.8023080464984467	-4.334055106151629	0.41584797663054723	0.00016045923152459187	29	4.334055106151629
GZMK	-2.019765284937882	-4.332848329561427	0.4661518546951593	0.00016099289175039466	29	4.332848329561427
CD69	-2.2860664393435046	-4.308093302848158	0.5306445981177207	0.0001723355834761711	29	4.308093302848158
PTPN7	-1.7654995778091929	-4.299307978172927	0.41064738482854063	0.00017654804722689024	29	4.299307978172927
CD27	-2.1081841162152686	-4.286901185751088	0.4917734337386887	0.00018267080464118236	29	4.286901185751088
IL16	-1.6506351119597256	-4.281088506609515	0.38556435107831394	0.00018561108364467143	29	4.281088506609515
ITM2A	-2.1174575653865744	-4.277435169538804	0.4950297272687548	0.0001874829612934493	29	4.277435169538804
SH2D1A	-1.7180716425150027	-4.272154723980274	0.40215576296223476	0.000190221528863504	29	4.272154723980274
GLIPR1	-1.6020213982068476	-4.270735982872728	0.37511599982568844	0.0001909640325770593	29	4.270735982872728
TBC1D10C	-1.8497217145242675	-4.265264454785083	0.433671049974197	0.0001938544830613331	29	4.265264454785083
KLRB1	-1.6603150874327566	-4.263839832903725	0.38939433761564696	0.00019461413275314693	29	4.263839832903725
CST7	-2.0265206396982114	-4.255357303443608	0.47622808032083896	0.00019919850966323226	29	4.255357303443608
TNFRSF4	-2.0559684053846428	-4.253216462026384	0.48339143416300656	0.00020037227861286443	29	4.253216462026384
ARHGAP15	-1.6401449824782	-4.235657339524548	0.38722324565147803	0.0002102607521223526	29	4.235657339524548
GZMH	-1.6937437757795735	-4.215959757875454	0.4017457170020762	0.00022192748438500622	29	4.215959757875454
GZMB	-1.9984583767559396	-4.175068989814556	0.4786647553923905	0.0002482236278174472	29	4.175068989814556
PDCD1	-1.4451052038773051	-4.172052076448243	0.3463775565111244	0.0002502811723332462	29	4.172052076448243
P2RY10	-1.4206762941151387	-4.160763014596424	0.3414460975381791	0.0002581305815921383	29	4.160763014596424
CYBB	-1.1518996491415339	-4.131335917245464	0.27882013765405794	0.00027975002377208044	29	4.131335917245464
OPTN	-1.0539779162966358	-4.120672017570538	0.255778162348878	0.0002880169667350748	29	4.120672017570538
FKBP5	-1.4791519529791597	-4.117173148096812	0.35926396577780717	0.0002907814440720332	29	4.117173148096812
LOX	-2.394700613540609	-4.111653907369192	0.5824178463193753	0.0002951954256916534	29	4.111653907369192
TRAF3IP3	-1.6963208039383806	-4.100183897327192	0.41371822494209837	0.000304580544802955	29	4.100183897327192
CCL3	-1.9839173573117654	-4.092570069799453	0.48476075509416583	0.00031097196136637377	29	4.092570069799453
MATK	-1.2546778132949292	-4.0874504439257615	0.3069585382152996	0.0003153436488106759	29	4.0874504439257615
TRBC2	-2.0477768575498505	-4.077369873181638	0.5022298494475157	0.00032412901601012474	29	4.077369873181638
BTK	-1.0988053362162	-4.074230947455159	0.26969637960816495	0.0003269134769418971	29	4.074230947455159
GNGT2	-1.0260795197312105	-4.036323531593995	0.25421141583415113	0.000362455471901402	29	4.036323531593995
PECAM1	-1.8262451055920046	-4.035283609507949	0.4525692075989404	0.0003634822162278245	29	4.035283609507949
IL7R	-1.7378236145673656	-4.001143699854755	0.434331717361326	0.0003988233533210431	29	4.001143699854755
WIPF1	-1.425159111212528	-3.996978298160405	0.3565591316491391	0.000403359902728511	29	3.996978298160405
TAGAP	-1.6289867740458706	-3.9760292245291757	0.4097019116449699	0.000426954978410691	29	3.9760292245291757
C1ORF162	-1.1410907534209502	-3.9581803226207466	0.28828670257888195	0.0004481230422369239	29	3.9581803226207466
LINC01480	-1.1695432462377597	-3.9564118381903546	0.29560705358032285	0.00045027562399546715	29	3.9564118381903546
TRAT1	-1.381434941831779	-3.9551857905885854	0.3492718205852481	0.00045177390750542333	29	3.9551857905885854
RELB	-1.1571256215031214	-3.951106894169912	0.2928611279058351	0.0004567937810275962	29	3.951106894169912
RHOH	-1.836780022925747	-3.94934683588277	0.46508450618649816	0.00045897673456631743	29	3.94934683588277
GBP1	-2.2780876265846395	-3.9409353355153374	0.5780576012132776	0.00046955139445980793	29	3.9409353355153374
IL18RAP	-0.6018803188647381	-3.91107953839522	0.1538910965517463	0.0005090494383129809	29	3.91107953839522
CCL4	-1.967693131452609	-3.9110171389660895	0.5031154458128468	0.0005091353071980621	29	3.9110171389660895
FCER1G	-1.627297836613162	-3.9065654922507584	0.4165546027171807	0.000515298056206787	29	3.9065654922507584
EMP3	-1.93715401653866	-3.9031021916098774	0.49631137527036145	0.0005201430584602733	29	3.9031021916098774
SIT1	-1.7176671430835193	-3.8949185473646804	0.44100207031176575	0.0005317696249781963	29	3.8949185473646804
IGKC	-3.6296455984000433	-3.88908358718235	0.9332907141318939	0.0005402144717442907	29	3.88908358718235
MMP14	-1.8154292195417454	-3.8766818079354173	0.4682946162425898	0.0005586019461190908	29	3.8766818079354173
SASH3	-1.5558920780366061	-3.8754305119984997	0.4014759323433867	0.0005604908614715376	29	3.8754305119984997
FCGR3A	-1.3548171533549445	-3.8735259501386032	0.3497632830642237	0.0005633779343726226	29	3.8735259501386032
TAP2	-1.5058088334083704	-3.865594455893652	0.38954133719654666	0.0005755584202009758	29	3.865594455893652
CSGALNACT1	-1.6118002541281262	-3.8655872658647006	0.4169612902963606	0.0005755695781064614	29	3.8655872658647006
RHOF	-1.9378887519923298	-3.838575115744	0.5048458590907956	0.0006190181159961609	29	3.838575115744
ARHGAP9	-1.5158840828140772	-3.8368330102687693	0.395087322997122	0.0006219278383621194	29	3.8368330102687693
PDE3B	-0.9706018463374229	-3.8075820139858654	0.25491291921546144	0.0006728291235204825	29	3.8075820139858654
TNIP1	-0.8917344684081194	-3.7809312475222145	0.23585048498104966	0.0007227358322284229	29	3.7809312475222145
CD300A	-0.9584101813677605	-3.7798232928588313	0.25355952040892277	0.000724887061777103	29	3.7798232928588313
PARVG	-1.426266463780476	-3.778634586440901	0.3774555149890473	0.0007272020341968441	29	3.778634586440901
TMEM140	-1.2702042364627593	-3.7747707357896347	0.3364983797345903	0.0007347767574958717	29	3.7747707357896347
CXCR3	-1.7085387318257301	-3.7548050765318264	0.4550272775821012	0.0007751617472418749	29	3.7548050765318264
ZYX	-1.4142620864769258	-3.7533732893903915	0.3767976104254274	0.0007781396914594021	29	3.7533732893903915
KLHL6	-1.430956237714986	-3.7450877799960836	0.3820888379060857	0.0007955930354717578	29	3.7450877799960836
TYROBP	-1.5923866929356865	-3.743035846490819	0.4254265142634381	0.0007999740791273925	29	3.743035846490819
TAP1	-1.5381648733942097	-3.7374454360851805	0.41155513831537666	0.0008120298086339152	29	3.7374454360851805
PSTPIP1	-1.4611133748876879	-3.7345786546490114	0.39123914904531804	0.0008182805864086551	29	3.7345786546490114
GPX8	-1.9809410283257198	-3.7281768383634932	0.5313430972322832	0.0008324091039626726	29	3.7281768383634932
PPP1R2	-0.49279868031369517	-3.723491955128175	0.13234852827733085	0.0008428988928329522	29	3.723491955128175
JAML	-1.0910325583056826	-3.719790413560209	0.2933048470495562	0.0008512779567437618	29	3.719790413560209
TNFSF8	-0.9655500306897632	-3.7196390237361587	0.25958164879126494	0.0008516223761998085	29	3.7196390237361587
ITGA5	-1.7949686855410347	-3.7158980497067144	0.48305111214843655	0.0008601765679224959	29	3.7158980497067144
CD84	-1.216492043568494	-3.71426995221284	0.3275184785219362	0.0008639255174676376	29	3.71426995221284
IL10RA	-1.3418501509252119	-3.7122314128708136	0.3614672690589369	0.0008686420357372545	29	3.7122314128708136
RUNX3	-1.4022358588533144	-3.6986037129056104	0.3791257370884221	0.0009008230504813857	29	3.6986037129056104
CYTH4	-1.1763438776081838	-3.691759341544791	0.3186404553434274	0.0009174209634556881	29	3.691759341544791
GIMAP6	-1.1101031965195298	-3.6905925015022283	0.30079267653301484	0.0009202801739462533	29	3.6905925015022283
CD7	-1.8154105323632377	-3.679144849261327	0.49343274231992335	0.0009487956385291905	29	3.679144849261327
SAMD3	-1.2986519668072871	-3.675681449549266	0.3533091712739513	0.0009575910494154268	29	3.675681449549266
PTGDS	-2.5033333880483686	-3.6626141832687056	0.683482688262367	0.000991496210177889	29	3.6626141832687056
SLC7A7	-1.7259887315823566	-3.6620948854931012	0.4713118544305419	0.0009928674800088982	29	3.6620948854931012
SCML4	-0.9247050756867448	-3.6575534392176476	0.25282066032766964	0.0010049386516893636	29	3.6575534392176476
GIMAP1	-1.3113677863154325	-3.653702120666124	0.35891480558802386	0.001015287283068107	29	3.653702120666124
MYO1F	-1.2165232648367297	-3.6515568323683745	0.33315194605575976	0.0010210966441272752	29	3.6515568323683745
ACTG2	-1.3929903769760557	-3.643261169776152	0.3823471093788325	0.0010438668626353165	29	3.643261169776152
EPSTI1	-1.9667821164762922	-3.638932517204413	0.5404832618295599	0.0010559436512347033	29	3.638932517204413
MZB1	-2.3257586278448716	-3.6310032636998115	0.640527826316256	0.001078419416167191	29	3.6310032636998115
RBKS	-0.6656025695810966	-3.61797697786885	0.1839709245394829	0.0011163564987555536	29	3.61797697786885
S1PR1	-1.6226699988475137	-3.612005643251288	0.449243483846524	0.001134177794733975	29	3.612005643251288
C16ORF74	-1.8970861487114816	-3.6046289784670833	0.52629165443769	0.0011565752979540288	29	3.6046289784670833
GPR183	-1.5881752899920485	-3.5992706539073445	0.44124919815850355	0.0011731134585494358	29	3.5992706539073445
VIM	-2.367223925759102	-3.5977183860575375	0.6579792167538606	0.0011779472100886914	29	3.5977183860575375
RASAL3	-1.4735122326196515	-3.587483632383154	0.41073699105375483	0.0012103059476233425	29	3.587483632383154
UTS2	-1.3981012111386097	-3.5866592562351975	0.3898059757720482	0.0012129495858529493	29	3.5866592562351975
ITK	-1.2979601442179738	-3.5857190066853595	0.3619804401287453	0.001215971656582124	29	3.5857190066853595
ITGAL	-1.3610690104653829	-3.584271313916108	0.3797338123319421	0.00122063900935769	29	3.584271313916108
WNT6	-0.9923451544061045	-3.580710551872433	0.2771363783892516	0.0012321930210218606	29	3.580710551872433
EBI3	-1.1181818216971058	-3.57826205046461	0.312492994064512	0.0012401994942163074	29	3.57826205046461
IL2RG	-2.1852014571225835	-3.5742893544046503	0.6113666915158189	0.0012532975768782062	29	3.5742893544046503
JAK3	-1.302552809727546	-3.573480210639376	0.36450539332761267	0.001255981758086621	29	3.573480210639376
STK10	-1.265448052686431	-3.5688046859847637	0.3545859647786378	0.0012716015522442248	29	3.5688046859847637
IL15RA	-1.4224480940131647	-3.5588259550039196	0.3996958862270628	0.0013055711876436915	29	3.5588259550039196
C3AR1	-0.9478134437178604	-3.5492350892232816	0.2670472425441057	0.0013390493539883024	29	3.5492350892232816
SPI1	-1.2648295436435109	-3.5476902051662114	0.35652198204951574	0.0013445192694064908	29	3.5476902051662114
CLMP	-1.7079434040720076	-3.52799758437449	0.4841112736688067	0.0014161712847519908	29	3.52799758437449
GPRIN3	-1.3309867045029546	-3.5247232656876655	0.37761452578697186	0.0014284384611550347	29	3.5247232656876655
MEI1	-1.4135394156323893	-3.517829867946012	0.40182142647442065	0.0014546020080604192	29	3.517829867946012
CD53	-1.7689730291824122	-3.5149829388420795	0.5032664624440979	0.0014655423534714273	29	3.5149829388420795
CD68	-1.7160862486421944	-3.5127086200760407	0.4885364640933542	0.0014743394840031681	29	3.5127086200760407
APOBEC3G	-1.5729419891141232	-3.5121145066216557	0.4478618183286839	0.0014766459467427313	29	3.5121145066216557
PDCD1LG2	-0.9049383775659244	-3.506002632775512	0.2581111517447817	0.0015005772771281625	29	3.506002632775512
IL21R	-1.401053026313107	-3.505469018843871	0.39967633967998506	0.0015026844095124188	29	3.505469018843871
BAK1	-0.8055506294525865	-3.4961629004567025	0.23040992436232238	0.0015398964734891828	29	3.4961629004567025
PTPN22	-1.3415948356664897	-3.490392853962279	0.3843678610972163	0.001563415472807656	29	3.490392853962279
TNFSF14	-1.4999292660916828	-3.485081376247125	0.4303857225012251	0.0015853724591514907	29	3.485081376247125
S1PR4	-1.5500635829527218	-3.4843499249651804	0.44486449878257045	0.0015884194733681563	29	3.4843499249651804
THEMIS	-0.9844017300458276	-3.4767452711074336	0.283138870778494	0.001620435928286852	29	3.4767452711074336
STAT1	-0.9392623105550174	-3.474671968507318	0.27031682963687487	0.0016292725490374687	29	3.474671968507318
CALCRL	-1.3305556201766553	-3.4738623407658795	0.3830190979540395	0.0016327359066557459	29	3.4738623407658795
PRF1	-1.561773632068523	-3.4703143089115556	0.45003809253184457	0.0016479975699136438	29	3.4703143089115556
SAMHD1	-1.0290905275061921	-3.4647243136437917	0.29701945504111843	0.0016723230211086561	29	3.4647243136437917
LAMA2	-0.9732594152075319	-3.4624939955968537	0.28108623912278136	0.0016821251055854373	29	3.4624939955968537
ITGA4	-1.4715421641502806	-3.459849711466574	0.4253196776938955	0.0016938185495627243	29	3.459849711466574
FERMT3	-1.3415753374072008	-3.4584934471627395	0.38790743943950373	0.0016998466289922833	29	3.4584934471627395
SLC2A1-AS1	-0.8217543885835837	-3.454897350149214	0.23785204169614269	0.0017159305172464883	29	3.454897350149214
P2RY8	-1.380112988791962	-3.4491555392126707	0.40013069086092784	0.0017419168121031523	29	3.4491555392126707
CD109	-1.7239179018769653	-3.4474833524271027	0.5000511171905413	0.0017495560633240012	29	3.4474833524271027
FASLG	-0.6746365258284811	-3.4466886854095677	0.19573468549229142	0.0017531977790510571	29	3.4466886854095677
FGL2	-0.9431878384389583	-3.4452963953876683	0.27376101507598444	0.0017595958915683403	29	3.4452963953876683
SLAMF1	-1.052352050560564	-3.4448428790036005	0.30548622608441006	0.001761684844334325	29	3.4448428790036005
DEF6	-1.402323653481462	-3.441218347261199	0.40750789748565214	0.001778466241669701	29	3.441218347261199
APBB1IP	-1.4640032914117551	-3.4402809894459843	0.42554759215976573	0.0017828312434345554	29	3.4402809894459843
CHI3L2	-1.639413013475714	-3.4264584581966373	0.4784569938543909	0.001848413269677032	29	3.4264584581966373
C16ORF54	-1.1726506640498535	-3.4257727546690764	0.34230252501471875	0.0018517266008837995	29	3.4257727546690764
CD28	-1.3826154790119671	-3.4173449489965595	0.4045876256706092	0.001892921389623768	29	3.4173449489965595
PPP1R18	-1.223477138557378	-3.4160065388489262	0.3581600692631129	0.001899544398784328	29	3.4160065388489262
GRAP2	-0.9720708923053678	-3.413922424783185	0.284737252741501	0.0019099020334662187	29	3.413922424783185
CD8B	-1.3143245387249027	-3.4032202685615403	0.38620025593595686	0.0019639544449077105	29	3.4032202685615403
RARB	-1.197997908101283	-3.3954284231534095	0.3528267301799506	0.0020042337968043033	29	3.3954284231534095
FAM78A	-0.825612809075265	-3.391363998892294	0.24344564881414418	0.002025559721289979	29	3.391363998892294
LTB	-1.939661557585964	-3.385422628498218	0.5729451741883118	0.002057128308449664	29	3.385422628498218
WAS	-1.5069212543824384	-3.383664609208536	0.44535183844208437	0.002066559920311858	29	3.383664609208536
TNFAIP8	-1.02848264587126	-3.3788875176747344	0.30438499076732684	0.0020923997063384977	29	3.3788875176747344
FMNL1	-1.4758854438112816	-3.3726169067829272	0.43760838678209074	0.0021267913862473347	29	3.3726169067829272
NRBP1	-0.58842373001577	-3.370459831016217	0.17458262656058895	0.002138747551384172	29	3.370459831016217
LAIR1	-0.9112721916056441	-3.3699780852480004	0.27040893695858637	0.0021414265937557213	29	3.3699780852480004
JCHAIN	-2.5170992072115412	-3.3673549247888763	0.7475004160333222	0.0021560711477683243	29	3.3673549247888763
RASA3	-1.1823910574201915	-3.3637292902182594	0.35151195456144174	0.0021764713265388473	29	3.3637292902182594
PTPRC	-1.7585907233331912	-3.3554226245731704	0.5241040906305787	0.0022239138068947065	29	3.3554226245731704
IL18R1	-1.213975376120773	-3.3538395793820395	0.361965844634839	0.0022330675275106316	29	3.3538395793820395
CD86	-1.074317897812464	-3.3403127895857816	0.3216219454543015	0.0023127783616493413	29	3.3403127895857816
JAK2	-0.7114858673365746	-3.3286578049468596	0.21374557224813115	0.0023836504572181303	29	3.3286578049468596
LCP2	-1.5350769255092316	-3.319333461453985	0.4624654146187571	0.002441851105403237	29	3.319333461453985
FXYD1	-1.6116657754025154	-3.317172083880158	0.485855341432067	0.0024555359296847775	29	3.317172083880158
CD79A	-2.2225617033627745	-3.312069658195514	0.6710492026830358	0.0024881354307025125	29	3.312069658195514
CDK6	-1.5490636359744765	-3.308745173589647	0.468172541161247	0.0025095992118466808	29	3.308745173589647
ULK4	-0.7203991790849819	-3.3082152561910094	0.2177606725368984	0.0025130369188259005	29	3.3082152561910094
ACKR4	-0.7580567255747076	-3.305377943508324	0.2293404078234113	0.0025315204638862144	29	3.305377943508324
OSM	-0.790192174636979	-3.3034266059051687	0.23920379318385349	0.0025443081723743564	29	3.3034266059051687
LINC00861	-1.0465586741674382	-3.295883668477725	0.31753507691332256	0.002594325962710352	29	3.295883668477725
KLRC1	-0.9252253119434913	-3.294825790776097	0.28081160300907876	0.002601415977792705	29	3.294825790776097
DDX47	-0.7592467346682411	-3.293212818119707	0.23054894311438417	0.0026122621671296553	29	3.293212818119707
PIK3R5	-0.9834239355269123	-3.285159342675851	0.2993534964200205	0.0026670701053981604	29	3.285159342675851
LILRB1	-0.7518312682516576	-3.279996302720894	0.2292171084546596	0.0027027867258790886	29	3.279996302720894
HACD1	-1.174213829066852	-3.2673491028025583	0.3593781356450934	0.0027922289046335433	29	3.2673491028025583
TMEM200A	-0.8312497950436714	-3.266136601972899	0.25450552023499495	0.0028009516229661425	29	3.266136601972899
CTLA4	-1.4187012457285504	-3.2607129421021166	0.43508927983520745	0.0028402906973373143	29	3.2607129421021166
IRAK2	-1.0488729738246347	-3.2602208176064846	0.32171838427639776	0.002843886326301274	29	3.2602208176064846
S100A8	-3.268929572870398	-3.2486754254854193	1.0062345863258877	0.0029295055155284457	29	3.2486754254854193
IKZF1	-1.4039601232973455	-3.248111902163585	0.4322388407745928	0.0029337472348937724	29	3.248111902163585
IGF2BP2	-1.5848084575220553	-3.2433049990992124	0.4886399700189209	0.002970169799479772	29	3.2433049990992124
PRDM1	-1.3940110327459803	-3.2411343280679583	0.43009974028967535	0.002986759099965332	29	3.2411343280679583
CXCR6	-0.8780142364437176	-3.2405839050928695	0.2709432195425766	0.0029909798009155994	29	3.2405839050928695
PPP1R14A	-1.9659701461320434	-3.2382853413786536	0.6071021972680949	0.003008667346069516	29	3.2382853413786536
CSMD1	-0.9039951306344942	-3.238066044486811	0.27917748378654983	0.0030103600781004633	29	3.238066044486811
SAMD9L	-1.5049237349766666	-3.2374464903588605	0.4648489911596502	0.0030151472955893014	29	3.2374464903588605
STK4	-0.606544954719939	-3.2366986537068487	0.18739617728245714	0.0030209354632217914	29	3.2366986537068487
CD226	-0.8467861072515022	-3.2201416347746616	0.2629654851534996	0.0031518483019813822	29	3.2201416347746616
IL12RB1	-1.0349121830559083	-3.2154273520205194	0.321858362747828	0.003190106882234623	29	3.2154273520205194
FMO3	-1.0830476787537702	-3.2125610807483076	0.33712905421287553	0.003213585132885592	29	3.2125610807483076
BTLA	-0.8863149522326803	-3.2103012278239196	0.2760846691117091	0.003232212723715625	29	3.2103012278239196
CYTIP	-1.917858328975747	-3.210185200029703	0.597429185380956	0.003233171908423334	29	3.210185200029703
SLC23A1	-0.8757164493099087	-3.2100861390147646	0.27280154219745717	0.003233991047080269	29	3.2100861390147646
TM4SF19	-1.0630571344951152	-3.198865567655704	0.3323231664512176	0.003328072174221558	29	3.198865567655704
CHST11	-1.4623344437035233	-3.1985064124405405	0.4571929066691242	0.003331126462695546	29	3.1985064124405405
PSME2	-0.6725069061815467	-3.197423321206504	0.210327766649236	0.003340353430826893	29	3.197423321206504
ANAPC5	-0.4847652259681854	-3.1949438358714537	0.15172887251583272	0.0033615686639856274	29	3.1949438358714537
ABCG2	-0.9475335005291219	-3.1893598163739183	0.297092067086492	0.0034098207065058725	29	3.1893598163739183
HVCN1	-1.0713544433950424	-3.1866508915801126	0.3362007574239823	0.0034334669607728164	29	3.1866508915801126
PLAC8	-1.909544374192868	-3.183363053998692	0.5998512710619819	0.0034623774488473274	29	3.183363053998692
IFNG	-1.4291247150235302	-3.183014937744727	0.44898460829596765	0.0034654520958716864	29	3.183014937744727
PSMB9	-1.5551560915113278	-3.18133746079031	0.48883719840428214	0.0034803046481041025	29	3.18133746079031
LAMA4	-1.6267603044627463	-3.1724290063800247	0.5127806804159188	0.003560207270609087	29	3.1724290063800247
PFKP	-1.3040523942992233	-3.1694071485700293	0.4114499441599306	0.0035877076462928876	29	3.1694071485700293
LPXN	-1.245585947031112	-3.162912040880686	0.39380985969002447	0.0036475055722602627	29	3.162912040880686
PLTP	-2.134833670500378	-3.1598222791013004	0.6756182727806944	0.003676285222658086	29	3.1598222791013004
STAT4	-1.0124360963722927	-3.158709497203512	0.3205220667708217	0.003686703332045693	29	3.158709497203512
TUBB6	-1.7671883687981405	-3.157034856922905	0.5597620707047186	0.003702434902066271	29	3.157034856922905
GLIPR2	-1.2909334357887385	-3.1503239972940302	0.40977799010437826	0.003766122931741182	29	3.1503239972940302
CLECL1	-0.9191403031924807	-3.1479357226346907	0.29198191582615884	0.0037890399556429815	29	3.1479357226346907
ADA	-1.3781352269697267	-3.1459316226949667	0.43806903399545133	0.0038083733520996037	29	3.1459316226949667
TNFRSF9	-0.9773756135497986	-3.141746611801313	0.3110930747497242	0.003849050205176485	29	3.141746611801313
APOBEC3D	-0.7084573478246445	-3.141456316847086	0.22551876466507284	0.0038518871132398333	29	3.141456316847086
NCR3	-0.8881544667188916	-3.1373081130840896	0.283094434689044	0.0038926442921449725	29	3.1373081130840896
TNFRSF13B	-0.8620653579475145	-3.129769978210814	0.27544048410878064	0.003967765057823639	29	3.129769978210814
FOXC2	-1.057787755637553	-3.1288808941520756	0.33807223458539887	0.003976715889372518	29	3.1288808941520756
CCR1	-0.7697674986017315	-3.1279868436644525	0.24609038882655435	0.00398573616036574	29	3.1279868436644525
COL6A2	-2.5262152446047375	-3.126233969688968	0.8080697955105622	0.0040034780179124775	29	3.126233969688968
OAS2	-1.6557844730649873	-3.1233258579950065	0.5301350382082466	0.004033079132738524	29	3.1233258579950065
MAP4K1	-1.533538360567153	-3.107019522634491	0.49357216760158673	0.004202966468882215	29	3.107019522634491
SLC2A1	-1.183016523515152	-3.101455711879565	0.38143911550431664	0.004262479323416382	29	3.101455711879565
MDFI	-1.8999308321614825	-3.0964829715289426	0.6135770322752198	0.004316349214790783	29	3.0964829715289426
ZNF229	-0.7727680189785052	-3.095739355561844	0.2496230884522434	0.0043244604195454995	29	3.095739355561844
IFI35	-0.9383982498064651	-3.0954060487665642	0.30315836921633965	0.0043281007740651875	29	3.0954060487665642
ETS1	-1.4988649555798297	-3.092225404834522	0.48472047129437523	0.004362986832812151	29	3.092225404834522
PPP1R16B	-1.340289876729091	-3.0877868265465285	0.43406166034723015	0.004412118513162998	29	3.0877868265465285
FBLN2	-1.713693792153194	-3.0859699673509624	0.5553177154294381	0.004432381483975657	29	3.0859699673509624
REM1	-0.5236595201597789	-3.0841264046502985	0.1697918474969755	0.004453032905661915	29	3.0841264046502985
PPP3CC	-0.8217720172074989	-3.0837387058527206	0.26648561878729643	0.004457387525821452	29	3.0837387058527206
KIR2DL4	-0.6298079102888118	-3.080730700831432	0.20443458758626268	0.004491311478789179	29	3.080730700831432
LAX1	-1.1138058321460427	-3.0783000704338854	0.3618249704906293	0.004518903421999981	29	3.0783000704338854
PARVB	-1.2499837418151432	-3.0672886586427883	0.4075207392995203	0.004645937703968295	29	3.0672886586427883
ZBTB38	-0.7792833453891614	-3.0577636353624214	0.25485401696092735	0.004758560307053911	29	3.0577636353624214
APOBEC3B	-1.036380897069567	-3.0576645684411488	0.3389452550702552	0.00475974520325085	29	3.0576645684411488
