sample	CCL5	CD2	CD27	CD274	CD276	CD3E	CD68	CD8A	CD8B	CLDN4	CMKLR1	CTLA4	CXCL10	CXCL9	CXCR6	FOXP3	GZMA	GZMB	HAVCR2	HLA-DQA1	HLA-DRB1	HLA-E	IDO1	IFNG	LAG3	MS4A1	NKG7	PDCD1	PDCD1LG2	PRF1	PSMB10	STAT1	TACSTD2	TIGIT	CYT_GZMA_PRF1	CD8_score	GEP18	ESTIMATE_Stromal_score	ESTIMATE_Immune_score	ESTIMATE_score	estimate_purity	absolute_purity	aran_estimate_purity	aran_absolute_purity	aran_lump_purity	aran_ihc_purity	aran_cpe_purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-86-8671-01	12.3813	11.2256	10.3468	6.8463	11.2829	11.3272	13.263	10.2771	8.2742	12.2985	10.4456	8.269	11.5816	13.5499	9.5943	9.0307	9.3712	8.5598	10.1202	15.0111	15.477	14.8939	11.5664	5.9322	9.0483	10.9813	9.408	8.7417	8.4863	11.0984	11.6141	13.9144	12.3994	9.081	10.2348	9.27565	11.29026111111111	1394.5	2905.3	4299.81	0.3284356731849604	1.0	0.3284		0.443	0.58	0.3802	0.569589975226455	0.110677301440178	0.0756418936810134	0.0209373660803083	0.11802596885375	0.186102690149623	2.8763	1.6386	0.4461	0.3673	-0.2565
TCGA-86-8672-01	11.7378	9.4258	8.9149	6.6651	11.306	9.7347	13.1162	9.4884	7.2747	13.3592	8.7458	7.1951	10.1215	12.1883	7.3924	7.687	8.5806	9.7027	9.314	12.0475	13.3084	13.7237	8.0909	5.7645	8.4466	5.6296	8.9106	8.1935	7.1535	9.1911	11.4227	13.6872	12.4254	8.152	8.885850000000001	8.38155	10.076766666666664	457.64	1380.47	1838.11	0.6411500258008167	0.32	0.6412		0.577	0.65	0.5377	0.418385724628192	0.246032748071587	0.0387919029483104	0.0501525588976892	0.0629467576695412	0.303024294998642	1.4102	0.6928	0.4302	0.2615	0.161
TCGA-86-8673-01	10.3785	8.3143	7.8547	4.0735	11.6409	8.6538	11.4578	8.5033	6.4368	13.1412	7.472	5.29	7.7644	9.1094	6.8428	6.4839	7.6341	7.8141	8.1362	9.5875	11.8012	12.4185	8.2683	4.0735	7.1049	4.8362	8.0558	6.2382	5.6346	8.8933	10.7566	11.3588	11.131	6.0845	8.2637	7.47005	8.719211111111111	-138.92	521.22	382.3	0.7893146192356322	0.4	0.7893		0.5971	0.65	0.7244	0.362458054498229	0.174539254814425	0.0731326330085002	0.0747171244741076	0.0220669452915263	0.208582212902787	0.8652	0.1501	0.2193	0.1553	0.062
TCGA-86-8674-01	7.9528	6.8817	5.6876	4.2891	11.8543	6.929	10.8217	5.689	3.8	13.1878	5.5915	4.6855	6.804	8.2821	5.5746	4.5598	5.2728	5.6572	5.9342	8.6238	11.4666	12.1213	6.3164	2.5991	4.5536	5.1639	5.3544	4.7472	2.4586	5.3935	10.4209	11.562	13.113	4.6855	5.33315	4.7445	7.360227777777778	-1110.3	-506.36	-1616.66	0.9331636875836714	0.58	0.9332		0.682	0.7	0.6611	0.285843378197888	0.0470586687285178	0.0175571067462062	0.037590686214918	0.0313377982315663	0.0465665807731257	-0.2551	-1.0562	0.1413	-0.2125	-0.0795
TCGA-86-A456-01	9.7567	8.5522	6.832	6.7156	10.587	8.7113	12.7173	8.0095	5.0417	13.1409	8.621	6.9406	9.0084	9.9649	7.5763	6.3042	7.37	6.5062	9.5297	12.5159	14.2185	14.0464	8.3343	2.5189	7.6462	6.4192	6.7317	5.8376	6.1929	7.6073	10.0726	13.2094	12.5731	6.8912	7.48865	6.525599999999999	9.329005555555556	128.48	1206.48	1334.96	0.6960293266882775	0.36	0.696		0.6281	1.0	0.5977	0.350795675790203	0.0586274527694339	0.0018713337903971	0.0236949093170047	0.0477313806106302	0.363171007005121	0.7419	0.9091	0.5864	0.024	-0.117
TCGA-86-A4D0-01	8.7577	7.5153	6.2203	4.758	10.5162	7.6617	10.7146	7.2501	4.3606	11.9008	7.5903	5.8753	8.325	9.7038	6.7111	6.5079	8.2911	8.3764	7.8097	9.947	10.1679	11.6292	7.4743	2.6132	6.8572	4.7075	7.072	4.944	4.7075	7.4591	9.7134	12.3141	11.0578	6.3894	7.8751	5.80535	8.209972222222223	-1233.81	-279.35	-1513.16	0.9275951997679733	0.79	0.9276		0.8268	0.75	0.8313	0.146812289475324	0.0995480781260498	0.0	0.0649972068144544	0.0566524119346073	0.246279423596266	0.2438	-0.1521	0.0368	-0.5037	0.369
TCGA-86-A4JF-01	9.8629	7.8203	7.5474	8.0353	10.7186	8.2029	12.3554	8.1811	6.0175	14.0192	8.5312	6.1313	10.1291	10.3586	6.5951	6.3115	8.069	8.6329	9.4309	12.5494	14.5423	13.8651	9.5828	3.3648	8.0328	6.3508	7.95	5.9674	5.9571	8.6944	11.4734	13.7219	12.6501	6.2282	8.3817	7.0993	9.651844444444443	-412.06	1148.44	736.38	0.7563511287764506	0.25	0.7564		0.5853	0.9	0.6573	0.354275609263653	0.0989163280533814	0.0	0.076707208357314	0.103978208248331	0.275960802060068	0.8778	0.6061	0.4055	-0.0222	0.173
TCGA-86-A4P7-01	10.2422	9.2108	9.0395	5.7329	10.7141	9.1579	12.8706	9.0276	6.936	13.33	9.6632	7.0015	7.5095	8.6454	7.801	6.1041	7.686	7.4403	9.3368	11.7864	14.034	13.7883	7.864	3.737	7.2192	9.2971	8.4082	6.7514	6.6322	8.9115	10.31	12.0248	11.7238	7.1535	8.29875	7.9818	9.449250000000001	468.31	1483.82	1952.13	0.6282167367376049	0.19	0.6282		0.5744	0.65	0.5201	0.407103081457513	0.102325470615734	0.0	0.0132201376164079	0.0148393039687602	0.273926636462083	1.7516	0.9392	0.1689	0.1669	-0.1575
TCGA-86-A4P8-01	11.1112	9.8215	7.7972	6.4826	10.2465	10.0245	13.728	9.6005	7.2893	11.8368	10.235	7.6386	8.8695	10.4913	9.4058	5.8109	8.6805	7.6452	9.99	11.6942	13.86	14.5085	9.2319	3.6317	6.8675	7.6744	9.1739	6.3275	7.2204	10.1589	10.4473	12.4478	12.5811	6.9967	9.419699999999999	8.4449	9.878794444444445	914.62	2466.21	3380.83	0.45247834427741696	0.46	0.4525		0.5572	0.6	0.5144	0.399092306205281	0.113944400937865	0.0138817025387099	0.0178496733544134	0.0223964557617348	0.269196228067406	1.6309	1.4821	0.1994	-0.0764	-0.4865
TCGA-91-6828-01	9.955	8.6857	7.9658	6.4955	10.5048	8.9759	12.7026	8.9467	6.2935	12.5842	10.0555	6.8196	10.6289	12.2953	8.0832	6.0096	7.6892	7.623	9.7755	11.3617	12.8949	13.7172	9.3405	4.3477	6.7648	7.623	7.4463	6.8515	7.4181	8.5658	10.029	13.4501	10.8157	7.02	8.1275	7.6201	9.652466666666669	522.58	1559.91	2082.49	0.6132146087215157	0.37	0.6132	0.37	0.6456	0.675	0.5138	0.295857011779635	0.0751592687772381	0.0	0.0021560121595666	0.0431455732130868	0.371903748390165	1.3453	1.0955	0.0824	0.0634	-0.209
TCGA-91-6829-01	8.6441	7.0514	5.7834	6.284	11.737	7.2357	12.3871	7.7464	5.4201	12.8931	8.6571	3.1283	7.2258	7.7289	6.284	4.9246	6.4803	6.3675	8.9886	10.4834	12.113	13.2329	6.2354	1.3498	6.1748	4.536	6.154	4.1729	6.9223	7.9708	8.7655	12.5532	12.3219	5.2929	7.22555	6.58325	8.37735	1133.05	334.11	1467.16	0.6819657978327843	0.49	0.682	0.49	0.7059	0.75	0.6335	0.226545239539553	0.103279361760445	0.0068543294843146	0.0469083566788441	0.0003929257684011	0.310998691457324	0.2086	0.4816	0.1691	0.7769	0.007
TCGA-91-6830-01	10.1651	8.3415	7.1959	6.3344	11.4311	8.4498	12.7416	8.8622	6.562	13.2094	9.419	4.7163	9.7117	10.6105	7.3662	5.3832	7.9527	7.5892	8.8164	12.0859	13.1261	14.2885	10.2003	3.8869	6.5737	7.5307	7.9166	5.6886	7.2402	8.8527	10.2824	13.7586	12.3648	6.562	8.4027	7.7120999999999995	9.634372222222222	662.42	1121.7	1784.12	0.6472116772460746	0.28	0.6472	0.29	0.6814	0.775	0.5314	0.323278580971374	0.130099321347232	0.0077213384962852	0.0300364209815087	0.0605235665984914	0.20632903139016					
TCGA-91-6831-01	9.3306	7.6335	8.0642	6.0064	11.4036	7.8565	11.8415	6.8579	7.9982	12.0528	9.0656	6.1067	9.8445	11.0909	6.3445	6.5428	7.0466	7.7311	9.0739	12.0296	12.1483	12.8545	10.744	2.9902	7.265	3.6526	7.3078	5.0287	7.5168	8.7118	9.7725	12.794	10.7052	6.3983	7.8792	7.42805	9.277472222222222	623.64	675.8	1299.44	0.6997635160033664	0.5	0.6998	0.52	0.6812	0.8	0.656	0.253009928589236	0.0697021641851917	0.0362427519057127	0.0339736277092579	0.0768197387645927	0.287733335788619					
TCGA-91-6835-01	11.2042	10.2622	9.4564	7.3534	10.9399	10.538	13.3513	10.3606	8.3864	13.8149	10.305	7.4004	9.923	12.6019	8.5166	8.0964	8.853	7.6894	9.9443	13.6389	13.9834	14.0784	9.993	4.2178	7.8306	10.6777	8.4678	7.3613	8.3629	8.8878	10.0774	13.6535	12.0351	9.0661	8.8704	9.3735	10.549444444444447	889.87	2383.01	3272.87	0.466553147573248	0.21	0.4666	0.21	0.4663	0.7	0.3848	0.506208098884649	0.110561830728312	0.0264107958442352	0.0	0.0881781136856222	0.275255206193125	2.3644	1.534	0.344	0.3818	-0.159
TCGA-91-6836-01	8.9945	7.3001	6.733	7.7359	10.9473	7.1603	10.6311	7.7654	5.2666	13.8929	6.5284	5.7293	7.678	8.3877	6.4285	5.6298	6.6851	7.7915	7.6904	9.6228	11.7704	11.9147	7.585	4.1507	6.4578	5.5371	6.8375	4.7084	5.3312	7.4568	9.4091	13.1279	12.366	6.7035	7.07095	6.516	8.460033333333334	-1044.37	-40.84	-1085.21	0.9023130198141625	0.67	0.9023	0.67	0.7565	0.85	0.7982	0.206168635201073	0.223887684217121	0.0247128152414918	0.0309490503690743	0.0104538790299215	0.120481484437876					
TCGA-91-6840-01	10.6564	8.8746	8.1724	4.8332	11.079	8.8073	11.3137	8.9322	6.9455	13.0328	8.7341	6.4102	9.5737	11.3045	7.7529	6.287	8.0725	7.6795	7.8179	11.4499	12.4693	13.78	9.4656	1.7191	7.4963	8.0054	7.7529	6.2456	6.4359	8.0725	10.2487	14.5126	12.0501	7.1687	8.0725	7.93885	9.569144444444445	-353.97	644.69	290.72	0.7974968335917478	0.62	0.7975	0.62	0.7493	0.75	0.7434	0.186047828374399	0.127505948197398	0.0157186080696876	0.0610713315661943	0.0929477741580268	0.114557451207082	1.4033	0.3898	0.3148	0.052	0.0
TCGA-91-6847-01	7.9081	5.5731	3.269	5.0236	11.196	5.9138	8.2014	7.4937	3.035	13.385	4.2342	2.6967	9.0502	9.1718	4.311	3.3208	6.8513	5.8973	5.7581	8.0566	9.5256	11.2093	7.6422	1.4402	3.8785	0.4251	5.6141	5.1681	5.531	6.6395	7.8514	12.4075	13.8423	4.5407	6.7454	5.26435	7.159127777777777	-1800.3	-975.56	-2775.86	0.9805556444813008	0.85	0.9806	0.85	0.8592	0.675	0.9191	0.0727746766368929	0.268317792793878	0.0	0.0904363482070084	0.0672401704897536	0.0458548309095288	-1.0363	-1.2716	-0.1174	-0.075	0.196
TCGA-91-6848-01	10.3516	8.5261	7.7103	8.9854	11.9518	8.861	12.7611	9.1729	6.5149	7.0946	10.3442	6.9457	10.8488	12.5549	7.323	6.7001	8.8053	8.7133	9.3332	12.0287	12.6262	13.3431	8.808	5.4499	7.8166	6.3469	8.4101	6.0514	8.2125	9.1978	10.1495	13.0809	8.8161	7.1969	9.001550000000002	7.8439	10.003699999999998	1015.64	1540.41	2556.05	0.5568683207615187	0.31	0.5569	0.3	0.4895	0.8	0.4348	0.368566560714289	0.0730013064639303	0.0	0.046985749729472	0.107456526194796	0.306776991858972					
TCGA-91-6849-01	9.8116	7.8394	9.2485	4.6708	10.7747	8.7307	12.8693	8.4011	5.9584	12.3254	7.9078	6.7219	6.6756	9.7515	6.9467	5.1368	7.0593	7.5014	9.0899	12.111	14.1668	13.283	7.519	1.6892	7.2293	9.2852	7.3523	5.3195	5.9839	8.2192	9.8469	11.9967	12.7918	7.3621	7.6392500000000005	7.17975	9.131316666666669	-66.35	1208.09	1141.74	0.7161112834068386	0.62	0.7161	0.59	0.7258	0.775	0.6688	0.258029963111479	0.0767642155135262	0.0034255467648878	0.0	0.0	0.239030211685413	1.5324	0.8159	0.0247	0.0041	-0.2035
TCGA-91-7771-01	10.2128	9.5098	8.6402	5.9968	11.0195	9.8675	12.6715	9.5143	6.8774	13.116	9.9135	7.2136	9.6559	11.0717	8.4494	7.3251	8.1749	7.3763	9.562	12.5373	13.4967	13.9853	9.7979	3.9341	6.5213	8.7696	7.4998	6.7981	7.336	8.6454	9.9958	13.3542	11.8391	8.1137	8.41015	8.19585	9.858677777777778	646.44	1633.44	2279.88	0.5900729439115265	0.32	0.5901	0.59	0.6828	0.61	0.6621	0.290921164978627	0.098945836185492	0.0	0.0248104817321871	0.0653603483073581	0.229092519664516	1.7881	1.122	0.2833	0.1781	-0.188
TCGA-91-8496-01	9.2935	8.4963	6.3553	6.7737	11.184	8.0031	13.8185	7.7095	6.0455	13.2592	8.104	5.4201	8.1162	7.6496	7.7722	5.349	7.1726	7.1093	10.0259	11.6086	15.1218	13.9769	6.9285	0.8273	4.4535	2.4974	7.9544	4.1729	8.1907	10.3065	11.3152	11.437	14.1392	5.3397	8.73955	6.8774999999999995	8.953783333333332	-7.83	1772.54	1764.71	0.6493809936431557	0.5	0.6494		0.8147	0.575	0.7913	0.178633125035844	0.0564164586641052	0.0219543382384122	0.0479961528218502	0.0163722131125303	0.391675461589711	0.4451	1.1699	0.0526	-0.2544	0.0235
TCGA-91-8497-01	9.5952	9.3333	10.032	6.0559	10.7708	9.7102	12.8506	7.636	5.6623	12.6068	9.348	6.7491	6.9323	8.423	7.3849	7.3474	6.9785	5.9671	8.6348	13.3794	14.8897	14.0134	7.0232	2.1076	6.7491	10.3781	6.9556	6.6856	6.9556	7.7557	10.4712	11.7001	11.1569	7.4843	7.367100000000001	6.649150000000001	9.381522222222223	460.48	1619.55	2080.03	0.6134998071073501	0.45	0.6135		0.6599	0.725	0.6351	0.312203730604568	0.0522024167407798	0.0512814684572357	0.0647469836141654	0.0031978926085122	0.209382623426976	2.0989	1.0104	0.092	0.0394	-0.326
TCGA-91-8499-01	9.5441	8.1526	7.2324	5.1157	10.6514	8.3005	12.1221	7.8468	5.4827	12.0507	8.6301	5.3427	10.1917	12.2577	7.424	4.7564	8.1375	7.887	8.864	12.194	12.7016	13.384	10.0069	3.6117	7.1636	3.7448	7.7825	5.9779	7.0265	8.0275	10.163	12.6289	8.4022	6.4951	8.0825	6.66475	9.347127777777779	-485.42	399.84	-85.58	0.8295890335043203	0.77	0.8296		0.7613	0.7	0.7542	0.13685684353072	0.139198538849339	0.0017137210406261	0.0	0.103268464342738	0.284439434854936	0.6908	0.4211	0.0215	-0.246	0.3955
TCGA-91-A4BC-01	13.3059	10.8626	9.85	5.4187	11.2109	11.1954	12.2931	11.6524	9.7272	11.4798	9.3205	7.7445	10.1908	12.4008	10.5938	7.5929	10.8143	11.2193	9.8699	11.3759	12.4601	13.7629	9.3308	7.7877	10.4757	6.7113	11.2455	8.7455	6.7642	11.3317	11.0296	13.0869	6.9958	8.6873	11.073	10.6898	10.665105555555552	962.48	2279.43	3241.92	0.4705666607533034	0.22	0.4706		0.5072	0.7	0.3736	0.490600857890558	0.287610434887702	0.0191894505950394	0.0351847057991908	0.0324076164052918	0.105983447806383	2.4835	1.0621	0.3527	0.4409	0.034
TCGA-91-A4BD-01	9.3554	8.1595	8.1463	3.8228	10.6829	8.0203	12.7838	6.7543	4.8606	13.2195	8.5351	6.7775	8.054	8.1417	6.6064	4.9773	6.9914	6.54	9.3002	10.9279	13.4143	13.2418	7.3348	3.4119	6.5802	6.4986	7.0688	4.9857	6.0607	7.3658	10.9814	12.4427	12.6054	5.6211	7.178599999999999	5.807449999999999	8.651033333333334	-707.39	1485.39	778.0	0.7523405214736969	0.55	0.7523		0.7183	0.75	0.7037	0.260044349503179	0.0521195731119563	0.018453843318007	0.0441966691298777	0.0044093927467358	0.271050312291703	0.8752	0.8365	0.1037	-0.5398	-0.086
TCGA-93-7347-01	11.6031	10.7157	9.7923	6.016	10.9158	10.8392	12.7996	10.0839	7.9319	13.2093	9.4046	7.0813	9.7205	12.1851	8.3598	8.8155	8.8216	7.4028	9.5418	14.3585	15.5941	13.9429	8.9653	4.3523	7.4958	8.7348	9.0062	7.3175	7.5714	8.6948	10.9328	12.97	12.9182	8.6907	8.7582	9.0079	10.438238888888888	874.0	2212.91	3086.91	0.4905201498728014	0.3	0.4905	0.28	0.4827	0.625	0.4277	0.490247944520366	0.149576346062754	0.0882188946974541	0.0105519033832283	0.0501914193594426	0.264609188312461	2.3027	1.3035	0.2651	0.4504	-0.171
TCGA-93-7348-01	8.9552	8.5576	9.203	4.9718	11.0533	8.711	11.3317	7.8299	4.9411	13.8334	7.9192	7.0346	7.8994	9.9049	7.0986	6.9424	6.396	6.9524	7.9192	12.2926	13.8306	12.9791	9.2711	1.2147	7.8466	8.8289	5.8364	4.9411	5.9174	7.244	9.4575	11.8052	11.9384	7.0986	6.82	6.3855	9.070611111111111	423.65	737.06	1160.72	0.71416388674549	0.45	0.7142	0.35	0.5687	0.6	0.5279	0.406561636368326	0.0817727666741377	0.0566833042910407	0.0	0.0183428390595327	0.0899537902483136	1.3504	0.4726	0.2255	0.5547	-0.264
TCGA-93-8067-01	8.8478	6.9647	6.7467	4.9763	11.586	7.3916	11.572	6.2837	3.93	12.7653	7.3768	5.762	8.5107	9.6111	6.0801	6.1726	7.5248	6.887	8.2306	8.3563	10.9432	12.7672	6.9448	2.7435	6.4099	5.2916	7.3569	5.0892	5.4219	7.9033	9.6397	13.7143	13.0987	6.2245	7.71405	5.10685	8.293733333333334	-717.86	45.21	-672.65	0.8745690390498865	0.32	0.8746	0.32	0.715	0.75	0.6998	0.266695727013347	0.0517413762663076	0.0227159852271221	0.0347958992004435	0.0639408217730622	0.429276252488985	0.2221	-0.0146	0.3023	0.2253	0.1275
TCGA-93-A4JN-01	8.4939	8.2772	8.8348	5.7267	11.096	8.4906	10.8663	6.6957	4.445	12.635	8.1563	7.0526	7.2188	8.6258	6.6724	6.7804	6.0768	7.0616	8.214	10.5841	12.7418	13.422	8.3377	1.8048	8.6348	9.7477	6.2043	7.075	6.0857	8.4552	10.1162	13.19	13.9086	7.1985	7.266	5.57035	8.934261111111109	173.2	727.37	900.58	0.7403658352606459	0.37	0.7404		0.6864	0.8	0.6621	0.304684434563949	0.0408833293903959	0.008585099604534	0.0058813758480266	0.0157642937675974	0.245320408918067	1.2699	0.4344	0.3845	0.5378	-0.003
TCGA-93-A4JO-01	10.8223	9.6385	8.9782	6.3587	10.5786	9.9589	12.1137	9.2272	7.3219	13.485	9.3811	6.9653	9.5005	11.5955	8.2471	7.2291	8.0787	7.7823	9.6175	12.0642	13.8313	13.6383	9.3293	4.2313	8.2042	10.0118	8.5384	7.4221	6.5799	9.1992	10.8438	12.8878	12.4814	7.7651	8.63895	8.27455	9.937277777777778	344.7	1898.74	2243.44	0.594382971935148	0.2	0.5944		0.5002	0.6	0.4597	0.49324524051135	0.139879265267002	0.0425196518830356	0.0310538256991238	0.0596694338383255	0.266811196629054	2.0743	1.0605	0.2182	0.2089	-0.1175
TCGA-93-A4JP-01	10.4021	7.9716	5.687	6.4667	10.5578	7.3572	13.2545	7.0287	4.3276	12.758	9.9389	5.3902	9.8429	9.8152	5.4173	5.2143	5.7618	5.3765	9.2813	13.9415	15.3561	14.2045	11.2901	2.3146	6.1728	4.6579	6.5668	3.8983	7.2369	7.3038	10.041	12.2795	13.0413	5.6291	6.5328	5.6781500000000005	9.335111111111111	370.73	1175.01	1545.74	0.6734843720128656	0.27	0.6735		0.7082	0.65	0.6919	0.260140916996248	0.0282372128185995	0.0	0.0107198585314728	0.0418624665902377	0.429506916504775	0.2334	0.8628	0.2011	-0.0241	-0.207
TCGA-93-A4JQ-01	10.9094	9.9141	9.3333	7.2587	11.6697	10.1741	11.3137	8.2785	6.0623	13.6969	8.7289	7.8771	9.989	11.6073	8.0649	7.948	8.1449	8.0882	8.673	13.0629	14.2333	13.6646	10.2186	4.7861	7.7659	11.6604	7.9347	7.8336	7.2463	8.6822	10.3366	13.7051	13.455	8.2865	8.41355	7.170399999999999	10.128066666666664	805.11	1754.53	2559.64	0.5564305414669249	0.2	0.5564		0.4872	0.75	0.4322	0.511194205037068	0.0486967874171592	0.0128520853530509	0.0231059214533546	0.0801282994492171	0.178060675401983	2.2117	0.9385	0.5052	0.7337	-0.008
TCGA-95-7039-01	9.6275	7.7597	6.515	6.4142	11.0837	8.2025	11.7859	8.0745	5.9805	14.7622	7.9467	5.2533	8.683	11.348	6.7182	5.0397	6.4263	7.0645	7.6915	10.9946	12.002	13.242	7.9425	1.6521	7.8957	5.9805	7.2788	5.8074	6.2748	7.2788	10.1102	12.5309	14.007	6.0905	6.852550000000001	7.0275	9.004988888888889	-15.51	326.9	311.39	0.7956626130780616	0.41	0.7957	0.41	0.6894	0.75	0.7014	0.194832871429181	0.17098605046576	0.0044400721397706	0.0086726834326994	0.120784068285977	0.240931764342526	0.4807	0.0066	0.2278	0.3419	0.0855
TCGA-95-7043-01	7.912	6.6405	6.3652	3.2664	10.9354	6.7284	10.2102	7.4642	4.2501	13.2802	6.7705	1.7448	6.5224	7.7638	5.3004	3.4042	5.5135	4.7051	6.3108	8.5713	9.8148	12.0703	6.1765	1.3605	10.1754	5.0841	6.9366	3.5818	3.2664	5.742	9.1045	11.8503	8.9161	4.1261	5.62775	5.85715	7.6594500000000005	-660.62	-624.74	-1285.36	0.9145868454835022	0.76	0.9146	0.77	0.7675	0.7	0.8273	0.105467120612542	0.124661784895819	0.0	0.0363215560916392	0.0329538298867028	0.219152746881133	-0.1792	-0.5853	-0.3487	-0.2106	0.1115
TCGA-95-7562-01	9.6781	8.144	6.9539	5.6286	10.8134	8.1577	11.5743	7.935	5.3074	14.0595	7.9946	5.8468	10.9134	12.4908	6.8679	6.1671	6.6849	6.8455	9.1721	12.6526	14.2535	13.4909	10.6335	4.0626	6.7585	3.5573	6.7998	5.9759	6.1038	6.8342	9.9763	13.3168	12.8509	6.7585	6.75955	6.6212	9.394805555555557	-149.93	681.77	531.84	0.7756480393249642	0.55	0.7756	0.55	0.7276	0.7	0.6951	0.201975541548136	0.0469618878381436	0.022997829470004	0.0	0.0610826859779186	0.202082898707508	0.4968	0.4299	0.1707	0.1931	0.2095
TCGA-95-7567-01	10.2014	8.7547	8.6128	6.4765	10.4987	8.918	11.9188	8.4446	6.0065	14.1207	8.8571	6.4442	10.122	11.243	7.3514	7.4406	7.4752	7.5551	8.7547	9.5601	11.1958	13.2606	7.4933	4.4658	7.8576	5.7136	7.5892	6.3125	6.5903	8.1266	10.0088	13.4989	13.0494	7.1857	7.8009	7.22555	9.218100000000002	36.85	754.17	791.01	0.7510810775694372	0.53	0.7511	0.53	0.6971	0.6	0.6756	0.265351271398097	0.134996247708992	0.081917994323762	0.0364934177503744	0.0378280985963637	0.285417160096322	1.2158	0.4515	0.2054	0.1164	0.077
TCGA-95-7944-01	12.3849	10.205	8.2939	7.8804	11.6152	10.5943	12.4752	10.8339	8.2448	7.7218	9.8043	7.6991	10.3986	13.1159	9.2151	6.6054	10.074	11.2452	9.9524	12.4348	14.4707	13.6573	11.1927	7.5744	10.1929	6.8708	10.723	9.0841	8.4307	11.1019	11.7999	13.8468	12.0421	9.0041	10.58795	9.539349999999999	11.049805555555556	24.14	1836.14	1860.28	0.6386492356115943	0.41	0.6386	0.41	0.502	0.61	0.5358	0.46410450097852	0.286399812853834	0.0110358568877555	0.125930793953623	0.122861155170528	0.157267338042193					
TCGA-95-7947-01	9.4472	8.5427	7.7162	6.2338	10.8087	8.6398	11.5828	8.0649	5.9498	14.0832	8.6006	5.7676	8.7878	10.9749	6.466	6.3047	7.2418	6.4204	8.0764	12.7475	13.4893	13.3873	9.9328	3.758	6.7706	7.9992	7.435	5.992	6.3024	7.5454	9.948	12.7133	13.6667	6.4809	7.393599999999999	7.00735	9.306633333333332	-866.7	621.22	-245.48	0.842465192997077	0.66	0.8425	0.66	0.7343	0.8	0.7556	0.211268712932645	0.0758039451142496	0.0096166292445732	0.000670402713355	0.0954321612395004	0.223986974951418	1.0696	0.4776	0.0438	-0.2523	0.036
TCGA-95-7948-01	7.9371	6.21	6.6171	3.5675	12.0836	6.2727	10.905	6.8182	5.1909	14.0887	6.2417	3.8567	7.3179	7.4017	5.4624	4.2732	6.1577	4.9201	7.515	11.4044	13.9507	13.8436	5.6724	1.7236	5.1244	4.5865	6.0109	4.0118	4.9815	5.9276	10.5925	11.7278	13.1383	4.7186	6.04265	6.00455	8.008672222222222	-575.76	138.89	-436.87	0.8572663342052486	0.71	0.8573	0.71	0.7661	0.71	0.8167	0.112548060052828	0.0841991546314621	0.0	0.0530306005959387	0.017949940618198	0.235642274321422	-0.0363	-0.2547	0.136	0.107	-0.0285
TCGA-95-8039-01	9.3433	9.3157	7.4889	6.6106	11.4709	9.1928	11.9395	7.361	4.9022	13.4214	8.5139	7.2002	8.3447	9.68	7.3878	7.9809	7.481	6.7411	9.0874	13.3751	15.4295	13.4243	7.9984	3.2446	5.8101	7.3911	6.7202	5.4896	6.7043	7.5627	10.0239	13.2601	13.9826	7.7831	7.521850000000001	6.1316	9.354744444444442	-71.44	1382.0	1310.56	0.6985965199858982	0.47	0.6986	0.45	0.645	0.7	0.5954	0.293873687969466	0.0284394232374235	0.0469570539029116	0.0355862454590552	0.028114355678661	0.33192440785476	1.1063	0.8928	0.2749	0.2999	-0.0285
TCGA-95-8494-01	7.4617	7.1221	5.2835	6.9469	11.6343	7.174	11.7721	5.7351	3.781	13.6873	6.1259	6.2758	7.0336	5.1974	4.9521	6.389	4.9815	7.4031	9.0058	11.9622	14.0226	12.4109	6.311	2.0658	5.8981	1.542	6.0165	5.2466	5.7351	6.139	11.4625	11.6742	12.915	5.2222	5.56025	4.75805	8.0029	-581.14	867.64	286.5	0.7978704072947387	0.53	0.7979		0.68	0.8	0.6973	0.214786290439323	0.024775882712026	0.0242695362383069	0.0153296036124499	0.0	0.198853659169451	-0.4104	0.3459	0.15	-0.011	0.192
TCGA-95-A4VK-01	9.8169	8.8401	8.2169	5.0105	10.8757	9.1111	11.1444	8.4828	6.175	13.7725	7.8294	6.3054	8.2983	10.5009	6.5802	6.7964	7.0686	6.9597	7.3533	9.7522	11.8135	13.2332	8.0367	2.8767	6.3142	10.1269	7.6898	6.1944	5.3235	7.481	10.3358	13.1463	13.3084	7.4288	7.2748	7.328899999999999	8.910405555555556	-519.51	707.03	187.52	0.8065444598087439	0.57	0.8065		0.6656	0.75	0.6418	0.306294134192122	0.10683081078179	0.0	0.0225209779148158	0.0625537077878696	0.142506699478058	1.4619	0.2081	0.1509	0.1569	-0.1215
