sample,patient,fov,radius_um,n_cldn4hi,n_cldn4lo,n_cd8nk,keren_tumor_high,keren_immune_high,homog_high,n_aa_high,n_bb_high,n_ab_high,keren_tumor_low,keren_immune_low,homog_low,n_aa_low,n_bb_low,n_ab_low
Lung5_Rep3,P5,16,40,337,895,531,0.4568781183178902,0.4442134442134442,0.18382563808431315,2806,2886,1282,0.5729783037475346,2.013167013167013,0.308451900615842,10140,2886,5810
Lung5_Rep3,P5,16,60,337,895,531,0.6465280502157709,0.5326438267614738,0.2260320943629132,5098,6188,3296,0.6795331217364595,2.145119586296057,0.34039388655246694,19534,6188,13274
Lung5_Rep3,P5,16,80,337,895,531,0.806492518387015,0.5995475113122172,0.25589442343284785,7886,10608,6360,0.7582006831217375,2.218137254901961,0.36104462038912416,31034,10608,23530
Lung5_Rep3,P5,17,20,394,1149,351,0.2286282306163022,0.558252427184466,0.1395631067961165,1006,412,230,0.30970982142857145,2.6941747572815533,0.21739130434782608,3584,412,1110
Lung5_Rep3,P5,17,40,394,1149,351,0.35104236718224613,0.7035040431266847,0.18974918211559433,2974,1484,1044,0.38177570093457946,3.303234501347709,0.2549672318735046,12840,1484,4902
Lung5_Rep3,P5,17,60,394,1149,351,0.499266862170088,0.9252717391304348,0.24487594390507011,5456,2944,2724,0.4242447360390601,3.7778532608695654,0.27610347053274414,26216,2944,11122
Lung5_Rep3,P5,17,80,394,1149,351,0.6319676036207718,1.080651731160896,0.2850848914678702,8396,4910,5306,0.451330246072823,4.04928716904277,0.28879786183254896,44052,4910,19882
Lung5_Rep3,P5,18,20,152,1212,119,0.48,1.0434782608695652,0.24742268041237114,100,46,48,0.18159357628165534,12.782608695652174,0.1518595041322314,3238,46,588
Lung5_Rep3,P5,18,40,152,1212,119,1.0396825396825398,2.046875,0.40809968847352024,252,128,262,0.19159973226238286,17.890625,0.1593597773138483,11952,128,2290
Lung5_Rep3,P5,18,60,152,1212,119,1.4444444444444444,2.5785123966942147,0.48073959938366717,432,242,624,0.19158735032238255,20.628099173553718,0.15953978906999042,26056,242,4992
Lung5_Rep3,P5,18,80,152,1212,119,1.534435261707989,2.5787037037037037,0.4903169014084507,726,432,1114,0.1957176915118528,20.14351851851852,0.16236286290021643,44462,432,8702
Lung5_Rep3,P5,19,20,253,977,387,0.74375,0.6296296296296297,0.25427350427350426,320,378,238,0.6416083916083916,3.8835978835978837,0.355104015481374,2288,378,1468
Lung5_Rep3,P5,19,40,253,977,387,1.612590799031477,0.9555236728837877,0.375,826,1394,1332,0.7043328409650419,4.104734576757532,0.3754593175853018,8124,1394,5722
Lung5_Rep3,P5,19,60,253,977,387,2.0573333333333332,1.0307281229124916,0.4071240105540897,1500,2994,3086,0.7383199347547478,4.23313293253173,0.38600231467381374,17166,2994,12674
Lung5_Rep3,P5,19,80,253,977,387,2.226932668329177,1.063095238095238,0.4184629803186504,2406,5040,5358,0.7562582345191041,4.3277777777777775,0.39164003303767014,28842,5040,21812
Lung5_Rep3,P5,20,20,218,794,631,1.4190476190476191,0.23390894819466249,0.16722783389450055,210,1274,298,1.0050062578222778,1.260596546310832,0.3586422510049129,1598,1274,1606
Lung5_Rep3,P5,20,40,218,794,631,1.9440993788819876,0.2605076987099459,0.1868099074903014,644,4806,1252,1.0644276901987664,1.2925509779442363,0.3685771923578972,5836,4806,6212
Lung5_Rep3,P5,20,60,218,794,631,2.202852614896989,0.2659778032912361,0.19180350489857872,1262,10452,2780,1.0411709455228553,1.272675086107922,0.3641390637831919,12776,10452,13302
Lung5_Rep3,P5,20,80,218,794,631,2.378977820636451,0.27487465181058496,0.19769212276624729,2074,17950,4934,1.0309446254071661,1.2695264623955431,0.3626237229878107,22104,17950,22788
Lung5_Rep3,P5,21,20,58,354,546,2.3125,0.09711286089238845,0.08525345622119816,32,762,74,1.263157894736842,0.8818897637795275,0.34181078331637843,532,762,672
Lung5_Rep3,P5,21,40,58,354,546,4.023809523809524,0.10938511326860842,0.09624145785876993,84,3090,338,1.652760736196319,0.8718446601941747,0.3633666037226868,1630,3090,2694
Lung5_Rep3,P5,21,60,58,354,546,4.435294117647059,0.11420781581338989,0.1001860217911241,170,6602,754,1.8133333333333332,0.906392002423508,0.3766838725922196,3300,6602,5984
Lung5_Rep3,P5,21,80,58,354,546,4.739726027397261,0.12258635961027457,0.10674070646305722,292,11290,1384,1.983742911153119,0.9294951284322409,0.38760434365073504,5290,11290,10494
Lung5_Rep3,P5,22,20,69,249,527,0.6956521739130435,0.16382252559726962,0.11707317073170732,138,586,96,2.1271186440677967,0.856655290102389,0.37915407854984895,236,586,502
Lung5_Rep3,P5,22,40,69,249,527,1.1988304093567252,0.17154811715481172,0.13049013367281986,342,2390,410,2.3606965174129355,0.7941422594142259,0.3727415553809898,804,2390,1898
Lung5_Rep3,P5,22,60,69,249,527,1.7785714285714285,0.19205553413035095,0.14773064372589736,560,5186,996,2.6494464944649447,0.8306980331662167,0.38741007194244603,1626,5186,4308
Lung5_Rep3,P5,22,80,69,249,527,2.4891891891891893,0.21157822191592005,0.16318214032600992,740,8706,1842,2.986013986013986,0.8828394210889042,0.40525150268902244,2574,8706,7686
Lung5_Rep3,P5,23,20,27,277,546,,0.04336043360433604,0.04155844155844156,0,738,32,1.9651162790697674,0.9159891598915989,0.3845278725824801,344,738,676
Lung5_Rep3,P5,23,40,27,277,546,51.5,0.07202797202797202,0.06710097719869706,4,2860,206,2.876068376068376,0.9412587412587412,0.4149198520345253,936,2860,2692
Lung5_Rep3,P5,23,60,27,277,546,36.857142857142854,0.08453473132372215,0.07778112752487187,14,6104,516,3.300947867298578,0.9128440366972477,0.41694103561807844,1688,6104,5572
Lung5_Rep3,P5,23,80,27,277,546,33.46153846153846,0.08453167508744656,0.07776188773686092,26,10292,870,3.6141552511415527,0.922852701127089,0.4236774020876082,2628,10292,9498
Lung5_Rep3,P5,24,20,47,449,434,3.125,0.13157894736842105,0.11210762331838565,16,380,50,0.7476851851851852,1.7,0.3417989417989418,864,380,646
Lung5_Rep3,P5,24,40,47,449,434,2.5952380952380953,0.13557213930348258,0.11413612565445026,84,1608,218,0.8320819112627986,1.5161691542288558,0.34948394495412843,2930,1608,2438
Lung5_Rep3,P5,24,60,47,449,434,3.787878787878788,0.14784151389710232,0.1245640259093174,132,3382,500,0.909805261359754,1.5748078060319337,0.3657464633978849,5854,3382,5326
Lung5_Rep3,P5,24,80,47,449,434,3.963302752293578,0.14845360824742268,0.12518110692552883,218,5820,864,0.9711598746081505,1.5969072164948455,0.3765192027224113,9570,5820,9294
Lung5_Rep3,P5,25,20,18,355,723,,0.047895500725689405,0.045706371191135735,0,1378,66,2.894179894179894,0.7939042089985486,0.383859649122807,378,1378,1094
Lung5_Rep3,P5,25,40,18,355,723,,0.04926299456943367,0.046950092421441776,0,5156,254,3.7540192926045015,0.9057408844065167,0.4218608852755194,1244,5156,4670
Lung5_Rep3,P5,25,60,18,355,723,137.5,0.04924785100286533,0.04692032076437468,4,11168,550,3.9412662090007626,0.9253223495702005,0.4283700878792903,2622,11168,10334
Lung5_Rep3,P5,25,80,18,355,723,159.33333333333334,0.04936486626045647,0.047028728846910665,6,19366,956,3.9409924005364325,0.9104616337911804,0.4251543209876543,4474,19366,17632
Lung5_Rep3,P5,26,20,446,802,419,0.13066202090592335,0.2329192546583851,0.07723995880535531,1148,644,150,0.4188340807174888,1.450310559006211,0.24527310924369747,2230,644,934
Lung5_Rep3,P5,26,40,446,802,419,0.3264936632468316,0.44199346405228757,0.1580946814728229,3314,2448,1082,0.48957548354684755,1.5923202614379084,0.2724350013978194,7962,2448,3898
Lung5_Rep3,P5,26,60,446,802,419,0.49138804457953394,0.5611261087543387,0.20759024111856184,5922,5186,2910,0.5184371184371185,1.6374855379868878,0.2825204604431433,16380,5186,8492
Lung5_Rep3,P5,26,80,446,802,419,0.5972457627118644,0.6531510658016683,0.23778996204133276,9440,8632,5638,0.5352636569178032,1.7004170528266913,0.28932429235985174,27422,8632,14678
Lung5_Rep3,P5,27,20,1154,1423,120,0.03179579041648007,1.7317073170731707,0.030277185501066096,4466,82,142,0.11888888888888889,7.829268292682927,0.10483344219464402,5400,82,642
Lung5_Rep3,P5,27,40,1154,1423,120,0.054739112848860724,2.8,0.05095381526104418,14834,290,812,0.14291719209751996,9.379310344827585,0.12340078032846384,19032,290,2720
Lung5_Rep3,P5,27,60,1154,1423,120,0.08447315966733109,4.551851851851852,0.0765827517447657,29098,540,2458,0.15535187199005748,11.11111111111111,0.13285505513484788,38622,540,6000
Lung5_Rep3,P5,27,80,1154,1423,120,0.10975714408306873,6.09047619047619,0.09732156444985543,46612,840,5116,0.162005425123936,12.371428571428572,0.137865159595638,64146,840,10392
Lung5_Rep3,P5,28,20,520,908,448,0.14871794871794872,0.3613707165109034,0.09531635168447,1560,642,232,0.48844621513944225,1.9096573208722742,0.2800365463682047,2510,642,1226
Lung5_Rep3,P5,28,40,520,908,448,0.2588042588042588,0.5027844073190135,0.14592472870006926,4884,2514,1264,0.6035681186283596,2.0723945902943517,0.3185375397407679,8632,2514,5210
Lung5_Rep3,P5,28,60,520,908,448,0.391072618254497,0.6927616050354052,0.19997728821258234,9006,5084,3522,0.6510293621329734,2.2765538945712036,0.3361017539783947,17778,5084,11574
Lung5_Rep3,P5,28,80,520,908,448,0.5410290045182918,0.9025042548018478,0.25275772844886285,13722,8226,7424,0.6867904004351078,2.4561147580841234,0.3492601299958512,29418,8226,20204
Lung5_Rep3,P5,29,20,362,423,295,0.05861244019138756,0.4016393442622951,0.04865938430983118,1672,244,98,0.4223194748358862,1.5819672131147542,0.25,914,244,386
Lung5_Rep3,P5,29,40,362,423,295,0.13590733590733592,0.7927927927927928,0.10395747194329592,5180,888,704,0.48641484426772696,1.6531531531531531,0.2731671008559732,3018,888,1468
Lung5_Rep3,P5,29,60,362,423,295,0.2222222222222222,1.1416400425985092,0.1568397951719093,9648,1878,2144,0.5568666011143887,1.8093716719914803,0.2986465108103357,6102,1878,3398
Lung5_Rep3,P5,29,80,362,423,295,0.27145922746781115,1.3307034845496384,0.18398327424779565,14912,3042,4048,0.6000804667069001,1.9612097304404996,0.31482849604221635,9942,3042,5966
Lung5_Rep3,P5,30,20,27,332,961,23.0,0.04311152764761012,0.04125560538116592,4,2134,92,3.9273743016759775,0.6588566073102156,0.3606977937403797,358,2134,1406
Lung5_Rep3,P5,30,40,27,332,961,29.857142857142858,0.05014395393474088,0.04767335766423358,14,8336,418,4.7161716171617165,0.685700575815739,0.37447589098532497,1212,8336,5716
Lung5_Rep3,P5,30,60,27,332,961,47.7,0.05368598761958357,0.05089628681177977,20,17770,954,5.0154095701540955,0.6960045019696117,0.3793399582873267,2466,17770,12368
Lung5_Rep3,P5,30,80,27,332,961,58.0,0.056903656223428606,0.05379003338691728,30,30578,1740,5.17843137254902,0.690954280855517,0.3787330154519055,4080,30578,21128
Lung6,P6,1,20,283,1986,36,0.07291666666666667,1.1666666666666667,0.06422018348623854,192,12,14,0.0106312292358804,8.0,0.010505581089954037,9030,12,96
Lung6,P6,1,40,283,1986,36,0.11229946524064172,3.230769230769231,0.0979020979020979,748,26,84,0.017178669352582394,23.615384615384617,0.016876477378923643,35742,26,614
Lung6,P6,1,60,283,1986,36,0.16731016731016732,8.666666666666666,0.14099783080260303,1554,30,260,0.02088793170554503,53.666666666666664,0.020452755405371073,77078,30,1610
Lung6,P6,1,80,283,1986,36,0.162654996353027,9.695652173913043,0.13790970933828076,2742,46,446,0.023482559736336173,66.91304347826087,0.02293591654247392,131076,46,3078
Lung6,P6,2,20,760,2486,27,0.024464831804281346,8.0,0.023809523809523808,1308,4,32,0.009362680683311432,28.5,0.009272816007808687,12176,4,114
Lung6,P6,2,40,760,2486,27,0.03783996846669294,13.714285714285714,0.03636363636363636,5074,14,192,0.012915883266574021,45.142857142857146,0.01274758965670257,48932,14,632
Lung6,P6,2,60,760,2486,27,0.048574643660915226,18.5,0.04620874219446922,10664,28,518,0.015276344186919396,58.142857142857146,0.015042596049008556,106570,28,1628
Lung6,P6,2,80,760,2486,27,0.05316593886462882,20.291666666666668,0.050356736635301415,18320,48,974,0.017164514256295664,65.29166666666667,0.016870505146203866,182586,48,3134
Lung6,P6,3,20,789,2196,60,0.04969879518072289,2.5384615384615383,0.04647887323943662,1328,26,66,0.02509032517061421,9.615384615384615,0.0244140625,9964,26,250
Lung6,P6,3,40,789,2196,60,0.08324043106651802,5.333333333333333,0.07575245180926615,5382,84,448,0.033129020819614004,15.571428571428571,0.032000782893771104,39482,84,1308
Lung6,P6,3,60,789,2196,60,0.09719820131442407,7.594594594594595,0.08756622000623247,11564,148,1124,0.03851768140509488,22.10810810810811,0.037026978091616876,84948,148,3272
Lung6,P6,3,80,789,2196,60,0.1059108331652209,10.606060606060606,0.09491096447618187,19828,198,2100,0.04223638153576898,31.2020202020202,0.04047219747392694,146272,198,6178
Lung6,P6,4,20,743,2082,56,0.04487179487179487,3.111111111111111,0.04236006051437216,1248,18,56,0.027636524430687596,13.88888888888889,0.02684131415074082,9046,18,250
Lung6,P6,4,40,743,2082,56,0.07271996785857775,5.838709677419355,0.0670122176971492,4978,62,362,0.029140332233346385,16.806451612903224,0.028267592642830016,35758,62,1042
Lung6,P6,4,60,743,2082,56,0.08966165413533835,8.368421052631579,0.08148274683976768,10640,114,954,0.03411154345006485,23.07017543859649,0.03293923150142779,77100,114,2630
Lung6,P6,4,80,743,2082,56,0.09914472203466126,9.177083333333334,0.08932373517185441,17772,192,1762,0.037358765642084804,25.625,0.035962809192444885,131696,192,4920
Lung6,P6,5,20,1213,1471,63,0.019302615193026153,1.24,0.01865222623345367,3212,50,62,0.02342116269343371,2.24,0.022653721682847898,4782,50,112
Lung6,P6,5,40,1213,1471,63,0.03577056413488812,2.948051948051948,0.034135338345864664,12692,154,454,0.0367395029991431,4.454545454545454,0.03515785157851579,18672,154,686
Lung6,P6,5,60,1213,1471,63,0.05480656506447831,5.7984496124031,0.05149741824440619,27296,258,1496,0.04242180832371103,6.550387596899225,0.040444167903125446,39838,258,1690
Lung6,P6,5,80,1213,1471,63,0.06665242469557787,8.082901554404145,0.06200810875268304,46810,386,3120,0.051312040785724995,8.865284974093264,0.048540384124372324,66690,386,3422
Lung6,P6,6,20,807,2277,48,0.03367496339677892,1.4375,0.03185595567867036,1366,32,46,0.01403705783267827,4.6875,0.013801987486198012,10686,32,150
Lung6,P6,6,40,807,2277,48,0.04626593806921676,2.953488372093023,0.04356775300171527,5490,86,254,0.021266473190922498,10.395348837209303,0.02078199823329769,42038,86,894
Lung6,P6,6,60,807,2277,48,0.06307339449541284,5.422535211267606,0.0586890243902439,12208,142,770,0.025619184903682347,16.52112676056338,0.024941526685094622,91572,142,2346
Lung6,P6,6,80,807,2277,48,0.0690050654687948,7.763440860215054,0.0640184429863451,20926,186,1444,0.029243483788938335,24.731182795698924,0.028379995804696273,157300,186,4600
Lung6,P6,7,20,683,2497,39,0.04809619238476954,3.4285714285714284,0.045283018867924525,998,14,48,0.009322560596643879,8.571428571428571,0.009226510841150238,12872,14,120
Lung6,P6,7,40,683,2497,39,0.06730286288297338,5.583333333333333,0.062354583527221966,3982,48,268,0.016901960784313726,17.958333333333332,0.016605663648622617,51000,48,862
Lung6,P6,7,60,683,2497,39,0.08129513160959702,10.264705882352942,0.07463644140290847,8586,68,698,0.021342294069566798,34.55882352941177,0.02088369117019764,110110,68,2350
Lung6,P6,7,80,683,2497,39,0.092975769126055,13.134615384615385,0.08451924266798663,14692,104,1366,0.024470513296884124,44.32692307692308,0.023873146076725495,188390,104,4610
Lung6,P6,8,20,740,2083,60,0.02824858757062147,1.25,0.026881720430107527,1416,32,40,0.01921001510900065,5.5625,0.01878429717180245,9266,32,178
Lung6,P6,8,40,740,2083,60,0.0533106960950764,4.757575757575758,0.05007974481658692,5890,66,314,0.02747818546420248,15.363636363636363,0.026696856405665843,36902,66,1014
Lung6,P6,8,60,740,2083,60,0.07458386683738796,7.516129032258065,0.06877213695395513,12496,124,932,0.03413340070742799,21.79032258064516,0.03295684629083014,79160,124,2702
Lung6,P6,8,80,740,2083,60,0.09402537038830251,11.423529411764706,0.08530264429412282,20654,170,1942,0.03817899637868598,30.388235294117646,0.03673051490977347,135310,170,5166
Lung6,P6,9,20,754,1796,67,0.03810775295663601,2.230769230769231,0.0361145703611457,1522,26,58,0.024116930572472595,7.615384615384615,0.02347640502727057,8210,26,198
Lung6,P6,9,40,754,1796,67,0.07026143790849673,5.0,0.06479807112718505,6120,86,430,0.031313818924438394,11.767441860465116,0.030284893464208762,32318,86,1012
Lung6,P6,9,60,754,1796,67,0.08320300281513919,7.388888888888889,0.07602172049156902,12788,144,1064,0.03843701084120819,18.416666666666668,0.03694004903053265,68996,144,2652
Lung6,P6,9,80,754,1796,67,0.09015715467328371,8.837837837837839,0.08193435229265848,21762,222,1962,0.04262904711541742,22.513513513513512,0.04081199372876927,117244,222,4998
Lung6,P6,10,20,66,1237,162,1.0666666666666667,0.2909090909090909,0.18604651162790697,30,110,32,0.2109283196239718,6.527272727272727,0.16965973534971646,3404,110,718
Lung6,P6,10,40,66,1237,162,1.3409090909090908,0.30412371134020616,0.19865319865319866,88,388,118,0.2230500228067508,7.561855670103093,0.17807720320466133,13154,388,2934
Lung6,P6,10,60,66,1237,162,2.1690140845070425,0.41847826086956524,0.2596964586846543,142,736,308,0.23199299423483907,8.638586956521738,0.18428985507246376,27406,736,6358
Lung6,P6,10,80,66,1237,162,2.392523364485981,0.445993031358885,0.27321237993596587,214,1148,512,0.24408798469831333,9.782229965156795,0.192340629602987,46008,1148,11230
Lung6,P6,11,20,266,2239,17,0.06315789473684211,6.0,0.058823529411764705,190,2,12,0.007449127906976744,41.0,0.007392715470609448,11008,2,82
Lung6,P6,11,40,266,2239,17,0.07277628032345014,13.5,0.0675,742,4,54,0.008625461254612546,93.5,0.008550916822899995,43360,4,374
Lung6,P6,11,60,266,2239,17,0.07875,21.0,0.07274826789838337,1600,6,126,0.009848826957400598,152.66666666666666,0.009752150583425602,93006,6,916
Lung6,P6,11,80,266,2239,17,0.0867579908675799,19.0,0.0794979079497908,2628,12,228,0.01089712058723372,144.0,0.010778846513716831,158574,12,1728
Lung6,P6,12,20,837,2151,24,0.014686248331108143,1.2222222222222223,0.014304291287386216,1498,18,22,0.006544226303567659,3.4444444444444446,0.006489428511618171,9474,18,62
Lung6,P6,12,40,837,2151,24,0.0191869918699187,2.95,0.018706404565630944,6150,40,118,0.008802816901408451,8.5,0.008717054661060404,38624,40,340
Lung6,P6,12,60,837,2151,24,0.031203566121842496,8.4,0.03015075376884422,13460,50,420,0.010164042925353377,17.2,0.01005589205116812,84612,50,860
Lung6,P6,12,80,837,2151,24,0.03957209949556444,14.21875,0.03796412181894034,22996,64,910,0.011263615359225437,25.59375,0.011133314302026834,145424,64,1638
Lung6,P6,13,20,227,1592,118,0.3235294117647059,0.4888888888888889,0.16296296296296298,136,90,44,0.05724137931034483,3.688888888888889,0.053359048537447766,5800,90,332
Lung6,P6,13,40,227,1592,118,0.3873239436619718,0.9482758620689655,0.21568627450980393,568,232,220,0.06544092018124782,6.474137931034483,0.06084420319209268,22952,232,1502
Lung6,P6,13,60,227,1592,118,0.4525790349417637,1.2252252252252251,0.24840182648401826,1202,444,544,0.07518796992481203,8.288288288288289,0.06934499133187608,48944,444,3680
Lung6,P6,13,80,227,1592,118,0.48036253776435045,1.3866279069767442,0.262954796030871,1986,688,954,0.08040488922841864,9.790697674418604,0.07385964912280701,83776,688,6736
Lung6,P6,14,20,275,1065,239,0.5508982035928144,1.0337078651685394,0.26436781609195403,334,178,184,0.2516869095816464,4.191011235955056,0.1918724279835391,2964,178,746
Lung6,P6,14,40,275,1065,239,0.7717996289424861,1.2057971014492754,0.32,1078,690,832,0.283235970968313,4.63768115942029,0.21069265209375823,11298,690,3200
Lung6,P6,14,60,275,1065,239,0.8864265927977839,1.3186813186813187,0.3464453265968964,2166,1456,1920,0.3213572854291417,5.086538461538462,0.23210480130374828,23046,1456,7406
Lung6,P6,14,80,275,1065,239,0.9942263279445728,1.470538001707942,0.37232432432432433,3464,2342,3444,0.3552847682119205,5.726729291204099,0.25067284688995217,37750,2342,13412
Lung6,P6,15,20,74,680,246,2.5833333333333335,0.484375,0.2897196261682243,24,128,62,0.6134751773049646,5.40625,0.35523613963039014,1128,128,692
Lung6,P6,15,40,74,680,246,4.184210526315789,0.5888888888888889,0.3404710920770878,76,540,318,0.6942517343904856,5.188888888888889,0.3797777175386284,4036,540,2802
Lung6,P6,15,60,74,680,246,4.805555555555555,0.564437194127243,0.3355965082444229,144,1226,692,0.7154644035832155,4.951060358890701,0.38466413181242076,8484,1226,6070
Lung6,P6,15,80,74,680,246,4.859504132231405,0.5787401574803149,0.3408695652173913,242,2032,1176,0.7299350739052355,5.200787401574803,0.3902799320481572,14478,2032,10568
Lung6,P6,16,20,375,1602,110,0.11594202898550725,0.631578947368421,0.08921933085501858,414,76,48,0.03220035778175313,2.8421052631578947,0.030857142857142857,6708,76,216
Lung6,P6,16,40,375,1602,110,0.17639429312581065,1.0303030303030303,0.13089509143407121,1542,264,272,0.04113486083346148,4.053030303030303,0.03912820887881226,26012,264,1070
Lung6,P6,16,60,375,1602,110,0.2199630314232902,1.3574144486692015,0.1591618368256799,3246,526,714,0.051254769592016435,5.311787072243346,0.04831235302254807,54512,526,2794
Lung6,P6,16,80,375,1602,110,0.25963337074448184,1.7135802469135804,0.18398727465535525,5346,810,1388,0.05831763271639145,6.496296296296296,0.05464060974849951,90230,810,5262
Lung6,P6,17,20,487,2341,36,0.028985507246376812,1.6,0.02768166089965398,552,10,16,0.01000893655049151,11.2,0.009900990099009901,11190,10,112
Lung6,P6,17,40,487,2341,36,0.0603290676416819,3.8823529411764706,0.056074766355140186,2188,34,132,0.016382495659529005,21.647058823529413,0.01610644257703081,44926,34,736
Lung6,P6,17,60,487,2341,36,0.09465195246179967,8.576923076923077,0.0856046065259117,4712,52,446,0.019412284850603548,36.30769230769231,0.019032641787132806,97258,52,1888
Lung6,P6,17,80,487,2341,36,0.10481099656357389,12.93939393939394,0.09417732686369651,8148,66,854,0.021763412964364213,54.90909090909091,0.02129159616469261,166518,66,3624
Lung6,P6,18,20,836,2159,74,0.05112219451371571,1.7826086956521738,0.04734411085450346,1604,46,82,0.02123100895987534,4.739130434782608,0.02069882263577668,10268,46,218
Lung6,P6,18,40,836,2159,74,0.07836181876813932,3.24,0.07107341327873647,6202,150,486,0.0253227408142999,6.8,0.024607961399276235,40280,150,1020
Lung6,P6,18,60,836,2159,74,0.08806262230919765,4.431818181818182,0.07948369565217392,13286,264,1170,0.02928123713226884,9.696969696969697,0.028365022381775472,87428,264,2560
Lung6,P6,18,80,836,2159,74,0.09629370016647683,5.467661691542289,0.08644694407299615,22826,402,2198,0.03199433586705318,11.91542288557214,0.03092197849018114,149714,402,4790
Lung6,P6,19,20,684,1446,124,0.11192930780559647,1.9,0.09559748427672957,1358,80,152,0.06529343179168286,4.2,0.06040992448759439,5146,80,336
Lung6,P6,19,40,684,1446,124,0.16795760293518142,3.4049586776859506,0.13797722705961152,4906,242,824,0.08052376533663265,6.454545454545454,0.07367229506650316,19398,242,1562
Lung6,P6,19,60,684,1446,124,0.2032251797163396,4.234817813765182,0.1624223602484472,10294,494,2092,0.09376851668970966,7.6882591093117405,0.08478435574604876,40504,494,3798
Lung6,P6,19,80,684,1446,124,0.23420416618713316,5.732394366197183,0.1836808376207239,17378,710,4070,0.10555490034202146,10.084507042253522,0.09458138490396555,67832,710,7160
Lung6,P6,20,20,80,1387,147,1.0909090909090908,0.41379310344827586,0.23076923076923078,22,58,24,0.08409361364537882,7.310344827586207,0.07675597393193338,5042,58,424
Lung6,P6,20,40,80,1387,147,1.5609756097560976,0.6336633663366337,0.3106796116504854,82,202,128,0.09233601395213642,9.435643564356436,0.08378021978021978,20642,202,1906
Lung6,P6,20,60,80,1387,147,1.4631578947368422,0.5408560311284046,0.2830957230142566,190,514,278,0.10138624626257135,8.70817120622568,0.09109039846961618,44148,514,4476
Lung6,P6,20,80,80,1387,147,1.5316455696202531,0.5576036866359447,0.290167865707434,316,868,484,0.10869856228748896,9.35483870967742,0.09702473413788983,74702,868,8120
Lung6,P6,21,20,478,1781,77,0.056291390728476824,0.6538461538461539,0.04927536231884058,604,52,34,0.020771513353115726,2.9615384615384617,0.02020997375328084,7414,52,154
Lung6,P6,21,40,478,1781,77,0.11925795053003534,1.7763157894736843,0.10052122114668652,2264,152,270,0.029931783377418905,5.657894736842105,0.02891339429800968,28732,152,860
Lung6,P6,21,60,478,1781,77,0.1689497716894977,2.9708029197080292,0.1378259397223163,4818,274,814,0.03871010287523081,8.569343065693431,0.03710610322702993,60656,274,2348
Lung6,P6,21,80,478,1781,77,0.2044564152791381,3.830275229357798,0.16254623321004477,8168,436,1670,0.048654223773727114,11.252293577981652,0.04620629897528632,100834,436,4906
Lung6,P6,22,20,993,1924,32,0.007132667617689016,3.3333333333333335,0.007067137809187279,2804,6,20,0.01943198804185351,26.0,0.01904761904761905,8028,6,156
Lung6,P6,22,40,993,1924,32,0.015544956721427309,17.6,0.015293708724365659,11322,10,176,0.020478673283497707,65.2,0.02006153846153846,31838,10,652
Lung6,P6,22,60,993,1924,32,0.021375310687655344,16.125,0.020900842514581984,24140,32,516,0.02285631935437383,49.5625,0.02233551149166291,69390,32,1586
Lung6,P6,22,80,993,1924,32,0.02744594728008688,25.272727272727273,0.026684584373200232,40516,44,1112,0.02466386484269042,66.95454545454545,0.02406155052435558,119446,44,2946
Lung6,P6,23,20,1128,2540,39,0.022267206477732792,2.75,0.021611001964636542,2964,24,66,0.008939796060902361,5.333333333333333,0.008845888044229441,14318,24,128
Lung6,P6,23,40,1128,2540,39,0.033561420658194854,9.363636363636363,0.032359409362236885,12276,44,412,0.014956814830419211,19.363636363636363,0.014725198755617007,56964,44,852
Lung6,P6,23,60,1128,2540,39,0.039327086253965915,18.379310344827587,0.0377612469004605,27106,58,1066,0.018210903920111172,38.86206896551724,0.017876970908283368,123772,58,2254
Lung6,P6,23,80,1128,2540,39,0.04392467620995228,23.976744186046513,0.04200277030880795,46944,86,2062,0.019731001001190095,48.58139534883721,0.01934151806381127,211748,86,4178
Lung6,P6,24,20,712,2623,45,0.04067796610169491,3.4285714285714284,0.03864734299516908,1180,14,48,0.012969094922737307,13.428571428571429,0.012790855898761735,14496,14,188
Lung6,P6,24,40,712,2623,45,0.04241915161696766,2.8857142857142857,0.04012713547874454,4762,70,202,0.012125411397886714,10.0,0.011965811965811967,57730,70,700
Lung6,P6,24,60,712,2623,45,0.0453166477057262,3.0253164556962027,0.04273962804005722,10548,158,478,0.013294361682066755,10.708860759493671,0.01310388624711513,127272,158,1692
Lung6,P6,24,80,712,2623,45,0.04817019400352734,3.33587786259542,0.04533195020746888,18144,262,874,0.01391367362652294,11.725190839694656,0.013706698077849761,220790,262,3072
Lung6,P6,25,20,283,1193,201,1.037037037037037,1.75,0.39436619718309857,216,128,224,0.19124700239808154,4.984375,0.15553388590931252,3336,128,638
Lung6,P6,25,40,283,1193,201,1.0749414519906324,2.0309734513274336,0.41276978417266186,854,452,918,0.2301006404391583,6.676991150442478,0.18196068973833354,13116,452,3018
Lung6,P6,25,60,283,1193,201,1.1805392731535755,2.1749460043196542,0.43349117520447694,1706,926,2014,0.2509854511574572,7.563714902807775,0.1954459203036053,27906,926,7004
Lung6,P6,25,80,283,1193,201,1.202991452991453,2.2370860927152316,0.43892931392931395,2808,1510,3378,0.2630577289067456,8.23841059602649,0.20313520574787722,47290,1510,12440
Lung6,P6,26,20,506,1718,121,0.08641975308641975,0.5490196078431373,0.06947890818858561,648,102,56,0.03317266798979303,2.2941176470588234,0.031664411366711775,7054,102,234
