sample,cohort,sample_type,GRHL1,GRHL2,GRHL3,TACSTD2,CLDN4,CLDN3,CLDN7,ELF3,KLF5
TCGA-49-4490-01,LUAD,primary_tumor,9.3642,9.4613,7.2716,14.4022,14.7058,13.534,11.5754,13.5995,11.3051
TCGA-97-A4M3-01,LUAD,primary_tumor,8.302,10.3781,4.2252,12.6442,13.2097,10.0975,12.7163,14.6227,12.1737
TCGA-J2-A4AD-01,LUAD,primary_tumor,11.0043,10.5075,7.8505,15.1143,14.5143,13.4344,11.895,13.6962,11.1006
TCGA-55-7227-01,LUAD,primary_tumor,10.0746,10.2429,4.192,14.193,13.1812,8.8364,11.0712,12.6608,11.9239
TCGA-49-4505-01,LUAD,primary_tumor,8.8022,10.0927,4.4442,13.4404,14.4127,13.1843,12.0652,13.7064,9.9229
TCGA-78-7153-01,LUAD,primary_tumor,4.8702,10.4054,3.7965,10.6277,12.5995,11.5377,12.9277,12.7894,12.4409
TCGA-50-5944-01,LUAD,primary_tumor,8.458,10.265,4.5207,13.4726,13.5533,10.3348,11.0546,12.5184,10.5259
TCGA-97-8172-01,LUAD,primary_tumor,9.1646,10.2758,2.1506,11.7223,13.4365,10.8534,11.3471,12.9148,11.0703
TCGA-97-8171-01,LUAD,primary_tumor,4.349,10.4587,4.5353,10.9471,13.4194,10.501,12.2105,14.1423,11.2245
TCGA-69-7761-01,LUAD,primary_tumor,6.4126,9.9934,2.4107,12.7153,12.3437,7.8612,11.0158,13.0321,12.283
TCGA-49-AARR-01,LUAD,primary_tumor,8.4127,10.2629,3.4189,12.7474,12.4642,10.3797,11.4821,13.6771,11.4203
TCGA-L4-A4E6-01,LUAD,primary_tumor,6.4372,8.9767,1.4161,11.3251,11.6867,8.2406,10.8768,11.6309,10.4407
TCGA-91-6829-11,LUAD,normal,7.6733,8.9459,1.6064,11.7468,11.2539,8.5904,11.0579,10.7884,10.4347
TCGA-55-A48Y-01,LUAD,primary_tumor,7.7036,9.9687,3.9732,12.5937,11.1427,10.5061,11.1814,12.8251,12.3717
TCGA-93-7348-01,LUAD,primary_tumor,9.3695,10.2293,4.6688,11.9384,13.8334,9.8594,11.0288,13.9526,11.7967
TCGA-91-6847-01,LUAD,primary_tumor,10.5187,11.0656,7.77,13.8423,13.385,10.7831,11.2708,12.5199,11.1994
TCGA-55-6980-01,LUAD,primary_tumor,9.1934,9.617,5.4113,14.2994,14.0199,11.0916,10.8012,13.3251,10.2095
TCGA-86-7953-01,LUAD,primary_tumor,8.3286,10.2648,4.7229,13.2091,13.6516,11.2494,11.1216,12.1169,9.5421
TCGA-86-7714-01,LUAD,primary_tumor,9.7778,10.6153,6.1596,13.7111,12.7505,9.1514,11.2,12.1904,12.0475
TCGA-44-6778-11,LUAD,normal,6.5927,8.8866,0.6687,12.209,11.8117,7.7524,10.7195,13.214,11.1135
TCGA-86-8585-01,LUAD,primary_tumor,8.3355,10.4437,2.9292,12.1601,11.735,11.1206,11.3384,13.7536,13.0186
TCGA-55-8511-01,LUAD,primary_tumor,10.8715,9.5904,2.0901,12.63,13.6603,10.1923,11.5634,13.8389,11.1826
TCGA-55-8092-01,LUAD,primary_tumor,7.4507,9.999,1.2232,12.4001,12.4752,10.0842,12.701,12.8248,12.0906
TCGA-62-A46U-01,LUAD,primary_tumor,8.3833,9.4973,5.9309,11.4132,12.7864,9.4908,11.1673,11.8406,10.4869
TCGA-55-8208-01,LUAD,primary_tumor,8.3113,9.5973,6.4871,12.6801,12.9167,10.9204,10.9054,11.5056,10.5887
TCGA-64-1676-01,LUAD,primary_tumor,8.6187,9.6843,4.1399,14.273,13.836,10.9431,12.8204,13.0505,9.661
TCGA-91-A4BD-01,LUAD,primary_tumor,8.6592,9.4898,1.86,12.6054,13.2195,10.8702,12.1795,12.4381,11.315
TCGA-78-7145-01,LUAD,primary_tumor,9.7578,9.6248,7.597,13.8694,14.0899,12.3752,10.8495,13.7408,10.9092
TCGA-97-8179-01,LUAD,primary_tumor,8.9386,10.1703,4.555,12.3023,13.6446,9.7228,12.5601,11.829,10.2516
TCGA-44-2662-01,LUAD,primary_tumor,9.557,9.1849,3.7622,13.3576,13.9337,8.6176,11.1392,13.3686,10.4509
TCGA-86-8074-01,LUAD,primary_tumor,8.9499,10.0376,6.9071,13.6882,12.9824,10.4239,12.1513,12.6795,11.0127
TCGA-78-7540-01,LUAD,primary_tumor,8.6605,10.1354,2.8672,13.9274,14.5673,7.3492,11.7207,14.4933,12.7794
TCGA-05-4426-01,LUAD,primary_tumor,9.037,9.9129,5.2157,14.0765,12.6853,10.0015,11.3806,12.9987,11.2185
TCGA-50-8457-01,LUAD,primary_tumor,7.5804,10.2324,4.4207,12.4101,13.6486,10.9834,11.0261,12.8419,11.1783
TCGA-44-6776-11,LUAD,normal,6.9669,9.7821,2.3938,11.9917,12.046,8.5306,10.9187,12.1034,11.8356
TCGA-75-5122-01,LUAD,primary_tumor,6.8799,0.8846,3.6833,10.1676,11.4644,6.5559,8.5212,10.6419,10.2279
TCGA-55-6975-01,LUAD,primary_tumor,8.7487,10.3939,6.476,13.0838,12.4289,10.4082,11.5914,12.2267,10.6903
TCGA-86-8073-01,LUAD,primary_tumor,10.9718,10.533,7.0699,13.8375,13.8745,11.3072,11.0776,13.1709,11.7323
TCGA-86-8076-01,LUAD,primary_tumor,7.7375,9.8004,5.2491,11.3107,12.4861,9.11,11.7078,12.7258,10.935
TCGA-62-A46P-01,LUAD,primary_tumor,6.9578,9.7001,2.2508,12.0113,11.2594,10.8874,12.1507,13.5645,11.3664
TCGA-J2-A4AE-01,LUAD,primary_tumor,9.4183,10.387,5.4447,12.6025,12.8326,10.5726,10.7519,14.042,11.5358
TCGA-38-4625-11,LUAD,normal,7.7528,8.8025,1.0868,12.4867,12.6566,9.6709,11.2572,12.3589,10.7817
TCGA-67-3770-01,LUAD,primary_tumor,7.3865,10.3061,4.237,12.2964,13.0756,10.7755,11.8981,12.9583,9.8309
TCGA-55-A490-01,LUAD,primary_tumor,8.2943,11.3534,5.5164,11.2339,13.1959,12.5979,11.3208,12.2119,10.6359
TCGA-44-4112-01,LUAD,primary_tumor,8.1985,10.178,4.6025,10.6411,13.5334,8.7069,12.5769,13.62,12.7355
TCGA-49-6745-01,LUAD,primary_tumor,9.5034,9.9256,8.0112,13.6585,13.9721,8.6841,11.3894,13.2576,10.7378
TCGA-93-A4JN-01,LUAD,primary_tumor,9.4315,9.6186,8.232,13.9086,12.635,10.7486,11.7401,13.1297,11.1104
TCGA-49-6761-11,LUAD,normal,7.6072,9.2327,1.6204,12.4287,12.0114,8.4874,10.9545,11.4301,11.3977
TCGA-86-8054-01,LUAD,primary_tumor,8.6084,10.6515,5.6232,8.5507,12.8096,10.4392,12.2338,12.773,10.6419
TCGA-55-A4DF-01,LUAD,primary_tumor,10.1454,11.2064,5.4441,11.3025,12.3733,10.7693,10.4392,13.7925,12.2912
TCGA-75-5146-01,LUAD,primary_tumor,9.2837,9.6485,4.1127,12.9703,13.118,10.3373,12.4718,12.3987,11.3104
TCGA-91-6847-11,LUAD,normal,7.6768,9.8059,2.6848,13.3986,12.417,10.2623,11.4244,12.2318,11.4019
TCGA-05-4384-01,LUAD,primary_tumor,9.6036,10.3069,7.1384,11.9826,12.5602,9.0382,12.1128,11.7133,12.0244
TCGA-55-8207-01,LUAD,primary_tumor,9.4629,9.4784,4.9442,13.3362,13.9501,11.5393,11.6067,14.4901,11.2626
TCGA-69-7760-01,LUAD,primary_tumor,8.6239,10.5592,6.7772,12.8505,13.4997,12.2112,11.6443,13.6665,11.4235
TCGA-49-4510-01,LUAD,primary_tumor,7.2051,10.322,6.9644,12.9594,13.7191,12.1783,12.5994,12.8521,10.6148
TCGA-64-5815-01,LUAD,primary_tumor,8.2858,9.0404,3.0126,12.7525,13.4496,9.7182,11.4907,11.2065,10.9586
TCGA-55-8620-01,LUAD,primary_tumor,6.5708,9.5193,0.6738,6.733,13.4318,12.3105,8.1904,12.4685,10.9022
TCGA-73-4662-01,LUAD,primary_tumor,9.3007,9.5929,6.5806,11.4804,14.4697,11.6847,12.8314,12.9124,10.7637
TCGA-49-AAR4-01,LUAD,primary_tumor,10.0688,9.6538,5.9579,13.5973,13.5861,11.8443,11.4116,13.6629,10.435
TCGA-55-7910-01,LUAD,primary_tumor,6.3332,9.8578,2.9033,8.9363,12.1569,10.6996,11.257,13.012,10.2543
TCGA-55-8621-01,LUAD,primary_tumor,8.2309,9.6739,4.4166,12.0211,12.3754,9.6297,11.0913,11.7383,10.4348
TCGA-55-6981-01,LUAD,primary_tumor,9.8959,9.821,5.1734,13.0765,14.9573,11.5659,10.7499,12.9192,10.4184
TCGA-MP-A4TJ-01,LUAD,primary_tumor,7.8661,9.6171,3.283,11.4167,12.2312,9.686,11.0521,13.2118,10.9859
TCGA-44-6145-11,LUAD,normal,7.3084,9.1659,1.2937,12.0633,11.8815,8.9005,11.3978,12.2889,11.7264
TCGA-50-5942-01,LUAD,primary_tumor,8.4032,10.7103,4.5859,12.3809,12.384,9.4174,10.8582,12.064,12.1299
TCGA-91-6828-11,LUAD,normal,7.2791,9.7678,0.7164,12.8047,12.8269,10.3831,11.6852,13.125,11.7186
TCGA-05-4434-01,LUAD,primary_tumor,8.4175,11.3949,6.3644,14.0121,13.5778,10.473,11.8617,13.0235,11.4007
TCGA-78-7148-01,LUAD,primary_tumor,7.9434,10.4119,6.1751,13.4518,13.4157,11.8676,12.5079,13.6525,12.1857
TCGA-44-6144-11,LUAD,normal,6.8283,9.2246,1.5143,11.5841,11.5395,7.8299,10.7422,10.475,10.8453
TCGA-69-8453-01,LUAD,primary_tumor,8.1279,9.6399,6.1729,13.5481,13.4106,9.3935,11.3031,13.4391,11.8464
TCGA-97-8176-01,LUAD,primary_tumor,8.6156,10.2264,6.9758,13.1248,13.2358,10.5254,12.7839,13.4201,11.5761
TCGA-67-3771-01,LUAD,primary_tumor,9.5783,11.1398,4.922,12.9513,12.5918,10.9986,11.7785,12.864,11.4185
TCGA-78-8655-01,LUAD,primary_tumor,10.618,10.1664,3.9603,13.5407,13.7552,10.8089,11.7335,13.146,10.4348
TCGA-95-7948-01,LUAD,primary_tumor,10.4707,10.637,8.0488,13.1383,14.0887,11.1769,11.9109,12.9401,10.5084
TCGA-78-7161-01,LUAD,primary_tumor,8.4021,10.7634,2.5302,12.3959,12.2616,10.7819,11.3986,12.4262,10.9893
TCGA-05-4427-01,LUAD,primary_tumor,9.4735,10.1936,5.057,12.5083,13.2546,9.9996,11.6413,11.8048,10.249
TCGA-97-A4M2-01,LUAD,primary_tumor,8.7023,9.9816,3.9038,11.6955,12.6453,9.8439,11.5064,12.0268,10.4414
TCGA-50-5068-01,LUAD,primary_tumor,7.7521,9.6494,4.1082,13.2199,13.7123,10.4669,12.3643,12.2881,11.074
TCGA-44-6148-01,LUAD,primary_tumor,8.1945,10.4674,4.587,12.8762,11.9937,10.0272,10.7469,12.0261,11.2034
TCGA-78-7536-01,LUAD,primary_tumor,10.0624,11.2832,3.9622,12.2205,13.2286,11.1415,10.8815,13.5013,10.2201
TCGA-50-5044-01,LUAD,primary_tumor,4.9394,6.4255,4.0315,10.2587,10.4577,7.6481,9.2034,9.8001,11.1966
TCGA-55-A48X-01,LUAD,primary_tumor,10.3513,9.7906,7.3468,13.6229,13.7898,11.2919,11.6379,13.2734,11.2936
TCGA-55-A494-01,LUAD,primary_tumor,7.1272,10.8961,4.7399,12.0747,14.8775,13.9759,12.0176,14.2229,10.674
TCGA-91-A4BC-01,LUAD,primary_tumor,8.0375,9.3783,3.9411,6.9958,11.4798,11.1488,11.9014,11.3834,9.2968
TCGA-55-6986-01,LUAD,primary_tumor,8.9087,10.3163,3.7393,12.2098,13.3351,9.6115,11.9797,12.7539,11.5762
TCGA-38-4632-11,LUAD,normal,4.6491,8.728,1.9601,11.1045,11.8714,8.3896,10.7999,10.9138,10.6348
TCGA-55-6979-11,LUAD,normal,7.8664,9.4967,2.3854,12.04,12.7425,9.7845,10.9361,13.2781,11.9221
TCGA-44-6147-11,LUAD,normal,7.0483,8.2043,1.4852,12.9647,12.9324,8.9132,11.3819,12.8762,12.4756
TCGA-44-2657-01,LUAD,primary_tumor,8.7745,9.8462,6.1861,12.9236,13.965,11.2906,10.727,12.1985,10.9848
TCGA-49-4490-11,LUAD,normal,5.4501,8.5012,1.2634,12.211,11.4374,8.3297,11.4563,10.9609,10.6637
TCGA-44-2665-11,LUAD,normal,6.5335,9.1018,0.7629,12.2653,12.0951,9.0151,11.0846,11.8328,10.7577
TCGA-49-6767-01,LUAD,primary_tumor,9.4435,10.2085,7.8821,15.4511,14.9288,11.2903,11.1565,12.021,9.1419
TCGA-67-6216-01,LUAD,primary_tumor,9.3725,10.1536,6.9004,13.6824,13.0958,9.2689,12.2228,13.2857,11.8555
TCGA-50-5930-01,LUAD,primary_tumor,8.1287,9.8288,2.6581,13.2571,12.7199,10.6136,13.1959,12.4877,12.7073
TCGA-97-8552-01,LUAD,primary_tumor,8.0533,10.1401,5.0315,12.6955,13.4122,11.0,11.6847,13.0715,10.6243
TCGA-86-8281-01,LUAD,primary_tumor,8.0532,10.494,6.772,12.4797,12.7703,9.2924,12.6664,12.8863,11.4864
TCGA-95-8039-01,LUAD,primary_tumor,9.4994,9.9443,5.9335,13.9826,13.4214,10.479,11.1672,12.55,10.1422
TCGA-55-8204-01,LUAD,primary_tumor,9.4143,10.8964,9.3671,14.4312,12.1725,7.8256,11.3262,12.4218,12.3425
TCGA-64-5781-01,LUAD,primary_tumor,6.4135,9.1156,2.7629,13.8567,12.9169,8.0963,11.8787,11.828,11.5972
TCGA-50-5932-11,LUAD,normal,6.5596,9.3859,0.0,12.3739,11.5081,8.2848,10.8239,11.1138,10.8902
TCGA-NJ-A4YI-01,LUAD,primary_tumor,9.3131,10.1147,6.5072,12.6503,13.6556,10.2851,11.9661,13.0001,11.1993
TCGA-L9-A444-01,LUAD,primary_tumor,9.8185,9.4122,6.2512,12.1473,13.5689,11.8353,11.5805,12.0236,9.8004
TCGA-MP-A4SV-01,LUAD,primary_tumor,9.7722,10.4365,6.9803,12.6984,13.4504,11.8088,11.8864,12.859,10.699
TCGA-55-8090-01,LUAD,primary_tumor,8.0987,10.3805,3.3192,13.3182,13.9407,9.3363,12.2743,12.9567,11.5775
TCGA-95-7944-01,LUAD,primary_tumor,5.6971,5.8605,2.8525,12.0421,7.7218,8.5426,11.7053,13.1785,12.2503
TCGA-NJ-A4YG-01,LUAD,primary_tumor,7.8468,10.1868,5.9854,12.6649,13.5031,10.4748,12.0404,13.6192,11.7362
TCGA-91-6830-01,LUAD,primary_tumor,8.8692,10.1573,5.8697,12.3648,13.2094,9.3879,11.3789,12.5614,11.2165
TCGA-75-7030-01,LUAD,primary_tumor,8.0129,9.3807,3.5131,13.3062,12.5374,8.3851,11.0376,13.3453,12.1543
TCGA-55-8512-01,LUAD,primary_tumor,8.98,10.7844,7.2248,13.7599,13.4602,11.2328,12.2063,14.2029,12.395
TCGA-44-6777-01,LUAD,primary_tumor,8.1763,8.8495,2.9706,11.8994,12.4753,9.9241,10.1732,12.0209,9.3317
TCGA-44-2662-11,LUAD,normal,6.0028,9.0542,0.5603,12.8621,13.018,8.783,11.1322,13.7022,11.4895
TCGA-55-6985-01,LUAD,primary_tumor,9.4096,10.5176,6.5589,13.3487,14.2372,12.2646,10.9916,14.3771,11.7084
TCGA-MP-A4TE-01,LUAD,primary_tumor,2.1777,10.6025,1.6792,11.5357,13.4219,12.7713,12.3253,13.5927,10.9656
TCGA-L4-A4E5-01,LUAD,primary_tumor,10.5492,9.9451,7.7895,13.3642,14.1803,11.9923,12.8822,12.8299,9.5207
TCGA-55-6969-01,LUAD,primary_tumor,5.6434,10.2351,3.3174,10.6259,12.4594,11.8177,11.4284,12.6644,9.0992
TCGA-55-7815-01,LUAD,primary_tumor,8.8135,9.8468,3.1725,12.0609,9.6647,4.6466,11.2508,9.831,9.8578
TCGA-05-4390-01,LUAD,primary_tumor,6.5969,10.8428,4.1894,12.1225,13.6111,12.0452,12.9256,12.335,10.6894
TCGA-44-2668-11,LUAD,normal,7.6571,8.4356,2.4876,11.8966,11.7697,8.7685,11.4913,11.4746,11.4946
TCGA-78-7537-01,LUAD,primary_tumor,8.0416,10.566,2.2995,12.3076,12.2184,9.3973,12.1133,13.4609,12.8368
TCGA-55-7284-01,LUAD,primary_tumor,7.0802,9.5961,4.2058,12.6749,13.2588,8.954,12.0653,13.8526,12.3741
TCGA-49-6744-11,LUAD,normal,7.299,9.1782,1.8512,11.3937,11.1933,6.863,10.3244,9.8893,11.0485
TCGA-55-8614-01,LUAD,primary_tumor,9.4716,11.8652,7.7921,14.2819,12.7772,8.3035,10.666,12.9111,11.1559
TCGA-75-5126-01,LUAD,primary_tumor,7.1327,9.0683,5.764,13.1871,13.7678,11.03,11.5687,12.1124,10.5121
TCGA-49-6742-11,LUAD,normal,8.8781,9.9613,3.1436,12.7224,12.4223,9.4268,11.4084,12.4889,11.6627
TCGA-95-7043-01,LUAD,primary_tumor,9.7351,12.2687,5.4372,8.9161,13.2802,12.1478,11.9422,12.9226,12.3174
TCGA-L9-A8F4-01,LUAD,primary_tumor,8.8888,10.6302,6.7725,13.7954,13.3988,12.6168,11.6419,13.3931,10.197
TCGA-44-7670-01,LUAD,primary_tumor,8.1909,10.2204,7.7226,12.0369,13.4328,11.1634,12.0269,12.5761,10.8791
TCGA-95-7039-01,LUAD,primary_tumor,9.9265,10.4741,7.0875,14.007,14.7622,13.3949,12.1684,13.6718,11.3781
TCGA-MP-A4TI-01,LUAD,primary_tumor,7.7291,9.3955,4.9172,13.0249,12.4394,6.6648,10.4021,11.313,9.6084
TCGA-44-2665-01,LUAD,primary_tumor,6.6996,8.3899,7.1145,12.175,12.3185,8.6056,10.7747,12.093,9.7938
TCGA-05-4395-01,LUAD,primary_tumor,7.7333,10.1781,2.7878,13.8468,13.7728,7.689,11.5564,13.1467,11.365
TCGA-O1-A52J-01,LUAD,primary_tumor,7.4126,9.2116,3.0316,11.3154,13.2514,11.1647,11.2985,13.1249,9.5102
TCGA-55-5899-01,LUAD,primary_tumor,7.326,9.2301,1.4407,8.512,12.7733,11.5703,11.3179,12.1652,8.6559
TCGA-55-7728-01,LUAD,primary_tumor,8.0604,9.4266,5.0218,13.1409,12.821,9.4274,11.5547,13.7674,11.935
TCGA-99-7458-01,LUAD,primary_tumor,9.835,10.2526,5.754,13.3535,13.0088,8.9635,11.4275,12.1633,10.9875
TCGA-97-A4M0-01,LUAD,primary_tumor,9.3537,10.4552,5.4253,12.4862,12.9874,11.1906,11.1998,13.2074,10.2852
TCGA-91-6848-01,LUAD,primary_tumor,4.2798,3.5713,2.121,8.8161,7.0946,4.797,7.8379,6.3908,9.8358
TCGA-50-5055-01,LUAD,primary_tumor,8.0685,8.4471,4.4439,12.8974,12.7665,9.724,11.2983,12.4139,9.886
TCGA-44-7671-01,LUAD,primary_tumor,8.0535,10.4702,6.3121,12.0074,12.6456,8.7123,13.1424,11.9725,11.9542
TCGA-05-5423-01,LUAD,primary_tumor,7.8054,10.0858,4.654,12.5293,14.1244,11.1856,12.5162,12.6984,10.0858
TCGA-55-8619-01,LUAD,primary_tumor,8.3993,8.8102,4.6027,13.2205,13.0374,8.0772,11.2291,13.3016,11.0888
TCGA-64-1680-01,LUAD,primary_tumor,8.7482,10.4436,4.639,12.8236,14.2411,10.6143,12.0366,12.5947,12.4987
TCGA-49-AAR3-01,LUAD,primary_tumor,7.7087,9.6149,6.1255,12.9068,12.7714,9.7289,11.1453,12.007,10.0442
TCGA-55-8514-01,LUAD,primary_tumor,9.2709,10.2645,5.6261,12.5291,14.4052,13.4739,12.2457,13.4886,10.1189
TCGA-91-8497-01,LUAD,primary_tumor,8.0824,9.6209,2.9296,11.1569,12.6068,10.5433,11.49,12.6345,10.4086
TCGA-49-AAR9-01,LUAD,primary_tumor,9.401,10.3343,7.6648,13.7995,14.4641,11.6819,11.1423,13.4474,11.9131
TCGA-44-6774-01,LUAD,primary_tumor,7.4263,9.8602,5.6512,11.4345,12.2869,10.9845,11.3977,11.7539,9.8631
TCGA-44-3919-01,LUAD,primary_tumor,10.1636,9.9364,4.0819,13.0419,13.3954,10.4506,10.668,12.9514,11.7864
TCGA-44-6147-01,LUAD,primary_tumor,8.709,10.425,5.5848,12.8878,13.7565,12.2648,11.5898,13.455,11.0805
TCGA-55-6982-11,LUAD,normal,8.5669,9.6257,3.1627,12.6996,11.8326,8.9906,10.7663,10.796,11.1418
TCGA-55-8301-01,LUAD,primary_tumor,9.0533,9.466,5.146,12.0766,13.3162,9.0915,11.8729,12.6413,10.4036
TCGA-95-7562-01,LUAD,primary_tumor,8.9622,11.2046,8.3858,12.8509,14.0595,11.4707,12.1742,13.9497,11.0249
TCGA-55-6983-01,LUAD,primary_tumor,7.2282,10.3164,4.6091,11.9734,13.1022,11.2899,11.8847,13.2021,12.0914
TCGA-53-7813-01,LUAD,primary_tumor,5.8717,11.1532,3.2051,11.818,11.7644,10.0701,11.0345,13.0469,10.473
TCGA-44-6777-11,LUAD,normal,7.33,9.132,2.9313,11.2635,11.7102,8.8086,10.898,10.711,10.6029
TCGA-MN-A4N1-01,LUAD,primary_tumor,9.3145,9.7986,7.2184,14.0908,13.8564,11.7593,12.3555,14.0344,11.6196
TCGA-78-7159-01,LUAD,primary_tumor,8.0159,11.0291,2.7026,11.2808,12.4767,10.6974,11.4392,12.7052,11.8804
TCGA-50-6673-01,LUAD,primary_tumor,8.5936,10.2596,6.9717,11.8041,12.8528,10.7077,12.0329,12.6395,12.0572
TCGA-75-7025-01,LUAD,primary_tumor,8.2112,9.8325,7.5649,13.5002,12.2662,10.7655,11.6317,12.9603,11.2469
TCGA-55-7726-01,LUAD,primary_tumor,7.7471,10.1994,1.8726,14.014,12.2533,8.0278,10.4661,10.3404,11.6081
TCGA-L9-A743-01,LUAD,primary_tumor,9.0102,9.2728,6.394,12.4301,13.3234,11.1044,11.437,12.2688,10.3567
TCGA-86-8358-01,LUAD,primary_tumor,7.6764,9.6416,3.8997,6.981,11.9182,10.2013,9.8785,11.7863,8.7813
TCGA-55-6972-01,LUAD,primary_tumor,10.1127,10.3893,4.6423,11.9009,14.1394,11.8634,13.1957,13.191,11.9252
TCGA-55-7727-01,LUAD,primary_tumor,10.5241,10.132,5.338,13.3551,12.0609,8.9713,10.9358,12.8989,11.7837
TCGA-91-6831-01,LUAD,primary_tumor,9.292,10.2766,3.2463,10.7052,12.0528,10.0496,10.9244,12.0449,10.32
TCGA-MN-A4N4-01,LUAD,primary_tumor,10.3359,10.323,8.0899,14.5906,12.384,10.2957,11.7894,13.7162,12.3092
TCGA-55-8302-01,LUAD,primary_tumor,9.4498,10.4732,9.0955,13.6042,14.9435,12.5349,12.65,13.5221,10.2486
TCGA-MP-A4TK-01,LUAD,primary_tumor,9.421,9.4902,5.0742,13.026,13.477,10.74,11.0867,11.5275,11.4396
TCGA-18-3417-01,LUSC,primary_tumor,8.4546,9.3772,6.9287,13.2696,13.2332,6.4669,12.1232,11.8337,10.5255
TCGA-22-4613-01,LUSC,primary_tumor,10.4152,11.5418,9.0089,13.2131,11.1383,6.4837,10.8736,12.0219,12.9027
TCGA-90-7769-01,LUSC,primary_tumor,10.8418,10.3979,11.2723,15.3806,14.5155,5.7009,12.7281,13.0806,12.7649
TCGA-77-A5G1-01,LUSC,primary_tumor,10.3986,10.4182,8.2864,14.6212,11.9368,5.1861,8.1151,9.8977,10.1829
TCGA-77-A5G3-01,LUSC,primary_tumor,11.8632,10.4893,11.0817,13.2486,12.5064,4.2739,11.477,11.9396,14.6535
TCGA-66-2766-01,LUSC,primary_tumor,8.5184,11.1061,8.9188,13.3919,12.132,8.0917,11.345,12.7738,11.8399
TCGA-37-4135-01,LUSC,primary_tumor,8.467,9.7946,5.6776,13.0046,13.2415,12.2462,12.251,14.0523,9.5867
TCGA-56-8201-01,LUSC,primary_tumor,8.408,9.885,2.0618,12.2553,8.7146,3.1599,11.1978,9.2403,11.4412
TCGA-56-7582-11,LUSC,normal,7.3585,9.492,0.9991,11.8063,11.2874,8.2189,10.227,10.9023,10.3417
TCGA-43-7656-01,LUSC,primary_tumor,9.0989,11.6471,4.0442,11.4213,11.2256,8.2293,10.0613,10.9008,9.7611
TCGA-85-8481-01,LUSC,primary_tumor,9.5196,10.383,7.5982,14.655,13.9554,8.6781,11.7039,11.7165,11.6942
TCGA-56-A4ZK-01,LUSC,primary_tumor,11.0416,11.4283,10.2738,14.6652,13.2013,6.4327,11.5853,12.1871,13.4511
TCGA-56-8309-11,LUSC,normal,7.576,9.4451,4.756,12.4287,12.085,9.5648,11.1345,12.2739,10.765
TCGA-22-1011-01,LUSC,primary_tumor,9.8202,11.2393,8.9503,15.4278,12.1806,5.286,9.9617,12.5131,12.6588
TCGA-77-8156-01,LUSC,primary_tumor,10.0623,9.5608,8.9687,11.4981,12.2364,7.947,10.8366,10.6658,12.0588
TCGA-43-A475-01,LUSC,primary_tumor,8.3934,11.4127,7.6465,13.0762,12.1655,5.7892,7.6964,12.0569,12.5324
TCGA-37-3789-01,LUSC,primary_tumor,11.3932,10.4483,9.1362,13.548,12.4551,4.8901,10.7447,11.8145,12.9195
TCGA-22-4596-01,LUSC,primary_tumor,7.0901,10.1744,4.2222,11.8719,13.1646,9.3468,10.685,12.9969,9.7176
TCGA-58-A46N-01,LUSC,primary_tumor,11.1791,11.0752,11.1889,13.6462,10.9722,6.1434,10.6347,11.6378,12.9189
TCGA-63-A5MW-01,LUSC,primary_tumor,7.2447,11.4356,4.0738,10.7405,9.1185,2.1456,6.0176,9.8835,8.7102
TCGA-85-8479-01,LUSC,primary_tumor,9.1579,10.5075,10.0285,14.5275,10.8679,5.1605,10.4175,11.7261,12.365
TCGA-68-8251-01,LUSC,primary_tumor,6.5627,10.8499,8.9765,13.0631,12.3626,10.6885,10.9382,11.954,9.854
TCGA-34-7107-01,LUSC,primary_tumor,9.037,11.4692,9.8124,12.5842,10.2468,2.9966,10.1022,10.57,13.3857
TCGA-37-4141-01,LUSC,primary_tumor,7.3008,8.8221,8.8911,12.1227,11.4466,8.8922,10.6298,11.9668,10.1401
TCGA-39-5040-01,LUSC,primary_tumor,11.0742,11.021,3.0247,10.9254,13.9118,10.4157,10.5529,11.427,11.9414
TCGA-43-2578-01,LUSC,primary_tumor,8.1789,10.4957,5.8429,11.3005,12.2594,10.1354,11.9364,11.5788,10.9766
TCGA-63-A5M9-01,LUSC,primary_tumor,9.0662,10.973,9.4616,10.8133,10.3261,3.1631,7.4254,11.9447,12.35
TCGA-92-8063-01,LUSC,primary_tumor,9.1782,10.4611,9.7088,14.3601,13.286,10.0908,11.8472,12.7898,5.9088
TCGA-NC-A5HR-01,LUSC,primary_tumor,9.5847,11.133,8.5139,13.0134,12.7129,7.1228,10.772,13.6805,13.1388
TCGA-51-4079-01,LUSC,primary_tumor,10.1527,10.5875,9.6696,14.8208,12.7096,6.9098,11.7027,12.4819,13.3513
TCGA-56-7730-11,LUSC,normal,6.8756,9.2352,5.1673,12.5985,12.4074,10.2645,11.7941,13.9306,11.1725
TCGA-66-2795-01,LUSC,primary_tumor,9.9437,11.2436,8.2871,12.4462,11.7738,6.9355,10.3609,12.1553,12.4593
TCGA-96-7544-01,LUSC,primary_tumor,10.3198,11.7336,11.0624,12.8852,10.0184,2.3721,10.5555,11.9879,13.6674
TCGA-21-1081-01,LUSC,primary_tumor,10.8181,11.016,10.9126,14.0509,12.5331,6.3815,10.7791,12.5601,14.5611
TCGA-37-A5EM-01,LUSC,primary_tumor,10.4301,10.7565,10.2665,13.9888,13.0824,7.5128,10.3525,11.8498,13.0146
