gene	patient	cohort	quartile	tacstd2_published	log2_tmm_cpm
SYNPO	EBUS_15	GSE131907	Q4	9.21259347	3.797934654
SYNPO	NS_02	GSE131907	Q1	1.431513864	0.5102773688
SYNPO	NS_03	GSE131907	Q1	7.399143925	2.100141174
SYNPO	NS_04	GSE131907	Q1	7.341023159	0.1927126543
SYNPO	NS_06	GSE131907	Q4	9.541441248	4.751579082
SYNPO	NS_16	GSE131907	Q1	3.918084256	4.981235124
SYNPO	P1016	GSE205335	Q1	5.931553687	2.335033974
SYNPO	P1025	GSE205335	Q1	5.194059377	0.6524650884
SYNPO	P1027	GSE205335	Q4	9.910986996	3.682219048
SYNPO	P1030	GSE205335	Q4	9.884019071	3.150883215
SYNPO	P1037	GSE205335	Q1	8.122009045	0
SYNPO	P1056	GSE205335	Q4	10.57352107	0.9963551202
SYNPO	P1063	GSE205335	Q1	7.211340713	1.054064281
SYNPO	P1089	GSE205335	Q4	10.52702642	3.385966031
SYNPO	P1090	GSE205335	Q4	10.16882909	1.586248975
SYNPO	P1115	GSE205335	Q1	3.372326812	0.1164067247
SYNPO	P1119	GSE205335	Q1	7.974355364	0.7617765926
SYNPO	TD3	GSE189357	Q1	8.359015002	4.888034053
SYNPO	TD6	GSE189357	Q4	9.841796273	4.819879946
SYNPO	TD7	GSE189357	Q1	8.334090037	4.25319956
SYNPO	TD8	GSE189357	Q1	8.044177107	4.527191229
SYNPO	TD9	GSE189357	Q4	9.761939943	4.29090123
TACSTD2	LX653	GSE123902	Q4	9.475294191	9.475294191
TACSTD2	LX666	GSE123902	Q1	3.354142834	3.354142834
TACSTD2	LX676	GSE123902	Q4	9.381532945	9.381532945
TACSTD2	LX680	GSE123902	Q1	4.821694624	4.821694624
TACSTD2	LX682	GSE123902	Q4	9.017035397	9.017035397
TACSTD2	LX684	GSE123902	Q1	7.16017478	7.16017478
TACSTD2	LX701	GSE123902	Q1	7.050510406	7.050510406
TACSTD2	BRONCHO_11	GSE131907	Q1	7.468552184	7.468552184
TACSTD2	BRONCHO_58	GSE131907	Q4	9.430223317	9.430223317
TACSTD2	EBUS_06	GSE131907	Q4	9.593080712	9.593080712
TACSTD2	EBUS_12	GSE131907	Q4	10.49190081	10.49190081
TACSTD2	EBUS_13	GSE131907	Q1	0	0
TACSTD2	EBUS_15	GSE131907	Q4	9.21259347	9.21259347
TACSTD2	NS_02	GSE131907	Q1	1.431513864	1.431513864
TACSTD2	NS_03	GSE131907	Q1	7.399143925	7.399143925
TACSTD2	NS_04	GSE131907	Q1	7.341023159	7.341023159
TACSTD2	NS_06	GSE131907	Q4	9.541441248	9.541441248
TACSTD2	NS_16	GSE131907	Q1	3.918084256	3.918084256
TACSTD2	P1016	GSE205335	Q1	5.931553687	5.931553687
TACSTD2	P1025	GSE205335	Q1	5.194059377	5.194059377
TACSTD2	P1027	GSE205335	Q4	9.910986996	9.910986996
TACSTD2	P1030	GSE205335	Q4	9.884019071	9.884019071
TACSTD2	P1037	GSE205335	Q1	8.122009045	8.122009045
TACSTD2	P1056	GSE205335	Q4	10.57352107	10.57352107
TACSTD2	P1063	GSE205335	Q1	7.211340713	7.211340713
TACSTD2	P1089	GSE205335	Q4	10.52702642	10.52702642
TACSTD2	P1090	GSE205335	Q4	10.16882909	10.16882909
TACSTD2	P1115	GSE205335	Q1	3.372326812	3.372326812
TACSTD2	P1119	GSE205335	Q1	7.974355364	7.974355364
TACSTD2	TD3	GSE189357	Q1	8.359015002	8.359015002
TACSTD2	TD6	GSE189357	Q4	9.841796273	9.841796273
TACSTD2	TD7	GSE189357	Q1	8.334090037	8.334090037
TACSTD2	TD8	GSE189357	Q1	8.044177107	8.044177107
TACSTD2	TD9	GSE189357	Q4	9.761939943	9.761939943
TGFBI	LX653	GSE123902	Q4	9.475294191	6.75042755
TGFBI	LX666	GSE123902	Q1	3.354142834	4.671808038
TGFBI	LX676	GSE123902	Q4	9.381532945	4.082904208
TGFBI	LX680	GSE123902	Q1	4.821694624	2.945911641
TGFBI	LX682	GSE123902	Q4	9.017035397	9.298657483
TGFBI	LX684	GSE123902	Q1	7.16017478	2.84794195
TGFBI	LX701	GSE123902	Q1	7.050510406	1.658432894
TGFBI	BRONCHO_11	GSE131907	Q1	7.468552184	4.468188467
TGFBI	BRONCHO_58	GSE131907	Q4	9.430223317	7.447497554
TGFBI	EBUS_06	GSE131907	Q4	9.593080712	0.9426291361
TGFBI	EBUS_12	GSE131907	Q4	10.49190081	7.03511599
TGFBI	EBUS_13	GSE131907	Q1	0	0.1489184786
TGFBI	EBUS_15	GSE131907	Q4	9.21259347	8.05328569
TGFBI	NS_02	GSE131907	Q1	1.431513864	4.771256421
TGFBI	NS_03	GSE131907	Q1	7.399143925	5.98965988
TGFBI	NS_04	GSE131907	Q1	7.341023159	3.501476895
TGFBI	NS_06	GSE131907	Q4	9.541441248	5.943038922
TGFBI	NS_16	GSE131907	Q1	3.918084256	6.434382724
TGFBI	P1016	GSE205335	Q1	5.931553687	2.22402047
TGFBI	P1025	GSE205335	Q1	5.194059377	1.557922571
TGFBI	P1027	GSE205335	Q4	9.910986996	4.745551938
TGFBI	P1030	GSE205335	Q4	9.884019071	4.376400527
TGFBI	P1037	GSE205335	Q1	8.122009045	1.141422718
TGFBI	P1056	GSE205335	Q4	10.57352107	2.900566939
TGFBI	P1063	GSE205335	Q1	7.211340713	0.343797526
TGFBI	P1089	GSE205335	Q4	10.52702642	3.769832622
TGFBI	P1090	GSE205335	Q4	10.16882909	4.293746378
TGFBI	P1115	GSE205335	Q1	3.372326812	0.2917026701
TGFBI	P1119	GSE205335	Q1	7.974355364	2.582987142
TGFBI	TD3	GSE189357	Q1	8.359015002	2.617112088
TGFBI	TD6	GSE189357	Q4	9.841796273	3.955676363
TGFBI	TD7	GSE189357	Q1	8.334090037	4.356621278
TGFBI	TD8	GSE189357	Q1	8.044177107	2.847204879
TGFBI	TD9	GSE189357	Q4	9.761939943	6.137144712
TJP1	LX653	GSE123902	Q4	9.475294191	5.676330553
TJP1	LX666	GSE123902	Q1	3.354142834	5.524930211
TJP1	LX676	GSE123902	Q4	9.381532945	5.791950936
TJP1	LX680	GSE123902	Q1	4.821694624	4.585712485
TJP1	LX682	GSE123902	Q4	9.017035397	5.698096234
TJP1	LX684	GSE123902	Q1	7.16017478	5.628498997
TJP1	LX701	GSE123902	Q1	7.050510406	4.496164748
TJP1	BRONCHO_11	GSE131907	Q1	7.468552184	5.718656041
TJP1	BRONCHO_58	GSE131907	Q4	9.430223317	6.269684562
TJP1	EBUS_06	GSE131907	Q4	9.593080712	7.292460202
TJP1	EBUS_12	GSE131907	Q4	10.49190081	6.182200618
TJP1	EBUS_13	GSE131907	Q1	0	5.685223328
TJP1	EBUS_15	GSE131907	Q4	9.21259347	5.55858213
TJP1	NS_02	GSE131907	Q1	1.431513864	4.70238695
TJP1	NS_03	GSE131907	Q1	7.399143925	5.582170684
TJP1	NS_04	GSE131907	Q1	7.341023159	4.58976793
TJP1	NS_06	GSE131907	Q4	9.541441248	4.908141803
TJP1	NS_16	GSE131907	Q1	3.918084256	5.939900864
TJP1	P1016	GSE205335	Q1	5.931553687	5.066923512
TJP1	P1025	GSE205335	Q1	5.194059377	4.49683748
TJP1	P1027	GSE205335	Q4	9.910986996	6.895851495
TJP1	P1030	GSE205335	Q4	9.884019071	6.4902256
TJP1	P1037	GSE205335	Q1	8.122009045	4.734827344
TJP1	P1056	GSE205335	Q4	10.57352107	5.175522552
TJP1	P1063	GSE205335	Q1	7.211340713	3.488711016
TJP1	P1089	GSE205335	Q4	10.52702642	5.182662722
TJP1	P1090	GSE205335	Q4	10.16882909	5.843691232
TJP1	P1115	GSE205335	Q1	3.372326812	5.424913558
TJP1	P1119	GSE205335	Q1	7.974355364	6.829917558
TJP1	TD3	GSE189357	Q1	8.359015002	6.700406233
TJP1	TD6	GSE189357	Q4	9.841796273	6.030253282
TJP1	TD7	GSE189357	Q1	8.334090037	5.172975573
TJP1	TD8	GSE189357	Q1	8.044177107	5.565184097
TJP1	TD9	GSE189357	Q4	9.761939943	4.782130658
WASL	LX653	GSE123902	Q4	9.475294191	5.821335288
WASL	LX666	GSE123902	Q1	3.354142834	5.573007686
WASL	LX676	GSE123902	Q4	9.381532945	5.369289577
WASL	LX680	GSE123902	Q1	4.821694624	5.545973254
WASL	LX682	GSE123902	Q4	9.017035397	5.113680081
WASL	LX684	GSE123902	Q1	7.16017478	5.167675397
WASL	LX701	GSE123902	Q1	7.050510406	2.901147504
WASL	BRONCHO_11	GSE131907	Q1	7.468552184	5.136666524
WASL	BRONCHO_58	GSE131907	Q4	9.430223317	5.438007024
WASL	EBUS_06	GSE131907	Q4	9.593080712	6.191622688
WASL	EBUS_12	GSE131907	Q4	10.49190081	4.684992367
WASL	EBUS_13	GSE131907	Q1	0	5.00445939
WASL	EBUS_15	GSE131907	Q4	9.21259347	6.483232383
WASL	NS_02	GSE131907	Q1	1.431513864	5.811525511
WASL	NS_03	GSE131907	Q1	7.399143925	5.332342526
WASL	NS_04	GSE131907	Q1	7.341023159	5.365599996
WASL	NS_06	GSE131907	Q4	9.541441248	5.637738687
WASL	NS_16	GSE131907	Q1	3.918084256	5.016618687
WASL	P1016	GSE205335	Q1	5.931553687	5.726818066
WASL	P1025	GSE205335	Q1	5.194059377	5.010023459
WASL	P1027	GSE205335	Q4	9.910986996	6.583353679
WASL	P1030	GSE205335	Q4	9.884019071	7.166425507
WASL	P1037	GSE205335	Q1	8.122009045	4.838368578
WASL	P1056	GSE205335	Q4	10.57352107	5.536241302
WASL	P1063	GSE205335	Q1	7.211340713	4.290380218
WASL	P1089	GSE205335	Q4	10.52702642	5.947353602
WASL	P1090	GSE205335	Q4	10.16882909	6.78712384
WASL	P1115	GSE205335	Q1	3.372326812	5.164829979
WASL	P1119	GSE205335	Q1	7.974355364	6.161497579
WASL	TD3	GSE189357	Q1	8.359015002	5.75005105
WASL	TD6	GSE189357	Q4	9.841796273	6.072254535
WASL	TD7	GSE189357	Q1	8.334090037	5.158736803
WASL	TD8	GSE189357	Q1	8.044177107	5.873401037
WASL	TD9	GSE189357	Q4	9.761939943	5.808944092
