symbol	n_probes	n_arrays	tokens	GSM558700	GSM558701	GSM558702	median_log2	mean_log2	direction_median
PIK3R3	2	3	PIK3R3	-0.0893	0.1763	-0.70635	-0.0893	-0.20645	DOWN
PIK3R4	1	3	PIK3R4	-0.2345	-1.889	-4.6439	-1.889	-2.2558	DOWN
PIK3R5	1	3	PIK3R5	2.7655	-1.1844	-0.3771	-0.3771	0.401333	DOWN
PIKFYVE	2	3	PIP5K3	0.3003	0.4895	-0.7581	0.3003	0.0105667	UP
PILRA	3	3	PILRA	2.3248	1.02185	1.9709	1.9709	1.77252	UP
PILRB	2	3	PILRB	-0.93655	-0.1844	0.8238	-0.1844	-0.09905	DOWN
PIM1	1	3	PIM1	0.9709	-2.4739	-0.5353	-0.5353	-0.679433	DOWN
PIM2	1	3	PIM2	0.7312	-0.5995	-1.2515	-0.5995	-0.373267	DOWN
PIMREG	2	3	FLJ10156	1.07815	0.3924	-0.9255	0.3924	0.181683	UP
PIN1	1	3	PIN1	1.0909	-3.0589	-0.6897	-0.6897	-0.8859	DOWN
PINK1	2	3	PINK1	0.83465	-1.34485	0.62875	0.62875	0.0395167	UP
PINX1	2	3	PINX1	1.4461	-0.8041	0.2014	0.2014	0.281133	UP
PIP	1	3	PIP	-0.4739	0.848	-2.1844	-0.4739	-0.603433	DOWN
PIP4K2A	1	3	PIP5K2A	0.6599	1.1243	-0.1203	0.6599	0.554633	UP
PIP4K2B	2	3	PIP5K2B	-0.613	0.1855	-2.9434	-0.613	-1.12363	DOWN
PIP4K2C	1	3	PIP5K2C	-0.3959	1.0144	-1.0589	-0.3959	-0.1468	DOWN
PIP4P1	1	3	C14ORF9	-0.3959	0.2388	0.6781	0.2388	0.173667	UP
PIP4P2	1	3	DKFZP762O076	-0.2345	1.5656	-1.8365	-0.2345	-0.168467	DOWN
PIP5K1A	2	3	PIP5K1A	0.3693	0.6193	-0.17645	0.3693	0.270717	UP
PIP5K1B	3	3	PIP5K1B	-2.80765	-1.5995	0.4135	-1.5995	-1.33122	DOWN
PIP5K1C	1	3	PIP5K1C	0.9855	-0.1203	0.7398	0.7398	0.535	UP
PIPOX	1	2	PIPOX		-1.4739	-3.0589	-2.2664	-2.2664	DOWN
PIR	1	3	PIR	1.7268	-1.4739	2.144	1.7268	0.798967	UP
PISD	1	3	PISD	0.6781	-2.2515	0.0976	0.0976	-0.491933	UP
PITHD1	1	3	HT014	-0.5995	0.2265	-1.0589	-0.5995	-0.4773	DOWN
PITPNA	1	3	PITPNA	0.0976	-0.4941	0.6041	0.0976	0.0692	UP
PITPNB	1	3	PITPNB	-0.2009	0.4005	-1.0589	-0.2009	-0.286433	DOWN
PITPNC1	3	3	PITPNC1	0.1635	-1.7859	-0.7859	-0.7859	-0.802767	DOWN
PITPNM1	1	3	PITPNM1	0.1763	-0.3219	-0.3771	-0.3219	-0.174233	DOWN
PITPNM2	2	3	PITPNM2	0.2388	1.30385	1.2141	1.2141	0.918917	UP
PITPNM3	2	3	PITPNM3	-0.5218	-1.69795	-4.0589	-1.69795	-2.09288	DOWN
PITRM1	3	3	PITRM1	-0.305	0	-0.1318	-0.1318	-0.1456	DOWN
PITX1	3	3	PITX1	-0.2345	-1.59745	1.2016	-0.2345	-0.210117	DOWN
PITX2	3	3	PITX2	-0.8625	2.80505	-1.889	-0.8625	0.01785	DOWN
PITX3	1	3	PITX3	0.2987	-1.5146	3.4764	0.2987	0.7535	UP
PIWIL1	1	2	PIWIL1		0.0144	-2.1203	-1.05295	-1.05295	DOWN
PIWIL2	1	2	PIWIL2		-3.6439	-1.152	-2.39795	-2.39795	DOWN
PIWIL4	1	3	PIWIL4	0.7049	-0.7859	-0.5353	-0.5353	-0.205433	DOWN
PJA1	1	3	PJA1	0.1635	0.4542	-0.152	0.1635	0.155233	UP
PJA2	1	3	PJA2	-0.4941	2.568	-4.0589	-0.4941	-0.661667	DOWN
PKD1	2	3	PKD1	0.8875	-1.68145	0.5993	0.5993	-0.0648833	UP
PKD1L1-AS1	1	2	FLJ21075	-1.3219		-0.5778	-0.94985	-0.94985	DOWN
PKD1L2	2	3	PKD1L2	-1.02585	1.3897	-1.62165	-1.02585	-0.419267	DOWN
PKD2	1	3	PKD2	-2.1844	1.4699	-0.5353	-0.5353	-0.4166	DOWN
PKD2L1	2	3	PKD2L1	-0.7338	-0.3219	1.7181	-0.3219	0.2208	DOWN
PKD2L2	3	3	PKD2L2	-3.3821	-0.26745	-0.4344	-0.4344	-1.36132	DOWN
PKDREJ	1	3	PKDREJ	-1.4344	2.3505	-0.2688	-0.2688	0.215767	DOWN
PKHD1	3	3	PKHD1	-1.0857	-1.2515	0.2141	-1.0857	-0.7077	DOWN
PKHD1L1	1	2	PKHD1L1		-2.9434	-1.152	-2.0477	-2.0477	DOWN
PKIA	1	3	PKIA	-1.6897	2.7991	-2.2515	-1.6897	-0.3807	DOWN
PKIB	2	3	PKIB	0.24845	1.2869	1.4433	1.2869	0.992883	UP
PKIG	1	3	PKIG	0.5558	-0.5146	-0.3401	-0.3401	-0.0996333	DOWN
PKLR	2	3	PKLR	0.1243	-0.4344	-1.9445	-0.4344	-0.751533	DOWN
PKM	2	3	PKM2	2.6153	-2.03185	2.8516	2.6153	1.14502	UP
PKMYT1	1	3	PKMYT1	0.7137	2.8856	-0.1361	0.7137	1.1544	UP
PKN1	1	3	PKN1	-0.2009	0.5361	0.2388	0.2388	0.191333	UP
PKN2	2	3	PKN2	-0.5778	-0.2172	0.24005	-0.2172	-0.184983	DOWN
PKN3	1	3	PKN3	2.6462	0.7655	2.9355	2.6462	2.11573	UP
PKNOX1	2	3	PKNOX1	0.73525	0.49435	-0.77145	0.49435	0.152717	UP
PKNOX2	2	3	PKNOX2	0.189	-1.044	0.2183	0.189	-0.212233	UP
PKP1	2	3	PKP1	-0.98855	-1.1527	1.40685	-0.98855	-0.2448	DOWN
PKP2	1	3	PKP2	-0.3585	-0.5995	-0.0439	-0.3585	-0.333967	DOWN
PKP4	2	3	PKP4	-1.4381	-2.3743	1.1336	-1.4381	-0.892933	DOWN
PLA1A	1	2	PLA1A	-0.8625	0.84		-0.01125	-0.01125	DOWN
PLA2G10	1	3	PLA2G10	-0.9434	-1.9434	-1.8365	-1.8365	-1.57443	DOWN
PLA2G12A	1	3	PLA2G12A	1.433	-0.4739	0.516	0.516	0.4917	UP
PLA2G12B	1	2	PLA2G12B	0.4114	0.7991		0.60525	0.60525	UP
PLA2G15	1	3	LYPLA3	0.3334	1.5705	1.3448	1.3448	1.0829	UP
PLA2G1B	2	3	PLA2G1B	-0.0428	-0.34575	-0.1458	-0.1458	-0.178117	DOWN
PLA2G2A	1	3	PLA2G2A	1.406	-3.1844	-4.0589	-3.1844	-1.94577	DOWN
PLA2G2D	1	3	PLA2G2D	1	-1.3959	2.7071	1	0.7704	UP
PLA2G2E	1	3	PLA2G2E	-1.1844	-0.415	5.6465	-0.415	1.34903	DOWN
PLA2G3	1	3	PLA2G3	-0.6897	-0.9434	0.774	-0.6897	-0.286367	DOWN
PLA2G4A	1	2	PLA2G4A	0.4957	1.0072		0.75145	0.75145	UP
PLA2G4B	4	3	PLA2G4B	-0.30345	-0.00985	1.86	-0.00985	0.515567	DOWN
PLA2G4C	2	3	PLA2G4C	1.1953	0.4383	-0.2981	0.4383	0.445167	UP
PLA2G4D	1	3	PLA2G4D	-0.0439	0.111	-0.2688	-0.0439	-0.0672333	DOWN
PLA2G5	1	3	PLA2G5	0.903	-1.6439	-0.2863	-0.2863	-0.3424	DOWN
PLA2G7	1	3	PLA2G7	-2.0589	0.0426	-0.3771	-0.3771	-0.7978	DOWN
PLA2R1	1	3	PLA2R1	-1.2176	1.433	1.0144	1.0144	0.409933	UP
PLAA	1	3	PLAA	0.2016	-0.4739	1.852	0.2016	0.526567	UP
PLAAT1	1	2	HRASLS	-1.0291	0.2987		-0.3652	-0.3652	DOWN
PLAAT2	1	3	HRASLS2	-4.6439	1.6736	-0.7131	-0.7131	-1.2278	DOWN
PLAAT3	1	3	HRASLS3	0.3219	2.6439	1.1375	1.1375	1.36777	UP
PLAAT4	1	3	RARRES3	-0.4941	0.7991	-0.6215	-0.4941	-0.1055	DOWN
PLAAT5	2	3	HRLP5	-0.56205	-1.4344	-0.304	-0.56205	-0.766817	DOWN
PLAC1	1	3	PLAC1	1.6599	-0.7859	-1.4739	-0.7859	-0.199967	DOWN
PLAC8	2	3	PLAC8	0.4005	-1.3251	0.77425	0.4005	-0.0501167	UP
PLAGL1	2	3	PLAGL1	0.2621	-1.32195	0.63995	0.2621	-0.139967	UP
PLAGL2	1	3	PLAGL2	-0.0145	-1.737	1.7398	-0.0145	-0.0039	DOWN
PLAT	1	3	PLAT	-2.1203	0.3674	0.774	0.3674	-0.3263	UP
PLAU	3	3	PLAU	-1.889	2.1473	-1.2863	-1.2863	-0.342667	DOWN
PLAUR	3	3	PLAUR	-2.5564	1.24355	-2	-2	-1.10428	DOWN
PLCB2	1	3	PLCB2	1.1699	-0.0145	-0.3219	-0.0145	0.277833	DOWN
PLCB3	2	3	PLCB3	2.47995	1.5801	-0.2863	1.5801	1.25792	UP
PLCB4	2	3	PLCB4	0.2392	-1.92135	0.73955	0.2392	-0.3142	UP
PLCD3	1	3	PLCD3	1.1309	-2.1844	1.6871	1.1309	0.2112	UP
PLCD4	2	3	PLCD4	2.18875	1.5705	-3.6439	1.5705	0.03845	UP
PLCE1	3	3	PLCE1	-0.08355	-0.3771	0.5753	-0.08355	0.0382167	DOWN
PLCG1	1	3	PLCG1	0.3448	-1	0.3674	0.3448	-0.0959333	UP
PLCG2	1	3	PLCG2	-0.0291	-0.4739	-2.8365	-0.4739	-1.11317	DOWN
PLCH1	3	3	PLCL3	-0.4941	0.1506	-0.3401	-0.3401	-0.227867	DOWN
PLCL1	1	2	PLCL1	-1.5146		1.4542	-0.0302	-0.0302	DOWN
PLCZ1	3	3	PLCZ1	0.6415	-2.1552	0.2141	0.2141	-0.4332	UP
PLD1	2	3	PLD1	-1.9162	1.8365	-0.8402	-0.8402	-0.306633	DOWN
PLD2	1	3	PLD2	0.2141	-0.3585	0.4542	0.2141	0.103267	UP
PLD3	1	3	PLD3	-0.9714	-0.5995	-1.0291	-0.9714	-0.866667	DOWN
PLD5	2	3	FLJ40773	-2.0589	-0.8625	-3.8365	-2.0589	-2.25263	DOWN
PLEC	4	3	PLEC1	-0.6897	-0.39	0.8319	-0.39	-0.0826	DOWN
PLEK2	1	3	PLEK2	-1.2863	0.1635	0.3896	0.1635	-0.2444	UP
PLEKHA1	1	3	PLEKHA1	0.0976	0.6599	-0.9434	0.0976	-0.0619667	UP
PLEKHA2	2	3	PLEKHA2	0.36605	1.2141	-0.889	0.36605	0.230383	UP
PLEKHA3	1	3	PLEKHA3	-0.737	0.6323	-0.0145	-0.0145	-0.0397333	DOWN
PLEKHA4	1	3	PLEKHA4	-1	0.6415	-0.3219	-0.3219	-0.2268	DOWN
PLEKHA5	4	3	PLEKHA5	-0.3711	1.02915	-1.2495	-0.3711	-0.19715	DOWN
PLEKHA6	2	3	PLEKHA6	-0.8365	0.4014	-1.71795	-0.8365	-0.717683	DOWN
PLEKHA8	2	3	PLEKHA8	0.2987	0.4906	-3.1844	0.2987	-0.798367	UP
PLEKHA8P1	1	3	PLEKHA9	-0.8625	0.1763	-0.4739	-0.4739	-0.3867	DOWN
PLEKHB1	2	3	PLEKHB1	-0.1013	1.5509	-1.4739	-0.1013	-0.0081	DOWN
PLEKHB2	2	3	PLEKHB2	-1.3197	0.3488	-0.2176	-0.2176	-0.396167	DOWN
PLEKHF1	1	3	PLEKHF1	1.516	-1.4739	-0.0439	-0.0439	-0.0006	DOWN
PLEKHF2	1	2	PLEKHF2	-0.8365	2.1538		0.65865	0.65865	UP
PLEKHG1	1	2	PLEKHG1	-1.7859	-1.152		-1.46895	-1.46895	DOWN
PLEKHG3	4	3	KIAA0599	0.99005	0.2141	-0.6407	0.2141	0.187817	UP
PLEKHG4	2	3	DKFZP434I216	0.01175	1.1766	0.47935	0.47935	0.5559	UP
PLEKHG4B	2	2	KIAA1909	1.9964	2.57265		2.28453	2.28453	UP
PLEKHG5	2	3	KIAA0720	-0.2863	0.9011	0.669	0.669	0.427933	UP
PLEKHG6	3	3	FLJ10665	-0.95745	2.80665	-3.3219	-0.95745	-0.4909	DOWN
PLEKHH1	1	2	PLEKHH1	5.841	1.4383		3.63965	3.63965	UP
PLEKHH2	1	2	PLEKHH2		2.4983	-1.4344	0.53195	0.53195	UP
PLEKHH3	1	3	FLJ21019	-1.9434	1.4489	1.9336	1.4489	0.4797	UP
PLEKHJ1	2	3	PLEKHJ1	0.696	-1.4434	0.7991	0.696	0.0172333	UP
PLEKHM1	2	3	PLEKHM1	1.0789	0.9564	-0.31735	0.9564	0.57265	UP
PLEKHM2	1	3	PLEKHM2	0.3561	0.0704	0.4114	0.3561	0.2793	UP
PLEKHN1	1	3	DKFZP434H2010	-1.3219	-0.152	-1.1844	-1.1844	-0.8861	DOWN
PLEKHO1	1	3	CKIP-1	1.251	0.4005	1.0704	1.0704	0.9073	UP
PLEKHO2	1	3	PP9099	-1.1203	-0.1361	-0.5995	-0.5995	-0.618633	DOWN
PLEKHS1	1	2	C10ORF81		4.8212	-2.9434	0.9389	0.9389	UP
PLET1	1	2	C11ORF34	1.1953		-1.4344	-0.11955	-0.11955	DOWN
PLG	2	3	PLG	1.5607	0.6362	1.5568	1.5568	1.25123	UP
PLGLB1	3	3	PLGL	0.37265	-0.5636	0.7494	0.37265	0.18615	UP
PLGRKT	1	3	C9ORF46	0.251	0.0144	-0.4739	0.0144	-0.0695	UP
PLIN1	1	3	PLIN	0.0144	-1.5564	0.189	0.0144	-0.451	UP
PLIN2	1	3	ADFP	0.7991	1.0356	-2.2515	0.7991	-0.138933	UP
PLIN3	1	3	M6PRBP1	0.669	-5.0589	0.4222	0.4222	-1.32257	UP
PLIN4	1	2	KIAA1881	-1.2176		-0.889	-1.0533	-1.0533	DOWN
PLK1	2	3	PLK1	2.4612	-2.0589	1.2989	1.2989	0.567067	UP
PLK2	2	3	PLK2	0.49015	-0.64525	1.0068	0.49015	0.2839	UP
PLK3	1	2	PLK3	-2.5564		-0.9714	-1.7639	-1.7639	DOWN
PLK4	1	2	PLK4	0.3674	-1.737		-0.6848	-0.6848	DOWN
PLLP	1	2	TM4SF11	1.2327		-0.6666	0.28305	0.28305	UP
PLN	2	3	PLN	0.4078	-0.34905	-0.3959	-0.34905	-0.112383	DOWN
PLOD1	1	2	PLOD	-1.0291		-0.9714	-1.00025	-1.00025	DOWN
PLOD2	2	3	PLOD2	1.12105	2.25805	0.0144	1.12105	1.13117	UP
PLOD3	1	3	PLOD3	-1.8365	0.433	-0.3219	-0.3219	-0.575133	DOWN
PLP1	1	3	PLP1	2.5084	0.1243	-1.152	0.1243	0.493567	UP
PLP2	1	3	PLP2	-0.152	-0.3219	0.433	-0.152	-0.0136333	DOWN
PLPP1	3	3	PPAP2A	-0.415	0.9184	0.251	0.251	0.251467	UP
PLPP2	1	3	PPAP2C	-1.2176	-3.6439	0.7398	-1.2176	-1.3739	DOWN
PLPP3	1	2	PPAP2B	-1.1203	1.5945		0.2371	0.2371	UP
PLPP5	3	3	HTPAP	-0.8365	0.276	-1.9434	-0.8365	-0.834633	DOWN
PLPP7	1	2	C9ORF67	4.1922	2.8679		3.53005	3.53005	UP
PLPPR1	2	3	PRG-3	-0.1245	-3.6439	2.5135	-0.1245	-0.4183	DOWN
PLPPR2	1	3	LPPR2	0.4114	-2.3219	-0.2688	-0.2688	-0.726433	DOWN
PLPPR3	2	2	FLJ11535	-1.49825	0.2		-0.649125	-0.649125	DOWN
PLPPR4	2	3	LPPR4	0.5059	0.80805	1.3608	0.80805	0.891583	UP
PLRG1	1	3	PLRG1	1.1309	-0.6666	0.0144	0.0144	0.159567	UP
PLS1	3	3	PLS1	0.4751	-1.3979	0.23495	0.23495	-0.229283	UP
PLS3	2	3	PLS3	-0.00465	0.5036	0.1492	0.1492	0.21605	UP
PLSCR2	1	2	PLSCR2	0.1506	2.1731		1.16185	1.16185	UP
PLSCR3	1	2	PLSCR3	-1		-0.5564	-0.7782	-0.7782	DOWN
PLSCR4	1	2	PLSCR4		-0.9434	-0.4739	-0.70865	-0.70865	DOWN
PLTP	2	3	PLTP	0.1724	-1.0505	0.1781	0.1724	-0.233333	UP
PLVAP	1	3	PLVAP	0.9928	0.7312	0	0.7312	0.574667	UP
PLXDC1	2	3	PLXDC1	5.7853	-0.5818	1.0426	1.0426	2.08203	UP
PLXDC2	2	3	PLXDC2	-0.3948	2.76055	-4.0589	-0.3948	-0.564383	DOWN
PLXNA1	2	3	PLXNA1	-0.79735	-2.9739	-0.98685	-0.98685	-1.58603	DOWN
PLXNA2	2	3	PLXNA2	-1.07375	1.52	-3.1844	-1.07375	-0.912717	DOWN
PLXNA3	1	3	PLXNA3	0.757	0.0841	0.5361	0.5361	0.459067	UP
PLXNA4	2	3	PLXNA4	0.273	2.4105	-0.38995	0.273	0.764517	UP
PLXNB1	2	3	PLXNB1	0.99535	1.7664	-0.3151	0.99535	0.81555	UP
PLXNB3	1	3	PLXNB3	-4.0589	-0.889	-0.0589	-0.889	-1.66893	DOWN
PLXNC1	1	2	PLXNC1		-1.3219	-0.1047	-0.7133	-0.7133	DOWN
PLXND1	1	3	PLXND1	1.4005	-1.4739	1.774	1.4005	0.566867	UP
PM20D1	1	2	FLJ32569		-0.0291	1.2016	0.58625	0.58625	UP
PMAIP1	2	3	PMAIP1	-1	-0.3536	-1.62165	-1	-0.99175	DOWN
PMCHL1	3	3	PMCHL1	-1.13825	0.9107	-1.3959	-1.13825	-0.54115	DOWN
PMCHL2	4	3	PMCHL2	0.2501	-2.3219	1.33595	0.2501	-0.245283	UP
PMEPA1	2	3	TMEPAI	0.06625	0.6676	-0.83835	0.06625	-0.0348333	UP
PMF1	2	3	PMF1	0.9406	-0.04775	1.38595	0.9406	0.7596	UP
PML	2	3	PML	-0.67925	0.5321	-0.0477	-0.0477	-0.06495	DOWN
PMM1	1	3	PMM1	0.585	0.7137	0.2141	0.585	0.504267	UP
PMM2	2	3	PMM2	-0.46895	-1.2211	-0.6215	-0.6215	-0.770517	DOWN
PMP22	3	3	PMP22	-1.6897	0.1763	-0.304	-0.304	-0.6058	DOWN
PMPCA	1	3	PMPCA	0.1375	-0.7859	-0.1361	-0.1361	-0.2615	DOWN
PMPCB	2	3	PMPCB	-0.2432	-0.3192	-0.0317	-0.2432	-0.198033	DOWN
PMS1	1	3	PMS1	0.9855	-0.6897	0.8237	0.8237	0.373167	UP
PMS2	1	2	PMS2	0.1375	2.5509		1.3442	1.3442	UP
PMS2P1	1	3	PMS2L1	1.3334	-1.5146	1.2327	1.2327	0.3505	UP
PMS2P11	2	3	PMS2L11	1.32555	-2.1552	-0.06045	-0.06045	-0.2967	DOWN
PMS2P3	2	3	PMS2L3	2.11475	-0.38995	-0.246	-0.246	0.492933	DOWN
PMS2P5	10	3	PMS2L5	0.856	-0.4941	0.774	0.774	0.378633	UP
PMVK	1	3	PMVK	1.516	-0.4739	0.433	0.433	0.4917	UP
PNISR	3	3	C6ORF111	0.7933	-1.3599	1.2869	0.7933	0.2401	UP
PNKD	3	3	MR-1	0.275	-0.1047	0.433	0.275	0.2011	UP
PNKP	1	3	PNKP	-0.6215	0.1375	2.2357	0.1375	0.5839	UP
PNLDC1	1	3	PNLDC1	0	1	-0.5353	0	0.1549	ZERO
PNLIP	1	3	PNLIP	-1.4344	-0.1681	-0.0145	-0.1681	-0.539	DOWN
PNLIPRP1	2	3	PNLIPRP1	-0.43995	-0.152	-2.9434	-0.43995	-1.17845	DOWN
PNMA1	1	3	PNMA1	-1	-0.0145	-1.3219	-1	-0.7788	DOWN
PNMA2	1	2	PNMA2	2.9964	0.9928		1.9946	1.9946	UP
PNMA5	1	3	PNMA5	3.1953	-1.4739	0.3448	0.3448	0.688733	UP
PNMA6A	2	3	PNMA6A	-1.10675	-0.0291	-1.5995	-1.10675	-0.911783	DOWN
PNMA8A	1	2	FLJ10781		5.2642	-3.6439	0.81015	0.81015	UP
PNMA8B	1	3	KIAA1183	0.263	-1.6897	-1.0291	-1.0291	-0.8186	DOWN
PNMT	1	3	PNMT	-0.0291	-6.6439	0.4114	-0.0291	-2.0872	DOWN
PNN	1	3	PNN	1.3103	1.3674	0.9107	1.3103	1.19613	UP
PNOC	1	3	PNOC	-1.0589	3.3964	-2.1203	-1.0589	0.0724	DOWN
PNPLA1	1	3	PNPLA1	-2.737	5.0246	-2.8365	-2.737	-0.182967	DOWN
PNPLA2	2	3	PNPLA2	-0.05155	-0.5978	0.1243	-0.05155	-0.175017	DOWN
PNPLA3	1	3	ADPN	1.9411	0.9635	2.2388	1.9411	1.71447	UP
PNPLA5	1	3	PNPLA5	-1.5995	-3.1844	-1.3219	-1.5995	-2.03527	DOWN
PNPLA6	1	3	NTE	0.6871	0.2141	-1.6897	0.2141	-0.262833	UP
PNPLA7	2	3	C9ORF111	-2.1439	-0.8365	0.1525	-0.8365	-0.942633	DOWN
PNPO	1	3	PNPO	1.3674	-3.3219	2.5033	1.3674	0.182933	UP
PNPT1	1	3	PNPT1	-0.8365	0.1375	0.7908	0.1375	0.0306	UP
PNRC1	1	3	PNRC1	-1.9434	1.2016	1.0356	1.0356	0.0979333	UP
PNRC2	1	3	PNRC2	-0.5995	-1.7859	-0.074	-0.5995	-0.8198	DOWN
POC1A	1	3	DKFZP434C245	-0.9714	1.2203	1.6736	1.2203	0.640833	UP
POC1B	2	3	TUWD12	-2.8112	2.65165	-1	-1	-0.386517	DOWN
POC5	2	3	FLJ35779	1.4496	-0.80105	0.633	0.633	0.427183	UP
PODNL1	1	3	FLJ23447	1.257	-1.3585	1.275	1.257	0.391167	UP
PODXL	2	3	PODXL	-1.00175	0.69025	-0.50175	-0.50175	-0.271083	DOWN
PODXL2	2	3	PODXL2	0.0848	0.85385	0.8639	0.85385	0.60085	UP
POF1B	3	2	POF1B		-0.2176	-0.5353	-0.37645	-0.37645	DOWN
POFUT1	3	3	POFUT1	0.2016	1.4383	-1.4344	0.2016	0.0685	UP
POFUT2	2	3	POFUT2	-2.3685	-1.6439	3.0036	-1.6439	-0.336267	DOWN
POFUT3	3	3	FUT10	-0.1047	-0.0439	-0.88675	-0.1047	-0.345117	DOWN
POFUT4	2	3	FUT11	0.1754	-2.737	3.72115	0.1754	0.386517	UP
POGK	1	2	POGK		0.3334	0	0.1667	0.1667	UP
POGLUT1	2	3	MDS010	-1.1258	0.61825	-1.00635	-1.00635	-0.504633	DOWN
POGLUT2	1	2	KDELC1	0	-0.0439		-0.02195	-0.02195	DOWN
POGLUT3	3	3	KDELC2	-1.7859	0.7485	1	0.7485	-0.0124667	UP
POGZ	3	3	POGZ	-1.152	-2.3219	-1.3219	-1.3219	-1.5986	DOWN
POLA1	2	3	POLA	1.2475	0.6054	-2.737	0.6054	-0.2947	UP
POLA2	1	3	POLA2	-0.5353	-0.6666	-0.811	-0.6666	-0.670967	DOWN
POLD1	1	3	POLD1	-5.0589	-0.6215	-2.4739	-2.4739	-2.7181	DOWN
POLD2	1	3	POLD2	0.8797	-2.8365	0.6599	0.6599	-0.4323	UP
POLD3	1	3	POLD3	-1.4344	-0.4344	-2.5564	-1.4344	-1.47507	DOWN
POLD4	1	3	POLD4	2.5236	-1.7859	0.8237	0.8237	0.520467	UP
POLDIP2	1	3	POLDIP2	0.275	-0.1047	0.9782	0.275	0.382833	UP
POLDIP3	2	3	POLDIP3	-0.76265	0.69775	1.09425	0.69775	0.343117	UP
POLE	2	3	POLE	-0.4993	1.06615	0	0	0.18895	ZERO
POLE2	1	3	POLE2	0.2388	0.84	1.6645	0.84	0.914433	UP
POLE3	1	3	POLE3	-0.454	4.0522	-0.4739	-0.454	1.04143	DOWN
POLE4	2	3	POLE4	-0.60045	-0.066	0.6218	-0.066	-0.0148833	DOWN
POLG	1	3	POLG	-0.2176	0.8797	0.189	0.189	0.2837	UP
POLG2	1	3	POLG2	2.1408	-2	0.4222	0.4222	0.187667	UP
POLH	1	2	POLH	0.5753	-3.0589		-1.2418	-1.2418	DOWN
POLI	1	3	POLI	0.8237	-0.074	3.1293	0.8237	1.293	UP
POLK	2	3	POLK	0.7369	0.51025	0.4005	0.51025	0.549217	UP
POLL	1	3	POLL	1.6554	-0.0145	0.1506	0.1506	0.597167	UP
POLM	2	3	POLM	-0.99	1.10205	-1.56395	-0.99	-0.483967	DOWN
POLN	2	3	POLN	-0.53185	-1.3685	1.012	-0.53185	-0.296117	DOWN
POLQ	2	3	POLQ	4.5577	-2.63265	0.37695	0.37695	0.767333	UP
POLR1A	1	3	POLR1A	-0.3771	-0.811	1.2987	-0.3771	0.0368667	DOWN
POLR1B	3	3	POLR1B	0.4542	-0.1844	-0.6668	-0.1844	-0.132333	DOWN
POLR1C	2	3	POLR1C	-0.63965	1.17295	-1.4607	-0.63965	-0.309133	DOWN
POLR1D	2	3	MGC9850	-1.4328	-1.9477	1.1357	-1.4328	-0.748267	DOWN
POLR1E	1	3	PAF53	0.275	-0.5353	-0.5778	-0.5353	-0.279367	DOWN
POLR1G	1	3	ASE-1	0.5945	0.3219	2.6064	0.5945	1.17427	UP
POLR1H	1	3	ZNRD1	-0.5995	0.3785	-0.0291	-0.0291	-0.0833667	DOWN
POLR2A	1	3	POLR2A	2.1276	-1.4344	0.8319	0.8319	0.508367	UP
POLR2B	2	3	POLR2B	-0.60545	0.03085	-1.62375	-0.60545	-0.732783	DOWN
POLR2C	2	3	POLR2C	0.1795	-0.0856	-0.1559	-0.0856	-0.0206667	DOWN
POLR2D	1	3	POLR2D	1.6415	-0.5564	3.0687	1.6415	1.3846	UP
POLR2E	1	3	POLR2E	-3.1844	-2	-1.889	-2	-2.3578	DOWN
POLR2F	1	3	POLR2F	0.263	-0.415	0.5361	0.263	0.128033	UP
POLR2G	1	3	POLR2G	0.8718	0.848	1.4957	0.8718	1.07183	UP
POLR2H	1	3	POLR2H	0.2016	-0.8625	2.7442	0.2016	0.694433	UP
POLR2I	1	3	POLR2I	0.84	1.251	0.3334	0.84	0.808133	UP
POLR2J	2	3	POLR2J	1.0638	0.0255	1.0327	1.0327	0.707333	UP
POLR2J2	2	3	POLR2J2	0.4166	-1.49655	1.3351	0.4166	0.08505	UP
POLR2K	1	3	POLR2K	-0.1203	0.9411	-0.0439	-0.0439	0.258967	DOWN
POLR2L	1	3	POLR2L	2.257	-2.9434	-0.2345	-0.2345	-0.306967	DOWN
POLR3A	2	2	POLR3A		-1.1774	-0.0299	-0.60365	-0.60365	DOWN
POLR3B	1	3	POLR3B	1.144	-1	0.669	0.669	0.271	UP
POLR3C	1	3	POLR3C	-2.1844	-0.0291	1.373	-0.0291	-0.280167	DOWN
POLR3D	2	3	POLR3D	-0.51635	-1.04495	0.03725	-0.51635	-0.508017	DOWN
POLR3E	3	3	POLR3E	-0.1782	1.6231	-2.4739	-0.1782	-0.343	DOWN
POLR3F	1	2	POLR3F	-1.889	-1.2515		-1.57025	-1.57025	DOWN
POLR3G	1	3	POLR3G	-1.2863	0.9782	1.511	0.9782	0.400967	UP
POLR3GL	1	3	MGC3200	0.2388	-1.5564	0.6229	0.2388	-0.231567	UP
POLR3H	1	3	POLR3H	0.6135	-3.1844	-0.415	-0.415	-0.9953	DOWN
POLR3K	1	3	POLR3K	-0.3959	0.6781	3.0993	0.6781	1.12717	UP
POLRMT	1	3	POLRMT	-2.0589	0.7049	-0.2176	-0.2176	-0.523867	DOWN
POM121	2	3	POM121	0.65695	1.734	0.28525	0.65695	0.892067	UP
POM121L12	1	3	DKFZP564N2472	1.1375	-0.2176	0.757	0.757	0.558967	UP
